accession	bioproject	title	organism	access	release_date	url	lung	ici	neoadjuvant	mpr_keyword	gene_keyword	why	page_ok	description	data_type	accessibility_page	organization	n_files	file_names	related_accessions	publications	desc_lung	desc_ici	desc_neoadjuvant	desc_mpr_keyword	desc_gene_keyword	priority
OMIX014028	PRJCA054576	Effect of olopatadine on 13C-labeled aspartate conversion in mouse pulmonary vascular endothelial cells	Mus	Open	2026-04-20	https://ngdc.cncb.ac.cn/omix/release/OMIX014028	True	False	False	False	False	lung	True	To assess the effect of olopatadine on asparagine synthetase (ASNS) activity in vivo, we performed [U-13C4] aspartate tracing. 60-day-old male C57BL/6J mice received an intraperitoneal injection of olopatadine (5 mg/kg) or an equal volume of vehicle (DMSO) at 0 min. At 30 min, the stable isotope-labeled tracer [U-13C4] Asp (100 mg/kg) was administered via tail vein injection. At 45 min (15 min after tracer injection), MPVECs were isolated and processed for GC-MS analysis.	Metabolome Data by Mass Spectrometry (MS)	Open-access	Fuwai Hospital, National Center for Cardiovascular Diseases, Chinese Academy of Medical Sciences and Peking Union Medical College	12	OMIX014028-06.CDF;OMIX014028-04.CDF;OMIX014028-01.CDF;OMIX014028-08.CDF;OMIX014028-05.CDF;OMIX014028-02.CDF;OMIX014028-12.CDF;OMIX014028-07.CDF;OMIX014028-03.CDF;OMIX014028-09.CDF;OMIX014028-10.CDF;OMIX014028-11.CDF	OMIX013953;OMIX013955;OMIX013968;OMIX014028;PRJCA054576	OMIX014028-01 | OMIX014028-02 | OMIX014028-03 | OMIX014028-04 | OMIX014028-05 | OMIX014028-06 | OMIX014028-07 | OMIX014028-08	True	False	False	False	False	0
OMIX014319	PRJCA055741	Hypofractionated radiotherapy-induced tertiary lymphoid structures potentiate the efficacy of PD-1 inhibitor in lung cancer brain metastases	Mus musculus	Open	2026-05-04	https://ngdc.cncb.ac.cn/omix/release/OMIX014319	True	True	False	False	False	lung+ici	True	To examine the differential effects of various radiotherapy (RT) fractionation regimens on lung cancer brain metastases (LCBM), we performed RNA sequencing on brain tumor tissues obtained from LCBM mouse models subjected to three different RT fractionation schedules.	Expression Profiling	Open-access	Department of Cancer Center, Second Affiliated Hospital, Chongqing Medical University, Chongqing, China	1	OMIX014319-01.xlsx	OMIX014319;PRJCA055741	OMIX014319-01 | Hypofractionated radiotherapy-induced tertiary lymphoid structures potentiate the efficacy of PD-1 inhibitors in lung cancer brain metastases	True	True	False	False	False	1
OMIX014329	PRJCA043408	LC-MS/MS-based untargeted metabolomics analysis of lung tissue	Mus musculus	Open	2026-01-15	https://ngdc.cncb.ac.cn/omix/release/OMIX014329	True	False	False	False	False	lung	True	LC-MS/MS-based untargeted metabolomics analysis of lung tissue from normal, ALI and ND@monos treated ALI mice.	Metabolome Data by Mass Spectrometry (MS)	Open-access	West China Hospital of Sichuan University	1	OMIX014329-01.xls	OMIX014329;PRJCA043408	OMIX014329-01 | A DNA-based nanodevice senses purinergic signaling and drives an immune switch for resolving inflammation	True	False	False	False	False	0
OMIX014347	PRJCA055878	Cross-species single-cell transcriptomic analysis of liver cancer niche uncovers the prognostic and immunotherapy response of tumor-associated macrophage	Mus	Open	2026-01-15	https://ngdc.cncb.ac.cn/omix/release/OMIX014347	False	True	False	False	False	ici	True	Cross-species single-cell transcriptomic analysis of liver cancer niche uncovers the prognostic and immunotherapy response of tumor-associated macrophage	Expression Profiling	Open-access	the First Medical Center of PLA General Hospital	11	OMIX014347-06.tar.gz;OMIX014347-03.tar.gz;OMIX014347-01.tar.gz;OMIX014347-07.tar.gz;OMIX014347-10.tar.gz;OMIX014347-11.tar.gz;OMIX014347-02.tar.gz;OMIX014347-05.tar.gz;OMIX014347-09.tar.gz;OMIX014347-04.tar.gz;OMIX014347-08.tar.gz	OMIX014347;PRJCA055878	OMIX014347-01 | OMIX014347-02 | OMIX014347-03 | OMIX014347-04 | OMIX014347-05 | OMIX014347-06 | OMIX014347-07 | OMIX014347-08	False	True	False	False	False	0
OMIX014445	PRJCA040575	Investigating the Determinants of PD-L1 Therapeutic Benefits for Head and Neck Tumors by Single-cell RNA Sequencing Assay	Homo sapiens	Open	2026-01-20	https://ngdc.cncb.ac.cn/omix/release/OMIX014445	False	True	False	False	False	ici	True	HNSCC arises from the mucosal epithelium of the oral cavity, pharynx, and larynx. ICI therapies, including PD-L1-targeting agents, have substantially improved HNSCC patients' survival. However, the mechanisms underlying ICI resistance remain incompletely understood. To clarify these mechanisms, we used single-cell RNA sequencing to analyze tumor samples from 5 Sintilimab-treated HNSCC patients. Our data identified all major cell types, revealed consistent expression patterns in non-malignant cells across all patients (both resistant and responsive), and showed that immune cell composition-particularly intratumoral T cell proportions-correlated with immunotherapeutic efficacy. Cell-to-cell communication analysis identified specific interactions between a subset of CAFs and endothelial/epithelial cells in two patients.	Other type of Microarray Data	Open-access	Clinical Oncology School of Fujian Medical University	0		OMIX014445;PRJCA040575	OMIX014445-01	False	True	False	False	False	0
OMIX014557	PRJCA055284	Low-dose gut irradiation enhances PD-1 blockade in mNSCLC	Homo sapiens	Open	2026-01-23	https://ngdc.cncb.ac.cn/omix/release/OMIX014557	False	True	False	False	False	ici	True	To evaluate the impact of intestinal low-dose radiotherapy (ILDR) on the efficacy and prognosis of PD-1 inhibitors in a cohort of patients with advanced non-small cell lung cancer	Metabolome Data by Mass Spectrometry (MS)	Open-access	Shandong Cancer Hospital and Institute	1	OMIX014557-01.tar	OMIX014557;PRJCA055284	OMIX014557-01	True	True	False	False	False	1
OMIX014731	PRJCA056780	Tescalcin is a phagocytic checkpoint driving immune escape and limiting immunotherapeutic efficacy in hepatocellular carcinoma	Mus musculus	Open	2026-03-23	https://ngdc.cncb.ac.cn/omix/release/OMIX014731	False	True	False	False	False	ici	True	Immune checkpoint blockade targeting programmed cell death protein-1 (PD-1) has shown clinical benefit in advanced hepatocellular carcinoma (HCC). However, most patients exhibit limited responses to anti-PD-1 therapy. In a cohort of HCC patients treated with anti-PD-1 antibodies, we identified Tescalcin (TESC) as a previously unrecognized phagocytic checkpoint. Targeting TESC markedly enhances the engulfment of dying tumor cells by antigen-presenting cells, thereby promoting CD8+ T cell function and potentiating the therapeutic efficacy of anti-PD-1 antibodies.	Proteomic Data by Mass Spectrometry (MS)	Open-access	Sun Yat-sen University Cancer Center	2	OMIX014731-01.raw;OMIX014731-02.raw	OMIX014731;PRJCA056780	OMIX014731-01 | OMIX014731-02 | Tescalcin is a phagocytic checkpoint driving immune escape and limiting immunotherapeutic efficacy in hepatocellular carcinoma	False	True	False	False	False	0
OMIX014866	PRJCA057133	Transcriptomic Profiling of Hjurp-Induced Molecular Alterations in Lewis Lung Carcinoma Cell Lines	Mus musculus	Open	2026-08-08	https://ngdc.cncb.ac.cn/omix/release/OMIX014866	True	False	False	False	False	lung	True	To systematically identify the downstream molecular targets and signaling pathways modulated by Holliday Junction Recognition Protein (HJURP) overexpression, this study performed bulk RNA sequencing on stable engineered Lewis Lung Carcinoma (LLC) cell lines. This dataset consists of 6 samples: LLC-Hjurp group: 3 cases (stable cell lines overexpressing Hjurp); LLC-Vector group: 3 cases (stable cell lines transfected with an empty vector).	Expression Profiling	Open-access	Fudan University Shanghai Cancer Center	1	OMIX014866-01.csv	OMIX014866;PRJCA057133	OMIX014866-01	True	False	False	False	False	0
OMIX015033	PRJCA058072	Mechanism underlying pulmonary dysfunction in the mouse model of hyperoxia-induced bronchopulmonary dysplasia	Mus musculus	Open	2026-02-11	https://ngdc.cncb.ac.cn/omix/release/OMIX015033	True	False	False	False	False	lung	True	To investigate the mechanism of pulmonary dysfunction in the mouse model of hyperoxia-induced bronchopulmonary dysplasia (BPD), RNA sequencing (RNA-seq) was performed. 14 days old C57BL/6 mice were euthanized and lung tissues were collected.	Expression Profiling	Open-access	Jiangnan University	1	OMIX015033-03.zip	OMIX015033;PRJCA058072	OMIX015033-03	True	False	False	False	False	0
OMIX015107	PRJCA058226	SLC25A28 ameliorates hyperoxic lung injury by improving mitochondrial oxidative phosphorylation in alveolar epithelial cells	Mus musculus	Open	2026-03-02	https://ngdc.cncb.ac.cn/omix/release/OMIX015107	True	False	False	False	False	lung	True	Mitochondria were isolated from MLE-12 cells using a mitochondrial extraction kit (No. C3601; Beyotime). Next, the mitochondria were immediately resuspended in a methanol: water (4:1, v/v) solution to halt the metabolic reaction. Metabolomic data were analysed by OE Biotech Company (Shanghai, China). The raw data were processed using Progenesis QI for peak alignment, normalization, and metabolite identification. Multivariate statistical analyses, including PCA and OPLS-DA, were performed to discriminate group differences and identify significant metabolites. The OPLS-DA model was validated using 7-fold cross-validation and 200 permutation tests to prevent overfitting. Differential metabolites were selected based on a VIP score > 1 from the OPLS-DA model and a p-value < 0.05 using a two-tailed Student's t-test.	Metabolome Data by Mass Spectrometry (MS)	Open-access	Jiangnan University	1	OMIX015107-01.zip	OMIX015107;PRJCA058226	OMIX015107-01 | SLC25A28 Ameliorates Hyperoxic Lung Injury by Improving Mitochondrial Oxidative Phosphorylation in Alveolar Epithelial Cells	True	False	False	False	False	0
OMIX015171	PRJCA058408	Ubiquitin-dependent degradation of MBD3 by TRIM59  promotes lung adenocarcinoma	Homo sapiens	Open	2026-02-14	https://ngdc.cncb.ac.cn/omix/release/OMIX015171	True	False	False	False	False	lung	True	Mass spectrometry identification data of ubiquitination sites	Proteomic Data by Mass Spectrometry (MS)	Open-access	The Second Affiliated Hospital, Zhejiang University School of Medicine	1	OMIX015171-01.raw	OMIX015171;PRJCA058408	OMIX015171-01 | Ubiquitin-dependent degradation of MBD3 by TRIM59 promotes lung adenocarcinoma	True	False	False	False	False	0
OMIX015184	PRJCA058449	Salvage resection under extracorporeal membrane oxygenation for lethally deteriorated pulmonary metastatic chondrosarcoma with concurrent aspergillosis	Aspergillus	Open	2026-03-09	https://ngdc.cncb.ac.cn/omix/release/OMIX015184	True	False	False	False	False	lung	True	A middle-aged man with a history of lower limb chondrosarcoma resection 4 years prior presented with progressive dyspnea. Initial chest CT at an external hospital revealed a central airway mass with right lung atelectasis. Upon transfer to our institution, the patient's condition deteriorated into concomitant respiratory failure and circulatory collapse, and underwent urgent ECMO. Bronchoscopic resection of the airway lesion was also performed, achieving complete excision of the large tumor extending from the right lower lung to the carina. Paradoxically, extensive new infiltrates developed in the contralateral lung postoperatively, leading to persistent hypoxemia. Bronchoalveolar lavage fluid analyzed using targeted next-generation sequencing (tNGS) identified co-infections with fungi, herpesviruses, and Mycoplasma.	Other Type of Genomic Data	Open-access	Dongtai Hospital Affiliated to Nantong University	2	OMIX015184-04.xlsx;OMIX015184-03.xlsx	OMIX015184;PRJCA058449	OMIX015184-03 | OMIX015184-04	True	False	False	False	False	0
OMIX015248	PRJCA058637	Single-cell, spatial and bulk transcriptomes of lung tissues in mice infected with HAdV-55, MPXV clade IIb, hPIV3, and SARS-CoV-2	Mus musculus	Open	2026-06-22	https://ngdc.cncb.ac.cn/omix/release/OMIX015248	True	False	False	False	False	lung	True	Single-cell, spatial and bulk transcriptomic expression profiling of lung tissues from mice infected with HAdV-55, MPXV clade IIb, hPIV3, and SARS-CoV-2	Expression Profiling	Open-access	Guangzhou Eighth People's Hospital, Guangzhou Medical University	9	OMIX015248-08.rds;OMIX015248-02.csv;OMIX015248-05.rds;OMIX015248-04.csv;OMIX015248-01.csv;OMIX015248-09.rds;OMIX015248-07.rds;OMIX015248-06.rds;OMIX015248-03.csv	OMIX015248;PRJCA058637	OMIX015248-01 | OMIX015248-02 | OMIX015248-03 | OMIX015248-04 | OMIX015248-05 | OMIX015248-06 | OMIX015248-07 | OMIX015248-08	True	False	False	False	False	0
OMIX015270	PRJCA049858	Targeting Hypoxia-Inducible ZHX2 in Primary Tumors Alleviates CD8+ T Cell Exhaustion and Enhances Anti-PD-1 Immunotherapy Efficacy	Homo sapiens	Open	2026-05-28	https://ngdc.cncb.ac.cn/omix/release/OMIX015270	False	True	False	False	False	ici	True	To identify RAB31-interacting proteins, immunoprecipitation was performed using anti-Flag affinity beads on lysates from MDA-MB-231 cells stably expressing RAB31-Flag. The beads bound to RAB31-Flag and associated proteins were flash-frozen in liquid nitrogen. sEV Mass spectrometry analysis was performed by the Nanjing Zijinshan Institute of Molecular Medicine Technology. Peptides extracted from the samples were analyzed by liquid chromatography-tandem mass spectrometry (LC-MS/MS) using a high-resolution mass spectrometer. Protein identification and quantification were achieved by searching the acquired spectra against a reference protein database.	Proteomic Data by Mass Spectrometry (MS)	Open-access	Zhongnan Hospital of Wuhan University	4	OMIX015270-04.raw;OMIX015270-03.raw;OMIX015270-02.raw;OMIX015270-01.raw	OMIX015270;PRJCA049858	OMIX015270-01 | OMIX015270-02 | OMIX015270-03 | OMIX015270-04	False	True	False	False	False	0
OMIX015328	PRJCA058866	CuET promotes cuproptosis and ferroptosis of lung cancer cells by interacting directly with polyunsaturated phospholipids	Homo	Open	2026-03-02	https://ngdc.cncb.ac.cn/omix/release/OMIX015328	True	False	False	False	False	lung	True	The data include 2 groups (Ctrl and CuET, each group includes 5 samples). After 0.5 μM CuET treatment for 24 h, A549 cells were washed three times with ice-cold PBS and collected. Then, 0.75 mL of methanol was added to the cell pellet and vortexed. Subsequently, 2.5 mL of methyl tert-butyl ether (MTBE) was added for extraction. Phase separation was induced by adding 0.625 mL of mass spectrometry-grade water. The samples were centrifuged at 1000 g for 10 minutes. The upper phase was collected, and the lower phase was re-extracted with 1 mL of solvent mixture (MTBE/methanol/water (10:3:2.5, v/v/v)), followed by collection of the upper phase. The organic phase was recovered, dried, and finally resuspended in 100 μL of isopropanol. The analysis was subsequently performed using a Vanquish UHPLC system (Thermo Fisher, Germany) coupled with mass spectrometer (Thermo Fisher, Germany) at Novogene Co., Ltd. (Beijing, China).	Lipidome Data by Mass Spectrometry (MS)	Open-access	Shandong First Medical University	5	OMIX015328-01.xlsx;OMIX015328-02.zip;OMIX015328-04.vs.Ctrl_pos.xls;OMIX015328-05.vs.Ctrl_neg.xls;OMIX015328-03.zip	OMIX015328;PRJCA058866	OMIX015328-01 | OMIX015328-02 | OMIX015328-03 | OMIX015328-04 | OMIX015328-05 | CuET promotes cuproptosis and ferroptosis of lung cancer cells by interacting directly with polyunsaturated phospholipids	True	False	False	False	False	0
OMIX015460	PRJCA059387	A natural derivative from exosome of Inula japonica Thunb.: preventing acute lung injury through the gut microbiota-metabolites axis	Mus musculus	Open	2026-06-30	https://ngdc.cncb.ac.cn/omix/release/OMIX015460	True	False	False	False	False	lung	True	Six to eight weeks Balb/c mice were intragastrically administered with PBS/exosome-like nanovesicles derived from Inula japonica Thunb. (INVs) for five days. One hour after the last gavage, the mice in the model group and the drug group were intratracheally aerosolized with LPS. After one day, the mice were sacrificed and the contents of the cecum were collected and preserved in liquid nitrogen.	Metabolome Data by Mass Spectrometry (MS)	Open-access	Zhejiang Chinese Medical University	2	OMIX015460-01.zip;OMIX015460-02.zip	OMIX015460;PRJCA059387	OMIX015460-01 | OMIX015460-02	True	False	False	False	False	0
OMIX015532	PRJCA059387	A natural derivative from exosome of Inula japonica Thunb.: preventing acute lung injury through the gut microbiota-metabolites axis	Mus musculus	Open	2026-06-30	https://ngdc.cncb.ac.cn/omix/release/OMIX015532	True	False	False	False	False	lung	True	Six to eight weeks Balb/c mice were intragastrically administered with PBS/exosome-like nanovesicles derived from Inula japonica Thunb. (INVs) for five days. One hour after the last gavage, the mice in the model group and the drug group were intratracheally aerosolized with LPS. After one day, the mice were sacrificed and the contents of the cecum were collected and preserved in liquid nitrogen.	Metabolome Data by Mass Spectrometry (MS)	Open-access	Zhejiang Chinese Medical University	1	OMIX015532-01.zip	OMIX015532;PRJCA059387	OMIX015532-01	True	False	False	False	False	0
OMIX015793	PRJCA035052	lung adenocarcinoma metabolome	Homo sapiens	Open	2026-03-25	https://ngdc.cncb.ac.cn/omix/release/OMIX015793	True	False	False	False	False	lung	True	Lung adenocarcinoma (LUAD) accounts for approximately 40% of non-small cell lung cancer. Although the microbiome may play a role in LUAD, a comprehensive understanding of its ecological landscape and interactions with the tumor host, particularly during early development of LUAD, remains lacking. Here we employed a multi-omic approach,including RNA-seq, 16s, metabolomic, Computed Tomography (CT), to assess the dynamics of the tumor microbiota-host interaction across stages of early LUAD, including benign nodules, adenocarcinoma in situ (AIS), minimally invasive adenocarcinoma (MIA), and invasive adenocarcinoma (IAC).	Metabolome Data by Mass Spectrometry (MS)	Open-access	South China Normal University	66	OMIX015793-12.tar.gz;OMIX015793-17.tar.gz;OMIX015793-02.tar.gz;OMIX015793-21.tar.gz;OMIX015793-20.tar.gz;OMIX015793-22.tar.gz;OMIX015793-27.tar.gz;OMIX015793-14.tar.gz;OMIX015793-01.tar.gz;OMIX015793-44.tar.gz;OMIX015793-18.tar.gz;OMIX015793-25.tar.gz;OMIX015793-30.tar.gz;OMIX015793-53.tar.gz;OMIX015793-28.tar.gz;OMIX015793-24.tar.gz;OMIX015793-52.tar.gz;OMIX015793-31.tar.gz;OMIX015793-16.tar.gz;OMIX015793-48.tar.gz;OMIX015793-06.tar.gz;OMIX015793-57.tar.gz;OMIX015793-05.tar.gz;OMIX015793-35.tar.gz;OMIX015793-34.tar.gz;OMIX015793-07.tar.gz;OMIX015793-62.tar.gz;OMIX015793-26.tar.gz;OMIX015793-08.tar.gz;OMIX015793-64.tar.gz;OMIX015793-38.tar.gz;OMIX015793-65.tar.gz;OMIX015793-10.tar.gz;OMIX015793-13.tar.gz;OMIX015793-15.tar.gz;OMIX015793-29.tar.gz;OMIX015793-36.tar.gz;OMIX015793-41.tar.gz;OMIX015793-51.tar.gz;OMIX015793-56.tar.gz;OMIX015793-03.tar.gz;OMIX015793-19.tar.gz;OMIX015793-11.tar.gz;OMIX015793-50.tar.gz;OMIX015793-55.tar.gz;OMIX015793-37.tar.gz;OMIX015793-40.tar.gz;OMIX015793-46.tar.gz;OMIX015793-54.tar.gz;OMIX015793-60.tar.gz;OMIX015793-61.tar.gz;OMIX015793-43.tar.gz;OMIX015793-42.tar.gz;OMIX015793-58.tar.gz;OMIX015793-49.tar.gz;OMIX015793-63.tar.gz;OMIX015793-66.tar.gz;OMIX015793-04.tar.gz;OMIX015793-09.tar.gz;OMIX015793-39.tar.gz;OMIX015793-33.tar.gz;OMIX015793-47.tar.gz;OMIX015793-23.tar.gz;OMIX015793-45.tar.gz;OMIX015793-32.tar.gz;OMIX015793-59.tar.gz	OMIX015793;PRJCA035052	OMIX015793-01 | OMIX015793-02 | OMIX015793-03 | OMIX015793-04 | OMIX015793-05 | OMIX015793-06 | OMIX015793-07 | OMIX015793-08	True	False	False	False	False	0
OMIX016076	PRJCA061579	Therapeutic effects of PolyPHb on bleomycin-induced pulmonary fibrosis: implications for improved oxygenation	Mus	Open	2026-04-09	https://ngdc.cncb.ac.cn/omix/release/OMIX016076	True	False	False	False	False	lung	True	PolyPHb, a hemoglobin-based oxygen carrier (HBOC) derived from virally inactivated and purified human placental hemoglobin, efficiently transports and releases oxygen.To elucidate the underlying mechanisms, we performed transcriptomic analysis of lung tissues following PolyPHb treatment, revealing potential regulatory networks involved in its protective effects.	Expression Profiling	Open-access	Southeast University	1	OMIX016076-01.csv	OMIX016076;PRJCA061579	OMIX016076-01	True	False	False	False	False	0
OMIX016097	PRJCA061681	A blood-brain barrier-like vascular gate limits immunotherapy efficacy in neuroendocrine cancers	Mus musculus	Open	2026-04-09	https://ngdc.cncb.ac.cn/omix/release/OMIX016097	False	True	False	False	False	ici	True	We utilized microdissection and hydrogel-based expansion mass spectrometry to analyze perivascular regions from normal lung tissue, NSCLC, SCLC, and sgIgfbp5 SCLC tumors.	Proteomic Data by Mass Spectrometry (MS)	Open-access	West China Hospital, Sichuan University	10	OMIX016097-02.d.tar.gz;OMIX016097-06.d.tar.gz;OMIX016097-10.d.tar.gz;OMIX016097-01.d.tar.gz;OMIX016097-05.d.tar.gz;OMIX016097-03.d.tar.gz;OMIX016097-08.d.tar.gz;OMIX016097-04.d.tar.gz;OMIX016097-07.d.tar.gz;OMIX016097-09.d.tar.gz	OMIX016097;PRJCA061681	OMIX016097-01 | OMIX016097-02 | OMIX016097-03 | OMIX016097-04 | OMIX016097-05 | OMIX016097-06 | OMIX016097-07 | OMIX016097-08	True	True	False	False	False	1
OMIX016104	PRJCA040832	Transcriptomic sequencing of lung tissues from mice exposed to natural high-altitude environment and hypobaric chamber-simulated high-altitude environment	Mus	Open	2026-04-09	https://ngdc.cncb.ac.cn/omix/release/OMIX016104	True	False	False	False	False	lung	True	The number of people traveling or working for short-term stays at high altitudes has been increasing annually, and many of them develop high-altitude sickness.Further damage to lung and brain tissues may occur, which can be fatal in severe cases. At present, most studies on pulmonary diseases caused by high-altitude hypoxia use hypobaric chambers to simulate high-altitude environments. However, it remains unclear whether there are differences between hypobaric chamber exposure and natural high-altitude environment in terms of hypoxia-induced lung injury. This study used transcriptomic profiling to investigate similarities and differences in gene expression and signaling pathway alterations in mouse lung tissues between the natural high-altitude group and the hypobaric chamber group under equivalent hypoxic conditions, aiming to clarify the application value of hypobaric chamber models in research on high-altitude hypoxia-induced lung injury.	Expression Profiling	Open-access	Army Medical University	1	OMIX016104-01.txt	OMIX016104;PRJCA040832	OMIX016104-01	True	False	False	False	False	0
OMIX016164	PRJCA061940	Impact of Cyclosporine A-Induced Immunosuppression on Lung Injury and the Lung Microbiota in Mice	Mus	Open	2026-04-11	https://ngdc.cncb.ac.cn/omix/release/OMIX016164	True	False	False	False	False	lung	True	Analysis of lung microbiota	Other Type of Genomic Data	Open-access	Hunan University of Chinese Medicine	1	OMIX016164-01.xlsx	OMIX016164;PRJCA061940	OMIX016164-01	True	False	False	False	False	0
OMIX016192	PRJCA027809	Fungal Metabolite-Based Immunotherapy Overcomes Tumor-Associated Macrophage Immunosuppression	Musculus	Open	2026-04-13	https://ngdc.cncb.ac.cn/omix/release/OMIX016192	False	True	False	False	False	ici	True	IM502 treatment altered tumor metabolism.	Metabolome Data by Mass Spectrometry (MS)	Open-access	Xuzhou Medical University	1	OMIX016192-01.xlsx	OMIX016192;PRJCA027809	OMIX016192-01 | Fungal metabolite-based immunotherapy overcomes tumor-associated macrophage immunosuppression	False	True	False	False	False	0
OMIX016345	PRJCA062482	Bulk RNA-seq of Renca wild-type and anti-PD-1 resistant murine renal cell carcinoma cells	Mus	Open	2026-04-24	https://ngdc.cncb.ac.cn/omix/release/OMIX016345	False	True	False	False	False	ici	True	This dataset contains the gene expression profiles of murine renal cell carcinoma (Renca) wild-type cells and their derived anti-PD-1 treatment-resistant counterpart cells. The data was generated by bulk RNA sequencing (RNA-seq). The processed data file provides the FPKM (Fragments Per Kilobase of transcript per Million mapped reads) values for all detected genes/transcripts across the samples.	Expression Profiling	Open-access	SUN	1	OMIX016345-01.csv	OMIX016345;PRJCA062482	OMIX016345-01	False	True	False	False	False	0
OMIX016449	PRJCA062559	Targeting the Microglial Lipid-Lysosome Axis Overcomes Immunotherapy Resistance in Brain Metastases_metabolism	Mus	Open	2026-04-23	https://ngdc.cncb.ac.cn/omix/release/OMIX016449	False	True	False	False	False	ici	True	Immune checkpoint inhibitors (ICIs) have revolutionized cancer treatment, yet their efficacy against brain metastases (BrM) remains severely limited by a specialized, immunosuppressive tumor microenvironment. In this study, we unveil a novel metabolic-immune crosstalk mechanism driving ICI resistance in BrM. Using single-cell RNA sequencing and high-resolution spatial transcriptomics, we identified a distinct subpopulation of SPP1+ TREM2+ lipid-associated microglia that prominently emerges under immunotherapy pressure. We demonstrate that these microglia undergo profound lipid accumulation and excessive lipophagy, ultimately culminating in lysosomal dysfunction and impaired antigen degradation.	Metabolome Data by Mass Spectrometry (MS)	Open-access	Jiangsu Cancer Hospital	2	OMIX016449-01.tar;OMIX016449-02.tar	OMIX016449;PRJCA062559	OMIX016449-01 | OMIX016449-02	False	True	False	False	False	0
OMIX016674	PRJCA035557	Single cell RNA and TCR sequencing of mice with irAEs after PD1 antibody treatment	Mus	Open	2026-05-04	https://ngdc.cncb.ac.cn/omix/release/OMIX016674	False	True	False	False	False	ici	True	This dataset is an expansion and revision of the OMIX008845 dataset. The gene expression matrix in the OMIX008845 dataset has lost its row names. This dataset was obtained from mouse samples, which were systematically allocated into two experimental groups: the anti-PD1 treatment group and the saline control group. Notably, mice in the treatment group exhibited significant immune-related adverse effects. To elucidate the underlying mechanisms of these PD1 treatment-induced immune side effects, we previously performed comprehensive single-cell transcriptome profiling coupled with TCR sequencing analysis.	Expression Profiling	Open-access	Sichuan University	3	OMIX016674-03.rds;OMIX016674-02.rds;OMIX016674-01.rds	OMIX008845;OMIX016674;PRJCA035557	OMIX016674-01 | OMIX016674-02 | OMIX016674-03	False	True	False	False	False	0
OMIX016691	PRJCA063646	16s and ITS sequencing data for studing the characteristics of pulmonary microbiota in HIV patients with pulmonary infection	Bacteria	Open	2026-05-25	https://ngdc.cncb.ac.cn/omix/release/OMIX016691	True	False	False	False	False	lung	True	We revealed the viral load was negative correlated with CD4+ T cell levels, and CD4+ T cell levels demonstrated a certain association with both viral load and microbial community changes. Our study highlighted the importance of real-time monitoring of CD4+ T cell levels and microbial flora in HIV patients.	Other Type of Genomic Data	Open-access	Beijing Ditan Hospital, Capital Medical University	1	OMIX016691-02.zip	OMIX016691;PRJCA063646	OMIX016691-02	True	False	False	False	False	0
OMIX016869	PRJCA064275	PAMP orchestrates proline metabolic rewiring to suppress LUAD via PYCR1 inhibition	Homo sapiens	Open	2026-05-27	https://ngdc.cncb.ac.cn/omix/release/OMIX016869	True	False	False	False	False	lung	True	This metabolomics dataset was generated to investigate the metabolic consequences of knocking out PAMP (proline_associated micropeptide), a 48_amino_acid tumor suppressor encoded by the lncRNA PSMA3_AS1, in lung adenocarcinoma (LUAD) cells. Our previous work demonstrated that PAMP directly binds to and inhibits PYCR1, the rate_limiting enzyme in proline biosynthesis, thereby suppressing LUAD proliferation. To characterize the global metabolic alterations upon PAMP loss, we performed non targeted metabolomics using ultra performance liquid chromatography_tandem mass spectrometry (UPLC_MS/MS).	Metabolome Data by Mass Spectrometry (MS)	Open-access	Ningxia Medical University	1	OMIX016869-01.xlsx	OMIX016869;PRJCA064275	OMIX016869-01 | PAMP orchestrates proline metabolic rewiring to suppress LUAD via PYCR1 inhibition	True	False	False	False	False	0
OMIX016876	PRJCA063619	Interferon-elicited lipoprotein metabolism in lung fibroblast facilitates pre-metastatic niche formation4	Mus	Open	2026-05-14	https://ngdc.cncb.ac.cn/omix/release/OMIX016876	True	False	False	False	False	lung	True	The expression matrix for the study Interferon-elicited lipoprotein metabolism in lung fibroblast facilitates pre-metastatic niche formation4	Expression Profiling	Open-access	Zhongshan Hospital, Fudan University	6	OMIX016876-01.gz.zip;OMIX016876-02.gz.zip;OMIX016876-06.gz.zip;OMIX016876-03.gz.zip;OMIX016876-04.gz.zip;OMIX016876-05.gz.zip	OMIX016876;PRJCA063619	OMIX016876-01 | OMIX016876-02 | OMIX016876-03 | OMIX016876-04 | OMIX016876-05 | OMIX016876-06	True	False	False	False	False	0
OMIX016902	PRJCA064336	Bacillus Calmette-Guerin immunotherapy response in bladder cancer	Homo sapiens	Open	2026-08-01	https://ngdc.cncb.ac.cn/omix/release/OMIX016902	False	True	False	False	False	ici	True	Sequencing of pre-treatment tumor tissues from patients with non-muscle-invasive bladder cancer undergoing BCG instillation, comprising 6 BCG-responsive, 6 BCG-failed, and 6 BCG-unresponsive cases.	Expression Profiling	Open-access	THE SECOND HOSPITAL & CLINICAL MEDICAL SCHOOL, LANZHOU UNIVERSITY	0		OMIX016902;PRJCA064336	OMIX016902-01	False	True	False	False	False	0
