uid,accession,title,gpl,taxon,entrytype,gdstype,n_samples,pdat,suppfile,ftplink,summary,matched_queries
200223987,GSE223987,The effector program of human CD8 T cells can promote both target cell killing and tissue remodeling (MRC5),21697,Homo sapiens,GSE,Expression profiling by high throughput sequencing,18,2023/11/20,CSV,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE223nnn/GSE223987/,"CD8 T lymphocytes are classically viewed as cytotoxic T cells. Whether human CD8 T cells can, in parallel, induce a regenerative program is not completely understood. Here, we have studied antigen-specific assay systems, which revealed that human CD8 T cells not only mediated cytotoxicity, but also promoted bystander fibroblast and epithelial cell activation, leading to the production of tissue regenerative factors such as Amphiregulin (Areg). Tissue remodeling could be inhibited by blocking the epidermal growth factor receptor or the effector cytokines IFN- and TNF. Using single-cell chromatin accessibility and gene expression analysis, we identified a tissue-resident CD8 T cell population in healthy donor skin and adipose tissue with an effector program promoting Areg, TNF and IFNg expression, and a TCR-linkage analysis demonstrated a strong clonal relation between tissue and blood PD1+TIGIT+TOX+ CD8 T cells with tissue remodeling abilities. This regenerative program was also present in anti-cancer associated CD8 populations including chimeric antigen receptor (CAR) CD8 T cells. Once activated, the tissue regenerative program of human CD8 T cells enhanced tumor spheroid, as well as primary liver/bile duct organoid growth. Our findings may help to understand the conflicting CD8 biology in the tumor micromilieu and become relevant for the design of CD8 T-cell therapies for solid tumors.",union_broad
200223989,GSE223989,The effector program of human CD8 T cells can support tissue remodeling abilities.,21697,Homo sapiens,GSE,Expression profiling by high throughput sequencing,38,2023/11/20,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE223nnn/GSE223989/,"This SuperSeries is composed of the SubSeries listed below. Abstract Paper: CD8 T lymphocytes are classically viewed as cytotoxic T cells. Whether human CD8 T cells can, in parallel, induce a tissue regeneration program is poorly understood. Here, antigen-specific assay systems revealed that human CD8 T cells not only mediated cytotoxicity, but also promoted tissue remodeling. Activated CD8 T cells could produce the epidermal growth factor receptor (EGFR)-ligand amphiregulin (AREG) and sensitize epithelial cells for enhanced regeneration potential. Blocking the EGFR or the effector cytokines IFN-γ and TNF could inhibit tissue remodeling. This regenerative program enhanced tumor spheroid and stem-cell-mediated organoid growth. Using single-cell gene expression analysis, we identified an AREG+, tissue-resident CD8 T-cell population in healthy donor skin and adipose tissue with a strong TCR clonal relation to blood PD1+TIGIT+ CD8 T cells with tissue remodeling abilities. These findings may help to understand the complex CD8 biology in tumors and could become relevant for the design of therapeutic T-cell products.",union_broad
200224099,GSE224099,A Population of Tumor-Infiltrating CD4+ T-cells Co-expressing CD38 and CD39  is Associated with Checkpoint Inhibitor Resistance,24676,Homo sapiens,GSE,Expression profiling by high throughput sequencing,12,2023/07/17,TXT,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE224nnn/GSE224099/,"We previously showed that elevated peripheral blood frequencies of a population of T-cells defined by the marker set CD3+CD4+CD127-GARP-CD38+CD39+ were associated with checkpoint immunotherapy resistance in metastatic melanoma patients. In this study we sought to further understand the role(s) of this population of ectoenzyme expressing T-cells (Teee). Using RNA-sequencing and flow cytometry to evaluate Teee from the peripheral blood of metastatic melanoma patients, we found that Teee were proliferative, apoptotic, had exhaustion associated phenotypes, and had high expression of inhibitory molecules. Co-culture of patient Teee with autologous T-cells in vitro resulted in suppression of proliferation of the target T-cells. Using single-cell RNA-sequencing datasets, we identified distinct clusters of cells with a Teee gene signature present in melanoma, non-small cell lung cancer and bladder cancer patients’ tumors. Teee were not present in healthy bladder tissue. Using multispectral immunofluorescence of melanoma patient FFPE tumor samples, we were able to identify CD4+ T-cells co-expressing CD38 and CD39 in the tumor microenvironment, which preferentially associated with Ki67- CD8+ T-cells. Finally, we found that high baseline intra-tumor frequencies of cells with a Teee gene signature were associated with checkpoint immunotherapy resistance and poor overall survival in metastatic melanoma patients. These results build upon our previous findings, demonstrating that a novel population of CD4+ T-cells co-expressing CD38 and CD39 are found in the periphery and tumor of patients and are associated with checkpoint immunotherapy resistance.",ici_immune_checkpoint;ici_immunotherapy;union_broad
200224216,GSE224216,hMENA isoforms regulate cancer intrinsic Type I IFN signaling and extrinsic mechanisms of resistance to immune checkpoint blockade in NSCLC [RNA-seq],24676,Homo sapiens,GSE,Expression profiling by high throughput sequencing,9,2023/08/30,TSV,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE224nnn/GSE224216/,"Understanding how cancer signaling pathways promote an immunosuppressive program which sustains acquired or primary resistance to immune checkpoint blockade (ICB) is a crucial step in improving immunotherapy efficacy. Among the pathways that can affect ICB response is the IFN pathway that may be detrimental rather than beneficial. Effects of hMENA11a down-regulation were tested by RNA-Seq, ATAC-Seq, flow cytometry and biochemical assays. ICB treated patient tumor tissues were profiled by Nanostring IO 360 Panel enriched with hMENA custom probes.",ici_immune_checkpoint;ici_immunotherapy;union_broad
200224246,GSE224246,hMENA isoforms regulate cancer intrinsic Type I IFN signaling and extrinsic mechanisms of resistance to immune checkpoint blockade in NSCLC [ATAC-seq],18573,Homo sapiens,GSE,Genome binding/occupancy profiling by high throughput sequencing,8,2023/08/30,BED,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE224nnn/GSE224246/,"Understanding how cancer signaling pathways promote an immunosuppressive program which sustains acquired or primary resistance to immune checkpoint blockade (ICB) is a crucial step in improving immunotherapy efficacy. Among the pathways that can affect ICB response is the IFN pathway that may be detrimental rather than beneficial. Effects of hMENA11a down-regulation were tested by RNA-Seq, ATAC-Seq, flow cytometry and biochemical assays. ICB treated patient tumor tissues were profiled by Nanostring IO 360 Panel enriched with hMENA custom probes.",ici_immune_checkpoint;ici_immunotherapy;union_broad
200224941,GSE224941,Restoring Tumor Immunogenicity with Dendritic Cell Reprogramming [scRNA-seq],24676,Homo sapiens,GSE,Expression profiling by high throughput sequencing,59,2023/07/07,TXT,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE224nnn/GSE224941/,"Decreased antigen presentation contributes to the ability of cancer cells to evade the immune system. We used the minimal gene regulatory network of type 1 conventional dendritic cells (cDC1) to reprogram cancer cells into professional antigen- presenting cells (tumor-APCs). Enforced expression of the transcription factors PU.1, IRF8, and BATF3 (PIB) was sufficient to induce cDC1 phenotype in 36 cell lines derived from human and mouse hematological and solid tumors. Within 9 days of reprogramming, tumor-APCs acquired transcriptional and epigenetic programs associated with cDC1 cells. Reprogramming restored the expression of antigen presentation complexes and costimulatory molecules on the surface of tumor cells, allowing the presentation of endogenous tumor antigens on MHC-I, and facilitating targeted killing by CD8+ T cells. Functionally, tumor-APCs engulfed and processed proteins and dead cells, secreted inflammatory cytokines, and cross- presented antigens to naïve CD8+ T cells. Human primary tumor cells could also be reprogrammed to increase their capability to present antigen and to activate patient-specific tumor-infiltrating lymphocytes. In addition to acquiring improved antigen presentation, tumor-APCs had impaired tumorigenicity in vitro and in vivo. Injection of in vitro generated melanoma-derived tumor-APCs into subcutaneous melanoma tumors delayed tumor growth and increased survival in mice. Antitumor immunity elicited by tumor-APCs was synergistic with immune checkpoint inhibitors. Our approach serves as a platform for the development of immunotherapies that endow cancer cells with the capability to process and present endogenous tumor antigens.",ici_immune_checkpoint;ici_immunotherapy;union_broad
200225689,GSE225689,Netrin-1 blockade induces tumor growth inhibition and EMT reversion in endometrial cancer [scRNA-seq],24676,Homo sapiens,GSE,Expression profiling by high throughput sequencing,2,2023/06/02,"MTX, TSV",ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE225nnn/GSE225689/,"Netrin-1 is up-regulated in a large fraction of human cancers as a pro-tumoralmechanism. Therefore, a phase I trial assessing netrin-1 blockade using an anti- netrin-1 monoclonal antibody (NP137) in patients with advanced solid cancer is ongoing. We analyzed here the potential implication of netrin-1 in endometrial carcinoma. We show that netrin-1 is up-regulated in the vast majority of human endometrial carcinomas, and demonstrate that NP137 treatment is effective in reducing tumor progression in preclinical mouse models of endometrial carcinoma. We report here a confirmed objective response in a patient with endometrial carcinoma (EC) treated in monotherapy with NP137. A 51.16% reduction of target lesions at 6 weeks and up to 54.65% reduction during the next 6 months of NP137 treatment was observed for a 74 years old woman. To evaluate the mechanism of action of the anti-netrin-1 mAb, we performed gene profiling of mouse PTENf/f endometrial tumors treated with NP137 and observed that, in addition to cell death induction, NP137 induced a reversion of the Epithelial-to-Mesenchymal Transition (EMT). Of interest, by analyzing 13 pre/post paired biopsies of the patients with endometrial carcinoma treated in the NP137 trial, we confirmed a significant reduction of EMT in tumors. We thus performed pre/post NP137 treatment biopsy- based single cell RNA sequencing in a patient with endometrial carcinoma, and showed a net decrease of neoplastic cells and a reversion of EMT markers in the remaining tumor cells, with associated change in the tumor microenvironment. Given the importance of EMT in resistance to the current standard of care including chemotherapy or immune-checkpoint inhibitors, we showed in a PTENf/f endometrial cancer mouse model that combining NP137 with carboplatin paclitaxel outperformed carboplatin paclitaxel alone. Our results thus identify for the first time, in preclinical models and in patients, netrin-1 blockade as a clinical strategy triggering both tumor debulking and reversion of EMT, thus potentially alleviating resistance to standard treatments.",ici_immune_checkpoint;union_broad
200228419,GSE228419,Characteristics and anatomic location of PD-1+TCF1+ stem-like CD8 T cells in chronic viral infection and cancer,21290,Homo sapiens,GSE,Expression profiling by high throughput sequencing,14,2023/04/02,CSV,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE228nnn/GSE228419/,CD8 T cells play an essential role in anti-tumor immunity and chronic viral infections. Recent findings have delineated the differentiation pathway of CD8 T cells in accordance with the progenitor-progeny relationship of TCF1+ stem-like and Tim-3+TCF1- more differentiated T cells. Here we investigated the characteristics of stem-like and differentiated CD8 T cells isolated from several murine tumor models and human lung cancer samples in terms of phenotypic and transcriptional features as well as their location compared to virus-specific CD8 T cells in the chronically LCMV-infected mice. We found that CD8 tumor-infiltrating lymphocytes (TILs) in both murine and human tumors exhibited overall similar phenotypic and transcriptional characteristics compared to corresponding subsets in the spleen of chronically infected mice.,ici_PD-1;union_broad
200229353,GSE229353,PD-1 blockade potentiates neoadjuvant chemotherapy in NSCLC via increasing CD127+ and KLRG1+ CD8 T cells,20795,Homo sapiens,GSE,Expression profiling by high throughput sequencing,7,2023/05/16,"MTX, TSV",ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE229nnn/GSE229353/,"The combination of PD-1 blockade with neoadjuvant chemotherapy (NAC) has achieved unprecedented clinical success in non-small-cell lung cancer (NSCLC) compared to NAC alone, but the underlying mechanisms by which PD-1 blockade augments the effects of chemotherapy remain incompletely elucidated. Single-cell RNA sequencing was performed on CD45+ immune cells isolated from surgically resected fresh tumor tissues of seven NSCLC patients receiving NAC or neoadjuvant pembrolizumab and chemotherapy (NAPC). Multiplex fluorescent immunohistochemistry was performed on paired FFPE tissues before and after NAC or NAPC from 65 resectable NSCLC patients, and results were validated with GEO dataset. NAC resulted in an increase only of CD20+ B cells, whereas NAPC increased the infiltration of CD20+ B cells, CD4+ T cells, CD4+CD127+ T cells, CD8+ T cells, CD8+CD127+ and CD8+KLRG1+ T cells. Synergistic increase in B and T cells promotes favorable therapeutic response after NAPC. Spatial distribution analysis discovered that CD8+ T cells and their CD127+ and KLRG1+ subsets were in closer proximity to CD4+ T/CD20+ B cells in NAPC versus NAC. GEO dataset validated that B-cell, CD4, memory and effector CD8 signatures correlated with therapeutic responses and clinical outcomes. The adding of PD-1 blockade to NAC promoted anti-tumor immunity through T and B cells recruitment in the tumor microenvironment and induced tumor-infiltrating CD8+ T cells skewed toward CD127+ and KLRG1+ phenotypes，which may be assisted by CD4+ T cells and B cells. Our comprehensive study identified key immune cell subsets exerting anti-tumor responses during PD-1 blockade therapy and that may be therapeutically targeted to improve upon existing immunotherapies for NSCLC.",ici_PD-1;ici_immunotherapy;ici_pembrolizumab;union_broad
200229503,GSE229503,AVA-ADR-001- a small molecular inhibitor of ADAR1 (Immuno-oncology target),24676,Homo sapiens,GSE,Expression profiling by high throughput sequencing,12,2023/04/17,XLSX,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE229nnn/GSE229503/,"To inhibitors for ADAR1 and a strong rationale for the development of ADAR1 p150 inhibitors for cancer immunotherapy Here, we describe AVA-ADR-001, a potential first-in-class small molecule inhibitor of ADAR1 p150 targeting the Z alpha domain. AVA-ADR-001 binds specifically to the Z alpha domain of ADAR1 p150 as confirmed by fluorescence spectroscopy and showed significant interferon induction in THP1 macrophages, which have high ADAR1 p150 expression compared with monocytes. Proteomics and transcriptomics analysis revealed significant upregulation of interferon signaling upon treatment with AVA-ADR -001. Interestingly, activation of interferon signaling resulted in AVA-ADR-001 induced cell killing in ADAR1-independent cell lines. In addition, treatment with AVA-ADR -001 resulted in significant activation of PKR, which may explain the decreased cell proliferation. Finally, AVA-ADR-001 showed superior anti-tumor efficacy compared to anti-PD1 in an in vivo tumor efficacy study and has a moderately synergistic effect when combined. Overall, this study reveals that ADAR1 p150 inhibition by AVA-ADR-001 exerts a multipronged impact on anti-tumor efficacy mediated by immune cells, accumulation of interferons and activation of PKR, resulting in protein translation inhibition and cell proliferation arrest.",ici_immunotherapy;union_broad
200233470,GSE233470,EZH2 inhibtion and IFNy treatment of patient derived organoids,24676;24247;21273;28038;28457,Mus musculus; Homo sapiens,GSE,Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing,54,2023/05/31,CLOUPE,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233470/,This SuperSeries is composed of the SubSeries listed below.,ici_immunotherapy;union_broad
200235048,GSE235048,Multicolor spectral flow cytometry evaluation of peripheral blood mononuclear cells from NSCLC patients,11154,Homo sapiens,GSE,Expression profiling by high throughput sequencing,15,2023/08/03,TXT,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE235nnn/GSE235048/,"To investigate a non-invasive strategy for immune monitoring the peripheral blood by flow cytometry, to address the critical need to itdentify predictive immunological biomarkers that correlate with treatment response Peripheral blood mononuclear cells (PBMCs) from 19 non–small-cell lung cancer (NSCLC) patients before and after ICI treatment and four healthy human donors were evaluated, utilizing spectral flow to monitor 24 immune cell markers simultaneously over the course of treatment. We performed immune cell profiling analysis using data obtained from RNA-seq of 19 different patients before and after immunotherapy, to validate the multi-color flow based immune profiling",ici_atezolizumab;ici_immunotherapy;ici_nivolumab;ici_pembrolizumab;union_broad
200235500,GSE235500,Lung tumor-infiltrating Treg have divergent transcriptional profiles and function linked to checkpoint blockade response [human],24676,Homo sapiens,GSE,Expression profiling by high throughput sequencing,34,2023/09/11,"CSV, MTX, TSV",ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE235nnn/GSE235500/,"Regulatory T cells (Treg) are conventionally viewed to suppress endogenous and therapy-induced anti-tumor immunity; however, their role in modulating responses to immune checkpoint blockade (ICB) is unclear. In this study, we integrated single-cell RNAseq/TCRseq of >73,000 tumor-infiltrating Treg (TIL-Treg) from anti-PD-1-treated and treatment naive non-small cell lung cancers (NSCLC) with single cell analysis of tumor-associated antigen (TAA)-specific Treg derived from a murine tumor model. We identified 10 subsets of human TIL-Treg, most of which have high concordance with murine TIL-Treg subsets. Notably, only one subset selectively expresses high levels of OX40 and GITR, whose engangement by cognate ligand mediated proliferative programs and NF-kB activation, as well as multiple genes involved in Treg suppression, including LAG3. Functionally, the OX40hiGITRhi subset is the most highly suppressive ex vivo and its higher representation among total TIL-Treg correlated with resistance to PD-1 blockade. Surprisingly, in the murine tumor model, we found that virtually all TIL-Treg expressing T cell receptors that are specific for TAA fully develop a distinct Th1-like signature over a two-week period after entry into the tumor, down-regulating FoxP3 and up-regulating expression of TBX21 (Tbet), IFN and certain pro-inflammatory granzymes. Transfer learning of a gene score from the murine TAA-specific Th1-like Treg subset to the human single-cell dataset revealed a highly analogous subcluster that was enriched in anti-PD-1 responding tumors. These findings demonstrate that TIL-Treg partition into multiple distinct transcriptionally-defined subsets with potentially opposing effects on ICB-induced anti-tumor immunity and suggest that TAA-specific TIL-Treg may positively contribute to anti-tumor responses.",ici_PD-1;ici_immune_checkpoint;union_broad
200235603,GSE235603,Lung tumor-infiltrating Treg have divergent transcriptional profiles and function linked to checkpoint blockade response,24676;24247,Homo sapiens; Mus musculus,GSE,Expression profiling by high throughput sequencing,86,2023/09/11,"CSV, MTX, TSV",ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE235nnn/GSE235603/,This SuperSeries is composed of the SubSeries listed below.,union_broad
200235800,GSE235800,"Activated CD4 T cells in tuberculosis express OX40, a target for host-directed immunotherapy",24676;24247,Homo sapiens; Mus musculus,GSE,Expression profiling by high throughput sequencing,24,2023/11/06,"CSV, MTX, TSV",ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE235nnn/GSE235800/,This SuperSeries is composed of the SubSeries listed below.,ici_immunotherapy;union_broad
200238003,GSE238003,Neuroendocrine lineage commitment of small cell lung cancers can be leveraged into p53-independent non-cytotoxic therapy [CUT&Tag],21697;21626,Homo sapiens; Mus musculus,GSE,Genome binding/occupancy profiling by high throughput sequencing,6,2023/07/25,BIGWIG,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE238nnn/GSE238003/,"Small cell lung cancers (SCLC) rapidly resist cytotoxic chemotherapy and immune-checkpoint inhibitor (ICI) treatments. New, non-cross-resistant therapies are thus needed. SCLC cells are committed into neuroendocrine-lineage then maturation-arrested. The corepressor DNA methyltransferase 1 (DNMT1) mediates the maturation-arrests: (i) the repression mark methylated-CpG, written by DNMT1, is retained at suppressed neuroendocrine-lineage genes, even as other repression marks are erased; (ii) DNMT1 is recurrently amplified, while Ten-Eleven-Translocation 2 (TET2) that functionally opposes DNMT1 is deleted; (iii) DNMT1 is recruited into neuroendocrine-lineage master transcription factor (ASCL1, NEUROD1) hubs in SCLC cells; and (iv) DNMT1 knock-down activated ASCL1-target genes and released SCLC cell cycling exits by terminal lineage-maturation, cycling exits that do not require the p53/apoptosis-pathway used by cytotoxic chemotherapy. Inhibiting DNMT1/corepressors with clinical compounds accordingly extended survival of mice with chemo- and ICI-refractory disseminated SCLC. Neuroendocrine-lineage commitment of SCLC cells can thus be leveraged into p53/apoptosis-independent therapy, active against chemo- and ICI-refractory SCLC.",ici_immune_checkpoint;union_broad
200238006,GSE238006,Neuroendocrine lineage commitment of small cell lung cancers can be leveraged into p53-independent non-cytotoxic therapy [RNA-seq],18460;18480,Homo sapiens; Mus musculus,GSE,Expression profiling by high throughput sequencing,8,2023/07/25,XLSX,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE238nnn/GSE238006/,"Small cell lung cancers (SCLC) rapidly resist cytotoxic chemotherapy and immune-checkpoint inhibitor (ICI) treatments. New, non-cross-resistant therapies are thus needed. SCLC cells are committed into neuroendocrine-lineage then maturation-arrested. The corepressor DNA methyltransferase 1 (DNMT1) mediates the maturation-arrests: (i) the repression mark methylated-CpG, written by DNMT1, is retained at suppressed neuroendocrine-lineage genes, even as other repression marks are erased; (ii) DNMT1 is recurrently amplified, while Ten-Eleven-Translocation 2 (TET2) that functionally opposes DNMT1 is deleted; (iii) DNMT1 is recruited into neuroendocrine-lineage master transcription factor (ASCL1, NEUROD1) hubs in SCLC cells; and (iv) DNMT1 knock-down activated ASCL1-target genes and released SCLC cell cycling exits by terminal lineage-maturation, cycling exits that do not require the p53/apoptosis-pathway used by cytotoxic chemotherapy. Inhibiting DNMT1/corepressors with clinical compounds accordingly extended survival of mice with chemo- and ICI-refractory disseminated SCLC. Neuroendocrine-lineage commitment of SCLC cells can thus be leveraged into p53/apoptosis-independent therapy, active against chemo- and ICI-refractory SCLC.",ici_immune_checkpoint;union_broad
200241212,GSE241212,"Nonfucosylation of an anti-TIGIT antibody enhances FcyR engagement, driving innate immune activation and antitumor activity",24676;24247,Homo sapiens; Mus musculus,GSE,Expression profiling by high throughput sequencing,47,2023/10/18,"MTX, TSV, TXT",ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE241nnn/GSE241212/,"TIGIT is an immune checkpoint receptor expressed on activated and memory T cells, immunosuppressive T regulatory cells, and natural killer (NK) cells. TIGIT has emerged as an attractive target for antitumor therapies, due to its proposed immunosuppressive effects on lymphocyte function and T cell activation. We generated an anti-TIGIT monoclonal antibody (mAb) that binds with high affinity to human, non-human primate, and murine TIGIT and through multiple experimental methodologies demonstrated that checkpoint blockade alone is insufficient for antitumor activity. Generating anti-TIGIT mAbs with various Fc backbones we show that muting the Fc-Fcγ receptor (FcγR) interaction failed to drive antitumor activity, while mAbs with Fc functional backbones demonstrate substantial antitumor activity, mediated through activation of antigen-presenting cells (APCs), T cell priming, and NK-mediated depletion of suppressive Tregs and exhausted T cells. Further, nonfucosylation of the Fc backbone resulted in enhanced immune responses and antitumor activity relative to the intact IgG1 backbone. The improved activity correlated with the biased FcγR interaction profile of the nonfucosylated anti-TIGIT mAb, which supports that FcγRIIIa binding with decreased FcγRIIb binding favorably activates APCs and enhances tumor-specific CD8+ T cell responses. The anti-TIGIT mAbs with intact FcγR interacting backbones also demonstrated synergistic enhancement of other standard antitumor treatments, including anti-PD-1 treatment and a model monomethyl auristatin E antibody–drug conjugate. These findings highlight the importance of the anti-TIGIT mAb’s Fc backbone to its antitumor activity and the extent to which this activity can be enhanced through nonfucosylation of the backbone",ici_immune_checkpoint;union_broad
200241876,GSE241876,"Distinct Transcriptional Landscapes Identified by Radiographic Response in Metastatic Triple-Negative Breast Cancer Treated with Carboplatin, Nab-Paclitaxel, and Pembrolizumab in a Single-Arm Phase II Trial",20301,Homo sapiens,GSE,Expression profiling by high throughput sequencing,19,2023/10/19,"CSV, TXT",ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE241nnn/GSE241876/,"A single arm, Phase II trial of carboplatin, nab-paclitaxel, and pembrolizumab (CNP) in metastatic triple negative breast cancer (mTNBC) was designed to evaluate overall response rate (ORR), progression-free survival (PFS), duration of response (DOR), safety/tolerability, and identify pathologic and transcriptomic correlates of response to therapy.",ici_immunotherapy;ici_pembrolizumab;union_broad
200243238,GSE243238,Identification of tumor-intrinsic drivers of immune exclusion in acral melanoma,18573,Homo sapiens,GSE,Expression profiling by high throughput sequencing,20,2023/10/20,CSV,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE243nnn/GSE243238/,"Background:Acral melanoma (AM) has distinct characteristics as compared to cutaneous melanoma and exhibits poor response to immune checkpoint inhibitors (ICI). Tumor-intrinsic mechanisms of immune exclusion have been identified in many cancers but less studied in AM. Methods: We characterized clinically annotated tumors from patients diagnosed with AM at our institution in correlation with ICI response using whole transcriptome RNAseq, whole exome sequencing, CD8 immunohistochemistry, and multispectral immunofluorescence imaging. A defined interferon-γ-associated T cell-inflamed gene signature was used to categorize tumors into non-T cell-inflamed and T cell-inflamed phenotypes. In combination with AM tumors from two published studies, we systematically assessed the immune landscape of AM and detected differential gene expression and pathway activation in a non-T cell-inflamed tumor microenvironment (TME). Two single-cell(sc) RNAseq AM cohorts and 11 bulk RNAseq cohorts of various tumor types were used for independent validation on pathways associated with lack of ICI response. In total, 892 specimens were included in this study. Results: 72.5% of AM tumors showed low expression of the T cell-inflamed gene signature, with 23.9% of total tumors categorized as the non-T cell-inflamed phenotype. Patients of low CD3 + CD8 + PD1 + intratumoral T cell density showed poor prognosis. We identified 11 oncogenic pathways significantly upregulated in non-T cell-inflamed relative to T cell-inflamed TME shared across all three acral cohorts (MYC, HGF, MITF, VEGF, EGFR, SP1, ERBB2, TFEB, SREBF1, SOX2, and CCND1). scRNAseq analysis revealed that tumor cell-expressing pathway scores were significantly higher in low vs high T cell-infiltrated AM tumors. We further demonstrated that the 11 pathways were enriched in ICI non-responders compared to responders across cancers, including acral melanoma, cutaneous melanoma, triple-negative breast cancer, and non-small cell lung cancer. Pathway activation was associated with low expression of interferon stimulated genes, suggesting suppression of antigen presentation. Across the 11 pathways, fatty acid synthase and CXCL8 were unifying downstream target molecules suggesting potential nodes for therapeutic intervention. Conclusions: A unique set of pathways is associated with immune exclusion and ICI resistance in AM. These data may inform immunotherapy combinations for immediate clinical translation.",ici_immune_checkpoint;ici_immunotherapy;union_broad
200248378,GSE248378,Neoadjuvant durvalumab plus radiation versus durvalumab alone in stages I-III non-small cell lung cancer: survival outcomes and molecular correlates of a randomized phase II trial,24676,Homo sapiens,GSE,Expression profiling by high throughput sequencing,29,2023/11/26,TXT,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE248nnn/GSE248378/,"Randomized phase II trial patients with early-stage non-small cell lung cancer were treated with either two preoperative cycles of the anti-PD-L1 antibody durvalumab alone or combined with immunomodulatory doses of stereotactic radiation. We report, based on transcriptome analyses of resected tumors, a correlation between an increase of immune pathway genes and freedom from recurrence.",ici_durvalumab;ici_immune_checkpoint;union_broad
200248830,GSE248830,Unlocking Molecular mechanisms and identifying druggable targets in matched-paired brain metastasis of Breast and Lung cancers ,32069,Homo sapiens,GSE,Expression profiling by array,44,2023/12/03,CSV,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE248nnn/GSE248830/,"Introduction: The incidence of brain metastases in cancer patients is increasing, with lung and breast cancer being the most common sources. Despite advancements in targeted therapies, the prognosis remains poor, highlighting the importance to investigate the underlying mechanisms in brain metastases. The aim of this study was to investigate the differences in the molecular mechanisms involved in brain metastasis of breast and lung cancers. In addition, we aimed to identify cancer lineage-specific druggable targets in the brain metastasis. Methods: To that aim, a cohort of 44 FFPE tissue samples, including 22 breast cancer and 22 lung adenocarcinoma (LUAD) and their matched-paired brain metastases were collected. Targeted gene expression profiles of primary tumors were compared to their matched-paired brain metastases samples using nCounter PanCancer IO 360™ Panel of NanoString technologies. Pathway analysis was performed using gene set analysis (GSA) and gene set enrichment analysis (GSEA). The validation was performed by using Immunohistochemistry (IHC) to confirm the expression of immune checkpoint inhibitors. Results: Our results revealed the significant upregulation of cancer-related genes in primary tumors compared to their matched-paired brain metastases (adj. p ≤ 0.05). We found that upregulated differentially expressed genes in breast cancer brain metastasis (BM-BC) and brain metastasis from lung adenocarcinoma (BM-LUAD) were associated with the metabolic stress pathway, particularly related to the glycolysis. Additionally, we found that the upregulated genes in BM-BC and BM-LUAD played roles in immune response regulation, tumor growth, and proliferation. Importantly, we identified high expression of the immune checkpoint VTCN1 in BM-BC, and VISTA, IDO1, NT5E, and HDAC3 in BM-LUAD. Validation using immunohistochemistry further supported these findings. Conclusion: In conclusion, the findings highlight the significance of using matched-paired samples to identify cancer lineage-specific therapies that may improve brain metastasis patients outcomes.",ici_immune_checkpoint;union_broad
200250089,GSE250089,Immune evasion in lung metastasis of leiomyosarcoma: upregulation of EPCAM inhibits CD8⁺ T cell infiltration,24676,Homo sapiens,GSE,Expression profiling by high throughput sequencing,12,2023/12/22,TSV,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE250nnn/GSE250089/,"Background: Leiomyosarcomas are among the most common histological types of soft tissue sarcoma (STS), with no effective treatment available for advanced patients. Lung metastasis, the most common site of distant metastasis, is the primary prognostic factor. We analysed the immune environment targeting lung metastasis of STS to explore new targets for immunotherapy. Methods: We analysed the immune environment of primary and lung metastases in 38 patients with STS using immunohistochemistry. Next, we performed gene expression analyses on primary and lung metastatic tissues from six patients with leiomyosarcoma. Using human leiomyosarcoma cell lines, the effects of the identified genes on immune cells were assessed in vitro. Results: Immunohistochemistry showed a significant decrease in CD8⁺ cells in the lung metastases of leiomyosarcoma. Among the genes upregulated in lung metastases, epithelial cellular adhesion molecule (EPCAM) showed the strongest negative correlation with the number of CD8⁺ cells. Transwell assay results showed that the migration of CD8⁺ T cells was significantly increased in the conditioned media obtained after inhibition or knock down of EPCAM. Conclusions: EPCAM was upregulated in lung metastases of leiomyosarcoma, suggesting inhibition of CD8⁺ T cell migration. Our findings suggest that EPCAM could serve as a potential novel therapeutic target for leiomyosarcoma.",ici_immunotherapy;union_broad
