symbol	dropped_ensg	kept_ensg
PSMB3	ENSG00000275903	ENSG00000277791
PSMB7P1	ENSG00000291775	ENSG00000259074
PSMB8	ENSG00000206298	ENSG00000204264
PSMB8	ENSG00000226201	ENSG00000204264
PSMB8	ENSG00000230034	ENSG00000204264
PSMB8	ENSG00000230669	ENSG00000204264
PSMB8	ENSG00000231631	ENSG00000204264
PSMB8	ENSG00000235715	ENSG00000204264
PSMB8	ENSG00000236443	ENSG00000204264
PSMB9	ENSG00000239836	ENSG00000240065
PSMB9	ENSG00000240118	ENSG00000240065
PSMB9	ENSG00000240508	ENSG00000240065
PSMB9	ENSG00000242711	ENSG00000240065
PSMB9	ENSG00000243067	ENSG00000240065
PSMB9	ENSG00000243594	ENSG00000240065
PSMB9	ENSG00000243958	ENSG00000240065
PSMC4	ENSG00000281221	ENSG00000013275
PSME1	ENSG00000284916	ENSG00000092010
PSME2	ENSG00000284889	ENSG00000100911
PSORS1C1	ENSG00000204540	ENSG00000206458
PSORS1C1	ENSG00000231094	ENSG00000206458
PSORS1C1	ENSG00000233439	ENSG00000206458
PSORS1C1	ENSG00000233734	ENSG00000206458
PSORS1C1	ENSG00000235487	ENSG00000206458
PSORS1C2	ENSG00000206459	ENSG00000204538
PSORS1C2	ENSG00000224544	ENSG00000204538
PSORS1C2	ENSG00000227246	ENSG00000204538
PSORS1C2	ENSG00000232127	ENSG00000204538
PSORS1C2	ENSG00000234605	ENSG00000204538
PTCHD3	ENSG00000276595	ENSG00000182077
PTDSS2	ENSG00000282367	ENSG00000174915
PTEN	ENSG00000284792	ENSG00000171862
PTMAP1	ENSG00000223851	ENSG00000228415
PTMAP1	ENSG00000224889	ENSG00000228415
PTMAP1	ENSG00000225453	ENSG00000228415
PTMAP1	ENSG00000227655	ENSG00000228415
PTMAP1	ENSG00000235757	ENSG00000228415
PTMAP1	ENSG00000237156	ENSG00000228415
PTMAP9	ENSG00000281442	ENSG00000198134
PTP4A3	ENSG00000275575	ENSG00000184489
PTP4A3	ENSG00000291470	ENSG00000184489
PTPRC	ENSG00000081237	ENSG00000262418
PTPRK	ENSG00000273993	ENSG00000152894
PTPRN2	ENSG00000282185	ENSG00000155093
PVALB	ENSG00000274665	ENSG00000100362
PYCR3	ENSG00000104524	ENSG00000276657
QTGAL	ENSG00000277033	ENSG00000175711
RAB11FIP3	ENSG00000275338	ENSG00000090565
RAB6C	ENSG00000292140	ENSG00000222014
RAB6C-AS1	ENSG00000292139	ENSG00000225449
RABGGTA	ENSG00000285193	ENSG00000100949
RAD17	ENSG00000152942	ENSG00000276618
RANP1	ENSG00000224554	ENSG00000137321
RANP1	ENSG00000227652	ENSG00000137321
RANP1	ENSG00000227703	ENSG00000137321
RANP1	ENSG00000229038	ENSG00000137321
RANP1	ENSG00000236603	ENSG00000137321
RARRES2P4	ENSG00000283250	ENSG00000250053
RARRES2P4	ENSG00000283449	ENSG00000250053
RASA3	ENSG00000280477	ENSG00000185989
RASSF7	ENSG00000273859	ENSG00000099849
RBFOX2	ENSG00000277564	ENSG00000100320
RBMY1A3P	ENSG00000291451	ENSG00000197038
RBMY3AP	ENSG00000291444	ENSG00000231436
RBP5	ENSG00000288369	ENSG00000139194
RCC2	ENSG00000281540	ENSG00000179051
RDH13	ENSG00000273944	ENSG00000160439
RDH13	ENSG00000274418	ENSG00000160439
RDH13	ENSG00000274504	ENSG00000160439
RDH13	ENSG00000275474	ENSG00000160439
RDH13	ENSG00000276341	ENSG00000160439
RDH13	ENSG00000276684	ENSG00000160439
RDH13	ENSG00000276826	ENSG00000160439
RDH13	ENSG00000278149	ENSG00000160439
RDH13	ENSG00000278284	ENSG00000160439
RDM1	ENSG00000276432	ENSG00000278023
RDM1P2	ENSG00000281797	ENSG00000266497
REC8	ENSG00000285007	ENSG00000100918
RETSAT	ENSG00000292155	ENSG00000042445
REXO4	ENSG00000280706	ENSG00000148300
RFLNB	ENSG00000283979	ENSG00000183688
RFX1	ENSG00000288283	ENSG00000132005
RGL2	ENSG00000206282	ENSG00000237441
RGL2	ENSG00000224841	ENSG00000237441
RGL2	ENSG00000228736	ENSG00000237441
RGL2	ENSG00000237825	ENSG00000237441
RHOQP3	ENSG00000292122	ENSG00000230756
RHOU	ENSG00000284984	ENSG00000116574
RILP	ENSG00000274145	ENSG00000167705
RING1	ENSG00000206287	ENSG00000204227
RING1	ENSG00000226788	ENSG00000204227
RING1	ENSG00000228520	ENSG00000204227
RING1	ENSG00000231115	ENSG00000204227
RING1	ENSG00000235107	ENSG00000204227
RINL	ENSG00000282895	ENSG00000187994
RIPK3	ENSG00000285379	ENSG00000129465
RLN3	ENSG00000288474	ENSG00000171136
RNA5SP116	ENSG00000285342	ENSG00000251941
RNA5SP136	ENSG00000280775	ENSG00000222838
RNA5SP174	ENSG00000283308	ENSG00000199572
RNA5SP174	ENSG00000283700	ENSG00000199572
RNA5SP175	ENSG00000283282	ENSG00000201145
RNA5SP175	ENSG00000283581	ENSG00000201145
RNA5SP18	ENSG00000284877	ENSG00000212237
RNA5SP252	ENSG00000285126	ENSG00000212433
RNA5SP254	ENSG00000284894	ENSG00000252535
RNA5SP266	ENSG00000284058	ENSG00000222205
RNA5SP315	ENSG00000288201	ENSG00000252149
RNA5SP334	ENSG00000288479	ENSG00000201695
RNA5SP340	ENSG00000285046	ENSG00000252941
RNA5SP380	ENSG00000291773	ENSG00000252999
RNA5SP382	ENSG00000291792	ENSG00000200225
RNA5SP383	ENSG00000285306	ENSG00000199804
RNA5SP458	ENSG00000262132	ENSG00000251997
RNA5SP498	ENSG00000292356	ENSG00000223274
RNASE10	ENSG00000291813	ENSG00000182545
RNF135	ENSG00000291712	ENSG00000181481
RNF139	ENSG00000291729	ENSG00000170881
RNF151	ENSG00000291936	ENSG00000179580
RNF187	ENSG00000168159	ENSG00000285426
RNF31	ENSG00000285152	ENSG00000092098
RNF39	ENSG00000206500	ENSG00000204618
RNF39	ENSG00000227171	ENSG00000204618
RNF39	ENSG00000230332	ENSG00000204618
RNF39	ENSG00000230467	ENSG00000204618
RNF39	ENSG00000235022	ENSG00000204618
RNF39	ENSG00000236967	ENSG00000204618
RNF39	ENSG00000237733	ENSG00000204618
RNF5	ENSG00000183574	ENSG00000204308
RNF5	ENSG00000223767	ENSG00000204308
RNF5	ENSG00000225452	ENSG00000204308
RNF5	ENSG00000227277	ENSG00000204308
RNF5	ENSG00000228405	ENSG00000204308
RNF5	ENSG00000228907	ENSG00000204308
RNH1	ENSG00000276230	ENSG00000023191
RP1L1	ENSG00000183638	ENSG00000292297
RPH3AL	ENSG00000262334	ENSG00000181031
RPH3AL	ENSG00000282013	ENSG00000181031
RPL10P19	ENSG00000233609	ENSG00000285368
RPL11P3	ENSG00000283120	ENSG00000213613
RPL12P1	ENSG00000204194	ENSG00000228099
RPL12P1	ENSG00000232733	ENSG00000228099
RPL12P17	ENSG00000285271	ENSG00000224839
RPL12P9	ENSG00000291532	ENSG00000232687
RPL13AP	ENSG00000224053	ENSG00000206519
RPL13AP	ENSG00000224146	ENSG00000206519
RPL13AP	ENSG00000227961	ENSG00000206519
RPL13AP	ENSG00000230181	ENSG00000206519
RPL13AP	ENSG00000231190	ENSG00000206519
RPL13AP	ENSG00000231301	ENSG00000206519
RPL13AP22	ENSG00000282388	ENSG00000243517
RPL13P	ENSG00000224158	ENSG00000213916
RPL13P	ENSG00000226714	ENSG00000213916
RPL13P	ENSG00000231746	ENSG00000213916
RPL13P	ENSG00000234904	ENSG00000213916
RPL13P	ENSG00000272613	ENSG00000213916
RPL13P	ENSG00000273122	ENSG00000213916
RPL13P	ENSG00000273286	ENSG00000213916
RPL14P5	ENSG00000292328	ENSG00000225661
RPL15P20	ENSG00000282445	ENSG00000215003
RPL15P4	ENSG00000229535	ENSG00000225499
RPL15P4	ENSG00000230211	ENSG00000225499
RPL15P4	ENSG00000231623	ENSG00000225499
RPL15P4	ENSG00000232572	ENSG00000225499
RPL15P4	ENSG00000233965	ENSG00000225499
RPL15P4	ENSG00000236273	ENSG00000225499
RPL15P4	ENSG00000236547	ENSG00000225499
RPL17P29	ENSG00000285026	ENSG00000231965
RPL17P40	ENSG00000281929	ENSG00000241067
RPL19P13	ENSG00000239315	ENSG00000285195
RPL19P4	ENSG00000292113	ENSG00000226915
RPL21P100	ENSG00000280475	ENSG00000242405
RPL21P121	ENSG00000283753	ENSG00000237382
RPL21P135	ENSG00000291489	ENSG00000235482
RPL21P36	ENSG00000278476	ENSG00000233752
RPL21P38	ENSG00000292100	ENSG00000233934
RPL21P63	ENSG00000285209	ENSG00000217181
RPL21P81	ENSG00000281699	ENSG00000230064
RPL22P14	ENSG00000288421	ENSG00000218300
RPL22P3	ENSG00000291374	ENSG00000226457
RPL22P7	ENSG00000292137	ENSG00000234559
RPL23AP1	ENSG00000239784	ENSG00000239257
RPL23AP1	ENSG00000240845	ENSG00000239257
RPL23AP1	ENSG00000241880	ENSG00000239257
RPL23AP1	ENSG00000242039	ENSG00000239257
RPL23AP1	ENSG00000242511	ENSG00000239257
RPL23AP15	ENSG00000284795	ENSG00000230841
RPL23AP43	ENSG00000291500	ENSG00000227337
RPL23AP45	ENSG00000291360	ENSG00000213285
RPL23AP64	ENSG00000281913	ENSG00000240970
RPL23AP66	ENSG00000281051	ENSG00000243141
RPL23AP84	ENSG00000283660	ENSG00000261914
RPL23AP87	ENSG00000291549	ENSG00000232938
RPL23AP95	ENSG00000282063	ENSG00000236848
RPL23P2	ENSG00000291528	ENSG00000176054
RPL27P8	ENSG00000283641	ENSG00000237041
RPL29P6	ENSG00000282934	ENSG00000215381
RPL30P4	ENSG00000291497	ENSG00000237676
RPL31P12	ENSG00000284996	ENSG00000227207
RPL31P25	ENSG00000281559	ENSG00000242768
RPL32P1	ENSG00000224796	ENSG00000224098
RPL32P1	ENSG00000226879	ENSG00000224098
RPL32P1	ENSG00000228579	ENSG00000224098
RPL32P1	ENSG00000231288	ENSG00000224098
RPL32P1	ENSG00000231580	ENSG00000224098
RPL32P1	ENSG00000233194	ENSG00000224098
RPL32P1	ENSG00000233972	ENSG00000224098
RPL35AP4	ENSG00000226538	ENSG00000225644
RPL35AP4	ENSG00000227168	ENSG00000225644
RPL35AP4	ENSG00000231602	ENSG00000225644
RPL36AP4	ENSG00000281292	ENSG00000241499
RPL36AP9	ENSG00000281764	ENSG00000213987
RPL3L	ENSG00000291929	ENSG00000140986
RPL3P10	ENSG00000282698	ENSG00000243095
RPL3P2	ENSG00000223927	ENSG00000227656
RPL3P2	ENSG00000227672	ENSG00000227656
RPL3P2	ENSG00000227939	ENSG00000227656
RPL3P2	ENSG00000228461	ENSG00000227656
RPL3P2	ENSG00000229430	ENSG00000227656
RPL3P2	ENSG00000237448	ENSG00000227656
RPL41P2	ENSG00000256338	ENSG00000282105
RPL4P5	ENSG00000263127	ENSG00000230207
RPL5P27	ENSG00000291894	ENSG00000228195
RPL5P29	ENSG00000281820	ENSG00000242208
RPL5P29	ENSG00000291845	ENSG00000242208
RPL5P32	ENSG00000282545	ENSG00000228992
RPL7A	ENSG00000280858	ENSG00000148303
RPL7AP14	ENSG00000291970	ENSG00000213979
RPL7AP27	ENSG00000281482	ENSG00000242169
RPL7AP55	ENSG00000281118	ENSG00000241008
RPL7AP55	ENSG00000281427	ENSG00000241008
RPL7AP65	ENSG00000284212	ENSG00000228000
RPL7AP7	ENSG00000213880	ENSG00000227030
RPL7AP7	ENSG00000227326	ENSG00000227030
RPL7AP7	ENSG00000233113	ENSG00000227030
RPL7AP7	ENSG00000233462	ENSG00000227030
RPL7AP7	ENSG00000233465	ENSG00000227030
RPL7AP7	ENSG00000233982	ENSG00000227030
RPL7AP7	ENSG00000237554	ENSG00000227030
RPL7AP80	ENSG00000282680	ENSG00000253332
RPL7L1P21	ENSG00000284199	ENSG00000226483
RPL7P4	ENSG00000229575	ENSG00000226494
RPL7P4	ENSG00000230449	ENSG00000226494
RPL7P4	ENSG00000233091	ENSG00000226494
RPL7P4	ENSG00000235342	ENSG00000226494
RPL7P4	ENSG00000236100	ENSG00000226494
RPL7P4	ENSG00000238255	ENSG00000226494
RPL9P14	ENSG00000285055	ENSG00000185078
RPN2	ENSG00000291973	ENSG00000118705
RPP21	ENSG00000239865	ENSG00000239927
RPP21	ENSG00000241370	ENSG00000239927
RPP21	ENSG00000241779	ENSG00000239927
RPP21	ENSG00000241863	ENSG00000239927
RPP21	ENSG00000242726	ENSG00000239927
RPP21	ENSG00000243009	ENSG00000239927
RPS17	ENSG00000182774	ENSG00000278229
RPS17P1	ENSG00000223376	ENSG00000213900
RPS17P1	ENSG00000223769	ENSG00000213900
RPS17P1	ENSG00000228840	ENSG00000213900
RPS17P1	ENSG00000229439	ENSG00000213900
RPS17P1	ENSG00000231000	ENSG00000213900
RPS17P1	ENSG00000232302	ENSG00000213900
RPS17P1	ENSG00000232974	ENSG00000213900
RPS18	ENSG00000223367	ENSG00000096150
RPS18	ENSG00000226225	ENSG00000096150
RPS18	ENSG00000227794	ENSG00000096150
RPS18	ENSG00000231500	ENSG00000096150
RPS18	ENSG00000235650	ENSG00000096150
RPS2	ENSG00000291931	ENSG00000140988
RPS21P1	ENSG00000282862	ENSG00000229795
RPS24P9	ENSG00000239804	ENSG00000280813
RPS25	ENSG00000280831	ENSG00000118181
RPS26P3	ENSG00000282942	ENSG00000212829
RPS26P8	ENSG00000282238	ENSG00000204652
RPS27P14	ENSG00000274567	ENSG00000244717
RPS28P1	ENSG00000285273	ENSG00000270912
RPS2P6	ENSG00000285060	ENSG00000214255
RPS3A	ENSG00000292158	ENSG00000145425
RPS3AP15	ENSG00000288476	ENSG00000244674
RPS3AP30	ENSG00000285129	ENSG00000228744
RPS3AP31	ENSG00000244427	ENSG00000292315
RPS3AP33	ENSG00000285381	ENSG00000214268
RPS3AP34	ENSG00000284920	ENSG00000242607
RPS3AP35	ENSG00000284751	ENSG00000244289
RPS3P1	ENSG00000291542	ENSG00000230935
RPS4XP14	ENSG00000284817	ENSG00000243663
RPS4XP17	ENSG00000284153	ENSG00000244097
RPS5P3	ENSG00000262148	ENSG00000215088
RPS6KA1	ENSG00000281877	ENSG00000117676
RPS6P22	ENSG00000262159	ENSG00000244390
RPS7P11	ENSG00000213326	ENSG00000282052
RPS9	ENSG00000170889	ENSG00000278270
RPS9	ENSG00000274005	ENSG00000278270
RPS9	ENSG00000274626	ENSG00000278270
RPS9	ENSG00000274646	ENSG00000278270
RPS9	ENSG00000274950	ENSG00000278270
RPS9	ENSG00000275323	ENSG00000278270
RPS9	ENSG00000277079	ENSG00000278270
RPS9	ENSG00000277359	ENSG00000278270
RPS9	ENSG00000278081	ENSG00000278270
RPSAP2	ENSG00000237425	ENSG00000248563
RPSAP2	ENSG00000249814	ENSG00000248563
RPSAP28	ENSG00000291476	ENSG00000214484
RRN3	ENSG00000085721	ENSG00000278494
RTP1	ENSG00000291554	ENSG00000175077
RTP4	ENSG00000291555	ENSG00000136514
RTP5	ENSG00000277949	ENSG00000188011
RUFY1	ENSG00000284260	ENSG00000176783
RWDD2B	ENSG00000291523	ENSG00000156253
RXFP3	ENSG00000277069	ENSG00000182631
RXRB	ENSG00000204231	ENSG00000206289
RXRB	ENSG00000227322	ENSG00000206289
RXRB	ENSG00000228333	ENSG00000206289
RXRB	ENSG00000231321	ENSG00000206289
RXRB	ENSG00000235712	ENSG00000206289
RYBP	ENSG00000163602	ENSG00000281766
SAA1	ENSG00000288411	ENSG00000173432
SAG	ENSG00000281857	ENSG00000130561
SALL3	ENSG00000263310	ENSG00000256463
SALL3	ENSG00000277015	ENSG00000256463
SAMD1	ENSG00000141858	ENSG00000288488
SAPCD1	ENSG00000227074	ENSG00000228727
SAPCD1	ENSG00000227861	ENSG00000228727
SAPCD1	ENSG00000229176	ENSG00000228727
SAPCD1	ENSG00000234951	ENSG00000228727
SAPCD1	ENSG00000237918	ENSG00000228727
SAR1AP1	ENSG00000226657	ENSG00000226795
SAR1AP1	ENSG00000227529	ENSG00000226795
SAR1AP1	ENSG00000228364	ENSG00000226795
SAR1AP1	ENSG00000229179	ENSG00000226795
SAR1AP1	ENSG00000231592	ENSG00000226795
SAR1AP1	ENSG00000238070	ENSG00000226795
SARS2	ENSG00000104835	ENSG00000283104
SBNO2	ENSG00000064932	ENSG00000278788
SCAMP3	ENSG00000263290	ENSG00000116521
SCAND2P	ENSG00000291642	ENSG00000176700
SCAND3	ENSG00000248496	ENSG00000232040
SCARF1	ENSG00000276336	ENSG00000074660
SCG5	ENSG00000277614	ENSG00000166922
SCG5	ENSG00000281931	ENSG00000166922
SCGB1C2	ENSG00000277730	ENSG00000268320
SCRIB	ENSG00000180900	ENSG00000274287
SCRT1	ENSG00000284923	ENSG00000261678
SCT	ENSG00000274473	ENSG00000070031
SDCCAG8	ENSG00000276111	ENSG00000054282
SDHAP2	ENSG00000280521	ENSG00000215837
SDHAP2	ENSG00000280909	ENSG00000215837
SDHAP2	ENSG00000280912	ENSG00000215837
SDHAP2	ENSG00000281237	ENSG00000215837
SDHAP2	ENSG00000281334	ENSG00000215837
SDHAP2	ENSG00000281418	ENSG00000215837
SDHAP2	ENSG00000281687	ENSG00000215837
SEL1L2	ENSG00000291539	ENSG00000101251
SEMA7A	ENSG00000138623	ENSG00000288455
SEPTIN7P9	ENSG00000288167	ENSG00000120555
SEPTIN9	ENSG00000282302	ENSG00000184640
SERF1A	ENSG00000275581	ENSG00000172058
SERF1B	ENSG00000277429	ENSG00000205572
SERF1B	ENSG00000278839	ENSG00000205572
SERPINA1	ENSG00000277377	ENSG00000197249
SERPINA10	ENSG00000278767	ENSG00000140093
SERPINA2	ENSG00000274821	ENSG00000258597
SERPINA6	ENSG00000277405	ENSG00000170099
SERPINF1	ENSG00000282307	ENSG00000132386
SERPINF2	ENSG00000276838	ENSG00000167711
SERTAD4	ENSG00000281230	ENSG00000082497
SESN2	ENSG00000285069	ENSG00000130766
SFTA2	ENSG00000206465	ENSG00000196260
SFTA2	ENSG00000224246	ENSG00000196260
SFTA2	ENSG00000225454	ENSG00000196260
SFTA2	ENSG00000230072	ENSG00000196260
SFTA2	ENSG00000237814	ENSG00000196260
SGPP1	ENSG00000285281	ENSG00000126821
SH3D19	ENSG00000109686	ENSG00000292165
SH3GL3	ENSG00000291608	ENSG00000140600
SHANK3	ENSG00000292254	ENSG00000251322
SHMT1	ENSG00000284320	ENSG00000176974
SHOX	ENSG00000292354	ENSG00000185960
SINHCAF	ENSG00000276371	ENSG00000139146
SIRT2	ENSG00000283100	ENSG00000068903
SKA1	ENSG00000262634	ENSG00000154839
SKIC2	ENSG00000206353	ENSG00000204351
SKIC2	ENSG00000223493	ENSG00000204351
SKIC2	ENSG00000225737	ENSG00000204351
SKIC2	ENSG00000228896	ENSG00000204351
SKIC2	ENSG00000232616	ENSG00000204351
SLC12A7	ENSG00000276482	ENSG00000113504
SLC16A1	ENSG00000281917	ENSG00000155380
SLC16A1P1	ENSG00000285242	ENSG00000242280
SLC20A1P1	ENSG00000282117	ENSG00000223506
SLC20A1P2	ENSG00000282659	ENSG00000273894
SLC25A12	ENSG00000292099	ENSG00000115840
SLC25A24	ENSG00000284468	ENSG00000085491
SLC25A26	ENSG00000282739	ENSG00000144741
SLC25A51P1	ENSG00000281567	ENSG00000220483
SLC25A5P3	ENSG00000292179	ENSG00000213673
SLC25A6	ENSG00000292334	ENSG00000169100
SLC27A3	ENSG00000263163	ENSG00000143554
SLC2A11	ENSG00000275744	ENSG00000133460
SLC2A4	ENSG00000288174	ENSG00000181856
SLC2A6	ENSG00000281165	ENSG00000160326
SLC35A2	ENSG00000292209	ENSG00000102100
SLC35G5	ENSG00000177710	ENSG00000285084
SLC35G6	ENSG00000284515	ENSG00000259224
SLC37A4	ENSG00000137700	ENSG00000281500
SLC39A11	ENSG00000282291	ENSG00000133195
SLC39A4	ENSG00000285243	ENSG00000147804
SLC39A7	ENSG00000206288	ENSG00000112473
SLC39A7	ENSG00000224399	ENSG00000112473
SLC39A7	ENSG00000226614	ENSG00000112473
SLC39A7	ENSG00000227402	ENSG00000112473
SLC39A7	ENSG00000229802	ENSG00000112473
SLC43A2	ENSG00000167703	ENSG00000278550
SLC44A4	ENSG00000206378	ENSG00000204385
SLC44A4	ENSG00000228263	ENSG00000204385
SLC44A4	ENSG00000229077	ENSG00000204385
SLC44A4	ENSG00000231479	ENSG00000204385
SLC44A4	ENSG00000232180	ENSG00000204385
SLC44A4	ENSG00000235336	ENSG00000204385
SLC45A2	ENSG00000281919	ENSG00000164175
SLC52A2	ENSG00000285112	ENSG00000185803
SLC5A11	ENSG00000158865	ENSG00000288216
SLC5A8	ENSG00000262217	ENSG00000256870
SLC67A1	ENSG00000110628	ENSG00000276130
SLC6A14P3	ENSG00000284963	ENSG00000236655
SLC6A3	ENSG00000276996	ENSG00000142319
SLC9A3	ENSG00000281861	ENSG00000066230
SLC9B1P3	ENSG00000288155	ENSG00000233867
SLC9B1P4	ENSG00000288315	ENSG00000227367
SLC9C1	ENSG00000285044	ENSG00000172139
SMARCB1	ENSG00000099956	ENSG00000275837
SMCR8	ENSG00000283741	ENSG00000176994
SMDT1	ENSG00000272835	ENSG00000183172
SMDT1	ENSG00000272901	ENSG00000183172
SMDT1	ENSG00000274112	ENSG00000183172
SMIM10L1	ENSG00000262986	ENSG00000256537
SMIM33	ENSG00000283288	ENSG00000288274
SMN1	ENSG00000172062	ENSG00000275349
SMN2	ENSG00000205571	ENSG00000273772
SMN2	ENSG00000277773	ENSG00000273772
SMPD4	ENSG00000136699	ENSG00000292130
SNHG32	ENSG00000226710	ENSG00000206380
SNHG32	ENSG00000229300	ENSG00000206380
SNHG32	ENSG00000234728	ENSG00000206380
SNRPA1P2	ENSG00000291370	ENSG00000213683
SNRPCP10	ENSG00000288200	ENSG00000243794
SNRPCP15	ENSG00000285418	ENSG00000230106
SNRPCP17	ENSG00000254311	ENSG00000292314
SNRPCP6	ENSG00000284771	ENSG00000254683
SNRPEP11	ENSG00000292152	ENSG00000230299
SNTB2	ENSG00000260873	ENSG00000168807
SNTG2	ENSG00000281020	ENSG00000172554
SNTG2	ENSG00000281486	ENSG00000172554
SNX18P23	ENSG00000288446	ENSG00000250016
SNX18P26	ENSG00000282677	ENSG00000227568
SOCS5P3	ENSG00000280872	ENSG00000235805
SOCS7	ENSG00000274229	ENSG00000274211
SORD2P	ENSG00000282195	ENSG00000259479
SOX7	ENSG00000171056	ENSG00000285438
SP7	ENSG00000170374	ENSG00000291837
SPACA7	ENSG00000275865	ENSG00000153498
SPAG11A	ENSG00000288309	ENSG00000178287
SPAG11B	ENSG00000164871	ENSG00000274405
SPAG11B	ENSG00000285507	ENSG00000274405
SPATA21	ENSG00000187144	ENSG00000291401
SPATA31E3P	ENSG00000281846	ENSG00000274279
SPATC1L	ENSG00000274679	ENSG00000160284
SPC25	ENSG00000152253	ENSG00000277909
SPDYE16	ENSG00000185040	ENSG00000281950
SPEM1	ENSG00000284598	ENSG00000181323
SPEM2	ENSG00000184560	ENSG00000283714
SPEM3	ENSG00000284090	ENSG00000283439
SPMAP1	ENSG00000276913	ENSG00000275489
SPMIP5	ENSG00000291892	ENSG00000165863
SPOPLP2	ENSG00000280525	ENSG00000250277
SPOPLP3	ENSG00000280578	ENSG00000248547
SPPL2C	ENSG00000277106	ENSG00000185294
SPPL2C	ENSG00000278194	ENSG00000185294
SPRING1P3	ENSG00000282713	ENSG00000261748
SQSTM1	ENSG00000284099	ENSG00000161011
SRC	ENSG00000291971	ENSG00000197122
SRCIN1	ENSG00000277363	ENSG00000273608
SSBP1	ENSG00000262771	ENSG00000106028
SSBP1P2	ENSG00000283105	ENSG00000232482
SSBP3P6	ENSG00000292144	ENSG00000217289
ST13P19	ENSG00000281067	ENSG00000228110
ST13P21	ENSG00000284110	ENSG00000227832
ST13P5	ENSG00000288248	ENSG00000212789
STATH	ENSG00000282891	ENSG00000126549
STH	ENSG00000281139	ENSG00000256762
STING1	ENSG00000184584	ENSG00000288243
STKLD1	ENSG00000281245	ENSG00000198870
STRA6	ENSG00000288257	ENSG00000137868
SUB1P1	ENSG00000285173	ENSG00000227203
SUCLA2P1	ENSG00000223693	ENSG00000223412
SUCLA2P1	ENSG00000224936	ENSG00000223412
SUCLA2P1	ENSG00000227754	ENSG00000223412
SUCLA2P1	ENSG00000231157	ENSG00000223412
SUCLA2P1	ENSG00000237865	ENSG00000223412
SUDS3P1	ENSG00000274681	ENSG00000249129
SUDS3P1	ENSG00000281351	ENSG00000249129
SUGT1P2	ENSG00000291499	ENSG00000213842
SUMO2P1	ENSG00000228130	ENSG00000223771
SUMO2P1	ENSG00000229210	ENSG00000223771
SUMO2P1	ENSG00000230888	ENSG00000223771
SUMO2P1	ENSG00000234528	ENSG00000223771
SUMO2P1	ENSG00000235238	ENSG00000223771
SUMO2P1	ENSG00000235666	ENSG00000223771
SUMO2P1	ENSG00000236971	ENSG00000223771
SURF1	ENSG00000280627	ENSG00000148290
SURF2	ENSG00000281024	ENSG00000148291
SURF4	ENSG00000280951	ENSG00000148248
SURF6	ENSG00000281309	ENSG00000148296
SYNGAP1	ENSG00000227460	ENSG00000197283
SYNGR2P1	ENSG00000260174	ENSG00000282193
SYNGR3	ENSG00000291941	ENSG00000127561
SYNRG	ENSG00000274047	ENSG00000275066
SYT15B	ENSG00000288175	ENSG00000277758
SYT8	ENSG00000288149	ENSG00000149043
SZRD1	ENSG00000291379	ENSG00000055070
TADA2A	ENSG00000277104	ENSG00000276234
TAF15	ENSG00000276833	ENSG00000270647
TAF4	ENSG00000280529	ENSG00000130699
TAF9	ENSG00000276463	ENSG00000273841
TAMM41	ENSG00000279643	ENSG00000144559
TAP1	ENSG00000206297	ENSG00000168394
TAP1	ENSG00000224212	ENSG00000168394
TAP1	ENSG00000224748	ENSG00000168394
TAP1	ENSG00000226173	ENSG00000168394
TAP1	ENSG00000227816	ENSG00000168394
TAP1	ENSG00000230705	ENSG00000168394
TAP1	ENSG00000232367	ENSG00000168394
TAP2	ENSG00000206235	ENSG00000204267
TAP2	ENSG00000206299	ENSG00000204267
TAP2	ENSG00000223481	ENSG00000204267
TAP2	ENSG00000225967	ENSG00000204267
TAP2	ENSG00000228582	ENSG00000204267
TAP2	ENSG00000232326	ENSG00000204267
TAP2	ENSG00000237599	ENSG00000204267
TAPBP	ENSG00000112493	ENSG00000231925
TAPBP	ENSG00000206208	ENSG00000231925
TAPBP	ENSG00000206281	ENSG00000231925
TAPBP	ENSG00000236490	ENSG00000231925
TARM1	ENSG00000273875	ENSG00000248385
TARM1	ENSG00000274889	ENSG00000248385
TARM1	ENSG00000275123	ENSG00000248385
TARM1	ENSG00000275384	ENSG00000248385
TARM1	ENSG00000275806	ENSG00000248385
TARM1	ENSG00000276145	ENSG00000248385
TARM1	ENSG00000276355	ENSG00000248385
TARM1	ENSG00000276604	ENSG00000248385
TARM1	ENSG00000277178	ENSG00000248385
TAS2R10	ENSG00000121318	ENSG00000272805
TAS2R10	ENSG00000277238	ENSG00000272805
TAS2R12P	ENSG00000272751	ENSG00000256682
TAS2R12P	ENSG00000282363	ENSG00000256682
TAS2R13	ENSG00000273457	ENSG00000212128
TAS2R13	ENSG00000277254	ENSG00000212128
TAS2R14	ENSG00000261984	ENSG00000212127
TAS2R14	ENSG00000276541	ENSG00000212127
TAS2R15P	ENSG00000273144	ENSG00000212125
TAS2R15P	ENSG00000276217	ENSG00000212125
TAS2R18P	ENSG00000261853	ENSG00000256981
TAS2R18P	ENSG00000282675	ENSG00000256981
TAS2R19	ENSG00000263028	ENSG00000212124
TAS2R19	ENSG00000278307	ENSG00000212124
TAS2R20	ENSG00000273092	ENSG00000255837
TAS2R20	ENSG00000282612	ENSG00000255837
TAS2R30	ENSG00000262111	ENSG00000256188
