cohort	y	krt	gene	n	rho	p	k_cov
PAAD	CYT	none	CLDN7	178	-0.3270278925323083	8.370351062517933e-06	0
PAAD	CYT	none	OCLN	178	-0.0835605668087696	0.267463285388226	0
PAAD	CYT	none	F11R	178	-0.3623092808073801	6.707481710935994e-07	0
PAAD	CYT	none	CDH1	178	-0.17033095052924213	0.02301865667683197	0
PAAD	CD8A	KRT8_18_19	CLDN4	178	-0.1642114692253986	0.02989274861439023	3
PAAD	CD8A	KRT8_18_19	CLDN3	178	-0.139192891380372	0.06619419385724103	3
PAAD	CD8A	KRT8_18_19	CLDN7	178	-0.232997814783653	0.0019156711315672526	3
PAAD	CD8A	KRT8_18_19	OCLN	178	0.055094650748268754	0.4689669928920332	3
PAAD	CD8A	KRT8_18_19	F11R	178	-0.2571505638991902	0.0005917687492567718	3
PAAD	CD8A	KRT8_18_19	CDH1	178	-0.04328416837983646	0.5695197645644408	3
PAAD	CD8A	KRT18_19	CLDN4	178	-0.1597058914092492	0.03423865706584414	2
PAAD	CD8A	KRT18_19	CLDN3	178	-0.12898535858089524	0.08798473810395496	2
PAAD	CD8A	KRT18_19	CLDN7	178	-0.2195364733456848	0.0034166892225804745	2
PAAD	CD8A	KRT18_19	OCLN	178	0.07893391278152204	0.2977174610933129	2
PAAD	CD8A	KRT18_19	F11R	178	-0.2586696050909845	0.0005275296449603061	2
PAAD	CD8A	KRT18_19	CDH1	178	-0.006635629995572912	0.9303493857973772	2
PAAD	CD8A	KRT5_6_14	CLDN4	178	-0.3595303948877408	1.1032717752132286e-06	4
PAAD	CD8A	KRT5_6_14	CLDN3	178	-0.21883198236287704	0.0037193599107905	4
PAAD	CD8A	KRT5_6_14	CLDN7	178	-0.37339260466091373	3.8823327797586936e-07	4
PAAD	CD8A	KRT5_6_14	OCLN	178	-0.030306007681882297	0.6913869995503555	4
PAAD	CD8A	KRT5_6_14	F11R	178	-0.4074695490963822	2.402002165689085e-08	4
PAAD	CD8A	KRT5_6_14	CDH1	178	-0.15935540695304812	0.03569966475602514	4
PAAD	CD8A	none	CLDN4	178	-0.2874376681642975	0.00010012063036770451	0
PAAD	CD8A	none	CLDN3	178	-0.13172803477709485	0.07964746192170465	0
PAAD	CD8A	none	CLDN7	178	-0.32310419191236783	1.0877717959359178e-05	0
PAAD	CD8A	none	OCLN	178	-0.01935358947324745	0.7976312125350411	0
PAAD	CD8A	none	F11R	178	-0.3582472718684071	9.112575288109148e-07	0
PAAD	CD8A	none	CDH1	178	-0.1405861506560602	0.06124182329855401	0
