score,radius_um,cutoff,n_sections,sections_high_lt_low,section_median_delta,section_p,patients_high_lt_low,patient_median_delta,patient_p,n_fovs,fovs_high_lt_low,fov_median_delta,fov_p,section_mean_high,section_mean_low
frac_immune,60,top10_vs_bot50,8,4/8,-0.004938410595059395,0.640625,3/5,-0.03195638209581375,0.8125,210,131/210,-0.01601129211485386,0.07503906352990118,0.19153599394485354,0.16042204853147268
sum_chemokine,60,top10_vs_bot50,8,7/8,-1.308460396236402,0.015625,5/5,-1.0000591571643582,0.0625,210,121/210,-1.2071684367021405,0.007002825571820964,76.59522308510874,78.27884621579213
mean_chemokine,60,top10_vs_bot50,8,1/8,0.03329077247329798,0.109375,1/5,0.029774801212218094,0.4375,210,85/210,0.02183398935071662,0.0023895440558158406,1.2712463764467283,1.2360809048031995
n_chemokine_pos,60,top10_vs_bot50,8,6/8,-0.530390739440918,0.0546875,4/5,-0.3435649871826172,0.125,210,128/210,-0.2883462905883789,0.00021514755382163046,17.053728103637695,17.62803316116333
sum_chemokine_immune,60,top10_vs_bot50,8,4/8,-0.6448795911543945,0.84375,3/5,-3.0331743278127163,0.625,210,128/210,-0.7703214406693686,0.0085723507938006,20.701523197586894,20.038601527592263
n_chemokine_pos_immune,60,top10_vs_bot50,8,4/8,-0.1116393655538559,0.84375,3/5,-0.5231892764568329,0.8125,210,124/210,-0.17930559813976288,0.015474301209139982,3.653264120221138,3.436112742871046
sum_isg,60,top10_vs_bot50,8,5/8,-5.369465699204937,0.3828125,3/5,-2.745323253921754,0.8125,210,128/210,-5.654219003816451,0.00013801978299123665,327.116440276651,341.50821961856514
mean_isg,60,top10_vs_bot50,8,3/8,0.14340503204960964,0.7421875,1/5,0.20872305322936402,0.625,210,96/210,0.04684062886241258,0.10663834016514691,5.34388746385884,5.349888828448771
sum_broad,60,top10_vs_bot50,8,6/8,-16.273461393653463,0.1484375,3/5,-11.966710975105912,0.625,210,134/210,-17.343405814684672,2.6830707578215544e-07,896.7602433396377,955.4461015628694
mean_broad,60,top10_vs_bot50,8,3/8,0.2516013099189278,0.7421875,1/5,0.4248932671823056,0.625,210,96/210,0.08363281260882616,0.9733071626284708,14.832337604510386,15.074325733258663
sum_IFNG,60,top10_vs_bot50,8,5/8,-0.11423193487626193,0.1484375,3/5,-0.11122935014345003,0.4375,210,126/210,-0.14638407598275638,0.028711450422472758,9.110327241204892,9.258880589040267
mean_IFNG,60,top10_vs_bot50,8,2/8,0.0032293484463779693,0.109375,1/5,0.0029753699925156585,0.3125,210,94/210,0.0015908612637742514,0.04633457166223742,0.16260267386134925,0.15543318471219902
npos_IFNG,60,top10_vs_bot50,8,5/8,-0.10800015926361084,0.1953125,3/5,-0.016690731048583984,0.8125,210,123/210,-0.06485748291015625,0.024823459586180947,2.664020225405693,2.737029731273651
sum_CXCL9,60,top10_vs_bot50,8,6/8,-0.4557702218745048,0.0390625,4/5,-0.394079001592182,0.125,210,133/210,-0.4122591607301973,0.00015403777996517192,19.482465469207785,19.89496331823915
mean_CXCL9,60,top10_vs_bot50,8,3/8,0.0028862592342529386,0.25,2/5,0.005076732954303803,0.3125,210,98/210,0.0025921934129392588,0.4808448720743296,0.32175958527014437,0.31403196819802887
npos_CXCL9,60,top10_vs_bot50,8,7/8,-0.16071701049804688,0.0234375,4/5,-0.1063222885131836,0.1875,210,135/210,-0.10061132907867432,6.806109591308335e-05,5.416990518569946,5.592814952135086
sum_CXCL10,60,top10_vs_bot50,8,5/8,-0.4751095340386362,0.3125,3/5,-0.48701540469942195,0.625,210,109/210,-0.15124095488671863,0.513905692031628,27.590136816582664,28.009482794253007
mean_CXCL10,60,top10_vs_bot50,8,2/8,0.010743212305269562,0.25,1/5,0.0052371313045673495,0.3125,210,84/210,0.012552063096791147,0.0013353960083200811,0.4446553790003187,0.43190833386171157
npos_CXCL10,60,top10_vs_bot50,8,5/8,-0.23721623420715332,0.546875,3/5,-0.04887533187866211,0.625,210,110/210,-0.042418599128723145,0.2564465727505416,7.26224946975708,7.4119338393211365
sum_CCL5,60,top10_vs_bot50,8,5/8,-0.3706722661126456,0.3125,4/5,-1.064955993300643,0.1875,210,132/210,-0.6652268043928018,8.79214184215667e-05,20.412293558113397,21.1155195142597
mean_CCL5,60,top10_vs_bot50,8,3/8,0.009696178139689995,0.546875,2/5,0.003274894014998281,1.0,210,108/210,-0.0005553816901414932,0.6480011483839796,0.3422287383149159,0.33470741803126003
npos_CCL5,60,top10_vs_bot50,8,8/8,-0.18755841255187988,0.0078125,5/5,-0.18895872433980365,0.0625,210,134/210,-0.1879364252090454,1.4305281444619003e-05,5.596826374530792,5.851561605930328
sum_CD274,60,top10_vs_bot50,8,6/8,-0.40352238370871785,0.1484375,4/5,-0.5823637809252062,0.125,210,135/210,-0.4885238903865261,6.970437590509071e-05,17.52993007041113,17.890005084346562
mean_CD274,60,top10_vs_bot50,8,4/8,0.0070135543425942914,0.3125,3/5,-0.0004207288641543405,0.8125,210,101/210,0.001031655423819569,0.26803129939143744,0.2995151719002358,0.29107910309901874
npos_CD274,60,top10_vs_bot50,8,7/8,-0.15867853164672852,0.0234375,5/5,-0.12969112396240234,0.0625,210,142/210,-0.12036359310150146,1.2832500217073004e-05,5.031386345624924,5.180436342954636
sum_IDO1,60,top10_vs_bot50,8,5/8,-0.2521320318346074,0.9453125,3/5,-0.010493875941019581,1.0,210,99/210,0.1287599968478741,0.1395745201697467,28.627547667078858,27.76671831366436
mean_IDO1,60,top10_vs_bot50,8,1/8,0.009177567586689292,0.0390625,0/5,0.005761188790435329,0.0625,210,77/210,0.010289541802142796,1.2878923529383905e-07,0.4634708755938949,0.4312116166350586
npos_IDO1,60,top10_vs_bot50,8,4/8,-0.025477886199951172,0.9453125,2/5,0.011915206909179688,1.0,210,103/210,0.018355369567871094,0.3827637900162847,7.8833038210868835,7.761566996574402
sum_STAT1,60,top10_vs_bot50,8,8/8,-1.7397918920549316,0.0078125,5/5,-1.3277263655958222,0.0625,210,133/210,-0.944575597590454,4.022600093258458e-06,56.83023428140205,59.447375809045965
mean_STAT1,60,top10_vs_bot50,8,3/8,0.0041730969349519365,0.9453125,1/5,0.007632899449319996,0.4375,210,104/210,0.001597805473088465,0.9651681554273063,0.9146294831485471,0.9207526089662201
npos_STAT1,60,top10_vs_bot50,8,6/8,-0.5429401397705078,0.0546875,3/5,-0.2584514617919922,0.4375,210,133/210,-0.23346805572509766,4.000709333630631e-06,15.577699542045593,16.459162414073944
sum_MX1,60,top10_vs_bot50,8,6/8,-1.0329618510888317,0.640625,3/5,-0.22460585621524132,0.8125,210,98/210,0.26641287710289063,0.6398679645920505,54.99606882981499,55.13909426635067
mean_MX1,60,top10_vs_bot50,8,2/8,0.021425088875418774,0.1484375,1/5,0.056732865652337705,0.125,210,80/210,0.027079042689565264,2.6184354893042175e-06,0.90212929230327,0.8652725108353642
npos_MX1,60,top10_vs_bot50,8,5/8,-0.09440469741821289,0.640625,2/5,0.15985345840454102,0.625,210,104/210,0.02011430263519287,0.732365761942158,14.778084933757782,15.038461208343506
sum_CXCL8,60,top10_vs_bot50,8,4/8,1.3248594236297841,0.3125,3/5,-0.19782680246140938,0.8125,210,100/210,0.09031971635884517,0.011933877382452876,33.141645038819725,25.334493087324987
mean_CXCL8,60,top10_vs_bot50,8,4/8,0.05749371228112904,0.3125,3/5,-0.002631413628684076,0.8125,210,85/210,0.010683209345176872,1.3797305733931178e-05,0.5958916495425277,0.42706894866156453
npos_CXCL8,60,top10_vs_bot50,8,4/8,0.3392913341522217,0.3125,3/5,-0.08325707912445068,0.8125,210,104/210,0.00022470951080322266,0.06119266070790011,8.022677227854729,6.682623654603958
sum_TNF,60,top10_vs_bot50,8,3/8,0.2960408954022271,0.4609375,2/5,0.2196689079412213,1.0,210,104/210,0.01504447467364578,0.05561140190572108,13.422676523361908,12.866771922406928
mean_TNF,60,top10_vs_bot50,8,1/8,0.014203600306619941,0.0234375,1/5,0.012770715958616063,0.1875,210,80/210,0.010514815664576758,6.804607462376965e-08,0.2275482021057345,0.20883177084647359
npos_TNF,60,top10_vs_bot50,8,4/8,0.007532715797424316,0.7421875,3/5,-0.07470703125,1.0,210,102/210,0.00898018479347229,0.10015266433213246,3.8659481406211853,3.7487552016973495
n_immune,100,top10_vs_bot50,8,4/8,-1.6872751712799072,0.640625,3/5,-5.717144012451172,0.8125,210,120/210,-1.0685021877288818,0.19540268507499503,37.58314621448517,32.86604851484299
n_cyto,100,top10_vs_bot50,8,4/8,-0.07412147521972656,0.84375,3/5,-0.5735313296318054,0.625,210,126/210,-0.11278283596038818,0.027493429430571314,2.506976693868637,2.498501494526863
frac_immune,100,top10_vs_bot50,8,4/8,-0.005640566349029541,0.640625,3/5,-0.029145576059818268,0.8125,210,122/210,-0.006891533732414246,0.2242278199574259,0.23286306392401457,0.1945725968107581
sum_chemokine,100,top10_vs_bot50,8,6/8,-1.1474148404847853,0.546875,4/5,-1.9102216851053981,0.4375,210,114/210,-1.4779128524084655,0.060723477626128244,213.81865385801115,214.4236017867189
mean_chemokine,100,top10_vs_bot50,8,0/8,0.0502788252936025,0.0078125,0/5,0.026195113770550726,0.0625,210,84/210,0.017067062938371513,0.0003314721016265196,1.2857532097351583,1.2426030582482148
n_chemokine_pos,100,top10_vs_bot50,8,6/8,-0.64959716796875,0.078125,4/5,-0.5151443481445312,0.125,210,119/210,-0.30664920806884766,0.017300870925007004,46.72301149368286,47.47599458694458
sum_chemokine_immune,100,top10_vs_bot50,8,4/8,-1.2777662373206118,0.640625,3/5,-7.662679738596971,0.8125,210,120/210,-0.626041409090683,0.1420218753077577,70.71498183737503,65.52582772889632
n_chemokine_pos_immune,100,top10_vs_bot50,8,4/8,-0.21036314964294434,0.640625,3/5,-1.3217723369598389,0.8125,210,119/210,-0.21513432264328003,0.14294808369582404,12.525923162698746,11.349894136190414
sum_isg,100,top10_vs_bot50,8,4/8,-8.537368660422885,0.3828125,2/5,1.5111600797037,1.0,210,122/210,-7.202305874166768,0.005004664890727041,872.2209071025045,898.8882307398204
mean_isg,100,top10_vs_bot50,8,3/8,0.13063619903475732,0.84375,1/5,0.1762338787657769,0.625,210,93/210,0.034605055937590556,0.050061393863550456,5.233899147654365,5.225492197514994
sum_broad,100,top10_vs_bot50,8,6/8,-29.595899378275362,0.109375,4/5,-10.62349664005751,0.4375,210,128/210,-28.96305809210594,9.612805864456144e-05,2398.2318014637794,2513.4356280829775
mean_broad,100,top10_vs_bot50,8,3/8,0.21633663862217123,0.7421875,1/5,0.38294579858080624,0.625,210,96/210,0.0442021269315136,0.5951401438585822,14.565275066043927,14.73800851607966
sum_IFNG,100,top10_vs_bot50,8,4/8,0.0381580732322746,0.84375,3/5,-0.009193883128141067,0.8125,210,116/210,-0.25818132979223307,0.16451700748048181,24.566264346332517,24.636910515651696
mean_IFNG,100,top10_vs_bot50,8,1/8,0.003780798554596468,0.078125,1/5,0.003360890262894406,0.3125,210,101/210,0.0008562576081657877,0.023679664647181367,0.15971556128210104,0.15327503656188912
npos_IFNG,100,top10_vs_bot50,8,5/8,-0.10024333000183105,0.4609375,2/5,0.041379451751708984,0.8125,210,114/210,-0.07877731323242188,0.15475566223231516,7.129110157489777,7.222182869911194
sum_CXCL9,100,top10_vs_bot50,8,6/8,-0.5542739303072484,0.7421875,3/5,-0.08358944275761004,1.0,210,125/210,-0.6669948820979528,0.008543803987576785,54.79140325916754,54.59280300450027
mean_CXCL9,100,top10_vs_bot50,8,2/8,0.010479717289306245,0.0546875,1/5,0.014538444085198249,0.125,210,105/210,0.00016981623878127572,0.3284862732890529,0.326139887507786,0.3145654760449401
npos_CXCL9,100,top10_vs_bot50,8,7/8,-0.12906789779663086,0.1953125,4/5,-0.1242828369140625,0.625,210,122/210,-0.18348145484924316,0.005877160377220872,14.985964894294739,15.127364039421082
sum_CXCL10,100,top10_vs_bot50,8,5/8,-0.7284458122886086,0.4609375,3/5,-0.9299790749554475,0.8125,210,113/210,-0.5570311018250678,0.3392660582323308,75.15586410356173,75.3210962014429
mean_CXCL10,100,top10_vs_bot50,8,1/8,0.01066693158903323,0.0234375,0/5,0.005994744861719192,0.0625,210,92/210,0.0047282075271025265,0.014718507309668487,0.4404992748804877,0.4273064558495425
npos_CXCL10,100,top10_vs_bot50,8,6/8,-0.1827096939086914,0.3828125,4/5,-0.09586143493652344,0.4375,210,116/210,-0.16523337364196777,0.18541941712251842,19.56009542942047,19.73553091287613
sum_CCL5,100,top10_vs_bot50,8,4/8,-0.6359128846985147,0.9453125,3/5,-2.5607783578612526,0.625,210,124/210,-0.9533114864280776,0.013907298155510901,59.30512214894935,59.87279206512406
mean_CCL5,100,top10_vs_bot50,8,3/8,0.00620613443807122,0.3125,2/5,0.0035146941132974674,0.8125,210,105/210,-0.00020051779949042947,0.21823225699154114,0.35939848606478353,0.34745608979184295
npos_CCL5,100,top10_vs_bot50,8,6/8,-0.2158956527709961,0.1484375,4/5,-0.48493051528930664,0.125,210,129/210,-0.2637462615966797,0.006744836231566955,15.954091191291809,16.280519604682922
sum_CD274,100,top10_vs_bot50,8,5/8,-0.8014428801710238,0.640625,3/5,-1.3230503069766542,0.3125,210,128/210,-0.6070977424616046,0.005331077114527408,47.39158969435262,47.73720878059201
mean_CD274,100,top10_vs_bot50,8,3/8,0.007365205807744302,0.109375,2/5,0.006694942377180602,0.3125,210,98/210,0.0007774508535886848,0.22596226538304776,0.2954101553203751,0.28656567399877253
npos_CD274,100,top10_vs_bot50,8,6/8,-0.2550058364868164,0.1484375,4/5,-0.2550058364868164,0.3125,210,119/210,-0.14300870895385742,0.009500676440621282,13.491031229496002,13.689373672008514
sum_IDO1,100,top10_vs_bot50,8,4/8,-0.1146964957429919,0.640625,2/5,0.7471442616780344,0.625,210,99/210,0.47885151835576245,0.038290530242484515,74.97683450682385,72.63350249394333
mean_IDO1,100,top10_vs_bot50,8,0/8,0.010304985326530944,0.0078125,0/5,0.013899869969641487,0.0625,210,76/210,0.00930853685569355,9.534818941614207e-09,0.4468032413069205,0.41905818230710146
npos_IDO1,100,top10_vs_bot50,8,4/8,-0.0020377635955810547,0.9453125,2/5,0.11452627182006836,0.8125,210,102/210,0.057763099670410156,0.13596451905947488,20.593181133270264,20.198063671588898
sum_STAT1,100,top10_vs_bot50,8,7/8,-3.4207873445840136,0.0234375,4/5,-2.663114297292566,0.1875,210,129/210,-2.229538636423168,0.00013865462317201263,150.58653624139976,155.33208465707327
mean_STAT1,100,top10_vs_bot50,8,3/8,0.002844131918080528,1.0,1/5,0.007317301007755961,0.4375,210,98/210,0.004155044263130514,0.6237315491272635,0.886168449662003,0.8876036274653775
npos_STAT1,100,top10_vs_bot50,8,6/8,-1.0538349151611328,0.078125,3/5,-0.6282138824462891,0.4375,210,124/210,-0.599543571472168,0.0001694735044319469,41.11969017982483,42.81695771217346
sum_MX1,100,top10_vs_bot50,8,6/8,-2.373684278745081,0.640625,3/5,-1.0943280911086148,0.8125,210,104/210,0.07423337100658145,0.8112898861701292,144.37208312316935,144.35081838846708
mean_MX1,100,top10_vs_bot50,8,2/8,0.013966968294619797,0.1953125,1/5,0.04033563204961488,0.1875,210,76/210,0.016383177322391917,8.048439118062433e-06,0.8641888954145506,0.8364593960850484
npos_MX1,100,top10_vs_bot50,8,5/8,-0.49826622009277344,0.546875,2/5,0.20347023010253906,0.8125,210,104/210,0.05184745788574219,0.7452065781346904,38.630412101745605,39.11604142189026
sum_CXCL8,100,top10_vs_bot50,8,4/8,3.4147473440641196,0.3125,3/5,-0.20034075978825783,0.8125,210,93/210,0.6485721374121312,0.0004578007184652336,88.89928016693537,69.5315498840531
mean_CXCL8,100,top10_vs_bot50,8,3/8,0.054026854743787545,0.1953125,3/5,-0.0008416021889746245,0.8125,210,80/210,0.008521979468760973,5.891925344850947e-07,0.5854666970672431,0.43603866834483973
npos_CXCL8,100,top10_vs_bot50,8,3/8,0.9362525939941406,0.25,3/5,-0.11608505249023438,0.8125,210,96/210,0.1125192642211914,0.0026637205972878633,21.3634472489357,18.029597222805023
sum_TNF,100,top10_vs_bot50,8,3/8,0.8632136866947384,0.3125,2/5,0.6624426433367212,0.8125,210,98/210,0.2577932405224992,0.057671211043413974,35.33330358385396,34.13968514694004
mean_TNF,100,top10_vs_bot50,8,1/8,0.011139287636041537,0.015625,1/5,0.008413172950134606,0.125,210,81/210,0.006605505303410503,4.2486732972532726e-08,0.2207319534659698,0.206137847501973
npos_TNF,100,top10_vs_bot50,8,4/8,0.024570465087890625,0.7421875,3/5,-0.19753948847452918,1.0,210,101/210,0.07311797142028809,0.1445020558296337,10.102299451828003,9.869736135005951
n_immune,150,top10_vs_bot50,8,4/8,-2.6089916229248047,0.640625,3/5,-10.675989151000977,0.8125,210,118/210,-0.9447712898254395,0.5022737498546956,94.8774483203888,82.73111653327942
n_cyto,150,top10_vs_bot50,8,4/8,-0.02400040626525879,0.640625,3/5,-1.0951459407806396,0.8125,210,115/210,-0.106751948595047,0.29330704397986707,6.452102541923523,6.197918206453323
frac_immune,150,top10_vs_bot50,8,4/8,-0.0032554585486650467,0.640625,3/5,-0.02334195375442505,0.8125,210,116/210,-0.0026830360293388367,0.7538068793509293,0.2627755105495453,0.22102524945512414
sum_chemokine,150,top10_vs_bot50,8,4/8,0.7546309721785036,0.7421875,2/5,1.8791634311717473,1.0,210,114/210,-1.813971068007902,0.21908164090316862,479.47253283491364,476.6184640506143
mean_chemokine,150,top10_vs_bot50,8,0/8,0.04171359917775064,0.0078125,0/5,0.038476646817445115,0.0625,210,80/210,0.013940702418524853,0.00022000698280614825,1.292291413780684,1.249360975052212
n_chemokine_pos,150,top10_vs_bot50,8,6/8,-0.3700065612792969,0.1953125,4/5,-0.42008209228515625,0.4375,210,116/210,-0.48974609375,0.11114400944753168,103.51873016357422,104.38513565063477
sum_chemokine_immune,150,top10_vs_bot50,8,4/8,-1.431886803917246,0.640625,3/5,-9.881775102503525,0.8125,210,115/210,-1.5279221114027974,0.3614979708036331,177.39707917090055,161.76464020872322
n_chemokine_pos_immune,150,top10_vs_bot50,8,4/8,-0.2517383098602295,0.640625,3/5,-2.554098606109619,0.8125,210,117/210,-0.30269330739974976,0.33697797582517464,31.554278552532196,28.25247871875763
sum_isg,150,top10_vs_bot50,8,4/8,-16.4648490502928,0.3828125,2/5,6.04557149095308,1.0,210,117/210,-16.517619050751932,0.04226538477498065,1899.6070413793557,1944.0093439855732
mean_isg,150,top10_vs_bot50,8,3/8,0.10059261251503848,1.0,1/5,0.14103899164108746,0.625,210,89/210,0.03786454690019703,0.030581807437001243,5.152809481207289,5.142560314959396
sum_broad,150,top10_vs_bot50,8,5/8,-82.89924912578817,0.1953125,3/5,-31.542503683005634,0.625,210,120/210,-51.223725944639,0.003089150627015109,5242.411212229509,5442.127404094264
mean_broad,150,top10_vs_bot50,8,3/8,0.16983730345783776,0.7421875,1/5,0.2983534813065596,0.625,210,92/210,0.06296271739658099,0.4028630867468408,14.371297397813589,14.520694077979112
sum_IFNG,150,top10_vs_bot50,8,3/8,0.28174514136045303,1.0,2/5,0.1230982228732671,1.0,210,117/210,-0.3985439891568028,0.34560953464153277,53.82992747015904,53.77045444066271
mean_IFNG,150,top10_vs_bot50,8,1/8,0.0034738424050588315,0.0546875,1/5,0.0021282157960625103,0.3125,210,97/210,0.0008913223729585251,0.004028474743746914,0.15732333906962534,0.15165226185167976
npos_IFNG,150,top10_vs_bot50,8,5/8,-0.1887049674987793,0.640625,2/5,0.009368419647216797,1.0,210,111/210,-0.113006591796875,0.38152832818407023,15.521583676338196,15.65162193775177
sum_CXCL9,150,top10_vs_bot50,8,5/8,-0.7715582914674997,0.9453125,2/5,0.2630355250458223,1.0,210,125/210,-0.687196114478084,0.013689084120590863,123.22369715441083,121.49379726143599
mean_CXCL9,150,top10_vs_bot50,8,2/8,0.008719961200443965,0.0546875,1/5,0.010235340836187656,0.125,210,105/210,-1.1581412736882957e-05,0.19074710830687647,0.32737290291501614,0.31593358145033806
npos_CXCL9,150,top10_vs_bot50,8,6/8,-0.3348875045776367,0.3125,4/5,-0.4218482971191406,0.625,210,120/210,-0.16220760345458984,0.02264917009121394,33.39059138298035,33.35747408866882
sum_CXCL10,150,top10_vs_bot50,8,4/8,-0.08138952292230428,0.7421875,2/5,1.129387888142901,0.625,210,113/210,-0.9762423255902419,0.46545245732186213,165.2120975300848,164.77350944404307
mean_CXCL10,150,top10_vs_bot50,8,0/8,0.007658611471680149,0.0078125,0/5,0.009589794556121134,0.0625,210,95/210,0.0027960412452825434,0.013177664753581812,0.4353725034651236,0.42336238617668565
npos_CXCL10,150,top10_vs_bot50,8,5/8,-0.23859310150146484,0.640625,2/5,0.20688438415527344,1.0,210,114/210,-0.2454690933227539,0.2990756722374269,42.666499853134155,42.8968300819397
sum_CCL5,150,top10_vs_bot50,8,4/8,-0.49194711596128826,0.9453125,3/5,-5.457094535892253,0.625,210,124/210,-1.703259023061122,0.0527754493521919,137.206810680259,136.58070290447262
mean_CCL5,150,top10_vs_bot50,8,3/8,0.0035764362067091243,0.3125,2/5,0.003100424229877774,1.0,210,102/210,0.0007863421596503162,0.14575452861607024,0.37222266833091877,0.35841274557350866
npos_CCL5,150,top10_vs_bot50,8,5/8,-0.23344898223876953,0.640625,4/5,-1.078385353088379,0.3125,210,120/210,-0.32018566131591797,0.05126788477014973,36.40250372886658,36.669108390808105
sum_CD274,150,top10_vs_bot50,8,4/8,-0.6727581829836637,0.84375,3/5,-2.321393080902915,1.0,210,109/210,-0.4429611558718136,0.1335981918153544,104.95744023010991,104.63199108892218
mean_CD274,150,top10_vs_bot50,8,3/8,0.006701726462092189,0.109375,2/5,0.006649918810003264,0.3125,210,87/210,0.0024215272913673536,0.0124024297361813,0.2941779008427499,0.2849126386528341
npos_CD274,150,top10_vs_bot50,8,5/8,-0.44864463806152344,0.9453125,3/5,-0.49883556365966797,0.8125,210,114/210,-0.14233779907226562,0.14419023012871918,29.666765689849854,29.80275797843933
sum_IDO1,150,top10_vs_bot50,8,3/8,1.351138515720745,0.3828125,2/5,2.2651007847330575,0.4375,210,97/210,0.7353966490423609,0.06981345027185866,159.97025562691107,155.7075611256167
mean_IDO1,150,top10_vs_bot50,8,0/8,0.011543510613351321,0.0078125,0/5,0.015615279229014734,0.0625,210,78/210,0.0056474279712313835,4.1072987349197594e-07,0.43169103067773673,0.40942318546520495
npos_IDO1,150,top10_vs_bot50,8,4/8,0.012628555297851562,0.7421875,2/5,0.40643310546875,0.4375,210,100/210,0.09355735778808594,0.3006619871419999,43.8400502204895,43.161555767059326
sum_STAT1,150,top10_vs_bot50,8,7/8,-7.280768045566845,0.0546875,4/5,-1.6373609421410293,0.3125,210,115/210,-2.3452946996253132,0.016672034388091415,326.9812615112288,334.6134515862548
mean_STAT1,150,top10_vs_bot50,8,3/8,0.0029784770411074857,0.9453125,1/5,0.007015956454744288,0.4375,210,93/210,0.003348609095359667,0.27147688610176524,0.8681527572087482,0.8684830777566248
npos_STAT1,150,top10_vs_bot50,8,6/8,-1.7832832336425781,0.109375,3/5,-1.2566452026367188,0.625,210,119/210,-0.5607280731201172,0.008180354279403536,89.00500154495239,91.92128324508667
sum_MX1,150,top10_vs_bot50,8,6/8,-5.476048430679242,0.640625,3/5,-2.5377935937130474,0.8125,210,104/210,0.1633955772253728,0.9651681554273063,311.6284717990669,311.89343694427606
mean_MX1,150,top10_vs_bot50,8,3/8,0.01163071144847061,0.3125,1/5,0.029987807448810522,0.1875,210,78/210,0.011453353618658235,4.695220340244458e-05,0.8396583715487216,0.8203768995523133
npos_MX1,150,top10_vs_bot50,8,5/8,-1.4355316162109375,0.546875,2/5,0.18161392211914062,0.8125,210,107/210,-0.1279754638671875,0.6529013801619317,83.04699802398682,84.11217832565308
sum_CXCL8,150,top10_vs_bot50,8,3/8,6.935338846845909,0.1953125,3/5,-0.22837549733542772,0.8125,210,97/210,0.6613992989290907,0.0021659562875568743,191.97448166379388,155.38636375921826
mean_CXCL8,150,top10_vs_bot50,8,3/8,0.049152709745197476,0.1484375,2/5,0.0020108561977134065,0.4375,210,81/210,0.006082577206920098,1.0694096978898215e-05,0.5671356857038681,0.44201705710144257
npos_CXCL8,150,top10_vs_bot50,8,3/8,1.834808349609375,0.1953125,3/5,-0.08465766906738281,0.8125,210,94/210,0.1999201774597168,0.01301098586845831,45.97660148143768,39.74872660636902
sum_TNF,150,top10_vs_bot50,8,3/8,2.168435084984605,0.25,2/5,1.6121186114063377,0.625,210,103/210,0.023664426567975738,0.10713170587855136,76.32356075507198,74.21159149908985
mean_TNF,150,top10_vs_bot50,8,1/8,0.009689844535670941,0.0234375,1/5,0.004561319404938702,0.125,210,79/210,0.004341645315560028,4.737045254692028e-08,0.21533838791603754,0.20396809935745144
npos_TNF,150,top10_vs_bot50,8,3/8,0.22910594940185547,0.546875,3/5,-0.3246739705403634,0.8125,210,102/210,0.05698537826538086,0.2429182834538186,21.68854594230652,21.32099735736847
n_immune,20,fov_q4_q1,8,5/8,-0.2236083336174488,0.25,4/5,-0.45521676540374756,0.1875,214,158/214,-0.19027920439839363,2.3994988081560408e-17,0.47082396131008863,0.7308313623070717
n_cyto,20,fov_q4_q1,8,6/8,-0.026963349897414446,0.078125,4/5,-0.052145687863230705,0.1875,214,146/214,-0.01729311910457909,8.302341461843351e-16,0.04260521486867219,0.07057694543618709
frac_immune,20,fov_q4_q1,8,5/8,-0.03147024568170309,0.25,4/5,-0.06281417608261108,0.1875,214,157/214,-0.029483504593372345,1.3073188617065368e-15,0.0715738432481885,0.10940464516170323
sum_chemokine,20,fov_q4_q1,8,2/8,0.18435533709823027,0.3828125,1/5,0.08890562570910854,0.4375,214,99/214,0.0825962501202091,0.06514845134427212,8.609082071820563,8.393813416308276
mean_chemokine,20,fov_q4_q1,8,1/8,0.054522158309009305,0.0546875,1/5,0.04809345431642642,0.3125,214,57/214,0.07830792414624677,1.2509366421324263e-12,1.2551058595162188,1.1599912660492182
n_chemokine_pos,20,fov_q4_q1,8,1/8,0.067035973072052,0.0234375,0/5,0.05080282688140869,0.0625,214,79/214,0.0658959150314331,1.213826193026427e-06,2.0591689497232437,1.9392971843481064
sum_chemokine_immune,20,fov_q4_q1,8,4/8,-0.2274213977997334,0.3125,3/5,-0.5607583074516622,0.3125,214,156/214,-0.2388531223915195,2.572936667670581e-14,0.9680040488023267,1.401848312546151
n_chemokine_pos_immune,20,fov_q4_q1,8,4/8,-0.04096002597361803,0.3125,3/5,-0.10280113108456135,0.3125,214,158/214,-0.043940622359514236,7.651835285756235e-15,0.167516186600551,0.24316371232271194
sum_isg,20,fov_q4_q1,8,1/8,1.2930938815107496,0.0546875,1/5,1.7387476695825725,0.125,214,81/214,1.2506873282780688,5.111772071820456e-06,41.86935973156765,39.15048830363776
mean_isg,20,fov_q4_q1,8,0/8,0.5396347222871785,0.0078125,0/5,0.6225090856944293,0.0625,214,35/214,0.4049574090378445,8.126739080560623e-22,5.863296076036744,5.239975137171419
sum_broad,20,fov_q4_q1,8,1/8,3.5742093227325,0.078125,1/5,3.880903479607369,0.125,214,83/214,2.5926906339636098,3.89602657889603e-05,116.89125934703421,110.73944498617645
mean_broad,20,fov_q4_q1,8,0/8,1.617810945839203,0.0078125,0/5,2.2261497198341935,0.0625,214,33/214,1.140818881063952,5.2805426072664206e-23,16.38070494628269,14.76082340534552
sum_IFNG,20,fov_q4_q1,8,2/8,0.05483496812381494,0.078125,1/5,0.03735425004500026,0.1875,214,97/214,0.018797122661444843,0.18803099680435587,1.123636767800417,1.0627257911757617
mean_IFNG,20,fov_q4_q1,8,2/8,0.010977720621611411,0.0390625,1/5,0.008216613332502773,0.125,214,81/214,0.006806550427484626,0.00010238321559418294,0.17368935199770683,0.15346043912218296
