dataset,gene,sample,group,is_control,value_log2,value_type,is_icb_arm
GSE239485,Tacstd2,T_354_S47,PolyIC+anti-PD1+anti-C5aR1,False,0.0552871249139915,log2_normalised,True
GSE239485,Tacstd2,T_355_S43,PolyIC+anti-PD1+anti-C5aR1,False,0.96695305508075,log2_normalised,True
GSE239485,Tacstd2,T_360_S46,PolyIC+anti-PD1+anti-C5aR1,False,0.89418445759684,log2_normalised,True
GSE239485,Tacstd2,T_362_S42,PolyIC+anti-PD1+anti-C5aR1,False,-1.78394032153352,log2_normalised,True
GSE239485,Tacstd2,T_363_S41,PolyIC+anti-PD1+anti-C5aR1,False,-1.64812181567333,log2_normalised,True
GSE239485,Cldn4,C_339_S25,Control vehicle,True,-1.87394276116745,log2_normalised,False
GSE239485,Cldn4,C_351_S29,Control vehicle,True,-3.51662712802353,log2_normalised,False
GSE239485,Cldn4,C_356_S27,Control vehicle,True,-3.57246261526537,log2_normalised,False
GSE239485,Cldn4,C_358_S26,Control vehicle,True,-3.42741408638233,log2_normalised,False
GSE239485,Cldn4,C_361_S32,Control vehicle,True,-4.91890468006678,log2_normalised,False
GSE239485,Cldn4,C_364_S28,Control vehicle,True,-2.79138554462635,log2_normalised,False
GSE239485,Cldn4,C_369_S30,Control vehicle,True,-1.98072363260884,log2_normalised,False
GSE239485,Cldn4,C_375_S31,Control vehicle,True,-2.5851719206309,log2_normalised,False
GSE239485,Cldn4,D_344_S33,PolyIC+anti-PD1,False,-2.51515536199853,log2_normalised,True
GSE239485,Cldn4,D_357_S37,PolyIC+anti-PD1,False,-4.97783974184952,log2_normalised,True
GSE239485,Cldn4,D_359_S39,PolyIC+anti-PD1,False,-3.34508458701092,log2_normalised,True
GSE239485,Cldn4,D_366_S34,PolyIC+anti-PD1,False,-3.46022181940432,log2_normalised,True
GSE239485,Cldn4,D_367_S35,PolyIC+anti-PD1,False,-5.00036451250052,log2_normalised,True
GSE239485,Cldn4,D_368_S36,PolyIC+anti-PD1,False,-5.24135185853788,log2_normalised,True
GSE239485,Cldn4,D_370_S38,PolyIC+anti-PD1,False,-5.02071838770082,log2_normalised,True
GSE239485,Cldn4,D_373_S40,PolyIC+anti-PD1,False,-1.27559370225313,log2_normalised,True
GSE239485,Cldn4,T_331_S44,PolyIC+anti-PD1+anti-C5aR1,False,-1.59458449434152,log2_normalised,True
GSE239485,Cldn4,T_352_S48,PolyIC+anti-PD1+anti-C5aR1,False,-1.62339727469713,log2_normalised,True
GSE239485,Cldn4,T_353_S45,PolyIC+anti-PD1+anti-C5aR1,False,-5.20609572194221,log2_normalised,True
GSE239485,Cldn4,T_354_S47,PolyIC+anti-PD1+anti-C5aR1,False,-2.34681131865735,log2_normalised,True
GSE239485,Cldn4,T_355_S43,PolyIC+anti-PD1+anti-C5aR1,False,-3.42536436769801,log2_normalised,True
GSE239485,Cldn4,T_360_S46,PolyIC+anti-PD1+anti-C5aR1,False,-1.55512294376675,log2_normalised,True
GSE239485,Cldn4,T_362_S42,PolyIC+anti-PD1+anti-C5aR1,False,-3.36890282225467,log2_normalised,True
GSE239485,Cldn4,T_363_S41,PolyIC+anti-PD1+anti-C5aR1,False,-0.859625920867044,log2_normalised,True
E-MTAB-13704,Gzmb,R1,vehicle,True,0.5460568045384031,log2(CPM+1),False
E-MTAB-13704,Gzmb,R10,ATRi,False,0.582917614699517,log2(CPM+1),False
E-MTAB-13704,Gzmb,R11,ATRi/aPD-L1,False,0.6439872868493343,log2(CPM+1),True
E-MTAB-13704,Gzmb,R12,VEGFRi/aPD-L1,False,0.4557535630078897,log2(CPM+1),True
E-MTAB-13704,Gzmb,R13,vehicle,True,0.7053801721369645,log2(CPM+1),False
E-MTAB-13704,Gzmb,R14,Cisplatin/aPD-L1 /aCTLA4,False,0.5598135150671905,log2(CPM+1),True
E-MTAB-13704,Gzmb,R15,aPD-L1,False,0.5569428437807362,log2(CPM+1),True
E-MTAB-13704,Gzmb,R16,ATRi,False,0.6534779005027395,log2(CPM+1),False
E-MTAB-13704,Gzmb,R17,ATRi/aPD-L1,False,0.45556031815090087,log2(CPM+1),True
E-MTAB-13704,Gzmb,R18,VEGFRi/aPD-L1,False,0.5179502586885383,log2(CPM+1),True
E-MTAB-13704,Gzmb,R19,vehicle,True,0.9123425547933357,log2(CPM+1),False
E-MTAB-13704,Gzmb,R2,Cisplatin/aPD-L1 /aCTLA4,False,0.8232630763441252,log2(CPM+1),True
E-MTAB-13704,Gzmb,R20,Cisplatin/aPD-L1 /aCTLA4,False,0.3490426607347129,log2(CPM+1),True
E-MTAB-13704,Gzmb,R21,aPD-L1,False,0.5330854044037902,log2(CPM+1),True
E-MTAB-13704,Gzmb,R22,ATRi,False,0.693521276620172,log2(CPM+1),False
E-MTAB-13704,Gzmb,R23,ATRi/aPD-L1,False,0.7204962591524026,log2(CPM+1),True
E-MTAB-13704,Gzmb,R24,VEGFRi/aPD-L1,False,0.8541686027334459,log2(CPM+1),True
E-MTAB-13704,Gzmb,R25,vehicle,True,0.7050144728327572,log2(CPM+1),False
E-MTAB-13704,Gzmb,R26,aPD-L1,False,0.6097522589234473,log2(CPM+1),True
E-MTAB-13704,Gzmb,R27,ATRi/aPD-L1,False,0.6661142962276849,log2(CPM+1),True
E-MTAB-13704,Gzmb,R3,aPD-L1,False,0.3066801653810996,log2(CPM+1),True
E-MTAB-13704,Gzmb,R4,ATRi,False,0.43078855142705297,log2(CPM+1),False
E-MTAB-13704,Gzmb,R5,ATRi/aPD-L1,False,0.3466709678001477,log2(CPM+1),True
E-MTAB-13704,Gzmb,R6,VEGFRi/aPD-L1,False,0.6022458471077804,log2(CPM+1),True
E-MTAB-13704,Gzmb,R7,vehicle,True,0.4434453027207985,log2(CPM+1),False
E-MTAB-13704,Gzmb,R8,Cisplatin/aPD-L1 /aCTLA4,False,0.8622281234374702,log2(CPM+1),True
E-MTAB-13704,Gzmb,R9,aPD-L1,False,0.549838531808215,log2(CPM+1),True
E-MTAB-13704,Cd274,R1,vehicle,True,4.062225790991649,log2(CPM+1),False
E-MTAB-13704,Cd274,R10,ATRi,False,3.988607383329756,log2(CPM+1),False
E-MTAB-13704,Cd274,R11,ATRi/aPD-L1,False,4.233190794221977,log2(CPM+1),True
E-MTAB-13704,Cd274,R12,VEGFRi/aPD-L1,False,5.078633052606553,log2(CPM+1),True
E-MTAB-13704,Cd274,R13,vehicle,True,4.715312403478926,log2(CPM+1),False
E-MTAB-13704,Cd274,R14,Cisplatin/aPD-L1 /aCTLA4,False,3.818885041338982,log2(CPM+1),True
E-MTAB-13704,Cd274,R15,aPD-L1,False,4.199247897819047,log2(CPM+1),True
E-MTAB-13704,Cd274,R16,ATRi,False,4.110898031711849,log2(CPM+1),False
E-MTAB-13704,Cd274,R17,ATRi/aPD-L1,False,3.859319277227977,log2(CPM+1),True
E-MTAB-13704,Cd274,R18,VEGFRi/aPD-L1,False,4.629297056376932,log2(CPM+1),True
E-MTAB-13704,Cd274,R19,vehicle,True,4.474368193779045,log2(CPM+1),False
E-MTAB-13704,Cd274,R2,Cisplatin/aPD-L1 /aCTLA4,False,3.9736194442189468,log2(CPM+1),True
E-MTAB-13704,Cd274,R20,Cisplatin/aPD-L1 /aCTLA4,False,3.9160884118544534,log2(CPM+1),True
E-MTAB-13704,Cd274,R21,aPD-L1,False,4.033119140222971,log2(CPM+1),True
E-MTAB-13704,Cd274,R22,ATRi,False,4.031146230440943,log2(CPM+1),False
E-MTAB-13704,Cd274,R23,ATRi/aPD-L1,False,4.5597925508612995,log2(CPM+1),True
E-MTAB-13704,Cd274,R24,VEGFRi/aPD-L1,False,4.548629355942506,log2(CPM+1),True
E-MTAB-13704,Cd274,R25,vehicle,True,3.8755232440087894,log2(CPM+1),False
E-MTAB-13704,Cd274,R26,aPD-L1,False,3.927590127666294,log2(CPM+1),True
E-MTAB-13704,Cd274,R27,ATRi/aPD-L1,False,4.782317812523308,log2(CPM+1),True
E-MTAB-13704,Cd274,R3,aPD-L1,False,4.630541855299093,log2(CPM+1),True
E-MTAB-13704,Cd274,R4,ATRi,False,4.1287271829921774,log2(CPM+1),False
E-MTAB-13704,Cd274,R5,ATRi/aPD-L1,False,4.453203816974966,log2(CPM+1),True
E-MTAB-13704,Cd274,R6,VEGFRi/aPD-L1,False,4.724370980821614,log2(CPM+1),True
E-MTAB-13704,Cd274,R7,vehicle,True,4.332250794568866,log2(CPM+1),False
E-MTAB-13704,Cd274,R8,Cisplatin/aPD-L1 /aCTLA4,False,4.208989869645927,log2(CPM+1),True
E-MTAB-13704,Cd274,R9,aPD-L1,False,4.569833854829764,log2(CPM+1),True
E-MTAB-13704,Pdcd1,R1,vehicle,True,0.6562089968797601,log2(CPM+1),False
E-MTAB-13704,Pdcd1,R10,ATRi,False,0.4977891756107423,log2(CPM+1),False
E-MTAB-13704,Pdcd1,R11,ATRi/aPD-L1,False,0.7866639502622255,log2(CPM+1),True
E-MTAB-13704,Pdcd1,R12,VEGFRi/aPD-L1,False,1.300304479614728,log2(CPM+1),True
E-MTAB-13704,Pdcd1,R13,vehicle,True,0.5391714134610825,log2(CPM+1),False
E-MTAB-13704,Pdcd1,R14,Cisplatin/aPD-L1 /aCTLA4,False,0.6975424102265381,log2(CPM+1),True
E-MTAB-13704,Pdcd1,R15,aPD-L1,False,0.655659749388215,log2(CPM+1),True
E-MTAB-13704,Pdcd1,R16,ATRi,False,0.7017573772521882,log2(CPM+1),False
E-MTAB-13704,Pdcd1,R17,ATRi/aPD-L1,False,0.7971906379390626,log2(CPM+1),True
E-MTAB-13704,Pdcd1,R18,VEGFRi/aPD-L1,False,1.205075487955465,log2(CPM+1),True
E-MTAB-13704,Pdcd1,R19,vehicle,True,0.5078416175202349,log2(CPM+1),False
E-MTAB-13704,Pdcd1,R2,Cisplatin/aPD-L1 /aCTLA4,False,1.036797545080604,log2(CPM+1),True
E-MTAB-13704,Pdcd1,R20,Cisplatin/aPD-L1 /aCTLA4,False,1.0630224594004218,log2(CPM+1),True
E-MTAB-13704,Pdcd1,R21,aPD-L1,False,0.9285317421414109,log2(CPM+1),True
E-MTAB-13704,Pdcd1,R22,ATRi,False,0.47228906215729993,log2(CPM+1),False
E-MTAB-13704,Pdcd1,R23,ATRi/aPD-L1,False,0.6411440608349243,log2(CPM+1),True
E-MTAB-13704,Pdcd1,R24,VEGFRi/aPD-L1,False,1.273727357300091,log2(CPM+1),True
E-MTAB-13704,Pdcd1,R25,vehicle,True,0.9785743516169279,log2(CPM+1),False
E-MTAB-13704,Pdcd1,R26,aPD-L1,False,0.693291197279448,log2(CPM+1),True
E-MTAB-13704,Pdcd1,R27,ATRi/aPD-L1,False,0.9410034036778323,log2(CPM+1),True
E-MTAB-13704,Pdcd1,R3,aPD-L1,False,0.5114451405234424,log2(CPM+1),True
E-MTAB-13704,Pdcd1,R4,ATRi,False,0.9655122640221793,log2(CPM+1),False
E-MTAB-13704,Pdcd1,R5,ATRi/aPD-L1,False,0.35087963275566597,log2(CPM+1),True
E-MTAB-13704,Pdcd1,R6,VEGFRi/aPD-L1,False,1.213299764162706,log2(CPM+1),True
E-MTAB-13704,Pdcd1,R7,vehicle,True,0.714640549184134,log2(CPM+1),False
E-MTAB-13704,Pdcd1,R8,Cisplatin/aPD-L1 /aCTLA4,False,1.1909267852664431,log2(CPM+1),True
E-MTAB-13704,Pdcd1,R9,aPD-L1,False,0.6335296116593367,log2(CPM+1),True
E-MTAB-13704,Cxcl9,R1,vehicle,True,1.1129035226964181,log2(CPM+1),False
E-MTAB-13704,Cxcl9,R10,ATRi,False,1.1801067517006019,log2(CPM+1),False
E-MTAB-13704,Cxcl9,R11,ATRi/aPD-L1,False,3.3915183658693033,log2(CPM+1),True
E-MTAB-13704,Cxcl9,R12,VEGFRi/aPD-L1,False,2.3710900424800854,log2(CPM+1),True
E-MTAB-13704,Cxcl9,R13,vehicle,True,1.9749229852172767,log2(CPM+1),False
E-MTAB-13704,Cxcl9,R14,Cisplatin/aPD-L1 /aCTLA4,False,1.0438298411812221,log2(CPM+1),True
E-MTAB-13704,Cxcl9,R15,aPD-L1,False,0.8441621799639898,log2(CPM+1),True
E-MTAB-13704,Cxcl9,R16,ATRi,False,2.5012690656246446,log2(CPM+1),False
E-MTAB-13704,Cxcl9,R17,ATRi/aPD-L1,False,1.1734557785856001,log2(CPM+1),True
E-MTAB-13704,Cxcl9,R18,VEGFRi/aPD-L1,False,2.4676057586592606,log2(CPM+1),True
E-MTAB-13704,Cxcl9,R19,vehicle,True,1.4059333944555563,log2(CPM+1),False
E-MTAB-13704,Cxcl9,R2,Cisplatin/aPD-L1 /aCTLA4,False,1.8141976542440699,log2(CPM+1),True
E-MTAB-13704,Cxcl9,R20,Cisplatin/aPD-L1 /aCTLA4,False,1.3539887466778806,log2(CPM+1),True
E-MTAB-13704,Cxcl9,R21,aPD-L1,False,1.2479097249040392,log2(CPM+1),True
E-MTAB-13704,Cxcl9,R22,ATRi,False,2.5994807770815958,log2(CPM+1),False
E-MTAB-13704,Cxcl9,R23,ATRi/aPD-L1,False,1.1139358681108935,log2(CPM+1),True
E-MTAB-13704,Cxcl9,R24,VEGFRi/aPD-L1,False,1.1469739898436908,log2(CPM+1),True
E-MTAB-13704,Cxcl9,R25,vehicle,True,2.039986191648903,log2(CPM+1),False
E-MTAB-13704,Cxcl9,R26,aPD-L1,False,0.930182914116608,log2(CPM+1),True
E-MTAB-13704,Cxcl9,R27,ATRi/aPD-L1,False,1.99370132436383,log2(CPM+1),True
E-MTAB-13704,Cxcl9,R3,aPD-L1,False,1.2661273110060496,log2(CPM+1),True
E-MTAB-13704,Cxcl9,R4,ATRi,False,1.4629457629995604,log2(CPM+1),False
E-MTAB-13704,Cxcl9,R5,ATRi/aPD-L1,False,1.0452328460859044,log2(CPM+1),True
E-MTAB-13704,Cxcl9,R6,VEGFRi/aPD-L1,False,1.220510297657556,log2(CPM+1),True
E-MTAB-13704,Cxcl9,R7,vehicle,True,0.8950324047096889,log2(CPM+1),False
E-MTAB-13704,Cxcl9,R8,Cisplatin/aPD-L1 /aCTLA4,False,1.3148706506046044,log2(CPM+1),True
E-MTAB-13704,Cxcl9,R9,aPD-L1,False,0.899031949759914,log2(CPM+1),True
E-MTAB-13704,Cd3e,R1,vehicle,True,0.4122855493635007,log2(CPM+1),False
E-MTAB-13704,Cd3e,R10,ATRi,False,0.6381573353689385,log2(CPM+1),False
E-MTAB-13704,Cd3e,R11,ATRi/aPD-L1,False,0.7673425621032667,log2(CPM+1),True
E-MTAB-13704,Cd3e,R12,VEGFRi/aPD-L1,False,1.2184763381242125,log2(CPM+1),True
E-MTAB-13704,Cd3e,R13,vehicle,True,0.8293673871323451,log2(CPM+1),False
E-MTAB-13704,Cd3e,R14,Cisplatin/aPD-L1 /aCTLA4,False,1.633200558357362,log2(CPM+1),True
E-MTAB-13704,Cd3e,R15,aPD-L1,False,0.6670326250111728,log2(CPM+1),True
E-MTAB-13704,Cd3e,R16,ATRi,False,1.6217419936197053,log2(CPM+1),False
E-MTAB-13704,Cd3e,R17,ATRi/aPD-L1,False,0.615108336893614,log2(CPM+1),True
E-MTAB-13704,Cd3e,R18,VEGFRi/aPD-L1,False,1.2226731295638615,log2(CPM+1),True
E-MTAB-13704,Cd3e,R19,vehicle,True,1.153120751368567,log2(CPM+1),False
E-MTAB-13704,Cd3e,R2,Cisplatin/aPD-L1 /aCTLA4,False,0.8758450961271118,log2(CPM+1),True
E-MTAB-13704,Cd3e,R20,Cisplatin/aPD-L1 /aCTLA4,False,0.7835328197654261,log2(CPM+1),True
E-MTAB-13704,Cd3e,R21,aPD-L1,False,0.8061418970020839,log2(CPM+1),True
E-MTAB-13704,Cd3e,R22,ATRi,False,0.6579514751158182,log2(CPM+1),False
E-MTAB-13704,Cd3e,R23,ATRi/aPD-L1,False,0.6076291220322363,log2(CPM+1),True
E-MTAB-13704,Cd3e,R24,VEGFRi/aPD-L1,False,1.3775081424926319,log2(CPM+1),True
E-MTAB-13704,Cd3e,R25,vehicle,True,0.7538666910639782,log2(CPM+1),False
E-MTAB-13704,Cd3e,R26,aPD-L1,False,0.9129326784730566,log2(CPM+1),True
E-MTAB-13704,Cd3e,R27,ATRi/aPD-L1,False,1.0957141620204434,log2(CPM+1),True
E-MTAB-13704,Cd3e,R3,aPD-L1,False,0.7323624293555782,log2(CPM+1),True
E-MTAB-13704,Cd3e,R4,ATRi,False,0.7378768039786194,log2(CPM+1),False
E-MTAB-13704,Cd3e,R5,ATRi/aPD-L1,False,0.671709712690311,log2(CPM+1),True
E-MTAB-13704,Cd3e,R6,VEGFRi/aPD-L1,False,1.146160268509394,log2(CPM+1),True
E-MTAB-13704,Cd3e,R7,vehicle,True,0.9514879459812439,log2(CPM+1),False
E-MTAB-13704,Cd3e,R8,Cisplatin/aPD-L1 /aCTLA4,False,1.4749298225663696,log2(CPM+1),True
E-MTAB-13704,Cd3e,R9,aPD-L1,False,0.6342020633443186,log2(CPM+1),True
E-MTAB-13704,Cd3d,R1,vehicle,True,0.8653937832990118,log2(CPM+1),False
E-MTAB-13704,Cd3d,R10,ATRi,False,0.9422680868128317,log2(CPM+1),False
E-MTAB-13704,Cd3d,R11,ATRi/aPD-L1,False,0.7552953441390683,log2(CPM+1),True
E-MTAB-13704,Cd3d,R12,VEGFRi/aPD-L1,False,1.7662908156915664,log2(CPM+1),True
E-MTAB-13704,Cd3d,R13,vehicle,True,1.2786641241873646,log2(CPM+1),False
E-MTAB-13704,Cd3d,R14,Cisplatin/aPD-L1 /aCTLA4,False,1.7774964094036458,log2(CPM+1),True
E-MTAB-13704,Cd3d,R15,aPD-L1,False,1.0207803299726346,log2(CPM+1),True
E-MTAB-13704,Cd3d,R16,ATRi,False,0.6549920039595992,log2(CPM+1),False
E-MTAB-13704,Cd3d,R17,ATRi/aPD-L1,False,1.1682668128998621,log2(CPM+1),True
E-MTAB-13704,Cd3d,R18,VEGFRi/aPD-L1,False,1.592361566716252,log2(CPM+1),True
E-MTAB-13704,Cd3d,R19,vehicle,True,1.1961321374685079,log2(CPM+1),False
E-MTAB-13704,Cd3d,R2,Cisplatin/aPD-L1 /aCTLA4,False,1.7467829010540106,log2(CPM+1),True
E-MTAB-13704,Cd3d,R20,Cisplatin/aPD-L1 /aCTLA4,False,1.8810351387739708,log2(CPM+1),True
E-MTAB-13704,Cd3d,R21,aPD-L1,False,0.5654612495575493,log2(CPM+1),True
E-MTAB-13704,Cd3d,R22,ATRi,False,0.7593570963988857,log2(CPM+1),False
E-MTAB-13704,Cd3d,R23,ATRi/aPD-L1,False,0.770271715155181,log2(CPM+1),True
E-MTAB-13704,Cd3d,R24,VEGFRi/aPD-L1,False,1.6989207962148718,log2(CPM+1),True
E-MTAB-13704,Cd3d,R25,vehicle,True,0.8745502455745845,log2(CPM+1),False
E-MTAB-13704,Cd3d,R26,aPD-L1,False,0.3504803607603283,log2(CPM+1),True
E-MTAB-13704,Cd3d,R27,ATRi/aPD-L1,False,0.849912455728593,log2(CPM+1),True
E-MTAB-13704,Cd3d,R3,aPD-L1,False,1.4621083947046467,log2(CPM+1),True
E-MTAB-13704,Cd3d,R4,ATRi,False,1.0853477926243824,log2(CPM+1),False
E-MTAB-13704,Cd3d,R5,ATRi/aPD-L1,False,1.0394690808399165,log2(CPM+1),True
E-MTAB-13704,Cd3d,R6,VEGFRi/aPD-L1,False,1.1934080040816895,log2(CPM+1),True
E-MTAB-13704,Cd3d,R7,vehicle,True,1.1487968134346271,log2(CPM+1),False
E-MTAB-13704,Cd3d,R8,Cisplatin/aPD-L1 /aCTLA4,False,1.8585165851044303,log2(CPM+1),True
E-MTAB-13704,Cd3d,R9,aPD-L1,False,1.349425567755962,log2(CPM+1),True
E-MTAB-13704,Cxcl10,R1,vehicle,True,1.332695151274936,log2(CPM+1),False
E-MTAB-13704,Cxcl10,R10,ATRi,False,2.6619964073778744,log2(CPM+1),False
E-MTAB-13704,Cxcl10,R11,ATRi/aPD-L1,False,3.3914501293068366,log2(CPM+1),True
E-MTAB-13704,Cxcl10,R12,VEGFRi/aPD-L1,False,1.65860995567336,log2(CPM+1),True
E-MTAB-13704,Cxcl10,R13,vehicle,True,1.447737916752825,log2(CPM+1),False
E-MTAB-13704,Cxcl10,R14,Cisplatin/aPD-L1 /aCTLA4,False,2.469162788221155,log2(CPM+1),True
E-MTAB-13704,Cxcl10,R15,aPD-L1,False,0.8302228423230212,log2(CPM+1),True
E-MTAB-13704,Cxcl10,R16,ATRi,False,2.3707711880113806,log2(CPM+1),False
E-MTAB-13704,Cxcl10,R17,ATRi/aPD-L1,False,2.152521129938426,log2(CPM+1),True
E-MTAB-13704,Cxcl10,R18,VEGFRi/aPD-L1,False,1.8895622901516251,log2(CPM+1),True
E-MTAB-13704,Cxcl10,R19,vehicle,True,1.1273210923856138,log2(CPM+1),False
E-MTAB-13704,Cxcl10,R2,Cisplatin/aPD-L1 /aCTLA4,False,1.8780014967227057,log2(CPM+1),True
E-MTAB-13704,Cxcl10,R20,Cisplatin/aPD-L1 /aCTLA4,False,2.0168288079169834,log2(CPM+1),True
E-MTAB-13704,Cxcl10,R21,aPD-L1,False,1.3325987658317668,log2(CPM+1),True
E-MTAB-13704,Cxcl10,R22,ATRi,False,3.0394876798267685,log2(CPM+1),False
E-MTAB-13704,Cxcl10,R23,ATRi/aPD-L1,False,2.38956569212468,log2(CPM+1),True
E-MTAB-13704,Cxcl10,R24,VEGFRi/aPD-L1,False,2.004379361167547,log2(CPM+1),True
E-MTAB-13704,Cxcl10,R25,vehicle,True,1.7729458295764002,log2(CPM+1),False
E-MTAB-13704,Cxcl10,R26,aPD-L1,False,1.8463566027887917,log2(CPM+1),True
E-MTAB-13704,Cxcl10,R27,ATRi/aPD-L1,False,2.396692715666639,log2(CPM+1),True
E-MTAB-13704,Cxcl10,R3,aPD-L1,False,1.209839150392516,log2(CPM+1),True
E-MTAB-13704,Cxcl10,R4,ATRi,False,2.516977741382263,log2(CPM+1),False
E-MTAB-13704,Cxcl10,R5,ATRi/aPD-L1,False,2.548862223776484,log2(CPM+1),True
E-MTAB-13704,Cxcl10,R6,VEGFRi/aPD-L1,False,1.6737101442116245,log2(CPM+1),True
E-MTAB-13704,Cxcl10,R7,vehicle,True,1.3359793675126987,log2(CPM+1),False
E-MTAB-13704,Cxcl10,R8,Cisplatin/aPD-L1 /aCTLA4,False,2.3931677806129508,log2(CPM+1),True
E-MTAB-13704,Cxcl10,R9,aPD-L1,False,1.122750169737932,log2(CPM+1),True
E-MTAB-13704,Prf1,R1,vehicle,True,0.3351338237575042,log2(CPM+1),False
E-MTAB-13704,Prf1,R10,ATRi,False,0.48681798592303205,log2(CPM+1),False
E-MTAB-13704,Prf1,R11,ATRi/aPD-L1,False,0.5760597695044317,log2(CPM+1),True
E-MTAB-13704,Prf1,R12,VEGFRi/aPD-L1,False,0.4315931703710297,log2(CPM+1),True
E-MTAB-13704,Prf1,R13,vehicle,True,0.30733956002140733,log2(CPM+1),False
E-MTAB-13704,Prf1,R14,Cisplatin/aPD-L1 /aCTLA4,False,0.5391892524942423,log2(CPM+1),True
E-MTAB-13704,Prf1,R15,aPD-L1,False,0.5473806763771303,log2(CPM+1),True
E-MTAB-13704,Prf1,R16,ATRi,False,0.26670285133426697,log2(CPM+1),False
E-MTAB-13704,Prf1,R17,ATRi/aPD-L1,False,0.25817625404545613,log2(CPM+1),True
E-MTAB-13704,Prf1,R18,VEGFRi/aPD-L1,False,0.47324161949543625,log2(CPM+1),True
E-MTAB-13704,Prf1,R19,vehicle,True,0.49722094348577656,log2(CPM+1),False
E-MTAB-13704,Prf1,R2,Cisplatin/aPD-L1 /aCTLA4,False,0.6822632851947636,log2(CPM+1),True
E-MTAB-13704,Prf1,R20,Cisplatin/aPD-L1 /aCTLA4,False,0.5775775011038367,log2(CPM+1),True
E-MTAB-13704,Prf1,R21,aPD-L1,False,0.30574593349687323,log2(CPM+1),True
E-MTAB-13704,Prf1,R22,ATRi,False,0.5572165713801462,log2(CPM+1),False
E-MTAB-13704,Prf1,R23,ATRi/aPD-L1,False,0.5140079524771429,log2(CPM+1),True
E-MTAB-13704,Prf1,R24,VEGFRi/aPD-L1,False,0.709220321555202,log2(CPM+1),True
E-MTAB-13704,Prf1,R25,vehicle,True,0.27246166475091915,log2(CPM+1),False
E-MTAB-13704,Prf1,R26,aPD-L1,False,0.443466815014786,log2(CPM+1),True
E-MTAB-13704,Prf1,R27,ATRi/aPD-L1,False,0.741003409725409,log2(CPM+1),True
E-MTAB-13704,Prf1,R3,aPD-L1,False,0.21539316879210252,log2(CPM+1),True
E-MTAB-13704,Prf1,R4,ATRi,False,0.5352281741174412,log2(CPM+1),False
E-MTAB-13704,Prf1,R5,ATRi/aPD-L1,False,0.25235205402060895,log2(CPM+1),True
E-MTAB-13704,Prf1,R6,VEGFRi/aPD-L1,False,0.520054059973469,log2(CPM+1),True
E-MTAB-13704,Prf1,R7,vehicle,True,0.5534722163206307,log2(CPM+1),False
E-MTAB-13704,Prf1,R8,Cisplatin/aPD-L1 /aCTLA4,False,0.5332477972687112,log2(CPM+1),True
E-MTAB-13704,Prf1,R9,aPD-L1,False,0.8043067751024472,log2(CPM+1),True
E-MTAB-13704,Cldn4,R1,vehicle,True,5.239222803595697,log2(CPM+1),False
E-MTAB-13704,Cldn4,R10,ATRi,False,5.22612913803814,log2(CPM+1),False
E-MTAB-13704,Cldn4,R11,ATRi/aPD-L1,False,5.623425275035475,log2(CPM+1),True
E-MTAB-13704,Cldn4,R12,VEGFRi/aPD-L1,False,5.664164180729186,log2(CPM+1),True
E-MTAB-13704,Cldn4,R13,vehicle,True,5.597891247014254,log2(CPM+1),False
E-MTAB-13704,Cldn4,R14,Cisplatin/aPD-L1 /aCTLA4,False,5.633403699448881,log2(CPM+1),True
E-MTAB-13704,Cldn4,R15,aPD-L1,False,4.908930211475756,log2(CPM+1),True
E-MTAB-13704,Cldn4,R16,ATRi,False,5.349299102881812,log2(CPM+1),False
E-MTAB-13704,Cldn4,R17,ATRi/aPD-L1,False,5.321814365133078,log2(CPM+1),True
E-MTAB-13704,Cldn4,R18,VEGFRi/aPD-L1,False,5.5725973039315635,log2(CPM+1),True
E-MTAB-13704,Cldn4,R19,vehicle,True,5.7081208812163595,log2(CPM+1),False
E-MTAB-13704,Cldn4,R2,Cisplatin/aPD-L1 /aCTLA4,False,6.117187623006973,log2(CPM+1),True
E-MTAB-13704,Cldn4,R20,Cisplatin/aPD-L1 /aCTLA4,False,5.781307629578158,log2(CPM+1),True
E-MTAB-13704,Cldn4,R21,aPD-L1,False,4.9694721998191955,log2(CPM+1),True
E-MTAB-13704,Cldn4,R22,ATRi,False,5.365108187094872,log2(CPM+1),False
E-MTAB-13704,Cldn4,R23,ATRi/aPD-L1,False,5.413855064749404,log2(CPM+1),True
E-MTAB-13704,Cldn4,R24,VEGFRi/aPD-L1,False,6.039560273759129,log2(CPM+1),True
E-MTAB-13704,Cldn4,R25,vehicle,True,4.882102680467691,log2(CPM+1),False
E-MTAB-13704,Cldn4,R26,aPD-L1,False,5.184200245548278,log2(CPM+1),True
E-MTAB-13704,Cldn4,R27,ATRi/aPD-L1,False,5.8629091922366285,log2(CPM+1),True
E-MTAB-13704,Cldn4,R3,aPD-L1,False,5.502454296879039,log2(CPM+1),True
E-MTAB-13704,Cldn4,R4,ATRi,False,5.699052589909515,log2(CPM+1),False
E-MTAB-13704,Cldn4,R5,ATRi/aPD-L1,False,5.719833791646266,log2(CPM+1),True
E-MTAB-13704,Cldn4,R6,VEGFRi/aPD-L1,False,5.5489887585501085,log2(CPM+1),True
E-MTAB-13704,Cldn4,R7,vehicle,True,5.929499506035776,log2(CPM+1),False
