gene	log2fc	mean_treat	mean_ctrl	welch_t	welch_p	welch_q
UNC93B4	0	0	0			
UNC93B5	0.665851	54.3682	33.8995	1.62254	0.323864	0.706022
UNC93B6	0	0	0			
UNC93B7	-0.444441	4.33145	6.25497	-1.69804	0.250414	0.686133
UNC93B8	1.12262	12.5092	5.2042	4.28668	0.0868561	0.508015
UNCX	0	0	0			
UNG	-0.129983	1733.57	1897.11	-5.67391	0.11098	0.537628
UNGP2	0	0	0			
UNGP3	0	0	0			
UNK	0.114518	1300.17	1200.88	1.04622	0.415344	0.706022
UNKL	-0.441772	3730.58	5067.5	-21.4583	0.0265403	0.413239
UNQ6494	0	0	0			
UOX	0	0	0			
UPB1	1.29602	1.4555	0	1	0.5	0.706022
UPF1	-0.026462	2850.55	2903.34	-0.6921	0.609827	0.78269
UPF2	0.0650167	1702.18	1627.13	0.598488	0.655558	0.813405
UPF3A	-0.234671	1413.51	1663.37	-4.25215	0.126341	0.55506
UPF3AP1	-0.288245	32.6496	40.0913	-1.28914	0.346341	0.706022
UPF3AP2	-0.258262	21.5959	26.0255	-0.773184	0.523037	0.723255
UPF3AP3	-0.103543	5.24043	5.70477	-0.0221793	0.984321	0.991627
UPF3B	-0.116361	370.859	402.095	-1.02633	0.490269	0.706022
UPK1A	1.0068	12.5092	5.72282	2.93134	0.170007	0.602319
UPK1A-AS1	0	0	0			
UPK1B	2.14021	12.553	2.07446	1.78622	0.247836	0.683214
UPK2	-0.586073	12.5179	19.2925	-1.37229	0.323731	0.706022
UPK3A	0	0	0			
UPK3B	0.713612	51.0772	30.7562	1.5213	0.27815	0.706022
UPK3BL1	1.00871	23.0076	10.9315	1.89251	0.261589	0.69486
UPK3BL2	0.150074	16.3029	14.5934	0.245928	0.835589	0.925453
UPP1	-0.090105	986.142	1049.76	-0.806263	0.520995	0.722283
UPP2	0.965548	0.952805	0	1	0.5	0.706022
UPRT	0.0680881	334.019	318.575	0.392605	0.756727	0.881719
UQCC1	0.174818	2199.68	1948.54	8.83696	0.0716661	0.488601
UQCC2	-0.109389	729.426	786.962	-2.83206	0.107921	0.536649
UQCC3	-0.176947	502.089	567.736	-2.9671	0.20663	0.640749
UQCR10	0.0825719	1995.71	1884.63	1.46551	0.309514	0.706022
UQCR11	0.0303903	2487.02	2435.16	1.57705	0.306329	0.706022
UQCRB	-0.0921973	9001.79	9595.91	-4.63172	0.128542	0.557089
UQCRBP1	-0.10677	12.0152	13.015	-0.614766	0.638622	0.802358
UQCRC1	-0.0704969	8244.57	8657.49	-1.37639	0.315023	0.706022
UQCRC2	-0.0731476	6819.88	7174.63	-5.45845	0.114266	0.543017
UQCRC2P1	0	0	0			
UQCRFS1	-0.110561	5743.96	6201.53	-7.21328	0.0272658	0.413239
UQCRFS1P1	-0.0597748	243.932	254.293	-0.269815	0.81372	0.91212
UQCRFS1P2	0	0	0			
UQCRFS1P3	0.978442	0.970336	0	1	0.5	0.706022
UQCRH	-0.0533198	5031.91	5221.4	-2.93685	0.205822	0.63998
UQCRHL	0.580224	16.8319	10.927	1.92645	0.294962	0.706022
UQCRHP2	-0.64612	0.970336	2.08349	-1.08791	0.473204	0.706022
UQCRHP3	0	0	0			
UQCRQ	-0.0314051	4434.43	4532.04	-0.769416	0.58229	0.764307
URAD	0	0	0			
URAHP	-0.361499	6.25459	8.32041	-0.553823	0.671572	0.825483
URB1	0.0297236	7241.84	7094.14	0.980943	0.435184	0.706022
URB1-AS1	-0.150034	421.875	468.22	-1.77791	0.29746	0.706022
URB2	-0.045335	1102.02	1137.23	-0.621996	0.598313	0.775773
URGCP	0.234569	1262.03	1072.5	13.9995	0.00855619	0.307081
URGCP-MRPS24	2.86585	6.28965	0	2.53397	0.239289	0.673999
URI1	-0.202985	3601.91	4146.23	-10.3121	0.00933354	0.314857
URM1	-0.156523	3067.6	3419.26	-5.18469	0.0373928	0.41354
UROC1	1.28049	1.42921	0	1	0.5	0.706022
UROD	-0.158884	1436.31	1603.65	-3.98691	0.0941116	0.519142
UROS	-0.0315928	1821.54	1861.9	-0.599438	0.612598	0.7841
USB1	0.211064	2753.77	2378.84	6.48232	0.0709402	0.486679
USE1	0.0803804	195.588	184.934	1.008	0.422625	0.706022
USF1	0.144943	1311.85	1186.36	3.07109	0.172802	0.604646
USF1P1	0	0	0			
USF2	-0.0616451	4913.25	5127.79	-1.9043	0.223977	0.655858
USF3	0.175866	454.276	402.027	2.71117	0.216158	0.649831
USH1C	-0.276047	2886.51	3495.4	-12.3637	0.0205636	0.401497
USH1G	0	0	0			
USH2A	0	0	0			
USH2A-AS1	0	0	0			
USH2A-AS2	0	0	0			
USHBP1	0	0	0			
USO1	-0.0329934	5248.94	5370.39	-2.03121	0.192447	0.625365
USP1	0.0122736	4399.91	4362.63	0.208534	0.856574	0.937682
USP10	0.0956551	4621.86	4325.29	2.67097	0.22778	0.659953
USP10P1	0.688103	1.44674	0.518615	1.26235	0.360293	0.706022
USP10P2	0.522038	1.93191	1.04174	0.871739	0.543547	0.736179
USP11	0.177956	3186.9	2816.96	5.82366	0.0407749	0.427289
USP12	0.0197797	2823.39	2784.93	1.46852	0.37721	0.706022
USP12-AS1	0	0	0			
USP12-AS2	-1.84884	0	2.6021	-8.9268	0.0710195	0.486679
USP12P1	-2.06262	0.485168	5.2042	-3.90099	0.0975063	0.523769
USP12P2	0	0	0			
USP12PX	0.333245	2.88471	2.08349	31.319	0.00653138	0.271384
USP12PY	-0.462359	0.485168	1.04625	-0.34227	0.770947	0.889003
USP13	-0.25893	810.779	970.367	-5.48661	0.114664	0.543429
USP14	-0.0270413	5706.53	5814.52	-0.646943	0.611127	0.783197
USP15	0.228441	2799.46	2389.36	3.25474	0.0828401	0.501742
USP16	-0.0546692	2280.37	2368.48	-0.905819	0.506174	0.710642
USP17L1	0	0	0			
USP17L10	0	0	0			
USP17L11	0	0	0			
USP17L12	0	0	0			
USP17L13	0	0	0			
USP17L14P	0	0	0			
USP17L15	0	0	0			
USP17L17	0	0	0			
USP17L18	0	0	0			
USP17L19	0	0	0			
USP17L2	0	0	0			
USP17L20	0	0	0			
USP17L21	0	0	0			
USP17L22	0	0	0			
USP17L24	0	0	0			
USP17L25	0	0	0			
USP17L26	0	0	0			
USP17L27	0	0	0			
USP17L28	0	0	0			
USP17L29	0	0	0			
USP17L3	0	0	0			
USP17L30	0	0	0			
USP17L4	0	0	0			
USP17L5	0	0	0			
USP17L6P	0.978442	0.970336	0	1	0.5	0.706022
USP17L7	0	0	0			
USP17L8	0	0	0			
USP17L9P	0	0	0			
USP18	3.73083	6013.49	452.008	50.479	0.0114046	0.340633
USP19	0.0657678	3492.08	3336.41	1.29831	0.334711	0.706022
USP2	0.171568	20.6869	18.2553	0.51132	0.691776	0.838344
USP2-AS1	2.27949	3.85505	0	7.48426	0.0845603	0.504092
USP20	-0.063617	916.546	957.912	-1.46515	0.336376	0.706022
USP21	-0.225513	1108.13	1295.78	-7.29391	0.0862205	0.507732
USP21P1	0.0510898	17.2907	16.6543	0.229888	0.844672	0.930453
USP22	-0.185164	14227.6	16176.2	-4.99279	0.119515	0.548679
USP24	0.0902293	4376.86	4111.45	4.04937	0.0751237	0.492811
USP25	0.228305	2727.98	2328.56	4.38841	0.0575329	0.469808
USP26	0.965548	0.952805	0	1	0.5	0.706022
USP27X	0.102529	126.989	118.208	0.870334	0.477876	0.706022
USP27X-AS1	-0.422893	29.3147	39.6404	-0.747154	0.588629	0.768398
USP28	0.124009	1545.93	1418.52	1.70757	0.322934	0.706022
USP29	0	0	0			
USP3	-0.0668814	2037.15	2133.86	-2.70923	0.114538	0.543378
USP3-AS1	1.41123	7.22493	2.09251	1.50225	0.357424	0.706022
USP30	-0.161015	507.215	567.222	-17.2936	0.0264477	0.413239
USP30-AS1	2.85715	6.24582	0	33.7912	0.0188343	0.393888
USP31	0.210248	1178.53	1018.58	2.10076	0.241747	0.677314
USP32	0.0416192	3073.49	2986.06	6.98868	0.0201005	0.39871
USP32P1	0.466155	1206.88	873.377	9.38171	0.0163546	0.373657
USP32P2	0.105453	222.424	206.675	0.538213	0.65122	0.810664
USP32P3	0.148964	154.231	139.003	0.842014	0.50861	0.712608
USP32P4	-0.247341	67.8214	80.6922	-1.26981	0.369706	0.706022
USP33	0.221532	3414.74	2928.53	6.27646	0.0279706	0.413239
USP34	-0.0198523	5266.47	5339.45	-0.485573	0.676823	0.828836
USP35	0.094505	250.415	234.473	0.787319	0.560609	0.74988
USP36	-0.069569	3666.72	3847.92	-1.04245	0.46908	0.706022
USP37	0.139046	1060.05	962.561	1.94357	0.301767	0.706022
USP38	0.103675	1233.39	1147.8	0.914038	0.481027	0.706022
USP39	0.0509943	2434.39	2349.81	1.72445	0.315722	0.706022
USP4	0.247309	774.137	652.027	2.92363	0.117056	0.545165
USP40	-0.205604	4718.82	5441.75	-4.44297	0.0885231	0.50893
USP41	4.11004	474.946	26.5622	174.438	0.000439953	0.224702
USP42	0.0832016	685.258	646.8	0.955754	0.442039	0.706022
USP43	-0.0676053	350.842	367.722	-1.47168	0.374247	0.706022
USP44	0.892453	18.2523	9.37117	4.64717	0.0435831	0.437899
USP45	-0.0730774	528.203	555.7	-1.35521	0.310041	0.706022
USP46	0.0877839	918.566	864.281	1.26634	0.391422	0.706022
USP46-DT	-0.0344102	24.9482	25.5746	0.128132	0.914199	0.966777
USP47	0.104894	2709.05	2519	3.55533	0.0938261	0.518254
USP48	-0.0189854	945.896	958.439	-0.483476	0.689033	0.836599
USP49	-0.0269631	546.578	556.908	-0.394783	0.75891	0.883302
USP5	-0.00427285	4956.34	4971.05	-0.0872616	0.938958	0.980213
USP50	2.74778	5.71683	0	1	0.5	0.706022
USP51	0.0785544	133.208	126.096	0.619579	0.626077	0.793665
USP53	0.312996	1888.09	1519.65	5.85157	0.0554167	0.463892
USP54	0.14055	915.17	830.124	2.37838	0.172811	0.604646
USP6	0.375087	17.8723	13.5517	0.235833	0.848535	0.932791
USP6NL	0.029541	1333.16	1306.12	0.589161	0.658655	0.815829
USP7	-0.185193	5597.82	6364.68	-4.39392	0.1103	0.537628
USP8	-0.00396091	2664.47	2671.8	-0.116254	0.919607	0.970396
USP8P1	1.28568	1.43797	0	4.49194	0.139451	0.569014
USP8P2	0	0	0			
USP9X	0.296248	4389.56	3574.53	7.15372	0.0597785	0.473964
USP9Y	0	0	0			
USPL1	0.195365	775.502	677.16	8.47726	0.0224375	0.409257
UST	-0.0178875	873.965	884.881	-0.216633	0.860996	0.939535
UST-AS1	0	0	0			
UST-AS2	-0.782657	8.68043	15.6532	-1.00896	0.423938	0.706022
UTF1	0	0	0			
UTP11	0.0910507	1568.7	1472.7	1.3443	0.312468	0.706022
UTP14A	-0.0433077	1152.74	1187.9	-0.786115	0.565405	0.752789
UTP14C	0.0769969	90.9837	86.2032	0.0105429	0.992549	0.995648
UTP15	-0.111281	904.028	976.6	-2.50636	0.236098	0.670573
UTP18	-0.0671836	2677.48	2805.16	-2.38643	0.156102	0.58615
UTP20	0.18256	2610.45	2300.05	5.83648	0.0688572	0.486427
UTP23	0.0110415	1535.53	1523.82	0.241854	0.84867	0.932862
UTP25	0.162572	2482.5	2217.83	4.60835	0.135831	0.568072
UTP3	-0.0107218	1248.42	1257.74	-0.266327	0.830229	0.922568
UTP4	0.0395725	2407.03	2341.87	0.639546	0.631678	0.797969
UTP6	0.234569	2192.29	1863.16	2.21799	0.168283	0.601198
UTRN	0.208177	2813.26	2435.11	1.98774	0.198581	0.633216
UTS2	0.0315693	5.33685	5.19969	-0.420954	0.738575	0.869371
UTS2B	-0.259173	7.22493	8.84353	-0.497171	0.673528	0.826625
UTS2R	0	0	0			
UTY	0	0	0			
UVRAG	0.0180314	966.574	954.556	0.264508	0.822937	0.918043
UVRAG-DT	-1.3538	0	1.55585	-1	0.5	0.706022
UVSSA	0.24236	708.747	598.993	8.40594	0.074848	0.49244
UXS1	0.0683273	1816.9	1732.81	2.92893	0.106791	0.535389
UXT	-0.115323	1237.4	1340.46	-1.30985	0.321908	0.706022
UXT-AS1	1.18474	7.19863	2.60661	3.62791	0.0700331	0.486679
VAC14	0.0692404	2800.35	2669.08	1.94342	0.196257	0.62969
VAC14-AS1	1.28049	1.42921	0	1	0.5	0.706022
VAMP1	-0.180395	398.356	451.548	-2.34646	0.206551	0.640749
VAMP2	0.0182603	2057.66	2031.76	0.922863	0.510068	0.713745
VAMP3	0.101309	4241.73	3954.02	3.02945	0.144386	0.575149
VAMP4	0.028054	355.819	348.948	0.0890925	0.942936	0.981869
VAMP5	0.358822	21.6222	16.6408	0.845334	0.548221	0.740047
VAMP7	0.0576994	1172.61	1126.6	4.79076	0.0564972	0.467146
VAMP8	0.0972286	1545.73	1444.92	5.26859	0.0347167	0.413239
VAMP9P	0	0	0			
VANGL1	0.077502	1567.93	1485.87	1.80781	0.219005	0.651907
VANGL2	0.934053	115.38	59.9115	13.7822	0.0460497	0.441271
VAPA	-0.13316	14698.5	16119.8	-2.83817	0.1773	0.609015
VAPB	-0.178035	4508.62	5100.93	-13.5357	0.00607361	0.266097
VARS1	-0.0622322	3910.72	4083.14	-1.15215	0.436622	0.706022
VARS2	0.00482844	1164.51	1160.61	-0.016063	0.989539	0.994323
VASH1	-0.151998	503.81	559.898	-9.0008	0.0597939	0.473964
VASH1-AS1	-0.299412	44.6736	55.2078	-2.42111	0.238778	0.67376
VASH2	-0.119405	215.561	234.248	-0.41421	0.719138	0.856055
VASN	0.715876	83.6391	50.5313	13.3514	0.0234347	0.413022
VASP	0.0500598	6353.65	6136.94	5.85959	0.0686827	0.486427
VAT1	-0.47388	6743.16	9365.56	-6.50898	0.0968355	0.523649
VAT1L	-1.03299	0	1.04625	-1	0.5	0.706022
VAV1	0.245606	76.7766	64.6016	0.7172	0.592427	0.771087
VAV2	0.109112	8207.04	7609.16	4.60008	0.122031	0.551815
VAV3	0.250675	241.267	202.626	5.27237	0.0783137	0.49484
VAV3-AS1	0	0	0			
VAX1	0.0236797	96.4757	94.8888	0.0921665	0.935414	0.977943
VAX2	-0.0331643	109.417	111.985	-0.214935	0.865218	0.942096
VBP1	-0.0626277	1736.8	1813.9	-0.863534	0.480897	0.706022
VCAM1	1.41343	50.0981	18.1831	1.69419	0.303057	0.706022
VCAN	0.129337	6929.09	6334.85	2.78493	0.150647	0.579465
VCAN-AS1	0	0	0			
VCL	0.158641	8763.42	7850.77	20.9145	0.0242582	0.413239
VCP	-0.0515757	18949.8	19639.5	-1.6259	0.317178	0.706022
VCPIP1	0.34644	2439.61	1918.6	7.36956	0.0699374	0.486679
VCPKMT	0.251243	231.598	194.423	1.0492	0.457784	0.706022
VCX	0.407959	878.796	662.093	10.4402	0.0606022	0.475713
VCX2	0.333054	170.172	134.885	7.41381	0.0674239	0.484939
VCX3A	0.987313	173.515	87.0284	5.79941	0.0981018	0.524916
VCX3B	0.851681	109.832	60.4166	2.12738	0.278814	0.706022
VCY	1.29602	1.4555	0	1	0.5	0.706022
VCY1B	1.29602	1.4555	0	1	0.5	0.706022
VDAC1	-0.0123721	13779.4	13898.1	-0.660426	0.627329	0.794768
VDAC1P1	-0.0363676	26.395	27.0943	-0.19482	0.870822	0.944787
VDAC1P10	0.562086	0.476402	0	1	0.5	0.706022
VDAC1P11	0	0	0			
VDAC1P2	0.517718	1.92314	1.04174	56.1435	0.00416969	0.224702
VDAC1P3	-1.0298	0	1.04174	-323.025	0.0019708	0.224702
VDAC1P4	0	0	0			
VDAC1P5	0	0	0			
VDAC1P6	-0.1681	61.5405	69.2691	-5.79542	0.0550113	0.463163
VDAC1P7	-0.0406705	0.476402	0.518615	-0.0433267	0.969391	0.990635
VDAC1P8	0.0287231	5.31055	5.18615	0.42465	0.733616	0.865574
VDAC2	-0.0148145	12828.8	12961.2	-0.592924	0.631673	0.797969
VDAC2P2	0	0	0			
VDAC2P3	0	0	0			
VDAC2P5	-0.110323	420.241	453.717	-2.54711	0.134049	0.564496
VDAC3	-0.215238	4185.41	4858.98	-5.96663	0.0844259	0.504092
VDAC3P1	0	0	0			
VDR	0.413963	170.312	127.58	2.85822	0.118759	0.548299
VEGFA	0.0516946	5615.25	5417.57	1.06144	0.402941	0.706022
VEGFB	-0.209389	1656.45	1915.34	-5.89937	0.0290665	0.413239
VEGFC	0.153354	1996.51	1795.08	3.06328	0.0922546	0.515228
VEGFD	0.165832	4.81662	4.18502	0.553558	0.674659	0.827479
VENTX	0	0	0			
VENTXP1	0	0	0			
VENTXP3	0	0	0			
VENTXP5	0	0	0			
VENTXP6	0	0	0			
VENTXP7	0	0	0			
VEPH1	0.333618	6.19323	4.70814	0.0717617	0.949381	0.984256
VEZF1	0.171774	4568.66	4055.72	2.57674	0.187178	0.620087
VEZF1P1	0.0863833	36.0194	33.8679	0.42574	0.715111	0.853377
VEZT	0.109455	3359.17	3113.67	1.81296	0.304515	0.706022
VGF	0.039837	1931.12	1878.5	0.65856	0.582144	0.764247
VGLL1	0	0	0			
VGLL2	0	0	0			
VGLL3	0.250273	1478.79	1243.11	5.14792	0.121603	0.551454
VGLL4	-0.15999	1459.14	1630.39	-1.48009	0.291861	0.706022
VHL	-0.0369253	2824.9	2898.16	-1.20992	0.4097	0.706022
VHLL	0	0	0			
VIL1	0.682589	10.6299	6.24594	0.587064	0.652784	0.811729
VILL	0.978442	0.970336	0	1	0.5	0.706022
VIM	-0.0154642	10956.7	11074.8	-1.60749	0.250951	0.686315
VIM-AS1	-0.284167	56.2913	68.764	-2.19011	0.222011	0.653859
VIP	0.965548	0.952805	0	1	0.5	0.706022
VIPAS39	-0.156853	579.695	646.39	-6.91503	0.0913116	0.514145
VIPR1	-0.0342582	87.9793	90.1175	-1.08212	0.467213	0.706022
VIPR1-AS1	0	0	0			
VIPR2	-0.337706	113.492	143.688	-1.9612	0.268367	0.701252
VIRMA	-0.0455669	3972.28	4099.78	-1.16656	0.412214	0.706022
VIT	0	0	0			
VKORC1	-0.018969	1355.17	1373.12	-0.583711	0.658578	0.81582
VKORC1L1	-0.284799	1647.59	2007.38	-3.14772	0.192905	0.626092
VKORC1P1	0	0	0			
VKORC1P2	0	0	0			
VLDLR	0.0126197	4406.17	4367.79	0.38837	0.751046	0.877432
VLDLR-AS1	-0.709195	51.5361	84.8907	-2.49036	0.236701	0.670778
VMA21	-0.0302398	1602.27	1636.23	-0.385204	0.741852	0.871421
VMAC	-0.381056	34.1752	44.8085	-1.78751	0.250812	0.686315
VMO1	-0.171119	22.9988	26.021	-0.402218	0.737311	0.868292
VMP1	0.0891244	5874.39	5522.41	5.31823	0.0511057	0.451356
VN1R1	0.0293188	10.1272	9.90332	-0.055057	0.962862	0.990635
VN1R101P	0.696044	4.84291	2.60661	0.245642	0.844633	0.930453
VN1R103P	1.0332	5.31055	2.08349	1.54663	0.365376	0.706022
VN1R10P	0	0	0			
VN1R2	0	0	0			
VN1R3	0	0	0			
VN1R4	0	0	0			
VN1R5	0	0	0			
VN1R6P	0	0	0			
VN2R9P	0	0	0			
VNN1	1.11772	58.7522	26.5351	2.53789	0.135032	0.566238
VNN2	-0.911858	2.85841	6.25948	-0.987569	0.48146	0.706022
VNN3	2.28728	3.88134	0	1	0.5	0.706022
VOPP1	0.0984235	1141.05	1065.74	0.929098	0.516191	0.718564
VPREB1	0	0	0			
VPREB3	0.363319	11.0186	8.34296	0.489236	0.680876	0.831375
VPS11	-0.0962986	1112.94	1189.83	-1.11083	0.39104	0.706022
VPS13A	-0.113574	1610.78	1742.79	-1.71866	0.335013	0.706022
VPS13A-AS1	0	0	0			
VPS13B	0.154203	1952.04	1754.06	2.24475	0.168863	0.601692
VPS13B-DT	-0.32492	35.128	44.2538	-1.57814	0.25536	0.689631
VPS13C	0.0793508	1779.1	1683.84	1.34	0.368986	0.706022
VPS13D	0.139269	1349.68	1225.39	2.34591	0.185951	0.618237
VPS16	0.195107	1133.67	990.147	17.2798	0.0205326	0.401205
VPS18	0.122435	1861.84	1710.27	0.929813	0.482046	0.706022
VPS25	0.0786858	1627.12	1540.7	2.91627	0.206763	0.640923
VPS25P1	0	0	0			
VPS26A	-0.032527	4671.87	4778.42	-0.675219	0.621454	0.790614
VPS26AP1	0	0	0			
VPS26B	-0.18017	1106.36	1253.66	-3.88753	0.129685	0.558459
VPS26C	-0.0181496	2340.4	2370.05	-0.164721	0.893626	0.957265
VPS28	-0.0677531	1857.73	1947.11	-1.20973	0.398427	0.706022
VPS29	-0.043452	2389.53	2462.62	-0.903885	0.531825	0.728949
VPS33A	-0.0383338	1562.27	1604.37	-0.353237	0.759864	0.883648
VPS33B	-0.029507	508.238	518.761	-0.983806	0.472438	0.706022
VPS33B-DT	-0.793479	10.0833	18.2102	-1.92912	0.237035	0.671419
VPS35	-0.049183	6944.31	7185.17	-0.893671	0.533536	0.730013
VPS35L	0.0103269	2505.09	2487.21	0.738564	0.572784	0.758206
VPS35P1	0	0	0			
VPS36	-0.0921972	2292.69	2444.05	-1.59771	0.267618	0.70074
VPS37A	-0.0117775	2100.49	2117.71	-0.365706	0.755684	0.881037
VPS37B	0.0746841	1377.75	1308.19	1.04334	0.407459	0.706022
VPS37C	0.163944	797.308	711.555	3.04686	0.119278	0.548679
VPS37D	-0.0921739	103.981	110.907	-0.434717	0.718572	0.855738
VPS39	0.0820644	2647.46	2501.02	1.47553	0.303419	0.706022
VPS41	-0.00287627	1340.75	1343.43	-0.0555985	0.962231	0.990635
VPS45	-0.0385516	1291.75	1326.77	-0.577324	0.636224	0.800796
VPS4A	-0.037034	4050.79	4156.15	-0.503528	0.69261	0.838841
VPS4B	-0.00258874	2052.4	2056.09	-0.0416806	0.971029	0.990635
VPS50	-0.0680043	569.302	596.828	-1.29865	0.343604	0.706022
VPS51	-0.306001	1406.4	1738.94	-3.43428	0.109736	0.537628
VPS52	-0.104312	1727.11	1856.68	-2.67048	0.14683	0.576494
VPS53	-0.0202213	944.449	957.794	-0.470851	0.689698	0.837009
VPS54	0.0179457	1102.11	1088.47	0.345448	0.763189	0.885557
VPS72	-0.0335097	1816.42	1859.13	-0.951488	0.475568	0.706022
VPS8	0.0916645	689.314	646.818	1.84256	0.275596	0.706022
VPS9D1	-0.00853702	1154.88	1161.74	-0.0688857	0.955526	0.987832
VPS9D1-AS1	0	0	0			
VRK1	-0.380344	424.362	552.674	-6.8218	0.0464721	0.442374
VRK2	0.0294252	2183.16	2139.06	0.330564	0.772392	0.889527
VRK3	0.0729943	1500.15	1426.09	2.59273	0.207205	0.641079
VRTN	-1.36142	0	1.56938	-1	0.5	0.706022
VSIG1	1.94801	2.85841	0	1	0.5	0.706022
VSIG10	-0.170987	652.766	735.028	-3.63884	0.106008	0.5342
VSIG10L	0.535267	615.65	424.508	6.98751	0.089403	0.509884
VSIG10L2	0	0	0			
VSIG2	0	0	0			
VSIG4	0.978442	0.970336	0	1	0.5	0.706022
VSIG8	0.385534	17.2907	13.0015	0.897528	0.517259	0.719449
VSIR	0.494565	1917.31	1360.57	23.4445	0.0104343	0.328995
VSNL1	1.22083	75.4351	31.7934	5.34574	0.0746919	0.492322
VSTM1	2.41926	4.34898	0	3.16248	0.19497	0.627585
VSTM2A	0	0	0			
VSTM2A-OT1	0	0	0			
VSTM2B	0	0	0			
VSTM2L	1.29602	1.4555	0	1	0.5	0.706022
VSTM4	0.263055	38.948	32.2895	5.33	0.0381403	0.416305
VSTM5	0	0	0			
VSX1	0.281421	5.25796	4.14892	0.439171	0.714885	0.853188
VSX2	0	0	0			
VTA1	0.297305	2939.72	2392.07	8.67013	0.0719415	0.489452
VTA1P2	-1.03299	0	1.04625	-1	0.5	0.706022
VTCN1	0.978442	0.970336	0	1	0.5	0.706022
VTI1A	0.0401729	1107.48	1077.04	0.71072	0.559574	0.749219
VTI1B	0.0148335	2548.98	2522.89	0.284159	0.809826	0.910469
VTI1BP1	0	0	0			
VTI1BP2	1.55615	1.94067	0	1	0.5	0.706022
VTI1BP3	0	0	0			
VTN	1.06753	1085.84	517.57	9.18379	0.0343682	0.413239
VTRNA1-1	-0.607036	0	0.523127	-1	0.5	0.706022
VTRNA1-2	0	0	0			
VTRNA1-3	0.972009	0.96157	0	150.771	0.00422236	0.224702
VTRNA2-1	0	0	0			
VTRNA3-1P	0	0	0			
VWA1	-0.111544	1595.16	1723.47	-1.13847	0.454376	0.706022
VWA2	0	0	0			
VWA3A	-1.03299	0	1.04625	-1	0.5	0.706022
VWA3B	0	0	0			
VWA5A	0.256483	367.726	307.67	1.53824	0.362823	0.706022
VWA5B1	0	0	0			
VWA5B2	1.15559	10.551	4.18502	1.13309	0.447107	0.706022
VWA7	-0.0540748	159.515	165.646	-0.603855	0.64369	0.806129
VWA8	-0.321399	1041.76	1301.97	-3.58724	0.0890094	0.50913
VWA8-AS1	-1.02661	0	1.03723	-1	0.5	0.706022
VWC2	0	0	0			
VWC2L	-1.36142	0	1.56938	-1	0.5	0.706022
VWC2L-IT1	0	0	0			
VWCE	1.08936	3.33482	1.03723	0.392951	0.741472	0.8711
VWDE	-0.356768	22.5662	29.1778	-1.65217	0.275125	0.706022
VWF	3.0261	7.14604	0	1	0.5	0.706022
VWFP1	0	0	0			
VXN	1.86536	17.7934	4.15795	3.24233	0.187883	0.620699
WAC	0.0376701	9280.91	9041.69	0.954509	0.514137	0.717023
WAC-AS1	-0.020483	1077.36	1092.78	-0.319347	0.803006	0.908265
WAKMAR2	1.19514	49.005	20.8394	9.66679	0.0130914	0.357892
WAPL	0.0944198	4202.41	3936.12	3.3579	0.181503	0.612786
WARS1	0.582002	26889.2	17962.6	29.0862	0.00169672	0.224702
WARS2	-0.120036	669.437	727.605	-2.04295	0.257443	0.692019
WARS2-AS1	-0.0898574	387.636	412.611	-0.93646	0.449249	0.706022
WARS2-IT1	0	0	0			
WAS	0.839654	12.024	6.27753	0.967963	0.510051	0.713745
WASF1	0.120045	653.269	601.031	4.24116	0.0662671	0.481563
WASF2	-0.0276187	8720.96	8889.54	-1.35585	0.38921	0.706022
WASF3	0.319913	47.0556	37.4982	1.59381	0.346426	0.706022
WASF4P	0.105663	10.1447	9.35764	0.0399506	0.971915	0.990635
WASF5P	0	0	0			
WASH2P	0.0277873	404.628	396.89	0.42426	0.743819	0.872909
WASH3P	0.137783	462.039	419.863	3.36532	0.138289	0.569014
WASH4P	0.062162	175.719	168.266	0.200703	0.871094	0.944845
WASH5P	0.169879	31.7669	28.127	0.864321	0.545997	0.738229
WASH6P	0.164204	625.886	558.446	3.26744	0.170071	0.602319
WASH7P	0.0478387	486.8	470.89	0.471518	0.71297	0.852002
WASH8P	0.156735	865.244	776.067	2.20193	0.267166	0.700451
WASH9P	-0.00224141	535.618	536.452	-0.0683625	0.956253	0.98831
WASHC1	-0.0861987	457.196	485.407	-3.4682	0.17463	0.606054
WASHC2A	0.0419173	2270.5	2205.45	2.2132	0.250792	0.686315
WASHC2C	0.0654986	2333.83	2230.2	2.83299	0.123931	0.553036
WASHC3	0.0576654	773.103	742.771	3.45578	0.0806138	0.496805
WASHC4	0.39131	8498.84	6479.59	8.36437	0.0267796	0.413239
WASHC5	-0.178568	3639.87	4119.6	-2.3312	0.253476	0.688322
WASIR1	0.570626	0.485168	0	1	0.5	0.706022
WASIR2	-0.743713	1.4555	3.11169	-0.255421	0.824888	0.919357
WASL	0.0864309	2576.36	2426.49	2.00805	0.18507	0.617325
WBP1	-0.233681	759.93	893.725	-3.00532	0.159594	0.590675
WBP11	0.151431	5369.05	4833.96	9.76369	0.0106946	0.331159
WBP11P1	0.562086	0.476402	0	1	0.5	0.706022
WBP11P2	0	0	0			
WBP11P3	0	0	0			
WBP1L	0.0614377	1720.56	1648.79	1.17632	0.447832	0.706022
WBP1LP10	0	0	0			
WBP1LP11	0	0	0			
WBP1LP12	0	0	0			
