accession	contrast	class_label	organ	method	family	panel	n_in_set	n_observed	n_up	estimand	estimate	median_log2FC	mean_log2FC	aux_mean_log2FC	sign_p_greater	wilcoxon_p_greater	wilcoxon_p_less	ranksum_p_greater	nes	perm_p	stouffer_p	call	cldn4_log2FC	cldn4_down	concordant_hit	note
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_median_probe_detected	sensitivity	NHEJ_EXT	16	12	1	median_log2FC	-0.85307784	-0.85307784	-0.83690687	-0.83690687	0.99975586	0.9987793	0.0017089844	0.63433558				down	-0.21276348	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_median_probe_detected	sensitivity	HALLMARK_IFNA	97	70	11	median_log2FC	-0.60566479	-0.60566479	-0.82229606	-0.82229606	1	0.99999998	1.8565821e-08	0.65209976				down	-0.21276348	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_median_probe_detected	sensitivity	HALLMARK_IFNG	200	154	28	median_log2FC	-1.0614068	-1.0614068	-1.0470549	-1.0470549	1	1	4.7355933e-17	0.99351241				down	-0.21276348	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_median_probe_detected	sensitivity	REACTOME_NHEJ	68	20	3	median_log2FC	-0.95404055	-0.95404055	-0.74103596	-0.74103596	0.99979877	0.99928379	0.00084495544	0.58322879				down	-0.21276348	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_max_probe	optimistic	IFN_ISG	39	27	9	median_log2FC	-0.82861396	-0.82861396	-0.76902577	-0.76902577	0.97388051	0.9951956	0.0051892251	0.98237926				down	-2.3057934	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_max_probe	optimistic	MHC_APM	18	14	7	median_log2FC	0.15824302	0.15824302	0.095953052	0.095953052	0.60473633	0.40386963	0.61956787	0.26492464				weak_up	-2.3057934	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_max_probe	optimistic	NHEJ_CORE	8	5	1	median_log2FC	-0.99665221	-0.99665221	-0.92625616	-0.92625616	0.96875	0.96875	0.0625	0.91206296				weak_down	-2.3057934	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_max_probe	optimistic	NHEJ_EXT	16	12	4	median_log2FC	-0.11150328	-0.11150328	-0.33064405	-0.33064405	0.92700195	0.91186523	0.10180664	0.714075				weak_down	-2.3057934	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_max_probe	optimistic	HALLMARK_IFNA	97	70	30	median_log2FC	-0.090491662	-0.090491662	-0.14617862	-0.14617862	0.9058919	0.84917705	0.15082295	0.65040666				weak_down	-2.3057934	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_max_probe	optimistic	HALLMARK_IFNG	200	154	72	median_log2FC	-0.19031252	-0.19031252	-0.21490061	-0.21490061	0.81227156	0.93794894	0.062051056	0.7985466				weak_down	-2.3057934	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_max_probe	optimistic	REACTOME_NHEJ	68	20	8	median_log2FC	-0.4962318	-0.4962318	-0.091352152	-0.091352152	0.86841202	0.72706223	0.28529835	0.65785389				weak_down	-2.3057934	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_min_probe	sensitivity	IFN_ISG	39	27	6	median_log2FC	-1.1170261	-1.1170261	-1.1039827	-1.1039827	0.99924314	0.99970075	0.00033388287	0.41287355				down	-2.3057934	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_min_probe	sensitivity	MHC_APM	18	14	1	median_log2FC	-1.7181173	-1.7181173	-2.2731086	-2.2731086	0.99993896	0.99981689	0.00030517578	0.92352888				down	-2.3057934	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_min_probe	sensitivity	NHEJ_CORE	8	5	0	median_log2FC	-1.6547872	-1.6547872	-1.5346746	-1.5346746	1	1	0.03125	0.73107976				down	-2.3057934	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_min_probe	sensitivity	NHEJ_EXT	16	12	1	median_log2FC	-1.3257197	-1.3257197	-1.4581467	-1.4581467	0.99975586	0.9987793	0.0017089844	0.64135265				down	-2.3057934	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_min_probe	sensitivity	HALLMARK_IFNA	97	70	11	median_log2FC	-1.2936423	-1.2936423	-1.3558979	-1.3558979	1	1	4.4682619e-09	0.69259402				down	-2.3057934	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_min_probe	sensitivity	HALLMARK_IFNG	200	154	31	median_log2FC	-1.4753559	-1.4753559	-1.467742	-1.467742	1	1	1.3551968e-15	0.92763827				down	-2.3057934	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_min_probe	sensitivity	REACTOME_NHEJ	68	20	3	median_log2FC	-1.3064349	-1.3064349	-1.2947849	-1.2947849	0.99979877	0.99949169	0.00060462952	0.58937089				down	-2.3057934	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_median_probe_drop_array1	sensitivity	IFN_ISG	39	27	7	median_log2FC	-1.0090443	-1.0090443	-0.70819588	-0.70819588	0.99703769	0.96342991	0.038612887	0.76853481				down	-0.21276348	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_median_probe_drop_array1	sensitivity	MHC_APM	18	14	3	median_log2FC	-0.58842781	-0.58842781	-0.69533611	-0.69533611	0.99353027	0.98773193	0.014770508	0.62580464				down	-0.21276348	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_median_probe_drop_array1	sensitivity	NHEJ_CORE	8	5	1	median_log2FC	-0.8542917	-0.8542917	-0.89799993	-0.89799993	0.96875	0.9375	0.09375	0.70041498				weak_down	-0.21276348	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_median_probe_drop_array1	sensitivity	NHEJ_EXT	16	12	3	median_log2FC	-0.77284789	-0.77284789	-0.81486902	-0.81486902	0.98071289	0.98657227	0.017089844	0.72349535				down	-0.21276348	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_median_probe_drop_array1	sensitivity	HALLMARK_IFNA	97	70	14	median_log2FC	-0.58483678	-0.58483678	-0.67524476	-0.67524476	0.99999995	0.99997981	2.0188992e-05	0.78408571				down	-0.21276348	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_median_probe_drop_array1	sensitivity	HALLMARK_IFNG	200	154	37	median_log2FC	-0.66934598	-0.66934598	-0.67229535	-0.67229535	1	0.99999998	2.2026835e-08	0.8847897				down	-0.21276348	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_median_probe_drop_array1	sensitivity	REACTOME_NHEJ	68	20	6	median_log2FC	-0.72244205	-0.72244205	-0.59307195	-0.59307195	0.97930527	0.9923439	0.0085906982	0.59208375				down	-0.21276348	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_median_probe_drop_array2	sensitivity	IFN_ISG	39	27	6	median_log2FC	-0.71600959	-0.71600959	-1.0598506	-1.0598506	0.99924314	0.99876565	0.0013538674	0.75227048				down	-4.0661965	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_median_probe_drop_array2	sensitivity	MHC_APM	18	14	5	median_log2FC	-0.67879409	-0.67879409	-0.6613829	-0.6613829	0.91021729	0.96618652	0.039245605	0.32793219				down	-4.0661965	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_median_probe_drop_array2	sensitivity	NHEJ_CORE	8	5	0	median_log2FC	-1.3738752	-1.3738752	-1.5922282	-1.5922282	1	1	0.03125	0.88718463				down	-4.0661965	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_median_probe_drop_array2	sensitivity	NHEJ_EXT	16	12	4	median_log2FC	-0.89336818	-0.89336818	-0.95804384	-0.95804384	0.92700195	0.98657227	0.017089844	0.59914757				down	-4.0661965	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_median_probe_drop_array2	sensitivity	HALLMARK_IFNA	97	70	16	median_log2FC	-0.70332533	-0.70332533	-0.73717067	-0.73717067	0.99999917	0.99999898	1.0218913e-06	0.42776086				down	-4.0661965	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_median_probe_drop_array2	sensitivity	HALLMARK_IFNG	200	154	42	median_log2FC	-0.72432775	-0.72432775	-0.96143423	-0.96143423	1	1	1.8347684e-10	0.79136413				down	-4.0661965	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_median_probe_drop_array2	sensitivity	REACTOME_NHEJ	68	20	5	median_log2FC	-0.92212957	-0.92212957	-0.93255745	-0.93255745	0.99409103	0.99465561	0.0060396194	0.60453805				down	-4.0661965	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_median_probe_drop_array3	sensitivity	IFN_ISG	39	27	5	median_log2FC	-0.82264141	-0.82264141	-0.95328763	-0.95328763	0.99984463	0.99864613	0.0014833957	0.929002				down	-2.6384201	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_median_probe_drop_array3	sensitivity	MHC_APM	18	14	2	median_log2FC	-0.62696113	-0.62696113	-0.64327738	-0.64327738	0.99908447	0.98236084	0.020935059	0.5921496				down	-2.6384201	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_median_probe_drop_array3	sensitivity	NHEJ_CORE	8	5	0	median_log2FC	-0.69057369	-0.69057369	-1.201168	-1.201168	1	1	0.03125	0.84659422				down	-2.6384201	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_median_probe_drop_array3	sensitivity	NHEJ_EXT	16	12	2	median_log2FC	-0.65348865	-0.65348865	-0.85520217	-0.85520217	0.99682617	0.99829102	0.0024414062	0.77056631				down	-2.6384201	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_median_probe_drop_array3	sensitivity	HALLMARK_IFNA	97	70	17	median_log2FC	-0.60938952	-0.60938952	-0.64961049	-0.64961049	0.99999707	0.99999792	2.0848268e-06	0.6827568				down	-2.6384201	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_median_probe_drop_array3	sensitivity	HALLMARK_IFNG	200	154	42	median_log2FC	-0.63021557	-0.63021557	-0.7175847	-0.7175847	1	0.99999998	1.9890842e-08	0.87435372				down	-2.6384201	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE22493	SKOV-3 KD	cancer	ovary	scanarray_median_probe_drop_array3	sensitivity	REACTOME_NHEJ	68	20	5	median_log2FC	-0.48438898	-0.48438898	-0.77010265	-0.77010265	0.99409103	0.98802471	0.013320923	0.56570576				down	-2.6384201	yes	no	ScanArray log2((Ch2+1)/(Ch1+1)); Ch2 is knockdown, Ch1 is overexpression control.
GSE207704	T47D KO vs WT	cancer	breast	kallisto_median_of_ratios_log2FC	alternate_de	IFN_ISG	39	35	13	median_log2FC	-0.25140154	-0.25140154	-0.49297279	-0.49297279	0.95523446	0.98742266	0.013150583	0.98855126				down	-1.0469305	yes	no	Kallisto 0.52.0 on Ensembl 111 cDNA, single-end fragment length 200 (sd 20). Estimated counts summed to gene_symbol. Median-of-ratios size factors. log2((mean KO + 1) / (mean WT + 1)), n=2 vs 2. Pseudoalignment of the scored runs: 37.0–42.1%. A row is a concordant hit only when CLDN4 log2FC is negative in this same scoring.
GSE207704	T47D KO vs WT	cancer	breast	kallisto_median_of_ratios_log2FC+prerank_gsea	pathway	IFN_ISG	39	35		NES	-1.7828127								-1.7828127			not_up	-1.0469305	yes	no	Kallisto 0.52.0 on Ensembl 111 cDNA, single-end fragment length 200 (sd 20). Estimated counts summed to gene_symbol. Median-of-ratios size factors. log2((mean KO + 1) / (mean WT + 1)), n=2 vs 2. Pseudoalignment of the scored runs: 37.0–42.1%. A row is a concordant hit only when CLDN4 log2FC is negative in this same scoring. Prerank GSEA, 300 gene-set permutations.
GSE207704	T47D KO vs WT	cancer	breast	kallisto_median_of_ratios_log2FC	alternate_de	MHC_APM	18	17	2	median_log2FC	-0.23156613	-0.23156613	-0.20960138	-0.20960138	0.99986267	0.99958038	0.00053405762	0.99636628				down	-1.0469305	yes	no	Kallisto 0.52.0 on Ensembl 111 cDNA, single-end fragment length 200 (sd 20). Estimated counts summed to gene_symbol. Median-of-ratios size factors. log2((mean KO + 1) / (mean WT + 1)), n=2 vs 2. Pseudoalignment of the scored runs: 37.0–42.1%. A row is a concordant hit only when CLDN4 log2FC is negative in this same scoring.
GSE207704	T47D KO vs WT	cancer	breast	kallisto_median_of_ratios_log2FC+prerank_gsea	pathway	MHC_APM	18	17		NES	-1.3234777								-1.3234777			not_up	-1.0469305	yes	no	Kallisto 0.52.0 on Ensembl 111 cDNA, single-end fragment length 200 (sd 20). Estimated counts summed to gene_symbol. Median-of-ratios size factors. log2((mean KO + 1) / (mean WT + 1)), n=2 vs 2. Pseudoalignment of the scored runs: 37.0–42.1%. A row is a concordant hit only when CLDN4 log2FC is negative in this same scoring. Prerank GSEA, 300 gene-set permutations.
GSE207704	T47D KO vs WT	cancer	breast	kallisto_median_of_ratios_log2FC	alternate_de	NHEJ_CORE	8	8	5	median_log2FC	0.076016078	0.076016078	-0.0023844157	-0.0023844157	0.36328125	0.421875	0.62890625	0.4161044				weak_up	-1.0469305	yes	no	Kallisto 0.52.0 on Ensembl 111 cDNA, single-end fragment length 200 (sd 20). Estimated counts summed to gene_symbol. Median-of-ratios size factors. log2((mean KO + 1) / (mean WT + 1)), n=2 vs 2. Pseudoalignment of the scored runs: 37.0–42.1%. A row is a concordant hit only when CLDN4 log2FC is negative in this same scoring.
GSE207704	T47D KO vs WT	cancer	breast	kallisto_median_of_ratios_log2FC+prerank_gsea	pathway	NHEJ_CORE	8	8		NES	-0.41573876								-0.41573876			not_up	-1.0469305	yes	no	Kallisto 0.52.0 on Ensembl 111 cDNA, single-end fragment length 200 (sd 20). Estimated counts summed to gene_symbol. Median-of-ratios size factors. log2((mean KO + 1) / (mean WT + 1)), n=2 vs 2. Pseudoalignment of the scored runs: 37.0–42.1%. A row is a concordant hit only when CLDN4 log2FC is negative in this same scoring. Prerank GSEA, 300 gene-set permutations.
GSE207704	T47D KO vs WT	cancer	breast	kallisto_median_of_ratios_log2FC	alternate_de	NHEJ_EXT	16	16	9	median_log2FC	0.035636424	0.035636424	-0.054849867	-0.054849867	0.40180969	0.76812744	0.24771118	0.66388161				weak_up	-1.0469305	yes	no	Kallisto 0.52.0 on Ensembl 111 cDNA, single-end fragment length 200 (sd 20). Estimated counts summed to gene_symbol. Median-of-ratios size factors. log2((mean KO + 1) / (mean WT + 1)), n=2 vs 2. Pseudoalignment of the scored runs: 37.0–42.1%. A row is a concordant hit only when CLDN4 log2FC is negative in this same scoring.
GSE207704	T47D KO vs WT	cancer	breast	kallisto_median_of_ratios_log2FC+prerank_gsea	pathway	NHEJ_EXT	16	16		NES	-0.7918656								-0.7918656			not_up	-1.0469305	yes	no	Kallisto 0.52.0 on Ensembl 111 cDNA, single-end fragment length 200 (sd 20). Estimated counts summed to gene_symbol. Median-of-ratios size factors. log2((mean KO + 1) / (mean WT + 1)), n=2 vs 2. Pseudoalignment of the scored runs: 37.0–42.1%. A row is a concordant hit only when CLDN4 log2FC is negative in this same scoring. Prerank GSEA, 300 gene-set permutations.
GSE207704	T47D KO vs WT	cancer	breast	kallisto_median_of_ratios_log2FC	alternate_de	HALLMARK_IFNA	97	89	29	median_log2FC	-0.1751335	-0.1751335	-0.27571536	-0.27571536	0.99969487	0.99917879	0.00082120975	0.99937699				down	-1.0469305	yes	no	Kallisto 0.52.0 on Ensembl 111 cDNA, single-end fragment length 200 (sd 20). Estimated counts summed to gene_symbol. Median-of-ratios size factors. log2((mean KO + 1) / (mean WT + 1)), n=2 vs 2. Pseudoalignment of the scored runs: 37.0–42.1%. A row is a concordant hit only when CLDN4 log2FC is negative in this same scoring.
GSE207704	T47D KO vs WT	cancer	breast	kallisto_median_of_ratios_log2FC+prerank_gsea	pathway	HALLMARK_IFNA	97	89		NES	-1.6746175								-1.6746175			not_up	-1.0469305	yes	no	Kallisto 0.52.0 on Ensembl 111 cDNA, single-end fragment length 200 (sd 20). Estimated counts summed to gene_symbol. Median-of-ratios size factors. log2((mean KO + 1) / (mean WT + 1)), n=2 vs 2. Pseudoalignment of the scored runs: 37.0–42.1%. A row is a concordant hit only when CLDN4 log2FC is negative in this same scoring. Prerank GSEA, 300 gene-set permutations.
GSE207704	T47D KO vs WT	cancer	breast	kallisto_median_of_ratios_log2FC	alternate_de	HALLMARK_IFNG	200	171	69	median_log2FC	-0.095355684	-0.095355684	-0.1795988	-0.1795988	0.99543896	0.99963473	0.00036527421	0.99911137				down	-1.0469305	yes	no	Kallisto 0.52.0 on Ensembl 111 cDNA, single-end fragment length 200 (sd 20). Estimated counts summed to gene_symbol. Median-of-ratios size factors. log2((mean KO + 1) / (mean WT + 1)), n=2 vs 2. Pseudoalignment of the scored runs: 37.0–42.1%. A row is a concordant hit only when CLDN4 log2FC is negative in this same scoring.
GSE207704	T47D KO vs WT	cancer	breast	kallisto_median_of_ratios_log2FC+prerank_gsea	pathway	HALLMARK_IFNG	200	171		NES	-1.5418797								-1.5418797			not_up	-1.0469305	yes	no	Kallisto 0.52.0 on Ensembl 111 cDNA, single-end fragment length 200 (sd 20). Estimated counts summed to gene_symbol. Median-of-ratios size factors. log2((mean KO + 1) / (mean WT + 1)), n=2 vs 2. Pseudoalignment of the scored runs: 37.0–42.1%. A row is a concordant hit only when CLDN4 log2FC is negative in this same scoring. Prerank GSEA, 300 gene-set permutations.
GSE207704	T47D KO vs WT	cancer	breast	kallisto_median_of_ratios_log2FC	alternate_de	REACTOME_NHEJ	68	63	28	median_log2FC	-0.033818425	-0.033818425	-0.07591404	-0.07591404	0.84324847	0.94617373	0.053826271	0.86873143				weak_down	-1.0469305	yes	no	Kallisto 0.52.0 on Ensembl 111 cDNA, single-end fragment length 200 (sd 20). Estimated counts summed to gene_symbol. Median-of-ratios size factors. log2((mean KO + 1) / (mean WT + 1)), n=2 vs 2. Pseudoalignment of the scored runs: 37.0–42.1%. A row is a concordant hit only when CLDN4 log2FC is negative in this same scoring.
GSE207704	T47D KO vs WT	cancer	breast	kallisto_median_of_ratios_log2FC+prerank_gsea	pathway	REACTOME_NHEJ	68	63		NES	-0.88203328								-0.88203328			not_up	-1.0469305	yes	no	Kallisto 0.52.0 on Ensembl 111 cDNA, single-end fragment length 200 (sd 20). Estimated counts summed to gene_symbol. Median-of-ratios size factors. log2((mean KO + 1) / (mean WT + 1)), n=2 vs 2. Pseudoalignment of the scored runs: 37.0–42.1%. A row is a concordant hit only when CLDN4 log2FC is negative in this same scoring. Prerank GSEA, 300 gene-set permutations.
GSE207704	MCF-7 KO vs WT	cancer	breast	kallisto_median_of_ratios_log2FC	alternate_de	IFN_ISG	39	34	11	median_log2FC	-0.20538496	-0.20538496	-0.31571301	-0.31571301	0.98784674	0.99272324	0.0076547112	0.99854025				down	-0.76017944	yes	no	Kallisto 0.52.0 on Ensembl 111 cDNA, single-end fragment length 200 (sd 20). Estimated counts summed to gene_symbol. Median-of-ratios size factors. log2((mean KO + 1) / (mean WT + 1)), n=2 vs 2. Pseudoalignment of the scored runs: 37.0–42.1%. A row is a concordant hit only when CLDN4 log2FC is negative in this same scoring.
GSE207704	MCF-7 KO vs WT	cancer	breast	kallisto_median_of_ratios_log2FC+prerank_gsea	pathway	IFN_ISG	39	34		NES	-1.5268791								-1.5268791			not_up	-0.76017944	yes	no	Kallisto 0.52.0 on Ensembl 111 cDNA, single-end fragment length 200 (sd 20). Estimated counts summed to gene_symbol. Median-of-ratios size factors. log2((mean KO + 1) / (mean WT + 1)), n=2 vs 2. Pseudoalignment of the scored runs: 37.0–42.1%. A row is a concordant hit only when CLDN4 log2FC is negative in this same scoring. Prerank GSEA, 300 gene-set permutations.
GSE207704	MCF-7 KO vs WT	cancer	breast	kallisto_median_of_ratios_log2FC	alternate_de	MHC_APM	18	17	7	median_log2FC	-0.060013141	-0.060013141	0.10534731	0.10534731	0.83384705	0.44498444	0.57318115	0.43246286				weak_down	-0.76017944	yes	no	Kallisto 0.52.0 on Ensembl 111 cDNA, single-end fragment length 200 (sd 20). Estimated counts summed to gene_symbol. Median-of-ratios size factors. log2((mean KO + 1) / (mean WT + 1)), n=2 vs 2. Pseudoalignment of the scored runs: 37.0–42.1%. A row is a concordant hit only when CLDN4 log2FC is negative in this same scoring.
GSE207704	MCF-7 KO vs WT	cancer	breast	kallisto_median_of_ratios_log2FC+prerank_gsea	pathway	MHC_APM	18	17		NES	1.1275506								1.1275506	0.1627907		weak_up	-0.76017944	yes	no	Kallisto 0.52.0 on Ensembl 111 cDNA, single-end fragment length 200 (sd 20). Estimated counts summed to gene_symbol. Median-of-ratios size factors. log2((mean KO + 1) / (mean WT + 1)), n=2 vs 2. Pseudoalignment of the scored runs: 37.0–42.1%. A row is a concordant hit only when CLDN4 log2FC is negative in this same scoring. Prerank GSEA, 300 gene-set permutations.
GSE207704	MCF-7 KO vs WT	cancer	breast	kallisto_median_of_ratios_log2FC	alternate_de	NHEJ_CORE	8	8	4	median_log2FC	0.037233213	0.037233213	0.086144631	0.086144631	0.63671875	0.23046875	0.80859375	0.23076625				weak_up	-0.76017944	yes	no	Kallisto 0.52.0 on Ensembl 111 cDNA, single-end fragment length 200 (sd 20). Estimated counts summed to gene_symbol. Median-of-ratios size factors. log2((mean KO + 1) / (mean WT + 1)), n=2 vs 2. Pseudoalignment of the scored runs: 37.0–42.1%. A row is a concordant hit only when CLDN4 log2FC is negative in this same scoring.
GSE207704	MCF-7 KO vs WT	cancer	breast	kallisto_median_of_ratios_log2FC+prerank_gsea	pathway	NHEJ_CORE	8	8		NES	0.77653584								0.77653584	0.36212625		weak_up	-0.76017944	yes	no	Kallisto 0.52.0 on Ensembl 111 cDNA, single-end fragment length 200 (sd 20). Estimated counts summed to gene_symbol. Median-of-ratios size factors. log2((mean KO + 1) / (mean WT + 1)), n=2 vs 2. Pseudoalignment of the scored runs: 37.0–42.1%. A row is a concordant hit only when CLDN4 log2FC is negative in this same scoring. Prerank GSEA, 300 gene-set permutations.
GSE207704	MCF-7 KO vs WT	cancer	breast	kallisto_median_of_ratios_log2FC	alternate_de	NHEJ_EXT	16	16	10	median_log2FC	0.11273882	0.11273882	0.068545897	0.068545897	0.22724915	0.096405029	0.912323	0.14355358				weak_up	-0.76017944	yes	no	Kallisto 0.52.0 on Ensembl 111 cDNA, single-end fragment length 200 (sd 20). Estimated counts summed to gene_symbol. Median-of-ratios size factors. log2((mean KO + 1) / (mean WT + 1)), n=2 vs 2. Pseudoalignment of the scored runs: 37.0–42.1%. A row is a concordant hit only when CLDN4 log2FC is negative in this same scoring.
GSE207704	MCF-7 KO vs WT	cancer	breast	kallisto_median_of_ratios_log2FC+prerank_gsea	pathway	NHEJ_EXT	16	16		NES	0.74595559								0.74595559	0.39202658		weak_up	-0.76017944	yes	no	Kallisto 0.52.0 on Ensembl 111 cDNA, single-end fragment length 200 (sd 20). Estimated counts summed to gene_symbol. Median-of-ratios size factors. log2((mean KO + 1) / (mean WT + 1)), n=2 vs 2. Pseudoalignment of the scored runs: 37.0–42.1%. A row is a concordant hit only when CLDN4 log2FC is negative in this same scoring. Prerank GSEA, 300 gene-set permutations.
GSE207704	MCF-7 KO vs WT	cancer	breast	kallisto_median_of_ratios_log2FC	alternate_de	HALLMARK_IFNA	97	86	44	median_log2FC	0.025635934	0.025635934	-0.032765215	-0.032765215	0.45710582	0.49570547	0.50429453	0.43725075				weak_up	-0.76017944	yes	no	Kallisto 0.52.0 on Ensembl 111 cDNA, single-end fragment length 200 (sd 20). Estimated counts summed to gene_symbol. Median-of-ratios size factors. log2((mean KO + 1) / (mean WT + 1)), n=2 vs 2. Pseudoalignment of the scored runs: 37.0–42.1%. A row is a concordant hit only when CLDN4 log2FC is negative in this same scoring.
