accession	title	taxon	n_samples	gdstype	pdat	suppfile	ftp	queries	summary
GSE292098	Enhancing Immunotherapy Outcomes: Spatial Multi-Omics Predictive Models for Non-Small Cell Lung Cancer [GeoMx DSP]	Homo sapiens	315	Other	2025/12/31	DCC, PKC, XLSX	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE292nnn/GSE292098/	lung_ici_blood	Non–small cell lung cancer (NSCLC) has an increasing number of targeted and systemic therapies allowing subsets of patients to achieve long–term durable benefit. Fundamental to understanding responses to a given therapy is comprehensive molecular characterization of the underlying tumor immune microenvironment (TIME). The TIME may inform models to predict immunotherapy outcomes and features to delineate therapeutic responses and clinical endpoints. We hypothesize that an integrated multi–omics approach will uncover interactions within the NSCLC TIME and identify novel biomarkers that are predictive of immunotherapy responses, thus aiding precision oncology. To develop a spatially resolved TIME model for NSCLC immunotherapy, we utilized a multi–omics approach, combining spatial mapping of protein expression at the single–cell resolution by Phenocycler Fusion (PCF) and multi–cellular readout whole transcriptome  profiling at cellular compartment resolution by Digital Spatial Profiling (DSP–GeoMx–WTA). This approach facilitated a detailed examination of the TIME in NSCLC samples from patients undergoing first–line immunotherapy. We studied two independent cohorts of advanced NSCLC tissue samples, treated with PD–1–based immunotherapies. We derived gene signatures from cell type signatures to predict treatment outcomes using a multistage Least Absolute Shrinkage and Selection Operator (LASSO) approach. Our spatial proteomic analysis identified three distinct cell types, proliferating tumor cells, granulocytes, and vessels, associated with resistance to immunotherapy. A high proportion of these cell types demonstrated a hazard ratio (HR) of 3.8 (p = 0.004) in the Yale training cohort and 1.8 (p = 0.05) in the UQ validation cohort. In the response cell–type model, higher levels of M1 macrophages, M2 macrophages, and CD4 T cells had an HR of 0.4 (p = 0.019) in the training cohort and 0.49 (p = 0.036) in the validation. In the transcriptomic analysis, gene signatures derived from these cell types predicted outcomes with high accuracy. The resistance gene model, which included 8 genes associated with epithelial–mesenchymal transition (EMT) and cell migration, showed an HR of 5.3 (p < 0.001) in the Yale training cohort, 2.2 (p = 0.036) in the UQ validation cohort, and 1.7 (p = 0.042) in the Greek validation cohort. Conversely, the response gene model, consisting of 8 genes associated with immunomodulation, had an HR of 0.22 (p = 0.005) in the Yale training cohort, 0.38 (p = 0.034) in the UQ validation cohort, and 0.56 (p = 0.041) in the Greek validation cohort. Multivariable analysis, adjusting for age, sex, disease stage, prior chemotherapy, type of immunotherapy, line of immunotherapy, histology, and smoking status, confirmed that the resistance signature remained significantly associated with worse outcomes, while the response signature remained associated with improved outcomes in both the UQ and Greek cohorts. This research highlights the potential of a multi–omics cell typing and gene expression profiling approach in advancing NSCLC treatment toward precision oncology. By offering insights into the TIME and unveiling novel biomarkers, our model seeks to define resistance and to improve prediction of response to treatment.
GSE292700	Molecular architecture of the tumor microenvironment caused by BRCA1 and BRCA2 somatic mutations in human lung adenocarcinoma	Homo sapiens	12	Expression profiling by high throughput sequencing; Other	2026/05/07	CSV, MTX, TSV	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE292nnn/GSE292700/	lung_ici_blood	We have employed a single cell sequencing approach using 10x Genomics scRNAseq and scTCR-seq to study the heterogeneity and molecular architecture of tumor microenvironment (TME) caused by BRCA1 and BRCA2 somatic mutations in lung adenocarcinoma (LUAD). LUADs are considered to be a heterogeneity population in the lung epithelium. Homologous recombination repair (HRR) deficiency has been linked to enhanced immunotherapy responses in non-small cell lung cancer patients. The HRR genes BRCA1 and BRCA2 are key regulators of DNA repair, yet their impact on the TME in LUAD remains unclear.This study provides a comprehensive characterization of the BRCA-mutant TME in LUAD patients, uncovering distinct immune response mechanisms and potential therapeutic strategies. These findings enhance our understanding of BRCA1/2-driven molecular architecture and offer novel insights into improving therapy efficacy in LUAD.
GSE293914	CCL20 Released by Drug-Tolerant Persisters Impairs Immunotherapy in EGFR-Mutated Lung Adenocarcinoma	Homo sapiens	1	Expression profiling by high throughput sequencing	2026/08/12	MTX, TSV	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE293nnn/GSE293914/	lung_ici_blood	EGFR-mutated lung adenocarcinoma (LUAD) often shows suboptimal response to immune checkpoint inhibitors (ICIs), attributed to an immunosuppressive tumor immune microenvironment (TIME). Drug-tolerant persisters (DTPs), a subpopulation of cancer cells that can survive initial therapy, contribute to this resistance by releasing CCL20, a chemokine that fosters tumor immune privilege. This preclinical study aims to explore the role of CCL20 in modulating TIME and its impact on ICI efficacy in EGFR-mutated LUAD. We utilized a humanized mouse model engrafted with EGFR-mutated NCI-H1975 LUAD cells and human peripheral blood mononuclear cells (PBMCs) to mimic a human immune system. Mice were treated with anti-PD-1, anti-CCL20, or a combination of both. Xenograft growth was monitored, and resected xenograft were analyzed using single-cell RNA sequencing (scRNA-seq) and multiplex immunofluorescence microscopy to assess changes in tumor cell transcriptional profiles and immune cell infiltration including. Results demonstrated that anti-PD-1 or anti-CCL20 monotherapy showed minimal effects on tumor growth, their combination significantly suppressed tumor progression and CCL20 expression in DTP subpopulations and altered the transcriptional profile of tumor cells. Combined treatment also reduced hypoxia-related genes and appeared to enhance stress response pathways. In addition, the combined treatment enhanced infiltration of immune cells, shifting the TIME toward an immunogenic state. In conclusion, co-inhibition of CCL20 and PD-1 remodels the TIME, overcoming ICI resistance in EGFR-mutated LUAD. These findings suggest that targeting CCL20 alongside PD-1 blockade could enhance immunotherapy efficacy, offering a novel therapeutic strategy for this patient population.
GSE295601	The Cd4+ T cell population Partners with Tpex CD8 T cells to mediate Antitumor Immunity in the Tumor Microenvironment. [P6]	Homo sapiens	18	Other; Expression profiling by high throughput sequencing	2026/02/05	CSV, MTX, TSV	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE295nnn/GSE295601/	lung_ici_pbmc;named_accessions	The priming, expansion, and function of CD8⁺ T cells are helped by CD4⁺ T cells via dendritic cells. Precursor exhausted T cells (Tpex) maintain self-renewal and supply cytotoxic CD8⁺ T cells in the tumor microenvironment (TME), but the identity of their CD4⁺ T-cell partners remains unclear. Here, we perform scRNA-seq, scTCR-seq, and mass cytometry analysis on peripheral blood, tumor, and lymph nodes derived from lung cancer patients and identify a population of IL-7Rhigh CCR6⁺ Th1-like CD4⁺ T cells, namedTh7R, that is numerically and spatially partnered with Tpex cells. Th7R cells express lymphotoxin-β and CXCL13, correlate with high endothelial venules, and co-localize with Tpex in tertiary lymphoid structures. Furthermore, Th7R cell abundance correlates with Tpex numbers in the TME and lymph nodes, and adoptive transfer of Th7R increases Tpex in a preclinical mouse model of skin cancer. In lung cancer patients, Th7R and Tpex in TME are associated with better response to neoadjuvant PD-1 blockade therapy. Thus, these results suggest that Th7R cells act as partners of Tpex CD8 T cells to sustain antitumor T-cell immunity.
GSE295969	Blood immunomap for prediction of responses to anti-PD-1 immunotherapy in metastatic non-small cell lung cancer	Homo sapiens	18	Expression profiling by high throughput sequencing	2025/05/31	TXT	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE295nnn/GSE295969/	lung_ici_blood;named_accessions	The identification of circulating predictors of response to ICB therapy is vital as very few of them meet the demands of the clinic. Herein, by using high-dimensionality mass cytometry, we designed a blood immunomap in metastatic NSCLC individuals who underwent anti-PD-1 treatment. We identified heightened frequencies of CD8+PD-L1+ T cells in non-responders compared responders. Notably, Imaging Mass Cytometry data revealed that CD8+PD-L1+ T cells were enriched in tumor biopsies, pleural infusions and BAL of early-stage NSCLC individuals, proposing this cells subset as candidate not only for the advanced but also for early disease detection. Transcriptomic analysis unveiled that CD8+PD-L1+ T cells displayed an exhausted phenotype related to their increased frequencies to non-responders to immunotherapy, and gene signatures correlated with the overall survival of an independent cohort. Overall, our study pinpoints immune-related events which may benefit the quest for detection of predictive biomarkers of immunotherapy responses.
GSE295977	The Cd4+ T cell population Partners with Tpex CD8 T cells to mediate Antitumor Immunity in the Tumor Microenvironment.[multiome]	Homo sapiens	2	Genome binding/occupancy profiling by high throughput sequencing; Expression profiling by high throughput sequencing	2026/02/05	H5, MTX, TSV	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE295nnn/GSE295977/	lung_ici_pbmc	The priming, expansion, and function of CD8⁺ T cells are helped by CD4⁺ T cells via dendritic cells. Precursor exhausted T cells (Tpex) maintain self-renewal and supply cytotoxic CD8⁺ T cells in the tumor microenvironment (TME), but the identity of their CD4⁺ T-cell partners remains unclear. Here, we perform scRNA-seq, scTCR-seq, and mass cytometry analysis on peripheral blood, tumor, and lymph nodes derived from lung cancer patients and identify a population of IL-7Rhigh CCR6⁺ Th1-like CD4⁺ T cells, namedTh7R, that is numerically and spatially partnered with Tpex cells. Th7R cells express lymphotoxin-β and CXCL13, correlate with high endothelial venules, and co-localize with Tpex in tertiary lymphoid structures. Furthermore, Th7R cell abundance correlates with Tpex numbers in the TME and lymph nodes, and adoptive transfer of Th7R increases Tpex in a preclinical mouse model of skin cancer. In lung cancer patients, Th7R and Tpex in TME are associated with better response to neoadjuvant PD-1 blockade therapy. Thus, these results suggest that Th7R cells act as partners of Tpex CD8 T cells to sustain antitumor T-cell immunity.
GSE297846	Dasatinib Remodels the Tumor Microenvironment and Sensitizes Small Cell Lung Cancer to Immunotherapy [shYES1]	Homo sapiens	3	Expression profiling by high throughput sequencing	2025/07/17	TXT	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE297nnn/GSE297846/	lung_ici_blood	Effective strategies to reinvigorate the immune system are needed to improve outcomes in small cell lung cancer (SCLC). Targeting Src family kinases with dasatinib (Dasa) can elicit immunomodulatory effects in some cancer types. Here, we explored the potential of combining Dasa with immune checkpoint blockade in SCLC. While the SCLC models were refractory to anti-PD-1 or anti-CTLA4 monotherapy, anti-PD-1 and anti-CTLA4 combination immunotherapy (ITc) induced a significant antitumor response. Further, the Dasa+ITc combination was superior to ITc or Dasa alone. Dasa+ITc activity was mediated by CD4+ T cells, MHC-II+ antigen presenting cells (APCs), and natural killer (NK) cells, as depletion of these populations impeded the combination treatment antitumor efficacy. Increased tumor infiltration of CD4+ and CD8+ T cells, NK cells, M1-like macrophages, and CD11c+ APCs and a reduction of regulatory T cells (Tregs) and M2-like macrophages were found in Dasa+ITc-treated mice. Dasa increased CCL5 in NK cells and reduced Treg cell conversion from CD4+ lymphocytes. Dasa+ITc therapy elicited robust antitumor efficacy in 3D co-cultures of immune and SCLC cells. In vivo experiments showed that CCL5 was necessary for the Dasa+ITc response. In SCLC immunotherapy-treated patients, a gene signature including CD4, CIITA, and tumor mutational burden predicted good prognosis. On-treatment CCL5 plasma levels were increased only in patients with long progression-free survival, and pre-treatment secretomics identified cytokines related to myeloid cells significantly associated with poor prognosis. In summary, combining Dasa with immunotherapy represents a strategy to treat SCLC, with CCL5 as a cytokine that could serve to monitor response.
GSE298300	HE4 regulates anticancer immune evasion by upregulating PD-L1 expression on macrophages through the IFN-γR-STAT3 axis	Homo sapiens	4	Expression profiling by high throughput sequencing	2026/02/13	TXT	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE298nnn/GSE298300/	lung_ici_blood	Current immune checkpoint inhibitors (ICIs) targeting PD-L1/PD-1 have achieved great success in clinical cancer treatment. However, it still faces great challenges, such as a low overall response rate and immune-related adverse events (irAEs). PD-L1 is transcriptionally induced by immune cell-secreted cytokines, such as IFN-γ, in the tumor microenvironment (TME), but whether the expression of PD-L1 is regulated by cancer cell-derived molecules is still unclear. Here, we show that HE4 is another critical transcriptional regulator of PD-L1 on macrophages in the TME through the IFN-γR1/IFN-γR2-JAK-STAT3 signaling pathway and that blocking mouse or human HE4 with monoclonal neutralizing antibodies has a significant therapeutic effect on multiple mouse or human cancers by downregulating PD-L1 expression on macrophages and promoting CD8+ T-cell activation in the TME. Furthermore, we showed that the expression level of HE4 is high in multiple human cancer samples and that the level of HE4 is correlated with the efficiency of anti-PD-1 immunotherapy in human adenocarcinoma patients. Together, we not only identify a critical molecule and mechanism regulating the expression level of PD-L1 on myeloid cells in the TME but also identify a cancer-derived therapeutic target upstream of PD-L1 for immunotherapy, which may be more specific and has fewer irAEs.
GSE300685	Tumor-infiltrating natural killer cell profiling for therapeutic stratification in smokers with resectable non-small cell lung cancer	Homo sapiens	8	Expression profiling by high throughput sequencing	2025/06/30	H5	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE300nnn/GSE300685/	lung_ici_blood	Objective: Neoadjuvant chemoimmunotherapy has improved outcomes in resectable non-small cell lung cancer (NSCLC), yet its real-world implementation is often challenged by surgical delays, cancellations, immune-related fibrosis, and increased postoperative complications. Smokers with NSCLC, despite being at higher risk for postoperative complications, have enhanced responses to neoadjuvant chemoimmunotherapy. This study aimed to identify smoking-associated immune cell determinants that could inform treatment strategies. Methods: Single-cell RNA sequencing was performed on 61 lung samples from non-smokers, smokers, and patients with chronic obstructive pulmonary disease (COPD), as well as 8 invasive lung adenocarcinomas, to define smoking-related immune signatures. Using RNA sequencing data from 102 resected NSCLC and 24 NSCLC patients treated with neoadjuvant chemoimmunotherapy, we conducted in silico deconvolution to evaluate associations between cellular composition and clinical outcomes. Results: Among 140 lung cellular phenotypes, two natural killer (NK) cell subsets were strongly associated with smoking and COPD severity. “Stress-responsive NK (NKSR)” cells exhibited immature features and cytokine-responsive signatures. “Exhausted NK (NKExh)” cells showed mature features and elevated multiple immune checkpoint expression (PDCD1, TIGIT, and LAG3). Abundant intratumoral NKSR cells were associated with significantly improved survival after surgery, particularly in current smokers. Conversely, tumors with low NKSR and high NKExh cell profiles were associated with better responses to neoadjuvant chemoimmunotherapy. Conclusions: Tumor-infiltrating NK cell phenotyping may aid in therapeutic stratification in smokers with NSCLC. NKSR cell preservation predicts favorable outcomes with upfront surgery, while NKExh cell enrichment indicates greater benefit from neoadjuvant chemoimmunotherapy. These profiles may help optimize treatment by balancing therapeutic benefit and risk.
GSE301076	Targeting LINC01711 in FAP+ cancer-associated fibroblasts in lung adenocarcinoma	Homo sapiens	12	Expression profiling by high throughput sequencing	2025/07/01	CSV	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE301nnn/GSE301076/	lung_ici_blood	The limited response rate to immune checkpoint inhibitors (ICIs) remains a significant challenge in the treatment of lung adenocarcinoma (LUAD). In our study, we identified a lactate-based chemical barrier surrounding FAP+ cancer-associated fibroblasts (CAFs) within the LUAD microenvironment (TME), which may hinder the infiltration and function of CD8+ T cells. Further investigation revealed that FAP+ CAFs specifically overexpress LINC01711. Hence, we performed RNA-seq in FAP+ CAFs, FAP- CAFs and FAP+ CAFs-siLINC01711, FAP+ CAFs-siNC cells.
GSE302247	Dipeptidyl peptidase 4 restoration facilitates anti-tumor immunity in KRAS–LKB1–mutant lung cancer	Homo sapiens	4	Expression profiling by high throughput sequencing	2025/11/18	TXT	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE302nnn/GSE302247/	lung_ici_blood	KRAS proto-oncogene, GTPase (KRAS)-liver kinase B1 (LKB1)-mutant (KL) non-small cell lung cancer (NSCLC), characterized by a profoundly immunosuppressive tumor microenvironment (TME), is highly resistant to immune checkpoint inhibitors (ICIs). Despite their high tumor mutation burden, KL tumors exhibit low programmed cell death ligand 1 (PD-L1) expression, reduced immune cell infiltration, and suppressed immune signaling pathways. Through systematic genomic analyses, we found that LKB1 loss suppresses dipeptidyl peptidase 4 (DPP4) expression and activity in KRAS-mutant lung cancer. Therefore, we evaluated the therapeutic potential of restoring DPP4 function to improve the immune response in KL lung cancer using patient-derived tumor samples and syngeneic mouse models. Restoration of DPP4 expression reprogrammed the TME and significantly increased immune-related gene signatures, including those involved in T cell migration and natural killer (NK) cell activation. Indeed, DPP4 restoration in three-dimensional microfluidic models enhanced NK cell chemotaxis and activity in targeting tumor spheroids. Furthermore, DPP4 restoration in syngeneic KL murine models synergized with anti-PD-1 therapy to achieve significant tumor regression. These findings suggest that LKB1 loss suppresses DPP4 expression, contributing to the immunosuppressive characteristics of the TME in KL-NSCLC cells, whereas, restoring DPP4 expression promotes NK cell recruitment, facilitates immune activation, and enhances the effects of anti-PD-1 therapy. These results highlight DPP4 as a key immune modulator and a promising therapeutic target, offering a novel strategy to overcome immune resistance and enhance immunotherapy outcomes in this challenging subset of lung cancer.
GSE303043	UHRF1 drives subtype-independent aggressiveness and immune evasion in small cell lung cancer through GATA2-ST6GALNAC5 and PRC2 interactions	Mus musculus; Homo sapiens	30	Expression profiling by high throughput sequencing	2026/02/26	TXT, XLSX	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE303nnn/GSE303043/	lung_ici_blood	Small cell lung cancer (SCLC) is an aggressive neuroendocrine carcinoma characterized by early metastasis, immune evasion, and limited therapeutic progress. While its genomic landscape is well defined, the epigenetic programs sustaining its lineage fidelity, metastatic potential, and immune evasion remain incompletely understood. We used inducible CRISPR-Cas9 knockout models, transcriptomic and epigenetic profiling, immune-competent allografts, and genetically engineered mouse models (GEMMs) to investigate the role of the chromatin regulator UHRF1 in SCLC progression. We identify the chromatin remodeler UHRF1 as a subtype-independent oncogenic driver in SCLC, with high expression correlating with poor survival. UHRF1 loss impaired proliferation, invasion, and metastasis across ASCL1-, NEUROD1-, and POU2F3-driven subtypes. Mechanistically, UHRF1 maintained neuroendocrine lineage identity and suppressed immune gene expression via DNA methylation and interaction with PRC2. UHRF1-deficient tumors displayed increased infiltration of CD8⁺ T cells, monocytes, neutrophils, and dendritic cells, along with a higher CD8⁺/Treg ratio. Secretome profiling revealed upregulation of chemokines, linking UHRF1 loss to active recruitment of immune effector cells. In parallel, UHRF1 regulated the pro-metastatic sialyltransferase ST6GALNAC5 via the transcription factor GATA2. UHRF1 loss downregulated GATA2 and ST6GALNAC5, impairing tumor dissemination. Lastly, UHRF1 depletion increased expression of cancer/testis antigens such as MAGE-A4, without altering DLL3 levels, suggesting compatibility with both antigen-specific and DLL3-targeted immunotherapies. In conclusion, UHRF1 is a master regulator of tumor progression in SCLC, promoting lineage stability, immune evasion, and metastatic spread. Its inhibition reprograms tumors toward an inflamed, less metastatic, and more immunogenic state. These findings establish UHRF1 as a compelling therapeutic target for overcoming the epigenetic and immune resistance barriers in small cell lung cancer.
GSE303680	PD1-targeted cis-delivery of an IL-2 variant induces a multifaceted anti-tumoral T cell response in human lung cancer	Homo sapiens	10	Expression profiling by high throughput sequencing	2025/07/30	H5, RDS	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE303nnn/GSE303680/	lung_ici_blood	Antibody-cytokine fusion proteins are being developed as next-generation cancer immunotherapies, aiming to deliver activation signals to targeted immune populations. Among these, PD1-IL2v - an engineered interleukin-2 variant (IL-2v) lacking CD25 binding, fused to a high affinity programmed cell death protein-1 (PD-1) blocking antibody - has shown promising results in murine tumor models. Here, using human model systems, we show that PD1-IL2v elicits a multifaceted anti-tumor T cell response by targeting both CD8⁺ and conventional CD4⁺ T cells (Tconv). Single cell RNA sequencing (scRNAseq) on a lung cancer patient-derived tumor fragment (PDTF) platform revealed that PD1-IL2v drives the expansion of proliferative, cytotoxic CD8⁺ T cells exhibiting features of tumor reactivity. This was accompanied by upregulation of CXCR6, enhancing their migratory capacity. In Tconv cells, PD1-IL2v upregulated CXCL13 expression and promoted a Tfh/Th1-like transcriptional program associated with anti-PD1 responsiveness. Our findings provide mechanistic insights into the effects of IL-2v targeted delivery to PD-1⁺ cells within human tumors, supporting the clinical development of next-generation immunocytokines.
GSE304741	Cytotoxic CD39+ tumor-associated NK cells respond to NKG2A blockade in lung cancer (10X Multiome)	Homo sapiens	22	Genome binding/occupancy profiling by high throughput sequencing; Expression profiling by high throughput sequencing	2026/06/05	H5, RDS, TSV	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE304nnn/GSE304741/	lung_ici_blood	Natural killer (NK) cell–targeting immunotherapies are emerging, yet the differentiation and functional states of tumor-infiltrating NK cells remain poorly understood. Using matched single-nucleus RNA and ATAC sequencing of samples from patients with non–small cell lung cancer (NSCLC), we resolved the transcriptional and epigenetic landscape of intratumoral NK cells. We identified two tumor-associated NK (taNK) cell subsets marked by expression of ITGAE (CD103) and ITGA1 (CD49a) that display features of tissue residency and dysfunction while preserving cytotoxic function. Trajectory and regulon analyses revealed an inflammation-driven transition from early granzyme K (GZMK)+ NK cells toward an ENTPD1+ (CD39+) effector state characterized by interferon-stimulated gene (ISG) programs. Functional profiling established CD39+ taNK cells as the dominant cytotoxic NK cell population with superior killing capacity that was further potentiated by NKG2A blockade. This study offers mechanistic insights into NK cell differentiation in NSCLC and establishes CD39+ taNK cells as a targetable effector population for immunotherapy.
GSE305086	Blood gene expression under immunotherapy as potential biomarker for immune checkpoint blockade in non-small-cell lung cancer	Homo sapiens	173	Expression profiling by array	2026/08/03	CEL, CSV	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE305nnn/GSE305086/	lung_ici_blood;named_accessions	Abstract Introduction: PD-(L)1 immunotherapy (IO) is a mainstay first-line (1L) treatment for advanced non-small-cell lung cancer without actionable alterations (aNSCLC), but reliable biomarkers are lacking. This study explored the potential utility of longitudinal blood gene expression profiling in this setting. Methods: 165 patients with aNSCLC and 1LIO as monotherapy (n=60), or combined with chemotherapy (CHTIO, n=71) were prospectively analyzed along with patients receiving 2LIO (n=34) and age-matched controls (n=21). PAXgene blood RNA was analyzed by quantitative PCR (qPCR) and Affymetrix U133 Plus 2.0 microarrays, including median fold changes [FC] and odds ratio (OR) between groups, with control of the false discovery rate (FDR). Progression-free survival (PFS) was verified through review of radiological images based on RECIST v1.1. Routine blood cell counts and PD L1 tumor proportion score (TPS) were available from the patients’ records. Results: Significantly higher neutrophil (FC 1.66, p<0.001) and lower lymphocyte counts (FC 0.65, p<0.001) in the blood of untreated patients vs. age-matched controls were significantly associated with shorter PFS (hazard ratio [HR] 1.94 for neutrophil/lymphocyte ratio [NLR] ≥5, p<0.001) and reduced expression of GATA3, FOXP3 and other T-cell specific genes (p<0.01). After 4 cycles of 1L treatment, blood neutrophil counts normalized (FC 0.59 vs. baseline, p<0.001), but lymphopenia persisted. Furthermore, IO monotherapy, but not CHTIO, was accompanied by an upregulation of T cell specific genes, like PD1, GATA3 and FOXP3, whose higher expression after 4 cycles showed stronger associations with longer PFS (HR 0.28-0.31, p<0.05) and long-term responses (LTR) >1year (OR 12-19x, p<0.01) than NLR and PD L1 TPS. Affymetrix profiling revealed profound deregulation of many immunologic pathways in the patients’ blood before and during treatment, whose prognostic value was linked to IO monotherapy, but not CHTIO, and more pronounced after 4 treatment cycles (n=19285 genes associated with LTR, p<0.05, FDR <0.1) compared to baseline (n=610 genes). Gene expression changes, NLR and PD-L1 TPS were independent IO biomarkers in multivariable analyses.  Conclusions: Transcriptomic perturbations are pronounced and readily detectable by qPCR in the blood of NSCLC patients. While the prognostic utility of immunologic gene expression alterations at baseline in the blood was limited by the patients’ initial leucocytosis, an upregulation of PD1, GATA3, FOXP3 and other T-cell related genes specifically under IO monotherapy was strongly associated with clinical benefit and could serve as a novel IO biomarker independent of blood cell counts and tumor PD L1 expression.  
GSE306542	Circulating cell populations as response predictors and targets to improve immunotherapy in metastatic lung cancer	Homo sapiens	2	Expression profiling by high throughput sequencing	2026/04/02	MTX, TSV	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE306nnn/GSE306542/	lung_ici_blood;lung_ici_pbmc;named_accessions	Immunotherapy efficacy varies among patients with advanced non-small cell lung cancer (NSCLC). Here, we profiled baseline systemic immunity in patients with stage IV NSCLC treated with anti-PD-1 plus chemotherapy to identify immune mechanisms and circulating biomarkers associated with response. We prospectively enrolled 33 treatment-naive patients, including 22 responders and 11 non-responders at week 9, and 17 responders and 16 non-responders at 6 months. Responders showed increased frequencies of circulating T cells expressing CD69, TCF-1, and CXCR3. In contrast, non-responders exhibited higher frequencies of CTLA-4-, CD161-, and IL-10-expressing CD4+ and CD8+ T cells. These systemic immune profiles were mirrored in the tumor microenvironment in an independent cohort. Importantly, combined CTLA-4 and PD-1 blockade reactivated anti-tumor T cell features in non-responders in vitro, highlighting CTLA-4 as a potential driver of resistance. Together, these findings support personalized immunotherapy strategies guided by systemic immune biomarkers in advanced NSCLC.
GSE306693	ImmuniT Platform for Improved Neoantigen Prediction in Lung Cancer	Homo sapiens	9	Expression profiling by high throughput sequencing; Other	2025/08/28	CSV, PNG, TSV	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE306nnn/GSE306693/	lung_ici_blood	Background: Lung cancer remains the leading cause of cancer-related mortality, with many patients responding poorly to immunotherapy due to limited tumor recognition. Neoantigen-based strategies offer a promising solution, but current discovery methods often miss key targets, particularly those with low or heterogeneous expression. To address this, we developed ImmuniT, a three-phase platform for enhanced neoantigen discovery and validation. Methods: Under an IRB-approved protocol, patients with lung cancer consented to tumor collection for ex vivo processing to modulate antigen expression. Autologous T cells from matched blood were co-cultured with treated cancer cells to expand tumor-reactive populations. The nextneopi pipeline integrated mutational, transcriptomic, and HLA data to predict candidate neoantigens, which were validated using MHC epitope tetramer staining. Results: In five patient samples, ImmuniT identified a broader spectrum of neoantigens and induced stronger T cell activation in vitro compared to conventional approaches. Notably, in one case, two neoantigens missed by standard methods were confirmed to elicit tumor-specific T cell responses in both the tumor-infiltrating and peripheral compartments. Conclusions: These findings highlight ImmuniT’s potential to expand the repertoire of actionable tumor antigens and improve personalized immunotherapy strategies, particularly for patients with limited response to existing treatments. Note: This submission provides de-identified, summary-level results from NSCLC patient samples, including normalized RNA-seq counts, differential expression (DE) results, and copy number variation (CNV) calls. Raw sequencing files (FASTQ/BAM/VCF) are not deposited due to informed consent limitations; see README.
GSE307029	Multi-omics reveals heterogeneity in  advanced small cell lung cancers	Homo sapiens	80	Methylation profiling by genome tiling array	2026/05/15	CSV, IDAT	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE307nnn/GSE307029/	lung_ici_blood	Small cell lung cancer (SCLC) is an aggressive disease, that is often diagnosed at advanced stage, when surgery is no longer feasible. The introduction of immunotherapy has provided benefit to a small proportion of patients; however overall survival has improved only marginally for most patients. Recent studies have started to unravel the molecular heterogeneity of SCLCs including tumour microenvironment. Here we demonstrated the suitability of EBUS-TBNA aspirates for multi-omics characterization  of SCLCs, 82 samples underwent methylation profiling (EPIC arrays) with  a subset of those also subjected whole genome sequencing (n=76), RNAseq (n=69) and cfDNA (n=67). Methylation profiling identified four sub-groups associated with distinct survival (p=0.075) and intrinsic and extrinsic features. Genomics did not identify molecular features associated with methylation-define sub-groups. Blood cfDNA sequencing detected 92.5% of TP53 and RB1 point mutations detected in tissue (n=67). Methylation and transcriptome further characterized distinct molecular features of the sub-groups. Tumours in Group 1 harbour expression of ASCL1 and high proportion of CD8 T cell (p<0.0001) and patients had better survival (p=0.0075). Group 2 was the largest, with tumours also expressing ASCL1, but CD8 T cells did not associate with the variable patient survival observed within this group. Tumours in group 3 had high expression of NEUROD1 (p=0.0004) and high proportion of fibroblasts (p<0.0001). Group 4 tumour harbour expression of POU2F3 and/or YAP1 and higher expression of non-neuroendocrine genes (p<0.0001). Groups 3 and 4 had patients with worse survival (p=0.0075).  Methylation-define sub-groups presented differential expression of SLFN11(p=0.0014), TACSTD2 (p<0.0001), DLL3 (p<0.0001) and SEZ6 presented a higher expression in most SCLC (p<0.0001) when compared to other lung cancers. Supporting those as  potential novel therapeutic vulnerabilities in SCLCs. Our results highlight the need for large multi-omic studies to better characterise less frequent SCLCs sub-groups that could be facilitated by EBUS-TBNA specimens and DNA methylation. Our study also supports biomarker-driven trials due SCLCs heterogeneity and distinct therapeutic vulnerabilities.
