dataset	compartment	sample	patient	timepoint	response_raw	gene	value	metric	probe
GSE305086	whole_blood	C109+4				PTPRC	11.82122384	log2_RMA	212587_s_at
GSE305086	whole_blood	C112+4				PTPRC	11.85464108	log2_RMA	212587_s_at
GSE305086	whole_blood	C113+4				PTPRC	11.97531642	log2_RMA	212587_s_at
GSE305086	whole_blood	C116+4				PTPRC	11.92339266	log2_RMA	212587_s_at
GSE305086	whole_blood	C129+4				PTPRC	12.17144561	log2_RMA	212587_s_at
GSE305086	whole_blood	C133+4				PTPRC	11.78611372	log2_RMA	212587_s_at
GSE305086	whole_blood	C138+4				PTPRC	12.23464386	log2_RMA	212587_s_at
GSE305086	whole_blood	C139+4				PTPRC	11.95574312	log2_RMA	212587_s_at
GSE305086	whole_blood	C149+4				PTPRC	11.29804662	log2_RMA	212587_s_at
GSE305086	whole_blood	C150+4				PTPRC	11.36406946	log2_RMA	212587_s_at
GSE305086	whole_blood	C159+4				PTPRC	12.34736017	log2_RMA	212587_s_at
GSE305086	whole_blood	C161+4				PTPRC	11.83571451	log2_RMA	212587_s_at
GSE305086	whole_blood	C162+4				PTPRC	11.53491077	log2_RMA	212587_s_at
GSE305086	whole_blood	C169+4				PTPRC	12.01012176	log2_RMA	212587_s_at
GSE305086	whole_blood	C176+4				PTPRC	11.83961036	log2_RMA	212587_s_at
GSE305086	whole_blood	C180+4				PTPRC	11.44515173	log2_RMA	212587_s_at
GSE305086	whole_blood	C185+4				PTPRC	11.76972121	log2_RMA	212587_s_at
GSE305086	whole_blood	C198+4				PTPRC	12.07342739	log2_RMA	212587_s_at
GSE305086	whole_blood	C202+4				PTPRC	12.36956578	log2_RMA	212587_s_at
GSE305086	whole_blood	C204+4				PTPRC	11.96301543	log2_RMA	212587_s_at
GSE305086	whole_blood	C206+4				PTPRC	11.63300204	log2_RMA	212587_s_at
GSE305086	whole_blood	C210+4				PTPRC	11.4162984	log2_RMA	212587_s_at
GSE305086	whole_blood	C217+4				PTPRC	11.15990906	log2_RMA	212587_s_at
GSE305086	whole_blood	C218+4				PTPRC	11.96472982	log2_RMA	212587_s_at
GSE305086	whole_blood	C220+4				PTPRC	11.36913687	log2_RMA	212587_s_at
GSE305086	whole_blood	C221+4				PTPRC	11.75597141	log2_RMA	212587_s_at
GSE305086	whole_blood	C235+4				PTPRC	12.12190437	log2_RMA	212587_s_at
GSE305086	whole_blood	C238+4				PTPRC	12.11502985	log2_RMA	212587_s_at
GSE305086	whole_blood	C239+4				PTPRC	11.46278128	log2_RMA	212587_s_at
GSE305086	whole_blood	C251+4				PTPRC	12.15570776	log2_RMA	212587_s_at
GSE305086	whole_blood	C261+4				PTPRC	11.12269261	log2_RMA	212587_s_at
GSE305086	whole_blood	C262+4				PTPRC	12.17575086	log2_RMA	212587_s_at
GSE305086	whole_blood	C280+4				PTPRC	11.06334155	log2_RMA	212587_s_at
GSE305086	whole_blood	C283+4				PTPRC	12.0045728	log2_RMA	212587_s_at
GSE305086	whole_blood	C288+4				PTPRC	11.75354548	log2_RMA	212587_s_at
GSE305086	whole_blood	C289+4				PTPRC	11.88340667	log2_RMA	212587_s_at
GSE305086	whole_blood	C290+4				PTPRC	11.22564842	log2_RMA	212587_s_at
GSE305086	whole_blood	C312+4				PTPRC	11.31156184	log2_RMA	212587_s_at
GSE305086	whole_blood	C320+4				PTPRC	11.94954038	log2_RMA	212587_s_at
GSE305086	whole_blood	C322+4				PTPRC	11.94013703	log2_RMA	212587_s_at
GSE305086	whole_blood	C323+4				PTPRC	11.75807657	log2_RMA	212587_s_at
GSE305086	whole_blood	C331+4				PTPRC	11.63922764	log2_RMA	212587_s_at
GSE305086	whole_blood	C400+4				PTPRC	11.28687749	log2_RMA	212587_s_at
GSE305086	whole_blood	N1				PTPRC	12.62138072	log2_RMA	212587_s_at
GSE305086	whole_blood	N2				PTPRC	12.18018194	log2_RMA	212587_s_at
GSE305086	whole_blood	N3				PTPRC	12.21341909	log2_RMA	212587_s_at
GSE305086	whole_blood	N4				PTPRC	12.25672237	log2_RMA	212587_s_at
GSE305086	whole_blood	N5				PTPRC	12.04402216	log2_RMA	212587_s_at
GSE305086	whole_blood	N6				PTPRC	12.00201004	log2_RMA	212587_s_at
GSE305086	whole_blood	N7				PTPRC	11.96194924	log2_RMA	212587_s_at
GSE305086	whole_blood	N8				PTPRC	12.30401864	log2_RMA	212587_s_at
GSE305086	whole_blood	N9				PTPRC	12.40809191	log2_RMA	212587_s_at
GSE305086	whole_blood	N10				PTPRC	12.23835496	log2_RMA	212587_s_at
GSE305086	whole_blood	R1				PTPRC	12.05906471	log2_RMA	212587_s_at
GSE305086	whole_blood	R2				PTPRC	12.40533676	log2_RMA	212587_s_at
GSE305086	whole_blood	R3				PTPRC	12.31742352	log2_RMA	212587_s_at
GSE305086	whole_blood	R4				PTPRC	12.6491443	log2_RMA	212587_s_at
GSE305086	whole_blood	R5				PTPRC	12.26583153	log2_RMA	212587_s_at
GSE305086	whole_blood	R6				PTPRC	11.98791459	log2_RMA	212587_s_at
GSE305086	whole_blood	R7				PTPRC	12.26226386	log2_RMA	212587_s_at
GSE305086	whole_blood	R8				PTPRC	12.4415755	log2_RMA	212587_s_at
GSE305086	whole_blood	R9				PTPRC	12.22172695	log2_RMA	212587_s_at
GSE305086	whole_blood	R10				PTPRC	12.34518787	log2_RMA	212587_s_at
GSE305086	whole_blood	R11				PTPRC	11.55516315	log2_RMA	212587_s_at
GSE305086	whole_blood	C1				CD3D	8.874904412	log2_RMA	213539_at
GSE305086	whole_blood	C7				CD3D	8.721535927	log2_RMA	213539_at
GSE305086	whole_blood	C9				CD3D	8.980969976	log2_RMA	213539_at
GSE305086	whole_blood	C10				CD3D	8.459598335	log2_RMA	213539_at
GSE305086	whole_blood	C15				CD3D	8.856071033	log2_RMA	213539_at
GSE305086	whole_blood	C16				CD3D	9.356678799	log2_RMA	213539_at
GSE305086	whole_blood	C17				CD3D	8.841737216	log2_RMA	213539_at
GSE305086	whole_blood	C20				CD3D	9.081839325	log2_RMA	213539_at
GSE305086	whole_blood	C21				CD3D	8.453131469	log2_RMA	213539_at
GSE305086	whole_blood	C23				CD3D	9.530567198	log2_RMA	213539_at
GSE305086	whole_blood	C30				CD3D	9.02515941	log2_RMA	213539_at
GSE305086	whole_blood	C33				CD3D	9.185928976	log2_RMA	213539_at
GSE305086	whole_blood	C34				CD3D	8.946264	log2_RMA	213539_at
GSE305086	whole_blood	C36				CD3D	8.842785564	log2_RMA	213539_at
GSE305086	whole_blood	C37				CD3D	9.663742288	log2_RMA	213539_at
GSE305086	whole_blood	C42				CD3D	9.918076338	log2_RMA	213539_at
GSE305086	whole_blood	C44				CD3D	9.690037402	log2_RMA	213539_at
GSE305086	whole_blood	C47				CD3D	8.821951266	log2_RMA	213539_at
GSE305086	whole_blood	C50				CD3D	8.504459043	log2_RMA	213539_at
GSE305086	whole_blood	C51				CD3D	8.163454653	log2_RMA	213539_at
GSE305086	whole_blood	C61				CD3D	7.44285788	log2_RMA	213539_at
GSE305086	whole_blood	C63				CD3D	8.721746734	log2_RMA	213539_at
GSE305086	whole_blood	C65				CD3D	8.768272119	log2_RMA	213539_at
GSE305086	whole_blood	C67				CD3D	8.525118505	log2_RMA	213539_at
GSE305086	whole_blood	C72				CD3D	8.126583379	log2_RMA	213539_at
GSE305086	whole_blood	C74				CD3D	8.796100886	log2_RMA	213539_at
GSE305086	whole_blood	C78				CD3D	8.831211722	log2_RMA	213539_at
GSE305086	whole_blood	C82				CD3D	9.120173399	log2_RMA	213539_at
GSE305086	whole_blood	C84				CD3D	8.749477592	log2_RMA	213539_at
GSE305086	whole_blood	C89				CD3D	10.28346862	log2_RMA	213539_at
GSE305086	whole_blood	C95				CD3D	9.741645659	log2_RMA	213539_at
GSE305086	whole_blood	C102				CD3D	7.827552147	log2_RMA	213539_at
GSE305086	whole_blood	C107				CD3D	9.212878769	log2_RMA	213539_at
GSE305086	whole_blood	C109				CD3D	9.310467055	log2_RMA	213539_at
GSE305086	whole_blood	C112				CD3D	9.670037478	log2_RMA	213539_at
GSE305086	whole_blood	C113				CD3D	7.819627568	log2_RMA	213539_at
GSE305086	whole_blood	C116				CD3D	8.482818655	log2_RMA	213539_at
GSE305086	whole_blood	C129				CD3D	9.42916836	log2_RMA	213539_at
GSE305086	whole_blood	C133				CD3D	9.601136962	log2_RMA	213539_at
GSE305086	whole_blood	C138				CD3D	9.525542018	log2_RMA	213539_at
GSE305086	whole_blood	C139				CD3D	9.371722196	log2_RMA	213539_at
GSE305086	whole_blood	C149				CD3D	9.436523615	log2_RMA	213539_at
GSE305086	whole_blood	C150				CD3D	9.127482822	log2_RMA	213539_at
GSE305086	whole_blood	C159				CD3D	7.307309707	log2_RMA	213539_at
GSE305086	whole_blood	C161				CD3D	8.413433435	log2_RMA	213539_at
GSE305086	whole_blood	C162				CD3D	9.040219985	log2_RMA	213539_at
GSE305086	whole_blood	C169				CD3D	9.493973299	log2_RMA	213539_at
GSE305086	whole_blood	C176				CD3D	7.430773232	log2_RMA	213539_at
GSE305086	whole_blood	C180				CD3D	7.833114503	log2_RMA	213539_at
GSE305086	whole_blood	C185				CD3D	7.447178791	log2_RMA	213539_at
GSE305086	whole_blood	C198				CD3D	7.843733827	log2_RMA	213539_at
GSE305086	whole_blood	C202				CD3D	7.923576273	log2_RMA	213539_at
GSE305086	whole_blood	C204				CD3D	7.552105739	log2_RMA	213539_at
GSE305086	whole_blood	C206				CD3D	8.138302445	log2_RMA	213539_at
GSE305086	whole_blood	C210				CD3D	7.709065751	log2_RMA	213539_at
GSE305086	whole_blood	C217				CD3D	7.785809063	log2_RMA	213539_at
GSE305086	whole_blood	C218				CD3D	7.460382645	log2_RMA	213539_at
GSE305086	whole_blood	C220				CD3D	9.031551457	log2_RMA	213539_at
GSE305086	whole_blood	C221				CD3D	8.99655507	log2_RMA	213539_at
GSE305086	whole_blood	C235				CD3D	9.31014129	log2_RMA	213539_at
GSE305086	whole_blood	C238				CD3D	9.129204188	log2_RMA	213539_at
GSE305086	whole_blood	C239				CD3D	7.431448363	log2_RMA	213539_at
GSE305086	whole_blood	C251				CD3D	8.021250019	log2_RMA	213539_at
GSE305086	whole_blood	C261				CD3D	8.499300437	log2_RMA	213539_at
GSE305086	whole_blood	C262				CD3D	7.720713903	log2_RMA	213539_at
GSE305086	whole_blood	C280				CD3D	7.820976853	log2_RMA	213539_at
GSE305086	whole_blood	C283				CD3D	7.895562995	log2_RMA	213539_at
GSE305086	whole_blood	C288				CD3D	7.884705405	log2_RMA	213539_at
GSE305086	whole_blood	C289				CD3D	7.70741555	log2_RMA	213539_at
GSE305086	whole_blood	C290				CD3D	8.500519112	log2_RMA	213539_at
GSE305086	whole_blood	C312				CD3D	7.861223125	log2_RMA	213539_at
GSE305086	whole_blood	C320				CD3D	8.425682531	log2_RMA	213539_at
GSE305086	whole_blood	C322				CD3D	7.538844039	log2_RMA	213539_at
GSE305086	whole_blood	C323				CD3D	8.126035449	log2_RMA	213539_at
GSE305086	whole_blood	C331				CD3D	7.866883115	log2_RMA	213539_at
GSE305086	whole_blood	C400				CD3D	7.920608572	log2_RMA	213539_at
GSE305086	whole_blood	C1+4				CD3D	8.429506293	log2_RMA	213539_at
GSE305086	whole_blood	C7+4				CD3D	8.426226321	log2_RMA	213539_at
GSE305086	whole_blood	C9+4				CD3D	8.637112735	log2_RMA	213539_at
GSE305086	whole_blood	C10+4				CD3D	8.926960431	log2_RMA	213539_at
GSE305086	whole_blood	C15+4				CD3D	8.532725449	log2_RMA	213539_at
GSE305086	whole_blood	C16+4				CD3D	9.634285169	log2_RMA	213539_at
GSE305086	whole_blood	C17+4				CD3D	8.792903596	log2_RMA	213539_at
GSE305086	whole_blood	C20+4				CD3D	9.152088566	log2_RMA	213539_at
GSE305086	whole_blood	C21+4				CD3D	8.586052455	log2_RMA	213539_at
GSE305086	whole_blood	C23+4				CD3D	9.072002646	log2_RMA	213539_at
GSE305086	whole_blood	C30+4				CD3D	8.649378089	log2_RMA	213539_at
GSE305086	whole_blood	C33+4				CD3D	8.567042714	log2_RMA	213539_at
GSE305086	whole_blood	C34+4				CD3D	8.865660473	log2_RMA	213539_at
GSE305086	whole_blood	C36+4				CD3D	8.541226262	log2_RMA	213539_at
GSE305086	whole_blood	C37+4				CD3D	9.315389657	log2_RMA	213539_at
GSE305086	whole_blood	C42+4				CD3D	8.902398358	log2_RMA	213539_at
GSE305086	whole_blood	C44+4				CD3D	10.00541438	log2_RMA	213539_at
GSE305086	whole_blood	C47+4				CD3D	9.043981036	log2_RMA	213539_at
GSE305086	whole_blood	C50+4				CD3D	8.489608239	log2_RMA	213539_at
GSE305086	whole_blood	C51+4				CD3D	9.462723632	log2_RMA	213539_at
GSE305086	whole_blood	C61+4				CD3D	7.026851499	log2_RMA	213539_at
GSE305086	whole_blood	C63+4				CD3D	9.676608075	log2_RMA	213539_at
GSE305086	whole_blood	C65+4				CD3D	8.974541572	log2_RMA	213539_at
GSE305086	whole_blood	C67+4				CD3D	8.598512207	log2_RMA	213539_at
GSE305086	whole_blood	C72+4				CD3D	8.505993357	log2_RMA	213539_at
GSE305086	whole_blood	C74+4				CD3D	8.453303041	log2_RMA	213539_at
GSE305086	whole_blood	C78+4				CD3D	8.676562654	log2_RMA	213539_at
GSE305086	whole_blood	C82+4				CD3D	8.532415815	log2_RMA	213539_at
GSE305086	whole_blood	C84+4				CD3D	9.830588453	log2_RMA	213539_at
GSE305086	whole_blood	C89+4				CD3D	9.643523184	log2_RMA	213539_at
GSE305086	whole_blood	C95+4				CD3D	9.917116239	log2_RMA	213539_at
GSE305086	whole_blood	C102+4				CD3D	8.772308114	log2_RMA	213539_at
GSE305086	whole_blood	C107+4				CD3D	8.969797108	log2_RMA	213539_at
GSE305086	whole_blood	C109+4				CD3D	10.40629286	log2_RMA	213539_at
GSE305086	whole_blood	C112+4				CD3D	9.38726701	log2_RMA	213539_at
GSE305086	whole_blood	C113+4				CD3D	8.498988715	log2_RMA	213539_at
GSE305086	whole_blood	C116+4				CD3D	8.69302752	log2_RMA	213539_at
GSE305086	whole_blood	C129+4				CD3D	8.819017651	log2_RMA	213539_at
GSE305086	whole_blood	C133+4				CD3D	9.706101731	log2_RMA	213539_at
GSE305086	whole_blood	C138+4				CD3D	10.46284135	log2_RMA	213539_at
GSE305086	whole_blood	C139+4				CD3D	8.753637787	log2_RMA	213539_at
GSE305086	whole_blood	C149+4				CD3D	9.15638459	log2_RMA	213539_at
GSE305086	whole_blood	C150+4				CD3D	9.818099386	log2_RMA	213539_at
GSE305086	whole_blood	C159+4				CD3D	8.228491982	log2_RMA	213539_at
GSE305086	whole_blood	C161+4				CD3D	7.811869432	log2_RMA	213539_at
GSE305086	whole_blood	C162+4				CD3D	8.538936787	log2_RMA	213539_at
GSE305086	whole_blood	C169+4				CD3D	9.538200843	log2_RMA	213539_at
GSE305086	whole_blood	C176+4				CD3D	7.741489059	log2_RMA	213539_at
GSE305086	whole_blood	C180+4				CD3D	7.83248199	log2_RMA	213539_at
GSE305086	whole_blood	C185+4				CD3D	7.302613855	log2_RMA	213539_at
GSE305086	whole_blood	C198+4				CD3D	8.997424786	log2_RMA	213539_at
GSE305086	whole_blood	C202+4				CD3D	8.750884508	log2_RMA	213539_at
GSE305086	whole_blood	C204+4				CD3D	8.170895585	log2_RMA	213539_at
GSE305086	whole_blood	C206+4				CD3D	7.898701295	log2_RMA	213539_at
GSE305086	whole_blood	C210+4				CD3D	7.891521288	log2_RMA	213539_at
GSE305086	whole_blood	C217+4				CD3D	7.841380869	log2_RMA	213539_at
GSE305086	whole_blood	C218+4				CD3D	8.671781093	log2_RMA	213539_at
GSE305086	whole_blood	C220+4				CD3D	9.017225882	log2_RMA	213539_at
GSE305086	whole_blood	C221+4				CD3D	10.19443296	log2_RMA	213539_at
GSE305086	whole_blood	C235+4				CD3D	8.441520009	log2_RMA	213539_at
GSE305086	whole_blood	C238+4				CD3D	8.797512622	log2_RMA	213539_at
GSE305086	whole_blood	C239+4				CD3D	9.135522927	log2_RMA	213539_at
GSE305086	whole_blood	C251+4				CD3D	8.708348135	log2_RMA	213539_at
GSE305086	whole_blood	C261+4				CD3D	9.180924027	log2_RMA	213539_at
GSE305086	whole_blood	C262+4				CD3D	8.972083496	log2_RMA	213539_at
GSE305086	whole_blood	C280+4				CD3D	8.863576465	log2_RMA	213539_at
GSE305086	whole_blood	C283+4				CD3D	7.901788058	log2_RMA	213539_at
GSE305086	whole_blood	C288+4				CD3D	8.706146457	log2_RMA	213539_at
GSE305086	whole_blood	C289+4				CD3D	8.672661593	log2_RMA	213539_at
GSE305086	whole_blood	C290+4				CD3D	8.808010806	log2_RMA	213539_at
GSE305086	whole_blood	C312+4				CD3D	8.648508431	log2_RMA	213539_at
GSE305086	whole_blood	C320+4				CD3D	9.452698838	log2_RMA	213539_at
GSE305086	whole_blood	C322+4				CD3D	8.012876403	log2_RMA	213539_at
GSE305086	whole_blood	C323+4				CD3D	9.15104976	log2_RMA	213539_at
GSE305086	whole_blood	C331+4				CD3D	8.107313413	log2_RMA	213539_at
GSE305086	whole_blood	C400+4				CD3D	9.670100387	log2_RMA	213539_at
GSE305086	whole_blood	N1				CD3D	9.904324939	log2_RMA	213539_at
GSE305086	whole_blood	N2				CD3D	9.291784477	log2_RMA	213539_at
GSE305086	whole_blood	N3				CD3D	9.760408722	log2_RMA	213539_at
GSE305086	whole_blood	N4				CD3D	9.2473082	log2_RMA	213539_at
GSE305086	whole_blood	N5				CD3D	9.366549406	log2_RMA	213539_at
GSE305086	whole_blood	N6				CD3D	9.37554708	log2_RMA	213539_at
GSE305086	whole_blood	N7				CD3D	9.656664824	log2_RMA	213539_at
GSE305086	whole_blood	N8				CD3D	9.737998831	log2_RMA	213539_at
GSE305086	whole_blood	N9				CD3D	10.05101875	log2_RMA	213539_at
GSE305086	whole_blood	N10				CD3D	9.390157374	log2_RMA	213539_at
GSE305086	whole_blood	R1				CD3D	9.226566834	log2_RMA	213539_at
GSE305086	whole_blood	R2				CD3D	9.833927961	log2_RMA	213539_at
GSE305086	whole_blood	R3				CD3D	8.7060815	log2_RMA	213539_at
GSE305086	whole_blood	R4				CD3D	9.356292148	log2_RMA	213539_at
GSE305086	whole_blood	R5				CD3D	9.492605891	log2_RMA	213539_at
GSE305086	whole_blood	R6				CD3D	9.599462056	log2_RMA	213539_at
GSE305086	whole_blood	R7				CD3D	10.03786499	log2_RMA	213539_at
GSE305086	whole_blood	R8				CD3D	9.115202762	log2_RMA	213539_at
GSE305086	whole_blood	R9				CD3D	9.619232427	log2_RMA	213539_at
GSE305086	whole_blood	R10				CD3D	9.944162814	log2_RMA	213539_at
GSE305086	whole_blood	R11				CD3D	10.47430113	log2_RMA	213539_at
GSE305086	whole_blood	C1				CD8A	8.685937037	log2_RMA	205758_at
GSE305086	whole_blood	C7				CD8A	8.009875117	log2_RMA	205758_at
GSE305086	whole_blood	C9				CD8A	9.045711104	log2_RMA	205758_at
GSE305086	whole_blood	C10				CD8A	7.195877519	log2_RMA	205758_at
GSE305086	whole_blood	C15				CD8A	7.655304455	log2_RMA	205758_at
GSE305086	whole_blood	C16				CD8A	7.908288209	log2_RMA	205758_at
GSE305086	whole_blood	C17				CD8A	7.68450946	log2_RMA	205758_at
GSE305086	whole_blood	C20				CD8A	7.267133758	log2_RMA	205758_at
GSE305086	whole_blood	C21				CD8A	7.701320059	log2_RMA	205758_at
GSE305086	whole_blood	C23				CD8A	9.678051579	log2_RMA	205758_at
GSE305086	whole_blood	C30				CD8A	7.607891028	log2_RMA	205758_at
GSE305086	whole_blood	C33				CD8A	7.678486111	log2_RMA	205758_at
GSE305086	whole_blood	C34				CD8A	7.828144136	log2_RMA	205758_at
GSE305086	whole_blood	C36				CD8A	8.300681878	log2_RMA	205758_at
GSE305086	whole_blood	C37				CD8A	9.231034301	log2_RMA	205758_at
GSE305086	whole_blood	C42				CD8A	8.652408643	log2_RMA	205758_at
GSE305086	whole_blood	C44				CD8A	8.579470604	log2_RMA	205758_at
GSE305086	whole_blood	C47				CD8A	8.338776634	log2_RMA	205758_at
GSE305086	whole_blood	C50				CD8A	8.453805708	log2_RMA	205758_at
GSE305086	whole_blood	C51				CD8A	7.301162283	log2_RMA	205758_at
GSE305086	whole_blood	C61				CD8A	7.493256122	log2_RMA	205758_at
GSE305086	whole_blood	C63				CD8A	7.305740229	log2_RMA	205758_at
GSE305086	whole_blood	C65				CD8A	7.781503482	log2_RMA	205758_at
GSE305086	whole_blood	C67				CD8A	7.935377155	log2_RMA	205758_at
GSE305086	whole_blood	C72				CD8A	8.473645124	log2_RMA	205758_at
GSE305086	whole_blood	C74				CD8A	8.158662545	log2_RMA	205758_at
GSE305086	whole_blood	C78				CD8A	7.829264689	log2_RMA	205758_at
GSE305086	whole_blood	C82				CD8A	7.648363389	log2_RMA	205758_at
GSE305086	whole_blood	C84				CD8A	8.005686898	log2_RMA	205758_at
GSE305086	whole_blood	C89				CD8A	8.68293471	log2_RMA	205758_at
GSE305086	whole_blood	C95				CD8A	8.231683387	log2_RMA	205758_at
GSE305086	whole_blood	C102				CD8A	6.659490557	log2_RMA	205758_at
GSE305086	whole_blood	C107				CD8A	7.810785135	log2_RMA	205758_at
GSE305086	whole_blood	C109				CD8A	7.483842622	log2_RMA	205758_at
GSE305086	whole_blood	C112				CD8A	8.783226304	log2_RMA	205758_at
GSE305086	whole_blood	C113				CD8A	6.940143878	log2_RMA	205758_at
GSE305086	whole_blood	C116				CD8A	8.053951578	log2_RMA	205758_at
GSE305086	whole_blood	C129				CD8A	8.489111672	log2_RMA	205758_at
GSE305086	whole_blood	C133				CD8A	8.989305323	log2_RMA	205758_at
GSE305086	whole_blood	C138				CD8A	9.759268881	log2_RMA	205758_at
GSE305086	whole_blood	C139				CD8A	8.947507863	log2_RMA	205758_at
GSE305086	whole_blood	C149				CD8A	7.575441139	log2_RMA	205758_at
GSE305086	whole_blood	C150				CD8A	8.651131538	log2_RMA	205758_at
GSE305086	whole_blood	C159				CD8A	6.559531719	log2_RMA	205758_at
GSE305086	whole_blood	C161				CD8A	7.115505949	log2_RMA	205758_at
GSE305086	whole_blood	C162				CD8A	8.508661283	log2_RMA	205758_at
GSE305086	whole_blood	C169				CD8A	8.077924167	log2_RMA	205758_at
GSE305086	whole_blood	C176				CD8A	7.033964262	log2_RMA	205758_at
GSE305086	whole_blood	C180				CD8A	7.547345807	log2_RMA	205758_at
GSE305086	whole_blood	C185				CD8A	6.812887108	log2_RMA	205758_at
GSE305086	whole_blood	C198				CD8A	8.581201041	log2_RMA	205758_at
GSE305086	whole_blood	C202				CD8A	7.869591083	log2_RMA	205758_at
GSE305086	whole_blood	C204				CD8A	7.74605177	log2_RMA	205758_at
GSE305086	whole_blood	C206				CD8A	7.880133932	log2_RMA	205758_at
GSE305086	whole_blood	C210				CD8A	6.952560387	log2_RMA	205758_at
GSE305086	whole_blood	C217				CD8A	6.209848611	log2_RMA	205758_at
GSE305086	whole_blood	C218				CD8A	7.296526673	log2_RMA	205758_at
GSE305086	whole_blood	C220				CD8A	8.642206853	log2_RMA	205758_at
GSE305086	whole_blood	C221				CD8A	7.965001344	log2_RMA	205758_at
GSE305086	whole_blood	C235				CD8A	9.431053596	log2_RMA	205758_at
GSE305086	whole_blood	C238				CD8A	8.651037593	log2_RMA	205758_at
GSE305086	whole_blood	C239				CD8A	6.468571355	log2_RMA	205758_at
GSE305086	whole_blood	C251				CD8A	7.679839497	log2_RMA	205758_at
GSE305086	whole_blood	C261				CD8A	8.803256282	log2_RMA	205758_at
GSE305086	whole_blood	C262				CD8A	7.849227767	log2_RMA	205758_at
GSE305086	whole_blood	C280				CD8A	8.219696043	log2_RMA	205758_at
GSE305086	whole_blood	C283				CD8A	8.142204637	log2_RMA	205758_at
GSE305086	whole_blood	C288				CD8A	8.2694971	log2_RMA	205758_at
GSE305086	whole_blood	C289				CD8A	7.820295616	log2_RMA	205758_at
GSE305086	whole_blood	C290				CD8A	8.335576301	log2_RMA	205758_at
GSE305086	whole_blood	C312				CD8A	8.147665967	log2_RMA	205758_at
GSE305086	whole_blood	C320				CD8A	8.870632583	log2_RMA	205758_at
GSE305086	whole_blood	C322				CD8A	7.570978226	log2_RMA	205758_at
GSE305086	whole_blood	C323				CD8A	7.479412954	log2_RMA	205758_at
GSE305086	whole_blood	C331				CD8A	8.510512845	log2_RMA	205758_at
GSE305086	whole_blood	C400				CD8A	7.398076772	log2_RMA	205758_at
GSE305086	whole_blood	C1+4				CD8A	7.811000256	log2_RMA	205758_at
GSE305086	whole_blood	C7+4				CD8A	8.010645522	log2_RMA	205758_at
GSE305086	whole_blood	C9+4				CD8A	9.327823237	log2_RMA	205758_at
GSE305086	whole_blood	C10+4				CD8A	7.293776145	log2_RMA	205758_at
GSE305086	whole_blood	C15+4				CD8A	7.866089653	log2_RMA	205758_at
GSE305086	whole_blood	C16+4				CD8A	8.38656788	log2_RMA	205758_at
GSE305086	whole_blood	C17+4				CD8A	7.837971692	log2_RMA	205758_at
GSE305086	whole_blood	C20+4				CD8A	7.906221535	log2_RMA	205758_at
GSE305086	whole_blood	C21+4				CD8A	8.756631445	log2_RMA	205758_at
GSE305086	whole_blood	C23+4				CD8A	8.997149157	log2_RMA	205758_at
GSE305086	whole_blood	C30+4				CD8A	7.923050046	log2_RMA	205758_at
GSE305086	whole_blood	C33+4				CD8A	8.290456412	log2_RMA	205758_at
GSE305086	whole_blood	C34+4				CD8A	8.551788592	log2_RMA	205758_at
GSE305086	whole_blood	C36+4				CD8A	8.683052665	log2_RMA	205758_at
GSE305086	whole_blood	C37+4				CD8A	9.494241906	log2_RMA	205758_at
GSE305086	whole_blood	C42+4				CD8A	8.521238689	log2_RMA	205758_at
GSE305086	whole_blood	C44+4				CD8A	9.01258951	log2_RMA	205758_at
GSE305086	whole_blood	C47+4				CD8A	8.457486025	log2_RMA	205758_at
GSE305086	whole_blood	C50+4				CD8A	9.425614276	log2_RMA	205758_at
GSE305086	whole_blood	C51+4				CD8A	8.005999562	log2_RMA	205758_at
GSE305086	whole_blood	C61+4				CD8A	7.750431236	log2_RMA	205758_at
GSE305086	whole_blood	C63+4				CD8A	8.284691761	log2_RMA	205758_at
GSE305086	whole_blood	C65+4				CD8A	8.245771415	log2_RMA	205758_at
GSE305086	whole_blood	C67+4				CD8A	8.047855442	log2_RMA	205758_at
GSE305086	whole_blood	C72+4				CD8A	8.787287199	log2_RMA	205758_at
GSE305086	whole_blood	C74+4				CD8A	8.733207941	log2_RMA	205758_at
GSE305086	whole_blood	C78+4				CD8A	7.371380325	log2_RMA	205758_at
GSE305086	whole_blood	C82+4				CD8A	7.734888958	log2_RMA	205758_at
GSE305086	whole_blood	C84+4				CD8A	8.774561593	log2_RMA	205758_at
GSE305086	whole_blood	C89+4				CD8A	8.852023769	log2_RMA	205758_at
GSE305086	whole_blood	C95+4				CD8A	8.855607583	log2_RMA	205758_at
GSE305086	whole_blood	C102+4				CD8A	7.660245884	log2_RMA	205758_at
GSE305086	whole_blood	C107+4				CD8A	7.626301393	log2_RMA	205758_at
GSE305086	whole_blood	C109+4				CD8A	8.448482868	log2_RMA	205758_at
GSE305086	whole_blood	C112+4				CD8A	8.960554547	log2_RMA	205758_at
GSE305086	whole_blood	C113+4				CD8A	7.271667281	log2_RMA	205758_at
GSE305086	whole_blood	C116+4				CD8A	8.305548314	log2_RMA	205758_at
GSE305086	whole_blood	C129+4				CD8A	7.959016559	log2_RMA	205758_at
GSE305086	whole_blood	C133+4				CD8A	9.753472733	log2_RMA	205758_at
GSE305086	whole_blood	C138+4				CD8A	10.15960226	log2_RMA	205758_at
GSE305086	whole_blood	C139+4				CD8A	8.5483956	log2_RMA	205758_at
