gene	rho	p	n
Rax	-0.09792424432459551	0.5032494590466211	49
Phf5a	-0.09802675969970359	0.5028004912373921	49
Pex5l	-0.09805949731335606	0.5026571594778131	49
Armcx6	-0.09809398724699321	0.5025061783279028	49
Ssu72	-0.09819645403270943	0.5020577625331971	49
Dnhd1	-0.09830958358804665	0.5015629223324566	49
Ect2l	-0.09846464309645481	0.500885082455094	49
Osbpl8	-0.09847927792105247	0.5008211308523021	49
Herpud2	-0.09847927792105247	0.5008211308523021	49
Arpc1a	-0.09847927792105247	0.5008211308523021	49
Col6a4	-0.0984887759132269	0.5007796285423883	49
Xpa	-0.0985358426987211	0.500573992127877	49
Cnot10	-0.0985358426987211	0.500573992127877	49
Med17	-0.0985358426987211	0.500573992127877	49
Gm10226	-0.09856361903248759	0.5004526566957408	49
Ttll1	-0.09859240747638973	0.5003269159892704	49
Sptssa	-0.09864897225405833	0.5000799024572518	49
Chp1	-0.09864897225405833	0.5000799024572518	49
Upp2	-0.09865904001672719	0.5000359439660812	49
Edc3	-0.09870553703172694	0.4998329515525686	49
Ggcx	-0.09870553703172694	0.4998329515525686	49
Gm20479	-0.09875752575350852	0.49960603407519144	49
Rps2	-0.09893179614240138	0.4988457746213311	49
Cebpd	-0.09893179614240138	0.4988457746213311	49
4930402H24Rik	-0.09898836092006999	0.4985991371637342	49
Dus3l	-0.09904492569773861	0.49835256245747855	49
Poldip2	-0.09910149047540723	0.498106050523153	49
Samd13	-0.09916237063765065	0.4978408021035286	49
Adcy6	-0.09921462003074444	0.49761321505253264	49
Blcap	-0.09932774958608165	0.4971206309161293	49
Abhd10	-0.09938431436375027	0.49687443314948987	49
Lrrc75a	-0.09944087914141889	0.4966282982778368	49
Atp5j	-0.09949744391908749	0.49638222632159984	49
Septin8	-0.0995540086967561	0.496136217301187	49
Ptprm	-0.0995567860149217	0.4961241399335809	49
Slamf9	-0.09957795808394519	0.4960320766589248	49
Bmf	-0.09961057347442472	0.4958902712369826	49
4930404N11Rik	-0.09983121510092514	0.4949315141608225	49
Ppp6c	-0.09983683258509915	0.494907116949156	49
Egflam	-0.09988147557493603	0.49471325075838757	49
Sft2d3	-0.09989339736276778	0.4946614859709745	49
Ift140	-0.09989339736276778	0.4946614859709745	49
Aar2	-0.0999499621404364	0.4944159180708351	49
Gm773	-0.10011245523079336	0.4937108285919638	49
Naga	-0.10011965647344223	0.4936795930408167	49
Ppp1r3e	-0.10017622125111084	0.49343427765487985	49
Btbd19	-0.10017622125111084	0.49343427765487985	49
Ddah2	-0.10028935080644806	0.49294383643995715	49
Poldip3	-0.10034591558411667	0.49269871065117427	49
Dnajc17	-0.10040248036178528	0.4924536481016073	49
4931406C07Rik	-0.10040248036178528	0.4924536481016073	49
Zhx3	-0.10040248036178528	0.4924536481016073	49
Nab2	-0.10040248036178528	0.4924536481016073	49
Otub2	-0.1005156099171225	0.4919637128002785	49
Cdc26	-0.10057217469479111	0.4917188400885374	49
Gorasp1	-0.10057217469479111	0.4917188400885374	49
Gm49395	-0.10060569467787732	0.4915737597141975	49
Mcidas	-0.10064752818996503	0.49139272812430407	49
Impdh1	-0.10068530425012832	0.4912292846427856	49
Oit3	-0.1008524471418144	0.490506456422651	49
BC003965	-0.10085499858313415	0.490495426717449	49
Gm38392	-0.10123813796559192	0.48884060707462673	49
Galns	-0.10125095202681446	0.48878531214037185	49
Ampd3	-0.10125095202681446	0.48878531214037185	49
Tfcp2	-0.10136408158215167	0.4882972796942999	49
Impa2	-0.1015337759151575	0.48756570804830235	49
Canx	-0.1015337759151575	0.48756570804830235	49
Lrr1	-0.1015337759151575	0.48756570804830235	49
Rps20	-0.10159034069282612	0.48732197811760625	49
Gatad2b	-0.10181659980350057	0.48634769533964456	49
Ccdc59	-0.10181659980350057	0.48634769533964456	49
Dvl2	-0.10187316458116917	0.4861042839789111	49
BC024978	-0.10192972935883779	0.48586093639062106	49
Ilf2	-0.10192972935883779	0.48586093639062106	49
Ptcra	-0.10212972181326198	0.4850010595653388	49
Lman1	-0.10215598846951225	0.4848881841501659	49
Cct3	-0.10215598846951225	0.4848881841501659	49
Pdhb	-0.10221255324718083	0.48464515571509603	49
Snx7	-0.10229521707287542	0.48429010861611715	49
Ywhaz	-0.10232568280251808	0.48415929053030404	49
Ccdc71	-0.10243881235785529	0.48367368105448777	49
Prelid1	-0.10255194191319252	0.48318832744154055	49
Slit1	-0.10258546785507759	0.4830445420766579	49
Fer1l6	-0.10281347500951014	0.4820672664591237	49
Fxyd1	-0.10286856420738834	0.48183130138286384	49
Hsf4	-0.10288727270605551	0.4817511805873834	49
Antxr1	-0.10289133057920417	0.48173380331337645	49
Cacna2d2	-0.1028947298525223	0.481719246654989	49
Samd14	-0.10300446013454141	0.4812494746835421	49
Mrps23	-0.10300446013454141	0.4812494746835421	49
Car6	-0.10305705368411831	0.4810243993088748	49
Bsdc1	-0.10306102491221	0.48100740659420815	49
Gsk3a	-0.10323071924521583	0.48028158745615984	49
Insig1	-0.10323071924521583	0.48028158745615984	49
Ccnq	-0.10323071924521583	0.48028158745615984	49
Nudt9	-0.10334384880055307	0.47979802916165054	49
Chd5	-0.10334384880055307	0.47979802916165054	49
Mmp11	-0.10345697835589031	0.4793147279480125	49
Tob2	-0.10357010791122752	0.4788316839658514	49
1810062G17Rik	-0.10358067790746989	0.47878656502263295	49
Cerk	-0.10362667268889614	0.47859025848353853	49
Vamp7	-0.10368323746656476	0.47834889736540653	49
Unkl	-0.10379636702190197	0.47786636829655205	49
Slc19a2	-0.10379636702190197	0.47786636829655205	49
Ccl28	-0.1038668144761749	0.4775660204614331	49
Zfp423	-0.10393434858051104	0.4772781873340891	49
Vrk3	-0.1039660613549078	0.47714305789194983	49
Gmppb	-0.1039660613549078	0.47714305789194983	49
Gatd1	-0.1039660613549078	0.47714305789194983	49
Agtr1a	-0.1040751329405611	0.47667845409757675	49
Il12rb1	-0.10407919091024502	0.4766611733053662	49
Czib	-0.10419232046558224	0.4761795467720481	49
Mycbp	-0.10424888524325085	0.4759388303216987	49
Mrpl46	-0.10424888524325085	0.4759388303216987	49
Gfra1	-0.10441530150862069	0.47523100557374115	49
Ndufb4c	-0.10441857957625668	0.47521706845774764	49
Slit3	-0.10446148361620805	0.47503467655813	49
Farsb	-0.1044751443539253	0.4749766103936233	49
Lsm7	-0.10453170913159393	0.4747362169721184	49
Ifi213	-0.10453671838934307	0.47471493135268455	49
Rbm8a	-0.10475796824226835	0.473775290079538	49
Ube2j1	-0.10481453301993697	0.47353522014636307	49
Gla	-0.10481453301993697	0.47353522014636307	49
Cdc34	-0.1049276625752742	0.4730552745559125	49
Abca1	-0.10493837111870925	0.4730098576044666	49
Kdm4a	-0.10504079213061142	0.472575588121492	49
Ss18l1	-0.10509735690828002	0.47233584213326885	49
Pla2g2e	-0.10510243538147646	0.4723143205397144	49
Ergic3	-0.10515392168594864	0.47209616098857843	49
Slc2a8	-0.10515392168594864	0.47209616098857843	49
Tm7sf3	-0.10532361601895447	0.4713775067968617	49
Zfp874b	-0.10532361601895447	0.4713775067968617	49
Pomp	-0.10532361601895447	0.4713775067968617	49
Zfp346	-0.10538018079662309	0.4711380852073457	49
Dzip1	-0.10543674557429168	0.4708987285517694	49
Syt4	-0.10543853918086765	0.4708911398791295	49
Anp32b	-0.10554987512962892	0.4704202101144643	49
Parp10	-0.10554987512962892	0.4704202101144643	49
Slc35b3	-0.10554987512962892	0.4704202101144643	49
Vamp3	-0.10560643990729753	0.47018104836869157	49
Exoc4	-0.10560643990729753	0.47018104836869157	49
Csnk1g3	-0.10560643990729753	0.47018104836869157	49
Map1lc3a	-0.10560643990729753	0.47018104836869157	49
Zfp968-ps	-0.10561721772432894	0.47013548601318395	49
Cdk7	-0.10571956946263475	0.4697029199126249	49
Sp100	-0.10574654906482531	0.4695889322855242	49
Gpsm1	-0.10577613424030335	0.4694639532381495	49
Snx10	-0.10577613424030335	0.4694639532381495	49
Mrps15	-0.10577613424030335	0.4694639532381495	49
Gm13889	-0.10581773954540755	0.46928822669988546	49
Gna13	-0.1059458285733092	0.46874744364338533	49
Mrps26	-0.10611552290631503	0.4680315200657818	49
Ctsk	-0.10615415061315042	0.46786863552804425	49
Srpr	-0.10617208768398365	0.46779300918221717	49
Tcf4	-0.10617208768398365	0.46779300918221717	49
Atg10	-0.10622865246165226	0.46755456348268004	49
Rbm14	-0.10622865246165226	0.46755456348268004	49
Kdsr	-0.10622865246165226	0.46755456348268004	49
Fermt2	-0.10623949377948032	0.46750886995087226	49
Pym1	-0.10634178201698948	0.4670778677064307	49
Rhob	-0.1063983467946581	0.4668396176650318	49
Parp1	-0.1063983467946581	0.4668396176650318	49
Psmb1	-0.1065114763499953	0.46636331336379694	49
Zfp953	-0.10656804112766392	0.46612525913913666	49
Asrgl1	-0.10656804112766392	0.46612525913913666	49
Psmb6	-0.10662460590533253	0.46588727022185983	49
Snx8	-0.10668117068300115	0.4656493466294969	49
Plbd2	-0.10673773546066977	0.46541148837955504	49
Jsrp1	-0.1067781178428603	0.46524171804954995	49
Amz1	-0.10679430023833836	0.46517369548951903	49
Brms1	-0.10685086501600698	0.4649359679768496	49
BC024063	-0.10685382424062034	0.4649235329011122	49
Cnbp	-0.10690742979367561	0.46469830585898536	49
Map2k5	-0.10696399457134419	0.4644607091533422	49
1700025G04Rik	-0.10696672334909306	0.4644492487523623	49
Nsfl1c	-0.10702055934901282	0.46422317787731193	49
Aqp11	-0.10702055934901282	0.46422317787731193	49
Cdt1	-0.10707712412668144	0.4639857120482641	49
Ints6l	-0.10713642201120163	0.4637368425893475	49
Zfp395	-0.10719025368201865	0.4635109768004788	49
Glod4	-0.1074165127926931	0.46256229243039854	49
Mettl24	-0.10744944529003117	0.4624242968268096	49
Gadl1	-0.10751450405508531	0.46215174926402147	49
Atxn10	-0.10764277190336753	0.4616146571466453	49
Smyd3	-0.10769933668103615	0.4613779123742063	49
Bnip1	-0.1079255957917106	0.46043158999124684	49
Nfatc1	-0.1079821605693792	0.4601951736573848	49
Gm48551	-0.1079821605693792	0.4601951736573848	49
Cacna2d4	-0.10801341871909012	0.46006455629585813	49
Fam229b	-0.10809529012471643	0.45972253822284187	49
Prdx1	-0.10826498445772227	0.4590140784079626	49
Dus2	-0.10826498445772227	0.4590140784079626	49
Nr2c2ap	-0.1083781140130595	0.4585421009530039	49
Tomm22	-0.1083781140130595	0.4585421009530039	49
Zbtb20	-0.10843467879072811	0.458306211002533	49
Gm49388	-0.10847366979441572	0.4581436466493239	49
Meis2	-0.1084912435683967	0.45807038692580015	49
Evl	-0.10849401130807006	0.4580588496398396	49
Abi2	-0.10854780834606532	0.45783462873957675	49
Nubpl	-0.10860437312373394	0.4575989364606106	49
Kcnd1	-0.10866093790140255	0.4573633101056264	49
Crb2	-0.1086647536165442	0.4573474177286711	49
Anxa9	-0.10877406745673977	0.4568922552343878	49
Gid4	-0.108887197012077	0.45642146425919866	49
Abca8b	-0.10901145075242735	0.45590468401289247	49
Zfp760	-0.10906802130289567	0.4556695085864305	49
Pfn2	-0.10908795662545001	0.45558664908968777	49
Ccnd2	-0.10933971523342587	0.4545409419727807	49
Hmgcs1	-0.10939628001109448	0.45430617414103275	49
Micu1	-0.10939628001109448	0.45430617414103275	49
Rab6b	-0.10940916324662905	0.45425271249545823	49
Tbx4	-0.10944081196758478	0.45412139416569924	49
Zfpl1	-0.10945284478876312	0.45407147246499435	49
Med29	-0.10950940956643172	0.45383683696104393	49
Ppp1r12c	-0.10950940956643172	0.45383683696104393	49
Mcl1	-0.10956597434410033	0.45360226764553757	49
Arhgdia	-0.10956597434410033	0.45360226764553757	49
Proser3	-0.10962253912176895	0.45336776453480815	49
Tmem183a	-0.10967910389943755	0.4531333276451656	49
Ccr10	-0.10971892138891234	0.4529683408485931	49
Frat2	-0.10973566867710617	0.4528989569928967	49
Flot2	-0.10979223345477478	0.4526646525942651	49
Rgcc	-0.10983612488735253	0.452482889784415	49
Smyd2	-0.10984879823244338	0.4524304144655113	49
Atcay	-0.11004863535260628	0.4516034078628988	49
Dnlz	-0.11013162212078645	0.45126021843671854	49
Crebl2	-0.11018818689845504	0.45102637826699354	49
Kcnb1	-0.11024336082398223	0.45079835186838163	49
1810037I17Rik	-0.11024475167612366	0.4507926044801849	49
Galt	-0.11024475167612366	0.4507926044801849	49
Gcnt1	-0.1102560028627301	0.45074611292123384	49
Onecut2	-0.11028670116658908	0.4506192763749487	49
Mdga1	-0.11028874180640864	0.450610845732509	49
Atp6v1g1	-0.11030131645379228	0.4505588970923485	49
Tmem37	-0.11034593670993435	0.4503745874668684	49
Bnip3l	-0.11035788123146088	0.4503252561195175	49
Prkacb	-0.11058414034213535	0.4493913566980977	49
Gask1b	-0.11062639326463812	0.44921707283197126	49
Stx7	-0.11064070511980396	0.4491580480399799	49
Gm49359	-0.11075383467514117	0.4486916302717706	49
Hspg2	-0.11086696423047838	0.4482254786732907	49
Unk	-0.11086696423047838	0.4482254786732907	49
Bccip	-0.11086696423047838	0.4482254786732907	49
Teddm2	-0.11091239429058085	0.44803835853614693	49
Spag4	-0.11098009378581562	0.4477595933710491	49
Iqsec2	-0.11103665856348423	0.44752675062045133	49
Rilp	-0.11114978811882145	0.44706126499896465	49
Tbc1d7	-0.11114978811882145	0.44706126499896465	49
Eid2b	-0.11114978811882145	0.44706126499896465	49
Kmt2b	-0.11120635289649006	0.44682862215947255	49
Bahd1	-0.11120635289649006	0.44682862215947255	49
Slc39a1	-0.11126291767415868	0.44659604598837394	49
Mcfd2	-0.11148917678483312	0.4456664083003753	49
Invs	-0.11148917678483312	0.4456664083003753	49
Fut7	-0.11150990573822912	0.44558129200632157	49
Noc2l	-0.11154574156250172	0.44543416570538863	49
Tex264	-0.11165887111783895	0.4449698808165862	49
Diras1	-0.11166156338896938	0.4449588349617149	49
Nme4	-0.11178700793297236	0.44444432866671707	49
Gm21981	-0.1118851302285134	0.44404211267691185	49
Idh3b	-0.1118851302285134	0.44404211267691185	49
Smpd3	-0.11208596632270118	0.44321948689880547	49
Gstm4	-0.11209839235618398	0.44316861749653425	49
Mt2	-0.11211138933918785	0.44311541420965195	49
A930002H24Rik	-0.11212283102818424	0.44306858045915437	49
Gipr	-0.11221524672606775	0.4426903998256632	49
Gm5113	-0.11222451889452506	0.44265246640998157	49
Cacng6	-0.11224817207404704	0.4425557069142293	49
Sstr5	-0.11231321870614974	0.4422896770815341	49
Tbc1d13	-0.11239421322753089	0.44195854684639024	49
Alg12	-0.11245077800519951	0.441727374288933	49
Zfand5	-0.11250734278286813	0.44149626873862385	49
Zfp574	-0.11256390756053673	0.44126523021059516	49
Tgoln1	-0.11262047233820534	0.44103425871995594	49
Gm14226	-0.11265637861889993	0.44088767705523946	49
Cln5	-0.11279016667121118	0.44034174662312037	49
Arnt	-0.11312955533722285	0.438958534468301	49
P4hb	-0.11329924967022868	0.4382678352168511	49
Ell	-0.1134123792255659	0.4378077051830243	49
Spsb3	-0.1134123792255659	0.4378077051830243	49
Cdip1	-0.1134123792255659	0.4378077051830243	49
Gm28308	-0.11365613495640924	0.4368171959246432	49
Rpl12	-0.11375176789157757	0.43642892982240306	49
Dennd1a	-0.11375176789157757	0.43642892982240306	49
Selenos	-0.11380833266924618	0.436199369566225	49
Arnt2	-0.11382516052126661	0.43613108907787007	49
Arrdc3	-0.1138648974469148	0.4359698766739904	49
Dhdds	-0.11403459177992063	0.4352818023266053	49
Pqlc3	-0.11420428611292648	0.43459433477811277	49
Chchd10	-0.11420719959905813	0.4345825369318506	49
H1f8	-0.11435553698322297	0.4339820973625685	49
Cdc37	-0.1143739804459323	0.4339074744189856	49
Stmn1	-0.11448711000126953	0.43344990503230413	49
Npas4	-0.11449473513698297	0.43341907374845373	49
Cept1	-0.11454367477893815	0.43322122163782295	49
Wbp11	-0.11460023955660674	0.4329926057949902	49
Ddx23	-0.11460023955660674	0.4329926057949902	49
Cpeb1	-0.11461224336821621	0.43294409910820414	49
Slc9b2	-0.11464698331243947	0.4328037342126218	49
Stk24	-0.11465680433427536	0.43276405751808206	49
Necap1	-0.11465680433427536	0.43276405751808206	49
Med21	-0.11465680433427536	0.43276405751808206	49
Pyurf	-0.11471336911194398	0.43253557682135263	49
Kazald1	-0.11471336911194398	0.43253557682135263	49
Zfp217	-0.11471336911194398	0.43253557682135263	49
C1rl	-0.11476993388961257	0.4323071637190326	49
Atxn7l2	-0.11476993388961257	0.4323071637190326	49
Srfbp1	-0.11482649866728119	0.4320788182253296	49
Vkorc1	-0.1148830634449498	0.43185054035442844	49
Commd2	-0.1148830634449498	0.43185054035442844	49
Yeats4	-0.11499619300028702	0.43139418753765274	49
Ndufaf8	-0.11510932255562424	0.43093810538172	49
Ddx17	-0.11516588733329286	0.43071016583678495	49
Ptp4a1	-0.11516588733329286	0.43071016583678495	49
Satb2	-0.1154799395648723	0.42944585890932485	49
Natd1	-0.11550527599930453	0.4293439509130456	49
Rgmb	-0.11550822267522372	0.4293320997004957	49
Prss57	-0.11552079580760961	0.4292815339861364	49
Hnrnpc	-0.11556184077697315	0.4291164856137399	49
Bnip2	-0.11556184077697315	0.4291164856137399	49
Uba5	-0.11567497033231036	0.42866175844427806	49
Zfp740	-0.11567497033231036	0.42866175844427806	49
Cdk2ap2	-0.11573153510997898	0.42843449660182054	49
Isca1	-0.11573153510997898	0.42843449660182054	49
Exosc8	-0.11578809988764759	0.42820730260597273	49
Churc1	-0.11590122944298481	0.42775311820924894	49
Cog5	-0.11590122944298481	0.42775311820924894	49
Pfkm	-0.11595779422065342	0.4275261278358865	49
Rpl32l	-0.11600485148374796	0.42733734217349373	49
Atpif1	-0.11601435899832203	0.42729920536416083	49
Zfp607a	-0.11601435899832203	0.42729920536416083	49
Mllt6	-0.11607092377599065	0.4270723508077709	49
Gm14403	-0.11607092377599065	0.4270723508077709	49
Camta1	-0.11607092377599065	0.4270723508077709	49
Pkd2l2	-0.11607975684006748	0.4270369316993599	49
Nek6	-0.11612748855365924	0.42684556418039316	49
Ptdss2	-0.11612748855365924	0.42684556418039316	49
Emc6	-0.11618405333132786	0.42661884549567963	49
Mcee	-0.11618405333132786	0.42661884549567963	49
Gm14418	-0.11618405333132786	0.42661884549567963	49
Strip1	-0.11629718288666507	0.42616561200874237	49
Lect2	-0.11633725403743221	0.42600513926776085	49
Myo3b	-0.1163511207957866	0.4259496150754875	49
Rab33b	-0.11641031244200231	0.42571265045571877	49
Zfp759	-0.11646687721967092	0.4254862716883112	49
Acadm	-0.11646687721967092	0.4254862716883112	49
Fbxl2	-0.11646687721967092	0.4254862716883112	49
Lbx2	-0.11672787790928502	0.42444259810150914	49
Asb8	-0.116749701108014	0.42435539848218584	49
Rcan2	-0.11684114897928294	0.42399010766919387	49
Ccnt2	-0.11686283066335121	0.42390352574502255	49
Ipo13	-0.11691939544101983	0.4236776915468361	49
Hoxc10	-0.11695715235196504	0.4235269854476501	49
Pabpn1	-0.11697596021868842	0.42345192548002625	49
Washc1	-0.11697596021868842	0.42345192548002625	49
Fbxl15	-0.11697596021868842	0.42345192548002625	49
Itm2c	-0.11708908977402566	0.423000597793738	49
Otub1	-0.11720221932936287	0.4225495427923297	49
Ubqln4	-0.11731534888470009	0.4220987605816028	49
Zfp57	-0.11751632351017496	0.4212986191925598	49
Ubash3b	-0.11754160799537454	0.42119801495355136	49
Sfxn1	-0.11754160799537454	0.42119801495355136	49
Syde1	-0.11755360387314169	0.42115028942148486	49
Zfp839	-0.11759817277304316	0.4209729992050041	49
Dhrs4	-0.11771130232838037	0.4205231725895131	49
Cep44	-0.11771130232838037	0.4205231725895131	49
Cic	-0.117767867106049	0.4202983617486033	49
1700012B09Rik	-0.11780383795309167	0.4201554348895847	49
Rdm1	-0.11793756143905483	0.4196243392489412	49
Smim38	-0.11796923956501143	0.4194985825083819	49
Ywhab	-0.11810725577206066	0.41895093205530065	49
Csk	-0.11816382054972926	0.41872659978552573	49
Pla2g6	-0.11816382054972926	0.41872659978552573	49
Ptchd1	-0.11817095482551411	0.41869831056527945	49
Ino80c	-0.11822038532739788	0.4185023359345242	49
Pdp1	-0.11827695010506649	0.4182781405150937	49
Crtc2	-0.11827695010506649	0.4182781405150937	49
Ptpn5	-0.11828902102922968	0.4182303060712162	49
Rpl36al	-0.11844664443807233	0.4176059649738609	49
Wdr81	-0.11861633877107816	0.4169344057752728	49
Kdm7a	-0.11861633877107816	0.4169344057752728	49
Jak3	-0.11867290354874677	0.41671068973323955	49
Parp3	-0.11872946832641537	0.4164870422243285	49
Sfxn3	-0.11878603310408399	0.4162634632611296	49
Gm10358	-0.1188109097094281	0.41616515724591563	49
Ubfd1	-0.11895572743708983	0.4155931377713598	49
Pgk1	-0.11895572743708983	0.4155931377713598	49
Nradd	-0.11906885699242706	0.415146597069852	49
Rpl36a	-0.11912542177009568	0.4149234296440233	49
Gnai2	-0.11912542177009568	0.4149234296440233	49
Thra	-0.11912542177009568	0.4149234296440233	49
Ppp2r1a	-0.11918198654776427	0.4147003308513903	49
Ttc4	-0.11923855132543289	0.41447730070435806	49
Sema7a	-0.11923855132543289	0.41447730070435806	49
Rpl35	-0.11923855132543289	0.41447730070435806	49
Arl5c	-0.11924284025943835	0.4144603925995014	49
Serpina3m	-0.119256918167975	0.41440489655907536	49
Mill2	-0.11929943391879264	0.4142373224940427	49
Etv4	-0.11946481043610734	0.4135858668195373	49
Nup62	-0.11952137521377594	0.4133631800857816	49
Cmc4	-0.11952137521377594	0.4133631800857816	49
Tktl1	-0.11957705443672498	0.4131440467573913	49
Hmg20b	-0.11969106954678177	0.4126955322507543	49
Fchsd2	-0.11969106954678177	0.4126955322507543	49
Serhl	-0.11969106954678177	0.4126955322507543	49
Lman2	-0.11997389343512484	0.411584161145031	49
Sufu	-0.12008702299046205	0.41114009433596804	49
Rsrp1	-0.12014358776813068	0.41091816418683924	49
Zcchc10	-0.12020015254579926	0.41069630289067066	49
Scnm1	-0.12042641165647373	0.40980954647505297	49
Ceacam16	-0.12045586669373178	0.4096941871674425	49
Atg16l2	-0.12048297643414234	0.4095880296230744	49
Ndrg2	-0.12060841359843026	0.4090970432390936	49
Ppp1r8	-0.12065267076714818	0.40892389266184703	49
Ptges2	-0.12070923554481677	0.40870265157910307	49
Atg2a	-0.12070923554481677	0.40870265157910307	49
Eif4e	-0.12076580032248539	0.4084814794681812	49
Ndufaf1	-0.12076580032248539	0.4084814794681812	49
Rexo1	-0.12082236510015401	0.4082603763408413	49
Neb	-0.12084745827565803	0.4081623130199871	49
Ksr1	-0.12093549465549122	0.4078183770838292	49
AI837181	-0.12110518898849705	0.4071558958678351	49
Gm42742	-0.12110518898849705	0.4071558958678351	49
2610001J05Rik	-0.12116175376616567	0.4069352068876434	49
Acad9	-0.12121831854383427	0.40671458697270396	49
Eno3	-0.12121831854383427	0.40671458697270396	49
Prrt2	-0.12128093010759708	0.4064704632930353	49
Ccdc85b	-0.1213314480991715	0.4062735543848596	49
Mbd6	-0.1213314480991715	0.4062735543848596	49
Cisd2	-0.1213880128768401	0.40605314173503576	49
Mapkapk2	-0.1213880128768401	0.40605314173503576	49
Gng4	-0.1215510039604456	0.4054184104728317	49
Gm5112	-0.12155770720984595	0.40539231849995905	49
Ost4	-0.12161427198751457	0.4051721823645982	49
Enc1	-0.12167083676518319	0.40495211538644516	49
Rbm22	-0.12172740154285178	0.4047321175768908	49
Serpinf1	-0.12172740154285178	0.4047321175768908	49
Pcdhgb2	-0.12184333515842767	0.4042814323163608	49
Psma7	-0.12189709587585762	0.4040725392733823	49
Gm14401	-0.12191307832333313	0.4040104498126792	49
Pde4dip	-0.12195366065352624	0.4038528182516699	49
Gm49027	-0.1219590104896623	0.4038320408556455	49
Prkar2b	-0.12201022543119484	0.4036331664551648	49
Akap7	-0.12201022543119484	0.4036331664551648	49
Bscl2	-0.12212335498653207	0.4031940705827639	49
Fuz	-0.12217991976420069	0.4029746265293041	49
Dpf3	-0.12218854948374008	0.40294115346993425	49
Slc37a2	-0.1222930493195379	0.40253594624378464	49
Alkbh4	-0.1222930493195379	0.40253594624378464	49
Laptm4b	-0.1222930493195379	0.40253594624378464	49
Rpl4	-0.1222930493195379	0.40253594624378464	49
Cox20	-0.12240617887487511	0.4020975431277537	49
Tnfaip6	-0.12244998199420809	0.4019278703935507	49
Cript	-0.12246274365254373	0.4018784455360684	49
Esd	-0.12246274365254373	0.4018784455360684	49
Rhobtb1	-0.12252243404237737	0.40164731639915335	49
Lsm14a	-0.1227455675408868	0.40078399768299583	49
Rem1	-0.12277860889268931	0.4006562501963485	49
Rtca	-0.12297182665156124	0.3999096881858998	49
Nrn1	-0.12310210873221665	0.3994067566221932	49
Zc3h3	-0.12314152098456707	0.3992546849793232	49
2200002J24Rik	-0.12330607682493148	0.39862011284249366	49
Hnrnpa0	-0.1233112153175729	0.3986003068827399	49
Spata5l1	-0.12336778009524152	0.3983823198140819	49
Manba	-0.12336778009524152	0.3983823198140819	49
Psd	-0.12342434487291012	0.39816440224504573	49
Ndufa8	-0.12342434487291012	0.39816440224504573	49
Banf1	-0.12342434487291012	0.39816440224504573	49
E2f6	-0.12342434487291012	0.39816440224504573	49
Med27	-0.12348090965057873	0.3979465541863091	49
Sgip1	-0.1235213623470312	0.3977908012599411	49
Snrpb	-0.12359403920591595	0.3975110666423305	49
Eri3	-0.12365060398358457	0.3972934271783289	49
Atp6v0c	-0.12365060398358457	0.3972934271783289	49
Tor4a	-0.12365060398358457	0.3972934271783289	49
Plcl2	-0.1236571456890711	0.3972682617036482	49
Auh	-0.1237071687612532	0.3970758572671079	49
Vps52	-0.12393342787192763	0.39620627336094355	49
Slc16a5	-0.12405899694745966	0.39572415297711083	49
Tmem106c	-0.12415968698260207	0.39533780314016387	49
Tmem170b	-0.12415968698260207	0.39533780314016387	49
Rplp2	-0.1242162517602707	0.3951208596765414	49
Dhfr	-0.1242162517602707	0.3951208596765414	49
Sspn	-0.12438594609327652	0.3944704472712404	49
Glcci1	-0.12458710109803146	0.39370026334128894	49
Samm50	-0.12461220520395096	0.3936042064147701	49
Ube2b	-0.12461220520395096	0.3936042064147701	49
Scn2a	-0.12463869230916112	0.3935028725485348	49
Sdf2l1	-0.12466876998161958	0.3933878204982028	49
Bcap29	-0.1247253347592882	0.39317150432103537	49
Crtc3	-0.12478189953695679	0.39295525789341773	49
Ndufaf5	-0.1248384643146254	0.3927390812254765	49
Tspan4	-0.12489502909229404	0.39252297432731575	49
Ces1a	-0.1250210102625878	0.392041911462016	49
Vapa	-0.12506472342529987	0.391875072352212	49
Nlrc3	-0.12506472342529987	0.391875072352212	49
Arsg	-0.12506472342529987	0.391875072352212	49
Rnf220	-0.12512128820296847	0.3916592446337542	49
Slc25a23	-0.12517785298063708	0.3914434867352528	49
Kmt5c	-0.12517785298063708	0.3914434867352528	49
Jmjd7	-0.1252909825359743	0.3910121804379617	49
Rplp0	-0.12534754731364292	0.39079663205903625	49
Rps6kb2	-0.12534754731364292	0.39079663205903625	49
St3gal4	-0.12546067686898013	0.39036574489011405	49
Brix1	-0.12563037120198597	0.38971993825683	49
Zfp960	-0.12563037120198597	0.38971993825683	49
Vps39	-0.12568693597965458	0.3895048091836762	49
Rps23	-0.12568693597965458	0.3895048091836762	49
Gas2	-0.12580006553499182	0.3890747608028754	49
Vsig1	-0.12591709762918402	0.3886301717856956	49
Dnajc27	-0.1259260453424511	0.3885961929615554	49
Itgb3bp	-0.12596975986799763	0.3884302127911598	49
Acsl1	-0.12596975986799763	0.3884302127911598	49
Mpnd	-0.12596975986799763	0.3884302127911598	49
Mfng	-0.12601314715328468	0.38826551644302054	49
Tmem150a	-0.12613945420100348	0.38778629448274043	49
Loxl3	-0.12613945420100348	0.38778629448274043	49
Col6a1	-0.1261426721673599	0.38777408974535005	49
