Protein	Description	Exp. q-value: Combined	Protein FDR Confidence: Combined	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Razor Peptides	Abundances (Normalized): A1: Pg_1	Abundances (Normalized): A2: Pg_2	Abundances (Normalized): A3: Pg_3	Found in Sample: A1: Pg_1	Found in Sample: A2: Pg_2	Found in Sample: A3: Pg_3
EOS18245	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:2231365:2232195:1 gene:C803_01907 transcript:EOS18245 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	6.443	14	3	3	3	276	31.9	5.21	0	0	1050642.264	1046356.313	992096.4056	High	Peak Found	High
EOS15410	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:456017:456478:1 gene:C803_03720 transcript:EOS15410 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	6.418	14	3	7	3	153	17.7	8.51	5.41	0	6756811.277	5124015	5724882.91	High	High	High
EOS13319	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.6:264768:265499:-1 gene:C803_05266 transcript:EOS13319 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	6.404	5	1	2	1	243	27.5	4.97	5.55	0	1636928.767	1479646.5	1172868.091	High	Peak Found	High
EOS15933	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:1196887:1198224:-1 gene:C803_04246 transcript:EOS15933 gene_biotype:protein_coding transcript_biotype:protein_coding description:trk system potassium uptake protein TrkA	0	High	6.398	7	3	3	3	445	49.9	8.24	2.1	0	4478572.867	4160766	4508029.282	High	High	High
EOS18020	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:202173:203984:-1 gene:C803_02226 transcript:EOS18020 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	6.376	5	2	2	2	603	68.2	6.49	1.62	0	751084.3778	706413.0625	665829.1011	Peak Found	High	Peak Found
EOS19709	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:510000:511406:1 gene:C803_00390 transcript:EOS19709 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	6.223	6	3	7	3	468	52.4	7.21	6.32	0	4038493.388	4030490.625	4076658.663	High	High	High
EOS19537	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:285913:286581:-1 gene:C803_00216 transcript:EOS19537 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	6.196	5	1	2	1	222	26.3	9.6	5.44	0				High	High	n/a
EOS18273	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:2260907:2261248:-1 gene:C803_01935 transcript:EOS18273 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	6.174	8	1	3	1	113	12.9	6.14	6.49	0	1941975.194	1756339.5	1819329.143	High	High	High
EOS13220	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.6:148231:149184:-1 gene:C803_05162 transcript:EOS13220 gene_biotype:protein_coding transcript_biotype:protein_coding description:N-acetylornithine carbamoyltransferase	0	High	6.167	6	2	2	2	317	36.2	6.11	0	0	2483567.828	2186473.813	2182542.57	Peak Found	High	Peak Found
EOS14499	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.4:206698:208251:1 gene:C803_04640 transcript:EOS14499 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	6.158	3	2	5	2	517	56.4	6.07	1.66	0	1607279.864	1536963.625	1861510.347	High	High	High
EOS13185	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.6:107910:108863:1 gene:C803_05127 transcript:EOS13185 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	6.115	3	1	4	1	317	35.9	7.66	0	0				n/a	High	High
EOS19200	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:1253236:1254810:-1 gene:C803_01033 transcript:EOS19200 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	6.09	4	2	5	2	524	61	5.36	1.82	0	531088.7672	468746.5	525099.7074	High	High	High
EOS15631	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:806312:808492:1 gene:C803_03943 transcript:EOS15631 gene_biotype:protein_coding transcript_biotype:protein_coding description:ribonuclease R	0	High	6.089	2	2	3	2	726	83	7.5	0	0	1826549.916	2200845.688	1988229.664	Peak Found	High	High
EOS12886	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.7:103634:104227:-1 gene:C803_05391 transcript:EOS12886 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	6.062	10	2	3	2	197	22.3	7.83	3.9	0	2050082.852	2060426.125	2207985.252	Peak Found	High	High
EOS17452	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:511203:512039:1 gene:C803_02463 transcript:EOS17452 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	6.036	7	1	1	1	278	31.1	8.47	3.06	0	1187076.513	1086405.75	1001309.139	Peak Found	High	Peak Found
EOS19514	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:260535:261227:-1 gene:C803_00193 transcript:EOS19514 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	6.032	5	1	1	1	230	26.6	7.24	2.86	0	207465.8729	1437044	1464811.588	Peak Found	Peak Found	High
EOS15635	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:810298:811848:-1 gene:C803_03947 transcript:EOS15635 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	6.008	2	1	3	1	516	60.3	5.82	5.01	0	2179279.666	1610589	1930082.697	High	High	High
EOS18919	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:1314067:1315182:-1 gene:C803_01082 transcript:EOS18919 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	5.98	4	2	6	2	371	39.7	5.05	6.93	0	4888964.782	4237428.25	5400822.953	High	High	High
EOS16134	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:1448256:1451126:-1 gene:C803_04449 transcript:EOS16134 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	5.971	3	3	7	3	956	106.3	8.56	5.05	0	2989952.984	2365102.25	3396296.994	High	High	High
EOS17445	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:497461:499044:-1 gene:C803_02456 transcript:EOS17445 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	5.918	3	2	3	2	527	58.9	6.34	1.65	0	1854657.684	1560376.688	1477937.778	High	Peak Found	High
EOS20273	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:1157205:1159517:1 gene:C803_00955 transcript:EOS20273 gene_biotype:protein_coding transcript_biotype:protein_coding description:NTE family protein	0	High	5.872	1	1	3	1	770	88	8.59	6.64	0	1284524.647	1044032.625	1346683.849	High	High	High
EOS19359	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:40683:41333:1 gene:C803_00038 transcript:EOS19359 gene_biotype:protein_coding transcript_biotype:protein_coding description:ribulose-phosphate 3-epimerase	0	High	5.852	6	2	5	2	216	23.9	5.96	0	0	1976854.307	5583735.875	6338593.379	High	High	High
EOS12531	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.9:35636:37258:1 gene:C803_05662 transcript:EOS12531 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	5.823	4	2	2	2	540	61.7	5.05	2.14	0	1288597.998	1527641.938	1516126.087	Peak Found	High	Peak Found
EOS14126	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.5:259327:261018:-1 gene:C803_04952 transcript:EOS14126 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	5.82	5	3	6	3	563	63.1	7.03	10.33	0	4083181.204	3480982.313	3272449.696	High	High	High
EOS16233	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:91272:92306:1 gene:C803_03450 transcript:EOS16233 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	5.812	5	2	2	2	344	38.3	5.81	1.76	0	588929.368	767256.375	563314.7075	Peak Found	High	High
EOS18203	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:2184811:2185032:1 gene:C803_01864 transcript:EOS18203 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	5.772	15	2	5	2	73	7.7	5.4	5.55	0	7635949.018	7062095	7748929.408	High	High	High
EOS18755	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:1593823:1595130:1 gene:C803_01324 transcript:EOS18755 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	5.759	5	2	4	2	435	48.4	5.53	0	0	2301477.331	1333287.125	2330335.222	High	High	High
EOS18242	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:2228776:2229633:1 gene:C803_01904 transcript:EOS18242 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	5.758	5	1	2	1	285	32.4	5.88	0	0	963101.5694	936655.5	1155059.795	Peak Found	High	High
EOS16057	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:1344195:1346030:-1 gene:C803_04372 transcript:EOS16057 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	5.756	3	2	7	1	611	71	5.5	6.36	0	1247635.837	1013072.188	1053644.078	High	High	High
EOS15587	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:748155:748709:1 gene:C803_03898 transcript:EOS15587 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	5.752	18	2	3	2	184	20.4	5.82	2.59	0	3892705.526	2921801	3845378.761	High	Peak Found	High
EOS17545	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:607515:609728:1 gene:C803_02557 transcript:EOS17545 gene_biotype:protein_coding transcript_biotype:protein_coding description:RelA/SpoT family protein	0	High	5.741	2	1	1	1	737	85.1	9.16	1.72	0	864696.1976	748776	775398.6573	High	Peak Found	Peak Found
EOS15669	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:857943:859283:-1 gene:C803_03981 transcript:EOS15669 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	5.738	2	1	3	1	446	50.7	5.76	7.99	0	2111089.911	1764419.25	1490238.205	High	High	High
EOS17197	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:1324256:1325251:1 gene:C803_03099 transcript:EOS17197 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	5.723	7	2	2	2	331	37	5.54	2.14	0	1512009.026	1515599.125	1567615.656	Peak Found	Peak Found	High
EOS14611	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.4:344514:349013:-1 gene:C803_04752 transcript:EOS14611 gene_biotype:protein_coding transcript_biotype:protein_coding description:hydrophobe/amphiphile efflux-1 (HAE1) family RND transporter	0	High	5.715	3	2	2	2	1499	164.7	6.68	0	0		1361061	1178764.175	n/a	High	Peak Found
EOS15560	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:705321:707537:-1 gene:C803_03871 transcript:EOS15560 gene_biotype:protein_coding transcript_biotype:protein_coding description:dipeptidyl-peptidase 4	0	High	5.696	3	3	6	3	738	82.9	7.94	0	0	2925279.369	2517987	2894728.874	High	High	High
EOS13299	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.6:246088:247230:-1 gene:C803_05246 transcript:EOS13299 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	5.689	5	2	6	2	380	41.6	6.52	7.64	0	2747215.946	2854373.375	2677525.902	High	High	High
EOS18932	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:1331017:1331841:1 gene:C803_01095 transcript:EOS18932 gene_biotype:protein_coding transcript_biotype:protein_coding description:naphthoate synthase	0	High	5.661	5	2	7	2	274	30.5	6.25	11.92	0	4024952.911	3893109.75	4347144.594	High	High	High
EOS14063	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.5:172796:173758:1 gene:C803_04889 transcript:EOS14063 gene_biotype:protein_coding transcript_biotype:protein_coding description:pentatricopeptide repeat domain-containing protein	0	High	5.66	4	1	1	1	320	35.9	4.79	1.81	0	1163046.065	958623.375	1076304.933	Peak Found	Peak Found	High
EOS18200	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:2182047:2183282:1 gene:C803_01861 transcript:EOS18200 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	5.626	4	2	5	2	411	47.7	5.02	0	0	3027758.742	2991780.5	3203635.424	High	High	High
EOS18743	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:1579406:1581877:1 gene:C803_01312 transcript:EOS18743 gene_biotype:protein_coding transcript_biotype:protein_coding description:MutS2 family protein	0	High	5.61	3	2	2	2	823	93.5	6.83	0	0	800613.9641	636662.9375	514785.8299	High	High	Peak Found
EOS15483	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:569019:572435:1 gene:C803_03794 transcript:EOS15483 gene_biotype:protein_coding transcript_biotype:protein_coding description:SusC/RagA family TonB-linked outer membrane protein	0	High	5.599	1	2	6	1	1138	125.9	6.8	11.4	0				Peak Found	Peak Found	High
EOS17734	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:828526:828795:-1 gene:C803_02748 transcript:EOS17734 gene_biotype:protein_coding transcript_biotype:protein_coding description:chaperonin	0	High	5.516	26	2	4	2	89	9.6	5.01	2.05	0	2722454.57	2594185.75	2715483.547	High	High	High
EOS14029	"pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.5:134359:135702:1 gene:C803_04855 transcript:EOS14029 gene_biotype:protein_coding transcript_biotype:protein_coding description:exodeoxyribonuclease VII, large subunit"	0	High	5.513	4	2	4	2	447	50.1	7.15	7.48	0	985173.1527	1022455.563	1035730.665	High	High	High
EOS14448	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.4:155563:156231:1 gene:C803_04589 transcript:EOS14448 gene_biotype:protein_coding transcript_biotype:protein_coding description:YggS family pyridoxal phosphate enzyme	0	High	5.495	9	2	3	2	222	24.8	5.9	0	0	2227108.915	1595058.25	2131876.93	High	High	High
EOS18244	"pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:2230555:2231277:1 gene:C803_01906 transcript:EOS18244 gene_biotype:protein_coding transcript_biotype:protein_coding description:HAD hydrolase, family IA"	0	High	5.49	11	2	2	2	240	27	5.35	2.17	0	1481159.135	1210109.875	1301496.731	High	High	Peak Found
EOS14021	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.5:127614:128435:-1 gene:C803_04847 transcript:EOS14021 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	5.484	4	1	1	1	273	30.6	6.32	2.03	0	1096528.921	1006124.875	937331.8668	Peak Found	High	Peak Found
EOS17697	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:773505:774008:-1 gene:C803_02709 transcript:EOS17697 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	5.479	10	2	5	1	167	18.9	8.81	3.35	0				High	n/a	High
EOS17959	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:129390:130415:-1 gene:C803_02165 transcript:EOS17959 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	5.468	3	1	3	1	341	38	6.33	6.02	0	1315857.355	1085449	1134976.603	High	High	High
EOS17978	"pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:159606:160715:-1 gene:C803_02184 transcript:EOS17978 gene_biotype:protein_coding transcript_biotype:protein_coding description:efflux transporter, RND family, MFP subunit"	0	High	5.462	4	1	1	1	369	40.7	5.44	2.55	0	1928302.721		1862995.785	Peak Found	n/a	High
EOS18504	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:1785626:1788532:-1 gene:C803_01501 transcript:EOS18504 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	5.435	2	2	4	2	968	108.3	6.96	6.95	0	3093450.972	3351278.5	3026364.945	High	High	High
EOS17854	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:19026:19514:1 gene:C803_02060 transcript:EOS17854 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	5.418	13	2	2	2	162	18.5	7.24	3.75	0	2389630.236	2339343	2197837.843	High	Peak Found	Peak Found
EOS18487	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:1760729:1763707:-1 gene:C803_01484 transcript:EOS18487 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	5.412	2	2	5	2	992	112.6	6.33	6.56	0	1290277.052	980441.9375	1219541.279	High	High	High
EOS16213	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:61516:62484:-1 gene:C803_03430 transcript:EOS16213 gene_biotype:protein_coding transcript_biotype:protein_coding description:peptide chain release factor 2	0	High	5.403	5	1	1	1	322	36.9	5.12	1.61	0	2740923.187	2611772	2363029.641	Peak Found	Peak Found	High
EOS15685	"pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:879497:880003:-1 gene:C803_03997 transcript:EOS15685 gene_biotype:protein_coding transcript_biotype:protein_coding description:phosphoribosylaminoimidazole carboxylase, catalytic subunit"	0	High	5.349	6	1	3	1	168	17.6	6.32	6.26	0	1415700.047	1068944	1341696.383	High	High	High
EOS13322	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.6:268016:269701:-1 gene:C803_05269 transcript:EOS13322 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	5.336	4	3	7	2	561	63.4	6.76	9.71	1	3150798.896	2463525.75	3264637.774	High	High	High
EOS18710	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:2018797:2019816:-1 gene:C803_01712 transcript:EOS18710 gene_biotype:protein_coding transcript_biotype:protein_coding description:glycoprotease/Kae1 family metallohydrolase	0	High	5.334	8	2	4	2	339	36.5	6.46	6.65	0	1643083.671	1724877.75	2197319.084	High	High	High
EOS17007	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:1477637:1478425:1 gene:C803_03231 transcript:EOS17007 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	5.327	6	2	4	2	262	30.5	5.49	6	0	2589948.918	2493960.875	2548434.162	High	High	High
EOS20022	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:894232:895245:-1 gene:C803_00704 transcript:EOS20022 gene_biotype:protein_coding transcript_biotype:protein_coding description:N-acetylmuramoyl-L-alanine amidase	0	High	5.296	5	2	4	2	337	38.8	9.77	5.14	0	2306770.481	2071151	2254112.043	High	High	High
EOS18241	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:2228042:2228743:1 gene:C803_01903 transcript:EOS18241 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	5.276	6	2	5	2	233	26.2	5.07	1.81	0	5066378.635	6647094.375	5292724.034	High	High	High
EOS12846	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.7:46668:47885:-1 gene:C803_05351 transcript:EOS12846 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	5.232	4	1	1	1	405	46.4	5.92	2.27	0				n/a	High	n/a
EOS17395	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:427184:427927:-1 gene:C803_02405 transcript:EOS17395 gene_biotype:protein_coding transcript_biotype:protein_coding description:imidazole glycerol phosphate synthase subunit hisH	0	High	5.205	4	1	3	1	247	28.2	7.58	5.71	0				High	High	High
EOS19713	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:513732:514208:1 gene:C803_00394 transcript:EOS19713 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	5.194	9	2	3	2	158	18.3	6.54	3.55	0	2401012.877	1482476.25	2436430.642	High	High	High
EOS17429	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:475993:476577:1 gene:C803_02440 transcript:EOS17429 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	5.171	9	2	5	2	194	22.4	5.78	5.27	0	1944847.036	1911907.813	1913959.954	High	High	High
EOS18825	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:1668180:1670429:-1 gene:C803_01394 transcript:EOS18825 gene_biotype:protein_coding transcript_biotype:protein_coding description:aconitate hydratase	0	High	5.117	1	1	1	1	749	81.8	6.51	2.44	0	808842.6759	788916.375	765903.3324	High	Peak Found	Peak Found
EOS14364	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.4:44345:47425:1 gene:C803_04502 transcript:EOS14364 gene_biotype:protein_coding transcript_biotype:protein_coding description:SusC/RagA family TonB-linked outer membrane protein	0	High	5.113	1	1	2	1	1026	113.7	6.54	5.52	0				High	Peak Found	High
EOS17241	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:1017368:1019359:1 gene:C803_02875 transcript:EOS17241 gene_biotype:protein_coding transcript_biotype:protein_coding description:peptidoglycan-associated lipoprotein	0	High	5.068	2	2	5	2	663	75.4	5.6	3.5	0	4863169.171	3999070.375	4082622.864	High	High	High
EOS16039	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:1320403:1320798:-1 gene:C803_04354 transcript:EOS16039 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	5.046	9	1	3	1	131	14.9	5.14	7.74	0	1293652.213	1074374.625	1254718.172	High	High	High
EOS17097	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:1180533:1181510:-1 gene:C803_02995 transcript:EOS17097 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	5.036	4	1	3	1	325	34.7	4.74	2.28	0	1021676.126	672350.75	935336.1466	High	High	High
EOS16347	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:232829:234049:-1 gene:C803_03564 transcript:EOS16347 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	5.017	4	2	3	2	406	46.1	6.13	1.76	0	1883244.299	1835639.625	1690183.262	High	High	High
EOS18154	"pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:2117042:2118685:1 gene:C803_01812 transcript:EOS18154 gene_biotype:protein_coding transcript_biotype:protein_coding description:ATP-binding cassette, subfamily F, member 3"	0	High	4.996	3	2	2	1	547	62.4	5.41	0	0	597858.8734	700445.1875	624178.3555	Peak Found	High	Peak Found
EOS19448	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:158116:159642:-1 gene:C803_00127 transcript:EOS19448 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	4.945	3	2	3	2	508	58.2	6.92	2.04	0	1474297.059	1512617.375	1471325.95	Peak Found	High	High
EOS17660	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:731136:731717:1 gene:C803_02672 transcript:EOS17660 gene_biotype:protein_coding transcript_biotype:protein_coding description:FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	0	High	4.943	8	2	4	2	193	20.5	4.42	1.72	0	1827190.178	1758489.625	1729114.67	High	High	High
EOS17564	"pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:633435:633989:-1 gene:C803_02576 transcript:EOS17564 gene_biotype:protein_coding transcript_biotype:protein_coding description:acetolactate synthase, small subunit"	0	High	4.889	5	1	3	1	184	21.2	6.35	8.18	0	1738056.54	1367154.75	1781319.761	High	High	High
EOS20039	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:918033:918440:1 gene:C803_00721 transcript:EOS20039 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	4.885	11	2	9	2	135	15.8	5.55	0	0	16046333.94	16541819	15627059.34	High	High	High
EOS19728	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:533404:534549:1 gene:C803_00409 transcript:EOS19728 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	4.822	2	1	2	1	381	41.5	8.66	4.14	0	1135462.119	1211394	1005242.645	High	High	Peak Found
EOS19561	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:319193:321052:1 gene:C803_00240 transcript:EOS19561 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	4.813	2	1	2	1	619	69	7.74	2.78	0	1055675.651	793777.25	760413.8685	High	High	Peak Found
EOS19371	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:57303:59375:-1 gene:C803_00050 transcript:EOS19371 gene_biotype:protein_coding transcript_biotype:protein_coding description:DNA topoisomerase III	0	High	4.789	5	2	3	2	690	78.3	8.5	0	0	1042230.071	1232731.875	1221792.267	Peak Found	High	High
EOS19997	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:861215:861823:1 gene:C803_00679 transcript:EOS19997 gene_biotype:protein_coding transcript_biotype:protein_coding description:adenylyl-sulfate kinase	0	High	4.706	4	1	3	1	202	22.6	6.09	7.08	0	2267019.267	2257789.75	2193601.001	High	High	High
EOS12815	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.7:6764:7645:1 gene:C803_05320 transcript:EOS12815 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	4.693	4	1	2	1	293	32.1	5	2.01	0				n/a	High	High
EOS19373	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:60953:62536:1 gene:C803_00052 transcript:EOS19373 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0.001	High	4.635	4	2	4	2	527	60.8	5.86	1.63	0	2277535.533	2286029.75	1898592.453	High	High	High
EOS15342	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:369379:370341:-1 gene:C803_03652 transcript:EOS15342 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0.001	High	4.635	3	1	3	1	320	35.6	5.06	0	0				High	High	High
EOS12831	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.7:25473:26249:-1 gene:C803_05336 transcript:EOS12831 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0.001	High	4.61	3	1	1	1	258	28.4	4.98	0	0	2795948.93	2367025.25	2712247.159	Peak Found	High	Peak Found
EOS14344	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.4:19340:19699:1 gene:C803_04481 transcript:EOS14344 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0.001	High	4.607	12	2	2	2	119	13.6	8.9	1.8	0	1131915.388	960015.3125	903712.3234	High	Peak Found	High
EOS20021	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:892791:894032:-1 gene:C803_00703 transcript:EOS20021 gene_biotype:protein_coding transcript_biotype:protein_coding description:anaerobic sulfatase-maturating enzyme	0.001	High	4.603	4	2	4	2	413	48.2	6.2	0	0	3459060.239	3444345.625	3933184.189	High	High	High
