term	rho	p	n_genes_present	q	cohort	split	bucket	expected	primary
CUSTOM_EMT_CORE	0.7186813186813187	0.003779579961412291	15	0.009576954711053872	GSE207422_sc_epithelial_pseudobulk	quartile	EMT	DOWN	True
HALLMARK_APICAL_JUNCTION	0.8065934065934066	0.0004911128961691058	187	0.0034377902731837404	GSE207422_sc_epithelial_pseudobulk	median	TJ	UP	True
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.3494505494505495	0.22068999774644735	192	0.3051900756001402	GSE207422_sc_epithelial_pseudobulk	median	EMT	DOWN	True
KEGG_TIGHT_JUNCTION	0.26593406593406593	0.3581134003647862	115	0.4036435887938143	GSE207422_sc_epithelial_pseudobulk	median	TJ	UP	True
GOBP_CORNIFICATION	0.4813186813186813	0.08141829504280486	4	0.12665068117769646	GSE207422_sc_epithelial_pseudobulk	median	KERATIN_BARRIER	UP	True
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.6791208791208792	0.00756225703114548	166	0.01512451406229096	GSE207422_sc_epithelial_pseudobulk	median	KERATIN_BARRIER	UP	True
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.3362637362637363	0.239792202257253	157	0.3051900756001402	GSE207422_sc_epithelial_pseudobulk	median	EMT	DOWN	True
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.8065934065934066	0.0004911128961691058	29	0.0034377902731837404	GSE207422_sc_epithelial_pseudobulk	median	KERATIN_BARRIER	UP	True
GOBP_KERATINIZATION	0.7494505494505495	0.002030145549100647	29	0.007105509421852264	GSE207422_sc_epithelial_pseudobulk	median	KERATIN_BARRIER	UP	True
GOBP_KERATINOCYTE_DIFFERENTIATION	0.7802197802197802	0.0009944938002309496	110	0.004640971067744431	GSE207422_sc_epithelial_pseudobulk	median	KERATIN_BARRIER	UP	True
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.2571428571428571	0.3748119038799704	68	0.4036435887938143	GSE207422_sc_epithelial_pseudobulk	median	TJ	UP	True
CUSTOM_TJ_CORE	0.0857142857142857	0.7707850311186758	25	0.7707850311186758	GSE207422_sc_epithelial_pseudobulk	median	TJ	UP	True
CUSTOM_CLAUDIN_PAR_FOCAL	0.5736263736263736	0.03197081397639697	5	0.0559489244586947	GSE207422_sc_epithelial_pseudobulk	median	TJ	UP	True
CUSTOM_BARRIER_KERATIN	0.7142857142857143	0.004104409161880231	17	0.009576954711053872	GSE207422_sc_epithelial_pseudobulk	median	KERATIN_BARRIER	UP	True
CUSTOM_EMT_CORE	0.7186813186813187	0.003779579961412291	15	0.009576954711053872	GSE207422_sc_epithelial_pseudobulk	median	EMT	DOWN	True
