gene	A006	A015	A021	A027	A028	A033	A037	A062	A063	A066	A068	A072	A074	A100	A101	A102	A103	A104	A110	A111	A112	A117	A120	A124	A126	A131	A134	A138	A143	A144	A148	A150	A153	A156	A157	A158	A159	A162	A163	A165	A168	A169	A177	A182	A183	A185	A186	A187	A188	A190	A191	A192	A193	A194	A195	A196	A197	A198	A199	A200	A201	A202	A203	A204	A205	A206	A207	A208	A209	A210	A211	A212	A213	A214	A215	A216	A217	A218	A219	A220	A221	A222	A232	A233	A234	A239	A240	A241	A243	A247	A249	A250	A252	A255	A258	A259	A260	A261	A262	A263	A264	A265	A266	A267	A268	A269	A270	A271	A272	A273	A274	A275	A276	A277	A278	A279	A280	A281	A282	A283	A284	A285	A306	A307	A310	A315	A316	A320	A322	A323	A375	A377	A379	A380	A381	A425	A426	A428	A430	A432	A433	A434	A483	A486	A488	A490	A492	A493	A496	A499	A500	A503	A504	A508	A509	A510	A511	A512	A514	A517	A519	A521	A522	A524	A530	A532	A534	A537	A538
RAP2B	-1.2363	1.7316	-0.1856	0.0813	-0.5049	1.4165	0.0056	1.6081	-1.3277	-0.7554	0.4913	-1.5423	1.668	-1.6775	0.1088	0.0736	0.7436	-0.2535	0.1904	-0.9294	0.6853	-0.5755	-0.434	-0.7188	-0.6649	3.168	-1.7268	-0.7078	-0.3911	-0.4753	-0.7842	-0.0261	-1.0782	0.9668	-0.1062	-1.3967	-0.3297	0.7647	-0.1129	-0.0993	2.6269	0.2234	1.0066	-0.0761	1.6698	0.9894	1.3343	0.1672	-0.6248	0.6008	-0.3657	1.0684	-0.2726	0.8189	1.7661	0.8053	-1.1805	0.1992	1.5736	-1.3008	-0.5502	-0.3125	0.0243	-2.3615	0.8247	1.0308	1.3893	-0.1672	2.4598	2.2605	-1.0351	0.062	0.1597	0.6243	-1.0425	0.3463	-0.2724	-0.1243	-0.473	-1.0018	-1.5226	-1.3336	-0.5469	0.5984	0.0978	0.4834	0.2077	0.9379	-0.7771	0.2711	1.5755	-0.2131	-1.3798	-0.5005	-0.5919	0.3155	-0.915	-1.0828	-1.0781	-1.6256	2.3372	1.056	0.8236	1.7844	-1.3763	-1.7182	-0.3028	0.8203	0.506	-0.1071	-0.7599	0.0722	0.4566	-1.83	0.5985	-0.992	-1.4392	1.1806	-0.329	-0.2265	-0.5183	-0.4654	1.5488	-0.5251	-0.368	-0.7648	-0.9458	-0.6465	-0.8057	0.3758	0.6679	0.1241	-1.083	-0.7812	-0.2136	0.5014	-0.5731	-1.4266	-0.2883	0.7007	0.318	0.2668	0.4883	-2.1134	-0.1368	-1.8796	1.2128	-0.2671	1.1075	-0.0437	1.313	-0.5369	-0.4234	0.5317	0.5091	0.3012	0.2522	0.2655	0.5803	-0.4255	0.477	0.315	-0.402	1.9032	0.4343	0.5164	-1.2418	-0.4217	0.5771
RAP2C	-0.5039	-0.2722	1.8063	0.2397	-0.647	0.5461	0.5125	0.3286	0.5581	1.9007	1.0483	-1.2936	0.9776	0.1894	1.0263	0.4824	1.1813	0.2249	1.878	2.2941	0.2255	-0.7287	-0.8966	-0.4963	0.5088	-0.2402	-0.0458	-0.5396	0.2129	-0.1928	0.0235	1.3936	1.2388	1.1249	0.5967	-1.466	-1.012	-0.1852	-0.6467	-0.251	0.7558	-1.3229	0.4949	0.3445	1.629	-0.1557	0.8957	1.9561	-0.4604	0.1542	2.0886	0.9949	0.7423	0.5923	0.4919	-0.0081	0.6883	0.3339	0.7407	0.6295	-0.3295	1.065	1.0533	-0.7733	0.5259	0.8367	0.7683	-0.2334	-0.0827	-0.0406	0.1017	0.1083	0.8969	-1.2495	-0.5019	-1.4636	0.073	0.0153	-1.3341	0.7027	0.2999	-0.666	-0.3291	0.3018	-0.3948	0.1047	0.7622	-0.2243	-1.1253	-0.3151	2.4336	1.0623	-0.1185	0.2638	-0.1081	0.5532	-0.5185	-0.9164	1.1534	-0.7301	0.5364	0.2121	0.8461	0.0935	-0.2802	-0.4082	-0.2486	-0.3174	-1.0923	1.1205	-0.2863	-0.6755	0.694	-0.296	0.0966	0.1557	-0.2511	-0.3565	0.4546	0.1222	0.0134	1.3479	1.0695	1.1566	-0.9667	-0.0857	-0.2404	-0.1021	0.318	-0.7055	0.3183	0.2806	-0.6556	0.46	-1.2004	0.476	-1.0891	-0.5046	-0.2544	-0.7471	0.7247	-0.7203	-3.1086	-3.1921	-1.9099	-3.1256	0.3887	-2.1906	-2.2543	-2.7712	-0.5394	-1.0722	0.1953	-4.2456	0.3818	-0.032	0.2691	-0.3763	-0.4364	0.1271	-0.0551	0.4638	-0.453	0.5022	-0.213	0.6766	-1.0638	0.0851	0.6227
RAPGEF2	1.3974	-0.5312	1.6634	-0.7598	-0.4447	-0.0477	-0.7442	-0.3893	-0.3952	0.9112	-1.0642	-0.4605	-0.6601	0.8326	0.0449	-0.909	0.2106	0.2446	-0.2575	0.431	0.7928	-0.2305	0.0637	-0.1504	-0.0071	-2.3957	-0.144	1.8909	-0.7912	-1.406	-1.1776	-0.6943	0.3079	-0.3067	-0.965	-0.7217	0.0961	-1.3238	-1.1109	-0.0959	0.7259	-0.6467	0.4049	-0.2272	0.0147	0.9821	0.1674	-0.4536	-0.7425	0.4425	2.0763	0.4155	-0.267	1.0107	0.3629	0.7023	-0.2666	1.2529	0.5928	-0.2961	1.0406	2.0545	0.6918	-0.161	1.0087	0.2924	-0.9287	0.7571	1.2438	-0.4611	1.451	2.046	1.156	-2.0819	1.7912	-1.3675	0.8953	0.6689	-0.0673	0.2103	2.1328	0.7756	-1.6939	-0.078	0.8017	0.1948	-0.6723	-0.2489	-0.6799	-1.1955	-0.1494	0.1737	1.7119	0.6992	1.1213	0.0408	0.7505	-0.7397	-0.4349	0.5625	0.8172	0.3917	-0.3566	-0.6245	1.4906	1.484	0.8112	1.6128	-0.7115	0.911	0.0401	0.1595	0.2825	0.1106	0.4324	0.5647	1.2715	0.464	0.0057	1.337	1.4726	0.2033	-0.6034	0.4212	-0.5658	0.2317	0.2353	0.7165	-0.4512	0.4743	0.8648	0.1854	-0.9754	0.042	0.9272	0.4779	0.0727	0.3025	0.3837	-0.2256	-1.1157	-0.1792	-1.5056	-2.591	-2.9104	-3.0432	-0.5924	-2.7465	-0.7959	-2.8272	-1.4375	-1.1749	0.0809	-2.8403	-0.6365	-0.4587	-0.8219	0.8178	0.5268	-0.2266	-0.6284	-0.6271	0.5188	0.1806	0.3125	-0.193	0.1341	-0.0944	-0.0751
SH3BP1	0.3239	-0.7124	0.7025	-0.5317	-0.9124	1.6595	1.0933	-0.9227	0.6008	-0.3851	-0.3827	-0.8541	0.4395	-0.9411	0.0123	1.8747	-1.6497	-0.5347	-0.7767	-1.7115	-0.8278	-1.0452	0.0752	-0.4092	-0.7688	2.0912	-1.946	-0.3023	-0.9665	-0.9092	-0.3947	-0.4649	0.7909	-0.3364	0.3535	-0.6489	-0.9263	0.4105	-0.5131	0.2631	-1.3475	1.2026	0.8342	0.2301	-0.0816	0.1557	1.0245	-0.9715	0.2186	0.4053	-1.3939	0.0748	0.8388	-0.6656	0.4637	-0.1251	-0.9491	-1.0538	0.1264	-0.0304	-0.1075	-2.0833	0.298	-1.7434	-0.4909	0.5287	-1.3668	-0.4359	2.0517	0.2869	0.4244	-0.2605	-0.237	0.8173	0.2251	1.243	-0.791	1.0111	-1.1402	-0.7556	-0.7053	-0.9798	-1.2876	0.9775	0.3637	0.66	0.4872	1.5049	-0.0691	1.6954	0.7216	-0.9707	0.1536	0.0497	0.0414	-1.3039	1.7283	0.0214	-1.8616	-0.3604	0.5896	0.771	0.4138	1.2074	0.4164	-1.3543	0.2523	0.0988	-1.5651	-0.5293	0.4879	0.598	0.6111	-1.7178	0.3474	-0.1463	-0.4589	1.0463	-0.3994	0.2008	-0.0972	0.2311	-0.1157	-0.3062	-0.77	-0.7909	-0.6491	-1.1113	-0.8925	0.0656	-1.3214	-0.6322	0.5147	-0.687	-1.3813	-0.7839	-0.5841	-2.6822	-0.3272	0.1262	0.521	0.0382	0.4253	1.7077	2.6046	1.3486	0.1146	1.5795	1.301	2.7054	3.0387	1.6194	0.0536	3.0573	0.6074	-0.2233	0.6072	-1.3224	0.521	0.6219	0.0347	0.4657	0.7375	0.6165	0.1199	0.972	-0.836	-0.1439	1.2187
SHROOM2	0.7945	1.4876	-0.2125	-0.1385	-1.0761	0.2857	0.367	-1.4769	2.0493	-0.849	-0.0447	-0.1984	1.2552	1.2866	1.2001	1.5968	1.2248	-0.2044	1.0739	3.2223	1.3994	-2.6305	0.0246	0.1812	-1.3078	-1.639	1.66	0.397	-1.369	0.8493	0.7054	0.5313	-0.1213	0.0361	0.2467	-0.1164	0.7918	0.5406	-0.272	-0.5215	-0.9064	-1.4162	-1.4561	-3.2393	-0.7394	-1.1335	-0.8925	-0.332	-0.482	0.4643	0.2508	-0.9212	0.0967	-0.0192	-1.1528	-0.5571	0.6954	-0.7566	0.1164	-0.0415	0.101	1.253	-0.6687	1.7727	-0.5826	-0.2902	1.0137	0.0726	-2.3989	-2.3135	0.6374	0.4588	0.2325	1.2076	0.757	-0.2768	0.9727	-1.2842	-0.3307	0.75	0.8016	0.3303	-0.6043	-1.3076	-0.015	0.691	-2.0328	-0.3269	-0.1874	-0.8747	-0.2304	-1.1915	0.9573	-0.4057	-0.1753	1.6213	-3.2221	2.0022	1.5637	0.2005	0.3663	-0.2658	-0.6193	-1.0433	1.4942	1.4289	0.4802	-0.1318	0.9924	-0.7627	0.8973	-0.1575	-1.09	0.5979	1.242	0.7612	1.3462	-0.5185	0.1305	0.8189	0.2124	1.1695	-1.0923	0.5649	0.4747	-0.4491	-0.1471	-0.2464	-0.7197	0.3133	0.0594	0.156	-0.7291	0.4422	-1.5511	0.2432	0.6282	0.6888	-0.5226	1.1021	-0.8258	-0.2905	1.0236	0.5077	0.1304	0.804	-0.0299	-0.3842	-0.4042	-1.5245	-1.8636	-0.2034	0.1035	0.1787	-0.4573	0.1556	-0.2954	1.0633	-0.6637	0.0814	0.7274	0.0321	0.434	-1.21	-0.2127	-0.4366	1.0339	-0.6165	-0.7059
STRN	0.7346	-0.6399	-0.1952	-0.3862	-0.5751	-0.1233	-1.514	1.4872	0.7879	0.2873	-0.8805	-1.0546	-1.7042	0.3317	-0.8609	-0.5711	0.1912	0.0553	-0.0958	-0.981	-0.1613	-0.5858	-0.3688	0.1557	-0.9175	-0.2048	0.2709	1.5914	-0.9953	0.5573	-0.2524	0.1887	-2.1707	1.2369	-0.5195	-3.0441	-0.9498	-0.1582	-0.1507	-0.2746	-0.3011	-0.9784	-0.6666	-0.282	1.8969	1.8022	0.7449	2.3383	-0.7789	-0.0085	0.5321	0.2882	0.7875	1.0316	1.1124	0.7998	2.5013	1.4454	0.7	1.1673	0.3539	2.1832	0.9111	2.0564	0.5818	0.7623	1.5896	0.9054	0.7225	0.7919	0.7797	0.7338	0.4737	-0.6848	0.8283	-0.0074	0.4674	0.3955	-0.5579	1.0595	1.5078	-0.3035	-0.046	0.2545	0.6261	0.2525	-0.0527	-0.6859	-0.5196	-1.1223	0.4317	0.4043	0.8995	-0.0411	0.884	-0.0803	1.3173	-0.3728	0.2666	1.4982	0.5285	0.145	0.8217	-0.1215	0.794	1.4463	0.6398	0.8146	-1.3873	1.1044	0.0544	0.6551	0.3604	0.6314	-0.3611	0.4295	0.6998	0.8214	0.3966	0.6384	0.2793	0.3139	-0.2912	0.4698	-1.252	-0.1387	0.106	-0.6969	-0.6068	-0.3886	0.6651	-0.4178	-1.1327	-0.4894	-1.6886	-0.2353	-0.6571	-0.7591	0.2099	-1.0638	-1.3088	-0.8388	-1.5896	-1.5499	-1.5144	-2.4177	0.3191	-2.6721	-1.0988	-2.9157	-1.1627	-1.8792	0.0366	-3.4404	0.1779	0.1676	-0.7442	-0.4479	-0.1637	-0.2279	-0.4905	0.4398	0.1975	0.0832	0.4487	0.1754	0.7176	-0.8224	0.0461
TACSTD2	-0.5094	3.1112	1.0766	0.215	1.166	0.6605	0.4002	1.1666	1.9759	1.044	1.3913	0.7849	1.9827	0.7979	0.1866	0.1511	0.7617	1.3228	-2.2174	-1.0098	1.1181	1.1293	1.2981	0.2433	0.9445	1.4071	2.2563	-0.9407	0.2522	1.0388	0.5785	-0.1845	0.2926	0.3395	-0.1671	-0.0826	-0.1476	0.2089	0.881	-0.1389	-0.4426	1.0962	1.2441	-1.0629	0.6293	0.3604	-1.1809	0.4016	0.4965	0.9813	0.1255	0.3794	-0.2251	-0.7036	-1.5974	-0.9579	-0.4247	-1.1726	0.027	0.8481	-0.846	0.2027	-0.187	-0.6554	-0.5366	0.0995	0.4722	0.4702	-3.3394	-0.3412	-0.6733	-0.2971	-1.3635	0.6427	-0.3894	0.2338	0.2615	-1.5925	1.1376	-0.7142	-0.9305	-0.0004	0.5507	0.0365	-0.8895	0.2423	-0.1451	-0.2086	0.7601	-0.0259	0.4579	0.0749	-0.5454	-1.0917	0.0807	-0.2426	-4.6656	1.0849	0.2005	-0.5474	-1.7025	0.0955	-1.2715	-0.7566	-0.7872	0.1957	-0.2208	-0.2662	1.8516	-0.2499	-0.3584	0.8406	-1.3065	0.3195	-0.8766	0.4834	0.4268	-0.9784	-1.5391	-0.541	-1.1705	-1.3054	-0.2166	0.883	1.573	-0.723	-0.2282	-0.6355	-0.1168	0.9144	-0.59	-0.5134	1.7788	0.0421	0.6702	0.0809	1.2207	1.179	0.4475	0.8715	0.0874	1.177	0.7944	0.598	0.1906	-0.2071	-0.5312	0.2993	-2.0022	-1.4784	-2.2112	0.5179	0.0863	-1.2102	-0.3729	0.2992	-0.4224	1.4787	0.0146	-0.0685	-0.5253	-0.7924	-0.8058	-0.9425	-0.5868	-1.297	-0.4249	0.4336	-0.0054
TBCD	-0.6053	-1.8191	-0.4393	0.5803	0.3242	-2.1396	-0.6041	0.4756	0.2323	-0.2022	-0.458	1.3947	1.4888	0.2139	2.5546	0.47	-1.1805	-0.685	2.1167	0.7773	-1.0996	-0.4887	0.4076	-1.1917	0.0486	-3.424	-1.2736	-0.8555	0.5968	0.0651	0.6147	0.2079	1.8839	-0.5553	-0.5811	0.9492	0.6153	-0.9714	-0.1768	-0.6395	-1.4282	-0.1368	-0.5575	1.276	-1.4976	-2.4521	0.4516	-1.4511	0.5831	-0.6317	0.0321	0.0493	-1.5354	-0.8188	-1.295	-1.14	0.2955	0.1838	-0.0691	0.7404	0.9854	0.4422	0.0323	0.6164	-0.6756	0.0812	0.2815	-0.5277	0.0069	0.0884	-1.2125	-0.0813	0.7122	0.7884	0.08	0.1289	-0.0382	-0.237	-0.213	-1.5303	-0.7993	0.9812	-0.7638	0.504	-0.8046	0.4433	-0.6937	0.1243	0.5216	0.4401	-0.3949	0.0461	-0.912	0.9261	-0.1139	0.1559	-0.3586	-0.0327	-0.4968	0.7858	-0.5535	1.1552	-0.6694	-0.1901	-0.8415	0.4756	-0.8064	-1.1619	-0.3778	1.1553	-0.0907	-0.4674	-1.1051	-0.0326	-0.159	0.2737	0.4201	-0.7349	-0.6996	-0.3332	-0.2026	0.4936	-0.4982	1.0623	-1.7387	0.1156	-0.288	-0.5436	0.5016	3.5567	0.5015	-0.7512	0.9147	0.296	0.1129	-0.6213	0.1221	-0.9247	-0.1559	-1.4537	1.6951	-1.0593	0.7024	2.0769	0.8333	3.3195	-0.8144	1.0309	0.7164	1.5601	-0.0507	3.0772	0.209	2.3792	0.4199	0.9395	0.4856	0.3006	-0.6116	0.2514	1.6956	-0.2655	-0.8389	-0.7924	0.1059	-0.3089	0.414	0.7215	-0.46
TGFBR1	-0.3002	0.5555	-0.4028	-0.096	-0.1218	1.2873	-0.2196	-0.7135	-0.7994	0.6003	-0.0906	-1.8933	-0.6225	-0.0448	-0.7176	-1.2514	0.3166	0.6665	0.8848	0.3054	-0.0575	0.2406	-0.5026	-0.6533	-0.4166	3.3219	-0.6665	0.6224	-1.6595	-2.074	-1.0831	-0.2583	-1.6207	0.6021	-0.5666	0.0547	0.3771	-0.8529	0.537	-0.4512	2.2533	-1.4917	1.0719	-0.3851	0.752	2.4559	0.441	-0.3934	0.0604	-0.1833	0.5055	-0.2184	1.2373	1.6103	1.468	0.7117	0.9583	2.5614	0.455	-0.362	-0.8814	0.7277	0.6636	-0.4456	1.1099	0.4369	0.6062	-0.6714	0.0313	-0.7145	0.7368	0.4603	0.6442	-0.3757	0.3254	-0.549	0.1074	-0.4	0.7633	-0.573	0.8319	1.1213	-1.2472	0.7433	1.0712	0.0541	0.5566	0.231	-1.075	-1.4595	1.4244	-0.25	0.1097	0.1428	-0.1695	0.3245	-0.2127	-0.5251	-0.2614	1.0017	0.9895	1.3288	-0.3482	1.6962	-0.0579	-1.1096	0.4058	-0.3153	-2.0083	0.5162	-1.1719	0.4277	1.1167	-1.6144	1.5409	-0.2817	-0.4757	0.8222	0.6641	0.7124	0.7297	1.0296	0.0216	-1.2818	-0.3584	-0.2159	0.2697	-0.2329	0.866	-1.7329	0.8562	-0.1211	-1.113	-0.3313	-0.8373	0.8524	-0.2327	-0.4723	-0.0034	-0.6274	-1.5548	0.1406	-0.3682	-2.7956	-2.4273	-2.7782	1.3105	-2.0266	-0.0551	-2.0683	-0.9448	-0.1292	0.7431	-2.656	0.1294	0.7361	-0.0888	-0.5838	0.6998	0.2723	0.2863	0.3546	0.0133	1.7655	0.6019	0.2854	0.8096	-0.1658	0.4336
TJP1	1.7526	-0.1324	-0.0057	-0.1814	-0.5527	-0.7748	-1.9713	-1.9367	0.174	-0.6396	-2.1161	-0.9696	-1.1018	0.3035	-0.8837	-0.0862	-0.0002	0.6712	0.6424	-0.8895	0.8051	0.5005	-0.802	0.3943	0.5592	-0.3317	-0.3395	2.175	-0.1115	-1.0614	-1.3831	0.4987	-1.7586	-0.193	-0.3748	-0.6936	0.2623	0.5186	0.4036	-0.1031	0.8006	-0.3223	-1.1844	0.1961	-0.4037	-0.2753	-1.5266	0.3323	-0.1925	0.0199	0.4442	0.007	-0.1286	1.3637	0.4692	0.612	-0.588	0.7474	0.8847	-0.6239	1.1279	0.7534	1.1351	-0.6559	1.1794	-0.6832	0.0654	1.1641	-0.2749	1.3407	2.02	1.4882	0.1353	0.0602	2.3944	0.2641	1.7206	0.422	0.598	0.1475	2.7295	0.192	-0.0614	0.344	0.4116	0.781	-0.4064	-0.1781	0.194	-0.7027	-0.1328	0.4527	2.3321	0.6749	0.8826	0.4687	0.3386	-0.0671	-0.0921	0.587	0.6949	-0.0456	0.114	-0.5557	2.0287	-0.0429	1.4303	0.7412	-0.3944	0.1204	0.5296	0.7898	0.3629	0.4898	0.1006	0.1655	0.5368	0.0957	-0.8105	1.3865	0.1833	0.2227	0.2657	-0.5074	0.1529	0.5118	0.0025	0.3577	0.1517	0.0497	0.3652	0.1973	-1.2909	0.9698	-0.3546	0.8866	-0.1517	-0.0133	0.2484	-0.1882	-1.7143	-0.9631	-0.6331	-2.66	-2.7256	-2.1684	0.2629	-2.5976	-1.2513	-3.3288	-2.9809	-0.8246	-0.4871	-3.0775	-0.0883	-0.7582	-0.2559	0.787	0.4332	-0.4951	-0.1788	-0.1365	1.0013	0.2521	0.8974	0.1486	-0.3536	0.163	-0.1131
TJP2	1.6208	0.0078	-0.4157	-0.0989	-0.3896	-1.3283	-0.6438	-1.761	1.1635	-0.0772	0.1522	0.2015	-1.2198	1.477	0.4511	0.0146	0.121	1.1576	1.251	1.4787	1.6516	0.1209	-0.0998	0.9589	0.4976	-0.8781	-0.3237	2.042	-0.8923	-0.7886	-0.5079	-0.5214	-0.8146	-0.1219	0.1877	0.3632	-0.1043	0.5634	-0.1534	-0.109	-0.9262	-1.1126	-1.8698	-0.0911	0.0796	-0.954	-1.1122	-0.7084	-0.6575	-0.7885	0.3216	-0.0243	-0.0975	0.3712	-0.9573	0.3703	1.1734	1.0309	0.1279	0.6608	0.0079	1.6681	0.24	1.0879	1.504	0.2002	-0.1275	1.7173	-1.2794	-0.4936	1.0524	1.6299	0.9323	-2.0456	1.5947	-0.7609	-0.0655	-0.7205	-1.2072	-0.2273	2.1783	0.4975	-0.5115	0.073	-0.1117	-0.4987	-0.2819	0.0249	0.0606	-2.3765	-1.3877	1.0604	2.0177	0.5408	0.5528	0.5618	2.515	0.5939	1.2281	0.9067	-0.4315	-0.5993	0.0881	-0.3925	1.693	-0.0576	0.7751	-0.5061	-0.3784	-0.126	0.0452	-0.4176	-0.9409	1.7052	-0.0931	0.7831	0.7523	-0.2844	-0.0084	1.2105	0.2179	0.2545	-1.3776	0.0563	0.3854	0.1918	1.288	0.5964	-0.7718	-0.0025	0.7487	0.4383	-0.8864	0.918	0.311	0.3542	-0.6065	0.5882	-0.8554	0.6299	-0.2213	-0.716	-0.8588	-2.1823	-1.8593	-1.6289	-0.452	-1.7752	-1.6932	-2.6502	-1.9966	1.1682	0.8322	-2.9676	-0.7517	0.2078	-1.1168	0.8758	0.3478	-0.222	-0.5997	-1.0876	0.7583	0.3449	1.8243	-0.5704	1.0136	0.1242	-0.862
TJP3	0.0891	1.0718	1.186	0.8262	0.5554	-1.3918	1.6387	0.8541	-0.2669	0.7135	-0.1163	1.248	1.2143	0.8243	0.4898	0.6141	-0.307	-0.0822	0.1031	0.0377	-0.6308	0.3141	0.7423	1.0456	0.6413	-4.2925	-0.1172	-0.6745	2.0994	0.5711	0.2653	0.4065	0.5669	-0.8174	0.5432	1.6729	0.471	-0.1567	0.4805	-0.4294	-1.6576	1.2295	-1.1993	0.2588	-1.2132	-0.208	0.5513	-0.2175	-1.0663	-0.0229	-0.0421	0.0354	-0.0864	-1.5961	-2.6483	0.0946	-0.2423	1.4452	-0.5603	1.1949	-0.1479	0.636	0.1486	0.8241	-1.2019	-0.2113	-0.8281	-0.3464	-3.7356	0.3739	-0.801	-0.6626	0.3788	-0.6408	-0.889	1.688	-0.7192	-1.5181	-0.145	-0.3923	-1.4004	0.3265	2.0318	-0.9761	-0.5149	-0.5917	-1.1443	-0.3007	0.7031	-1.5364	-0.9551	0.0144	-0.7002	0.3408	-0.0133	0.723	2.655	1.0063	1.3516	0.2319	-2.2953	-1.1305	0.9637	0.3848	-0.871	0.3206	-0.0889	-1.257	1.8359	0.4296	0.2828	0.043	-0.5375	-0.0428	-0.142	1.0932	0.2693	-0.3494	1.4022	-0.8179	-0.5968	0.8339	-1.1267	0.6742	0.0187	0.5763	-0.0115	0.0552	0.0374	-0.0619	0.0378	0.3123	0.6528	0.5715	1.6428	-0.4516	0.5119	0.5262	0.649	0.2396	0.5173	0.3023	1.2349	2.3052	0.0871	1.7026	-0.1156	0.2077	-1.6961	0.4493	-1.7653	1.0762	-1.0297	0.534	0.0419	-0.5038	-0.7196	0.3716	-0.935	-0.7293	-0.6662	-0.8899	-0.0949	-0.859	-0.318	-1.2857	-0.0085	0.0953	-1.0067
UBN1	0.8451	-3.1302	-1.3198	-1.8035	-1.8361	-2.507	-1.0029	-1.0003	0.7141	0.0197	-2.4314	-0.1528	-1.3732	-0.9526	-1.8574	0.5288	0.3081	-0.6768	-2.3589	-1.5084	-0.7618	-1.6642	-0.1552	-0.6378	-0.7585	0.0578	-0.4831	0.7948	-0.4896	0.2434	-1.7893	-0.1654	0.3275	-0.567	-0.2353	-1.2277	-1.1285	0.9746	0.4844	-1.5205	-2.7423	-1.1551	-1.5082	-0.098	-0.8046	0.5017	0.5139	-0.2786	-0.1401	0.937	0.9023	-0.8521	0.5549	-0.1767	0.2436	0.4257	0.9604	-0.5277	0.2624	1.3906	0.2646	2.5138	1.9536	0.5518	0.1542	0.3875	1.1477	0.1205	1.3944	0.6267	0.8543	0.4132	1.2249	-1.1804	0.0553	1.0117	0.7202	0.5092	2.4224	1.3253	0.5492	1.4535	-0.1712	-0.1431	0.5232	0.0707	-0.5946	-0.3371	-0.791	-0.7645	-0.3584	0.8037	0.232	0.3616	0.7931	1.4915	1.7166	0.3387	0.8032	0.2432	0.1751	0.4692	1.5178	-0.0065	0.5051	1.1967	0.0227	0.5604	-0.1753	3.0003	0.7117	1.0626	0.8547	0.9728	0.5665	1.0117	0.5187	0.3572	0.0493	1.1113	0.9147	0.0976	-0.8245	-0.8982	-1.4897	-0.1254	-0.8788	-1.042	-0.766	-0.3712	-0.5495	-0.1949	-0.1405	-0.4816	1.0843	-0.9057	0.9171	-0.1282	0.1778	-1.5986	-0.4548	-1.1412	-0.4636	2.3131	-0.2788	0.0185	-0.0987	-0.2211	0.1013	0.2074	0.6229	1.0365	1.1723	0.1776	0.2036	0.2049	-0.026	0.1781	0.0266	0.0257	-0.3446	0.7558	-0.0019	-0.25	-0.1952	-1.0148	0.419	-1.2126	0.0579
VAPA	-0.6311	1.7125	0.6373	1.3373	0.491	1.1908	-0.251	2.4387	0.4118	0.9931	0.3301	0.3974	-0.5482	1.6837	-0.8315	-0.7562	0.2232	1.1853	-0.9444	-0.4774	0.7625	1.3328	0.3099	0.57	0.7425	-1.8533	0.7887	-0.0921	1.7778	0.3169	0.164	0.2057	-0.566	-0.6497	-0.8253	2.6213	0.6714	0.2245	-1.507	-0.2125	2.4404	0.4339	0.5652	-0.2138	1.243	-0.125	0.1304	0.0947	0.8853	1.0888	1.4627	1.2443	1.0283	0.5919	-0.2801	1.0341	-1.2884	1.8681	-0.562	-0.3862	1.1446	-0.093	-1.7921	-0.2865	0.523	1.0139	3.0222	1.2502	-0.7735	-0.4787	-0.4437	0.5694	-0.373	1.6922	-0.6758	-1.4885	-0.3879	-1.076	0.1324	-1.5177	0.2543	-0.9183	3.8266	-0.7754	-0.5822	-0.1111	-0.1806	0.2414	-0.383	-0.4741	-0.4008	0.1271	-0.6096	-0.4354	-1.6518	-0.2382	-2.3904	-0.0344	0.0965	0.4011	0.111	-1.137	-0.6388	-1.0214	-0.2856	0.2656	-0.8658	-1.2607	-0.7708	-1.0044	-1.4762	-1.6341	-0.946	-0.0636	-2.0512	-0.8726	-0.1751	-0.4374	-0.7358	-0.404	-0.952	-0.7512	0.4032	-0.816	1.2407	-0.2569	-0.1302	1.2145	-0.9409	-2.0561	0.7062	-0.3976	0.591	0.0108	0.0125	-0.169	1.3912	-0.091	0.6809	0.7696	-0.7977	0.6951	1.0699	-1.0343	-0.5876	-1.3778	-0.6425	-0.8301	-0.5526	-1.1234	-0.3269	-0.0672	-0.3351	-0.2126	-0.025	0.4369	-1.0271	1.175	0.2232	-0.9422	1.009	-0.867	-0.0925	-0.4773	0.0918	0.437	-0.2653	1.5384	-0.5008
