Cancer_type,Cell_Line,sub_clone,Study_ID,GSM_ID,Baseline,cytokines,Cell_treatment,Cell_genotype,SRX_ID,SampleName
Melanoma,B16,B16F10,SSG33589424,SSG_Timecourse_s8_USR18002659L_HFC32DMXX_1,0,IFNg,IFNg,WT,NA,Stan_Timecourse_s8_USR18002659L_HFC32DMXX_1
Melanoma,B16,B16F10,SSG33589424,SSG_Timecourse_s9_USR18002660L_HFC32DMXX_1,0,IFNg,IFNg,WT,NA,Stan_Timecourse_s9_USR18002660L_HFC32DMXX_1
Melanoma,B16,B16F10,GSE149824,SSG_TRAF3_RNA_01,1,NA,sgRosa26,WT,NA,Stan_TRAF3_RNA_01
Melanoma,B16,B16F10,GSE149824,SSG_TRAF3_RNA_02,1,NA,sgRosa26,WT,NA,Stan_TRAF3_RNA_02
Melanoma,B16,B16F10,GSE149824,SSG_TRAF3_RNA_07,0,IFNg,IFNg; sgRosa26;,WT,NA,Stan_TRAF3_RNA_07
Melanoma,B16,B16F10,GSE149824,SSG_TRAF3_RNA_08,0,IFNg,IFNg; sgRosa26;,WT,NA,Stan_TRAF3_RNA_08
Melanoma,B16,B16F10,GSE149824,SSG_TRAF3_RNA_09,0,IFNg,IFNg; sgTraf3-1;,Traf3_KO,NA,Stan_TRAF3_RNA_09
Melanoma,B16,B16F10,GSE149824,SSG_TRAF3_RNA_10,0,IFNg,IFNg; sgTraf3-1;,Traf3_KO,NA,Stan_TRAF3_RNA_10
Melanoma,B16,B16F10,GSE149824,SSG_TRAF3_RNA_11,0,IFNg,IFNg; sgTraf3-1;,Traf3_KO,NA,Stan_TRAF3_RNA_11
Melanoma,B16,B16F10,GSE149824,SSG_TRAF3_RNA_12,0,IFNg,IFNg; sgTraf3-1;,Traf3_KO,NA,Stan_TRAF3_RNA_12
