cohort	annotation	contrast	celltype	compartment	method	effect	se	p_value	n	n_celltypes	reference	precision	converged	fdr_family	note	n_input	n_high	n_low	binary	p_perm	n_mpr	n_nmpr	q_bh	n_tests_in_family	bonferroni_primary	n_primary_grid	recovery
GSE241934	author_fine_immune	tacstd2_high	TNK	TNK	dm_glm	-0.24023302318243395		0.30030169631331427	40	5.0	stromal	8.147953505155341	True	diagnostic_dm_lrt	p_from_LRT	45.0	20.0	20.0	True				0.9794957186143313	135		52	not_recovered
GSE241934	author_fine_immune	tacstd2_high	epithelial	epithelial	dm_glm	-0.2976556181923209		0.34516717065712166	40	5.0	stromal	8.147953505155341	True	diagnostic_dm_lrt	p_from_LRT	45.0	20.0	20.0	True				0.9794957186143313	135		52	not_primary
GSE241934	author_fine_immune	tacstd2_high	other_immune	other_immune	dm_glm	-0.20392279116404657		0.4540238158329406	40	5.0	stromal	8.147953505155341	True	diagnostic_dm_lrt	p_from_LRT	45.0	20.0	20.0	True				0.9794957186143313	135		52	not_primary
GSE241934	author_fine_immune	tacstd2_high	stromal	stromal	dm_glm	0.0			40	5.0	stromal	8.147953505155341	True	diagnostic_dm_lrt	p_from_LRT	45.0	20.0	20.0	True					135		52	not_primary
GSE241934	author_fine_immune	tacstd2_high	TLS	TLS	alr_perm	-0.2177365326386238	0.5102391546997107	0.634	40		stromal		True	primary_tacstd2	HC3;p_patient_perm					0.634			0.9469226425748165	52	1.0	52	not_recovered
GSE241934	author_fine_immune	tacstd2_high	TNK	TNK	alr_perm	-0.4390038112726814	0.47179252276381933	0.348	40		stromal		True	primary_tacstd2	HC3;p_patient_perm					0.348			0.9469226425748165	52	1.0	52	not_recovered
GSE241934	author_fine_immune	tacstd2_high	epithelial	epithelial	alr_perm	-0.6972006129210265	0.4950803017117726	0.15905479659651	40		stromal		True	secondary_tacstd2_other_types	HC3								0.706452843643585	106		52	not_primary
GSE241934	author_fine_immune	tacstd2_high	other_immune	other_immune	alr_perm	-0.41592726278011893	0.3956247239073871	0.293112714400689	40		stromal		True	secondary_tacstd2_other_types	HC3								0.8168841891808823	106		52	not_primary
GSE241934	author_fine_immune	tacstd2_high	stromal	stromal	alr_perm	0.0	0.0	1.0	40		stromal		True	secondary_tacstd2_other_types	reference								1.0	106		52	not_primary
GSE241934	author_fine_immune	tacstd2_high	TLS	TLS	fraction_mwu	0.04393069218850379		0.39417090995164517	40				True	companion_fraction_naive	U=232.0; median_high-low								0.9781548294479937	464		52	not_recovered
GSE241934	author_fine_immune	tacstd2_high	TNK	TNK	fraction_mwu	-0.019234235331703542		0.44074988359834266	40				True	companion_fraction_naive	U=171.0; median_high-low								0.9781548294479937	464		52	not_recovered
GSE241934	author_fine_immune	tacstd2_high	epithelial	epithelial	fraction_mwu	-0.0004304923774597815		0.7971974192691748	40				True	companion_fraction_naive	U=190.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934	author_fine_immune	tacstd2_high	other_immune	other_immune	fraction_mwu	0.00937175338543847		0.9892089047911196	40				True	companion_fraction_naive	U=201.0; median_high-low								1.0	464		52	not_primary
GSE241934	author_fine_immune	tacstd2_high	stromal	stromal	fraction_mwu	0.0248327697210384		0.2616164678785774	40				True	companion_fraction_naive	U=242.0; median_high-low								0.9711203287652793	464		52	not_primary
GSE241934	author_fine_immune	tacstd2_z	TLS	TLS	dm_glm	-0.09532113091823054		0.5307346201775887	40	5.0	stromal	8.235836176790915	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	45.0			False				0.8298245542522625	135		52	not_recovered
GSE241934	author_fine_immune	tacstd2_z	TNK	TNK	dm_glm	-0.18625172093765602		0.20807295881749113	40	5.0	stromal	8.235836176790915	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	45.0			False				0.5507813615757118	135		52	not_recovered
GSE241934	author_fine_immune	tacstd2_z	epithelial	epithelial	dm_glm	-0.2809088162719899		0.12883908233063637	40	5.0	stromal	8.235836176790915	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	45.0			False				0.4900427918321522	135		52	not_primary
GSE241934	author_fine_immune	tacstd2_z	other_immune	other_immune	dm_glm	-0.1905958731966176		0.2712208143663514	40	5.0	stromal	8.235836176790915	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	45.0			False				0.6538358917760257	135		52	not_primary
GSE241934	author_fine_immune	tacstd2_z	stromal	stromal	dm_glm	0.0			40	5.0	stromal	8.235836176790915	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	45.0			False					135		52	not_primary
GSE241934	author_fine_immune	tacstd2_z	TLS	TLS	alr_lm	-0.11518490530602857	0.30466859003703844	0.7053813940950985	40		stromal		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934	author_fine_immune	tacstd2_z	TNK	TNK	alr_lm	-0.23678672836100761	0.2660727064056193	0.37350217284869935	40		stromal		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934	author_fine_immune	tacstd2_z	epithelial	epithelial	alr_lm	-0.5413444473876008	0.35123961231962636	0.12325844983218234	40		stromal		True	companion_alr	HC3								0.921599137129095	306		52	not_primary
GSE241934	author_fine_immune	tacstd2_z	other_immune	other_immune	alr_lm	-0.2545467628678459	0.22606228822422683	0.26016434659762433	40		stromal		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934	author_fine_immune	tacstd2_z	stromal	stromal	alr_lm	0.0	0.0	1.0	40		stromal		True	companion_alr	reference								1.0	306		52	not_primary
GSE241934	author_fine_immune	tacstd2_z	TLS	TLS	fraction_spearman	0.16135084427767357		0.31990650950776955	40				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_recovered
GSE241934	author_fine_immune	tacstd2_z	TNK	TNK	fraction_spearman	-0.08405253283302065		0.6060974374894198	40				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_recovered
GSE241934	author_fine_immune	tacstd2_z	epithelial	epithelial	fraction_spearman	-0.13733583489681053		0.3980773993247909	40				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_primary
GSE241934	author_fine_immune	tacstd2_z	other_immune	other_immune	fraction_spearman	-0.032270168855534714		0.8433001405124912	40				True	companion_fraction_naive	spearman_on_fraction								0.9931741293077159	464		52	not_primary
GSE241934	author_fine_immune	tacstd2_z	stromal	stromal	fraction_spearman	0.1932457786116323		0.23218881918687848	40				True	companion_fraction_naive	spearman_on_fraction								0.9686704842145685	464		52	not_primary
GSE241934	author_fine_immune	mpr	TLS	TLS	dm_glm	0.19451648913093111		0.5700274615507499	45	5.0	stromal	7.7900253874668275	True	diagnostic_dm_lrt_mpr	p_from_LRT	45.0			True		17.0	28.0	0.9774936358403231	128		52	not_recovered
GSE241934	author_fine_immune	mpr	TNK	TNK	dm_glm	0.11692190359248213		0.7281649480958641	45	5.0	stromal	7.7900253874668275	True	diagnostic_dm_lrt_mpr	p_from_LRT	45.0			True		17.0	28.0	0.9774936358403231	128		52	not_recovered
GSE241934	author_fine_immune	mpr	epithelial	epithelial	dm_glm	-0.11067903793264641		0.6810021854070688	45	5.0	stromal	7.7900253874668275	True	diagnostic_dm_lrt_mpr	p_from_LRT	45.0			True		17.0	28.0	0.9774936358403231	128		52	not_primary
GSE241934	author_fine_immune	mpr	other_immune	other_immune	dm_glm	-0.056873634904669165		0.799467786529391	45	5.0	stromal	7.7900253874668275	True	diagnostic_dm_lrt_mpr	p_from_LRT	45.0			True		17.0	28.0	0.9774936358403231	128		52	not_primary
GSE241934	author_fine_immune	mpr	stromal	stromal	dm_glm	0.0			45	5.0	stromal	7.7900253874668275	True	diagnostic_dm_lrt_mpr	p_from_LRT	45.0			True		17.0	28.0		128		52	not_primary
GSE241934	author_fine_immune	mpr	TLS	TLS	alr_lm	0.2621676718791391	0.4974467026163205	0.5981750782037409	45		stromal		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934	author_fine_immune	mpr	TNK	TNK	alr_lm	0.14526250396285437	0.4630907366418451	0.7537637615088401	45		stromal		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934	author_fine_immune	mpr	epithelial	epithelial	alr_lm	-0.49206656198155746	0.5090481640309802	0.33372379063890534	45		stromal		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934	author_fine_immune	mpr	other_immune	other_immune	alr_lm	-0.14404764368661263	0.3407741294493056	0.6725089754747287	45		stromal		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934	author_fine_immune	mpr	stromal	stromal	alr_lm	0.0	0.0	1.0	45		stromal		True	companion_alr	reference								1.0	306		52	not_primary
GSE241934	author_fine_immune	mpr	TLS	TLS	fraction_mwu	-0.0076525540113269175		0.5662696454200878	45				True	companion_fraction_naive	U=263.0; median_high-low								0.9781548294479937	464		52	not_recovered
GSE241934	author_fine_immune	mpr	TNK	TNK	fraction_mwu	-0.004356317067450155		0.7342705102229907	45				True	companion_fraction_naive	U=253.0; median_high-low								0.9781548294479937	464		52	not_recovered
GSE241934	author_fine_immune	mpr	epithelial	epithelial	fraction_mwu	1.1815234402752506e-05		0.40593519038640935	45				True	companion_fraction_naive	U=202.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934	author_fine_immune	mpr	other_immune	other_immune	fraction_mwu	-0.02959918053397277		0.5046472824662043	45				True	companion_fraction_naive	U=209.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934	author_fine_immune	mpr	stromal	stromal	fraction_mwu	0.016649529646041078		0.8606256789744748	45				True	companion_fraction_naive	U=230.0; median_high-low								0.9931741293077159	464		52	not_primary
GSE241934	author_major	tacstd2_high	B	TLS	dm_glm	0.13432313615091435		0.5787682792589585	40	8.0	myeloid	12.574983221152577	True	diagnostic_dm_lrt	p_from_LRT	45.0	20.0	20.0	True				0.9794957186143313	135		52	not_recovered
GSE241934	author_major	tacstd2_high	NK	TNK	dm_glm	-0.05896504019446235		0.8382902708862026	40	8.0	myeloid	12.574983221152577	True	diagnostic_dm_lrt	p_from_LRT	45.0	20.0	20.0	True				0.9794957186143313	135		52	not_recovered
GSE241934	author_major	tacstd2_high	T	TNK	dm_glm	-0.03523165373507173		0.8267509833321494	40	8.0	myeloid	12.574983221152577	True	diagnostic_dm_lrt	p_from_LRT	45.0	20.0	20.0	True				0.9794957186143313	135		52	not_recovered
GSE241934	author_major	tacstd2_high	endothelial	endothelial	dm_glm	0.18066432198750942		0.5385229345517011	40	8.0	myeloid	12.574983221152577	True	diagnostic_dm_lrt	p_from_LRT	45.0	20.0	20.0	True				0.9794957186143313	135		52	not_primary
GSE241934	author_major	tacstd2_high	epithelial	epithelial	dm_glm	-0.1168835859273403		0.6898582835016933	40	8.0	myeloid	12.574983221152577	True	diagnostic_dm_lrt	p_from_LRT	45.0	20.0	20.0	True				0.9794957186143313	135		52	not_primary
GSE241934	author_major	tacstd2_high	fibroblast	fibroblast	dm_glm	0.22977518081491902		0.42005911163544574	40	8.0	myeloid	12.574983221152577	True	diagnostic_dm_lrt	p_from_LRT	45.0	20.0	20.0	True				0.9794957186143313	135		52	not_primary
GSE241934	author_major	tacstd2_high	mast	mast	dm_glm	0.09133216746725739		0.7447557092309693	40	8.0	myeloid	12.574983221152577	True	diagnostic_dm_lrt	p_from_LRT	45.0	20.0	20.0	True				0.9794957186143313	135		52	not_primary
GSE241934	author_major	tacstd2_high	myeloid	myeloid	dm_glm	0.0			40	8.0	myeloid	12.574983221152577	True	diagnostic_dm_lrt	p_from_LRT	45.0	20.0	20.0	True					135		52	not_primary
GSE241934	author_major	tacstd2_high	B	TLS	alr_perm	0.2200514357594096	0.4881021329043678	0.684	40		myeloid		True	primary_tacstd2	HC3;p_patient_perm					0.684			0.9469226425748165	52	1.0	52	not_recovered
GSE241934	author_major	tacstd2_high	NK	TNK	alr_perm	-0.10052970938805626	0.3973990885681391	0.816	40		myeloid		True	primary_tacstd2	HC3;p_patient_perm					0.816			0.9469226425748165	52	1.0	52	not_recovered
GSE241934	author_major	tacstd2_high	T	TNK	alr_perm	0.010052105916509069	0.3871707767032242	0.978	40		myeloid		True	primary_tacstd2	HC3;p_patient_perm					0.978			1.0	52	1.0	52	not_recovered
GSE241934	author_major	tacstd2_high	endothelial	endothelial	alr_perm	0.416511492018237	0.44912431261833247	0.35372628141766815	40		myeloid		True	secondary_tacstd2_other_types	HC3								0.8168841891808823	106		52	not_primary
GSE241934	author_major	tacstd2_high	epithelial	epithelial	alr_perm	-0.2572065183304001	0.5113552539833757	0.6149713865897728	40		myeloid		True	secondary_tacstd2_other_types	HC3								1.0	106		52	not_primary
GSE241934	author_major	tacstd2_high	fibroblast	fibroblast	alr_perm	0.4094716753994251	0.4509482641898044	0.36386574236175473	40		myeloid		True	secondary_tacstd2_other_types	HC3								0.8168841891808823	106		52	not_primary
GSE241934	author_major	tacstd2_high	mast	mast	alr_perm	0.25568622458833445	0.4319271340614885	0.5538732837192164	40		myeloid		True	secondary_tacstd2_other_types	HC3								0.9624683290858514	106		52	not_primary
GSE241934	author_major	tacstd2_high	myeloid	myeloid	alr_perm	0.0	0.0	1.0	40		myeloid		True	secondary_tacstd2_other_types	reference								1.0	106		52	not_primary
GSE241934	author_major	tacstd2_high	B	B	fraction_mwu	0.043965015670138025		0.42488347368209856	40				True	companion_fraction_naive	U=230.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934	author_major	tacstd2_high	NK	NK	fraction_mwu	-0.007382174073137501		0.33691523838231996	40				True	companion_fraction_naive	U=164.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934	author_major	tacstd2_high	T	T	fraction_mwu	-0.018340905710477085		0.6359445511344555	40				True	companion_fraction_naive	U=182.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934	author_major	tacstd2_high	endothelial	endothelial	fraction_mwu	0.014106284696352757		0.5249869101903615	40				True	companion_fraction_naive	U=224.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934	author_major	tacstd2_high	epithelial	epithelial	fraction_mwu	-0.0004304923774597815		0.7971974192691748	40				True	companion_fraction_naive	U=190.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934	author_major	tacstd2_high	fibroblast	fibroblast	fraction_mwu	0.018993122775382773		0.23932370336933684	40				True	companion_fraction_naive	U=244.0; median_high-low								0.9686704842145685	464		52	not_primary
GSE241934	author_major	tacstd2_high	mast	mast	fraction_mwu	0.0016424574087564592		0.379331935127312	40				True	companion_fraction_naive	U=233.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934	author_major	tacstd2_high	myeloid	myeloid	fraction_mwu	0.013855123129947786		0.9460839766250224	40				True	companion_fraction_naive	U=203.0; median_high-low								0.9931741293077159	464		52	not_primary
GSE241934	author_major	tacstd2_z	B	TLS	dm_glm	0.11236142802494806		0.4218519625303859	40	8.0	myeloid	12.694180768318004	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	45.0			False				0.7576101652407385	135		52	not_recovered
GSE241934	author_major	tacstd2_z	NK	TNK	dm_glm	0.024152432211773888		0.8591728777430799	40	8.0	myeloid	12.694180768318004	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	45.0			False				0.9353898265751274	135		52	not_recovered
GSE241934	author_major	tacstd2_z	T	TNK	dm_glm	0.0198682920427956		0.8515202006028523	40	8.0	myeloid	12.694180768318004	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	45.0			False				0.9345953421250818	135		52	not_recovered
GSE241934	author_major	tacstd2_z	endothelial	endothelial	dm_glm	0.12753805878163402		0.4462348777563959	40	8.0	myeloid	12.694180768318004	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	45.0			False				0.7723295961168392	135		52	not_primary
GSE241934	author_major	tacstd2_z	epithelial	epithelial	dm_glm	-0.09790196238862135		0.6025866076631963	40	8.0	myeloid	12.694180768318004	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	45.0			False				0.8446801294124348	135		52	not_primary
GSE241934	author_major	tacstd2_z	fibroblast	fibroblast	dm_glm	0.2369754300274913		0.19632739878586497	40	8.0	myeloid	12.694180768318004	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	45.0			False				0.5507813615757118	135		52	not_primary
GSE241934	author_major	tacstd2_z	mast	mast	dm_glm	0.12150693260552287		0.49598381147964254	40	8.0	myeloid	12.694180768318004	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	45.0			False				0.8266396857994043	135		52	not_primary
GSE241934	author_major	tacstd2_z	myeloid	myeloid	dm_glm	0.0			40	8.0	myeloid	12.694180768318004	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	45.0			False					135		52	not_primary
GSE241934	author_major	tacstd2_z	B	TLS	alr_lm	0.16114001945147652	0.28565121974034496	0.5726761522876083	40		myeloid		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934	author_major	tacstd2_z	NK	TNK	alr_lm	0.017751878290565737	0.2381009003545576	0.9405678914403297	40		myeloid		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934	author_major	tacstd2_z	T	TNK	alr_lm	0.04359046050358814	0.21164675233287308	0.8368232810040791	40		myeloid		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934	author_major	tacstd2_z	endothelial	endothelial	alr_lm	0.24112394671645912	0.27406389143309295	0.3789626529448201	40		myeloid		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934	author_major	tacstd2_z	epithelial	epithelial	alr_lm	-0.26344811602623996	0.3761651626739617	0.483707352033099	40		myeloid		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934	author_major	tacstd2_z	fibroblast	fibroblast	alr_lm	0.27149014894721546	0.2584499579090232	0.2935087949897883	40		myeloid		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934	author_major	tacstd2_z	mast	mast	alr_lm	0.2455984204013763	0.2142044763034184	0.25156325357806775	40		myeloid		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934	author_major	tacstd2_z	myeloid	myeloid	alr_lm	0.0	0.0	1.0	40		myeloid		True	companion_alr	reference								1.0	306		52	not_primary
GSE241934	author_major	tacstd2_z	B	B	fraction_spearman	0.15403377110694186		0.34262911302895543	40				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_primary
GSE241934	author_major	tacstd2_z	NK	NK	fraction_spearman	-0.13658536585365855		0.40068521157134235	40				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_primary
