spec	geneset	smooth	score	subset	radius_um	patient_mean_rho	n_patients_neg	n_samples_neg	n_samples	n_fov	rho_Lung5	rho_Lung6	rho_Lung9	rho_Lung12	rho_Lung13
program|hs60|pc1|quartile|count40	program	hs60	pc1	quartile	40	-0.19677732451808666	4	7	8	225	-0.4393011870161394	0.019379302437036335	-0.17881459757567741	-0.3294473588714976	-0.055702781564155215
keratin|ball40|pc1|tertile|count40	keratin	ball40	pc1	tertile	40	-0.19647255526959503	5	8	8	225	-0.3877145674459328	-0.13812452178609672	-0.13131132790212413	-0.28124823963554074	-0.04396411957828099
adhesion|hs60|mean|tertile|count40	adhesion	hs60	mean	tertile	40	-0.19638034653181366	5	8	8	225	-0.4080041105556744	-0.07490156701163735	-0.1323103616828011	-0.3103513955414407	-0.056334297867514614
keratin|ball25|pc1|quartile|count50	keratin	ball25	pc1	quartile	50	-0.19616239168049393	5	8	8	225	-0.40033550950213986	-0.15294295992192042	-0.13142310235175853	-0.266234023398292	-0.029876363228358925
program|hs15|pc1|quartile|count40	program	hs15	pc1	quartile	40	-0.19603436183497194	4	7	8	225	-0.43232980711827196	0.012746454825072017	-0.16807011342554448	-0.30894523764284687	-0.08357310581326834
program|hs60|mean|quartile|count75	program	hs60	mean	quartile	75	-0.19559881010195784	4	7	8	225	-0.43109287921917205	-0.03922172279900344	-0.21552382474417017	-0.32994364882162586	0.03778802507418237
adhesion_ezr|hs60|pc1|quartile|count50	adhesion_ezr	hs60	pc1	quartile	50	-0.19548122569937412	5	8	8	225	-0.43884332199175524	-0.01009489045379885	-0.15590992430145162	-0.3406961177588518	-0.03186187399101308
program_ceacam|ball40|pc1|tertile|count50	program_ceacam	ball40	pc1	tertile	50	-0.19531897697518938	4	7	8	225	-0.4347573940799012	0.047358820362023046	-0.18207157394584914	-0.3098589220872076	-0.09726581512501212
program_ceacam|ball60|pc1|tertile|count40	program_ceacam	ball60	pc1	tertile	40	-0.19527576846642447	4	7	8	225	-0.4209012179858333	0.034522864046078905	-0.16479726850047666	-0.3142376114477207	-0.11096560844417047
keratin|ball60|mean|quartile|count75	keratin	ball60	mean	quartile	75	-0.19524993447642053	4	7	8	225	-0.4053586292033	-0.04806764145744507	-0.2520685344818406	-0.3002708110453757	0.02951594380585871
keratin|hs60|pc1|quartile|count30	keratin	hs60	pc1	quartile	30	-0.1951382086372484	5	8	8	225	-0.3690538681694797	-0.1314638129096633	-0.1282257787562706	-0.2887450963485872	-0.05820248700224129
adhesion|hs15|mean|quartile|count50	adhesion	hs15	mean	quartile	50	-0.19476648569053873	5	8	8	225	-0.4214850668750663	-0.07882824913159901	-0.1329029892156652	-0.3010582320352846	-0.03955789119507856
program|hs60|pc1|tertile|count50	program	hs60	pc1	tertile	50	-0.19470296715116314	4	7	8	225	-0.44135915891475597	0.024685748867577482	-0.18762635354410503	-0.32902119615756814	-0.04019387600696414
adhesion|hs30|mean|tertile|count40	adhesion	hs30	mean	tertile	40	-0.19453820596512478	5	8	8	225	-0.4020442677437679	-0.07736789838752833	-0.12653580060293992	-0.3018820668652723	-0.06486099622611552
adhesion|hs15|mean|quartile|count40	adhesion	hs15	mean	quartile	40	-0.19441262874474105	5	8	8	225	-0.406605439482417	-0.07930240639045043	-0.12401203942648141	-0.29454700403595524	-0.0675962543884012
program_ceacam|hs15|mean|quartile|count30	program_ceacam	hs15	mean	quartile	30	-0.19438896566911693	5	8	8	225	-0.37043457274368596	-0.05414069286739889	-0.14130585693935815	-0.29583793338253433	-0.11022577241260736
program|hs30|pc1|tertile|count50	program	hs30	pc1	tertile	50	-0.19412429336820541	4	7	8	225	-0.4397111627212718	0.018879468717446293	-0.1830491893600669	-0.3215086194766267	-0.04523196400050804
program_ceacam|hs30|pc1|quartile|count30	program_ceacam	hs30	pc1	quartile	30	-0.1940581463432768	4	7	8	225	-0.3955814576517276	0.010548465752633716	-0.1481201531832632	-0.301189195228073	-0.13594839140595405
program_ceacam|ball25|mean|quartile|count50	program_ceacam	ball25	mean	quartile	50	-0.19388196041511488	5	8	8	225	-0.3933111574814949	-0.041557284567066956	-0.1642617117700206	-0.3032760080309517	-0.0670036402260401
program_ceacam|hs60|pc1|tertile|count100	program_ceacam	hs60	pc1	tertile	100	-0.19376377111696388	4	7	8	225	-0.4679567154353724	0.05818723709714862	-0.1882784918253694	-0.3114243677847696	-0.059346517636456694
adhesion|hs30|pc1|quartile|count40	adhesion	hs30	pc1	quartile	40	-0.19370400731810175	5	8	8	225	-0.4299180049044208	-0.02629263782236629	-0.1274931303756435	-0.31416537415134427	-0.0706508893367339
program|hs30|mean|quartile|count30	program	hs30	mean	quartile	30	-0.1936297388400699	5	8	8	225	-0.36518732734004183	-0.06521513139141712	-0.15119059207806007	-0.29300615518540635	-0.09354948820542405
adhesion|hs60|pc1|tertile|count50	adhesion	hs60	pc1	tertile	50	-0.1935221980328821	5	8	8	225	-0.4353160475106838	-0.03365660899328329	-0.13788853978990684	-0.3260834136433756	-0.03466638022716083
program|ball60|pc1|quartile|count50	program	ball60	pc1	quartile	50	-0.19340027132670845	4	7	8	225	-0.45445875980578676	0.05472803090276342	-0.19389095812721566	-0.3336570294560672	-0.03972264014723614
keratin|ball25|pc1|quartile|count40	keratin	ball25	pc1	quartile	40	-0.19327584258507954	5	8	8	225	-0.385755813022113	-0.14151248874224195	-0.12087578896285207	-0.26580865188958186	-0.052426470308608905
adhesion|hs60|pc1|quartile|count75	adhesion	hs60	pc1	quartile	75	-0.1929467667027402	4	7	8	225	-0.47357141847402484	-0.031221046920691643	-0.14207492002335123	-0.3578336866601139	0.03996723856448061
program|hs60|mean|quartile|count30	program	hs60	mean	quartile	30	-0.1927685624456257	5	8	8	225	-0.368521169022141	-0.06407830957681578	-0.15363525262480773	-0.29468674901931946	-0.08292133198504457
keratin|hs15|pc1|quartile|count100	keratin	hs15	pc1	quartile	100	-0.19268280132125792	4	7	8	225	-0.4071867408943937	-0.16365444409231641	-0.17236073399521173	-0.26480970208691323	0.04459761446254563
program_ceacam|hs30|mean|tertile|count75	program_ceacam	hs30	mean	tertile	75	-0.1926628163069017	5	8	8	225	-0.4142859382995085	-0.026976051963162506	-0.18740465913864746	-0.3235527893084495	-0.011094642824740649
adhesion_ezr|ball60|mean|quartile|count50	adhesion_ezr	ball60	mean	quartile	50	-0.19257187314655907	5	8	8	225	-0.4031981562574996	-0.04621934694777572	-0.15725763185095945	-0.32299326803440037	-0.0331909626421602
keratin|hs60|mean|tertile|count75	keratin	hs60	mean	tertile	75	-0.1924051812028667	4	7	8	225	-0.40516213189308253	-0.060042541369664554	-0.22429680171833702	-0.29329918799700766	0.020774756963758054
keratin|hs60|pc1|all|count75	keratin	hs60	pc1	all	75	-0.19235376410944924	4	7	8	225	-0.3837927522322022	-0.15184005331955164	-0.15932275178467464	-0.2746213323647578	0.0078080691539400785
program_ceacam|ball25|pc1|quartile|count40	program_ceacam	ball25	pc1	quartile	40	-0.19218639606662385	4	7	8	225	-0.41050712059037825	0.008036412764372202	-0.16250110838915632	-0.28877266240998894	-0.10718750170796794
adhesion_ezr|hs60|mean|tertile|count50	adhesion_ezr	hs60	mean	tertile	50	-0.19207055055348982	5	8	8	225	-0.39720927734627565	-0.053039127857284527	-0.14847586168031907	-0.327328173463101	-0.03430031242046873
keratin|ball60|mean|quartile|count40	keratin	ball60	mean	quartile	40	-0.19206344375517048	5	8	8	225	-0.386512998053113	-0.06383467419610614	-0.18439889693311406	-0.29440458156188765	-0.03116606803163154
program_ceacam|ball25|pc1|quartile|count50	program_ceacam	ball25	pc1	quartile	50	-0.19193318451268043	4	7	8	225	-0.4248106243956132	0.015013827361920652	-0.1776562542093252	-0.2918669288848282	-0.0803459424355561
adhesion|ball60|pc1|quartile|count50	adhesion	ball60	pc1	quartile	50	-0.19192927708009683	5	8	8	225	-0.43658010437766726	-0.02904082808229524	-0.1479402712334421	-0.3109846471600796	-0.035100534546999865
adhesion|ball60|mean|tertile|count50	adhesion	ball60	mean	tertile	50	-0.19164512665045463	5	8	8	225	-0.40940242314337316	-0.07202896577557748	-0.14597175780884247	-0.3003158205131725	-0.0305066660113075
program_ceacam|hs15|pc1|quartile|count30	program_ceacam	hs15	pc1	quartile	30	-0.1915708059205033	4	7	8	225	-0.39367560340152385	0.010603272918255906	-0.14399294844616506	-0.29463183048683195	-0.13615692018625156
program|hs15|mean|tertile|count40	program	hs15	mean	tertile	40	-0.19155959077573997	5	8	8	225	-0.37773632095576004	-0.056788569138293936	-0.15290060669667527	-0.2980032134903104	-0.07236924359766017
program|hs60|pc1|quartile|count75	program	hs60	pc1	quartile	75	-0.19140917504961524	3	6	8	225	-0.47617214097947475	0.04934011336313178	-0.20838977033579728	-0.3364547390424241	0.014630661746488147
keratin|hs30|mean|tertile|count50	keratin	hs30	mean	tertile	50	-0.19133218826611104	5	8	8	225	-0.3959247357089564	-0.0667266905358599	-0.17913272839674682	-0.2975088314692963	-0.01736795521969565
program|hs15|mean|tertile|count50	program	hs15	mean	tertile	50	-0.1912940766870072	5	8	8	225	-0.3895843437749821	-0.05466659998696016	-0.1653553132367726	-0.30398371905673266	-0.04288040737958848
keratin|ball60|mean|tertile|count50	keratin	ball60	mean	tertile	50	-0.19116606306851308	5	8	8	225	-0.38796723907133995	-0.06718468905146886	-0.1956233266563745	-0.2934718884964373	-0.011583172066944893
adhesion_ezr|hs60|pc1|quartile|count40	adhesion_ezr	hs60	pc1	quartile	40	-0.19114845771705305	5	8	8	224	-0.4182760738602504	-0.010415441471256531	-0.14410131543563626	-0.32198007580175897	-0.06096938201636291
keratin|hs60|pc1|all|count50	keratin	hs60	pc1	all	50	-0.19112120408874794	5	8	8	225	-0.3699993787263058	-0.14462747828153583	-0.13663794849389893	-0.2816106887022439	-0.02273052623975529
keratin|hs15|pc1|quartile|count30	keratin	hs15	pc1	quartile	30	-0.19102976727903317	5	8	8	225	-0.3632418293356902	-0.1311775509389657	-0.11204705788486514	-0.2787888355955627	-0.06989356264008202
keratin|hs30|mean|quartile|count75	keratin	hs30	mean	quartile	75	-0.19099072858399552	4	7	8	225	-0.40948740630638764	-0.05383491909728833	-0.22164677830844517	-0.2883969899625304	0.018412450754674008
program_ceacam|ball40|pc1|tertile|count40	program_ceacam	ball40	pc1	tertile	40	-0.19097025998342243	4	7	8	225	-0.41379683208197204	0.03728921181505495	-0.1639518042250537	-0.29831932099390396	-0.11607255443123736
adhesion_ezr|hs30|pc1|quartile|count50	adhesion_ezr	hs30	pc1	quartile	50	-0.19091013090320433	5	8	8	225	-0.4281275015950992	-0.011938261143371834	-0.14813859352585276	-0.32101995055881744	-0.045326347692880464
adhesion_ezr|hs15|mean|quartile|count40	adhesion_ezr	hs15	mean	quartile	40	-0.1908906686743828	5	8	8	225	-0.3800166310378653	-0.056846556101751926	-0.13103032393555572	-0.3080126689494603	-0.07854716334728082
program|hs30|pc1|tertile|count40	program	hs30	pc1	tertile	40	-0.19072041914626808	4	7	8	225	-0.4160078986870712	0.012233236507623091	-0.16769872505146585	-0.30976006222784747	-0.07236864627257887
keratin|hs30|pc1|all|count50	keratin	hs30	pc1	all	50	-0.19060694582145538	5	8	8	225	-0.37055394425416516	-0.14326609516813293	-0.1343974778503922	-0.2808475955178221	-0.023969616316764565
adhesion|ball60|mean|quartile|count40	adhesion	ball60	mean	quartile	40	-0.19044217283198459	5	8	8	225	-0.4018800344276795	-0.06735410849836984	-0.13818099381814414	-0.2936824701449662	-0.05111325727076319
keratin|ball60|pc1|all|count75	keratin	ball60	pc1	all	75	-0.19022595944055504	4	7	8	225	-0.37661499123059833	-0.1472931003898823	-0.1661344517395553	-0.2705117515330135	0.009424497690274205
keratin|ball40|pc1|quartile|count100	keratin	ball40	pc1	quartile	100	-0.19017379682494295	4	7	8	225	-0.39538176371495404	-0.15938908648747274	-0.18854606789120884	-0.25722337803499207	0.049671312003913094
adhesion_ezr|ball60|pc1|quartile|count50	adhesion_ezr	ball60	pc1	quartile	50	-0.1901652217698324	5	8	8	225	-0.4326715299852094	-0.01160563000802292	-0.15558820740876148	-0.31320350699560484	-0.03775723445156328
adhesion_ezr|hs30|pc1|quartile|count40	adhesion_ezr	hs30	pc1	quartile	40	-0.1898535466947586	5	8	8	225	-0.4128127357405682	-0.01258669400876508	-0.1384004897353971	-0.3111772212627969	-0.07429059272626581
adhesion_ezr|hs30|mean|tertile|count50	adhesion_ezr	hs30	mean	tertile	50	-0.18962576003004844	5	8	8	225	-0.3877368816739116	-0.05426872294805514	-0.14182965018783425	-0.3179287745148156	-0.04636477082562546
program_ceacam|hs30|mean|tertile|count30	program_ceacam	hs30	mean	tertile	30	-0.1895766021270241	5	8	8	225	-0.3544407134156761	-0.05716297898132766	-0.14298650380828998	-0.2923027033830198	-0.10099011104680695
adhesion_ezr|hs30|mean|tertile|count40	adhesion_ezr	hs30	mean	tertile	40	-0.18945218914253933	5	8	8	225	-0.37249212811320687	-0.05851783779580153	-0.13319919961923313	-0.30941262488750926	-0.07363915529694587
adhesion|hs60|mean|quartile|count30	adhesion	hs60	mean	quartile	30	-0.1893510738906716	5	8	8	225	-0.3833398752607203	-0.06921069464395778	-0.12072942365752629	-0.2906084345633441	-0.08286694132780943
program_ceacam|hs15|pc1|tertile|count75	program_ceacam	hs15	pc1	tertile	75	-0.18927843025603303	4	7	8	225	-0.4485053144303402	0.03470817590661864	-0.17816038457672828	-0.30855528334270754	-0.0458793448370077
keratin|hs60|mean|tertile|count40	keratin	hs60	mean	tertile	40	-0.18925544897988622	5	8	8	225	-0.3776343405535388	-0.06825117033346427	-0.17145671268612414	-0.29462770555602874	-0.03430731577027522
keratin|ball40|pc1|quartile|count30	keratin	ball40	pc1	quartile	30	-0.18909998639229025	5	8	8	225	-0.3601324784920543	-0.12983674517002283	-0.1163638245826332	-0.2716559510105771	-0.06751093270616383
keratin|hs60|mean|quartile|count100	keratin	hs60	mean	quartile	100	-0.18906180238330741	4	7	8	225	-0.4137771342665884	-0.050034516043264476	-0.25068856117982863	-0.2832016296836402	0.05239282925678451
program|ball40|mean|tertile|count50	program	ball40	mean	tertile	50	-0.18889995570682144	5	8	8	225	-0.38671260275125974	-0.0516396782224895	-0.1797996901368892	-0.29389734895958775	-0.03245045846388103
keratin|hs30|pc1|all|count75	keratin	hs30	pc1	all	75	-0.18888361085855715	4	7	8	225	-0.3782984531063242	-0.14594453577493238	-0.15361321087340032	-0.26939512851415676	0.0028332739760276835
program|hs15|pc1|tertile|count50	program	hs15	pc1	tertile	50	-0.18878569164582829	4	7	8	225	-0.43099871241534693	0.017942355952750958	-0.17361199737535093	-0.30843705350889855	-0.048823050882295986
program|hs15|mean|quartile|count30	program	hs15	mean	quartile	30	-0.18877771180378672	5	8	8	225	-0.35887116316864376	-0.0612372843754473	-0.14232085897797922	-0.2825788652405335	-0.09888038725632982
adhesion|hs60|mean|tertile|count75	adhesion	hs60	mean	tertile	75	-0.1887702738306712	4	7	8	225	-0.4389935063351796	-0.07668312873863947	-0.1424374046730316	-0.32772462059826574	0.04198729119176053
program|ball60|mean|tertile|count40	program	ball60	mean	tertile	40	-0.1885547037750458	5	8	8	225	-0.37890634024661135	-0.055024546260509635	-0.16275562309102104	-0.299319634561303	-0.04676737471578406
adhesion|hs30|mean|quartile|count30	adhesion	hs30	mean	quartile	30	-0.1885454429779821	5	8	8	225	-0.3796457146403454	-0.0754978591890338	-0.11758458135460993	-0.27926959161820364	-0.09072946808771769
adhesion_ezr|hs15|mean|quartile|count50	adhesion_ezr	hs15	mean	quartile	50	-0.1885435483470081	5	8	8	225	-0.3898164493828572	-0.050892368495504804	-0.14055743716944002	-0.3120517174125873	-0.049399769274651166
program_ceacam|ball40|mean|quartile|count30	program_ceacam	ball40	mean	quartile	30	-0.18853904940968594	5	8	8	225	-0.363696847637195	-0.0513288753411919	-0.14477119761864965	-0.2842423566370261	-0.0986559698143671
adhesion|hs30|mean|quartile|count75	adhesion	hs30	mean	quartile	75	-0.18849741146873603	4	7	8	225	-0.4417240571343551	-0.08075396867287879	-0.1378439102146933	-0.32510153816474646	0.0429364168429935
program|hs60|mean|tertile|count75	program	hs60	mean	tertile	75	-0.18833679990079705	4	7	8	225	-0.410568918806666	-0.04295982719432125	-0.20160453887585264	-0.3158932070315506	0.02934249240440518
adhesion_ezr|hs60|mean|tertile|count40	adhesion_ezr	hs60	mean	tertile	40	-0.18830391749119554	5	8	8	225	-0.3777131070971955	-0.055262167169162366	-0.13740317750143327	-0.311090224197036	-0.060050911491150494
program_ceacam|hs60|pc1|quartile|count30	program_ceacam	hs60	pc1	quartile	30	-0.18827006357261275	4	7	8	225	-0.3908704960285212	0.016561170733539837	-0.14898274217418328	-0.3017232579320897	-0.11633499246180953
program|ball40|mean|tertile|count40	program	ball40	mean	tertile	40	-0.18817695819906938	5	8	8	225	-0.37539806639616935	-0.053861952493088686	-0.16166345297527673	-0.28995262864724103	-0.060008690483571006
program_ceacam|hs60|pc1|all|count75	program_ceacam	hs60	pc1	all	75	-0.18816906600855968	4	7	8	225	-0.42151065206017774	0.03408604157430493	-0.17664941752516555	-0.29418368922830496	-0.08258761280345508
program_ceacam|hs60|mean|all|count50	program_ceacam	hs60	mean	all	50	-0.1880377620458128	5	8	8	225	-0.3729171211022196	-0.05144040819191703	-0.16057412946082	-0.29487147473770664	-0.06038567673640075
keratin|hs15|mean|quartile|count50	keratin	hs15	mean	quartile	50	-0.18791944814576064	5	8	8	225	-0.40468726583820624	-0.05468486152547364	-0.17148897996833073	-0.28916995711149907	-0.019566176285293585
program_ceacam|hs15|mean|quartile|count75	program_ceacam	hs15	mean	quartile	75	-0.18775861244720243	5	8	8	225	-0.41445658160900156	-0.02449041206873432	-0.18004396507505988	-0.31741961009274877	-0.002382493390467622
program|ball25|mean|quartile|count40	program	ball25	mean	quartile	40	-0.1877482327578718	5	8	8	225	-0.36920834587395457	-0.06002522258900266	-0.15298839135361778	-0.2824170285468866	-0.07410217542589743
program|ball60|mean|quartile|count75	program	ball60	mean	quartile	75	-0.18772425490802583	4	7	8	225	-0.4100337173494946	-0.029512322498539835	-0.2191815740508052	-0.3225618065193196	0.042668145878030125
program_ceacam|ball25|mean|tertile|count40	program_ceacam	ball25	mean	tertile	40	-0.1876489641220888	5	8	8	225	-0.3704774894419729	-0.04683486695557106	-0.1459862138787089	-0.28835566961296394	-0.08659058072122731
program|hs60|pc1|tertile|count40	program	hs60	pc1	tertile	40	-0.187621631627975	4	7	8	225	-0.41340597319091704	0.01608550390326697	-0.17034084752098502	-0.3127149410227736	-0.05773190030846624
program_ceacam|hs60|pc1|all|count50	program_ceacam	hs60	pc1	all	50	-0.18760707322029369	4	7	8	225	-0.3985385341008287	0.025084675749250218	-0.165382275096754	-0.2975262150714145	-0.1016730175817214
keratin|ball40|mean|quartile|count50	keratin	ball40	mean	quartile	50	-0.18758717198772018	5	8	8	225	-0.3936499988614711	-0.05700705056641967	-0.19555160003067748	-0.27540522928624744	-0.01632198119378509
