,TACSTD2,CD8A,NKG7,NCAM1,LGALS1,LGALS3,LGALS9,PVR,TGFB1,TGFB2,TGFB3,CD47,SIRPA,CD274,EPCAM,CLDN4
TCGA-95-7944-01,12.0421,10.8339,10.723,6.4673,11.4544,11.903,11.4625,10.7308,10.5475,8.197,8.455,11.1877,11.6492,7.8804,12.7936,7.7218
TCGA-NJ-A4YG-01,12.6649,7.1426,6.8129,4.3258,12.0325,12.8751,12.2471,10.3571,10.3463,6.7524,9.0161,12.0267,10.5106,5.6626,13.4138,13.5031
TCGA-91-6830-01,12.3648,8.8622,7.9166,5.9612,11.423,12.3216,10.8533,9.9337,10.3585,9.0323,8.653,12.6767,11.4109,6.3344,12.9704,13.2094
TCGA-75-7030-01,13.3062,8.9043,5.8908,7.5966,13.2642,12.7738,10.7541,10.084,11.5512,9.7679,9.8806,11.435,10.4809,5.6123,12.3489,12.5374
TCGA-55-8512-01,13.7599,7.1723,7.2196,5.8494,10.6285,12.9478,10.1398,9.7381,9.6763,7.8338,8.6175,12.0016,9.6545,5.3976,12.1521,13.4602
TCGA-44-6777-01,11.8994,7.7095,7.1655,6.0586,13.3182,12.4518,11.2936,9.7412,11.8364,6.9368,10.1406,12.118,12.3754,7.612,12.1865,12.4753
TCGA-55-6985-01,13.3487,8.7783,8.5955,6.0751,11.9034,12.8424,11.1764,10.1946,11.2191,9.8485,9.663,12.5315,10.4274,6.8194,12.394,14.2372
TCGA-MP-A4TE-01,11.5357,5.8537,4.682,4.8008,10.4761,11.8458,8.2629,10.8297,8.7034,8.4508,8.5389,10.9324,8.1443,4.4399,14.2695,13.4219
TCGA-L4-A4E5-01,13.3642,7.5159,6.5094,4.8229,10.866,12.7939,10.91,9.3094,9.2437,6.6983,8.2739,12.3854,8.6343,6.7295,13.848,14.1803
TCGA-55-6969-01,10.6259,9.1315,8.8958,6.2517,12.7449,11.1011,10.1609,10.6684,11.4139,8.1225,10.3271,11.6728,10.8264,6.2712,13.7686,12.4594
TCGA-55-7815-01,12.0609,7.5953,5.1321,2.3242,10.2626,12.2368,9.318,10.7586,8.7544,6.3427,9.9944,11.4328,10.1244,6.9098,13.5334,9.6647
TCGA-05-4390-01,12.1225,6.3023,4.5845,9.03,12.161,10.957,8.4839,11.08,9.7946,4.9844,8.5833,11.826,9.9064,5.8054,13.237,13.6111
TCGA-78-7537-01,12.3076,7.898,6.6095,3.6337,11.4788,12.8513,11.0382,10.2442,10.4854,6.4421,10.1486,12.3348,9.128,4.0299,13.3232,12.2184
TCGA-55-7284-01,12.6749,8.0965,7.2494,4.5699,11.4027,13.4923,11.1133,10.4145,10.4631,9.1816,7.6827,11.57,11.3337,6.1835,12.9514,13.2588
TCGA-55-8614-01,14.2819,7.7422,6.897,6.7698,12.776,12.2672,9.8902,11.5175,12.1676,9.9953,9.6013,11.412,9.5943,5.0742,11.8132,12.7772
TCGA-75-5126-01,13.1871,9.5542,8.7751,3.8615,12.5222,13.079,11.7112,11.3812,10.8506,7.6499,8.3863,12.9694,11.5215,10.0323,13.0719,13.7678
TCGA-95-7043-01,8.9161,7.4642,6.9366,3.2664,11.5601,13.4666,8.0592,10.8024,9.5439,5.6322,7.0604,10.9313,8.6181,3.2664,13.2876,13.2802
TCGA-L9-A8F4-01,13.7954,9.4918,8.8606,3.5698,11.7699,12.7496,10.321,10.9884,10.6091,9.9183,8.5326,12.0118,10.3933,5.8758,13.2074,13.3988
TCGA-44-7670-01,12.0369,7.5309,6.0892,6.022,10.6139,12.8576,8.8525,11.9474,10.7397,9.467,7.6797,12.036,9.7479,5.438,14.2991,13.4328
TCGA-95-7039-01,14.007,8.0745,7.2788,4.3923,10.8282,13.0909,10.2411,10.1488,12.0757,10.0609,8.3103,12.6269,8.8708,6.4142,14.1467,14.7622
TCGA-MP-A4TI-01,13.0249,9.6733,9.7152,5.3747,14.148,12.8178,12.0781,10.0883,11.7513,9.8163,9.9856,11.8175,11.5344,8.4408,12.0559,12.4394
TCGA-44-2665-01,12.175,6.7577,5.6399,7.3382,14.5353,13.0109,11.2113,10.5855,10.5352,9.6957,10.6142,11.762,10.6973,7.355,11.9701,12.3185
TCGA-05-4395-01,13.8468,7.649,8.1964,5.2698,12.0023,13.9666,10.118,10.6932,10.4847,11.0293,7.4706,11.5031,9.9231,5.9211,12.8317,13.7728
TCGA-O1-A52J-01,11.3154,6.6306,5.8801,3.6419,11.0388,13.3662,11.0313,10.0607,10.3769,7.2767,7.9757,11.5427,10.5921,5.719,13.5976,13.2514
TCGA-55-5899-01,8.512,8.209,7.9062,4.4312,11.4537,11.6731,10.331,10.8945,10.5113,7.3765,10.2123,10.1649,10.0088,5.984,14.1191,12.7733
TCGA-55-7728-01,13.1409,8.2088,8.2196,5.2345,13.5221,14.0217,12.8852,9.9541,11.1117,7.8169,7.6272,11.4343,12.2274,6.3532,12.5584,12.821
TCGA-99-7458-01,13.3535,9.575,8.049,6.3821,11.3184,13.5753,10.8722,9.4135,10.8509,8.1211,8.9326,13.1309,10.3052,8.352,13.8448,13.0088
TCGA-97-A4M0-01,12.4862,9.2011,8.0825,5.2972,10.6047,12.664,11.7127,9.3797,10.7653,7.2261,7.9424,12.6532,10.3077,6.1641,13.1207,12.9874
TCGA-91-6848-01,8.8161,9.1729,8.4101,12.5688,13.0948,10.2835,10.1695,11.953,11.6107,10.4413,9.9587,12.6462,11.4861,8.9854,8.2566,7.0946
TCGA-50-5055-01,12.8974,10.0987,9.2678,5.5952,13.2356,13.4262,12.245,9.1755,11.284,7.9377,9.714,12.4546,10.4939,5.0251,12.6829,12.7665
TCGA-44-7671-01,12.0074,5.7947,4.7461,4.1197,11.0201,12.0631,9.2896,10.1833,10.3841,6.8852,9.0379,11.9082,9.0822,4.3377,13.6785,12.6456
TCGA-05-5423-01,12.5293,7.9407,7.0053,3.5836,12.6743,14.2736,10.8465,9.0734,10.6114,8.6527,8.4681,13.0031,10.3113,5.6463,13.2262,14.1244
TCGA-55-8619-01,13.2205,9.0462,9.113,5.7857,11.9354,13.4642,11.8876,10.1417,11.2901,8.8778,8.3305,11.9944,11.5428,6.0367,12.3252,13.0374
TCGA-64-1680-01,12.8236,6.7127,5.1448,4.503,11.1366,13.3335,11.7646,9.1371,10.1038,5.8343,6.6496,12.9549,8.0034,4.8406,13.7154,14.2411
TCGA-49-AAR3-01,12.9068,10.5799,10.2615,6.0325,13.2103,12.0689,12.1978,10.1464,11.2772,10.9488,9.2127,12.7025,11.2532,8.6717,12.7425,12.7714
TCGA-55-8514-01,12.5291,5.8362,5.8032,4.2032,11.6847,13.658,11.3413,9.6561,10.4335,7.5553,6.7986,11.1648,9.8771,5.7864,13.4094,14.4052
TCGA-91-8497-01,11.1569,7.636,6.9556,8.5848,11.4207,12.3231,11.0672,10.1567,11.2461,9.0745,8.7435,10.7855,10.8218,6.0559,12.5857,12.6068
TCGA-49-AAR9-01,13.7995,7.2992,7.6939,1.249,11.492,12.7316,9.0199,11.3999,9.8616,8.6808,8.788,12.1504,8.0641,4.0534,14.5898,14.4641
TCGA-44-6774-01,11.4345,6.826,5.9404,6.9498,13.2979,11.3609,10.1244,10.3579,11.9523,8.7019,10.8717,11.078,11.3997,5.5689,12.7768,12.2869
TCGA-44-3919-01,13.0419,9.1099,7.7261,5.609,11.8786,13.274,11.9741,9.6143,11.1264,7.1966,8.4749,12.4661,10.5257,7.4322,13.1424,13.3954
TCGA-44-6147-01,12.8878,8.2178,6.6425,6.3163,11.3858,11.4004,10.5295,10.083,10.988,8.7878,9.7898,12.1526,10.1017,4.3696,12.4645,13.7565
TCGA-55-8301-01,12.0766,9.4844,9.4731,5.6694,12.7626,12.6939,11.6641,9.634,10.7096,7.5287,9.2849,12.6333,10.8634,8.2932,12.4092,13.3162
TCGA-95-7562-01,12.8509,7.935,6.7998,10.2584,11.4206,13.1831,9.9986,10.0593,9.3493,7.7991,8.1577,10.9334,9.8689,5.6286,12.7657,14.0595
TCGA-55-6983-01,11.9734,8.9082,7.9427,7.3492,11.5786,12.5742,11.5904,10.3434,10.6947,7.7279,9.9221,11.2842,9.8318,5.025,13.4036,13.1022
TCGA-53-7813-01,11.818,9.2268,7.0945,6.7396,10.4435,11.2459,9.6449,11.0338,7.5231,8.5551,8.7398,12.1015,8.0109,4.7929,14.2145,11.7644
TCGA-MN-A4N1-01,14.0908,4.9695,4.2692,3.795,12.905,12.6291,10.8507,9.9408,10.9157,8.5696,7.5287,11.5426,8.7955,4.6255,13.0233,13.8564
TCGA-78-7159-01,11.2808,7.5781,7.1277,4.7785,11.0865,11.83,8.9868,10.3591,9.26,6.0804,9.8464,11.594,9.3395,5.1131,13.7827,12.4767
TCGA-50-6673-01,11.8041,6.021,5.6858,4.286,11.2584,13.7977,10.4153,11.0437,11.0017,6.4583,8.5184,11.6081,10.1747,4.8033,13.7894,12.8528
TCGA-75-7025-01,13.5002,8.5539,6.9311,6.8,11.3093,12.9641,10.9692,9.7218,11.2955,9.943,9.1342,12.3794,10.095,5.0672,13.37,12.2662
TCGA-55-7726-01,14.014,6.7479,5.7613,4.4787,12.6878,11.9302,9.2093,10.5606,10.4135,10.6684,10.3678,11.3259,10.3225,5.0419,11.7763,12.2533
TCGA-L9-A743-01,12.4301,9.2166,8.1536,4.9859,12.6856,12.5747,11.3005,11.3462,11.7697,8.5846,8.7801,12.1676,10.7069,7.1705,13.0418,13.3234
TCGA-86-8358-01,6.981,7.8811,7.0692,10.9712,10.9559,9.3681,9.2907,11.0927,9.6392,7.4815,9.1173,11.0451,8.9762,4.9154,13.0885,11.9182
TCGA-55-6972-01,11.9009,5.6789,6.5812,2.9726,9.1477,11.7517,8.3553,9.4668,7.2558,4.4295,7.4186,13.4862,5.4342,2.7458,13.3458,14.1394
TCGA-55-7727-01,13.3551,8.319,5.9,3.2105,9.3147,13.1569,9.9646,9.8256,9.4997,7.3521,7.7217,13.2534,9.1682,6.2171,13.3496,12.0609
TCGA-91-6831-01,10.7052,6.8579,7.3078,7.5168,12.1194,10.6502,9.5275,10.6509,10.0178,6.9687,9.1814,11.5086,10.2049,6.0064,12.7684,12.0528
TCGA-MN-A4N4-01,14.5906,7.7501,6.9203,4.726,12.5414,12.6789,10.1714,11.2446,10.2452,9.6482,8.5901,12.2067,10.2082,4.9216,12.4228,12.384
TCGA-55-8302-01,13.6042,8.1994,7.861,2.5811,12.9019,13.9496,11.7641,10.4743,11.2087,8.5393,8.402,12.8398,9.6747,9.0066,13.7563,14.9435
TCGA-MP-A4TK-01,13.026,7.8782,6.8994,6.4295,13.2426,12.7704,11.0457,11.0795,11.3204,10.3532,10.2741,11.887,10.9679,5.4945,13.2332,13.477
