n_set	n_measured	n_missing	mean_log2FC	median_log2FC	n_pos	n_neg	sign_p	mw_p	ora_up_p	ora_down_p	direction	mapped_genes	missing_genes	source	contrast	set	family	set_source	nes	gsea_p	gsea_fdr
76	68	7	0.0294479	0.0188341	37	31	0.544612	0.581316	0.872602	0.999859	sign_up_below_bar	ACTR2,ASTE1,ATM,AUNIP,C7orf49,DCLRE1A,DCLRE1B,DCLRE1C,ERCC1,ERCC4,ERCC6,ERCC6L2,ERCC8,XRCC6,HELQ,HMCES,HMGB1,HMGB2,HSF1,IFFO1,KDM2A,KDM4D,SUV420H1,SUV420H2,LIG3,LIG4,LMNA,MAD2L2,MRE11A,C5orf45,NBN,NHEJ1,NSMCE2,NUDT16L1,PARP3,C9orf142,PLK1,PNKP,POLA1,POLB,POLL,POLM,POLQ,POT1,PRKDC,PRPF19,PSMD14,RHNO1,RIF1,RNF168,RNF8,SETMAR,C20orf196,FAM35A,SMARCAL1,SMC5,SMCHD1,TFIP11,TOP2B,TOPBP1,TP53BP1,USP51,UVRAG,WRAP53,XRCC1,XRCC4,XRCC5,ZBTB7A	APLF,ATP23,DKFZP781A0112,DNTT,HMGA2,SHLD3,WAS	cufflinks_group_mean_FPKM	mean	GO_NHEJ_0006303	nhej	QuickGO GO:0006303	0.856083	0.302697	0.414217
83	50	33	-0.0536363	-0.0260605	23	27	0.671811	0.238586	0.940787	0.807275	sign_down_below_bar	ADAR,AZI2,CACTIN,CDC37,CNOT7,EIF4E2,FADD,GIGYF2,HDAC4,IFITM1,IFITM2,IFITM3,IFNAR1,IFNAR2,IRAK1,IRF3,ISG15,JAK1,MAVS,METTL3,MUL1,MYD88,OAS1,OAS3,PTPN1,PTPN11,PTPN2,PTPN6,RBM47,RNF185,RNF220,SAMHD1,SIN3A,LINC00998,STAT1,STAT2,TANK,TBK1,TBKBP1,TRAF3,TRIM41,TRIM56,TRIM65,TTLL12,TYK2,UBE2K,USP18,USP27X,YTHDF2,YTHDF3	CR2,DCST1,IFI27,IFNA1,IFNA10,IFNA14,IFNA16,IFNA17,IFNA2,IFNA21,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNAR2-IL10RB,IFNB1,IFNE,IFNK,IFNW1,IKBKE,IRF7,MMP12,NLRC5,OAS2,OASL,SP100,STAT4,STING1,TRIM6,USP29,WNT5A,ZBP1	cufflinks_group_mean_FPKM	mean	GO_type1_IFN_0060337	sting_ifn	QuickGO GO:0060337	-1.0075	0.242757	0.388083
34	21	13	-0.178805	-0.0975912	9	12	0.663624	0.154709	0.824511	0.216055	down	BST2,CALM1,CAPN2,CDC34,HTRA2,IFITM1,IFITM2,IFITM3,IFNAR1,IFNAR2,IRF1,MAVS,NDUFA13,OAS1,PLSCR1,PNPT1,C19orf66,STAT1,TRAF3IP3,UBE2G2,UBE2K	ACOD1,AIM2,CAMK2A,HCN1,IFI16,IFNB1,IKBKE,IRGM,MNDA,PYDC5,PYHIN1,TRIM6,XAF1	cufflinks_group_mean_FPKM	mean	GO_response_IFNB_0035456	sting_ifn	QuickGO GO:0035456	-1.40085	0.043956	0.0952381
7	7	0	0.0990937	0.168338	5	2	0.453125	0.210028	0.759556	1	sign_up_below_bar	PRKDC,XRCC4,LIG4,RIF1,TP53BP1,XRCC5,XRCC6		kallisto_ensembl90_norm_log2FC	T47D	user_cNHEJ_7	nhej	user panel			
5	5	0	0.0759141	0.168338	3	2	1	0.424057	0.638673	1	sign_up_below_bar	PRKDC,XRCC4,LIG4,XRCC5,XRCC6		kallisto_ensembl90_norm_log2FC	T47D	enzymatic_cNHEJ_5	nhej	user panel without RIF1/TP53BP1			
2	2	0	-0.0127993	-0.0127993	1	1	1				too_few	XRCC5,XRCC6		kallisto_ensembl90_norm_log2FC	T47D	ku_XRCC5_XRCC6	nhej	Ku heterodimer			
3	3	0	0.0561905	0.0220204	2	1	1	0.667118	1	1	sign_up_below_bar	XRCC4,LIG4,NHEJ1		kallisto_ensembl90_norm_log2FC	T47D	ligase_XRCC4_LIG4_NHEJ1	nhej	ligase complex			
5	4	0	0.0874801	0.0363635	3	1	0.625	0.509815	0.557072	1	sign_up_below_bar	MB21D1,TMEM173,TBK1,IRF3,STAT1		kallisto_ensembl90_norm_log2FC	T47D	STING_core_5	sting_ifn	user STING core			
4	3	0	0.0956316	0.00970133	2	1	1	0.567126	0.45705	1	sign_up_below_bar	MB21D1,TMEM173,TBK1,IRF3		kallisto_ensembl90_norm_log2FC	T47D	STING_core_no_STAT1	sting_ifn	STING core without STAT1			
21	18	0	-0.097758	-0.19054	3	15	0.00753784	0.047064	0.974434	0.0876845	sign_down_below_bar	HLA-A,HLA-B,HLA-C,HLA-E,HLA-F,HLA-G,B2M,TAP1,TAP2,TAPBP,TAPBPL,NLRC5,PSMB8,PSMB9,PSMB10,ERAP1,ERAP2,CALR,CANX,PDIA3,IRF1		kallisto_ensembl90_norm_log2FC	T47D	APM_21_repo	apm	repo MHC-I/APM list	-0.841195	0.405594	0.525974
97	82	0	-0.296726	-0.220893	25	57	0.000534721	0.000367848	0.556768	1.2607e-05	down	ADAR,B2M,BATF2,BST2,C1S,CASP1,CASP8,CCRL2,CD47,CD74,CMPK2,CMTR1,CNP,CSF1,CXCL10,CXCL11,DDX60,DHX58,EIF2AK2,ELF1,EPSTI1,GBP2,GBP4,GMPR,HELZ2,HERC6,HLA-C,IFI27,IFI30,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFITM1,IFITM2,IFITM3,IL15,IL4R,IL7,IRF1,IRF2,IRF7,IRF9,ISG15,ISG20,LAMP3,LAP3,LGALS3BP,LPAR6,LY6E,MOV10,MVB12A,MX1,NCOA7,NMI,NUB1,OAS1,OASL,OGFR,PARP12,PARP14,PARP9,PLSCR1,PNPT1,PROCR,PSMA3,PSMB8,PSMB9,PSME1,PSME2,RIPK2,RNF31,RSAD2,RTP4,SAMD9,SAMD9L,SELL,SLC25A28,SP110,STAT2,TAP1,TDRD7,FAM46A,TMEM140,TRAFD1,TRIM14,TRIM21,TRIM25,TRIM26,TRIM5,TXNIP,UBA7,UBE2L6,USP18,WARS		kallisto_ensembl90_norm_log2FC	T47D	hallmark_IFNa_repo_a8	sting_ifn	a8 Hallmark 2020 IFN-α	-1.76776	0.001998	0.00770658
200	149	0	-0.201789	-0.130538	55	94	0.00175656	0.000450357	0.797053	8.77199e-05	down	ADAR,APOL6,ARID5B,ARL4A,AUTS2,B2M,BANK1,BATF2,BPGM,BST2,BTG1,C1R,C1S,CASP1,CASP3,CASP4,CASP7,CASP8,CCL2,CCL5,CCL7,CD274,CD38,CD40,CD69,CD74,CD86,CDKN1A,CFB,CFH,CIITA,CMKLR1,CMPK2,CMTR1,CSF2RB,CXCL10,CXCL11,CXCL9,DDX58,DDX60,DHX58,EIF2AK2,EIF4E3,EPSTI1,FAS,FCGR1A,FGL2,FPR1,GBP4,GBP6,GCH1,GPR18,GZMA,HELZ2,HERC6,HIF1A,HLA-A,HLA-B,HLA-DMA,HLA-DQA1,HLA-DRB1,HLA-G,ICAM1,IDO1,IFI27,IFI30,IFI35,IFI44,IFI44L,IFIH1,IFIT1,IFIT2,IFIT3,IFITM2,IFITM3,IFNAR2,IL10RA,IL15,IL15RA,IL18BP,IL2RB,IL4R,IL6,IL7,IRF1,IRF2,IRF4,IRF5,IRF7,IRF8,IRF9,ISG15,ISG20,ISOC1,ITGB7,JAK2,KLRK1,LAP3,LATS2,LCP2,LGALS3BP,LY6E,LYSMD2,MARCH1,METTL7B,MT2A,MTHFD2,MVP,MX1,MX2,MYD88,NAMPT,NCOA3,NFKB1,NFKBIA,NLRC5,NMI,NOD1,NUP93,OAS2,OAS3,OASL,OGFR,P2RY14,PARP12,PARP14,PDE4B,PELI1,PFKP,PIM1,PLA2G4A,PLSCR1,PML,PNP,PNPT1,PSMA2,PSMA3,PSMB10,PSMB2,PSMB8,PSMB9,PSME1,PSME2,PTGS2,PTPN1,PTPN2,PTPN6,RAPGEF6,RBCK1,RIPK1,RIPK2,RNF213,RNF31,RSAD2,RTP4,SAMD9L,SAMHD1,SECTM1,SELP,SERPING1,SLAMF7,SLC25A28,SOCS1,SOCS3,SOD2,SP110,SPPL2A,SRI,SSPN,ST3GAL5,ST8SIA4,STAT1,STAT2,STAT3,STAT4,TAP1,TAPBP,TDRD7,TNFAIP2,TNFAIP3,TNFAIP6,TNFSF10,TOR1B,TRAFD1,TRIM14,TRIM21,TRIM25,TRIM26,TXNIP,UBE2L6,UPP1,USP18,VAMP5,VAMP8,VCAM1,WARS,XAF1,XCL1,ZBP1,ZNFX1		kallisto_ensembl90_norm_log2FC	T47D	hallmark_IFNg_repo_a8	sting_ifn	a8 Hallmark 2020 IFN-γ	-1.59226	0.001998	0.00770658
97	82	0	-0.296726	-0.220893	25	57	0.000534721	0.000367848	0.556768	1.2607e-05	down	MX1,ISG15,OAS1,IFIT3,IFI44,IFI35,IRF7,RSAD2,IFI44L,IFITM1,IFI27,IRF9,OASL,EIF2AK2,IFIT2,CXCL10,TAP1,SP110,DDX60,UBE2L6,USP18,PSMB8,IFIH1,BST2,LGALS3BP,ADAR,ISG20,GBP2,IRF1,PLSCR1,PSMB9,HERC6,SAMD9,CMPK2,IFITM3,RTP4,STAT2,SAMD9L,LY6E,IFITM2,HELZ2,CXCL11,TRIM21,PARP14,TRIM26,PARP12,NMI,RNF31,HLA-C,CASP1,TRIM14,TDRD7,DHX58,PARP9,PNPT1,TRIM25,PSME1,WARS,EPSTI1,UBA7,PSME2,B2M,TRIM5,C1S,LAP3,LAMP3,GBP4,NCOA7,TMEM140,CD74,GMPR,PSMA3,PROCR,IL7,IFI30,IRF2,CSF1,IL15,CNP,FAM46A,IL4R,CMTR1,CD47,LPAR6,MOV10,CASP8,TXNIP,SLC25A28,SELL,TRAFD1,BATF2,RIPK2,CCRL2,NUB1,OGFR,MVB12A,ELF1		kallisto_ensembl90_norm_log2FC	T47D	hallmark_IFNa_2023.1	sting_ifn	MSigDB 2023.1	-1.75664	0.000999001	0.00770658
200	149	0	-0.201789	-0.130538	55	94	0.00175656	0.000450357	0.797053	8.77199e-05	down	STAT1,ISG15,IFIT1,MX1,IFIT3,IFI35,IRF7,IFIT2,OAS2,TAP1,EIF2AK2,RSAD2,MX2,IRF1,OAS3,TNFSF10,IRF9,CXCL10,IFI44,BST2,XAF1,SP110,OASL,PSMB8,IFI44L,IFITM3,DDX60,LGALS3BP,GBP4,IRF8,PSMB9,PML,IFIH1,UBE2L6,IFI27,ADAR,LY6E,STAT2,CXCL9,IL10RA,PLA2G4A,TRIM21,USP18,PTGS2,EPSTI1,C1S,DDX58,IL15,NLRC5,NMI,IDO1,PSMB10,CXCL11,ITGB7,SAMHD1,HERC6,CMPK2,SAMD9L,RTP4,PTPN2,PARP14,TNFAIP2,IFITM2,PLSCR1,SOCS1,CASP1,ICAM1,WARS,PSME1,ISG20,IRF2,TRIM14,FCGR1A,MARCH1,SOCS3,JAK2,HLA-DMA,PARP12,TNFAIP6,TRIM26,VCAM1,CD274,CIITA,NAMPT,SELP,GPR18,FPR1,HELZ2,PSME2,SERPING1,CCL5,RNF31,SOD2,TRIM25,LAP3,PSMA3,RNF213,PELI1,CFB,CD86,TXNIP,HLA-DQA1,GCH1,PNP,CCL7,PTPN6,SPPL2A,IL4R,PNPT1,DHX58,BTG1,CASP8,IFI30,CCL2,FGL2,CASP7,SECTM1,IL15RA,CD40,TRAFD1,HLA-DRB1,GBP6,LCP2,HLA-G,MT2A,RIPK1,KLRK1,UPP1,PSMB2,TDRD7,HIF1A,EIF4E3,VAMP8,PFKP,CD38,ZBP1,BANK1,TOR1B,RBCK1,PDE4B,MVP,IL7,BPGM,CMTR1,AUTS2,B2M,RIPK2,CD69,MYD88,PSMA2,PIM1,NOD1,CFH,TAPBP,SLC25A28,PTPN1,TNFAIP3,SSPN,NUP93,MTHFD2,CDKN1A,IRF4,NFKB1,BATF2,HLA-B,LATS2,IRF5,SLAMF7,ISOC1,P2RY14,STAT3,NCOA3,HLA-A,IL6,GZMA,IFNAR2,CD74,RAPGEF6,CASP4,FAS,OGFR,ARL4A,SRI,LYSMD2,CSF2RB,ST3GAL5,C1R,CASP3,CMKLR1,NFKBIA,METTL7B,ST8SIA4,XCL1,IL2RB,VAMP5,IL18BP,ZNFX1,ARID5B,APOL6,STAT4		kallisto_ensembl90_norm_log2FC	T47D	hallmark_IFNg_2023.1	sting_ifn	MSigDB 2023.1	-1.58889	0.001998	0.00770658
150	144	0	-0.0566833	0.00414015	73	71	0.933625	0.688056	0.999805	0.91836	mixed_or_flat	POLR2H,POLR2A,POLR2G,POLR2E,POLR2J,POLR2F,POLR2C,POLR2K,GTF2H3,POLR2D,ERCC3,DDB2,POLR1C,XPC,PCNA,POLR2I,SUPT4H1,POLD3,POLR3GL,POLR3C,GTF2B,POLR1D,NCBP2,NELFE,GTF2F1,ERCC5,LIG1,ERCC1,ERCC4,POLD4,NELFB,RFC2,ELL,TAF10,RRM2B,SUPT5H,RPA3,SNAPC5,SSRP1,RFC3,RPA2,ELOA,TAF12,NELFCD,TAF13,TAF6,TAF9,GTF2A2,VPS37D,NME1,RNMT,ERCC2,POLE4,VPS37B,NT5C3A,SNAPC4,AAAS,ZNRD1,RFC4,ITPA,POM121,BRF2,RFC5,SAC3D1,CLP1,NME4,PRIM1,VPS28,TSG101,USP11,TAF1C,TARBP2,POLH,CETN2,POLD1,CANT1,PDE4B,DGCR8,RAD51,SURF1,PNP,ADA,NME3,GTF3C5,NT5C,AK1,GTF2H1,HCLS1,APRT,ERCC8,IMPDH2,POLB,SDCBP,SF3A3,DAD1,UPF3B,GUK1,TP53,ADRM1,SEC61A1,POLA2,FEN1,ZNF707,NUDT9,PDE6G,TYMS,BCAP31,DDB1,NFX1,RAD52,ADCY6,ARL6IP1,DGUOK,POLL,SMAD5,MPG,DUT,POLA1,AGO4,RALA,ZWINT,BCAM,TK2,CSTF3,GTF2H5,HPRT1,BOLA2,GPX4,MPC2,CDA,ALYREF,MRPL40,NPR2,REV3L,EDF1,DFNA5,TMED2,STX3,RAE1,UMPS,EIF1B,AK3,NUDT21,RBX1,SRSF6,GMPR2,DCTN4,COX17,CMPK2,CCNO		kallisto_ensembl90_norm_log2FC	T47D	hallmark_DNA_REPAIR_2023.1	damage	MSigDB 2023.1	-0.939854	0.454545	0.525974
97	82	0	-0.296726	-0.220893	25	57	0.000534721	0.000367848	0.556768	1.2607e-05	down	ADAR,B2M,BATF2,BST2,C1S,CASP1,CASP8,CCRL2,CD47,CD74,CMPK2,CMTR1,CNP,CSF1,CXCL10,CXCL11,DDX60,DHX58,EIF2AK2,ELF1,EPSTI1,GBP2,GBP4,GMPR,HELZ2,HERC6,HLA-C,IFI27,IFI30,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFITM1,IFITM2,IFITM3,IL15,IL4R,IL7,IRF1,IRF2,IRF7,IRF9,ISG15,ISG20,LAMP3,LAP3,LGALS3BP,LPAR6,LY6E,MOV10,MVB12A,MX1,NCOA7,NMI,NUB1,OAS1,OASL,OGFR,PARP12,PARP14,PARP9,PLSCR1,PNPT1,PROCR,PSMA3,PSMB8,PSMB9,PSME1,PSME2,RIPK2,RNF31,RSAD2,RTP4,SAMD9,SAMD9L,SELL,SLC25A28,SP110,STAT2,TAP1,TDRD7,FAM46A,TMEM140,TRAFD1,TRIM14,TRIM21,TRIM25,TRIM26,TRIM5,TXNIP,UBA7,UBE2L6,USP18,WARS		kallisto_ensembl90_norm_log2FC	T47D	hallmark_IFNa_2023.2	sting_ifn	MSigDB 2023.2	-1.76141	0.001998	0.00770658
200	149	0	-0.201789	-0.130538	55	94	0.00175656	0.000450357	0.797053	8.77199e-05	down	ADAR,APOL6,ARID5B,ARL4A,AUTS2,B2M,BANK1,BATF2,BPGM,BST2,BTG1,C1R,C1S,CASP1,CASP3,CASP4,CASP7,CASP8,CCL2,CCL5,CCL7,CD274,CD38,CD40,CD69,CD74,CD86,CDKN1A,CFB,CFH,CIITA,CMKLR1,CMPK2,CMTR1,CSF2RB,CXCL10,CXCL11,CXCL9,DDX60,DHX58,EIF2AK2,EIF4E3,EPSTI1,FAS,FCGR1A,FGL2,FPR1,GBP4,GBP6,GCH1,GPR18,GZMA,HELZ2,HERC6,HIF1A,HLA-A,HLA-B,HLA-DMA,HLA-DQA1,HLA-DRB1,HLA-G,ICAM1,IDO1,IFI27,IFI30,IFI35,IFI44,IFI44L,IFIH1,IFIT1,IFIT2,IFIT3,IFITM2,IFITM3,IFNAR2,IL10RA,IL15,IL15RA,IL18BP,IL2RB,IL4R,IL6,IL7,IRF1,IRF2,IRF4,IRF5,IRF7,IRF8,IRF9,ISG15,ISG20,ISOC1,ITGB7,JAK2,KLRK1,LAP3,LATS2,LCP2,LGALS3BP,LY6E,LYSMD2,MARCH1,METTL7B,MT2A,MTHFD2,MVP,MX1,MX2,MYD88,NAMPT,NCOA3,NFKB1,NFKBIA,NLRC5,NMI,NOD1,NUP93,OAS2,OAS3,OASL,OGFR,P2RY14,PARP12,PARP14,PDE4B,PELI1,PFKP,PIM1,PLA2G4A,PLSCR1,PML,PNP,PNPT1,PSMA2,PSMA3,PSMB10,PSMB2,PSMB8,PSMB9,PSME1,PSME2,PTGS2,PTPN1,PTPN2,PTPN6,RAPGEF6,RBCK1,DDX58,RIPK1,RIPK2,RNF213,RNF31,RSAD2,RTP4,SAMD9L,SAMHD1,SECTM1,SELP,SERPING1,SLAMF7,SLC25A28,SOCS1,SOCS3,SOD2,SP110,SPPL2A,SRI,SSPN,ST3GAL5,ST8SIA4,STAT1,STAT2,STAT3,STAT4,TAP1,TAPBP,TDRD7,TNFAIP2,TNFAIP3,TNFAIP6,TNFSF10,TOR1B,TRAFD1,TRIM14,TRIM21,TRIM25,TRIM26,TXNIP,UBE2L6,UPP1,USP18,VAMP5,VAMP8,VCAM1,WARS,XAF1,XCL1,ZBP1,ZNFX1		kallisto_ensembl90_norm_log2FC	T47D	hallmark_IFNg_2023.2	sting_ifn	MSigDB 2023.2	-1.58994	0.003996	0.011988
150	144	0	-0.0566833	0.00414015	73	71	0.933625	0.688056	0.999805	0.91836	mixed_or_flat	AAAS,ADA,ADCY6,ADRM1,AGO4,AK1,AK3,ALYREF,APRT,ARL6IP1,BCAM,BCAP31,BOLA2,BRF2,CANT1,CCNO,CDA,CETN2,CLP1,CMPK2,COX17,CSTF3,DAD1,DCTN4,DDB1,DDB2,DGCR8,DGUOK,DUT,EDF1,EIF1B,ELL,ELOA,ERCC1,ERCC2,ERCC3,ERCC4,ERCC5,ERCC8,FEN1,GMPR2,GPX4,DFNA5,GTF2A2,GTF2B,GTF2F1,GTF2H1,GTF2H3,GTF2H5,GTF3C5,GUK1,HCLS1,HPRT1,IMPDH2,ITPA,LIG1,MPC2,MPG,MRPL40,NCBP2,NELFB,NELFCD,NELFE,NFX1,NME1,NME3,NME4,NPR2,NT5C,NT5C3A,NUDT21,NUDT9,PCNA,PDE4B,PDE6G,PNP,POLA1,POLA2,POLB,POLD1,POLD3,POLD4,POLE4,POLH,POLL,POLR1C,POLR1D,ZNRD1,POLR2A,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR3C,POLR3GL,POM121,PRIM1,RAD51,RAD52,RAE1,RALA,RBX1,REV3L,RFC2,RFC3,RFC4,RFC5,RNMT,RPA2,RPA3,RRM2B,SAC3D1,SDCBP,SEC61A1,SF3A3,SMAD5,SNAPC4,SNAPC5,SRSF6,SSRP1,STX3,SUPT4H1,SUPT5H,SURF1,TAF10,TAF12,TAF13,TAF1C,TAF6,TAF9,TARBP2,TK2,TMED2,TP53,TSG101,TYMS,UMPS,UPF3B,USP11,VPS28,VPS37B,VPS37D,XPC,ZNF707,ZWINT		kallisto_ensembl90_norm_log2FC	T47D	hallmark_DNA_REPAIR_2023.2	damage	MSigDB 2023.2	-0.924263	0.467532	0.525974
97	82	0	-0.296726	-0.220893	25	57	0.000534721	0.000367848	0.556768	1.2607e-05	down	ADAR,B2M,BATF2,BST2,C1S,CASP1,CASP8,CCRL2,CD47,CD74,CMPK2,CMTR1,CNP,CSF1,CXCL10,CXCL11,DDX60,DHX58,EIF2AK2,ELF1,EPSTI1,GBP2,GBP4,GMPR,HELZ2,HERC6,HLA-C,IFI27,IFI30,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFITM1,IFITM2,IFITM3,IL15,IL4R,IL7,IRF1,IRF2,IRF7,IRF9,ISG15,ISG20,LAMP3,LAP3,LGALS3BP,LPAR6,LY6E,MOV10,MVB12A,MX1,NCOA7,NMI,NUB1,OAS1,OASL,OGFR,PARP12,PARP14,PARP9,PLSCR1,PNPT1,PROCR,PSMA3,PSMB8,PSMB9,PSME1,PSME2,RIPK2,RNF31,RSAD2,RTP4,SAMD9,SAMD9L,SELL,SLC25A28,SP110,STAT2,TAP1,TDRD7,FAM46A,TMEM140,TRAFD1,TRIM14,TRIM21,TRIM25,TRIM26,TRIM5,TXNIP,UBA7,UBE2L6,USP18,WARS		kallisto_ensembl90_norm_log2FC	T47D	hallmark_IFNa_2024.1	sting_ifn	MSigDB 2024.1	-1.75132	0.002997	0.0101149
200	149	0	-0.201789	-0.130538	55	94	0.00175656	0.000450357	0.797053	8.77199e-05	down	ADAR,APOL6,ARID5B,ARL4A,AUTS2,B2M,BANK1,BATF2,BPGM,BST2,BTG1,C1R,C1S,CASP1,CASP3,CASP4,CASP7,CASP8,CCL2,CCL5,CCL7,CD274,CD38,CD40,CD69,CD74,CD86,CDKN1A,CFB,CFH,CIITA,CMKLR1,CMPK2,CMTR1,CSF2RB,CXCL10,CXCL11,CXCL9,DDX60,DHX58,EIF2AK2,EIF4E3,EPSTI1,FAS,FCGR1A,FGL2,FPR1,GBP4,GBP6,GCH1,GPR18,GZMA,HELZ2,HERC6,HIF1A,HLA-A,HLA-B,HLA-DMA,HLA-DQA1,HLA-DRB1,HLA-G,ICAM1,IDO1,IFI27,IFI30,IFI35,IFI44,IFI44L,IFIH1,IFIT1,IFIT2,IFIT3,IFITM2,IFITM3,IFNAR2,IL10RA,IL15,IL15RA,IL18BP,IL2RB,IL4R,IL6,IL7,IRF1,IRF2,IRF4,IRF5,IRF7,IRF8,IRF9,ISG15,ISG20,ISOC1,ITGB7,JAK2,KLRK1,LAP3,LATS2,LCP2,LGALS3BP,LY6E,LYSMD2,MARCH1,MT2A,MTHFD2,MVP,MX1,MX2,MYD88,NAMPT,NCOA3,NFKB1,NFKBIA,NLRC5,NMI,NOD1,NUP93,OAS2,OAS3,OASL,OGFR,P2RY14,PARP12,PARP14,PDE4B,PELI1,PFKP,PIM1,PLA2G4A,PLSCR1,PML,PNP,PNPT1,PSMA2,PSMA3,PSMB10,PSMB2,PSMB8,PSMB9,PSME1,PSME2,PTGS2,PTPN1,PTPN2,PTPN6,RAPGEF6,RBCK1,DDX58,RIPK1,RIPK2,RNF213,RNF31,RSAD2,RTP4,SAMD9L,SAMHD1,SECTM1,SELP,SERPING1,SLAMF7,SLC25A28,SOCS1,SOCS3,SOD2,SP110,SPPL2A,SRI,SSPN,ST3GAL5,ST8SIA4,STAT1,STAT2,STAT3,STAT4,TAP1,TAPBP,TDRD7,METTL7B,TNFAIP2,TNFAIP3,TNFAIP6,TNFSF10,TOR1B,TRAFD1,TRIM14,TRIM21,TRIM25,TRIM26,TXNIP,UBE2L6,UPP1,USP18,VAMP5,VAMP8,VCAM1,WARS,XAF1,XCL1,ZBP1,ZNFX1		kallisto_ensembl90_norm_log2FC	T47D	hallmark_IFNg_2024.1	sting_ifn	MSigDB 2024.1	-1.5696	0.004995	0.0134865
150	144	0	-0.0566833	0.00414015	73	71	0.933625	0.688056	0.999805	0.91836	mixed_or_flat	AAAS,ADA,ADCY6,ADRM1,AGO4,AK1,AK3,ALYREF,APRT,ARL6IP1,BCAM,BCAP31,BOLA2,BRF2,CANT1,CCNO,CDA,CETN2,CLP1,CMPK2,COX17,CSTF3,DAD1,DCTN4,DDB1,DDB2,DGCR8,DGUOK,DUT,EDF1,EIF1B,ELL,ELOA,ERCC1,ERCC2,ERCC3,ERCC4,ERCC5,ERCC8,FEN1,GMPR2,GPX4,DFNA5,GTF2A2,GTF2B,GTF2F1,GTF2H1,GTF2H3,GTF2H5,GTF3C5,GUK1,HCLS1,HPRT1,IMPDH2,ITPA,LIG1,MPC2,MPG,MRPL40,NCBP2,NELFB,NELFCD,NELFE,NFX1,NME1,NME3,NME4,NPR2,NT5C,NT5C3A,NUDT21,NUDT9,PCNA,PDE4B,PDE6G,PNP,POLA1,POLA2,POLB,POLD1,POLD3,POLD4,POLE4,POLH,POLL,POLR1C,POLR1D,ZNRD1,POLR2A,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR3C,POLR3GL,POM121,PRIM1,RAD51,RAD52,RAE1,RALA,RBX1,REV3L,RFC2,RFC3,RFC4,RFC5,RNMT,RPA2,RPA3,RRM2B,SAC3D1,SDCBP,SEC61A1,SF3A3,SMAD5,SNAPC4,SNAPC5,SRSF6,SSRP1,STX3,SUPT4H1,SUPT5H,SURF1,TAF10,TAF12,TAF13,TAF1C,TAF6,TAF9,TARBP2,TK2,TMED2,TP53,TSG101,TYMS,UMPS,UPF3B,USP11,VPS28,VPS37B,VPS37D,XPC,ZNF707,ZWINT		kallisto_ensembl90_norm_log2FC	T47D	hallmark_DNA_REPAIR_2024.1	damage	MSigDB 2024.1	-0.932251	0.438561	0.525974
97	82	0	-0.296726	-0.220893	25	57	0.000534721	0.000367848	0.556768	1.2607e-05	down	ADAR,B2M,BATF2,BST2,C1S,CASP1,CASP8,CCRL2,CD47,CD74,CMPK2,CMTR1,CNP,CSF1,CXCL10,CXCL11,DDX60,DHX58,EIF2AK2,ELF1,EPSTI1,GBP2,GBP4,GMPR,HELZ2,HERC6,HLA-C,IFI27,IFI30,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFITM1,IFITM2,IFITM3,IL15,IL4R,IL7,IRF1,IRF2,IRF7,IRF9,ISG15,ISG20,LAMP3,LAP3,LGALS3BP,LPAR6,LY6E,MOV10,MVB12A,MX1,NCOA7,NMI,NUB1,OAS1,OASL,OGFR,PARP12,PARP14,PARP9,PLSCR1,PNPT1,PROCR,PSMA3,PSMB8,PSMB9,PSME1,PSME2,RIPK2,RNF31,RSAD2,RTP4,SAMD9,SAMD9L,SELL,SLC25A28,SP110,STAT2,TAP1,TDRD7,FAM46A,TMEM140,TRAFD1,TRIM14,TRIM21,TRIM25,TRIM26,TRIM5,TXNIP,UBA7,UBE2L6,USP18,WARS		kallisto_ensembl90_norm_log2FC	T47D	hallmark_IFNa_2025.1	sting_ifn	MSigDB 2025.1	-1.74511	0.000999001	0.00770658
