gene	T47D	MCF7
RNF138P1	both_KO_above_both_WT	overlap
RNF138P2	overlap	overlap
RNF139	both_KO_below_both_WT	both_KO_above_both_WT
RNF14	both_KO_above_both_WT	both_KO_below_both_WT
RNF141	both_KO_below_both_WT	both_KO_above_both_WT
RNF144A	overlap	both_KO_below_both_WT
RNF144B	both_KO_below_both_WT	both_KO_below_both_WT
RNF145	both_KO_above_both_WT	both_KO_below_both_WT
RNF146	both_KO_above_both_WT	both_KO_below_both_WT
RNF148	both_KO_below_both_WT	overlap
RNF149	both_KO_below_both_WT	both_KO_above_both_WT
RNF150	both_KO_above_both_WT	both_KO_above_both_WT
RNF151	overlap	overlap
RNF152	both_KO_below_both_WT	both_KO_above_both_WT
RNF152P1	overlap	overlap
RNF157	overlap	both_KO_above_both_WT
RNF165	overlap	both_KO_above_both_WT
RNF166	overlap	both_KO_above_both_WT
RNF167	both_KO_above_both_WT	both_KO_above_both_WT
RNF168	overlap	overlap
RNF169	overlap	both_KO_below_both_WT
RNF17	overlap	both_KO_below_both_WT
RNF170	both_KO_below_both_WT	both_KO_above_both_WT
RNF175	overlap	overlap
RNF180	both_KO_above_both_WT	both_KO_above_both_WT
RNF181	both_KO_below_both_WT	both_KO_above_both_WT
RNF182	both_KO_above_both_WT	both_KO_above_both_WT
RNF183	overlap	both_KO_below_both_WT
RNF185	both_KO_below_both_WT	both_KO_below_both_WT
RNF186	overlap	overlap
RNF187	overlap	both_KO_above_both_WT
RNF19A	overlap	both_KO_above_both_WT
RNF19B	both_KO_above_both_WT	overlap
RNF19BPX	overlap	overlap
RNF19BPY	overlap	overlap
RNF2	both_KO_above_both_WT	both_KO_below_both_WT
RNF20	both_KO_above_both_WT	overlap
RNF207	overlap	overlap
RNF208	overlap	both_KO_above_both_WT
RNF212	overlap	overlap
RNF212B	overlap	overlap
RNF213	both_KO_below_both_WT	both_KO_below_both_WT
RNF214	overlap	both_KO_above_both_WT
RNF215	overlap	overlap
RNF216	both_KO_below_both_WT	overlap
RNF216P1	both_KO_below_both_WT	both_KO_above_both_WT
RNF217	overlap	both_KO_below_both_WT
RNF219	both_KO_below_both_WT	overlap
RNF220	overlap	overlap
RNF222	overlap	overlap
RNF223	both_KO_below_both_WT	both_KO_above_both_WT
RNF224	both_KO_below_both_WT	both_KO_below_both_WT
RNF225	overlap	both_KO_below_both_WT
RNF24	both_KO_below_both_WT	both_KO_below_both_WT
RNF25	both_KO_above_both_WT	both_KO_above_both_WT
RNF26	overlap	both_KO_above_both_WT
RNF2P1	both_KO_below_both_WT	overlap
RNF31	overlap	both_KO_above_both_WT
RNF32	both_KO_below_both_WT	both_KO_above_both_WT
RNF34	both_KO_above_both_WT	overlap
RNF38	both_KO_above_both_WT	both_KO_below_both_WT
RNF39	overlap	both_KO_above_both_WT
RNF4	both_KO_above_both_WT	overlap
RNF40	overlap	both_KO_above_both_WT
RNF41	overlap	both_KO_above_both_WT
RNF43	both_KO_above_both_WT	both_KO_below_both_WT
RNF44	both_KO_above_both_WT	both_KO_below_both_WT
RNF5	both_KO_above_both_WT	both_KO_above_both_WT
RNF6	both_KO_above_both_WT	both_KO_below_both_WT
RNF6P1	overlap	overlap
RNF7	overlap	both_KO_above_both_WT
RNF7P1	overlap	overlap
RNF8	overlap	overlap
RNFT1	both_KO_above_both_WT	both_KO_above_both_WT
RNFT1P2	overlap	overlap
RNFT1P3	overlap	both_KO_above_both_WT
RNFT2	both_KO_above_both_WT	both_KO_above_both_WT
RNGTT	both_KO_above_both_WT	both_KO_above_both_WT
RNGTTP1	overlap	overlap
RNH1	both_KO_above_both_WT	both_KO_below_both_WT
RNLS	overlap	both_KO_above_both_WT
RNMT	both_KO_above_both_WT	both_KO_above_both_WT
RNMTL1P1	overlap	overlap
RNMTL1P2	overlap	overlap
RNPC3	overlap	overlap
RNPEP	both_KO_below_both_WT	overlap
RNPEPL1	overlap	both_KO_above_both_WT
RNPS1	both_KO_below_both_WT	both_KO_above_both_WT
RNPS1P1	overlap	overlap
ROBO1	both_KO_above_both_WT	overlap
ROBO2	both_KO_above_both_WT	both_KO_below_both_WT
ROBO2P1	overlap	overlap
ROBO3	both_KO_above_both_WT	overlap
ROBO4	overlap	overlap
ROCK1	both_KO_above_both_WT	overlap
ROCK1P1	both_KO_above_both_WT	overlap
ROCK2	overlap	both_KO_above_both_WT
ROGDI	both_KO_below_both_WT	overlap
ROM1	both_KO_below_both_WT	overlap
ROMO1	overlap	both_KO_above_both_WT
ROPN1	overlap	overlap
ROPN1B	overlap	both_KO_below_both_WT
ROPN1L	overlap	overlap
ROR1	both_KO_above_both_WT	both_KO_above_both_WT
ROR2	both_KO_above_both_WT	overlap
RORA	both_KO_above_both_WT	both_KO_below_both_WT
RORB	both_KO_below_both_WT	overlap
RORC	both_KO_below_both_WT	both_KO_above_both_WT
ROS1	overlap	overlap
RP1	overlap	overlap
RP1L1	overlap	overlap
RP2	both_KO_above_both_WT	both_KO_below_both_WT
RP9	both_KO_below_both_WT	overlap
RP9P	overlap	both_KO_above_both_WT
RPA1	both_KO_above_both_WT	overlap
RPA2	overlap	both_KO_above_both_WT
RPA2P1	overlap	overlap
RPA2P2	overlap	overlap
RPA2P3	overlap	overlap
RPA3	both_KO_below_both_WT	both_KO_above_both_WT
RPA4	overlap	both_KO_above_both_WT
RPAIN	both_KO_above_both_WT	both_KO_above_both_WT
RPAP1	overlap	overlap
RPAP2	both_KO_above_both_WT	both_KO_below_both_WT
RPAP2P1	both_KO_above_both_WT	overlap
RPAP3	both_KO_above_both_WT	both_KO_above_both_WT
RPE	both_KO_above_both_WT	both_KO_above_both_WT
RPE65	both_KO_above_both_WT	overlap
RPEL1	overlap	overlap
RPEP1	overlap	overlap
RPEP2	overlap	overlap
RPEP3	overlap	overlap
RPEP4	overlap	overlap
RPEP5	overlap	overlap
RPEP6	overlap	overlap
RPF1	both_KO_above_both_WT	both_KO_above_both_WT
RPF2	both_KO_above_both_WT	both_KO_above_both_WT
RPF2P1	both_KO_above_both_WT	overlap
RPF2P2	both_KO_above_both_WT	overlap
RPGR	overlap	both_KO_above_both_WT
RPGRIP1	both_KO_above_both_WT	both_KO_below_both_WT
RPGRIP1L	overlap	both_KO_above_both_WT
RPH3A	both_KO_below_both_WT	overlap
RPH3AL	overlap	both_KO_above_both_WT
RPIA	overlap	both_KO_above_both_WT
RPIAP1	overlap	overlap
RPL10	both_KO_below_both_WT	both_KO_above_both_WT
RPL10A	both_KO_below_both_WT	both_KO_above_both_WT
RPL10AP1	overlap	overlap
RPL10AP3	both_KO_below_both_WT	overlap
RPL10AP5	overlap	overlap
RPL10L	overlap	both_KO_above_both_WT
RPL10P1	overlap	both_KO_below_both_WT
RPL10P10	overlap	overlap
RPL10P11	overlap	overlap
RPL10P12	both_KO_below_both_WT	overlap
RPL10P13	overlap	overlap
RPL10P14	overlap	overlap
RPL10P15	overlap	both_KO_below_both_WT
RPL10P16	both_KO_below_both_WT	overlap
RPL10P17	overlap	both_KO_above_both_WT
RPL10P18	overlap	overlap
RPL10P19	overlap	overlap
RPL10P2	overlap	overlap
RPL10P3	overlap	both_KO_below_both_WT
RPL10P4	overlap	overlap
RPL10P5	both_KO_below_both_WT	overlap
RPL10P6	both_KO_below_both_WT	both_KO_above_both_WT
RPL10P7	overlap	both_KO_below_both_WT
RPL10P8	overlap	overlap
RPL10P9	both_KO_below_both_WT	overlap
RPL11	overlap	both_KO_above_both_WT
RPL11P3	overlap	overlap
RPL11P4	overlap	overlap
RPL12	both_KO_below_both_WT	both_KO_above_both_WT
RPL12P1	overlap	both_KO_above_both_WT
RPL12P10	both_KO_below_both_WT	overlap
RPL12P11	overlap	overlap
RPL12P12	overlap	overlap
RPL12P13	overlap	both_KO_above_both_WT
RPL12P14	both_KO_below_both_WT	overlap
RPL12P15	overlap	overlap
RPL12P16	overlap	overlap
RPL12P17	both_KO_below_both_WT	overlap
RPL12P18	overlap	overlap
RPL12P19	both_KO_above_both_WT	overlap
RPL12P2	overlap	overlap
RPL12P20	overlap	overlap
RPL12P21	overlap	both_KO_below_both_WT
RPL12P22	overlap	overlap
RPL12P23	overlap	overlap
RPL12P24	overlap	overlap
RPL12P25	overlap	both_KO_above_both_WT
RPL12P26	overlap	overlap
RPL12P27	overlap	overlap
RPL12P28	overlap	overlap
RPL12P29	both_KO_above_both_WT	overlap
RPL12P3	overlap	overlap
RPL12P30	overlap	overlap
RPL12P31	overlap	both_KO_below_both_WT
RPL12P32	overlap	both_KO_above_both_WT
RPL12P33	overlap	both_KO_below_both_WT
RPL12P34	both_KO_below_both_WT	overlap
RPL12P35	overlap	overlap
RPL12P36	overlap	overlap
RPL12P37	overlap	overlap
RPL12P38	both_KO_above_both_WT	overlap
RPL12P39	overlap	overlap
RPL12P4	overlap	overlap
RPL12P40	overlap	overlap
RPL12P41	overlap	overlap
RPL12P42	overlap	both_KO_below_both_WT
RPL12P43	overlap	overlap
RPL12P44	both_KO_below_both_WT	overlap
RPL12P45	overlap	overlap
RPL12P46	overlap	overlap
RPL12P47	overlap	overlap
RPL12P48	overlap	overlap
RPL12P49	overlap	overlap
RPL12P5	overlap	overlap
RPL12P50	overlap	overlap
RPL12P6	both_KO_below_both_WT	overlap
RPL12P7	overlap	overlap
RPL12P8	both_KO_above_both_WT	overlap
RPL12P9	overlap	overlap
RPL13	both_KO_below_both_WT	overlap
RPL13A	both_KO_below_both_WT	both_KO_above_both_WT
RPL13AP17	overlap	overlap
RPL13AP19	overlap	overlap
RPL13AP20	overlap	overlap
RPL13AP23	overlap	both_KO_below_both_WT
RPL13AP25	overlap	both_KO_below_both_WT
RPL13AP3	both_KO_below_both_WT	both_KO_below_both_WT
RPL13AP5	both_KO_below_both_WT	both_KO_above_both_WT
RPL13AP6	both_KO_above_both_WT	overlap
RPL13AP7	overlap	both_KO_above_both_WT
RPL13P2	overlap	both_KO_below_both_WT
RPL13P5	both_KO_above_both_WT	both_KO_below_both_WT
RPL13P6	overlap	overlap
RPL14	both_KO_below_both_WT	both_KO_above_both_WT
RPL14P3	both_KO_below_both_WT	both_KO_above_both_WT
RPL14P5	overlap	overlap
RPL15	both_KO_below_both_WT	both_KO_above_both_WT
RPL15P1	overlap	overlap
RPL15P13	overlap	overlap
RPL15P14	both_KO_below_both_WT	overlap
RPL15P18	both_KO_below_both_WT	overlap
RPL15P21	overlap	both_KO_below_both_WT
RPL15P3	both_KO_below_both_WT	overlap
RPL17	both_KO_below_both_WT	both_KO_above_both_WT
RPL17-C18orf32	both_KO_below_both_WT	overlap
RPL17P1	overlap	overlap
RPL17P10	both_KO_above_both_WT	overlap
RPL17P11	overlap	overlap
RPL17P12	overlap	overlap
RPL17P17	overlap	overlap
RPL17P19	overlap	overlap
RPL17P2	overlap	overlap
RPL17P3	overlap	overlap
RPL17P34	overlap	both_KO_above_both_WT
RPL17P35	overlap	overlap
RPL17P36	both_KO_above_both_WT	overlap
RPL17P37	overlap	overlap
RPL17P45	overlap	overlap
RPL17P49	overlap	overlap
RPL17P50	overlap	both_KO_below_both_WT
RPL17P51	overlap	overlap
RPL18	overlap	overlap
RPL18A	both_KO_below_both_WT	overlap
RPL18AP14	overlap	overlap
RPL18AP15	both_KO_above_both_WT	overlap
RPL18AP16	overlap	both_KO_below_both_WT
RPL18AP17	overlap	overlap
RPL18AP2	overlap	both_KO_below_both_WT
RPL18AP3	overlap	overlap
RPL18AP7	both_KO_below_both_WT	both_KO_below_both_WT
RPL18AP8	overlap	overlap
RPL18P1	overlap	overlap
RPL18P10	both_KO_below_both_WT	both_KO_below_both_WT
RPL18P13	both_KO_above_both_WT	overlap
RPL19	overlap	both_KO_above_both_WT
RPL19P1	overlap	overlap
RPL19P11	both_KO_above_both_WT	both_KO_below_both_WT
RPL19P13	overlap	overlap
RPL19P16	both_KO_below_both_WT	both_KO_above_both_WT
RPL19P20	overlap	overlap
RPL19P21	both_KO_below_both_WT	both_KO_below_both_WT
RPL21	both_KO_below_both_WT	both_KO_below_both_WT
RPL21P1	overlap	overlap
RPL21P10	overlap	both_KO_below_both_WT
RPL21P103	overlap	overlap
RPL21P104	both_KO_above_both_WT	overlap
RPL21P107	overlap	overlap
RPL21P108	overlap	overlap
RPL21P109	both_KO_below_both_WT	overlap
RPL21P11	overlap	both_KO_below_both_WT
RPL21P110	overlap	overlap
RPL21P111	overlap	overlap
RPL21P112	overlap	overlap
RPL21P12	overlap	overlap
RPL21P126	overlap	overlap
RPL21P129	overlap	overlap
RPL21P13	overlap	overlap
RPL21P131	overlap	overlap
RPL21P132	overlap	overlap
RPL21P133	overlap	overlap
RPL21P134	overlap	overlap
RPL21P135	overlap	overlap
RPL21P136	overlap	overlap
RPL21P16	overlap	overlap
RPL21P17	overlap	overlap
RPL21P18	both_KO_below_both_WT	overlap
RPL21P2	both_KO_below_both_WT	overlap
RPL21P23	overlap	overlap
RPL21P24	overlap	overlap
RPL21P28	overlap	overlap
RPL21P3	overlap	overlap
RPL21P32	both_KO_above_both_WT	overlap
RPL21P33	overlap	overlap
RPL21P38	overlap	overlap
RPL21P39	both_KO_above_both_WT	overlap
RPL21P40	overlap	overlap
RPL21P41	overlap	overlap
RPL21P42	overlap	overlap
RPL21P43	overlap	overlap
RPL21P47	overlap	overlap
RPL21P5	overlap	overlap
RPL21P50	overlap	overlap
RPL21P6	overlap	overlap
RPL21P65	overlap	overlap
RPL21P66	overlap	overlap
RPL21P67	both_KO_below_both_WT	both_KO_below_both_WT
RPL21P7	overlap	overlap
RPL21P71	overlap	overlap
RPL21P75	overlap	both_KO_below_both_WT
RPL21P8	overlap	overlap
RPL21P88	overlap	overlap
RPL21P89	overlap	overlap
RPL21P9	overlap	overlap
RPL21P90	overlap	overlap
RPL21P91	overlap	overlap
RPL21P92	overlap	overlap
RPL21P93	overlap	overlap
RPL21P99	overlap	overlap
RPL22	both_KO_below_both_WT	both_KO_above_both_WT
RPL22L1	both_KO_below_both_WT	both_KO_above_both_WT
RPL22P11	overlap	overlap
RPL22P13	overlap	overlap
RPL22P17	overlap	overlap
RPL22P18	overlap	overlap
RPL22P22	overlap	overlap
RPL23	both_KO_below_both_WT	both_KO_above_both_WT
RPL23A	both_KO_below_both_WT	both_KO_above_both_WT
RPL23AP1	both_KO_below_both_WT	both_KO_above_both_WT
RPL23AP10	both_KO_below_both_WT	overlap
RPL23AP11	both_KO_above_both_WT	overlap
RPL23AP12	overlap	overlap
RPL23AP14	overlap	both_KO_below_both_WT
RPL23AP15	both_KO_below_both_WT	overlap
RPL23AP16	overlap	overlap
RPL23AP17	overlap	overlap
RPL23AP18	overlap	both_KO_below_both_WT
RPL23AP19	both_KO_above_both_WT	overlap
RPL23AP2	overlap	overlap
RPL23AP20	both_KO_below_both_WT	both_KO_above_both_WT
RPL23AP22	overlap	overlap
RPL23AP23	overlap	overlap
RPL23AP24	overlap	overlap
RPL23AP25	both_KO_above_both_WT	overlap
RPL23AP26	overlap	overlap
RPL23AP27	overlap	overlap
RPL23AP28	overlap	overlap
RPL23AP29	overlap	overlap
RPL23AP3	both_KO_above_both_WT	overlap
RPL23AP30	both_KO_below_both_WT	overlap
RPL23AP31	overlap	overlap
RPL23AP32	both_KO_above_both_WT	both_KO_below_both_WT
RPL23AP33	overlap	overlap
RPL23AP34	overlap	both_KO_below_both_WT
RPL23AP35	overlap	both_KO_below_both_WT
RPL23AP36	overlap	both_KO_above_both_WT
RPL23AP37	overlap	both_KO_below_both_WT
RPL23AP38	overlap	overlap
RPL23AP39	overlap	overlap
RPL23AP4	overlap	overlap
RPL23AP40	overlap	overlap
RPL23AP41	overlap	both_KO_above_both_WT
RPL23AP42	both_KO_below_both_WT	overlap
RPL23AP43	both_KO_below_both_WT	overlap
RPL23AP44	overlap	overlap
RPL23AP45	overlap	overlap
RPL23AP46	overlap	overlap
RPL23AP47	overlap	overlap
RPL23AP48	overlap	overlap
RPL23AP49	overlap	overlap
RPL23AP50	overlap	overlap
RPL23AP52	overlap	both_KO_below_both_WT
RPL23AP53	overlap	both_KO_below_both_WT
RPL23AP54	overlap	overlap
RPL23AP55	overlap	both_KO_below_both_WT
RPL23AP56	overlap	overlap
RPL23AP57	overlap	both_KO_above_both_WT
RPL23AP58	overlap	both_KO_below_both_WT
RPL23AP59	overlap	overlap
RPL23AP6	both_KO_below_both_WT	both_KO_above_both_WT
RPL23AP60	overlap	overlap
RPL23AP61	both_KO_above_both_WT	overlap
RPL23AP62	overlap	overlap
RPL23AP63	overlap	both_KO_below_both_WT
RPL23AP64	overlap	overlap
RPL23AP65	overlap	both_KO_below_both_WT
RPL23AP66	overlap	overlap
RPL23AP67	overlap	overlap
RPL23AP68	overlap	overlap
RPL23AP69	overlap	both_KO_above_both_WT
RPL23AP7	overlap	both_KO_above_both_WT
RPL23AP70	overlap	overlap
RPL23AP71	overlap	overlap
RPL23AP72	both_KO_below_both_WT	overlap
RPL23AP73	overlap	overlap
RPL23AP74	overlap	overlap
RPL23AP75	overlap	both_KO_below_both_WT
RPL23AP76	overlap	overlap
RPL23AP77	overlap	overlap
RPL23AP78	overlap	overlap
RPL23AP8	overlap	overlap
RPL23AP80	overlap	overlap
RPL23AP81	both_KO_below_both_WT	both_KO_above_both_WT
RPL23AP82	both_KO_above_both_WT	both_KO_below_both_WT
RPL23AP83	both_KO_below_both_WT	overlap
RPL23AP84	overlap	overlap
RPL23AP85	overlap	overlap
RPL23AP86	both_KO_below_both_WT	overlap
RPL23AP87	overlap	both_KO_below_both_WT
RPL23AP88	overlap	overlap
RPL23AP89	overlap	overlap
RPL23AP90	overlap	overlap
RPL23AP91	both_KO_below_both_WT	overlap
RPL23AP92	overlap	overlap
RPL23AP93	overlap	overlap
RPL23AP94	overlap	overlap
RPL23AP95	overlap	overlap
RPL23AP96	both_KO_above_both_WT	overlap
RPL23AP97	overlap	both_KO_above_both_WT
RPL23P10	overlap	overlap
RPL23P11	overlap	overlap
RPL23P2	both_KO_below_both_WT	overlap
RPL23P4	overlap	overlap
RPL23P8	overlap	both_KO_above_both_WT
RPL24	both_KO_below_both_WT	overlap
RPL24P2	overlap	overlap
RPL24P4	overlap	overlap
RPL24P7	both_KO_above_both_WT	overlap
RPL24P8	both_KO_below_both_WT	overlap
RPL26	both_KO_below_both_WT	both_KO_above_both_WT
RPL26L1	both_KO_above_both_WT	both_KO_above_both_WT
RPL26P26	both_KO_below_both_WT	overlap
RPL26P27	both_KO_above_both_WT	both_KO_above_both_WT
RPL26P28	overlap	overlap
RPL26P29	both_KO_below_both_WT	overlap
RPL26P30	overlap	overlap
RPL26P34	overlap	overlap
RPL26P37	both_KO_below_both_WT	overlap
RPL26P6	overlap	overlap
RPL26P9	overlap	overlap
RPL27	both_KO_below_both_WT	both_KO_above_both_WT
RPL27A	both_KO_below_both_WT	both_KO_above_both_WT
RPL27AP5	overlap	overlap
RPL27AP8	overlap	overlap
RPL28	overlap	both_KO_below_both_WT
RPL29	both_KO_below_both_WT	both_KO_above_both_WT
RPL29P11	both_KO_below_both_WT	both_KO_below_both_WT
RPL29P12	overlap	both_KO_above_both_WT
RPL29P14	both_KO_below_both_WT	overlap
RPL29P2	both_KO_above_both_WT	overlap
RPL29P22	overlap	overlap
RPL29P23	overlap	overlap
RPL29P25	overlap	both_KO_above_both_WT
RPL29P28	overlap	overlap
RPL29P29	overlap	overlap
RPL29P33	overlap	overlap
RPL29P7	overlap	overlap
RPL3	both_KO_below_both_WT	both_KO_above_both_WT
RPL30	both_KO_below_both_WT	both_KO_above_both_WT
RPL30P1	overlap	overlap
RPL30P10	overlap	overlap
RPL30P11	overlap	overlap
RPL30P12	overlap	overlap
RPL30P13	overlap	overlap
RPL30P14	overlap	both_KO_above_both_WT
RPL30P15	overlap	overlap
RPL30P16	overlap	both_KO_below_both_WT
RPL30P2	overlap	overlap
RPL30P3	overlap	overlap
RPL30P4	overlap	both_KO_above_both_WT
RPL30P5	overlap	overlap
RPL30P6	overlap	overlap
RPL30P7	both_KO_below_both_WT	overlap
RPL30P9	overlap	overlap
RPL31	both_KO_below_both_WT	both_KO_above_both_WT
RPL31P1	overlap	overlap
RPL31P11	overlap	both_KO_below_both_WT
RPL31P12	both_KO_above_both_WT	overlap
RPL31P13	overlap	overlap
RPL31P15	overlap	overlap
RPL31P2	overlap	overlap
RPL31P20	overlap	both_KO_above_both_WT
RPL31P3	overlap	overlap
RPL31P35	overlap	overlap
RPL31P41	overlap	overlap
RPL31P44	overlap	overlap
RPL31P45	overlap	overlap
RPL31P50	overlap	overlap
RPL31P52	both_KO_below_both_WT	both_KO_above_both_WT
RPL31P53	overlap	overlap
RPL31P54	overlap	overlap
RPL31P58	overlap	overlap
RPL31P60	overlap	overlap
RPL31P61	overlap	overlap
RPL31P63	overlap	both_KO_below_both_WT
RPL32	both_KO_below_both_WT	both_KO_above_both_WT
RPL32P14	overlap	overlap
RPL32P23	overlap	overlap
RPL32P28	overlap	overlap
RPL32P3	overlap	both_KO_above_both_WT
RPL32P33	overlap	overlap
RPL32P34	both_KO_below_both_WT	overlap
RPL32P35	overlap	overlap
RPL32P9	overlap	both_KO_above_both_WT
RPL34	both_KO_below_both_WT	overlap
RPL34P1	overlap	overlap
RPL34P17	overlap	overlap
RPL34P18	overlap	both_KO_below_both_WT
RPL34P19	overlap	overlap
RPL34P20	overlap	overlap
RPL34P22	overlap	overlap
RPL34P26	overlap	overlap
RPL34P27	overlap	overlap
RPL34P29	overlap	overlap
RPL34P3	overlap	overlap
RPL34P33	both_KO_above_both_WT	overlap
RPL34P34	overlap	overlap
RPL34P6	overlap	overlap
RPL35	overlap	both_KO_above_both_WT
RPL35A	both_KO_below_both_WT	both_KO_above_both_WT
RPL35AP12	overlap	overlap
RPL35AP15	overlap	overlap
RPL35AP19	overlap	overlap
RPL35AP21	overlap	overlap
RPL35AP22	overlap	overlap
RPL35AP24	overlap	overlap
RPL35AP25	overlap	overlap
RPL35AP28	overlap	overlap
RPL35AP3	overlap	overlap
RPL35AP31	both_KO_below_both_WT	overlap
RPL35AP4	overlap	overlap
RPL35P1	overlap	overlap
RPL35P2	overlap	both_KO_below_both_WT
RPL35P3	overlap	overlap
RPL35P4	overlap	overlap
RPL35P5	both_KO_above_both_WT	overlap
RPL35P6	overlap	overlap
RPL35P8	overlap	overlap
RPL35P9	overlap	both_KO_above_both_WT
RPL36	both_KO_below_both_WT	overlap
RPL36A	both_KO_below_both_WT	both_KO_above_both_WT
RPL36A-HNRNPH2	overlap	both_KO_above_both_WT
RPL36AL	both_KO_above_both_WT	both_KO_above_both_WT
RPL36AP10	overlap	both_KO_above_both_WT
RPL36AP13	overlap	overlap
RPL36AP15	overlap	both_KO_below_both_WT
RPL36AP21	overlap	both_KO_above_both_WT
RPL36AP29	overlap	overlap
RPL36AP33	overlap	overlap
RPL36AP35	overlap	overlap
RPL36AP36	overlap	overlap
RPL36AP39	overlap	overlap
RPL36AP41	overlap	both_KO_below_both_WT
RPL36AP48	overlap	overlap
RPL36AP51	overlap	overlap
RPL36AP53	both_KO_above_both_WT	overlap
RPL36AP55	overlap	overlap
RPL36AP6	overlap	overlap
RPL36P1	overlap	overlap
RPL36P16	overlap	overlap
RPL36P18	overlap	overlap
RPL36P19	overlap	overlap
RPL36P2	overlap	overlap
RPL36P20	overlap	overlap
RPL36P4	overlap	overlap
RPL37	both_KO_below_both_WT	overlap
RPL37A	both_KO_below_both_WT	both_KO_above_both_WT
RPL37AP1	overlap	overlap
RPL37AP8	overlap	overlap
RPL37P1	overlap	both_KO_below_both_WT
RPL37P10	overlap	overlap
RPL37P18	overlap	overlap
RPL37P21	overlap	overlap
RPL37P23	both_KO_below_both_WT	overlap
RPL37P25	overlap	overlap
RPL37P3	overlap	overlap
RPL37P4	overlap	overlap
RPL37P6	overlap	both_KO_below_both_WT
RPL38	overlap	both_KO_above_both_WT
RPL38P1	overlap	overlap
RPL38P3	overlap	overlap
RPL38P4	overlap	overlap
RPL39	both_KO_below_both_WT	overlap
RPL39L	overlap	both_KO_above_both_WT
RPL39P25	overlap	overlap
RPL39P28	overlap	overlap
RPL39P29	overlap	overlap
RPL39P34	overlap	overlap
RPL39P36	overlap	overlap
RPL39P38	overlap	overlap
RPL39P39	overlap	overlap
RPL39P40	overlap	overlap
RPL39P5	overlap	overlap
RPL39P6	overlap	overlap
RPL3L	both_KO_below_both_WT	overlap
RPL3P1	overlap	both_KO_below_both_WT
RPL3P10	overlap	overlap
RPL3P11	both_KO_above_both_WT	overlap
RPL3P12	both_KO_above_both_WT	overlap
RPL3P13	overlap	overlap
RPL3P2	both_KO_below_both_WT	overlap
RPL3P3	overlap	overlap
RPL3P4	overlap	both_KO_below_both_WT
RPL3P5	overlap	both_KO_below_both_WT
RPL3P6	both_KO_below_both_WT	overlap
RPL3P7	both_KO_below_both_WT	overlap
RPL3P8	overlap	overlap
RPL3P9	both_KO_below_both_WT	both_KO_below_both_WT
RPL4	both_KO_below_both_WT	both_KO_above_both_WT
RPL41	both_KO_below_both_WT	both_KO_above_both_WT
RPL41P1	overlap	overlap
RPL41P2	both_KO_below_both_WT	both_KO_below_both_WT
RPL4P1	both_KO_below_both_WT	overlap
RPL4P2	overlap	overlap
RPL4P3	overlap	overlap
RPL4P4	both_KO_above_both_WT	both_KO_above_both_WT
RPL4P5	overlap	overlap
RPL4P6	overlap	overlap
RPL5	overlap	both_KO_above_both_WT
RPL5P1	both_KO_below_both_WT	both_KO_below_both_WT
RPL5P10	overlap	overlap
RPL5P11	both_KO_below_both_WT	both_KO_below_both_WT
RPL5P12	overlap	both_KO_below_both_WT
RPL5P13	overlap	both_KO_below_both_WT
RPL5P14	both_KO_below_both_WT	overlap
RPL5P15	overlap	overlap
RPL5P16	overlap	overlap
RPL5P17	overlap	both_KO_below_both_WT
RPL5P18	overlap	overlap
RPL5P19	overlap	overlap
RPL5P2	overlap	overlap
RPL5P20	overlap	overlap
RPL5P21	overlap	overlap
RPL5P22	both_KO_below_both_WT	overlap
RPL5P23	overlap	both_KO_above_both_WT
RPL5P24	overlap	overlap
RPL5P25	overlap	both_KO_below_both_WT
RPL5P26	overlap	overlap
RPL5P27	overlap	overlap
RPL5P28	overlap	overlap
RPL5P29	overlap	both_KO_above_both_WT
RPL5P3	overlap	overlap
RPL5P30	both_KO_below_both_WT	overlap
RPL5P31	overlap	overlap
RPL5P32	overlap	both_KO_below_both_WT
RPL5P33	overlap	overlap
RPL5P34	both_KO_below_both_WT	both_KO_below_both_WT
RPL5P35	overlap	overlap
RPL5P4	overlap	overlap
RPL5P5	overlap	both_KO_below_both_WT
RPL5P6	overlap	overlap
RPL5P7	both_KO_below_both_WT	overlap
RPL5P8	overlap	overlap
RPL5P9	overlap	both_KO_below_both_WT
RPL6	overlap	both_KO_above_both_WT
RPL6P2	both_KO_above_both_WT	overlap
RPL6P21	overlap	both_KO_below_both_WT
RPL6P24	overlap	both_KO_above_both_WT
RPL6P29	overlap	overlap
RPL6P30	overlap	overlap
RPL6P5	overlap	overlap
RPL6P7	overlap	both_KO_below_both_WT
RPL6P8	overlap	overlap
RPL6P9	overlap	overlap
RPL7	overlap	both_KO_above_both_WT
RPL7A	overlap	overlap
RPL7AP10	both_KO_above_both_WT	both_KO_above_both_WT
RPL7AP11	overlap	overlap
RPL7AP14	overlap	overlap
RPL7AP2	overlap	both_KO_above_both_WT
RPL7AP23	overlap	overlap
RPL7AP25	overlap	overlap
RPL7AP26	overlap	both_KO_above_both_WT
RPL7AP28	overlap	overlap
RPL7AP30	overlap	overlap
RPL7AP4	overlap	both_KO_above_both_WT
RPL7AP49	overlap	overlap
RPL7AP50	overlap	overlap
RPL7AP51	overlap	overlap
RPL7AP52	overlap	overlap
RPL7AP53	overlap	both_KO_above_both_WT
RPL7AP56	both_KO_below_both_WT	overlap
