layer	grid	imputation	method	nhej_panel	immune_panel	n_nhej	n_immune	n	n_low	n_high	pattern_effect	pattern_p_two	pattern_p_one	nhej_effect	nhej_p_two	nhej_p_one	immune_effect	immune_p_two	immune_p_one	full_match	worse_arm_p	effect_kind	approx
protein	core_subsets	complete	partial_wes	XRCC5	STING1+IRF3+HLA-A+HLA-B	1	4	77			-0.09108681866388967	0.4307844750477637	0.21539223752388184	0.06943281737356935	0.5484863201642762	0.2742431600821381	-0.08347242795456442	0.47044938388051255	0.23522469194025628	True	0.2742431600821381	rho	True
protein	core_subsets	complete	partial_wes	XRCC5	STING1+IRF3+HLA-A+HLA-C	1	4	77			-0.11454536268448266	0.32121660699652127	0.16060830349826064	0.06943281737356935	0.5484863201642762	0.2742431600821381	-0.08110160144570298	0.4831908485763347	0.24159542428816735	True	0.2742431600821381	rho	True
protein	core_subsets	complete	partial_wes	XRCC5	STING1+IRF3+HLA-B+HLA-C	1	4	77			-0.06941764814509126	0.548573898886448	0.274286949443224	0.06943281737356935	0.5484863201642762	0.2742431600821381	-0.0132151716191918	0.9091816005323554	0.4545908002661777	True	0.4545908002661777	rho	True
protein	core_subsets	complete	partial_wes	XRCC5	STING1+HLA-A+HLA-B+HLA-C	1	4	77			-0.07146895321689177	0.536792592714806	0.268396296357403	0.06943281737356935	0.5484863201642762	0.2742431600821381	-0.003689316052102583	0.9745962965675686	0.4872981482837843	True	0.4872981482837843	rho	True
protein	core_subsets	complete	partial_wes	XRCC5	TBK1+IRF3+HLA-A+HLA-B	1	4	77			-0.08610904309724464	0.4564957272095459	0.22824786360477295	0.06943281737356935	0.5484863201642762	0.2742431600821381	-0.13344466783112177	0.24727127462802095	0.12363563731401048	True	0.2742431600821381	rho	True
protein	core_subsets	complete	partial_wes	XRCC5	TBK1+IRF3+HLA-A+HLA-C	1	4	77			-0.11527124462842925	0.31813916593660174	0.15906958296830087	0.06943281737356935	0.5484863201642762	0.2742431600821381	-0.13000095557851912	0.25979108691943814	0.12989554345971907	True	0.2742431600821381	rho	True
protein	core_subsets	complete	partial_wes	XRCC5	TBK1+IRF3+HLA-B+HLA-C	1	4	77			-0.07187891460363838	0.5344530921215811	0.26722654606079055	0.06943281737356935	0.5484863201642762	0.2742431600821381	-0.046465774026804296	0.6882115523468327	0.34410577617341637	True	0.34410577617341637	rho	True
protein	core_subsets	complete	partial_wes	XRCC5	TBK1+HLA-A+HLA-B+HLA-C	1	4	77			-0.04168276398921922	0.7188929870862	0.3594464935431	0.06943281737356935	0.5484863201642762	0.2742431600821381	0.03397341711509259	0.7692744206971123	0.6153627896514439	False	0.6153627896514439	rho	True
protein	core_subsets	complete	partial_wes	XRCC5	IRF3+HLA-A+HLA-B+HLA-C	1	4	77			-0.0405084554097987	0.7264964226952005	0.36324821134760027	0.06943281737356935	0.5484863201642762	0.2742431600821381	0.019071087999535767	0.8692384819202977	0.5653807590398512	False	0.5653807590398512	rho	True
protein	core_subsets	complete	partial_wes	XRCC5	STING1+TBK1+IRF3+HLA-A+HLA-B	1	5	77			-0.10935194765669155	0.34378783153591963	0.17189391576795982	0.06943281737356935	0.5484863201642762	0.2742431600821381	-0.13493758554290908	0.24197449385126701	0.12098724692563351	True	0.2742431600821381	rho	True
protein	core_subsets	complete	partial_wes	XRCC5	STING1+TBK1+IRF3+HLA-A+HLA-C	1	5	77			-0.1123443134708586	0.33066418483248494	0.16533209241624247	0.06943281737356935	0.5484863201642762	0.2742431600821381	-0.14048560840658153	0.2229781763525868	0.1114890881762934	True	0.2742431600821381	rho	True
protein	core_subsets	complete	partial_wes	XRCC5	STING1+TBK1+IRF3+HLA-B+HLA-C	1	5	77			-0.08715732790336725	0.4510119383540632	0.2255059691770316	0.06943281737356935	0.5484863201642762	0.2742431600821381	-0.08117692991870104	0.4827832093815159	0.24139160469075796	True	0.2742431600821381	rho	True
protein	core_subsets	complete	partial_wes	XRCC5	STING1+TBK1+HLA-A+HLA-B+HLA-C	1	5	77			-0.08449973581995818	0.4649853432524599	0.23249267162622994	0.06943281737356935	0.5484863201642762	0.2742431600821381	-0.03743422757701567	0.7465252072998482	0.3732626036499241	True	0.3732626036499241	rho	True
protein	core_subsets	complete	partial_wes	XRCC5	STING1+IRF3+HLA-A+HLA-B+HLA-C	1	5	77			-0.07420013475684818	0.5213025653978122	0.2606512826989061	0.06943281737356935	0.5484863201642762	0.2742431600821381	-0.006577679168647278	0.9547240880791112	0.4773620440395556	True	0.4773620440395556	rho	True
protein	core_subsets	complete	partial_wes	XRCC5	TBK1+IRF3+HLA-A+HLA-B+HLA-C	1	5	77			-0.06289752605648823	0.5868305886706916	0.2934152943353458	0.06943281737356935	0.5484863201642762	0.2742431600821381	-0.04775917105148319	0.6799980256937947	0.3399990128468974	True	0.3399990128468974	rho	True
protein	core_subsets	complete	partial_wes	XRCC5	STING1+TBK1+IRF3+HLA-A+HLA-B+HLA-C	1	6	77			-0.09435120573790536	0.4143802550839978	0.2071901275419989	0.06943281737356935	0.5484863201642762	0.2742431600821381	-0.06068988356389108	0.6000527353395605	0.30002636766978025	True	0.30002636766978025	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	STING1	1	1	77			-0.08819659155425848	0.4456115989992617	0.22280579949963086	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.19503879793866616	0.08916260448938917	0.04458130224469459	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	TBK1	1	1	77			-0.0500101672716518	0.6657922205100828	0.3328961102550414	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.18288276886242988	0.11138479258533646	0.05569239629266823	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	IRF3	1	1	77			-0.05000081774545845	0.6658509863530887	0.33292549317654435	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.12759918182128224	0.2687732118907734	0.1343866059453867	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	HLA-A	1	1	77			-0.017494618719099752	0.879963693282249	0.4399818466411245	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.0807776146009324	0.48494618528718236	0.24247309264359118	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	HLA-B	1	1	77			0.09983864140957562	0.38763606391791267	0.8061819680410437	-0.07250989538603478	0.5308621946458446	0.7345689026770776	0.05201946216230862	0.6532100872579975	0.6733949563710013	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	HLA-C	1	1	77			0.0836411164752203	0.469549787390842	0.765225106304579	-0.07250989538603478	0.5308621946458446	0.7345689026770776	0.07372828061518737	0.5239625086732481	0.738018745663376	False	0.738018745663376	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	STING1+TBK1	1	2	77			-0.07178849223930432	0.5349686659542068	0.2674843329771034	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.20706846631380446	0.07077208388188977	0.035386041940944885	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	STING1+IRF3	1	2	77			-0.06472192575609659	0.5760046659267615	0.28800233296338074	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.19509640774586326	0.08906631848618227	0.04453315924309113	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	STING1+HLA-A	1	2	77			-0.04343842369904649	0.7075762841407751	0.35378814207038756	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.16032488037563658	0.16366136518168992	0.08183068259084496	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	STING1+HLA-B	1	2	77			0.006731331140921865	0.9536676130748353	0.5231661934625824	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.0349832488246535	0.7626153167348927	0.38130765836744634	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	STING1+HLA-C	1	2	77			0.007291617181942184	0.949815906687314	0.525092046656343	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.04853197293585718	0.6751080842796056	0.3375540421398028	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	TBK1+IRF3	1	2	77			-0.06094081216427015	0.598543222855647	0.2992716114278235	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.19269347598575076	0.09315267982159095	0.046576339910795475	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	TBK1+HLA-A	1	2	77			-0.013169253928750615	0.9094958279888511	0.45474791399442555	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.18966749845973102	0.09850664454478655	0.04925332227239328	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	TBK1+HLA-B	1	2	77			0.035095222603067355	0.7618779806381045	0.6190610096809477	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.05062258303013557	0.6619473149100171	0.33097365745500856	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	TBK1+HLA-C	1	2	77			0.031123164617190842	0.7881584377377112	0.6059207811311444	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.028714352806676148	0.8042139073224037	0.40210695366120186	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	IRF3+HLA-A	1	2	77			-0.012628583987407276	0.9131968124772036	0.4565984062386018	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.1303196899251546	0.25861457768355023	0.12930728884177511	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	IRF3+HLA-B	1	2	77			0.031108051960825236	0.7882589014212148	0.6058705492893925	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.07675735128013235	0.5070064134791072	0.2535032067395536	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	IRF3+HLA-C	1	2	77			0.03031154585803287	0.793558643149267	0.6032206784253664	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.05690564824628391	0.6230189627569637	0.31150948137848183	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	HLA-A+HLA-B	1	2	77			0.05394603813769116	0.6412359526109827	0.6793820236945087	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.022479451105169447	0.8461332260239759	0.42306661301198795	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	HLA-A+HLA-C	1	2	77			0.0515893112461615	0.6558957118517595	0.6720521440741203	-0.07250989538603478	0.5308621946458446	0.7345689026770776	0.03435202832556933	0.7667757723689431	0.6166121138155285	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	HLA-B+HLA-C	1	2	77			0.11520246750173097	0.3184299382842032	0.8407850308578984	-0.07250989538603478	0.5308621946458446	0.7345689026770776	0.11508414202630372	0.3189305875329308	0.8405347062335347	False	0.8405347062335347	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	STING1+TBK1+IRF3	1	3	77			-0.06653160330395938	0.5653582757571828	0.2826791378785914	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.25542168222612605	0.024962310706283845	0.012481155353141923	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	STING1+TBK1+HLA-A	1	3	77			-0.033899778945892994	0.769760670233054	0.384880335116527	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.1827675796322087	0.11161416021935565	0.055807080109677824	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	STING1+TBK1+HLA-B	1	3	77			0.0015741869812234677	0.9891590757348381	0.505420462132581	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.10311348861576085	0.37217880507557566	0.18608940253778783	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	STING1+TBK1+HLA-C	1	3	77			0.005098761434512612	0.9648964993179496	0.5175517503410252	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.13512373383645085	0.24131957822025835	0.12065978911012917	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	STING1+IRF3+HLA-A	1	3	77			-0.053949715203322084	0.6412131847255674	0.3206065923627837	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.1414994879047387	0.21962296003182294	0.10981148001591147	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	STING1+IRF3+HLA-B	1	3	77			0.0012868755317899205	0.9911376095284966	0.5044311952357516	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.10076894673806576	0.38320652514275066	0.19160326257137533	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	STING1+IRF3+HLA-C	1	3	77			-0.016004362379516742	0.8901222832247125	0.44506114161235627	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.08415499634380919	0.46681507692160223	0.23340753846080112	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	STING1+HLA-A+HLA-B	1	3	77			0.027814604952660093	0.8102322121312673	0.5948838939343664	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.06497154859359956	0.5745306281222752	0.2872653140611376	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	STING1+HLA-A+HLA-C	1	3	77			0.004472385050747012	0.9692066743737481	0.5153966628131259	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.060413112908431536	0.6017196603543981	0.30085983017719903	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	STING1+HLA-B+HLA-C	1	3	77			0.044111259782559524	0.7032558538704282	0.648372073064786	-0.07250989538603478	0.5308621946458446	0.7345689026770776	0.026127757901991143	0.8215447425831967	0.5892276287084017	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	TBK1+IRF3+HLA-A	1	3	77			-0.04511291946814325	0.696841366636488	0.348420683318244	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.17279148919564385	0.1328990116510449	0.06644950582552245	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	TBK1+IRF3+HLA-B	1	3	77			0.0132487987805127	0.9089514893942435	0.5455242553028783	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.13217675905580956	0.25183177368297976	0.12591588684148988	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	TBK1+IRF3+HLA-C	1	3	77			0.007809365895000089	0.946257643804223	0.5268711780978885	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.11549240564678608	0.31720530857488444	0.15860265428744222	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	TBK1+HLA-A+HLA-B	1	3	77			0.034500350795016815	0.7657975626607025	0.6171012186696487	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.07775139190511096	0.5015042180207686	0.2507521090103843	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	TBK1+HLA-A+HLA-C	1	3	77			0.03356702967398341	0.7719589927913929	0.6140205036043036	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.026920033262587573	0.8162268134032009	0.40811340670160046	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	TBK1+HLA-B+HLA-C	1	3	77			0.06645887305150182	0.5657843569914267	0.7171078215042866	-0.07250989538603478	0.5308621946458446	0.7345689026770776	0.04628871669635216	0.6893387641555607	0.6553306179222196	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	IRF3+HLA-A+HLA-B	1	3	77			0.030504682552125652	0.7922726943389424	0.6038636528305288	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.07486174788209345	0.5175844136398331	0.25879220681991655	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	IRF3+HLA-A+HLA-C	1	3	77			0.025216345147950948	0.8276722879701178	0.5861638560149411	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.04854691590274297	0.6750136634299353	0.33750683171496765	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	IRF3+HLA-B+HLA-C	1	3	77			0.07164407619583896	0.5357926124546554	0.7321036937726724	-0.07250989538603478	0.5308621946458446	0.7345689026770776	0.013824693829121857	0.9050118088854406	0.5474940955572797	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	HLA-A+HLA-B+HLA-C	1	3	77			0.0775778238645628	0.502462710827879	0.7487686445860605	-0.07250989538603478	0.5308621946458446	0.7345689026770776	0.07089906157392711	0.5400531175495425	0.7299734412252288	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	STING1+TBK1+IRF3+HLA-A	1	4	77			-0.04370894274591063	0.7058381028535329	0.35291905142676644	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.20696648522689565	0.07091405814538645	0.03545702907269323	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	STING1+TBK1+IRF3+HLA-B	1	4	77			-0.013360289986177923	0.9081886071572917	0.45409430357864583	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.14239178813637868	0.21669959461500438	0.10834979730750219	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	STING1+TBK1+IRF3+HLA-C	1	4	77			-0.027244941675235605	0.8140483362752671	0.40702416813763354	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.1528581067225623	0.18444259444381067	0.09222129722190534	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	STING1+TBK1+HLA-A+HLA-B	1	4	77			0.018115108190093505	0.8757396243455617	0.5621301878272191	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.10066630593545778	0.38369374076466073	0.19184687038233036	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	STING1+TBK1+HLA-A+HLA-C	1	4	77			-0.00010421990324747008	0.999282249182114	0.499641124591057	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.15068932558414258	0.1908226221108493	0.09541131105542465	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	STING1+TBK1+HLA-B+HLA-C	1	4	77			0.04096298033111658	0.723550276275388	0.638224861862306	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.051776634367470833	0.6547256314418043	0.32736281572090214	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	STING1+IRF3+HLA-A+HLA-B	1	4	77			0.0103813647477551	0.9285983322070203	0.5357008338964899	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.08347242795456442	0.47044938388051255	0.23522469194025628	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	STING1+IRF3+HLA-A+HLA-C	1	4	77			-0.0062504875229597275	0.9569740387224033	0.47848701936120164	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.08110160144570298	0.4831908485763347	0.24159542428816735	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	STING1+IRF3+HLA-B+HLA-C	1	4	77			0.014993697373927238	0.8970218310013949	0.5514890844993026	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.0132151716191918	0.9091816005323554	0.4545908002661777	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	STING1+HLA-A+HLA-B+HLA-C	1	4	77			0.030165493864806454	0.7945314566433533	0.6027342716783233	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.003689316052102583	0.9745962965675686	0.4872981482837843	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	TBK1+IRF3+HLA-A+HLA-B	1	4	77			0.018667801168011103	0.8719800043620038	0.5640099978189981	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.13344466783112177	0.24727127462802095	0.12363563731401048	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	TBK1+IRF3+HLA-A+HLA-C	1	4	77			0.01243625992028398	0.9145137548685204	0.5427431225657398	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.13000095557851912	0.25979108691943814	0.12989554345971907	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	TBK1+IRF3+HLA-B+HLA-C	1	4	77			0.040533786556272364	0.7263321260920375	0.6368339369539813	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.046465774026804296	0.6882115523468327	0.34410577617341637	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	TBK1+HLA-A+HLA-B+HLA-C	1	4	77			0.04902848372577101	0.6719734480105447	0.6640132759947277	-0.07250989538603478	0.5308621946458446	0.7345689026770776	0.03397341711509259	0.7692744206971123	0.6153627896514439	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	IRF3+HLA-A+HLA-B+HLA-C	1	4	77			0.04256803310656394	0.713178953358376	0.6434105233208121	-0.07250989538603478	0.5308621946458446	0.7345689026770776	0.019071087999535767	0.8692384819202977	0.5653807590398512	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	STING1+TBK1+IRF3+HLA-A+HLA-B	1	5	77			0.004379370311909919	0.9698467987034295	0.5150766006482852	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.13493758554290908	0.24197449385126701	0.12098724692563351	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	STING1+TBK1+IRF3+HLA-A+HLA-C	1	5	77			-0.018742772507602947	0.8714702381479569	0.43573511907397844	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.14048560840658153	0.2229781763525868	0.1114890881762934	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	STING1+TBK1+IRF3+HLA-B+HLA-C	1	5	77			0.016608706258202464	0.8860004430025837	0.5569997784987082	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.08117692991870104	0.4827832093815159	0.24139160469075796	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	STING1+TBK1+HLA-A+HLA-B+HLA-C	1	5	77			0.027465922428659622	0.8125674869871848	0.5937162565064076	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.03743422757701567	0.7465252072998482	0.3732626036499241	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	STING1+IRF3+HLA-A+HLA-B+HLA-C	1	5	77			0.02328117679651551	0.840716369053638	0.579641815473181	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.006577679168647278	0.9547240880791112	0.4773620440395556	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	TBK1+IRF3+HLA-A+HLA-B+HLA-C	1	5	77			0.02875412076030907	0.8039481637148547	0.5980259181425727	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.04775917105148319	0.6799980256937947	0.3399990128468974	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	XRCC6	STING1+TBK1+IRF3+HLA-A+HLA-B+HLA-C	1	6	77			0.01480773706118628	0.8982921808331733	0.5508539095834133	-0.07250989538603478	0.5308621946458446	0.7345689026770776	-0.06068988356389108	0.6000527353395605	0.30002636766978025	False	0.7345689026770776	rho	True
protein	core_subsets	complete	partial_wes	PRKDC+XRCC5	STING1	2	1	77			-0.15712829393448888	0.17233563774880842	0.08616781887440421	0.018248543071301856	0.8748316965330277	0.43741584826651386	-0.19503879793866616	0.08916260448938917	0.04458130224469459	True	0.43741584826651386	rho	True
protein	core_subsets	complete	partial_wes	PRKDC+XRCC5	TBK1	2	1	77			-0.1735054579539759	0.1312802167570127	0.06564010837850635	0.018248543071301856	0.8748316965330277	0.43741584826651386	-0.18288276886242988	0.11138479258533646	0.05569239629266823	True	0.43741584826651386	rho	True
protein	core_subsets	complete	partial_wes	PRKDC+XRCC5	IRF3	2	1	77			-0.15017379866095948	0.19236231437539905	0.09618115718769953	0.018248543071301856	0.8748316965330277	0.43741584826651386	-0.12759918182128224	0.2687732118907734	0.1343866059453867	True	0.43741584826651386	rho	True
protein	core_subsets	complete	partial_wes	PRKDC+XRCC5	HLA-A	2	1	77			-0.11655340862845359	0.31274972063312056	0.15637486031656028	0.018248543071301856	0.8748316965330277	0.43741584826651386	-0.0807776146009324	0.48494618528718236	0.24247309264359118	True	0.43741584826651386	rho	True
protein	core_subsets	complete	partial_wes	PRKDC+XRCC5	HLA-B	2	1	77			0.0007627630830758357	0.9947469724432189	0.5026265137783905	0.018248543071301856	0.8748316965330277	0.43741584826651386	0.05201946216230862	0.6532100872579975	0.6733949563710013	False	0.6733949563710013	rho	True
protein	core_subsets	complete	partial_wes	PRKDC+XRCC5	HLA-C	2	1	77			0.0005419248443536667	0.9962678370472262	0.5018660814763869	0.018248543071301856	0.8748316965330277	0.43741584826651386	0.07372828061518737	0.5239625086732481	0.738018745663376	False	0.738018745663376	rho	True
protein	core_subsets	complete	partial_wes	PRKDC+XRCC5	STING1+TBK1	2	2	77			-0.14831576794414522	0.19798579580387093	0.09899289790193547	0.018248543071301856	0.8748316965330277	0.43741584826651386	-0.20706846631380446	0.07077208388188977	0.035386041940944885	True	0.43741584826651386	rho	True
protein	core_subsets	complete	partial_wes	PRKDC+XRCC5	STING1+IRF3	2	2	77			-0.15267546719145578	0.18497383291487032	0.09248691645743516	0.018248543071301856	0.8748316965330277	0.43741584826651386	-0.19509640774586326	0.08906631848618227	0.04453315924309113	True	0.43741584826651386	rho	True
protein	core_subsets	complete	partial_wes	PRKDC+XRCC5	STING1+HLA-A	2	2	77			-0.12503239420774917	0.27860085636586984	0.13930042818293492	0.018248543071301856	0.8748316965330277	0.43741584826651386	-0.16032488037563658	0.16366136518168992	0.08183068259084496	True	0.43741584826651386	rho	True
protein	core_subsets	complete	partial_wes	PRKDC+XRCC5	STING1+HLA-B	2	2	77			-0.08921836893381974	0.4403375068557964	0.2201687534278982	0.018248543071301856	0.8748316965330277	0.43741584826651386	-0.0349832488246535	0.7626153167348927	0.38130765836744634	True	0.43741584826651386	rho	True
protein	core_subsets	complete	partial_wes	PRKDC+XRCC5	STING1+HLA-C	2	2	77			-0.08915508920003522	0.4406631143933752	0.2203315571966876	0.018248543071301856	0.8748316965330277	0.43741584826651386	-0.04853197293585718	0.6751080842796056	0.3375540421398028	True	0.43741584826651386	rho	True
protein	core_subsets	complete	partial_wes	PRKDC+XRCC5	TBK1+IRF3	2	2	77			-0.16595120800924565	0.1491838451645655	0.07459192258228275	0.018248543071301856	0.8748316965330277	0.43741584826651386	-0.19269347598575076	0.09315267982159095	0.046576339910795475	True	0.43741584826651386	rho	True
protein	core_subsets	complete	partial_wes	PRKDC+XRCC5	TBK1+HLA-A	2	2	77			-0.13181210663873352	0.25315395339866853	0.12657697669933426	0.018248543071301856	0.8748316965330277	0.43741584826651386	-0.18966749845973102	0.09850664454478655	0.04925332227239328	True	0.43741584826651386	rho	True
protein	core_subsets	complete	partial_wes	PRKDC+XRCC5	TBK1+HLA-B	2	2	77			-0.08000507263898113	0.4891453807178238	0.2445726903589119	0.018248543071301856	0.8748316965330277	0.43741584826651386	-0.05062258303013557	0.6619473149100171	0.33097365745500856	True	0.43741584826651386	rho	True
protein	core_subsets	complete	partial_wes	PRKDC+XRCC5	TBK1+HLA-C	2	2	77			-0.06200979469920363	0.592131540919024	0.296065770459512	0.018248543071301856	0.8748316965330277	0.43741584826651386	-0.028714352806676148	0.8042139073224037	0.40210695366120186	True	0.43741584826651386	rho	True
