symbol	n_probes	n_arrays	tokens	GSM558700	GSM558701	GSM558702	median_log2	mean_log2	direction_median
TCAF1	2	3	KIAA0738	0.7501	-0.9607	1.1043	0.7501	0.2979	UP
TCAF2	2	3	FLJ40722	-0.5995	1.9964	-1.88995	-0.5995	-0.16435	DOWN
TCAIM	2	3	DKFZP313N0621	0.32075	-1.313	2.70285	0.32075	0.5702	UP
TCAP	1	3	TCAP	1.0566	-2.1203	1.4005	1.0566	0.112267	UP
TCEA1	2	3	TCEA1	0.4857	-0.1327	-0.64525	-0.1327	-0.0974167	DOWN
TCEA2	2	3	TCEA2	0.7239	-0.2445	1.3368	0.7239	0.6054	UP
TCEA3	1	3	TCEA3	-0.1844	0.1763	-1.5995	-0.1844	-0.535867	DOWN
TCEAL1	1	3	TCEAL1	0.3561	-1.1844	-0.2176	-0.2176	-0.348633	DOWN
TCEAL3	1	3	TCEAL3	0.3219	0.3103	-0.5995	0.3103	0.0109	UP
TCEAL4	2	3	TCEAL4	-2.1552	-0.73695	-1.9477	-1.9477	-1.61328	DOWN
TCEAL8	1	3	TCEAL8	-0.5564	1.6736	1.5945	1.5945	0.9039	UP
TCEANC2	1	3	FLJ32112	4.406	0.4005	1.2016	1.2016	2.0027	UP
TCERG1	2	3	TCERG1	-0.1749	0.8009	-1.47395	-0.1749	-0.28265	DOWN
TCF12	1	3	TCF12	1.275	0.4005	0.696	0.696	0.7905	UP
TCF15	1	3	TCF15	-1.3585	-0.415	-2.6439	-1.3585	-1.47247	DOWN
TCF19	1	3	TCF19	-0.5146	1.275	-1.0291	-0.5146	-0.0895667	DOWN
TCF20	2	3	TCF20	-0.3523	-1.23455	0.72525	-0.3523	-0.2872	DOWN
TCF21	1	2	TCF21	-0.9714		-1	-0.9857	-0.9857	DOWN
TCF25	3	3	KIAA1049	1.546	-1.4739	1.21785	1.21785	0.429983	UP
TCF3	2	3	TCF3	0.37565	0.0566	-0.7859	0.0566	-0.117883	UP
TCF4	2	3	TCF4	-1.4739	6.5947	2.848	2.848	2.65627	UP
TCF7	1	3	TCF7	1.1827	-0.5995	-0.7131	-0.5995	-0.0433	DOWN
TCF7L1	1	3	TCF7L1	2.067	-0.5146	-3.8365	-0.5146	-0.761367	DOWN
TCF7L2	2	3	TCF7L2	0.89295	0.7517	1.0124	0.89295	0.885683	UP
TCFL5	1	2	TCFL5	0.516		-0.811	-0.1475	-0.1475	DOWN
TCHH	1	2	THH		2.2327	2.7887	2.5107	2.5107	UP
TCHP	3	3	MGC10854	1.0772	0.6599	0.6415	0.6599	0.792867	UP
TCIM	1	3	C8ORF4	-1.152	1.4751	-1.4739	-1.152	-0.3836	DOWN
TCIRG1	2	3	TCIRG1	-1.6829	-0.12165	-0.5405	-0.5405	-0.781683	DOWN
TCL6	1	2	TCL6		-0.7859	-1.0893	-0.9376	-0.9376	DOWN
TCN1	1	2	TCN1		1.6323	0.4647	1.0485	1.0485	UP
TCN2	1	3	TCN2	-3.6439	1.6915	-0.6215	-0.6215	-0.857967	DOWN
TCOF1	1	3	TCOF1	-3.3219	1.6736	-0.3401	-0.3401	-0.6628	DOWN
TCP1	1	3	TCP1	-0.2345	1.2869	-0.737	-0.2345	0.105133	DOWN
TCP10L	1	3	TCP10L	-1.2176	0.2141	-2	-1.2176	-1.00117	DOWN
TCP10L3	1	3	TCP10	0.1243	1.3045	2.0108	1.3045	1.14653	UP
TCP11	2	3	TCP11	-0.7131	0.30295	-0.06205	-0.06205	-0.1574	DOWN
TCP11L1	3	3	FLJ11336	1.79475	0.07005	1.6645	1.6645	1.17643	UP
TCP11L2	2	2	MGC40368	-2	-1.5741		-1.78705	-1.78705	DOWN
TCTA	1	3	TCTA	1.6276	-2.4739	0.4957	0.4957	-0.116867	UP
TCTN1	2	3	FLJ21127	0.5921	0.25335	-1.11045	0.25335	-0.0883333	UP
TCTN3	1	3	C10ORF61	-0.6215	0.1243	2.9505	0.1243	0.817767	UP
TDG	1	3	TDG	0.3561	0.4854	1.3951	0.4854	0.745533	UP
TDH	3	3	TDH	-4.6439	-0.0003	-1.0922	-1.0922	-1.91213	DOWN
TDO2	1	3	TDO2	-0.0893	2.8135	0	0	0.908067	ZERO
TDP1	1	3	TDP1	0.546	0.2265	-2.1203	0.2265	-0.449267	UP
TDP2	1	3	TTRAP	-0.9159	1.0356	-0.1203	-0.1203	-0.0002	DOWN
TDRD1	1	2	TDRD1	2.84		1.8032	2.3216	2.3216	UP
TDRD10	1	3	DKFZP434M202	0.9336	-0.415	1.0426	0.9336	0.5204	UP
TDRD3	1	3	TDRD3	-5.0589	-0.5778	1	-0.5778	-1.54557	DOWN
TDRD5	1	2	TDRD5	-3.3219		-5.0589	-4.1904	-4.1904	DOWN
TDRD6	1	2	TDRD6		2.6803	-0.6439	1.0182	1.0182	UP
TDRD7	1	3	TDRD7	-0.6897	2.0036	-1.5146	-0.6897	-0.0669	DOWN
TEAD1	1	3	TEAD1	-1.6897	-0.5778	-0.8625	-0.8625	-1.04333	DOWN
TEAD2	3	3	TEAD2	1.2265	-0.2345	1.5509	1.2265	0.847633	UP
TEAD3	1	3	TEAD3	0.1243	0.856	0.251	0.251	0.410433	UP
TEAD4	3	3	TEAD4	0.7655	0.2265	0.275	0.275	0.422333	UP
TEC	1	3	TEC	-0.6897	-3.1844	0.5656	-0.6897	-1.10283	DOWN
TECPR1	2	3	DKFZP434B0335	-1.64665	-1	-0.6987	-1	-1.11512	DOWN
TECR	1	3	GPSN2	1.7655	-1.1844	1.4854	1.4854	0.688833	UP
TECTA	1	2	TECTA	-2.737	-2.3219		-2.52945	-2.52945	DOWN
TEDC2	1	3	FLJ13909	1.3277	-0.1203	3.009	1.3277	1.40547	UP
TEF	2	3	TEF	2.04435	-0.26455	-0.2778	-0.26455	0.500667	DOWN
TEFM	1	3	FLJ22729	-0.1844	0.0144	0.4854	0.0144	0.105133	UP
TEK	1	3	TEK	-1.5564	0.0976	-1.889	-1.5564	-1.11593	DOWN
TEKT1	1	2	TEKT1	-0.737	-1.9434		-1.3402	-1.3402	DOWN
TEKT2	1	3	TEKT2	0.0566	0.0841	2.8319	0.0841	0.990867	UP
TEKT3	2	3	TEKT3	0.516	-1.886	0.6009	0.516	-0.256367	UP
TEKT4	1	2	MGC27019		2.3045	-2.8365	-0.266	-0.266	DOWN
TEKT5	1	3	FLJ32871	-0.6215	-1.0589	-0.889	-0.889	-0.856467	DOWN
TEKTL1	1	3	FLJ40365	-0.1047	-0.1203	-0.3401	-0.1203	-0.188367	DOWN
TELO2	1	2	KIAA0683	0.2987	2.2203		1.2595	1.2595	UP
TENM1	1	2	ODZ1	3.856		0.0704	1.9632	1.9632	UP
TENM2	1	2	ODZ2	0.926	-3.3219		-1.19795	-1.19795	DOWN
TENT2	2	3	PAPD4	0.35545	0.4957	-0.16485	0.35545	0.228767	UP
TENT4A	1	3	POLS	-0.7131	0.5656	-0.7612	-0.7131	-0.3029	DOWN
TENT4B	1	3	PAPD5	-0.5564	-1.7859	0.0286	-0.5564	-0.771233	DOWN
TENT5B	1	3	FAM46B	-0.0589	-0.2009	3.9864	-0.0589	1.2422	DOWN
TENT5C	1	2	FAM46C		1.4114	0.2141	0.81275	0.81275	UP
TEP1	1	3	TEP1	0.6871	-0.5146	1.4168	0.6871	0.529767	UP
TEPSIN	1	3	FLJ31528	1.774	-0.2176	2.3477	1.774	1.30137	UP
TERB1	1	3	FLJ35894	1.0976	-0.2345	-1.6439	-0.2345	-0.260267	DOWN
TERB2	1	2	MGC33951	-1.889		0.9107	-0.48915	-0.48915	DOWN
TERF1	2	3	TERF1	-0.81295	0.66705	-1.0589	-0.81295	-0.4016	DOWN
TERF2	1	3	TERF2	2.067	-1.3585	3.0566	2.067	1.25503	UP
TERF2IP	2	3	RAP1|TERF2IP	-1.04775	-0.04665	-0.08865	-0.08865	-0.39435	DOWN
TERT	2	3	TERT	2	0.4114	0.83625	0.83625	1.08255	UP
TES	1	3	TES	-0.304	0.3561	-0.1047	-0.1047	-0.0175333	DOWN
TESK1	2	3	TESK1	-0.74665	-3.7532	-0.88575	-0.88575	-1.7952	DOWN
TESK2	1	3	TESK2	-1.152	-4.0589	-0.9714	-1.152	-2.06077	DOWN
TESMIN	1	3	MTL5	-0.6897	-1.2515	0.7485	-0.6897	-0.397567	DOWN
TESPA1	1	2	KIAA0748	-0.9159		-1	-0.95795	-0.95795	DOWN
TET2	2	3	FLJ20032|KIAA1546	-0.5159	0.07755	3.00845	0.07755	0.8567	UP
TET3	2	3	MGC22014	1.4337	0.8502	-0.5205	0.8502	0.5878	UP
TEX10	1	3	TEX10	-0.3585	-0.8625	0.9336	-0.3585	-0.0958	DOWN
TEX101	3	3	MGC4766	0.6229	-2.0589	0.424	0.424	-0.337333	UP
TEX12	1	3	TEX12	0.2987	1.9745	1.1375	1.1375	1.1369	UP
TEX13B	2	3	TEX13B	0.5711	-0.3401	-0.37865	-0.3401	-0.0492167	DOWN
TEX14	1	3	TEX14	-0.0145	2.0841	-0.3219	-0.0145	0.582567	DOWN
TEX15	1	3	TEX15	-1.8365	3.1651	-0.9159	-0.9159	0.137567	DOWN
TEX19	1	3	FLJ35767	1.5705	-3.6439	0.4005	0.4005	-0.557633	UP
TEX2	1	2	HT008		0.9184	-0.4344	0.242	0.242	UP
TEX261	1	3	TEX261	0.0841	0.1635	-1.9434	0.0841	-0.565267	UP
TEX264	1	3	TEX264	3.0356	-0.7612	-1.6439	-0.7612	0.210167	DOWN
TEX29	1	2	MGC35169	1.0426	0.7485		0.89555	0.89555	UP
TEX35	2	3	DKFZP564J047	-0.4002	-1.3585	-1.91105	-1.3585	-1.22325	DOWN
TEX44	1	3	MGC35154	-0.9434	-0.5778	5.1595	-0.5778	1.21277	DOWN
TEX47	1	2	MGC26647		-1.6897	1.4699	-0.1099	-0.1099	DOWN
TF	1	2	TF		4.9846	-1.0893	1.94765	1.94765	UP
TFAM	2	3	TFAM	0.43215	-0.729	-1.3757	-0.729	-0.557517	DOWN
TFAP2A	2	3	TFAP2A	-0.3308	-0.44595	-0.5146	-0.44595	-0.43045	DOWN
TFAP2B	1	2	TFAP2B		0.3334	-3.3219	-1.49425	-1.49425	DOWN
TFAP2C	1	3	TFAP2C	-1.3585	-2.5564	-0.6215	-1.3585	-1.51213	DOWN
TFAP2D	1	2	TFAP2D		-4.0589	1.0772	-1.49085	-1.49085	DOWN
TFAP4	1	2	TFAP4	0.0286		-2	-0.9857	-0.9857	DOWN
TFB1M	1	3	TFB1M	1.9298	0.2388	0.4647	0.4647	0.877767	UP
TFB2M	1	3	TFB2M	-0.6666	0.7908	-0.7859	-0.6666	-0.220567	DOWN
TFCP2	3	3	TFCP2	-0.21645	-0.2863	-1.4344	-0.2863	-0.645717	DOWN
TFCP2L1	2	3	TFCP2L1	-0.6666	1.198	-0.9714	-0.6666	-0.146667	DOWN
TFDP1	1	3	TFDP1	0.3561	-5.0589	0.2265	0.2265	-1.4921	UP
TFDP2	2	3	TFDP2	1.25575	-0.99425	-2.07925	-0.99425	-0.605917	DOWN
TFDP3	1	3	TFDP3	-2.737	-0.9434	-1.3219	-1.3219	-1.66743	DOWN
TFE3	1	2	TFE3	-0.737		-2.6439	-1.69045	-1.69045	DOWN
TFEB	2	3	TFEB	1.78865	-1.7573	-0.70925	-0.70925	-0.225967	DOWN
TFEC	3	3	TFEC	-1.889	-0.65235	-1.34905	-1.34905	-1.2968	DOWN
TFF1	1	3	TFF1	-0.889	1.4436	2.9982	1.4436	1.18427	UP
TFF3	1	2	TFF3	1.0704	-1.889		-0.4093	-0.4093	DOWN
TFG	1	3	TFG	-0.2009	-0.0439	-0.7612	-0.2009	-0.335333	DOWN
TFIP11	1	3	TFIP11	-0.415	0.3674	-2.3219	-0.415	-0.789833	DOWN
TFPI	2	3	TFPI	-0.3163	2.2936	-0.37645	-0.3163	0.533617	DOWN
TFPI2	1	3	TFPI2	-3.1844	1.1953	0.3896	0.3896	-0.533167	UP
TFPT	2	3	TFPT	2.42815	-1.18855	0.30755	0.30755	0.515717	UP
TFR2	1	3	TFR2	0.8074	-0.7131	-0.7612	-0.7131	-0.2223	DOWN
TFRC	1	3	TFRC	-0.0439	0.3103	-0.1681	-0.0439	0.0327667	DOWN
TG	1	3	TG	-1.737	1.2079	-2.3959	-1.737	-0.975	DOWN
TGDS	1	3	TGDS	-0.6666	1.4276	-0.5995	-0.5995	0.0538333	DOWN
TGFA	2	3	TGFA	-1.31745	-0.0408	-3.20865	-1.31745	-1.5223	DOWN
TGFB1	1	3	TGFB1	0.4222	1.2327	-0.2688	0.4222	0.462033	UP
TGFB1I1	1	3	TGFB1I1	-0.5353	0.3334	-0.2345	-0.2345	-0.145467	DOWN
TGFB2	1	3	TGFB2	-1.889	1.9107	-2.8365	-1.889	-0.938267	DOWN
TGFB3	1	2	TGFB3	0.7908	-0.454		0.1684	0.1684	UP
TGFBI	1	3	TGFBI	-0.2176	0.516	0.5558	0.516	0.284733	UP
TGFBR1	1	3	TGFBR1	-1.6897	1.3334	-1.4344	-1.4344	-0.5969	DOWN
TGFBR2	3	3	TGFBR2	-0.454	-0.5146	-1.2515	-0.5146	-0.740033	DOWN
TGFBR3	1	3	TGFBR3	-0.5146	-0.4941	-0.889	-0.5146	-0.632567	DOWN
TGFBRAP1	2	3	TGFBRAP1	1.1592	-1.47395	0.96475	0.96475	0.216667	UP
TGIF2	1	3	TGIF2	-0.0893	-0.454	-0.9159	-0.454	-0.4864	DOWN
TGIF2LX	1	3	TGIF2LX	-1.4739	1.2327	0.0841	0.0841	-0.0523667	UP
TGIF2LY	1	3	TGIF2LY	-0.2515	0.1243	-1.5146	-0.2515	-0.547267	DOWN
TGM1	1	3	TGM1	-0.2009	-0.4344	-1.889	-0.4344	-0.841433	DOWN
TGM2	1	3	TGM2	-2.8365	-1.6897	-0.152	-1.6897	-1.5594	DOWN
TGM3	1	2	TGM3	-2.1203	-0.304		-1.21215	-1.21215	DOWN
TGM4	1	2	TGM4		1.774	-0.415	0.6795	0.6795	UP
TGM5	2	3	TGM5	-3.0589	0	2.4114	0	-0.215833	ZERO
TGM6	1	3	TGM3L	-0.7131	-1.3959	1.4542	-0.7131	-0.218267	DOWN
TGOLN2	1	2	TGOLN2		-0.6666	-0.3219	-0.49425	-0.49425	DOWN
TGS1	1	3	NCOA6IP	-0.2176	-3.6439	0.8797	-0.2176	-0.993933	DOWN
TH	2	3	TH	1.0245	0.5261	-0.10545	0.5261	0.481717	UP
THADA	2	3	THADA	3.63175	-0.1653	1.0356	1.0356	1.50068	UP
THAP1	1	3	THAP1	-0.2345	0.9107	0.8875	0.8875	0.521233	UP
THAP10	1	3	THAP10	-0.7131	1.1827	0.1635	0.1635	0.211033	UP
THAP11	1	3	THAP11	0.189	0.0426	1.4489	0.189	0.560167	UP
THAP12	1	3	PRKRIR	-3.8365	1.9107	-0.3219	-0.3219	-0.749233	DOWN
THAP2	1	3	DKFZP564I0422	0.0426	-0.2176	-0.1681	-0.1681	-0.114367	DOWN
THAP4	2	3	THAP4	0.47145	-1.02945	1.46175	0.47145	0.30125	UP
THAP6	1	2	THAP6	1.0144		-1.6897	-0.33765	-0.33765	DOWN
THAP7	1	3	THAP7	0.7398	-0.2009	-0.6897	-0.2009	-0.0502667	DOWN
THAP8	1	3	THAP8	4.8415	-2	0.5059	0.5059	1.1158	UP
THAP9	1	2	THAP9	-5.0589	0		-2.52945	-2.52945	DOWN
THBD	1	3	THBD	-4.6439	3.4581	-2.0589	-2.0589	-1.08157	DOWN
THBS1	1	3	THBS1	-0.415	2.6915	-0.4739	-0.415	0.600867	DOWN
THBS3	2	3	THBS3	0.91765	-1.2176	2.4076	0.91765	0.70255	UP
THBS4	1	3	THBS4	0.8156	2.4222	-1.6897	0.8156	0.516033	UP
THEM4	2	3	CTMP	-0.04585	-0.4739	-1.8365	-0.4739	-0.785417	DOWN
THEM5	1	2	FLJ37964	1.9561	1.3674		1.66175	1.66175	UP
THEMIS	1	3	C6ORF190	3.0444	4.8115	-3.3219	3.0444	1.51133	UP
THEMIS2	3	3	C1ORF38	-3.3219	0.0144	1.4222	0.0144	-0.628433	UP
THG1L	1	2	ICF45		1.9222	1.9598	1.941	1.941	UP
THNSL1	1	3	THNSL1	0.5558	0.9336	0.4957	0.5558	0.6617	UP
THNSL2	2	3	FLJ10916	-0.4739	-1.2274	1.3205	-0.4739	-0.126933	DOWN
THOC1	2	3	THOC1	-0.115	0.88395	-0.4739	-0.115	0.09835	DOWN
THOC2	1	3	THOC2	-0.0439	-1.0589	2.9467	-0.0439	0.614633	DOWN
THOC3	2	3	THOC3	0.6733	-0.56175	1.39895	0.6733	0.5035	UP
THOC5	2	3	C22ORF19	1.856	-1.5995	1.81605	1.81605	0.69085	UP
THOC6	1	3	MGC2655	0.0144	-0.5353	-0.5564	-0.5353	-0.3591	DOWN
THOC7	1	3	NIF3L1BP1	0.4751	1.7398	-0.5146	0.4751	0.566767	UP
THOP1	2	3	THOP1	0.9951	-1.91825	-0.0116	-0.0116	-0.311583	DOWN
THPO	1	2	THPO		-1	0.696	-0.152	-0.152	DOWN
THRA	1	3	THRA	1.2079	-0.4344	-0.0893	-0.0893	0.228067	DOWN
THRAP3	1	3	THRAP3	0	-2.3219	-1.1844	-1.1844	-1.16877	DOWN
THRB	3	3	THRB	-0.1989	-3.0589	1.2869	-0.1989	-0.656967	DOWN
THRSP	1	3	THRSP	0.2388	-1.0589	-1.2176	-1.0589	-0.679233	DOWN
THSD1	2	3	THSD1	0.5709	-0.21215	0.06685	0.06685	0.141867	UP
THSD4	2	3	FLJ13710	2.406	-0.27395	1.774	1.774	1.30202	UP
THSD7A	1	3	KIAA0960	2.2203	1.8992	-1.3585	1.8992	0.920333	UP
THSD7B	1	2	KIAA1679		4.4699	-1.1844	1.64275	1.64275	UP
THTPA	2	3	THTPA	0.8397	-0.72975	-0.06205	-0.06205	0.0159667	DOWN
THUMPD1	1	3	THUMPD1	0.7824	-1.1844	-0.5564	-0.5564	-0.319467	DOWN
THUMPD2	1	3	THUMPD2	-0.6439	0.8797	-0.3219	-0.3219	-0.0287	DOWN
THUMPD3	1	3	THUMPD3	-0.6666	2.4033	0.669	0.669	0.8019	UP
THY1	3	3	THY1	1.8797	0.1763	1.157	1.157	1.071	UP
THYN1	2	3	THY28	0.9745	-0.9823	-0.3341	-0.3341	-0.113967	DOWN
TIA1	1	3	TIA1	0.8875	1.2327	1.1953	1.1953	1.10517	UP
TIAL1	1	3	TIAL1	-0.0589	1.2869	0.5945	0.5945	0.6075	UP
TIAM1	2	3	TIAM1	1.30115	-0.3983	0.4647	0.4647	0.45585	UP
TIAM2	3	3	TIAM2	-1.11385	0.7312	-0.811	-0.811	-0.397883	DOWN
TICRR	1	2	MGC45866	-0.5353		-1.2515	-0.8934	-0.8934	DOWN
TIFA	1	3	T2BP	-0.9159	-0.5353	1.8836	-0.5353	0.144133	DOWN
TIGAR	1	3	C12ORF5	1.9964	0.1763	1.0635	1.0635	1.07873	UP
TIGD1	1	2	TIGD1	-0.9159		-0.3585	-0.6372	-0.6372	DOWN
TIGD2	1	3	TIGD2	1.2141	0.1243	-1.8365	0.1243	-0.166033	UP
TIGD4	1	2	TIGD4		-1.0291	-1.1844	-1.10675	-1.10675	DOWN
TIGD5	1	3	TIGD5	-0.2009	0.4436	-3.8365	-0.2009	-1.19793	DOWN
TIGD6	1	3	TIGD6	1.9146	-1.1844	1.1243	1.1243	0.618167	UP
TIGD7	1	2	TIGD7	-0.9714	0.2869		-0.34225	-0.34225	DOWN
TIGIT	1	3	FLJ39873	3.9754	1.7225	2.0072	2.0072	2.56837	UP
TIMCC	1	3	FLJ14668	-0.0589	0.8797	0.5059	0.5059	0.442233	UP
TIMD4	1	3	TIMD4	-1.1203	-0.9714	1.3103	-0.9714	-0.260467	DOWN
TIMELESS	1	3	TIMELESS	1.6041	-1.6897	0.0841	0.0841	-0.0005	UP
TIMM10	1	3	TIMM10	1.1177	-1.4739	1.3448	1.1177	0.329533	UP
TIMM13	1	2	TIMM13	1.4542	-1.1203		0.16695	0.16695	UP
TIMM17A	1	3	TIMM17A	-1.0589	1.7049	0.2016	0.2016	0.282533	UP
TIMM17B	2	3	TIMM17B	0.92555	-0.52405	-1.4477	-0.52405	-0.348733	DOWN
TIMM21	1	3	HSPC154	0.4436	3.5838	-0.6439	0.4436	1.12783	UP
TIMM22	2	3	TIMM22	0.47185	1.40845	0.44045	0.47185	0.773583	UP
TIMM23	1	3	TIMM23	-0.5353	0.433	0.0144	0.0144	-0.0293	UP
TIMM44	1	3	TIMM44	1.189	1.585	0.4647	1.189	1.07957	UP
TIMM50	2	3	TIMM50	2.73565	-1.9784	0.1322	0.1322	0.296483	UP
TIMM8A	1	3	TIMM8A	0.9107	0.2388	-0.7612	0.2388	0.129433	UP
TIMM8B	1	3	TIMM8B	-0.074	-2.4739	-0.152	-0.152	-0.899967	DOWN
TIMM9	1	3	TIMM9	0.7655	-1.5995	0.848	0.7655	0.00466667	UP
TIMMDC1	2	3	C3ORF1	0.8381	-0.92735	1.3419	0.8381	0.41755	UP
TIMP1	1	3	TIMP1	-0.3771	0.5361	-0.9159	-0.3771	-0.2523	DOWN
TIMP2	1	3	TIMP2	0.7908	0.6508	1.3618	0.7908	0.934467	UP
TIMP3	2	3	TIMP3	-1.0477	1.5065	-0.3734	-0.3734	0.0284667	DOWN
TIMP4	1	3	TIMP4	1.5656	-6.6439	-2.6439	-2.6439	-2.57407	DOWN
TINAG	2	3	TINAG	-2.8365	3.3097	-1.2515	-1.2515	-0.259433	DOWN
TINAGL1	2	3	LCN7	1.5468	-0.24145	0.77635	0.77635	0.6939	UP
TINCR	1	2	PLAC2		0.4005	-1.0291	-0.3143	-0.3143	DOWN
TINF2	1	3	TINF2	-1.6897	3.0339	-1.737	-1.6897	-0.130933	DOWN
TIPARP	1	3	TIPARP	-2.2515	3.0268	-3.3219	-2.2515	-0.848867	DOWN
TIPE1	1	3	MGC17791	3.9579	0.4436	-0.2176	0.4436	1.39463	UP
TIPE2	1	2	FLJ23467	-0.5778	-0.2515		-0.41465	-0.41465	DOWN
TIPIN	1	3	FLJ20516	1.0566	1.1827	1.2016	1.1827	1.14697	UP
TIPRL	1	3	MGC3794	0.546	0.4114	-1.1844	0.4114	-0.0756667	UP
TIRAP	1	3	TIRAP	0.3334	-3.1844	-2.3219	-2.3219	-1.7243	DOWN
TJAP1	1	3	TJP4	-0.7612	0.9635	0.4957	0.4957	0.232667	UP
TJP1	2	3	TJP1	-1.1726	-0.89295	-0.64455	-0.89295	-0.903367	DOWN
TJP2	1	2	TJP2	0.84	2.8679		1.85395	1.85395	UP
TJP3	1	3	TJP3	-4.3219	1.7004	1.7655	1.7004	-0.285333	UP
TK1	1	3	TK1	0.3219	-0.5353	0.5945	0.3219	0.127033	UP
TK2	2	2	TK2	-6.6439	0.8299		-2.907	-2.907	DOWN
TKFC	2	3	DKFZP586B1621	0.76145	-1.39545	-0.0519	-0.0519	-0.228633	DOWN
TKT	1	3	TKT	0.3561	-1.3585	0.111	0.111	-0.297133	UP
TKTL1	1	2	TKTL1	-3.0589		-0.811	-1.93495	-1.93495	DOWN
TKTL2	1	2	DKFZP434L1717		-1.5146	1.0976	-0.2085	-0.2085	DOWN
TLCD3A	2	3	CT120	-0.9914	-0.6189	-1.5741	-0.9914	-1.06147	DOWN
TLCD3B	2	3	DKFZP434I2117	2.7137	-3.7402	-1.076	-1.076	-0.700833	DOWN
TLCD4	1	3	FLJ31842	0.6135	-0.9159	0.5945	0.5945	0.0973667	UP
TLDC2	1	2	C20ORF118	2.4621		0.251	1.35655	1.35655	UP
TLE1	1	3	TLE1	-0.7131	0.3896	1.511	0.3896	0.395833	UP
TLE3	1	3	TLE3	0.1763	-2.6439	-0.2515	-0.2515	-0.906367	DOWN
TLE4	2	3	TLE4	-1.59745	0.27455	-2.52225	-1.59745	-1.28172	DOWN
TLE5	2	3	AES	1.49335	-0.3661	1.0998	1.0998	0.74235	UP
TLE6	2	3	FLJ14009	0.36775	0.9635	0.09935	0.36775	0.476867	UP
TLK1	1	3	TLK1	1.4542	0.3103	1.6826	1.4542	1.14903	UP
TLK2	2	3	TLK2	-0.07685	-0.34295	0.66515	-0.07685	0.0817833	DOWN
TLL1	2	3	TLL1	0.99815	-0.9607	-2.5639	-0.9607	-0.84215	DOWN
TLL2	2	3	TLL2	0.7908	-1.6142	-1.8365	-1.6142	-0.886633	DOWN
TLN1	2	3	TLN1	1.4002	0.21335	1.4957	1.4002	1.03642	UP
TLN2	1	3	TLN2	0.6323	0.5945	0	0.5945	0.408933	UP
TLNRD1	1	3	MESDC1	-0.2688	-1.2863	0.7049	-0.2688	-0.2834	DOWN
TLR10	1	3	TLR10	-0.454	-1.8365	1.2449	-0.454	-0.348533	DOWN
TLR2	2	3	TLR2	1.175	0.2388	-0.4829	0.2388	0.3103	UP
TLR3	2	2	TLR3	-0.5896	-0.63755		-0.613575	-0.613575	DOWN
TLR4	2	3	TLR4	0.0144	-0.454	0.3219	0.0144	-0.0392333	UP
TLR5	1	3	TLR5	-1.1203	0.6229	-2	-1.1203	-0.832467	DOWN
TLR7	2	3	TLR7	-1.13265	-3.0589	1.1414	-1.13265	-1.01672	DOWN
TLX2	2	3	TLX2	-0.83355	-2.69645	-1.00725	-1.00725	-1.51242	DOWN
TLX3	1	3	TLX3	-2.3959	0.6599	-1.737	-1.737	-1.15767	DOWN
TM2D2	2	3	BLP1	0.681	-1.5477	-0.3402	-0.3402	-0.4023	DOWN
TM4SF1	1	3	TM4SF1	-1.4344	-0.6215	-2.3219	-1.4344	-1.45927	DOWN
TM4SF20	1	2	FLJ22800	-4.0589	0.9411		-1.5589	-1.5589	DOWN
TM4SF5	1	2	TM4SF5		-1.1844	-2.5564	-1.8704	-1.8704	DOWN
TM6SF1	2	3	TM6SF1	1.4957	0.5059	-1.8589	0.5059	0.0475667	UP
TM6SF2	1	3	TM6SF2	0.5945	-0.2345	0.2141	0.2141	0.191367	UP
TM7SF2	3	3	TM7SF2	-1.1299	1.9964	-1	-1	-0.0445	DOWN
TM7SF3	1	3	TM7SF3	-1.1844	-0.074	0.0976	-0.074	-0.386933	DOWN
TM9SF1	1	3	TM9SF1	-0.8365	0.903	-1.0291	-0.8365	-0.320867	DOWN
TM9SF2	1	3	TM9SF2	-1.5564	0.263	-0.9159	-0.9159	-0.736433	DOWN
TM9SF3	1	3	SMBP	-1.3219	7.5593	1.3219	1.3219	2.51977	UP
TM9SF4	1	3	TM9SF4	0.7225	-0.3771	-0.5146	-0.3771	-0.0564	DOWN
TMA16	1	3	FLJ11184	-0.737	0.3561	-0.6215	-0.6215	-0.334133	DOWN
TMA7	1	3	HSPC016	0.1243	0.1243	1.8875	0.1243	0.712033	UP
TMBIM1	2	3	PP1201	-0.46675	0.7971	-0.87165	-0.46675	-0.180433	DOWN
TMBIM4	2	3	CGI-119	0.0892	0.60765	-0.3762	0.0892	0.106883	UP
TMBIM6	1	3	TEGT	-0.9434	0.5261	-0.889	-0.889	-0.435433	DOWN
TMC1	2	3	TMC1	-2.93915	-4.3219	1.29655	-2.93915	-1.98817	DOWN
TMC2	1	2	TMC2		1.2327	-0.7612	0.23575	0.23575	UP
TMC4	1	3	TMC4	0.546	1	1.0426	1	0.862867	UP
TMC5	1	2	TMC5	-0.074		-0.3401	-0.20705	-0.20705	DOWN
TMC6	4	3	EVER1	-0.63305	0.1677	-1.45415	-0.63305	-0.639833	DOWN
TMC7	1	3	TMC7	0.0976	2.5705	1.1309	1.1309	1.26633	UP
TMC8	3	3	EVER2|EVIN2	0.4005	0.2068	-2.5564	0.2068	-0.6497	UP
TMCC1	1	2	KIAA0779	3.0755		-5.0589	-0.9917	-0.9917	DOWN
