expression_rank,gene,median_log2tpm1,mean_log2tpm1,pct_log2tpm1_gt1,expression_percentile
961,CD7,1.9867385764139016,2.148864909643349,82.97029702970296,64.25912137006702
962,SEMA6C,1.982838462383332,1.9834700260743383,96.83168316831683,64.22189128816083
963,MICB,1.9824004081685176,2.007119017877772,92.27722772277228,64.18466120625466
964,CNTNAP1,1.982363897646027,1.993194059028517,91.0891089108911,64.14743112434847
965,GPM6B,1.9738683847602252,2.0357377049793772,94.65346534653465,64.1102010424423
966,SIGLEC15,1.966319713691784,2.026328041182406,71.28712871287128,64.07297096053611
967,CLEC1A,1.96254902292306,1.9792368328470464,96.03960396039604,64.03574087862994
968,ABCA8,1.959065324820444,2.0683517146268615,81.1881188118812,63.99851079672375
969,TNFRSF19,1.9483018123506357,2.0758674082703,90.0990099009901,63.96128071481757
970,SLCO4C1,1.945008328415423,2.1125773780418338,75.64356435643565,63.9240506329114
971,GJC2,1.9341390303539716,2.1460265990273357,86.73267326732673,63.88682055100521
972,CLEC5A,1.9303210245063167,1.8667101379153908,82.77227722772277,63.84959046909904
973,PCDHB14,1.9296773952112836,1.9593225597582025,89.70297029702971,63.81236038719285
974,PTPRD,1.9191875091355868,1.9648713403802849,70.0990099009901,63.77513030528667
975,LINGO1,1.9190349196919487,2.0434664321809786,95.04950495049505,63.737900223380485
976,HCAR1,1.9146410570098265,2.108825452676215,83.96039603960396,63.70067014147431
977,C19orf18,1.913913824633165,1.9560128734401776,96.63366336633663,63.66344005956813
978,SLC46A1,1.9049657186840263,1.9180380340970018,98.21782178217822,63.62620997766195
979,ZP3,1.8858866867281996,1.891071662219386,88.51485148514851,63.58897989575577
980,CD300LF,1.8844807033610464,1.914965635856468,82.17821782178217,63.55174981384959
981,GAS1,1.882095210292319,2.1052842738946134,87.72277227722772,63.51451973194341
982,ABCC4,1.8772730889255824,2.016575385113109,90.0990099009901,63.47728965003723
983,ABCB1,1.874128076963685,1.9199440578587401,89.3069306930693,63.440059568131055
984,SCNN1D,1.8731438530502147,1.9018630255509448,89.50495049504951,63.40282948622487
985,RAET1G,1.871883065868124,1.9317719052484792,87.52475247524752,63.365599404318694
986,FAM171B,1.8488382332990183,2.0660060400719944,89.9009900990099,63.328369322412506
987,APLP1,1.846673829597841,2.0274878191139365,93.26732673267327,63.29113924050633
988,CD1C,1.8421743175943897,1.9715136611753215,69.3069306930693,63.25390915860014
989,CD1D,1.83774145224934,1.8769225515405115,94.85148514851485,63.21667907669397
990,SLC16A6,1.834670769624067,1.921229060323326,90.4950495049505,63.17944899478779
991,FNDC5,1.8317151315178253,2.003496970557168,87.72277227722772,63.14221891288161
992,LYPD3,1.8268026842858267,1.8618152646600516,87.12871287128714,63.10498883097543
993,EDA,1.8259484047458947,1.8979953581674542,74.05940594059406,63.06775874906925
994,NTM,1.825907712147393,2.0542624954281705,77.02970297029704,63.03052866716307
995,CD79A,1.8219550647013532,2.7712519914256752,66.73267326732673,62.99329858525689
996,ASGR1,1.8162720167936568,1.983874338766962,95.84158415841584,62.956068503350714
997,TRABD2A,1.807478576333144,1.7979428255894372,81.38613861386138,62.91883842144452
998,SIGLEC1,1.805457561465036,1.8790031684763282,87.32673267326733,62.88160833953835
999,SLC37A2,1.803268373809492,1.8332373466191116,86.33663366336634,62.84437825763216
1000,PCDHGA10,1.798548267582626,1.8253387136086296,73.46534653465346,62.80714817572599
1001,EPHB1,1.7925222241405183,1.947909069698409,84.15841584158416,62.7699180938198
1002,KCNJ12,1.7800580778983746,1.8481774048600117,84.55445544554455,62.73268801191363
1003,CDH13,1.7728146874991937,1.825431723018359,83.36633663366337,62.69545793000745
1004,BST1,1.7698986569840185,1.7906330792921608,94.25742574257426,62.65822784810127
1005,SLC26A1,1.7658317412406188,1.7461923617001918,90.89108910891089,62.62099776619509
1006,CD5,1.7595819732335547,1.9117258019332068,76.23762376237624,62.5837676842889
1007,SLC29A4,1.7572366471499443,2.092663219007946,86.73267326732673,62.54653760238272
1008,PDCD1LG2,1.7563401522518527,1.8120236917809232,78.41584158415841,62.50930752047654
1009,SLC1A3,1.7559557695509598,1.86289202332287,79.8019801980198,62.47207743857037
1010,SLC13A3,1.75458824549026,1.749016605709285,81.98019801980197,62.43484735666418
1011,ADRA2A,1.75407508958804,1.9089487985100653,74.65346534653466,62.39761727475801
1012,ITGAL,1.753946772087765,1.9537168132540255,83.76237623762376,62.36038719285182
1013,SLC11A1,1.7465707514124469,1.8492026023619836,92.87128712871288,62.32315711094565
1014,TFPI,1.7428685510244426,1.7911816516050998,91.88118811881189,62.285927029039456
1015,TMEM217,1.7256539160709032,1.7882700965430338,91.48514851485149,62.24869694713328
1016,MPZ,1.7217663663386154,1.703936646573181,91.2871287128713,62.2114668652271
1017,SLC2A6,1.720059526763996,1.8149966534696662,94.65346534653465,62.17423678332092
1018,ELFN1,1.7042079949543107,1.720467638370066,87.52475247524752,62.13700670141474
1019,NETO2,1.7016821202952832,1.841701279636865,89.10891089108911,62.09977661950856
1020,ADAM19,1.6958602240509697,1.8595246761677093,84.75247524752476,62.06254653760238
1021,KLRB1,1.6940778535726786,1.8335906449836346,79.60396039603961,62.0253164556962
1022,SLAMF7,1.6901488701274627,2.112258132594429,71.88118811881188,61.98808637379003
1023,CD79B,1.6888517438658803,1.9517298118827064,89.10891089108911,61.95085629188384
1024,LDLRAD4,1.6870606883398924,1.73719809155903,85.94059405940594,61.913626209977664
1025,GJB6,1.68567108931784,1.8403275145555684,71.48514851485149,61.87639612807148
1026,CCR2,1.6809094187125482,1.7406373727745201,76.43564356435644,61.8391660461653
1027,GPR68,1.6802343262632584,1.7964304542436516,77.22772277227723,61.801935964259116
1028,CD84,1.6755449770835986,1.7654157825370616,76.03960396039604,61.76470588235294
1029,GPR173,1.6730588571492446,1.6974513298575817,76.23762376237624,61.72747580044676
1030,EVI2A,1.671927384814737,1.7763324212157718,81.58415841584159,61.69024571854058
1031,ADORA3,1.6708403358815618,1.7504460558387867,80.19801980198021,61.6530156366344
1032,CCRL2,1.6614303841791582,1.6792729668847322,91.88118811881189,61.61578555472822
1033,CCR7,1.6606092195119089,1.9129438886060375,79.00990099009901,61.57855547282204
1034,SLC24A3,1.6584628611741092,1.8764831063521747,75.44554455445545,61.54132539091586
1035,ITGA10,1.6566336545883844,1.6720314666450644,81.98019801980197,61.504095309009685
1036,ABCB9,1.6531058890315928,1.6183664794978303,92.87128712871288,61.4668652271035
1037,PTGIR,1.6512239429898776,1.6534572547351267,85.14851485148515,61.429635145197324
1038,PCDHGA2,1.650442903348646,1.7459247301056446,77.62376237623762,61.392405063291136
1039,LYVE1,1.6443177783375773,1.8113411237627604,78.61386138613862,61.35517498138496
1040,AVPR1A,1.6431635299034266,1.8695718551343417,72.07920792079207,61.317944899478775
1041,GPR3,1.6425629555626031,1.7485659941284688,85.54455445544555,61.2807148175726
1042,LILRB2,1.6423318988442106,1.7400827608082772,83.36633663366337,61.24348473566642
1043,CACNG4,1.6391858480583106,1.8070766187610505,60.198019801980195,61.20625465376024
1044,PCDHB15,1.631337144127481,1.8121035802253953,78.61386138613862,61.16902457185406
1045,CDH16,1.6307316253515316,2.398823879114834,64.55445544554456,61.13179448994788
1046,CEACAM19,1.6303588720527131,1.6967580803096618,84.35643564356435,61.0945644080417
1047,PCDHGB6,1.6252237237855909,1.633706258648798,77.82178217821783,61.05733432613552
1048,PI16,1.6228835094116776,2.1126394767077694,65.54455445544555,61.020104244229344
1049,RNF43,1.622508722582906,1.6126802886517468,87.92079207920793,60.98287416232316
1050,LILRB3,1.6177686458043978,1.6539865725834242,79.20792079207921,60.94564408041698
1051,SLC22A4,1.616028276960806,1.6411819360458992,87.12871287128714,60.90841399851079
1052,SLC19A1,1.614709844115208,1.7692666075090575,89.10891089108911,60.87118391660462
1053,VSIG10L,1.6141444324194554,1.6347866547688585,88.91089108910892,60.83395383469843
1054,SLC2A9,1.6106528218380662,1.628676996284539,89.10891089108911,60.79672375279226
1055,SLITRK4,1.6098495000343356,1.6184912331369212,77.82178217821783,60.75949367088608
1056,TMEM154,1.6071053837584943,1.6372815080648098,80.5940594059406,60.7222635889799
1057,MC1R,1.6035017263563798,1.624101548903469,84.15841584158416,60.68503350707372
1058,RNF150,1.6031218698399965,1.8004464493453594,76.03960396039604,60.64780342516754
1059,GPR83,1.5997462533482265,1.777885735043348,72.07920792079207,60.61057334326135
1060,SIT1,1.5939273881804803,1.7905985791545171,71.88118811881188,60.57334326135517
1061,CDH22,1.5858278581644094,1.6380891114407214,67.12871287128714,60.536113179449
1062,CSF3R,1.5841928581097375,1.617676283922648,87.32673267326733,60.49888309754281
1063,NAALADL1,1.5824596595607618,1.6138800519809517,83.96039603960396,60.46165301563664
1064,SLC22A15,1.5808208357104128,1.581126320961278,87.52475247524752,60.42442293373045
1065,RELT,1.5762802576213557,1.601426232762708,87.72277227722772,60.38719285182428
1066,CD1E,1.5727441792320058,1.8045594150682516,64.75247524752476,60.349962769918086
1067,SLC2A4,1.5721135564842317,1.679409473799015,69.5049504950495,60.31273268801192
1068,SLC7A6,1.5646220524369807,1.6516441763347407,89.50495049504951,60.27550260610573
1069,OPN3,1.560763858562241,1.5137426999552008,81.78217821782178,60.23827252419955
1070,BEST4,1.5562577288163155,1.5351182109802006,78.61386138613862,60.20104244229337
1071,IGSF9B,1.5525246286738006,1.7011320995014252,83.16831683168317,60.16381236038719
1072,ADRB2,1.5511468373366095,1.6482599130299327,79.20792079207921,60.12658227848101
1073,SLC22A23,1.543941243677915,1.6591647800219154,85.94059405940594,60.08935219657483
1074,PCDHB13,1.53953107147415,1.6085086676644338,75.44554455445545,60.05212211466866
1075,SIGLEC9,1.538985056726289,1.527834018038742,74.65346534653466,60.01489203276247
1076,FOLH1,1.5320176657058937,1.6164689576558104,78.61386138613862,59.9776619508563
1077,TRPV4,1.5296710483477831,1.5915832338227163,83.36633663366337,59.94043186895011
1078,TSPAN2,1.5286713289252771,1.6206982512885284,80.3960396039604,59.90320178704393
1079,BAMBI,1.527971112909713,1.6737693842872128,77.22772277227723,59.865971705137746
1080,CD6,1.5173764893418724,1.7315006523238619,76.83168316831683,59.82874162323157
1081,KLRF1,1.5147534984397537,1.5782322320778768,60.99009900990099,59.79151154132539
1082,CXCR6,1.5086821794705447,1.7085950755564152,73.26732673267327,59.75428145941921
1083,TAS2R14,1.5064496118741937,1.5068792264307116,85.34653465346534,59.71705137751303
1084,LYPD5,1.506195692264814,1.489602224422201,82.57425742574257,59.67982129560685
1085,P2RY14,1.5057385243167596,1.5681722735287953,77.62376237623762,59.64259121370067
1086,PCDHGA12,1.5032469541493738,1.5770238860361683,69.10891089108911,59.60536113179449
1087,PIEZO2,1.4972291287876058,1.5731022067413785,76.83168316831683,59.568131049888315
1088,ITGA4,1.4924172400758575,1.6232881819813438,77.82178217821783,59.53090096798213
1089,PCDHB11,1.4897484331203352,1.6744909290874468,65.94059405940594,59.493670886075954
1090,PDCD1,1.4882064880796595,1.7924636994358933,71.08910891089108,59.456440804169766
1091,GRIN2C,1.484808396765306,2.1036599723286615,62.57425742574257,59.41921072226359
1092,PCDHGA7,1.484550639168564,1.6142697294263375,67.72277227722773,59.3819806403574
1093,ANO5,1.4824352879920348,1.5774824036282076,75.44554455445545,59.34475055845123
1094,PMEL,1.4815056165770553,1.542085898257931,93.66336633663367,59.30752047654505
1095,TLR1,1.4793857926367413,1.5145973847388159,77.42574257425743,59.27029039463887
1096,ABCC9,1.474513919425175,1.5418233009987272,75.64356435643565,59.23306031273269
1097,EFNB3,1.4715516656393377,1.5972889509506025,75.44554455445545,59.19583023082651
1098,THSD7A,1.4669663842730791,1.5787196431119859,78.21782178217822,59.15860014892033
1099,LILRB1,1.45817198959259,1.609504385493479,81.58415841584159,59.12137006701415
1100,GPC6,1.457068911282177,1.7240805514209898,63.76237623762376,59.084139985107974
1101,CATSPERG,1.453701937408949,1.4568459032381667,86.33663366336634,59.04690990320178
1102,AVPR2,1.4374408243635428,1.533459176556365,73.46534653465346,59.00967982129561
1103,OXER1,1.43616183931445,1.5406835877274703,79.8019801980198,58.97244973938942
1104,LINGO4,1.4356285940520903,1.5286141900160681,73.66336633663366,58.93521965748325
1105,LAG3,1.4322646090508278,1.667059889258964,67.32673267326733,58.89798957557706
1106,SLC44A4,1.4317833988038755,1.749626299153278,69.7029702970297,58.86075949367089
1107,CD48,1.43007112795128,1.6064720149089151,71.08910891089108,58.82352941176471
1108,FCGR2B,1.4264257907420277,1.4655618047458498,68.9108910891089,58.78629932985853
1109,GNRHR2,1.4253518774567022,1.4071018508519455,87.72277227722772,58.74906924795235
1110,TMEM255A,1.423524388244335,1.5763564600854882,68.9108910891089,58.71183916604616
1111,TRGC2,1.412944073368718,1.634272111829027,65.94059405940594,58.67460908413998
1112,SHISA6,1.402885862155716,1.7948365242292283,58.21782178217821,58.6373790022338
1113,RHBDL2,1.4026676109483274,1.4336692244961122,85.94059405940594,58.600148920327634
1114,DPEP2,1.3914927899807217,1.431247992518814,77.42574257425743,58.56291883842144
1115,TAS1R3,1.3836628251943026,1.522871764625094,71.88118811881188,58.52568875651527
1116,SLC51A,1.3821692087682491,1.3874397901244802,83.96039603960396,58.48845867460908
1117,BTN2A3P,1.379066399280904,1.3877358573154164,80.79207920792079,58.45122859270291
1118,GJB5,1.372394965238024,1.4543544343723411,65.74257425742574,58.413998510796716
1119,FCGR1A,1.3714473456419074,1.4501705392317308,68.11881188118812,58.37676842889054
1120,ULBP1,1.3691593460645313,1.6268916224536867,60.79207920792079,58.33953834698436
1121,ADCY7,1.3671473746579443,1.4530484249056426,63.16831683168317,58.30230826507818
1122,CA14,1.3657485196208876,1.4470667095553793,79.00990099009901,58.265078183172
1123,SLAMF6,1.356876242847242,1.7263335355835687,64.95049504950495,58.22784810126582
1124,PCDHAC2,1.3524760590503289,1.4039486429215609,63.366336633663366,58.19061801935964
1125,SIGLEC10,1.3487423155852882,1.5033742023641454,69.9009900990099,58.15338793745346
1126,ROR1,1.3454531509384264,1.395961514538694,61.78217821782178,58.11615785554729
1127,ROBO3,1.3453963753912677,1.4432507102659617,69.10891089108911,58.0789277736411
1128,NRG1,1.33771109212829,1.4272647719069678,64.15841584158416,58.041697691734925
1129,LRRC4,1.3310745802572634,1.4288001713101703,70.89108910891089,58.00446760982874
1130,SLC14A1,1.328893895213839,1.5117206321874124,63.960396039603964,57.96723752792256
1131,CLMP,1.3284343833125496,1.5076506434796422,62.37623762376238,57.930007446016376
1132,GDPD5,1.3280321903038623,1.3802568621530513,80.0,57.8927773641102
1133,PIGR,1.320657964311925,1.462450176735802,61.386138613861384,57.85554728220402
1134,P2RY12,1.3167829367165864,1.3455770011127408,67.32673267326733,57.81831720029784
1135,KCNMB1,1.3142324687053546,1.3762307599066452,73.86138613861387,57.78108711839166
1136,GABRB3,1.3131877944809325,1.5580206294430103,61.386138613861384,57.74385703648548
1137,SLC22A3,1.313013608541585,1.4843789515485901,63.56435643564357,57.7066269545793
1138,PKHD1L1,1.312084261514754,2.0213758889924263,55.64356435643565,57.66939687267312
1139,PDGFRA,1.3113868581620387,1.4796156371194462,62.772277227722775,57.632166790766945
1140,SEMA5B,1.3098164669043988,1.4176450666078884,68.11881188118812,57.59493670886076
1141,SLC10A5,1.3095254660278273,1.306864419022048,75.44554455445545,57.557706626954584
1142,C5AR2,1.3057371035117435,1.3671187173527142,70.89108910891089,57.520476545048396
1143,PCDHB4,1.3056203806119313,1.35142904936751,67.92079207920793,57.48324646314222
1144,CLDN11,1.3024652873324054,1.392417472033522,68.71287128712872,57.446016381236035
1145,CRLF2,1.3000651367787606,1.5235584495747407,57.62376237623762,57.40878629932986
1146,OR2A7,1.2993032789147452,1.3273243551674658,68.51485148514853,57.37155621742368
1147,CYSLTR1,1.29484127140614,1.353279410754621,72.67326732673267,57.3343261355175
1148,IL2RA,1.292781749227846,1.3836979462373649,62.57425742574257,57.29709605361132
1149,ITGA11,1.2862897581340969,1.5218349898757673,65.74257425742574,57.25986597170514
1150,ANO7,1.2855205889838186,1.3067312713924542,79.00990099009901,57.22263588979896
1151,TNFSF4,1.2845141332442451,1.4823660851513345,67.52475247524752,57.18540580789278
1152,CEACAM1,1.2813718451477816,1.4050610487948578,60.0,57.148175725986604
1153,RPRM,1.2636954895740808,1.3891420101116876,62.97029702970297,57.11094564408042
1154,VN1R1,1.2564068537942454,1.2850604501059588,71.88118811881188,57.07371556217424
1155,DISP2,1.252294541201837,1.3214608185225876,67.12871287128714,57.03648548026805
1156,FAP,1.2509009548210148,1.4942614869141362,58.21782178217821,56.99925539836188
1157,PCDHGA6,1.247380704341927,1.3473146942126761,64.55445544554456,56.96202531645569
1158,PCDHA10,1.247016049767345,1.295019193151337,59.20792079207921,56.92479523454952
1159,LRRC37A2,1.243120655145893,1.276732593238239,68.11881188118812,56.88756515264334
