cohort,kind,gene,signature,n,adjustment,rho_crude,p_crude,rho_adj,p_adj,holds_after_purity,opposite_after_purity,verdict
GSE190265,atlas,KRT18,HEV_stroma,26,epithelial_score,-0.2704273504273504,0.1814993956536471,-0.1278236964181614,0.5425879408965675,False,False,UNDERPOWERED
GSE190265,atlas,KRT18,IFNg_Ayers,26,epithelial_score,0.3046153846153845,0.1302613566032752,-0.0735886408708754,0.7266536308321486,False,False,UNDERPOWERED
GSE190265,atlas,KRT18,Myeloid,26,epithelial_score,-0.0126495726495726,0.9510960223522144,-0.2904668528191405,0.1589641109049807,False,False,UNDERPOWERED
GSE190265,atlas,KRT18,Plasma_cell,26,epithelial_score,0.2629059829059829,0.1944245048626223,-0.1785949066927878,0.3930188780986585,False,False,UNDERPOWERED
GSE190265,atlas,KRT18,TLS_12chemokine,26,epithelial_score,0.2629059829059829,0.1944245048626223,-0.0205150070879072,0.9224615508805872,False,False,UNDERPOWERED
GSE190265,atlas,KRT18,TLS_Cabrita,26,epithelial_score,0.1323076923076923,0.5193795608620917,0.0001607255537853,0.9993916272364178,False,False,UNDERPOWERED
GSE190265,atlas,KRT18,TLS_imprint,26,epithelial_score,0.0222222222222222,0.9141926183026544,0.1695943170174152,0.4176789070642183,False,False,UNDERPOWERED
GSE190265,atlas,KRT18,T_cell_CD8,26,epithelial_score,0.2895726495726495,0.1513232792007838,-0.0111901113833387,0.9576621333474667,False,False,UNDERPOWERED
GSE190265,atlas,KRT18,Tfh,26,epithelial_score,-0.0194871794871794,0.924722078059223,-0.0838334476372309,0.6903279585007284,False,False,UNDERPOWERED
GSE190265,atlas,KRT19,B_cell,26,epithelial_score,0.1357264957264957,0.5085449744543751,0.1431825641137064,0.4947382984933632,False,False,UNDERPOWERED
GSE190265,atlas,KRT19,Epithelial,26,epithelial_score,0.3490598290598291,0.080501930591764,0.0838278867660229,0.6903475049626586,False,False,UNDERPOWERED
GSE190265,atlas,KRT19,GC_reaction,26,epithelial_score,0.3278632478632478,0.1020238137809502,0.3994739064964266,0.0478880545249499,False,False,UNDERPOWERED
GSE190265,atlas,KRT19,HEV_stroma,26,epithelial_score,-0.2827350427350427,0.1616584127225839,-0.218595269052403,0.2938177544420231,False,False,UNDERPOWERED
GSE190265,atlas,KRT19,IFNg_Ayers,26,epithelial_score,0.1664957264957264,0.416270126068813,0.0417486639338298,0.842933634547921,False,False,UNDERPOWERED
GSE190265,atlas,KRT19,Myeloid,26,epithelial_score,-0.2957264957264957,0.1424322134911953,-0.3660650496214375,0.071911663543397,False,False,UNDERPOWERED
GSE190265,atlas,KRT19,Plasma_cell,26,epithelial_score,0.2895726495726495,0.1513232792007838,0.1828614835876334,0.3816234594115976,False,False,UNDERPOWERED
GSE190265,atlas,KRT19,TLS_12chemokine,26,epithelial_score,0.1897435897435897,0.3532023557623774,0.0941924784996242,0.654262270520254,False,False,UNDERPOWERED
GSE190265,atlas,KRT19,TLS_Cabrita,26,epithelial_score,0.148034188034188,0.4704808027398693,0.1042216591345087,0.6200473075154009,False,False,UNDERPOWERED
GSE190265,atlas,KRT19,TLS_imprint,26,epithelial_score,-0.1364102564102564,0.5063914522157806,-0.1240021050316738,0.5548186044180088,False,False,UNDERPOWERED
GSE190265,atlas,KRT19,T_cell_CD8,26,epithelial_score,0.2615384615384615,0.1968407049758306,0.1661517840114204,0.4273306502706511,False,False,UNDERPOWERED
GSE190265,atlas,KRT19,Tfh,26,epithelial_score,0.0646153846153846,0.7538256182599908,0.0617054170320724,0.7695138638976647,False,False,UNDERPOWERED
GSE190265,atlas,KRT8,B_cell,26,epithelial_score,-0.0564102564102564,0.7843086478542026,-0.1207941372423477,0.5651814502863536,False,False,UNDERPOWERED
GSE190265,atlas,KRT8,Epithelial,26,epithelial_score,0.8666666666666666,1.037872721648654e-08,-0.0341475660819189,0.8712715743733948,False,False,UNDERPOWERED
GSE190265,atlas,KRT8,GC_reaction,26,epithelial_score,-0.1056410256410256,0.6075215129314935,0.0050650150485922,0.9808298011890532,False,False,UNDERPOWERED
GSE190265,atlas,KRT8,HEV_stroma,26,epithelial_score,-0.1993162393162393,0.3289776750226713,0.0185437063691703,0.929893397762226,False,False,UNDERPOWERED
GSE190265,atlas,KRT8,IFNg_Ayers,26,epithelial_score,0.401025641025641,0.042316231737863,0.1680035626002264,0.4221238838208616,False,False,UNDERPOWERED
GSE190265,atlas,KRT8,Myeloid,26,epithelial_score,0.2834188034188034,0.1606030417191305,0.3494243485676929,0.0868737873344966,False,False,UNDERPOWERED
GSE190265,atlas,KRT8,Plasma_cell,26,epithelial_score,0.3025641025641025,0.1330005165775775,-0.0472975503422438,0.8223637928081794,False,False,UNDERPOWERED
GSE190265,atlas,KRT8,TLS_12chemokine,26,epithelial_score,0.3128205128205127,0.1197136999705167,0.1064097418015285,0.6126803735254769,False,False,UNDERPOWERED
GSE190265,atlas,KRT8,TLS_Cabrita,26,epithelial_score,0.0776068376068376,0.7063028899263865,-0.1015253449918996,0.6291744892293529,False,False,UNDERPOWERED
GSE190265,atlas,KRT8,TLS_imprint,26,epithelial_score,0.1172649572649572,0.5683363226143228,0.3371888147297179,0.0992889939905549,False,False,UNDERPOWERED
GSE190265,atlas,KRT8,T_cell_CD8,26,epithelial_score,0.3723076923076923,0.0610662234527916,0.1870514523243929,0.370619043218552,False,False,UNDERPOWERED
GSE190265,atlas,KRT8,Tfh,26,epithelial_score,0.0502564102564102,0.8073786434470329,0.0668965421942445,0.7507014907288232,False,False,UNDERPOWERED
GSE190265,atlas,MET,B_cell,26,epithelial_score,0.0523076923076923,0.7996701960899609,0.052255543458648,0.804079873891785,False,False,UNDERPOWERED
GSE190265,atlas,MET,Epithelial,26,epithelial_score,0.1562393162393162,0.4459494061597683,0.1577246475455377,0.451461445294849,False,False,UNDERPOWERED
GSE190265,atlas,MET,GC_reaction,26,epithelial_score,0.2977777777777777,0.1395536917922925,0.3237496706075591,0.1143967610337626,False,False,UNDERPOWERED
GSE190265,atlas,MET,HEV_stroma,26,epithelial_score,0.1678632478632478,0.4123972237618621,0.2142480825305692,0.3037613069068439,False,False,UNDERPOWERED
GSE190265,atlas,MET,IFNg_Ayers,26,epithelial_score,0.3586324786324786,0.0719985689765283,0.3277426414893428,0.1097422988773418,False,False,UNDERPOWERED
GSE190265,atlas,MET,Myeloid,26,epithelial_score,0.3435897435897436,0.0856919741807913,0.3303875223024204,0.1067370902627672,False,False,UNDERPOWERED
GSE190265,atlas,MET,Plasma_cell,26,epithelial_score,0.1193162393162393,0.561540706293204,0.0664121717678199,0.7524511669026712,False,False,UNDERPOWERED
GSE190265,atlas,MET,TLS_12chemokine,26,epithelial_score,0.282051282051282,0.1627186736134215,0.2493869963485407,0.2292837914101373,False,False,UNDERPOWERED
GSE190265,atlas,MET,TLS_Cabrita,26,epithelial_score,0.1452991452991452,0.4788099469582665,0.1251637886319054,0.5510874727689243,False,False,UNDERPOWERED
GSE190265,atlas,MET,TLS_imprint,26,epithelial_score,0.1104273504273504,0.5912498002534309,0.1212552903276099,0.5636864393467304,False,False,UNDERPOWERED
GSE190265,atlas,MET,T_cell_CD8,26,epithelial_score,0.3155555555555555,0.1163409870742488,0.2832749358419274,0.1700132282172286,False,False,UNDERPOWERED
GSE190265,atlas,MET,Tfh,26,epithelial_score,0.2752136752136752,0.1735921016801482,0.275605350547187,0.1823760299902228,False,False,UNDERPOWERED
GSE190265,atlas,MUC1,B_cell,26,epithelial_score,-0.0044444444444444,0.9828086843170192,-0.0101706692463437,0.9615162677448276,False,False,UNDERPOWERED
GSE190265,atlas,MUC1,Epithelial,26,epithelial_score,0.6793162393162392,0.0001355055856123,-0.0399115786079893,0.8497665254674756,False,False,UNDERPOWERED
GSE190265,atlas,MUC1,GC_reaction,26,epithelial_score,-0.1336752136752136,0.5150323884925212,-0.067168230188384,0.7497206035172085,False,False,UNDERPOWERED
GSE190265,atlas,MUC1,HEV_stroma,26,epithelial_score,-0.0577777777777777,0.7792052599569442,0.1480908647576593,0.479904571611928,False,False,UNDERPOWERED
GSE190265,atlas,MUC1,IFNg_Ayers,26,epithelial_score,0.418119658119658,0.0335344251756241,0.2419496638164967,0.2439270262712172,False,False,UNDERPOWERED
GSE190265,atlas,MUC1,Myeloid,26,epithelial_score,0.4988034188034188,0.0094909172475708,0.5662891877026655,0.0031674928917619,False,False,UNDERPOWERED
GSE190265,atlas,MUC1,Plasma_cell,26,epithelial_score,0.2533333333333333,0.2117699674909993,-0.0014325074226431,0.9945777612922558,False,False,UNDERPOWERED
GSE190265,atlas,MUC1,TLS_12chemokine,26,epithelial_score,0.2287179487179487,0.2610732522310026,0.0331421166890169,0.8750323712329078,False,False,UNDERPOWERED
GSE190265,atlas,MUC1,TLS_Cabrita,26,epithelial_score,-0.0188034188034188,0.9273564412292928,-0.1638125956884483,0.4339574953219519,False,False,UNDERPOWERED
GSE190265,atlas,MUC1,TLS_imprint,26,epithelial_score,-0.1705982905982905,0.4047117087826131,-0.178659718459727,0.3928443502663927,False,False,UNDERPOWERED
GSE190265,atlas,MUC1,T_cell_CD8,26,epithelial_score,0.2013675213675213,0.3239211682079742,-0.030803183146256,0.8837910131828779,False,False,UNDERPOWERED
GSE190265,atlas,MUC1,Tfh,26,epithelial_score,0.1179487179487179,0.5660670320654287,0.1427148164199774,0.4961637381133781,False,False,UNDERPOWERED
GSE190265,atlas,NECTIN4,B_cell,26,epithelial_score,0.2116239316239316,0.2993548919542405,0.2149734631089992,0.3020877807739511,False,False,UNDERPOWERED
GSE190265,atlas,NECTIN4,Epithelial,26,epithelial_score,0.1972649572649572,0.3340817678598714,-0.030656222452711,0.8843417928000714,False,False,UNDERPOWERED
GSE190265,atlas,NECTIN4,GC_reaction,26,epithelial_score,0.3347008547008547,0.0946600224186945,0.3694062542527129,0.0691608784764757,False,False,UNDERPOWERED
GSE190265,atlas,NECTIN4,HEV_stroma,26,epithelial_score,-0.4099145299145299,0.0375472074964572,-0.3809352483404017,0.0602844308529995,False,False,UNDERPOWERED
GSE190265,atlas,NECTIN4,IFNg_Ayers,26,epithelial_score,0.1569230769230769,0.4439364209267146,0.091627811217448,0.6631252318282299,False,False,UNDERPOWERED
GSE190265,atlas,NECTIN4,Myeloid,26,epithelial_score,-0.0564102564102564,0.7843086478542026,-0.0838854841940331,0.6901450593475755,False,False,UNDERPOWERED
GSE190265,atlas,NECTIN4,Plasma_cell,26,epithelial_score,0.0434188034188034,0.8331963550117072,-0.0334730442737027,0.8737942703058484,False,False,UNDERPOWERED
GSE190265,atlas,NECTIN4,TLS_12chemokine,26,epithelial_score,0.15008547008547,0.4642834547396419,0.0967467366638353,0.6454802526898329,False,False,UNDERPOWERED
GSE190265,atlas,NECTIN4,TLS_Cabrita,26,epithelial_score,0.1562393162393162,0.4459494061597683,0.1311528540016159,0.532036591026257,False,False,UNDERPOWERED
GSE190265,atlas,NECTIN4,TLS_imprint,26,epithelial_score,-0.2656410256410256,0.1896533822969843,-0.259645957290337,0.2100615885364358,False,False,UNDERPOWERED
GSE190265,atlas,NECTIN4,T_cell_CD8,26,epithelial_score,0.0912820512820512,0.6574145699161672,0.0287273013146144,0.8915757510595755,False,False,UNDERPOWERED
GSE190265,atlas,NECTIN4,Tfh,26,epithelial_score,0.1439316239316239,0.4830025903562449,0.1429224897395843,0.4955306110128768,False,False,UNDERPOWERED
GSE190265,atlas,TACSTD2,B_cell,26,epithelial_score,0.3319658119658119,0.0975561286144143,0.3398060106514161,0.0965284748161463,False,False,UNDERPOWERED
GSE190265,atlas,TACSTD2,Epithelial,26,epithelial_score,0.2266666666666666,0.2654912702249571,0.007777136041408,0.9705684837958936,False,False,UNDERPOWERED
GSE190265,atlas,TACSTD2,GC_reaction,26,epithelial_score,0.4762393162393162,0.013915370402427,0.522087515721342,0.0074278153830355,False,False,UNDERPOWERED
GSE190265,atlas,TACSTD2,HEV_stroma,26,epithelial_score,-0.0659829059829059,0.7487785064324752,-0.0121695851455081,0.9539599733036196,False,False,UNDERPOWERED
GSE190265,atlas,TACSTD2,IFNg_Ayers,26,epithelial_score,0.2464957264957264,0.2247817134193921,0.1792116886154457,0.3913597588499939,False,False,UNDERPOWERED
GSE190265,atlas,TACSTD2,Myeloid,26,epithelial_score,-0.1788034188034188,0.3821421171834338,-0.2150142950992911,0.3019937477682349,False,False,UNDERPOWERED
GSE190265,atlas,TACSTD2,Plasma_cell,26,epithelial_score,0.0769230769230769,0.708779297161033,-0.0087821887406375,0.9667669338191784,False,False,UNDERPOWERED
GSE190265,atlas,TACSTD2,TLS_12chemokine,26,epithelial_score,0.2307692307692307,0.2567030911411301,0.17471108537848,0.4035571795702594,False,False,UNDERPOWERED
GSE190265,atlas,TACSTD2,TLS_Cabrita,26,epithelial_score,0.336068376068376,0.0932363736989654,0.3141867652253325,0.1261305224592394,False,False,UNDERPOWERED
GSE190265,atlas,TACSTD2,TLS_imprint,26,epithelial_score,-0.057094017094017,0.7817558545613771,-0.0450914725547741,0.8305289130975669,False,False,UNDERPOWERED
GSE190265,atlas,TACSTD2,T_cell_CD8,26,epithelial_score,0.2170940170940171,0.2867424149346758,0.1551708743941388,0.4589133086179124,False,False,UNDERPOWERED
GSE190265,atlas,TACSTD2,Tfh,26,epithelial_score,0.2006837606837606,0.3256013780226861,0.2015498024943633,0.3339843529889512,False,False,UNDERPOWERED
GSE207422,ici,CD274,B_cell,24,epithelial_score,0.06,0.7806300955564119,0.0959955345045219,0.6630446800116101,False,False,UNDERPOWERED
GSE207422,ici,CD274,Epithelial,24,epithelial_score,0.0634782608695652,0.7682424072237529,-0.0432829092736441,0.8445373165810892,False,False,UNDERPOWERED
GSE207422,ici,CD274,GC_reaction,24,epithelial_score,0.0982608695652173,0.6478231237133649,0.1086406868043624,0.621707642939106,False,False,UNDERPOWERED
GSE207422,ici,CD274,HEV_stroma,24,epithelial_score,-0.1808695652173912,0.3976742074169041,-0.1707644251113532,0.4359589793316442,False,False,UNDERPOWERED
GSE207422,ici,CD274,IFNg_Ayers,24,epithelial_score,0.6478260869565217,0.0006199285470361,0.6460625984652637,0.0008677123193323,False,False,UNDERPOWERED
GSE207422,ici,CD274,Myeloid,24,epithelial_score,0.7321739130434782,4.759156817270685e-05,0.797392918428648,5.216198062939306e-06,False,False,UNDERPOWERED
GSE207422,ici,CD274,Plasma_cell,24,epithelial_score,0.0791304347826086,0.7132155791016114,0.0739401369848112,0.7374072482541416,False,False,UNDERPOWERED
GSE207422,ici,CD274,TLS_12chemokine,24,epithelial_score,0.7182608695652173,7.729232039807735e-05,0.7290232304816106,7.947364442941473e-05,False,False,UNDERPOWERED
GSE207422,ici,CD274,TLS_Cabrita,24,epithelial_score,0.2721739130434782,0.198217172315479,0.3029151657145983,0.1600267875921314,False,False,UNDERPOWERED
GSE207422,ici,CD274,TLS_imprint,24,epithelial_score,0.0339130434782608,0.8749966229566862,0.0906116486616097,0.6809463745525889,False,False,UNDERPOWERED
GSE207422,ici,CD274,T_cell_CD8,24,epithelial_score,0.2243478260869565,0.2919232059452401,0.3047204873891839,0.1574274349274626,False,False,UNDERPOWERED
GSE207422,ici,CD274,Tfh,24,epithelial_score,0.4643478260869564,0.0222598535139936,0.5307486214323173,0.0091711625454903,False,False,UNDERPOWERED
GSE207422,ici,CDH1,B_cell,24,epithelial_score,-0.3356521739130434,0.1088266658944697,0.0248015250986701,0.9105635756293832,False,False,UNDERPOWERED
GSE207422,ici,CDH1,Epithelial,24,epithelial_score,0.8243478260869566,7.326167928700558e-07,0.0154306397223385,0.944289374487064,False,False,UNDERPOWERED
GSE207422,ici,CDH1,GC_reaction,24,epithelial_score,0.0782608695652173,0.7162392905010878,0.3494928087743617,0.1021200143592503,False,False,UNDERPOWERED
GSE207422,ici,CDH1,HEV_stroma,24,epithelial_score,-0.2234782608695651,0.2938468714348544,-0.0323798544079561,0.8833953327046233,False,False,UNDERPOWERED
GSE207422,ici,CDH1,IFNg_Ayers,24,epithelial_score,0.0556521739130434,0.7961874995255513,-0.0628922366863613,0.7755810288903504,False,False,UNDERPOWERED
GSE207422,ici,CDH1,Myeloid,24,epithelial_score,-0.4234782608695652,0.0392039475939415,-0.2915194828660126,0.1771298748011204,False,False,UNDERPOWERED
GSE207422,ici,CDH1,Plasma_cell,24,epithelial_score,0.1565217391304347,0.4651562978756908,0.1479210664731148,0.5005886022229239,False,False,UNDERPOWERED
GSE207422,ici,CDH1,TLS_12chemokine,24,epithelial_score,-0.1356521739130434,0.5273785419058561,-0.1020669979746295,0.6430689793758569,False,False,UNDERPOWERED
GSE207422,ici,CDH1,TLS_Cabrita,24,epithelial_score,-0.1730434782608695,0.4187403495722348,0.1090073201272709,0.6205247067287506,False,False,UNDERPOWERED
GSE207422,ici,CDH1,TLS_imprint,24,epithelial_score,-0.5417391304347825,0.0062518082676066,-0.0995670345360621,0.6512661482464074,False,False,UNDERPOWERED
GSE207422,ici,CDH1,T_cell_CD8,24,epithelial_score,-0.5947826086956521,0.0021731439845524,-0.3295283962900883,0.1246644892728471,False,False,UNDERPOWERED
GSE207422,ici,CDH1,Tfh,24,epithelial_score,-0.2217391304347826,0.2977178574717595,0.1834123515843061,0.4021978617510486,False,False,UNDERPOWERED
GSE207422,ici,CEACAM5,B_cell,24,epithelial_score,-0.2304347826086956,0.2786784424049889,-0.0161175303680042,0.9418134225517936,False,False,UNDERPOWERED
GSE207422,ici,CEACAM5,Epithelial,24,epithelial_score,0.5156521739130434,0.0099069702653589,0.0597443332464424,0.7865548463439179,False,False,UNDERPOWERED
GSE207422,ici,CEACAM5,GC_reaction,24,epithelial_score,-0.1582608695652173,0.4601489127281061,-0.0999060245188489,0.6501523103967755,False,False,UNDERPOWERED
GSE207422,ici,CEACAM5,HEV_stroma,24,epithelial_score,-0.3608695652173913,0.0831945927835428,-0.2798412668167339,0.19592422129722,False,False,UNDERPOWERED
GSE207422,ici,CEACAM5,IFNg_Ayers,24,epithelial_score,0.1399999999999999,0.5140986909290426,0.0975319738839411,0.6579679570014798,False,False,UNDERPOWERED
GSE207422,ici,CEACAM5,Myeloid,24,epithelial_score,-0.1513043478260869,0.4803459029793672,0.0196752035750392,0.9289983347237748,False,False,UNDERPOWERED
GSE207422,ici,CEACAM5,Plasma_cell,24,epithelial_score,-0.2026086956521739,0.3423733267809211,-0.2909991077314883,0.1779398207372596,False,False,UNDERPOWERED
GSE207422,ici,CEACAM5,TLS_12chemokine,24,epithelial_score,-0.0060869565217391,0.9774802016477158,0.0501651539256583,0.8201828367170376,False,False,UNDERPOWERED
GSE207422,ici,CEACAM5,TLS_Cabrita,24,epithelial_score,-0.137391304347826,0.5220471463273304,0.0095951666457771,0.9653416884536702,False,False,UNDERPOWERED
GSE207422,ici,CEACAM5,TLS_imprint,24,epithelial_score,-0.357391304347826,0.0864297568213867,-0.0682331064711762,0.7570580201910031,False,False,UNDERPOWERED
GSE207422,ici,CEACAM5,T_cell_CD8,24,epithelial_score,-0.1495652173913043,0.485464332254182,0.1699326113457201,0.4382309935472934,False,False,UNDERPOWERED
GSE207422,ici,CEACAM5,Tfh,24,epithelial_score,-0.428695652173913,0.0366000230600061,-0.2909632428521037,0.1779957370825373,False,False,UNDERPOWERED
GSE207422,ici,CLDN3,B_cell,24,epithelial_score,-0.0608695652173913,0.7775281884531549,0.2898300034982018,0.1797687948036009,False,False,UNDERPOWERED
GSE207422,ici,CLDN3,Epithelial,24,epithelial_score,0.6278260869565216,0.0010215888850385,-0.0318413985101327,0.8853218603808457,False,False,UNDERPOWERED
GSE207422,ici,CLDN3,GC_reaction,24,epithelial_score,-0.1739130434782608,0.4163699952935561,-0.1095272325716999,0.6188487765974313,False,False,UNDERPOWERED
GSE207422,ici,CLDN3,HEV_stroma,24,epithelial_score,0.168695652173913,0.4307022617209813,0.4316948693915226,0.0396943800738876,False,False,UNDERPOWERED
GSE207422,ici,CLDN3,IFNg_Ayers,24,epithelial_score,0.0504347826086956,0.8149558189775675,-0.0244302377406383,0.911897376050426,False,False,UNDERPOWERED
GSE207422,ici,CLDN3,Myeloid,24,epithelial_score,0.0321739130434782,0.8813617120284872,0.3202719001011375,0.1362548588254111,False,False,UNDERPOWERED
GSE207422,ici,CLDN3,Plasma_cell,24,epithelial_score,0.0878260869565217,0.6832152692148052,0.0414564992161924,0.851024637868251,False,False,UNDERPOWERED
GSE207422,ici,CLDN3,TLS_12chemokine,24,epithelial_score,-0.1052173913043478,0.6246273816458916,-0.0589926135519073,0.7891812996987698,False,False,UNDERPOWERED
