atlas_name	level	downloadSource	FileFormat	assayName	Filename	synapseId	CellTotal	diagnosis	organ
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_1024_1/barcode/RU680_TUMOR_IGO_07658_10_S14_L007_R1_001.fastq.gz	syn24987223		Adenocarcinoma combined with other types of carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_1024_1/barcode/RU680_TUMOR_IGO_07658_10_S14_L008_R1_001.fastq.gz	syn24987225		Adenocarcinoma combined with other types of carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_1024_1/genomic/RU680_TUMOR_IGO_07658_10_S14_L001_R2_001.fastq.gz	syn24987226		Adenocarcinoma combined with other types of carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_1024_1/genomic/RU680_TUMOR_IGO_07658_10_S14_L002_R2_001.fastq.gz	syn24987227		Adenocarcinoma combined with other types of carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_1024_1/genomic/RU680_TUMOR_IGO_07658_10_S14_L003_R2_001.fastq.gz	syn24987228		Adenocarcinoma combined with other types of carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_1024_1/genomic/RU680_TUMOR_IGO_07658_10_S14_L004_R2_001.fastq.gz	syn24987229		Adenocarcinoma combined with other types of carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_1024_1/genomic/RU680_TUMOR_IGO_07658_10_S14_L005_R2_001.fastq.gz	syn24987230		Adenocarcinoma combined with other types of carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_1024_1/genomic/RU680_TUMOR_IGO_07658_10_S14_L006_R2_001.fastq.gz	syn24987231		Adenocarcinoma combined with other types of carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_1024_1/genomic/RU680_TUMOR_IGO_07658_10_S14_L007_R2_001.fastq.gz	syn24987232		Adenocarcinoma combined with other types of carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_1024_1/genomic/RU680_TUMOR_IGO_07658_10_S14_L008_R2_001.fastq.gz	syn24987233		Adenocarcinoma combined with other types of carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_1025_1/barcode/1053_Ru1141_P148_IGO_09869_21_S21_L001_R1_001.fastq.gz	syn23629936		Adenocarcinoma NOS	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_1025_1/barcode/1053_Ru1141_P148_IGO_09869_21_S21_L002_R1_001.fastq.gz	syn23629939		Adenocarcinoma NOS	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_1025_1/genomic/1053_Ru1141_P148_IGO_09869_21_S21_L001_R2_001.fastq.gz	syn23629959		Adenocarcinoma NOS	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_1025_1/genomic/1053_Ru1141_P148_IGO_09869_21_S21_L002_R2_001.fastq.gz	syn23629964		Adenocarcinoma NOS	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_1026_1/barcode/35379369_Spinal_fluid_IGO_08605_6_S4_L001_R1_001.fastq.gz	syn23629954		Adenocarcinoma NOS	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_1026_1/barcode/35379369_Spinal_fluid_IGO_08605_6_S4_L002_R1_001.fastq.gz	syn23629957		Adenocarcinoma NOS	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_1026_1/barcode/35379369_Spinal_fluid_IGO_08605_6_S6_L001_R1_001.fastq.gz	syn23629956		Adenocarcinoma NOS	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_1026_1/barcode/35379369_Spinal_fluid_IGO_08605_6_S6_L002_R1_001.fastq.gz	syn23629958		Adenocarcinoma NOS	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_1026_1/genomic/35379369_Spinal_fluid_IGO_08605_6_S4_L001_R2_001.fastq.gz	syn23629965		Adenocarcinoma NOS	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_1026_1/genomic/35379369_Spinal_fluid_IGO_08605_6_S4_L002_R2_001.fastq.gz	syn23629971		Adenocarcinoma NOS	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_1026_1/genomic/35379369_Spinal_fluid_IGO_08605_6_S6_L001_R2_001.fastq.gz	syn23629966		Adenocarcinoma NOS	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_1026_1/genomic/35379369_Spinal_fluid_IGO_08605_6_S6_L002_R2_001.fastq.gz	syn23629969		Adenocarcinoma NOS	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_1027_1/barcode/MRM35429319_Spinal_fluid_IGO_08605_4_S4_L001_R1_001.fastq.gz	syn23629967		Adenocarcinoma NOS	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_1027_1/barcode/MRM35429319_Spinal_fluid_IGO_08605_4_S4_L002_R1_001.fastq.gz	syn23629970		Adenocarcinoma NOS	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_1027_1/genomic/MRM35429319_Spinal_fluid_IGO_08605_4_S4_L001_R2_001.fastq.gz	syn23629972		Adenocarcinoma NOS	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_1027_1/genomic/MRM35429319_Spinal_fluid_IGO_08605_4_S4_L002_R2_001.fastq.gz	syn23629974		Adenocarcinoma NOS	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2001_1/barcode/Pleural_fluid_CD45minus_plus_IGO_09277_17_S18_L001_R1_001.fastq.gz	syn23593904		Adenocarcinoma combined with other types of carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2001_1/barcode/Pleural_fluid_CD45minus_plus_IGO_09277_17_S18_L002_R1_001.fastq.gz	syn23593912		Adenocarcinoma combined with other types of carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2001_1/genomic/Pleural_fluid_CD45minus_plus_IGO_09277_17_S18_L001_R2_001.fastq.gz	syn23593925		Adenocarcinoma combined with other types of carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2001_1/genomic/Pleural_fluid_CD45minus_plus_IGO_09277_17_S18_L002_R2_001.fastq.gz	syn23593930		Adenocarcinoma combined with other types of carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2002_1/barcode/1570_Ru1065C_IGO_10317_5_S5_L001_R1_001.fastq.gz	syn23593926		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2002_1/barcode/1570_Ru1065C_IGO_10317_5_S5_L002_R1_001.fastq.gz	syn23593928		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2002_1/genomic/1570_Ru1065C_IGO_10317_5_S5_L001_R2_001.fastq.gz	syn23593940		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2002_1/genomic/1570_Ru1065C_IGO_10317_5_S5_L002_R2_001.fastq.gz	syn23593941		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2003_1/barcode/Ru1066_IGO_09398_11_S11_L001_R1_001.fastq.gz	syn23593935		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2003_1/barcode/Ru1066_IGO_09398_11_S11_L002_R1_001.fastq.gz	syn23593938		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2003_1/genomic/Ru1066_IGO_09398_11_S11_L001_R2_001.fastq.gz	syn23593947		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2003_1/genomic/Ru1066_IGO_09398_11_S11_L002_R2_001.fastq.gz	syn23593951		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2004_1/barcode/1204_Ru1080C_P96_IGO_10034_15_S17_L001_R1_001.fastq.gz	syn23593945		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2004_1/barcode/1204_Ru1080C_P96_IGO_10034_15_S17_L002_R1_001.fastq.gz	syn23593948		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2004_1/genomic/1204_Ru1080C_P96_IGO_10034_15_S17_L001_R2_001.fastq.gz	syn23593953		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2004_1/genomic/1204_Ru1080C_P96_IGO_10034_15_S17_L002_R2_001.fastq.gz	syn23593956		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2005_1/barcode/Ru1108a_Bambanker_IGO_09557_11_S11_L001_R1_001.fastq.gz	syn23593952		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2005_1/barcode/Ru1108a_Bambanker_IGO_09557_11_S11_L002_R1_001.fastq.gz	syn23593955		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2005_1/genomic/Ru1108a_Bambanker_IGO_09557_11_S11_L001_R2_001.fastq.gz	syn23593962		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2005_1/genomic/Ru1108a_Bambanker_IGO_09557_11_S11_L002_R2_001.fastq.gz	syn23593964		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2005_2/barcode/Ru1108a_Bambanker_Frozen_IGO_09557_18_S18_L001_R1_001.fastq.gz	syn23593959		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2005_2/barcode/Ru1108a_Bambanker_Frozen_IGO_09557_18_S18_L002_R1_001.fastq.gz	syn23593961		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2005_2/genomic/Ru1108a_Bambanker_Frozen_IGO_09557_18_S18_L001_R2_001.fastq.gz	syn23593971		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2005_2/genomic/Ru1108a_Bambanker_Frozen_IGO_09557_18_S18_L002_R2_001.fastq.gz	syn23593976		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2005_3/barcode/Ru1108a_RPMI_IGO_09557_10_S10_L001_R1_001.fastq.gz	syn23593969		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2005_3/barcode/Ru1108a_RPMI_IGO_09557_10_S10_L002_R1_001.fastq.gz	syn23593970		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2005_3/genomic/Ru1108a_RPMI_IGO_09557_10_S10_L001_R2_001.fastq.gz	syn23593980		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2005_3/genomic/Ru1108a_RPMI_IGO_09557_10_S10_L002_R2_001.fastq.gz	syn23593984		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2006_1/barcode/1387_Ru1124A_1LN_plus_P96_IGO_10128_15_S15_L001_R1_001.fastq.gz	syn23593977		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2006_1/barcode/1387_Ru1124A_1LN_plus_P96_IGO_10128_15_S15_L002_R1_001.fastq.gz	syn23593979		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2006_1/genomic/1387_Ru1124A_1LN_plus_P96_IGO_10128_15_S15_L001_R2_001.fastq.gz	syn23593985		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2006_1/genomic/1387_Ru1124A_1LN_plus_P96_IGO_10128_15_S15_L002_R2_001.fastq.gz	syn23593986		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2007_1/barcode/Ru1144_IGO_09706_13_S13_L001_R1_001.fastq.gz	syn23593988		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2007_1/barcode/Ru1144_IGO_09706_13_S13_L002_R1_001.fastq.gz	syn23593990		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2007_1/genomic/Ru1144_IGO_09706_13_S13_L001_R2_001.fastq.gz	syn23593996		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2007_1/genomic/Ru1144_IGO_09706_13_S13_L002_R2_001.fastq.gz	syn23593998		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2007_2/barcode/Ru1144_FNA_IGO_09706_14_S14_L001_R1_001.fastq.gz	syn23593994		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2007_2/barcode/Ru1144_FNA_IGO_09706_14_S14_L002_R1_001.fastq.gz	syn23593997		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2007_2/genomic/Ru1144_FNA_IGO_09706_14_S14_L001_R2_001.fastq.gz	syn23594013		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2007_2/genomic/Ru1144_FNA_IGO_09706_14_S14_L002_R2_001.fastq.gz	syn23594016		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2008_1/barcode/RU1145_IGO_09706_15_S15_L001_R1_001.fastq.gz	syn23594011		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2008_1/barcode/RU1145_IGO_09706_15_S15_L002_R1_001.fastq.gz	syn23594015		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2008_1/genomic/RU1145_IGO_09706_15_S15_L001_R2_001.fastq.gz	syn23594023		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2008_1/genomic/RU1145_IGO_09706_15_S15_L002_R2_001.fastq.gz	syn23594027		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2009_1/barcode/768_Ru1152_P96_IGO_09902_13_S13_L001_R1_001.fastq.gz	syn23594025		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2009_1/barcode/768_Ru1152_P96_IGO_09902_13_S13_L002_R1_001.fastq.gz	syn23594026		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2009_1/genomic/768_Ru1152_P96_IGO_09902_13_S13_L001_R2_001.fastq.gz	syn23594032		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2009_1/genomic/768_Ru1152_P96_IGO_09902_13_S13_L002_R2_001.fastq.gz	syn23594034		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2010_1/barcode/1498_Ru1181C_IGO_10298_4_S4_L001_R1_001.fastq.gz	syn23594030		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2010_1/barcode/1498_Ru1181C_IGO_10298_4_S4_L002_R1_001.fastq.gz	syn23594035		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2010_1/genomic/1498_Ru1181C_IGO_10298_4_S4_L001_R2_001.fastq.gz	syn23594038		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2010_1/genomic/1498_Ru1181C_IGO_10298_4_S4_L002_R2_001.fastq.gz	syn23594041		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2010_2/barcode/1571_1181B-2_IGO_10317_4_S4_L001_R1_001.fastq.gz	syn23594039		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2010_2/barcode/1571_1181B-2_IGO_10317_4_S4_L002_R1_001.fastq.gz	syn23594042		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2010_2/genomic/1571_1181B-2_IGO_10317_4_S4_L001_R2_001.fastq.gz	syn23594053		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2010_2/genomic/1571_1181B-2_IGO_10317_4_S4_L002_R2_001.fastq.gz	syn23594057		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2011_1/barcode/1205_Ru1195A_IGO_10218_1_S1_L001_R1_001.fastq.gz	syn23594055		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2011_1/barcode/1205_Ru1195A_IGO_10218_1_S1_L002_R1_001.fastq.gz	syn23594058		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2011_1/genomic/1205_Ru1195A_IGO_10218_1_S1_L001_R2_001.fastq.gz	syn23594064		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2011_1/genomic/1205_Ru1195A_IGO_10218_1_S1_L002_R2_001.fastq.gz	syn23594069		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2012_1/barcode/1359_Ru1215_P96_IGO_10128_3_S3_L001_R1_001.fastq.gz	syn23594062		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2012_1/barcode/1359_Ru1215_P96_IGO_10128_3_S3_L002_R1_001.fastq.gz	syn23594065		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2012_1/genomic/1359_Ru1215_P96_IGO_10128_3_S3_L001_R2_001.fastq.gz	syn23594070		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2012_1/genomic/1359_Ru1215_P96_IGO_10128_3_S3_L002_R2_001.fastq.gz	syn23594072		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2013_1/barcode/1453_Ru1229A_Frozen_P96_IGO_10178_23_S23_L002_R1_001.fastq.gz	syn23594073		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2013_1/genomic/1453_Ru1229A_Frozen_P96_IGO_10178_23_S23_L002_R2_001.fastq.gz	syn23594084		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2014_1/barcode/1428_Ru1231A_P96_IGO_10178_15_S9_L001_R1_001.fastq.gz	syn23594080		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2014_1/genomic/1428_Ru1231A_P96_IGO_10178_15_S9_L001_R2_001.fastq.gz	syn23594094		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2015_1/barcode/1619_RU1293A_T_1_IGO_10446_17_S8_L001_R1_001.fastq.gz	syn23594081		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2015_1/barcode/1619_RU1293A_T_1_IGO_10446_17_S8_L002_R1_001.fastq.gz	syn23594082		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2015_1/genomic/1619_RU1293A_T_1_IGO_10446_17_S8_L001_R2_001.fastq.gz	syn23594089		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2015_1/genomic/1619_RU1293A_T_1_IGO_10446_17_S8_L002_R2_001.fastq.gz	syn23594091		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2016_1/barcode/1691_Ru1311A_T_1_IGO_10506_6_S6_L001_R1_001.fastq.gz	syn23594087		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2016_1/barcode/1691_Ru1311A_T_1_IGO_10506_6_S6_L002_R1_001.fastq.gz	syn23594093		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2016_1/genomic/1691_Ru1311A_T_1_IGO_10506_6_S6_L001_R2_001.fastq.gz	syn23594098		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2016_1/genomic/1691_Ru1311A_T_1_IGO_10506_6_S6_L002_R2_001.fastq.gz	syn23594102		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2017_1/barcode/1704_Ru1322A_LN_1_IGO_10519_17_S11_L001_R1_001.fastq.gz	syn23594100		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2017_1/barcode/1704_Ru1322A_LN_1_IGO_10519_17_S11_L002_R1_001.fastq.gz	syn23594101		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2017_1/genomic/1704_Ru1322A_LN_1_IGO_10519_17_S11_L001_R2_001.fastq.gz	syn23594113		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2017_1/genomic/1704_Ru1322A_LN_1_IGO_10519_17_S11_L002_R2_001.fastq.gz	syn23594116		Small cell neuroendocrine carcinoma	Lung
HTAN MSK	Level 1	dbGaP	fastq	scRNA-seq	single_cell_RNAseq_level_1/fastq/HTA8_2018_1/barcode/1598_Ru426B_IGO_10414_9_S9_L001_R1_001.fastq.gz	syn23594110		Small cell neuroendocrine carcinoma	Lung
