gene	matched_symbol	log2FoldChange	stat	pvalue	padj	contrast_id	organism	tier	in_primary_meta
XRCC6	XRCC6	-2.573517040940823	-21.939035966177297	1.1021298067094305e-106	3.037690173252532e-103	ENCODE_HepG2_shXRCC6	human	encode	False
PRKDC	PRKDC	0.0329463359021796	0.3122841618263713	0.754824575645923	0.8763468809584217	ENCODE_HepG2_shXRCC6	human	encode	False
LIG4	LIG4	0.5352227129579713	2.9599019216081803	0.0030773699567035	0.0185598404259659	ENCODE_HepG2_shXRCC6	human	encode	False
ISG15	ISG15	0.0782627534656715	0.1459485863140191	0.8839619758729961	0.9464623193138576	ENCODE_HepG2_shXRCC6	human	encode	False
IFIT1	IFIT1	-0.310439891666289	-0.8648938056013405	0.3870970777894497	0.6031868870439174	ENCODE_HepG2_shXRCC6	human	encode	False
IFIT2	IFIT2	0.2168676078926286	0.1776988561378604	0.8589594836215161		ENCODE_HepG2_shXRCC6	human	encode	False
MX1	MX1	0.3882493150365974	1.1551072708777947	0.2480465011257474	0.4624505714590356	ENCODE_HepG2_shXRCC6	human	encode	False
OAS1	OAS1	-0.4694903957926509	-1.8497682273328933	0.0643469620899717	0.1876752348279154	ENCODE_HepG2_shXRCC6	human	encode	False
OAS2	OAS2	0.5446126654859961	0.4587561201611476	0.6464093085464815		ENCODE_HepG2_shXRCC6	human	encode	False
RSAD2						ENCODE_HepG2_shXRCC6	human	encode	False
IFI27	IFI27	0.0400325539852592	0.0372302344608231	0.9703014317036032		ENCODE_HepG2_shXRCC6	human	encode	False
STAT1	STAT1	0.3624733916007853	2.8965514982159446	0.0037728871288061	0.0219107279907617	ENCODE_HepG2_shXRCC6	human	encode	False
STAT2	STAT2	-0.5995473876248262	-4.485998709562846	7.257318035630596e-06	0.0001026828540544	ENCODE_HepG2_shXRCC6	human	encode	False
IRF1	IRF1	0.2941842236453579	1.0197522394249774	0.3078459794906402	0.5245363327409311	ENCODE_HepG2_shXRCC6	human	encode	False
IRF3	IRF3	0.0272954767613688	0.1444069245323881	0.8851791491370735	0.9469507148837109	ENCODE_HepG2_shXRCC6	human	encode	False
IRF7						ENCODE_HepG2_shXRCC6	human	encode	False
IFNB1						ENCODE_HepG2_shXRCC6	human	encode	False
IFNL1						ENCODE_HepG2_shXRCC6	human	encode	False
CGAS						ENCODE_HepG2_shXRCC6	human	encode	False
STING1	STING1	0.291214465638188	0.9662261583237896	0.3339310262448156	0.5513903034603168	ENCODE_HepG2_shXRCC6	human	encode	False
TBK1	TBK1	0.3436376379008181	2.143624671744792	0.0320629723048019	0.1134428296103916	ENCODE_HepG2_shXRCC6	human	encode	False
DDX58	RIGI	0.5886371029101186	3.2729155729877024	0.0010644426719595	0.0078318657032964	ENCODE_HepG2_shXRCC6	human	encode	False
IFIH1	IFIH1	-0.12186972878366	-0.5482604247669142	0.5835130972140984	0.7643184101043141	ENCODE_HepG2_shXRCC6	human	encode	False
MAVS	MAVS	-0.2873040686604661	-2.6167235498423453	0.0088778210054652	0.0428830183232793	ENCODE_HepG2_shXRCC6	human	encode	False
B2M	B2M	-0.1516163142159566	-1.3269845519427717	0.1845137928608081	0.3831714598954391	ENCODE_HepG2_shXRCC6	human	encode	False
TAP1	TAP1	0.4480135944800645	2.6579314008358663	0.0078621894549728	0.0391716677075129	ENCODE_HepG2_shXRCC6	human	encode	False
TAP2	TAP2	0.2499241530483484	1.5355609351575827	0.1246461013882998	0.2960103262505876	ENCODE_HepG2_shXRCC6	human	encode	False
TAPBP	TAPBP	0.1246376399416152	0.9968001797522518	0.3188615110079013	0.5362166474307181	ENCODE_HepG2_shXRCC6	human	encode	False
PSMB8	PSMB8	-0.1738400736102008	-0.961964059024462	0.3360676582007531	0.5535917281454195	ENCODE_HepG2_shXRCC6	human	encode	False
PSMB9	PSMB9	-0.3648218376000344	-0.8000674373915395	0.4236717261354332	0.6369172093239234	ENCODE_HepG2_shXRCC6	human	encode	False
NLRC5	NLRC5	-0.5357114174268413	-1.8214447662305968	0.0685392755202228	0.1959626049676744	ENCODE_HepG2_shXRCC6	human	encode	False
HLA-A	HLA-A	-0.0193798728702887	-0.1538927322314992	0.8776943146792957	0.9431478019725102	ENCODE_HepG2_shXRCC6	human	encode	False
HLA-B	HLA-B	-0.7860387805854535	-4.984017141576027	6.227755866309999e-07	1.1088462996591486e-05	ENCODE_HepG2_shXRCC6	human	encode	False
HLA-C	HLA-C	-0.0857150315899103	-0.555674428722247	0.5784334405527386	0.7598314025600316	ENCODE_HepG2_shXRCC6	human	encode	False
XRCC5	XRCC5	-0.6281752151951461	-6.356197002228564	2.0680976931798438e-10	1.3262758601657533e-08	ENCODE_K562_crXRCC5	human	encode	False
XRCC6	XRCC6	0.1748060517075345	1.917226800709924	0.0552091246478457	0.1363314290359085	ENCODE_K562_crXRCC5	human	encode	False
PRKDC	PRKDC	0.1974371530402076	1.98689673977182	0.0469338409997859	0.1203547167721421	ENCODE_K562_crXRCC5	human	encode	False
LIG4	LIG4	0.0956509707932534	0.4673741271775674	0.6402322301067266	0.7771390077217665	ENCODE_K562_crXRCC5	human	encode	False
ISG15	ISG15	-0.5014741159585663	-1.9600108770137696	0.0499945189840799	0.1263656146200723	ENCODE_K562_crXRCC5	human	encode	False
IFIT1	IFIT1	-2.0277051943099207	-1.9413981873446176	0.0522099980030287		ENCODE_K562_crXRCC5	human	encode	False
IFIT2	IFIT2	-1.9391773474104008	-1.4889222234010526	0.1365078507387309		ENCODE_K562_crXRCC5	human	encode	False
MX1						ENCODE_K562_crXRCC5	human	encode	False
OAS1						ENCODE_K562_crXRCC5	human	encode	False
OAS2						ENCODE_K562_crXRCC5	human	encode	False
RSAD2	RSAD2	-1.320034785951154	-1.4452949861269155	0.1483750456121831	0.2823341491993102	ENCODE_K562_crXRCC5	human	encode	False
IFI27	IFI27	-1.1714906016373652	-1.9943826638511264	0.0461102516032865	0.1187020442692522	ENCODE_K562_crXRCC5	human	encode	False
STAT1	STAT1	0.153419796577442	1.2263562381811148	0.2200646466180886	0.3755261568775008	ENCODE_K562_crXRCC5	human	encode	False
STAT2	STAT2	-0.4250647525182985	-3.8888621035339135	0.0001007153191569	0.0009257752136909	ENCODE_K562_crXRCC5	human	encode	False
IRF1	IRF1	-0.4338497665620309	-2.0951348275682946	0.0361590087298507	0.0986466981335936	ENCODE_K562_crXRCC5	human	encode	False
IRF3	IRF3	-0.0334753947117344	-0.3111376537925681	0.7556959771697549	0.8581400208546023	ENCODE_K562_crXRCC5	human	encode	False
IRF7	IRF7	-0.9892500326192089	-3.352902454627602	0.0007996888496334	0.0049914485553399	ENCODE_K562_crXRCC5	human	encode	False
IFNB1						ENCODE_K562_crXRCC5	human	encode	False
IFNL1						ENCODE_K562_crXRCC5	human	encode	False
CGAS						ENCODE_K562_crXRCC5	human	encode	False
STING1	STING1	-0.3971077356362035	-3.0283195455227463	0.0024591789974879	0.0122408519918278	ENCODE_K562_crXRCC5	human	encode	False
TBK1	TBK1	0.3618146879923808	2.8493085659384265	0.0043814364095543	0.0192181562948915	ENCODE_K562_crXRCC5	human	encode	False
DDX58	RIGI	0.6542001740915542	1.25169451980937	0.2106811977527755	0.3642473171931371	ENCODE_K562_crXRCC5	human	encode	False
IFIH1	IFIH1	-0.764594160903458	-2.1776602269036305	0.0294313420737339	0.0841732720416187	ENCODE_K562_crXRCC5	human	encode	False
MAVS	MAVS	-0.0475457928464298	-0.4434955037196624	0.6574073707112942	0.7895900228431372	ENCODE_K562_crXRCC5	human	encode	False
B2M	B2M	-0.1894438940679338	-2.132184642558888	0.0329916704603866	0.0922696049305906	ENCODE_K562_crXRCC5	human	encode	False
TAP1	TAP1	-0.4285385219301709	-1.6156593858866026	0.106167976595002	0.2211578880936528	ENCODE_K562_crXRCC5	human	encode	False
TAP2	TAP2	0.0823401950123592	0.6917714244160017	0.4890808846262132	0.6526633592224643	ENCODE_K562_crXRCC5	human	encode	False
TAPBP	TAPBP	-0.9149425546220916	-8.541660238991186	1.3230696462655928e-17	3.881379634619148e-15	ENCODE_K562_crXRCC5	human	encode	False
PSMB8	PSMB8	-0.9500940748193312	-1.809490791137742	0.0703747895295719	0.1640729790385082	ENCODE_K562_crXRCC5	human	encode	False
PSMB9	PSMB9	-1.838974915602115	-2.9219521153350647	0.0034784501485619	0.0160625253000638	ENCODE_K562_crXRCC5	human	encode	False
NLRC5	NLRC5	-1.9182698191264176	-1.4420943400480504	0.1492757615540907		ENCODE_K562_crXRCC5	human	encode	False
HLA-A						ENCODE_K562_crXRCC5	human	encode	False
HLA-B	HLA-B	-0.8140280485769349	-1.4240029834499015	0.1544456084308458	0.2908750237733237	ENCODE_K562_crXRCC5	human	encode	False
HLA-C	HLA-C	-0.418473232000664	-1.1947649751679277	0.2321788682620655	0.3895451734725432	ENCODE_K562_crXRCC5	human	encode	False
XRCC5	XRCC5	-0.0667667696852155	-0.8014690827197534	0.422860135739142	0.5830586772166395	ENCODE_K562_crXRCC6	human	encode	False
XRCC6	XRCC6	-2.321042344984509	-27.15983494469084	1.9378639216808743e-162	2.753510846316354e-158	ENCODE_K562_crXRCC6	human	encode	False
PRKDC	PRKDC	-0.4495537056366331	-4.425631828607876	9.616041009749476e-06	9.207164872475089e-05	ENCODE_K562_crXRCC6	human	encode	False
LIG4	LIG4	0.1868414459151873	1.3676352522271913	0.1714262762111561	0.3061985239060715	ENCODE_K562_crXRCC6	human	encode	False
ISG15	ISG15	0.3420562665042581	0.9808465724082206	0.3266684077946666	0.4877485741679697	ENCODE_K562_crXRCC6	human	encode	False
IFIT1	IFIT1	0.990434545520558	0.8272321602556252	0.4081054866125623		ENCODE_K562_crXRCC6	human	encode	False
IFIT2	IFIT2	1.313055790859328	1.1611656272472493	0.2455745501957201		ENCODE_K562_crXRCC6	human	encode	False
MX1	MX1	0.8525893576616348	0.5705615266291987	0.5682969043913205		ENCODE_K562_crXRCC6	human	encode	False
OAS1						ENCODE_K562_crXRCC6	human	encode	False
OAS2						ENCODE_K562_crXRCC6	human	encode	False
RSAD2	RSAD2	1.8995028911279404	4.234954838784064	2.28597642876856e-05	0.0001962624717605	ENCODE_K562_crXRCC6	human	encode	False
IFI27	IFI27	0.8166867745511058	1.909749396475856	0.0561654875817874	0.1306787969624394	ENCODE_K562_crXRCC6	human	encode	False
STAT1	STAT1	-0.016973992799854	-0.1685628165502117	0.8661405300646547	0.9186263624063926	ENCODE_K562_crXRCC6	human	encode	False
STAT2	STAT2	-0.0679022484751342	-0.7896550416906578	0.4297292540363943	0.5894465040071346	ENCODE_K562_crXRCC6	human	encode	False
IRF1	IRF1	0.230881384983363	1.5663111017116758	0.1172758032492038	0.2294961972686872	ENCODE_K562_crXRCC6	human	encode	False
IRF3	IRF3	0.4685128412768464	4.533128731293802	5.811637161526943e-06	5.894186468817725e-05	ENCODE_K562_crXRCC6	human	encode	False
IRF7	IRF7	0.5574672170505713	1.8774629813451904	0.0604546664342324	0.1383245888627159	ENCODE_K562_crXRCC6	human	encode	False
IFNB1						ENCODE_K562_crXRCC6	human	encode	False
IFNL1						ENCODE_K562_crXRCC6	human	encode	False
CGAS	CGAS	0.735068855075775	0.5760269359567982	0.5645969751605551		ENCODE_K562_crXRCC6	human	encode	False
STING1	STING1	-0.4978724940664329	-4.658035643782856	3.192409472421826e-06	3.486621536790294e-05	ENCODE_K562_crXRCC6	human	encode	False
TBK1	TBK1	0.0671469587717239	0.6177833558935101	0.536718156392781	0.6809740409130302	ENCODE_K562_crXRCC6	human	encode	False
DDX58	RIGI	0.616431034370141	1.852483296605945	0.0639564539373825	0.1442471831740109	ENCODE_K562_crXRCC6	human	encode	False
IFIH1	IFIH1	0.0285049618464203	0.1037914552685998	0.9173348475529616	0.9510808622901492	ENCODE_K562_crXRCC6	human	encode	False
MAVS	MAVS	-0.2187621124890903	-2.2225151360887727	0.0262485122789029	0.0718899597091233	ENCODE_K562_crXRCC6	human	encode	False
B2M	B2M	-0.0614026439920455	-0.6452321141097291	0.5187767778924635	0.6664827519958421	ENCODE_K562_crXRCC6	human	encode	False
TAP1	TAP1	0.1252015108784568	0.707156113374008	0.4794694680397054	0.6327276836726465	ENCODE_K562_crXRCC6	human	encode	False
TAP2	TAP2	-0.0923459663647329	-0.7716860217843167	0.4403004116448175	0.5979813600123262	ENCODE_K562_crXRCC6	human	encode	False
TAPBP	TAPBP	-0.4036607629955581	-4.773075079611592	1.8143411453281291e-06	2.120063596543371e-05	ENCODE_K562_crXRCC6	human	encode	False
PSMB8	PSMB8	0.4291513122587484	1.4120547493464402	0.1579338411390622	0.2881091216773573	ENCODE_K562_crXRCC6	human	encode	False
PSMB9	PSMB9	-0.2971832269082625	-1.09333166681034	0.2742482040252075	0.4317775879217921	ENCODE_K562_crXRCC6	human	encode	False
NLRC5						ENCODE_K562_crXRCC6	human	encode	False
HLA-A						ENCODE_K562_crXRCC6	human	encode	False
HLA-B	HLA-B	0.0240471341945408	0.0647560361693351	0.9483682459937448	0.9692517127305832	ENCODE_K562_crXRCC6	human	encode	False
HLA-C	HLA-C	0.2393345310925518	0.936848957890188	0.3488362577883789	0.510202201432329	ENCODE_K562_crXRCC6	human	encode	False
XRCC5	XRCC5	0.2721500901741767	3.1168387690333543	0.0018280151750552	0.0138718895835712	ENCODE_HepG2_crXRCC6	human	encode	False
XRCC6	XRCC6	-2.061022750015402	-26.55404196577799	2.3064983641534734e-155	3.134761926720985e-151	ENCODE_HepG2_crXRCC6	human	encode	False
PRKDC	PRKDC	-0.2284552823015828	-2.791585074828076	0.0052450567272617	0.0299142114898089	ENCODE_HepG2_crXRCC6	human	encode	False
LIG4	LIG4	-0.0941449340020998	-0.817390366112421	0.4137053794411738	0.6108755508121229	ENCODE_HepG2_crXRCC6	human	encode	False
ISG15	ISG15	0.000597721058581	0.0050276690330393	0.9959885174017308	0.9975888831179384	ENCODE_HepG2_crXRCC6	human	encode	False
IFIT1	IFIT1	0.4324575624095161	2.5753624543236566	0.0100135091600842	0.0490604192482713	ENCODE_HepG2_crXRCC6	human	encode	False
IFIT2	IFIT2	0.3758018732333052	0.754863806801375	0.4503307041193334		ENCODE_HepG2_crXRCC6	human	encode	False
MX1	MX1	0.1804624845627629	1.0633479175681346	0.2876242023954927	0.4869836318074767	ENCODE_HepG2_crXRCC6	human	encode	False
OAS1	OAS1	-0.0208646583296066	-0.1497821943589886	0.8809364577123284	0.9386020223242596	ENCODE_HepG2_crXRCC6	human	encode	False
OAS2	OAS2	0.3962838485249252	0.3929167013752483	0.6943810057068117		ENCODE_HepG2_crXRCC6	human	encode	False
RSAD2	RSAD2	1.8971287089410764	0.8659863186364012	0.3864976645499162		ENCODE_HepG2_crXRCC6	human	encode	False
IFI27	IFI27	0.4612506947953151	0.8024931554095521	0.4222677461173584		ENCODE_HepG2_crXRCC6	human	encode	False
STAT1	STAT1	0.3026827794828816	3.1630551833610303	0.0015612273475907	0.0123364191169218	ENCODE_HepG2_crXRCC6	human	encode	False
STAT2	STAT2	-0.5246139068354898	-4.959151368989878	7.080178515006461e-07	2.436119144239312e-05	ENCODE_HepG2_crXRCC6	human	encode	False
IRF1	IRF1	-0.0068110688235525	-0.0367490950919112	0.9706850628353328	0.9834201035404404	ENCODE_HepG2_crXRCC6	human	encode	False
IRF3	IRF3	-0.1874251782210513	-1.7829052350395689	0.0746017307747615	0.2010533656473893	ENCODE_HepG2_crXRCC6	human	encode	False
IRF7						ENCODE_HepG2_crXRCC6	human	encode	False
IFNB1						ENCODE_HepG2_crXRCC6	human	encode	False
IFNL1						ENCODE_HepG2_crXRCC6	human	encode	False
CGAS	CGAS	-0.881036419393546	-0.8404175606310933	0.4006743065048391		ENCODE_HepG2_crXRCC6	human	encode	False
STING1	STING1	-0.2466382771409281	-1.3856833581875887	0.165843611987959	0.3422562896966619	ENCODE_HepG2_crXRCC6	human	encode	False
TBK1	TBK1	0.0307485905064839	0.2680638041838973	0.7886502065635016	0.8850255930480183	ENCODE_HepG2_crXRCC6	human	encode	False
DDX58	RIGI	0.114244314185219	0.9123928329320083	0.3615619610318978	0.5614062164268849	ENCODE_HepG2_crXRCC6	human	encode	False
IFIH1	IFIH1	0.3412086042632734	2.7794884389710264	0.0054444591505512	0.0307418547217042	ENCODE_HepG2_crXRCC6	human	encode	False
MAVS	MAVS	-0.1353229949076115	-1.6868865520955951	0.0916251683926132	0.2313782355302873	ENCODE_HepG2_crXRCC6	human	encode	False
B2M	B2M	0.2727539668515257	3.48364212336676	0.0004946404177897	0.0050737040891927	ENCODE_HepG2_crXRCC6	human	encode	False
TAP1	TAP1	0.0147993054244006	0.1488311315801554	0.8816868847623891	0.9389445363417116	ENCODE_HepG2_crXRCC6	human	encode	False
TAP2	TAP2	-0.0176261993310261	-0.1413773540004726	0.8875718434578126	0.9413603059924256	ENCODE_HepG2_crXRCC6	human	encode	False
TAPBP	TAPBP	-0.2497314096834182	-2.900142022197812	0.003729936165439	0.0233539644507333	ENCODE_HepG2_crXRCC6	human	encode	False
PSMB8	PSMB8	0.082384599603132	0.8449309879591185	0.3981493717073624	0.5960694314414574	ENCODE_HepG2_crXRCC6	human	encode	False
PSMB9	PSMB9	-0.0440032873179035	-0.2582699741880642	0.7961985574734617	0.8893108641207936	ENCODE_HepG2_crXRCC6	human	encode	False
NLRC5	NLRC5	-0.1755015413595442	-1.3932704741106867	0.1635380156344771	0.3395943728782549	ENCODE_HepG2_crXRCC6	human	encode	False
HLA-A	HLA-A	0.0151571679466998	0.2015098261554922	0.8402999468600487	0.9151716464838012	ENCODE_HepG2_crXRCC6	human	encode	False
HLA-B	HLA-B	-0.085791700219214	-0.9967584595366318	0.31888176617527	0.5195956071278378	ENCODE_HepG2_crXRCC6	human	encode	False
HLA-C	HLA-C	-0.0368842949622896	-0.4505574551342421	0.6523085357961245	0.7995603634564509	ENCODE_HepG2_crXRCC6	human	encode	False
XRCC5	XRCC5	-3.1891708626997417	-29.19640719300315	2.1539625476238299e-187	8.434917336494917e-184	GSE294709_HCT116_Ku80flox_interaction	human	primary	True
XRCC6	XRCC6	-0.37173645632864205	-5.558887696992261	2.714993113504523e-08	3.1927666764215354e-07	GSE294709_HCT116_Ku80flox_interaction	human	primary	True
PRKDC	PRKDC	-0.6747504996218571	-10.416652630899195	2.0815055666105526e-25	1.1052441761148372e-23	GSE294709_HCT116_Ku80flox_interaction	human	primary	True
LIG4	LIG4	0.23456150032338666	0.8849103712658536	0.37620497389411345	0.5644516006779112	GSE294709_HCT116_Ku80flox_interaction	human	primary	True
ISG15	ISG15	2.1849189257505257	15.260236366407831	1.4073760141044897e-52	2.140304649022595e-50	GSE294709_HCT116_Ku80flox_interaction	human	primary	True
IFIT1	IFIT1	1.7377756276172707	8.363881545463105	6.068785225059014e-17	1.747453157450816e-15	GSE294709_HCT116_Ku80flox_interaction	human	primary	True
IFIT2	IFIT2	2.0574909943319315	6.969377130904024	3.1834726451853596e-12	5.950586576871536e-11	GSE294709_HCT116_Ku80flox_interaction	human	primary	True
MX1	MX1	-0.30423538008403345	-0.5196809329259973	0.6032859785123826	0.7564133168508734	GSE294709_HCT116_Ku80flox_interaction	human	primary	True
OAS1	OAS1	1.7472351276349034	5.518123221264729	3.426391578174146e-08	3.969748349150875e-07	GSE294709_HCT116_Ku80flox_interaction	human	primary	True
OAS2	OAS2	2.4071055481265433	2.0970545803513034	0.0359887440166615	0.09781844287298036	GSE294709_HCT116_Ku80flox_interaction	human	primary	True
RSAD2	RSAD2	1.5269306898743795	0.7319074947866996	0.4642250313354531		GSE294709_HCT116_Ku80flox_interaction	human	primary	True
IFI27	IFI27	2.740361784833201	6.427840935941546	1.2942906936317337e-10	2.0053184396683952e-09	GSE294709_HCT116_Ku80flox_interaction	human	primary	True
STAT1	STAT1	0.8714678590401718	10.893647750002044	1.2358878245357925e-27	7.503467784313432e-26	GSE294709_HCT116_Ku80flox_interaction	human	primary	True
STAT2	STAT2	0.8074992957481476	7.859687730373923	3.850922714967736e-15	9.729169904395905e-14	GSE294709_HCT116_Ku80flox_interaction	human	primary	True
IRF1	IRF1	-0.023004506555186727	-0.11928628379794684	0.905048549851615	0.9506090811759903	GSE294709_HCT116_Ku80flox_interaction	human	primary	True
IRF3	IRF3	0.26424373023708336	2.193938832236032	0.028239807236540817	0.08044159675453272	GSE294709_HCT116_Ku80flox_interaction	human	primary	True
IRF7	IRF7	1.3480492494304073	5.306361115131055	1.1183529805412972e-07	1.1990336130868502e-06	GSE294709_HCT116_Ku80flox_interaction	human	primary	True
IFNB1						GSE294709_HCT116_Ku80flox_interaction	human	primary	True
IFNL1	IFNL1	2.1245928340218687	0.29003735977764206	0.7717876564384716		GSE294709_HCT116_Ku80flox_interaction	human	primary	True
CGAS						GSE294709_HCT116_Ku80flox_interaction	human	primary	True
STING1	STING1	-0.1614506646413946	-0.8939998980555668	0.3713219457022652	0.5590258226778698	GSE294709_HCT116_Ku80flox_interaction	human	primary	True
TBK1	TBK1	0.0781056717965745	0.4843420095841742	0.6281431665703863	0.7733423375900755	GSE294709_HCT116_Ku80flox_interaction	human	primary	True
DDX58	RIGI	1.637978650360009	8.977175199157212	2.7780731569397736e-19	9.735064413938393e-18	GSE294709_HCT116_Ku80flox_interaction	human	primary	True
IFIH1	IFIH1	1.1387342506263336	5.240478245274844	1.601609694273326e-07	1.6814754859984837e-06	GSE294709_HCT116_Ku80flox_interaction	human	primary	True
MAVS	MAVS	-0.16872328179654145	-2.2557122943160133	0.024088655114028672	0.07040953418662906	GSE294709_HCT116_Ku80flox_interaction	human	primary	True
B2M	B2M	0.4338102125908174	5.942988161359626	2.7987265476783634e-09	3.766258818112877e-08	GSE294709_HCT116_Ku80flox_interaction	human	primary	True
TAP1	TAP1	1.2778175689891198	9.849427569687727	6.893546475474682e-23	3.1573249120419714e-21	GSE294709_HCT116_Ku80flox_interaction	human	primary	True
TAP2	TAP2	0.7276433582011823	6.179806657265541	6.418015288028073e-10	9.20620801022635e-09	GSE294709_HCT116_Ku80flox_interaction	human	primary	True
TAPBP	TAPBP	0.049060094963792815	0.5162534003572596	0.6056774382082467	0.7579556916269055	GSE294709_HCT116_Ku80flox_interaction	human	primary	True
PSMB8	PSMB8	-0.5413833643289836	-0.38684856465810014	0.6988683215023559		GSE294709_HCT116_Ku80flox_interaction	human	primary	True
PSMB9	PSMB9	-0.15620168358078934	-0.4528115216504266	0.6506844664107898	0.7910836294519258	GSE294709_HCT116_Ku80flox_interaction	human	primary	True
NLRC5	NLRC5	0.18888072689167337	0.8018540312747453	0.4226373996261078	0.6076915942485177	GSE294709_HCT116_Ku80flox_interaction	human	primary	True
HLA-A	HLA-A	0.8460727100575023	7.971460206714949	1.5681038796426753e-15	4.066685293166037e-14	GSE294709_HCT116_Ku80flox_interaction	human	primary	True
HLA-B	HLA-B	0.9243500620391812	9.868756971754875	5.686489877439297e-23	2.627527358118264e-21	GSE294709_HCT116_Ku80flox_interaction	human	primary	True
HLA-C	HLA-C	0.7469876289599316	6.945086517747411	3.782284533991992e-12	7.011326028455688e-11	GSE294709_HCT116_Ku80flox_interaction	human	primary	True
