uid	accession	gdstype	entrytype	n_samples	platform	taxon	pdat	matched_queries	title	summary
305725754	GSM5725754				24676	Homo sapiens		ici_colitis	Pool58_Stromal_ADT	Colonic tissue
305725781	GSM5725781				24676	Homo sapiens		ici_colitis	Pool58_Stromal_BCR	Colonic tissue
305725782	GSM5725782				24676	Homo sapiens		ici_colitis	Pool58_Stromal_TCR	Colonic tissue
308514905	GSM8514905				24676	Homo sapiens		ici_pneumonitis	ICI-related pneumonitis patient 1, TCR-seq	bronchoalveolar lavage fluid
308514906	GSM8514906				24676	Homo sapiens		ici_pneumonitis	ICI-related pneumonitis patient 1, scRNA-seq	bronchoalveolar lavage fluid
308514907	GSM8514907				24676	Homo sapiens		ici_pneumonitis	ICI-related pneumonitis patient 2, TCR-seq	bronchoalveolar lavage fluid
308514908	GSM8514908				24676	Homo sapiens		ici_pneumonitis	ICI-related pneumonitis patient 2, scRNA-seq	bronchoalveolar lavage fluid
308514909	GSM8514909				24676	Homo sapiens		ici_pneumonitis	ICI-related pneumonitis patient 3, TCR-seq	bronchoalveolar lavage fluid
308514910	GSM8514910				24676	Homo sapiens		ici_pneumonitis	ICI-related pneumonitis patient 3, scRNA-seq	bronchoalveolar lavage fluid
308514911	GSM8514911				24676	Homo sapiens		ici_pneumonitis	ICI-related pneumonitis patient 4, TCR-seq	bronchoalveolar lavage fluid
308514912	GSM8514912				24676	Homo sapiens		ici_pneumonitis	ICI-related pneumonitis patient 4, scRNA-seq	bronchoalveolar lavage fluid
308514913	GSM8514913				24676	Homo sapiens		ici_pneumonitis	ICI-related pneumonitis patient 5, TCR-seq	bronchoalveolar lavage fluid
308514914	GSM8514914				24676	Homo sapiens		ici_pneumonitis	ICI-related pneumonitis patient 5, scRNA-seq	bronchoalveolar lavage fluid
308540390	GSM8540390				24676	Homo sapiens		lung_ici	PBMCs, Ctrl_4, post ICI, 5' RNA	PBMCs
308540391	GSM8540391				24676	Homo sapiens		lung_ici	PBMCs, Ctrl_4, post ICI, TCR	PBMCs
308540392	GSM8540392				24676	Homo sapiens		lung_ici	PBMCs, Ctrl_4, pre ICI, 5' RNA	PBMCs
308540393	GSM8540393				24676	Homo sapiens		lung_ici	PBMCs, Ctrl_4, pre ICI, TCR	PBMCs
308787512	GSM8787512				24676	Homo sapiens		ici_colitis	CAC227TF_S1_L001	Colon
308787513	GSM8787513				24676	Homo sapiens		ici_colitis	CAC227PF_S2_L001	Colon
308787514	GSM8787514				24676	Homo sapiens		ici_colitis	CAC227_S3_L001	Colon
309234243	GSM9234243				30173	Homo sapiens		ici_irae	E2315033	whole blood
309234244	GSM9234244				30173	Homo sapiens		ici_irae	E2315035	whole blood
309234245	GSM9234245				30173	Homo sapiens		ici_irae	E2315036	whole blood
309234246	GSM9234246				30173	Homo sapiens		ici_irae	E2315037	whole blood
309234247	GSM9234247				30173	Homo sapiens		ici_irae	E2315038	whole blood
309234248	GSM9234248				30173	Homo sapiens		ici_irae	E2315039	whole blood
309234249	GSM9234249				30173	Homo sapiens		ici_irae	E2316005	whole blood
309234250	GSM9234250				30173	Homo sapiens		ici_irae	E2316006	whole blood
309234251	GSM9234251				30173	Homo sapiens		ici_irae	E2316007	whole blood
309234252	GSM9234252				30173	Homo sapiens		ici_irae	E2316008	whole blood
309234253	GSM9234253				30173	Homo sapiens		ici_irae	E2316009	whole blood
309234254	GSM9234254				30173	Homo sapiens		ici_irae	E2316011	whole blood
309234255	GSM9234255				30173	Homo sapiens		ici_irae	E2316012	whole blood
309234256	GSM9234256				30173	Homo sapiens		ici_irae	E2316015	whole blood
309234257	GSM9234257				30173	Homo sapiens		ici_irae	E2316016	whole blood
309234258	GSM9234258				30173	Homo sapiens		ici_irae	E2316017	whole blood
309234259	GSM9234259				30173	Homo sapiens		ici_irae	E2317023	whole blood
309234260	GSM9234260				30173	Homo sapiens		ici_irae	E2317024	whole blood
309234261	GSM9234261				30173	Homo sapiens		ici_irae	E2317032	whole blood
309234262	GSM9234262				30173	Homo sapiens		ici_irae	E2317035	whole blood
309234263	GSM9234263				30173	Homo sapiens		ici_irae	E2317036	whole blood
309234264	GSM9234264				30173	Homo sapiens		ici_irae	E2317038	whole blood
309234265	GSM9234265				30173	Homo sapiens		ici_irae	E2317042	whole blood
309234266	GSM9234266				30173	Homo sapiens		ici_irae	E2317043	whole blood
309234267	GSM9234267				30173	Homo sapiens		ici_irae	E2317045	whole blood
309234268	GSM9234268				30173	Homo sapiens		ici_irae	E2317054	whole blood
309234269	GSM9234269				30173	Homo sapiens		ici_irae	E2318010	whole blood
309234270	GSM9234270				30173	Homo sapiens		ici_irae	E2318011	whole blood
309234271	GSM9234271				30173	Homo sapiens		ici_irae	E2319017	whole blood
309234272	GSM9234272				30173	Homo sapiens		ici_irae	E2319019	whole blood
309234273	GSM9234273				30173	Homo sapiens		ici_irae	E2319021	whole blood
309234274	GSM9234274				30173	Homo sapiens		ici_irae	E2319022	whole blood
309234275	GSM9234275				30173	Homo sapiens		ici_irae	E2319023	whole blood
309234276	GSM9234276				30173	Homo sapiens		ici_irae	E2319024	whole blood
309234277	GSM9234277				30173	Homo sapiens		ici_irae	E2319026	whole blood
309234278	GSM9234278				30173	Homo sapiens		ici_irae	E2319027	whole blood
309234279	GSM9234279				30173	Homo sapiens		ici_irae	E2319029	whole blood
309234280	GSM9234280				30173	Homo sapiens		ici_irae	E2319030	whole blood
309234281	GSM9234281				30173	Homo sapiens		ici_irae	E2319031	whole blood
309234282	GSM9234282				30173	Homo sapiens		ici_irae	E2319032	whole blood
309234283	GSM9234283				30173	Homo sapiens		ici_irae	E2319033	whole blood
309234284	GSM9234284				30173	Homo sapiens		ici_irae	E2319035	whole blood
309234285	GSM9234285				30173	Homo sapiens		ici_irae	E2319038	whole blood
309234286	GSM9234286				30173	Homo sapiens		ici_irae	E2319040	whole blood
309234287	GSM9234287				30173	Homo sapiens		ici_irae	E2319041	whole blood
309282953	GSM9282953				33762	Homo sapiens		ici_colitis	Xenium_HC-UC-ICI_5k	Non-IBD controls and patients with either ulcerative colitis (UC) or immune checkpoint inhibitor-induced colitis (ICI)
309282954	GSM9282954				33762	Homo sapiens		ici_colitis	Xenium_HC-UC-ICI_290_Rep1	Non-IBD controls and patients with either ulcerative colitis (UC) or immune checkpoint inhibitor-induced colitis (ICI)
309282955	GSM9282955				33762	Homo sapiens		ici_colitis	Xenium_HC-UC-ICI_290_Rep2	Non-IBD controls and patients with either ulcerative colitis (UC) or immune checkpoint inhibitor-induced colitis (ICI)
309282956	GSM9282956				33762	Homo sapiens		ici_colitis	Xenium_HC-UC-ICI_480_Slide1	Non-IBD controls and patients with either ulcerative colitis (UC) or immune checkpoint inhibitor-induced colitis (ICI)
309282957	GSM9282957				33762	Homo sapiens		ici_colitis	Xenium_HC-UC-ICI_480_Slide2	Non-IBD controls and patients with either ulcerative colitis (UC) or immune checkpoint inhibitor-induced colitis (ICI)
309411001	GSM9411001				33582	Homo sapiens		ici_irae	Patient ID 10001-Pre	Metastatic Prostate Cancer Bone Biopsy
309411002	GSM9411002				33582	Homo sapiens		ici_irae	Patient ID 10003-Pre	Metastatic Prostate Cancer Bone Biopsy
309411003	GSM9411003				33582	Homo sapiens		ici_irae	Patient ID 10004-Pre	Metastatic Prostate Cancer Bone Biopsy
309411004	GSM9411004				33582	Homo sapiens		ici_irae	Patient ID 10011-Pre	Metastatic Prostate Cancer Bone Biopsy
309411005	GSM9411005				33582	Homo sapiens		ici_irae	Patient ID 20008-Pre	Metastatic Prostate Cancer Bone Biopsy
309411006	GSM9411006				33582	Homo sapiens		ici_irae	Patient ID 20009-Pre	Metastatic Prostate Cancer Bone Biopsy
309411007	GSM9411007				33582	Homo sapiens		ici_irae	Patient ID 20011-Pre	Metastatic Prostate Cancer Bone Biopsy
309411008	GSM9411008				33582	Homo sapiens		ici_irae	Patient ID 20013-Pre	Metastatic Prostate Cancer Bone Biopsy
309411009	GSM9411009				33582	Homo sapiens		ici_irae	Patient ID 30002-Pre	Metastatic Prostate Cancer Bone Biopsy
309411010	GSM9411010				33582	Homo sapiens		ici_irae	Patient ID 30005-Pre	Metastatic Prostate Cancer Bone Biopsy
309411011	GSM9411011				33582	Homo sapiens		ici_irae	Patient ID 30008-Pre	Metastatic Prostate Cancer Bone Biopsy
309411012	GSM9411012				33582	Homo sapiens		ici_irae	Patient ID 30012-Pre	Metastatic Prostate Cancer Bone Biopsy
309411013	GSM9411013				33582	Homo sapiens		ici_irae	Patient ID 10001-Post	Metastatic Prostate Cancer Bone Biopsy
309411014	GSM9411014				33582	Homo sapiens		ici_irae	Patient ID 10003-Post	Metastatic Prostate Cancer Bone Biopsy
309411015	GSM9411015				33582	Homo sapiens		ici_irae	Patient ID 10004-Post	Metastatic Prostate Cancer Bone Biopsy
309411016	GSM9411016				33582	Homo sapiens		ici_irae	Patient ID 10011-Post	Metastatic Prostate Cancer Bone Biopsy
309411017	GSM9411017				33582	Homo sapiens		ici_irae	Patient ID 20008-Post	Metastatic Prostate Cancer Bone Biopsy
309411018	GSM9411018				33582	Homo sapiens		ici_irae	Patient ID 20009-Post	Metastatic Prostate Cancer Bone Biopsy
309411019	GSM9411019				33582	Homo sapiens		ici_irae	Patient ID 20011-Post	Metastatic Prostate Cancer Bone Biopsy
309411020	GSM9411020				33582	Homo sapiens		ici_irae	Patient ID 20013-Post	Metastatic Prostate Cancer Bone Biopsy
309411021	GSM9411021				33582	Homo sapiens		ici_irae	Patient ID 30002-Post	Metastatic Prostate Cancer Bone Biopsy
309411022	GSM9411022				33582	Homo sapiens		ici_irae	Patient ID 30005-Post	Metastatic Prostate Cancer Bone Biopsy
309411023	GSM9411023				33582	Homo sapiens		ici_irae	Patient ID 30008-Post	Metastatic Prostate Cancer Bone Biopsy
309411024	GSM9411024				33582	Homo sapiens		ici_irae	Patient ID 30012-Post	Metastatic Prostate Cancer Bone Biopsy
309518703	GSM9518703				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample01	Whole blood
309518704	GSM9518704				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample02	Whole blood
309518705	GSM9518705				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample03	Whole blood
309518706	GSM9518706				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample04	Whole blood
309518707	GSM9518707				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample05	Whole blood
309518708	GSM9518708				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample06	Whole blood
309518709	GSM9518709				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample07	Whole blood
309518710	GSM9518710				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample08	Whole blood
309518711	GSM9518711				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample09	Whole blood
309518712	GSM9518712				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample10	Whole blood
309518713	GSM9518713				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample11	Whole blood
309518714	GSM9518714				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample12	Whole blood
309518715	GSM9518715				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample13	Whole blood
309518716	GSM9518716				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample14	Whole blood
309518717	GSM9518717				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample15	Whole blood
309518718	GSM9518718				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample16	Whole blood
309518719	GSM9518719				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample17	Whole blood
309518720	GSM9518720				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample18	Whole blood
309518721	GSM9518721				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample19	Whole blood
309518722	GSM9518722				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample20	Whole blood
309518723	GSM9518723				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample21	Whole blood
309518724	GSM9518724				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample22	Whole blood
309518725	GSM9518725				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample23	Whole blood
309518726	GSM9518726				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample24	Whole blood
309518727	GSM9518727				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample25	Whole blood
309518728	GSM9518728				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample26	Whole blood
309518729	GSM9518729				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample27	Whole blood
309518730	GSM9518730				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample28	Whole blood
309518731	GSM9518731				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample29	Whole blood
309518732	GSM9518732				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample30	Whole blood
309518733	GSM9518733				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample31	Whole blood
309518734	GSM9518734				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample32	Whole blood
309518735	GSM9518735				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample33	Whole blood
309518736	GSM9518736				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample34	Whole blood
309518737	GSM9518737				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample35	Whole blood
309518738	GSM9518738				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample36	Whole blood
309518739	GSM9518739				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample37	Whole blood
309518740	GSM9518740				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample38	Whole blood
309518741	GSM9518741				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample39	Whole blood
309518742	GSM9518742				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample40	Whole blood
309518743	GSM9518743				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample41	Whole blood
309518744	GSM9518744				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample42	Whole blood
309518745	GSM9518745				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample43	Whole blood
309518746	GSM9518746				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample44	Whole blood
309518747	GSM9518747				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample45	Whole blood
309518748	GSM9518748				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample46	Whole blood
309518749	GSM9518749				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample47	Whole blood
309518750	GSM9518750				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample48	Whole blood
309518751	GSM9518751				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample49	Whole blood
309518752	GSM9518752				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample50	Whole blood
309518753	GSM9518753				18573	Homo sapiens		ici_irae	Pretreatment whole blood RNA-seq, Sample51	Whole blood
309555167	GSM9555167				24676	Homo sapiens		ici_irae	GEX_ANRF03	PBMC
309555180	GSM9555180				24676	Homo sapiens		ici_irae	GEX_irAE04	PBMC
309555181	GSM9555181				24676	Homo sapiens		ici_irae	GEX_irAE13	PBMC
309555183	GSM9555183				24676	Homo sapiens		ici_irae	GEX_TZ001	PBMC
309555185	GSM9555185				24676	Homo sapiens		ici_irae	GEX_Z007	PBMC
309587734	GSM9587734				24676	Homo sapiens		ici_irae	TCR_ANRF03	PBMC
309587747	GSM9587747				24676	Homo sapiens		ici_irae	TCR_irAE04	PBMC
309587748	GSM9587748				24676	Homo sapiens		ici_irae	TCR_irAE13	PBMC
309587750	GSM9587750				24676	Homo sapiens		ici_irae	TCR_TZ001	PBMC
309587752	GSM9587752				24676	Homo sapiens		ici_irae	TCR_Z007	PBMC
309871229	GSM9871229				18573	Homo sapiens		ici_colitis	Immunotherapy colitis 001	Colon (FFPE)
309871230	GSM9871230				18573	Homo sapiens		ici_colitis	Immunotherapy colitis 002	Colon (FFPE)
309871231	GSM9871231				18573	Homo sapiens		ici_colitis	Immunotherapy colitis 003	Colon (FFPE)
309874759	GSM9874759				24676	Homo sapiens		ici_irae	Patient1_First ICI-IA_GEX	knee joint
309874760	GSM9874760				24676	Homo sapiens		ici_irae	Patient1_Second ICI-IA_GEX	knee joint
309874761	GSM9874761				24676	Homo sapiens		ici_irae	Patient2_First ICI-IA_GEX	knee joint
309874762	GSM9874762				24676	Homo sapiens		ici_irae	Patient2_Second ICI-IA_GEX	knee joint
309874763	GSM9874763				24676	Homo sapiens		ici_irae	Patient3_First ICI-IA_GEX	knee joint
309874764	GSM9874764				24676	Homo sapiens		ici_irae	Patient3_Second ICI-IA_GEX	knee joint
309874768	GSM9874768				24676	Homo sapiens		ici_irae	Patient1_First ICI-IA_TCR	knee joint
309874769	GSM9874769				24676	Homo sapiens		ici_irae	Patient1_Second ICI-IA_TCR	knee joint
309874770	GSM9874770				24676	Homo sapiens		ici_irae	Patient2_First ICI-IA_TCR	knee joint
309874771	GSM9874771				24676	Homo sapiens		ici_irae	Patient2_Second ICI-IA_TCR	knee joint
309874772	GSM9874772				24676	Homo sapiens		ici_irae	Patient3_First ICI-IA_TCR	knee joint
309874773	GSM9874773				24676	Homo sapiens		ici_irae	Patient3_Second ICI-IA_TCR	knee joint
309874777	GSM9874777				24676	Homo sapiens		ici_irae	Patient2_First ICI-IA_BCR	knee joint
309874778	GSM9874778				24676	Homo sapiens		ici_irae	Patient2_Second ICI-IA_BCR	knee joint
309874779	GSM9874779				24676	Homo sapiens		ici_irae	Patient3_First ICI-IA_BCR	knee joint
309874780	GSM9874780				24676	Homo sapiens		ici_irae	Patient3_Second ICI-IA_BCR	knee joint
