donor	cohort_id	matrix	compartment	CLDN4	PRKDC	LIG4	STING1	HLA-A	HLA-B	HLA-C	PTPRC	EPCAM	n_aliquots	NHEJ_mean	MHC_I
GTEX-W5X1	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.0327	5.3712	0.1903	5.5348	9.0388	10.5116	9.0595	2.1702	0.7146	1	2.78075	9.536633333333333
GTEX-WEY5	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.2644	4.7783	1.1833	4.3342	8.4454	9.7954	8.2897	1.1316	4.0055	1	2.9808	8.8435
GTEX-WFG7	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	8.2428	4.5342	0.1257	3.6635	9.5541	10.2683	9.332	0.8961	0.6145	1	2.32995	9.718133333333334
GTEX-WFON	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	6.8039	5.8329	2.694	5.643	8.1628	8.5203	8.4088	2.4117	3.1261	1	4.263450000000001	8.363966666666668
GTEX-WH7G	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.2956	5.5961	0.7664	5.0696	7.7946	9.6891	8.3262	1.0151	3.7259	1	3.18125	8.603299999999999
GTEX-WHPG	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.3696	5.3071	1.2147	5.0505	8.9217	9.6849	8.6985	1.9226	3.7302	1	3.2609	9.1017
GTEX-WHSB	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.9112	5.1461	0.7493	2.9562	8.8264	9.7752	7.9852	-1.1811	0.1903	1	2.9476999999999998	8.862266666666665
GTEX-WHSE	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.0061	5.5732	0.8082	6.0573	9.5472	10.2452	8.3213	2.1988	3.8147	1	3.1907	9.371233333333334
GTEX-WHWD	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.3907	5.6944	1.1512	4.6977	9.2081	9.9786	9.0579	1.3109	3.7072	1	3.4228	9.414866666666667
GTEX-WI4N	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.9694	4.839	-0.9686	5.8888	9.8736	10.3482	8.921	1.2992	1.692	1	1.9352000000000003	9.714266666666667
GTEX-WK11	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.5144	5.4128	2.2723	5.3618	8.5947	10.0579	8.3392	2.1411	4.3184	1	3.84255	8.997266666666667
GTEX-WRHU	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.0556	5.6005	1.595	5.4919	9.5104	10.2057	8.3276	2.0111	3.5815	1	3.59775	9.347900000000001
GTEX-WXYG	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.5978	5.4002	-0.013	4.773	8.8224	9.6744	9.0254	0.6517	2.118	1	2.6936	9.174066666666667
GTEX-WY7C	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.27	5.5233	0.8883	4.4404	8.668	9.5937	8.4613	1.2271	4.1498	1	3.2058	8.907666666666666
GTEX-WYBS	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	6.8956	5.1343	1.7009	5.8146	9.5772	10.3541	8.8433	3.8085	3.4424	1	3.4175999999999997	9.591533333333333
GTEX-WYJK	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.032	5.4819	2.328	5.1883	8.1642	9.067	8.0051	1.3567	4.2335	1	3.9049500000000004	8.4121
GTEX-WYVS	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	6.9623	5.5687	2.0395	5.9582	9.0878	9.9706	8.6347	3.1129	2.4753	1	3.8041	9.231033333333334
GTEX-X3Y1	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	6.9384	5.0453	0.9419	5.5907	8.9904	9.8575	9.0254	1.3225	2.9655	1	2.9936	9.2911
GTEX-X4EO	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.4226	5.4145	0.5271	5.1457	9.4341	10.4293	8.7811	2.3222	3.2959	1	2.9708	9.548166666666667
GTEX-X4EP	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	8.0224	5.3872	1.2934	6.2064	9.134	10.3481	9.075	2.2633	3.8431	1	3.3403	9.519033333333335
GTEX-X585	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.8638	4.843	-0.8599	4.8038	9.6583	10.5405	8.8545	-0.5973	2.2693	1	1.99155	9.684433333333333
GTEX-X8HC	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	6.9311	4.81	-1.2481	5.9823	10.3637	10.8094	9.5196	3.2096	3.0619	1	1.7809499999999998	10.2309
GTEX-XAJ8	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	6.9422	5.4822	1.6093	3.9709	8.7456	9.8192	7.8074	0.6239	2.7465	1	3.54575	8.790733333333334
GTEX-XBEC	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	6.9041	4.7772	1.1316	5.5361	8.5989	9.9105	9.012	1.787	2.3251	1	2.9543999999999997	9.1738
GTEX-XBED	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.4915	5.1784	0.9191	4.8595	8.6439	9.6796	9.233	2.2543	3.6543	1	3.04875	9.185500000000001
GTEX-XBEW	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.5811	4.9079	-0.5543	4.1652	9.2176	10.0452	9.5297	0.8246	1.0151	1	2.1768	9.597499999999998
GTEX-XK95	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.2418	5.2784	1.0847	5.4317	8.5094	9.4238	8.9663	1.6875	3.866	1	3.18155	8.9665
GTEX-XOT4	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.7545	4.8802	0.4016	5.0423	9.0342	9.974	9.4069	1.5316	4.5072	1	2.6409000000000002	9.4717
GTEX-XOTO	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.0273	5.0777	0.0718	4.3306	8.8641	9.8143	9.0541	1.0711	2.9562	1	2.57475	9.244166666666667
GTEX-XPVG	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	6.7068	5.1595	0.6517	5.2634	8.1386	9.169	7.5345	2.0395	2.2783	1	2.9056	8.280700000000001
GTEX-XQ3S	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	6.3994	5.2597	0.6425	4.8783	8.8442	10.0921	8.6643	1.1641	2.1013	1	2.9511	9.2002
GTEX-XQ8I	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.8399	5.2122	0.3231	5.1934	9.018	9.7575	8.611	0.1903	1.9601	1	2.76765	9.128833333333334
GTEX-XUJ4	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.8781	4.9855	-0.1345	5.2821	8.9164	9.7856	9.1396	2.0004	3.5349	1	2.4255	9.280533333333333
GTEX-XUW1	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.3607	5.0339	0.2029	4.7587	9.0353	9.8837	8.497	1.1512	2.4306	1	2.6184	9.138666666666666
GTEX-XV7Q	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	6.9825	5.2177	1.4441	5.4595	8.6987	9.5758	8.5621	1.692	1.5854	1	3.3308999999999997	8.945533333333332
GTEX-XXEK	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	6.939	5.3417	1.1641	5.1506	9.6451	10.8415	8.6317	1.4808	3.6894	1	3.2529000000000003	9.7061
GTEX-Y111	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	6.7405	4.8949	0.3685	4.0926	9.4006	9.8952	8.4821	1.0573	2.6278	1	2.6317	9.259300000000001
GTEX-Y114	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.4506	4.5958	-0.6873	3.6066	9.0378	9.596	8.9364	0.0158	1.3397	1	1.9542499999999998	9.190066666666667
GTEX-Y3I4	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.1546	4.6826	-0.1187	4.1392	7.9833	9.4213	8.8224	0.8805	1.5115	1	2.28195	8.742333333333335
GTEX-Y3IK	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.0542	5.0828	0.2762	5.2223	9.4092	10.2704	8.9079	1.5998	2.6647	1	2.6795	9.529166666666667
GTEX-Y5V5	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.1413	5.2122	2.3536	5.4874	9.1407	10.1467	9.6765	3.1749	2.5536	1	3.7829	9.654633333333333
GTEX-Y5V6	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	6.4507	4.562	1.2516	4.3342	8.109	8.8851	7.9951	1.2271	3.1458	1	2.9068	8.329733333333333
GTEX-Y8E4	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.389	5.2118	0.605	5.0229	9.5092	10.194	8.969	2.6783	3.9337	1	2.9084000000000003	9.557400000000001
GTEX-Y8LW	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.3053	5.0313	-0.0725	5.4483	9.449	10.032	8.7957	1.9302	2.7336	1	2.4794	9.425566666666667
GTEX-Y9LG	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.2524	4.86	0.4125	3.3017	8.4335	8.9552	8.2801	0.1519	1.5165	1	2.63625	8.556266666666666
GTEX-YB5K	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	6.3586	4.9663	1.3511	5.2361	8.6851	9.5606	9.0031	1.5266	4.4277	1	3.1587	9.082933333333333
GTEX-YEC3	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	6.98735	4.76535	1.01955	4.17695	7.9502500000000005	8.584150000000001	7.9924	-0.04729999999999995	3.6052999999999997	2	2.8924499999999997	8.175600000000001
GTEX-YEC4	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	6.9107	5.0	1.0363	4.9402	8.7385	9.6304	8.5508	2.4412	2.5972	1	3.01815	8.973233333333333
GTEX-YECK	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	8.0759	4.975	0.9038	3.8541	9.6391	10.4716	8.4323	0.7233	2.8582	1	2.9394	9.514333333333333
GTEX-YF7O	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.1754	5.1031	3.3911	5.1469	8.0458	8.3902	7.803	1.7446	5.2661	1	4.2471	8.079666666666666
GTEX-YFCO	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	8.1522	5.0934	0.7146	3.838	8.3587	9.2891	8.319	-0.2328	2.9911	1	2.904	8.6556
GTEX-YJ8O	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	6.55	5.1851	1.3225	5.4436	8.8494	9.5292	8.1878	2.7951	3.1145	1	3.2538	8.855466666666667
GTEX-Z93S	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.1088	4.7587	0.9716	4.6148	9.2406	10.3091	9.2736	1.1833	3.0808	1	2.86515	9.607766666666668
GTEX-ZA64	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.1067	4.4823	0.5955	5.1631	8.4255	9.4242	8.2972	1.595	2.5036	1	2.5389000000000004	8.715633333333333
GTEX-ZAB4	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.7382	4.7809	1.0915	4.9533	9.2603	10.2814	9.2937	2.7357	1.4652	1	2.9362	9.6118
GTEX-ZAB5	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	5.0854	5.0357	2.3788	5.7501	9.2801	10.1374	9.2641	3.7335	0.547	1	3.70725	9.560533333333332
GTEX-ZAK1	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.0694	4.9538	0.6608	4.9055	8.873	9.5417	9.018	1.9111	3.245	1	2.8073	9.144233333333334
GTEX-ZC5H	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	8.0024	5.1301	1.1833	4.8228	9.9831	10.6033	9.5995	1.9895	2.6278	1	3.1567	10.061966666666669
GTEX-ZDTS	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	6.8486	5.2138	0.4447	5.3622	8.773	9.9373	8.6342	1.3679	3.3605	1	2.82925	9.114833333333333
GTEX-ZDTT	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.5263	4.7022	1.0079	3.4277	8.2919	9.5014	7.7729	0.9419	3.2251	1	2.8550500000000003	8.522066666666667
GTEX-ZDXO	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	6.7737	5.1716	0.7579	5.366	9.0474	10.2481	8.6573	2.8402	4.3793	1	2.96475	9.3176
GTEX-ZDYS	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.0299	5.3427	0.8246	4.664	8.9044	9.5063	8.4152	1.614	3.1987	1	3.08365	8.941966666666666
GTEX-ZE7O	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.7975	4.6787	0.6608	4.0523	9.8746	10.1796	8.6642	0.8082	2.8076	1	2.66975	9.5728
GTEX-ZE9C	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.8192	5.0989	2.2268	3.9318	9.4248	10.3495	9.0418	-0.0277	4.0462	1	3.66285	9.605366666666667
GTEX-ZF29	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.1258	5.2649	1.1316	3.8239	8.9981	9.6776	9.5135	0.3346	1.1447	1	3.19825	9.3964
GTEX-ZLFU	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	8.1965	4.9374	0.547	5.7589	9.066	9.8309	8.5735	0.547	1.9675	1	2.7422	9.1568
GTEX-ZLV1	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.8873	4.9524	0.4865	4.245	9.0003	9.5801	8.4603	1.0915	1.7141	1	2.71945	9.013566666666666
GTEX-ZLWG	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.1008	5.2873	1.5563	5.0409	8.3897	9.0973	8.7744	1.3051	4.3249	1	3.4218	8.7538
GTEX-ZP4G	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.9885	4.9764	1.3283	4.6323	8.2486	9.0656	8.3277	1.4441	2.4439	1	3.15235	8.5473
GTEX-ZPCL	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.452	4.8125	1.0363	3.074	8.2671	9.2555	7.7755	0.517	1.3051	1	2.9244	8.432699999999999
GTEX-ZPU1	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	6.4775	4.8425	0.4125	5.033	8.7546	9.3974	8.3586	1.4756	2.826	1	2.6275	8.836866666666667
GTEX-ZT9W	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	6.7043	5.0086	1.4859	4.9933	8.1751	8.8978	8.1448	2.4144	4.891	1	3.24725	8.4059
GTEX-ZT9X	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.3222	4.9654	1.3283	4.1756	9.4379	10.4233	9.9451	2.1734	1.8363	1	3.1468499999999997	9.935433333333334
GTEX-ZTSS	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.4188	4.996	0.6699	4.9341	8.4871	9.5568	8.5759	3.0893	2.8897	1	2.8329500000000003	8.873266666666668
GTEX-ZTTD	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	6.8559	5.1839	1.4441	4.9691	8.1454	9.5916	8.614	1.1184	3.421	1	3.314	8.783666666666667
GTEX-ZTX8	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.4266	4.2624	-1.0862	3.3003	9.2173	9.7306	8.2717	0.434	0.8961	1	1.5881000000000003	9.0732
GTEX-ZU9S	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	6.808	4.7307	0.1257	5.2563	8.4752	9.4923	8.5278	1.2756	2.8482	1	2.4282	8.831766666666667
GTEX-ZUA1	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	5.8291	4.8151	1.9859	5.3688	7.3944	8.3826	8.3635	1.0983	4.5553	1	3.4005	8.046833333333334
GTEX-ZV7C	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	1.125	4.7458	2.299	6.109	8.8008	9.4544	8.7751	5.9016	1.2394	1	3.5224	9.010100000000001
GTEX-ZVE1	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	5.9887	5.1375	2.2663	4.7027	8.6556	9.7903	8.5635	-0.2671	4.3841	1	3.7019	9.003133333333333
GTEX-ZVE2	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.2861	4.9951	1.8404	5.4353	9.4028	10.4398	8.9187	3.4868	4.0055	1	3.41775	9.5871
GTEX-ZVP2	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	6.8447	5.1301	0.3796	4.5199	8.5567	9.3626	8.262	0.6145	3.3061	1	2.75485	8.7271
GTEX-ZVT2	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	6.4728	5.0968	1.2455	4.0858	8.1493	9.4753	7.9668	1.7446	0.5859	1	3.17115	8.530466666666667
GTEX-ZVTK	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	5.0597	5.7241	1.7575	5.961	8.3408	9.2036	8.5672	1.5806	4.4595	1	3.7408	8.703866666666666
GTEX-ZVZP	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.7895	4.8485	0.346	2.9013	8.6086	9.8094	8.3196	0.5859	1.412	1	2.59725	8.912533333333334
GTEX-ZWKS	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.1569	5.353	1.7403	3.6113	7.7463	9.4926	7.3701	-0.4131	3.3421	1	3.5466499999999996	8.203000000000001
GTEX-ZXG5	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.2774	4.891	0.9493	4.1376	9.237	9.83	8.9665	1.4335	3.3278	1	2.92015	9.3445
GTEX-ZY6K	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	6.8114	5.5223	0.8647	3.832	7.9462	9.5034	7.3766	1.3846	0.7579	1	3.1935000000000002	8.2754
GTEX-ZYFC	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	6.8902	5.085	0.6517	5.0423	9.6796	10.1178	9.3374	2.2113	2.7007	1	2.86835	9.711600000000002
GTEX-ZYFD	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.1589	5.0739	2.1313	6.6931	9.4645	10.4989	9.0798	2.0878	2.8955	1	3.6026	9.681066666666666
GTEX-ZYFG	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.2957	4.8161	1.2455	4.9709	8.7105	9.3908	8.5491	1.0573	3.8075	1	3.0307999999999997	8.883466666666667
GTEX-ZYT6	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	6.453	5.1843	1.4388	3.9938	8.9893	10.1944	8.2421	0.3685	2.6805	1	3.3115500000000004	9.141933333333334
GTEX-ZYVF	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	6.4681	5.6716	1.3051	4.3191	10.4926	10.9731	9.8476	1.5854	2.5852	1	3.4883499999999996	10.437766666666667
GTEX-ZYW4	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.7644	4.6583	0.3907	5.3754	9.9803	10.5896	9.0329	1.0573	3.991	1	2.5244999999999997	9.867600000000001
GTEX-ZYWO	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.4786	5.5078	0.8883	5.1676	8.8263	9.7303	7.9864	1.2271	2.872	1	3.19805	8.847666666666667
GTEX-ZYY3	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.1032	5.2242	1.2023	3.7762	9.5537	10.7232	8.3254	0.5666	1.4065	1	3.21325	9.5341
GTEX-ZZ64	GTEx-Skin - Not Sun Exposed (Suprapubic)	Toil	GTEx_normal	7.301	5.079	1.4494	4.7693	8.5505	9.1511	8.0553	1.9859	3.0944	1	3.2641999999999998	8.585633333333334
GTEX-111CU	GTEx-Skin - Sun Exposed (Lower Leg)	Toil	GTEx_normal	6.0224	5.2091	1.412	5.5916	7.9078	8.7516	8.3626	0.8246	2.2391	1	3.31055	8.340666666666666
GTEX-111FC	GTEx-Skin - Sun Exposed (Lower Leg)	Toil	GTEx_normal	7.4426	5.0	1.2209	4.2126	8.6412	9.2308	8.372	-0.013	2.5536	1	3.11045	8.748
GTEX-111VG	GTEx-Skin - Sun Exposed (Lower Leg)	Toil	GTEx_normal	7.0693	5.3056	0.8883	5.2338	8.4251	9.3811	8.0007	2.108	3.8401	1	3.09695	8.6023
GTEX-1122O	GTEx-Skin - Sun Exposed (Lower Leg)	Toil	GTEx_normal	7.9648	4.623	0.9191	3.1045	8.7094	9.467	9.3194	-0.6416	1.4494	1	2.7710500000000002	9.165266666666668
GTEX-1128S	GTEx-Skin - Sun Exposed (Lower Leg)	Toil	GTEx_normal	7.6889	5.0553	0.8246	4.4236	8.973	9.9844	7.994	1.3511	3.906	1	2.93995	8.9838
GTEX-113IC	GTEx-Skin - Sun Exposed (Lower Leg)	Toil	GTEx_normal	5.862	4.9369	1.8242	6.439	9.7043	10.2213	9.1258	3.5851	3.6463	1	3.38055	9.6838
GTEX-113JC	GTEx-Skin - Sun Exposed (Lower Leg)	Toil	GTEx_normal	7.1659	5.3406	1.0642	5.2899	9.4207	10.2514	9.5323	2.8602	4.174	1	3.2024	9.7348
GTEX-117XS	GTEx-Skin - Sun Exposed (Lower Leg)	Toil	GTEx_normal	6.6806	5.0798	0.2642	4.0875	8.6922	9.88	8.0743	0.7321	1.6649	1	2.6719999999999997	8.882166666666668
GTEX-117YW	GTEx-Skin - Sun Exposed (Lower Leg)	Toil	GTEx_normal	6.8948	5.0998	0.3907	6.0719	8.8486	9.5398	8.7977	1.6785	3.9819	1	2.74525	9.062033333333332
GTEX-117YX	GTEx-Skin - Sun Exposed (Lower Leg)	Toil	GTEx_normal	7.897	5.0841	0.6332	5.0113	8.3889	9.3048	8.0548	1.3109	4.3292	1	2.85865	8.582833333333333
GTEX-1192X	GTEx-Skin - Sun Exposed (Lower Leg)	Toil	GTEx_normal	6.9642	5.3872	1.0711	5.8089	9.0982	9.9909	8.3714	1.884	3.1377	1	3.2291499999999997	9.153500000000001
GTEX-11DXW	GTEx-Skin - Sun Exposed (Lower Leg)	Toil	GTEx_normal	6.6207	5.2928	0.9862	5.4115	9.5006	10.2953	9.2272	2.2268	2.0535	1	3.1395	9.674366666666666
GTEX-11DXX	GTEx-Skin - Sun Exposed (Lower Leg)	Toil	GTEx_normal	6.8764	5.6183	0.9268	4.9189	8.179	9.1081	8.0164	1.6512	3.3407	1	3.27255	8.434500000000002
GTEX-11DXY	GTEx-Skin - Sun Exposed (Lower Leg)	Toil	GTEx_normal	6.9077	5.3622	1.6875	5.3434	8.3931	9.5519	8.9199	1.9601	3.5287	1	3.52485	8.954966666666666
GTEX-11DXZ	GTEx-Skin - Sun Exposed (Lower Leg)	Toil	GTEx_normal	7.625	5.3302	-0.0277	4.5454	8.8931	9.4867	8.8467	1.5758	1.5854	1	2.6512499999999997	9.0755
GTEX-11DYG	GTEx-Skin - Sun Exposed (Lower Leg)	Toil	GTEx_normal	7.2563	5.1363	-0.4325	4.2721	9.0367	9.7828	8.7878	0.3685	1.6327	1	2.3519	9.202433333333333
GTEX-11DZ1	GTEx-Skin - Sun Exposed (Lower Leg)	Toil	GTEx_normal	7.1236	4.9374	0.3796	5.4758	8.6929	9.6576	8.8546	1.6695	3.3221	1	2.6585	9.068366666666668
GTEX-11EI6	GTEx-Skin - Sun Exposed (Lower Leg)	Toil	GTEx_normal	6.9152	5.5711	1.8444	5.2161	8.8225	10.0466	8.7379	2.4008	1.1512	1	3.7077500000000003	9.202333333333334
GTEX-11EM3	GTEx-Skin - Sun Exposed (Lower Leg)	Toil	GTEx_normal	7.7431	4.7181	0.517	4.2691	9.0824	9.7567	9.2851	1.2516	3.835	1	2.61755	9.374733333333333
GTEX-11EMC	GTEx-Skin - Sun Exposed (Lower Leg)	Toil	GTEx_normal	6.5693	5.7903	1.4859	6.6387	9.2722	9.8329	8.7641	2.8301	2.6738	1	3.6381	9.289733333333333
GTEX-11EQ8	GTEx-Skin - Sun Exposed (Lower Leg)	Toil	GTEx_normal	3.2236	5.7761	2.6693	6.7528	9.4448	10.1327	9.9153	2.5948	-1.0862	1	4.2227	9.830933333333334
GTEX-11EQ9	GTEx-Skin - Sun Exposed (Lower Leg)	Toil	GTEx_normal	7.6955	5.3194	1.2875	3.7475	8.5984	9.1246	7.878	0.8883	2.5707	1	3.3034499999999998	8.533666666666667
GTEX-11GS4	GTEx-Skin - Sun Exposed (Lower Leg)	Toil	GTEx_normal	7.0226	5.1997	0.5859	5.4745	9.0954	10.0269	9.1698	1.4962	4.0357	1	2.8928	9.4307
GTEX-11GSO	GTEx-Skin - Sun Exposed (Lower Leg)	Toil	GTEx_normal	7.6948	5.4562	0.2522	5.6171	9.067	10.0204	8.4192	2.0535	2.6019	1	2.8542	9.168866666666668
GTEX-11H98	GTEx-Skin - Sun Exposed (Lower Leg)	Toil	GTEx_normal	7.4082	5.1052	-0.2328	5.3377	9.5728	10.0734	9.0053	1.6964	2.4649	1	2.4362	9.5505
GTEX-11ILO	GTEx-Skin - Sun Exposed (Lower Leg)	Toil	GTEx_normal	6.9509	5.3625	0.3573	6.5124	8.9001	9.7641	9.1783	1.7053	3.5669	1	2.8599	9.280833333333334
GTEX-11LCK	GTEx-Skin - Sun Exposed (Lower Leg)	Toil	GTEx_normal	7.2372	5.5132	1.196	4.7165	9.4174	9.7477	8.7029	1.6187	3.1939	1	3.3546	9.289333333333333
GTEX-11NSD	GTEx-Skin - Sun Exposed (Lower Leg)	Toil	GTEx_normal	7.4119	5.17	1.9786	5.4125	8.5588	9.6884	8.2222	0.9115	3.1491	1	3.5743	8.823133333333333
GTEX-11NUK	GTEx-Skin - Sun Exposed (Lower Leg)	Toil	GTEx_normal	6.2352	5.3284	1.0151	5.6651	9.1735	9.6524	8.6806	2.9071	3.4556	1	3.1717500000000003	9.168833333333334
GTEX-11O72	GTEx-Skin - Sun Exposed (Lower Leg)	Toil	GTEx_normal	6.6433	5.5973	1.9859	6.0531	9.2278	9.866	8.5591	2.496	2.876	1	3.7916	9.217633333333334
GTEX-11OC5	GTEx-Skin - Sun Exposed (Lower Leg)	Toil	GTEx_normal	6.3076	5.067	0.8327	5.1772	8.9643	9.5429	9.0076	1.4065	3.5174	1	2.94985	9.1716
