gene	logFC	AveExpr	t	P.Value	method	contrast	adj.P.Val
ALG14	0.21334931593159312	0.056160900473933656	1.0867187948748778	0.27839242795347646	limma	Tumor-NAT	0.32454398849827526
KIAA0513	-0.21830574257425747	0.23021706161137445	-1.0863572602524638	0.2785519162802171	limma	Tumor-NAT	0.32468873335846227
DOCK8	-0.2205914221422142	0.053039336492891	-1.0861496521112877	0.2786435293718711	limma	Tumor-NAT	0.32475433406757126
HIRA	0.18344789378937884	0.11276208530805688	1.0823062418371605	0.28034327452848984	limma	Tumor-NAT	0.3266939313035819
L3MBTL3	-0.20286963996399643	0.0012563981042654044	-1.0803223655045489	0.2812234122519305	limma	Tumor-NAT	0.3276780403153516
HINT2	-0.21762229522952292	0.19020900473933644	-1.0801053206460325	0.28131981771518044	limma	Tumor-NAT	0.3277488204614303
C18orf32	0.24848235823582368	-0.03693270142180095	1.0789302164006134	0.281842159458213	limma	Tumor-NAT	0.3283157525450489
RBM47	-0.23174553105310533	-0.1001864928909953	-1.0782359262483996	0.28215108728348554	limma	Tumor-NAT	0.32863396821980934
PRKAA2	-0.30485157515751576	-0.15223033175355452	-1.07719207257842	0.28261599019479866	limma	Tumor-NAT	0.32913375137866124
SERPINB4	0.5980432763276333	-7.262141706161138	1.0767090505710168	0.28283129141318164	limma	Tumor-NAT	0.32934275932833557
SNED1	0.2495113771377137	0.04596018957345972	1.0764170364425292	0.28296150746179305	limma	Tumor-NAT	0.3294526494909222
KNL1	0.3613613231323131	-0.6710620853080568	1.0762447132448594	0.2830383696686986	limma	Tumor-NAT	0.3295003996991778
NIT2	-0.1842541224122413	0.1696492890995261	-1.076133787790432	0.28308785385914814	limma	Tumor-NAT	0.329516269607324
ARFGEF3	0.2555488838883888	-0.24505071090047398	1.075974743365553	0.2831588143714489	limma	Tumor-NAT	0.32955713092161415
EIF4EBP2	-0.19288733573357325	0.11235450236966825	-1.0730535076311536	0.28446433466206517	limma	Tumor-NAT	0.33103465432755647
SGF29	-0.189855103510351	0.14618578199052135	-1.0698914537376099	0.28588209453369196	limma	Tumor-NAT	0.3326424016785875
METTL16	-0.1822317371737174	0.09659668246445496	-1.0688856651508984	0.286334063073407	limma	Tumor-NAT	0.33312612325413715
GNAI3	-0.19635883888388836	0.08558530805687203	-1.0687064106748638	0.28641466518752184	limma	Tumor-NAT	0.3331777227868008
ZBTB17	-0.20466545454545468	0.19950236966824644	-1.067476421351885	0.28696814847410534	limma	Tumor-NAT	0.3337793283504812
LNPK	0.20080197119711973	0.015926066350710887	1.0670334343786299	0.2871676663138291	limma	Tumor-NAT	0.3339691283171458
INTS9	0.1825617461746174	0.061830805687203776	1.0657093900677688	0.28776456741518813	limma	Tumor-NAT	0.33462096901733224
TMEM41A	0.22558131413141316	0.060196682464454976	1.0633763572310289	0.2888183870624877	limma	Tumor-NAT	0.33580389569782726
TUT7	0.18376811881188126	0.053115165876777254	1.062452141732617	0.2892365741217962	limma	Tumor-NAT	0.33624757813729184
CERS4	-0.34435405940594066	-0.31767701421800953	-1.0610650393775125	0.28986497779656967	limma	Tumor-NAT	0.3369339582795789
TOR1A	-0.19392890189018902	0.06926398104265404	-1.0609871113793765	0.28990030922368726	limma	Tumor-NAT	0.3369339582795789
UBE2E2	0.19397072007200725	0.017857819905213273	1.060534954234716	0.29010536834975387	limma	Tumor-NAT	0.33712965488716495
SMAD1	-0.2337249054905491	0.13093507109004743	-1.058875212029234	0.29085892564997146	limma	Tumor-NAT	0.33796262776850666
CHST15	0.2697906840684069	-0.29493696682464454	1.0586457806464014	0.29096319645813923	limma	Tumor-NAT	0.3380410490009806
HTRA1	0.3160119621962195	-0.08946729857819904	1.0572865977493737	0.29158143021279087	limma	Tumor-NAT	0.33871649710386265
MFN2	-0.17971388838883884	0.11025781990521326	-1.057023574138418	0.2917011709343894	limma	Tumor-NAT	0.33881277164892876
LRRN4	-0.3420452880288032	-0.5010917061611375	-1.0564516438170688	0.2919616553739574	limma	Tumor-NAT	0.3390724759340463
AKR1C1	-0.5084769936993716	-3.029663981042654	-1.0563537770375153	0.29200624435511596	limma	Tumor-NAT	0.33908141400731157
MAPKAPK5	-0.22181889288928885	-0.05252037914691945	-1.0562495376830643	0.2920537418056833	limma	Tumor-NAT	0.33909372674785687
ACAN	-0.33293316831683184	-0.4201338862559241	-1.0539400410813593	0.29310742234392445	limma	Tumor-NAT	0.34025865074007194
MAPKAPK3	0.19701947794779476	0.011195734597156403	1.0538881945955783	0.29313110614295396	limma	Tumor-NAT	0.34025865074007194
HMGCS1	-0.2831904140414042	-0.22778530805687203	-1.0534833313256013	0.2933160947047757	limma	Tumor-NAT	0.3404303859618125
PTGR2	-0.2481595499549955	-0.0541	-1.0517526992471677	0.29410773768993503	limma	Tumor-NAT	0.34130608801871126
LIN54	0.1881911206120611	0.08211208530805686	1.0516335914543347	0.2941622741810772	limma	Tumor-NAT	0.3413262797624392
G6PD	0.25732892889288916	-0.3713454976303318	1.0505781471565536	0.29464583417480933	limma	Tumor-NAT	0.34184421382235197
NDUFA4L2	0.4159716921692165	-1.7832189573459714	1.0485053215074578	0.29559707605117275	limma	Tumor-NAT	0.34290454701329404
ARMT1	-0.18362504950495048	0.11826635071090047	-1.0481491606125362	0.2957607303473976	limma	Tumor-NAT	0.3430510944753825
MGRN1	0.20065877587758774	0.10356824644549764	1.0475975033601372	0.2960143348887066	limma	Tumor-NAT	0.3433019245378047
SPG7	-0.1978238793879388	0.05967203791469196	-1.0463457527523783	0.29659032562271614	limma	Tumor-NAT	0.3439265307593217
LYAR	0.19956951395139508	-0.020053080568720367	1.0453385541194637	0.29705433405467213	limma	Tumor-NAT	0.3444211409482139
RPEL1	-0.21965784428442853	0.1857656398104265	-1.0450567180973689	0.29718426116152724	limma	Tumor-NAT	0.34452832294848595
ZNF532	-0.19745680468046814	0.05384360189573459	-1.043539149891652	0.2978845215106414	limma	Tumor-NAT	0.3452965868589109
UBALD1	-0.20445325382538238	-0.06873056872037915	-1.0428082992081864	0.29822215797917223	limma	Tumor-NAT	0.3456443699856963
RAB11B	-0.18921183618361836	0.1716478672985782	-1.0424074803234906	0.29840743648513846	limma	Tumor-NAT	0.34581550229919394
DCPS	0.18852149414941494	0.13558530805687202	1.041876126267444	0.2986531741775913	limma	Tumor-NAT	0.34605664698263255
SETD1B	-0.20165978397839782	0.1615	-1.0407089488471635	0.29919344152390365	limma	Tumor-NAT	0.346638966475003
FAM193A	0.2011339333933393	0.06028625592417061	1.0386228984433457	0.30016067514854716	limma	Tumor-NAT	0.34771575060376825
WDR77	0.18316264626462647	-0.012611374407582953	1.038490645387108	0.30022206727116735	limma	Tumor-NAT	0.34774303973400117
NUP214	0.19524331233123313	-0.06871042654028435	1.0368801264634153	0.300970349601727	limma	Tumor-NAT	0.34856583709544775
PHF21A	0.19641107110711076	0.05509241706161138	1.0359537003477426	0.3014013538434507	limma	Tumor-NAT	0.3490210209367715
GEMIN2	-0.2031766336633663	-0.11398483412322274	-1.0351014110699315	0.30179823253265803	limma	Tumor-NAT	0.34943657787952376
TXNL4B	-0.19693029702970305	0.1618052132701422	-1.0344576705971198	0.3020982301013272	limma	Tumor-NAT	0.34973987062114853
FAM171B	-0.2501323762376238	0.21966161137440754	-1.0338995210369193	0.3023585020742005	limma	Tumor-NAT	0.3499971023380324
ATP13A3	0.19561586858685867	-0.12726966824644548	1.0332110060208097	0.30267977196185547	limma	Tumor-NAT	0.35032486892096887
BRD2	0.17753625562556255	0.031189099526066348	1.0327086263030703	0.30291433296891374	limma	Tumor-NAT	0.3505522077961831
CNN2	-0.2007608550855086	0.18647061611374405	-1.0317463643316322	0.3033639526889917	limma	Tumor-NAT	0.3510283380542015
TRIO	-0.18856065706570657	0.08185071090047391	-1.02998076670758	0.3041900945265842	limma	Tumor-NAT	0.35193997467193294
RDH11	-0.21078506750675063	0.09039620853080567	-1.029805882726792	0.30427200641761976	limma	Tumor-NAT	0.35199043561791604
ETFB	0.19585964896489652	0.11554454976303316	1.0290902570561808	0.30460734373562776	limma	Tumor-NAT	0.35233401664663416
OTUD4	-0.1739763636363637	0.13960142180094784	-1.0281977174144075	0.30502592785025384	limma	Tumor-NAT	0.3527737892124932
STXBP4	-0.2108070387038703	0.03744218009478675	-1.028058747400927	0.30509113671099547	limma	Tumor-NAT	0.3528048109600855
RAD51B	-0.38121864086408574	-1.1159672985781992	-1.025449437458065	0.3063172318994318	limma	Tumor-NAT	0.35417809515507326
FAM169A	-0.2577527272727273	-0.20087345971563983	-1.0246101437420982	0.3067123077999172	limma	Tumor-NAT	0.3545902919483068
YBEY	0.26220313231323156	0.05418862559241707	1.0240052543247191	0.3069972546199786	limma	Tumor-NAT	0.35487508077125185
IGFBP7	-0.2476993519351935	0.09855971563981042	-1.0233485147087462	0.30730682650473684	limma	Tumor-NAT	0.35518825985978825
CNNM2	-0.2542458415841584	0.0946706161137441	-1.0230569101834053	0.307444348848752	limma	Tumor-NAT	0.35530252863936623
GSS	-0.1836590819081905	0.2535090047393365	-1.0219374613392598	0.3079726682994021	limma	Tumor-NAT	0.35586834226047337
CS	0.19849321332133213	-0.1092260663507109	1.0214146472889256	0.30821961544477794	limma	Tumor-NAT	0.3561089233881778
POMP	0.20870385238523842	0.14833364928909953	1.020325268410665	0.30873459877307996	limma	Tumor-NAT	0.35665908714471817
UCKL1	0.17426069306930697	0.012716113744075828	1.0197007366670716	0.3090300926194301	limma	Tumor-NAT	0.35695558392172705
SERPINE2	-0.32243639963996396	-0.05921658767772512	-1.0192140796612583	0.3092604822406962	limma	Tumor-NAT	0.35717681481204305
ENTR1	-0.19003847884788483	0.1843981042654028	-1.0176411126114266	0.31000592652661607	limma	Tumor-NAT	0.35799277179370875
RMDN1	-0.20451372637263726	0.09162701421800946	-1.016277187401042	0.3106532703884418	limma	Tumor-NAT	0.3586952522789157
COMT	-0.20116674167416743	0.07719763033175356	-1.0153513247719523	0.3110932132975792	limma	Tumor-NAT	0.3591130108951305
P2RX4	0.22379374437443747	-0.06456492890995258	1.0153513089048323	0.3110932208407169	limma	Tumor-NAT	0.3591130108951305
RNASE3	-0.3543908730873088	-0.6118317535545024	-1.013995432408498	0.3117382403661225	limma	Tumor-NAT	0.35981240326573305
ZNF806	0.2089625652565255	0.22833981042654028	1.0138638145136991	0.31180090106699787	limma	Tumor-NAT	0.35983953813495445
TONSL	0.22241872187218714	-0.09592037914691945	1.01313292725139	0.3121490143029156	limma	Tumor-NAT	0.3601960565546889
MARF1	0.17103948694869486	0.08110710900473933	1.010695327406888	0.3133118791625719	limma	Tumor-NAT	0.36149252841867924
SESN2	0.23021937893789376	0.11389383886255923	1.01059323399342	0.31336064573170563	limma	Tumor-NAT	0.3615034134454759
TSEN34	0.17642123312331234	0.031169194312796213	1.0085909816128729	0.31431807088156366	limma	Tumor-NAT	0.3625624233775667
ALKBH8	-0.1792778892889289	0.04363957345971565	-1.0084231087203792	0.3143984312732526	limma	Tumor-NAT	0.3626096099676829
ARHGAP35	-0.18365383438343832	0.07493649289099524	-1.0069412121675776	0.3151084020538682	limma	Tumor-NAT	0.36334872805489055
SEPT5	-0.20504037803780376	0.06277819905213271	-1.0069204737604578	0.315118345264447	limma	Tumor-NAT	0.36334872805489055
ACAD9	-0.19137707470747084	0.10924976303317534	-1.0066354498219505	0.3152550235191019	limma	Tumor-NAT	0.3634607276924317
FOXL2	0.39100031503150334	-0.35842037914691943	1.005743157538559	0.31568316027867543	limma	Tumor-NAT	0.3639086825688331
TXNL1	-0.1786095049504952	0.19593554502369667	-1.0042936199865982	0.31637949202638505	limma	Tumor-NAT	0.3646269884696833
NRF1	-0.17658606660666065	0.1414706161137441	-1.0042808729779251	0.316385619959278	limma	Tumor-NAT	0.3646269884696833
GLMP	-0.24429751575157488	0.012944075829383849	-1.0040063734548244	0.31651760051385563	limma	Tumor-NAT	0.3647333583654523
DENND1B	-0.18541212421242123	0.07605450236966825	-1.0035109220090892	0.3167559077895268	limma	Tumor-NAT	0.3649622099151988
CEP295	0.22466457245724564	0.014090047393364924	1.0031526051648092	0.3169283285160995	limma	Tumor-NAT	0.365115099948793
LAMTOR4	-0.2043864176417644	0.23061516587677724	-1.0025320653828542	0.31722707656738725	limma	Tumor-NAT	0.3654134679447119
SECISBP2	-0.2248401440144015	0.09859763033175356	-1.0017621441893374	0.3175980001175847	limma	Tumor-NAT	0.3657948896091129
MISP	-0.2566324392439244	-0.08721516587677725	-1.0016450526131244	0.317654436187802	limma	Tumor-NAT	0.3658140487410209
IDH3A	-0.1921115391539156	0.2016658767772512	-1.0015271690222616	0.31771126068173944	limma	Tumor-NAT	0.3658301150335585
ZNF106	-0.2059528352835284	0.14146587677725117	-1.0014509734225017	0.3177479935059186	limma	Tumor-NAT	0.3658301150335585
PRKRIP1	0.1722173987398739	0.18725781990521329	1.0007888684921042	0.31806730296000024	limma	Tumor-NAT	0.36615187644105235
NCSTN	0.2023532133213321	0.002486255924170605	1.0003902701803957	0.3182596346882159	limma	Tumor-NAT	0.3663274016805751
CLTB	-0.1914472727272726	0.31459336492890994	-0.9983990609840613	0.31922158204387346	limma	Tumor-NAT	0.36738862516469334
THEM4	0.2573150585058506	-0.20589431279620846	0.9979920232062407	0.3194184564608117	limma	Tumor-NAT	0.367569179082424
SUGT1	-0.17228217371737173	0.23809454976303315	-0.9977428317830122	0.31953902385572464	limma	Tumor-NAT	0.36766188886554396
UBA3	0.1675840594059405	0.13077203791469194	0.9974841716565276	0.3196642042468171	limma	Tumor-NAT	0.36775988249248914
ARSI	-0.2596391359135912	0.0540658767772512	-0.9965529538409238	0.3201151411586294	limma	Tumor-NAT	0.3682325735155147
PPP2R2A	-0.18867189018901898	0.12829668246445497	-0.9948340745629966	0.32094859829587086	limma	Tumor-NAT	0.36914510911492293
RAD23B	-0.16791302430243027	0.14963270142180096	-0.9937848094826527	0.32145807136490584	limma	Tumor-NAT	0.3696848265659221
CDH11	0.24310506750675065	-0.022446919431279647	0.9905659723925736	0.32302430162267637	limma	Tumor-NAT	0.37143955413662183
UCHL1	0.32390223222322234	-0.9107905213270143	0.9900785752631389	0.3232618966799537	limma	Tumor-NAT	0.3716662612441149
PSME1	0.19101222322232225	0.1334748815165877	0.9889941550656511	0.32379093842532575	limma	Tumor-NAT	0.3722279568564314
KYNU	0.30529211521152105	-0.4058132701421801	0.9887944875971265	0.32388840944590114	limma	Tumor-NAT	0.37229344312372153
ATR	0.18959291629162908	0.0025042654028435995	0.9880186066867342	0.32426735142911883	limma	Tumor-NAT	0.3726824092766076
BRDT	0.20806090009000908	-0.24888767772511852	0.9875999786566584	0.32447193101219873	limma	Tumor-NAT	0.372870907468507
FAM206A	0.18695617911791185	0.09992867298578198	0.9854060843327582	0.32554545010004976	limma	Tumor-NAT	0.3740577862069705
DHODH	0.22550911791179107	-0.08106966824644549	0.9846941090803867	0.32589433411758006	limma	Tumor-NAT	0.3744118531093348
DCP2	-0.17143807380738074	0.09709004739336495	-0.9841692034089615	0.32615170651396125	limma	Tumor-NAT	0.37466070923257316
GCDH	0.19589747074707475	0.10414644549763036	0.9839157919488778	0.32627600714173965	limma	Tumor-NAT	0.3747566585403311
MRI1	-0.19122273627362738	0.10975497630331753	-0.9831108649488152	0.32667103678564713	limma	Tumor-NAT	0.37516350107420754
PRDM16	-0.2557226822682268	0.06736208530805686	-0.9823049042790872	0.32706688709331166	limma	Tumor-NAT	0.37554982196931136
LITAF	0.22754301530153023	-0.12540142180094785	0.9822596071126088	0.3270891442568096	limma	Tumor-NAT	0.37554982196931136
CYFIP2	0.19203918991899194	0.024925118483412313	0.9811183115235879	0.3276502568092028	limma	Tumor-NAT	0.37614707848281076
GZMK	0.28833149414941506	-0.27048104265402845	0.9806031012529977	0.3279037634785627	limma	Tumor-NAT	0.37638650930995476
MGMT	-0.2082344284428443	0.09906255924170616	-0.9805280129952952	0.32794072098293087	limma	Tumor-NAT	0.37638650930995476
PON3	0.2912663456345636	-0.5067658767772512	0.9787211173173211	0.3288308732327888	limma	Tumor-NAT	0.3773610383172134
UEVLD	-0.16597504050405054	0.20402322274881515	-0.9785771991155073	0.3289018411070667	limma	Tumor-NAT	0.37739535850375155
SPRYD7	-0.1739978217821782	0.024308056872037912	-0.9770642424543146	0.3296485040284802	limma	Tumor-NAT	0.37820489333738133
GTF2H5	0.16955637713771365	0.2638774881516588	0.976236996556189	0.33005722735651694	limma	Tumor-NAT	0.37862655724335337
ATM	-0.17990273627362738	0.0716563981042654	-0.9741220081654118	0.3311036965259766	limma	Tumor-NAT	0.3797096649087709
ZDHHC2	-0.21419744824482453	-0.07964810426540282	-0.9740976396131519	0.3311157663535085	limma	Tumor-NAT	0.3797096649087709
AMZ2	0.18682070207020698	0.09451943127962086	0.9740301941996755	0.331149173792396	limma	Tumor-NAT	0.3797096649087709
MUT	0.19129821782178213	0.11585071090047393	0.9739949150729789	0.3311666493209343	limma	Tumor-NAT	0.3797096649087709
SNX11	-0.17811639063906387	0.12697677725118484	-0.9731141397445873	0.33160313639249195	limma	Tumor-NAT	0.38016270756933934
USF2	0.17970001800180008	0.19669336492891	0.9720540981562972	0.33212895910713414	limma	Tumor-NAT	0.3807180422990359
PPP4R1	0.16848592259225928	0.06801943127962086	0.971059889671203	0.33262261875856325	limma	Tumor-NAT	0.3812363747362458
CETN2	-0.20391391539153914	0.16917535545023696	-0.9686938539884912	0.3337993572106749	limma	Tumor-NAT	0.3825373930328321
IRF2BP1	0.1659445724572457	0.027777725118483414	0.9659708123812046	0.33515699408338023	limma	Tumor-NAT	0.38404537247479714
MRC2	-0.20401684068406836	0.07470189573459715	-0.9655035239328686	0.33539033139711055	limma	Tumor-NAT	0.3842648386774923
TMCC1	0.18365989198919885	-0.030218483412322264	0.9646425375033635	0.335820534953368	limma	Tumor-NAT	0.3847097764871501
ATP2C2	0.3399966336633664	-0.3121872037914692	0.9644346335866067	0.33592447056404184	limma	Tumor-NAT	0.384780883468857
C14orf119	0.1889145364536453	-0.022769194312796195	0.9638508735868201	0.3362164161178853	limma	Tumor-NAT	0.38506729975569887
TAP1	0.23654121512151222	-0.2678995260663507	0.9618381309957206	0.33722427374693076	limma	Tumor-NAT	0.38617347371144284
POLR2J	0.17850537353735407	0.158160663507109	0.9606561027962179	0.337817071337607	limma	Tumor-NAT	0.38680412391478086
FOXN3	-0.27571598559856036	-0.45570947867298583	-0.9601880007109594	0.338052014916913	limma	Tumor-NAT	0.3870249214127239
MOGS	0.17319984698469848	0.010851184834123223	0.9589334991793711	0.3386821786775385	limma	Tumor-NAT	0.3876795024930468
TBC1D22A	-0.16601486948694877	0.1786559241706161	-0.9588818726808522	0.338708128062144	limma	Tumor-NAT	0.3876795024930468
MINDY4	0.22739946894689467	-0.3414218009478674	0.9568406239126273	0.3397351649399186	limma	Tumor-NAT	0.38880661199885347
CRNKL1	0.1619925382538254	0.1342867298578199	0.95617474312497	0.3400706316964104	limma	Tumor-NAT	0.3891420786755114
TOMM6	-0.2217228892889289	0.12866184834123223	-0.955940598089035	0.34018864335914734	limma	Tumor-NAT	0.3892286594191365
PUS10	-0.17767614761476141	0.11040331753554503	-0.9550946108775622	0.3406152504210729	limma	Tumor-NAT	0.38966825574061253
ZHX1	-0.17696628262826278	0.06334170616113743	-0.9548143447743102	0.3407566566464278	limma	Tumor-NAT	0.3897815097992928
C6orf132	-0.1998036453645364	-0.061718483412322285	-0.9540434067617669	0.34114582312768266	limma	Tumor-NAT	0.3901781060685081
GAA	-0.21309970297029707	0.008135071090047394	-0.9538689046807934	0.34123395085217256	limma	Tumor-NAT	0.3902303399629611
NSMCE2	0.17144799279927986	-0.08208388625592415	0.9536686109525554	0.3413351220659531	limma	Tumor-NAT	0.3902974753555829
ATP6V1C1	0.18531767776777675	0.19090616113744074	0.9534364438134042	0.3414524171886196	limma	Tumor-NAT	0.3903830285334746
H2AFY2	-0.20500862286228622	0.07420663507109006	-0.9526639726607294	0.34184287087630083	limma	Tumor-NAT	0.390780824157224
ZNF264	0.22678415841584154	-0.010905450236966825	0.9523001286292163	0.34202687930180825	limma	Tumor-NAT	0.39094255038713094
HAUS2	-0.1811802340234023	-0.06919573459715643	-0.9519065048680407	0.3422260202012275	limma	Tumor-NAT	0.39112153092134816
UBE2F	-0.1659568856885689	0.2738663507109005	-0.9513783376005329	0.3424933462350607	limma	Tumor-NAT	0.391378384339978
DGKA	0.18273794779477948	0.13622464454976302	0.9506582273667185	0.3428580386553735	limma	Tumor-NAT	0.39174642382913205
PMF1	0.1677841674167416	0.05504170616113744	0.9502410028537359	0.34306945203984435	limma	Tumor-NAT	0.3919392583838669
ATF7	0.168630702070207	0.15053649289099527	0.9500091775142842	0.343186957368288	limma	Tumor-NAT	0.39202477320058854
FCHO1	-0.20654285328532862	0.1269473933649289	-0.949513941698861	0.34343806432599805	limma	Tumor-NAT	0.3922628618392256
CNKSR1	0.19037508550855084	-0.014725592417061612	0.9493342495243332	0.3435292056012498	limma	Tumor-NAT	0.39231820684407137
CHD9	-0.20105699369936983	0.02940236966824645	-0.9483702601239095	0.3440184141293412	limma	Tumor-NAT	0.392828083521279
RTCA	-0.16209798379837975	0.18571374407582938	-0.9472631902692469	0.3445807858529643	limma	Tumor-NAT	0.3933956047481896
PPFIBP2	-0.18235621062106208	0.07997535545023693	-0.94722337116895	0.3446010242441164	limma	Tumor-NAT	0.3933956047481896
RPL4	0.19033009000900092	0.023378672985781994	0.9469722758158986	0.34472866315226247	limma	Tumor-NAT	0.3934876499951909
OLFML2B	0.2259742304230423	-0.09773412322274884	0.946896324648751	0.3447672772724701	limma	Tumor-NAT	0.3934876499951909
AKR1A1	0.17547124212421236	0.2594293838862559	0.9466534338419501	0.34489078335806617	limma	Tumor-NAT	0.3935797355157668
MYEF2	0.23407182268226823	-0.33569431279620854	0.9462843867539006	0.34507849227837484	limma	Tumor-NAT	0.3937450555593474
SWAP70	-0.1640528352835283	0.2229094786729858	-0.946043803979982	0.34520089554019195	limma	Tumor-NAT	0.3938358280672672
WRN	-0.19156359135913587	0.10440995260663508	-0.9452667504198858	0.3455964338414269	limma	Tumor-NAT	0.3942381560675878
ACOT8	0.18660668766876695	0.07347914691943129	0.942644232629753	0.34693350288632924	limma	Tumor-NAT	0.3957142994574649
GK	0.24154618361836186	-0.24828436018957348	0.9419833360633965	0.34727097794933864	limma	Tumor-NAT	0.3960500754848457
RBL2	-0.15940084608460847	0.08268815165876776	-0.941455971500927	0.34754041811042186	limma	Tumor-NAT	0.3963081864581746
KHNYN	-0.1615059855985599	0.04783127962085309	-0.9401430258378064	0.3482118075135058	limma	Tumor-NAT	0.3970245283285736
HAUS7	0.1794332403240324	0.07150379146919432	0.9388966922924324	0.34884990169266683	limma	Tumor-NAT	0.3977027346139048
AAAS	0.1572748514851485	0.08287677725118482	0.9382066364501208	0.3492035159800633	limma	Tumor-NAT	0.39805649452719355
IRF9	0.17522104410441042	0.039979146919431295	0.9377943805730522	0.3494148829581602	limma	Tumor-NAT	0.3982212676676991
TIMMDC1	0.19429278127812782	-0.003677251184834115	0.9377556954624251	0.34943472132956077	limma	Tumor-NAT	0.3982212676676991
RASGRF2	-0.21785735373537357	-0.029273933649289107	-0.9366815879082797	0.34998582919232013	limma	Tumor-NAT	0.3987998705810332
RTN4IP1	-0.1823446804680468	0.11490710900473936	-0.9363518256285989	0.35015513645166857	limma	Tumor-NAT	0.3989433319855319
C1GALT1	0.21462353735373546	-0.019520853080568716	0.9358590651006656	0.3504082281174825	limma	Tumor-NAT	0.3991798298963501
TIGAR	0.1793007380738073	0.11952085308056873	0.9357785850229415	0.35044957539262855	limma	Tumor-NAT	0.3991798298963501
CCDC9	-0.1617284608460846	0.12836777251184833	-0.9352499757992896	0.3507212299958731	limma	Tumor-NAT	0.39943975525304454
AKT1S1	0.17618293429342938	0.07762417061611374	0.9351412309926467	0.3507771311000768	limma	Tumor-NAT	0.39945392292662696
DCAF8L2	-0.35382692169216845	-0.9597471563981042	-0.9346781139664119	0.351015263665195	limma	Tumor-NAT	0.3996755808160068
ERAP1	-0.2312716201620162	0.01935165876777251	-0.934138673182283	0.35129277160825534	limma	Tumor-NAT	0.39994201212083175
SLC25A19	0.21177020702070204	-0.027323222748815167	0.931911653564737	0.35243991292173316	limma	Tumor-NAT	0.40119832049339227
ANKRD11	-0.17933934293429346	0.12125308056872039	-0.9312315111010039	0.35279073077162576	limma	Tumor-NAT	0.4015479388881749
PYCARD	0.20046778577857796	-0.02298033175355449	0.9303814945810288	0.3532294824154879	limma	Tumor-NAT	0.40199754493322803
LIG4	-0.16533633663366337	0.07387203791469192	-0.9302246134817377	0.353310497446923	limma	Tumor-NAT	0.40203996310940565
OGFOD2	0.17690989198919893	-0.09683744075829383	0.9298442525584972	0.3535069688995892	limma	Tumor-NAT	0.4021371716629977
PDSS2	0.19366530153015296	-0.18957962085308058	0.9297771938993511	0.3535416145591698	limma	Tumor-NAT	0.4021371716629977
ZFC3H1	0.16654852385238522	-0.026966824644549775	0.929754594953949	0.3535532907250116	limma	Tumor-NAT	0.4021371716629977
FDPS	-0.1840608550855086	0.0004767772511848342	-0.9297204414317678	0.35357093724389993	limma	Tumor-NAT	0.4021371716629977
DCAF1	0.16300353735373546	0.03216824644549762	0.9286181896462511	0.35414075222129415	limma	Tumor-NAT	0.40273541866690354
ALDH7A1	-0.18550551755175515	0.12950284360189576	-0.9275058661380847	0.35471636577859533	limma	Tumor-NAT	0.40334011108141404
EXOSC2	0.15667354635463543	0.13192369668246445	0.9259381763543012	0.35552863515553623	limma	Tumor-NAT	0.40421371668908135
NDUFA7	0.17196069306930695	0.1197170616113744	0.9252960030772968	0.3558617062311033	limma	Tumor-NAT	0.4045423552220248
DHRSX	0.22812698469846984	-0.031445497630331776	0.9249596108097379	0.35603625928960636	limma	Tumor-NAT	0.40469073202210887
STBD1	0.21305813681368138	-0.1989042654028436	0.9248369394662322	0.3560999266511076	limma	Tumor-NAT	0.40471304882531595
PMM1	-0.17691479747974792	0.03621706161137442	-0.9222834876484117	0.35742682859420677	limma	Tumor-NAT	0.4061708681515028
CORO7-PAM16	0.1599551665166517	0.11421469194312796	0.9192182617872516	0.35902380878330875	limma	Tumor-NAT	0.40793519922455074
NTPCR	-0.18969089108910892	0.07211990521327018	-0.9171633018237441	0.36009696628468624	limma	Tumor-NAT	0.40910398233900513
GRHL1	0.18713684068406836	0.06309810426540283	0.9152830402489277	0.3610806664182186	limma	Tumor-NAT	0.4101708571313617
UBE2H	0.17114143114311436	0.14273649289099527	0.9151285462196288	0.3611615687568975	limma	Tumor-NAT	0.4102120586313204
GKAP1	-0.2505597119711971	-0.19264928909952608	-0.9143474586482139	0.36157076828909296	limma	Tumor-NAT	0.4106260881434639
RAC2	-0.1877492259225923	0.17328957345971566	-0.9142286288024819	0.3616330470240623	limma	Tumor-NAT	0.4106460755124977
PAFAH2	0.17420713771377136	0.02778720379146921	0.9140783523377056	0.3617118166318743	limma	Tumor-NAT	0.41068478155201443
SP140L	0.16652657065706572	0.12879004739336494	0.9137633722489406	0.36187695319049135	limma	Tumor-NAT	0.41077223360610576
ARF3	0.17713124212421252	0.0769947867298578	0.9137609447839923	0.36187822603727976	limma	Tumor-NAT	0.41077223360610576
SEMA3C	-0.2052611611161116	-0.065460663507109	-0.9135943942815693	0.36196556392087914	limma	Tumor-NAT	0.41082063447725364
AAR2	0.15600749774977501	0.07631706161137441	0.9130066215203493	0.36227389401577836	limma	Tumor-NAT	0.41111981231004063
PYCR3	-0.18543318631863184	0.024900947867298576	-0.912773183082177	0.36239639562219095	limma	Tumor-NAT	0.41120805829179713
GSE1	0.17024477947794778	-0.15740521327014215	0.9117720157507788	0.3629220749863864	limma	Tumor-NAT	0.4117537083322895
