accession	bioproject	title	organization	is_controlled	access	openaccess_data_type	release_time_string	url
HRA002220	PRJCA008974	Gastric Microbiome Alterations Are Associated with Decreased CD8+ Tissue-resident Memory T Cells Involved in Tumor Immune Evasion	Department of Immunology,Nanjing Medical University	1	Controlled	0	2026-07-20	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002220
HRA000302	PRJCA003362	Differentiation on adaptation and acclimatization between high altitude Tibetan and Han immigrants in their placental transcriptomes	Beijing Institute of Genomics, Chinese Academy of Sciences	1	Controlled	0	2026-03-27	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000302
HRA000485	PRJCA003969	The common molecular mechanism exploration of microtia by samples sequencing and bioinformatics approach.	Kunming Institute of Zoology, Chinese Academy of Sciences	1	Controlled	0	2021-11-24	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000485
HRA000486	PRJCA003969	The common molecular mechanism exploration of congenital sensorineural hearing loss by samples sequencing and bioinformatics approach.	Kunming Institute of Zoology, Chinese Academy of Sciences	1	Controlled	0	2021-11-24	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000486
HRA000917	PRJCA005342	Single-cell transcriptomic analysis defines heterogeneity and potential therapeutic markers in uveal melanoma	Beijing Tongren Hospital	1	Controlled	0	2026-04-21	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000917
HRA001437	PRJCA006846	Epididymis cell atlas in disorder of sex development patient with a novel NR5A1 gene mutation	Guangzhou Medical University	1	Controlled	0	2025-12-04	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001437
HRA001867	PRJCA008045	Single-cell RNA sequencing defines the ecosystem of distinct molecular subgroups in upper tract urothelial carcinoma	The Third Medical Center of Chinese PLA General Hospital	1	Controlled	0	2026-08-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001867
HRA003533	PRJCA004501	WGBS	National Cancer Center/National Clinical Research Center for Cancer/Cancer Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College	1	Controlled	0	2026-08-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003533
HRA003550	PRJCA013462	NK cell enteropathy	Children's hospital of Fudan University	1	Controlled	0	2026-07-31	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003550
HRA000463	PRJCA003922	RNA sequencing of patients diagnosed with lung cancer	Sun Yat-sen University Cancer Center	1	Controlled	0	2025-04-03	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000463
HRA003100	PRJCA012017	How Platelet-rich Plasma (PRP) Intra-uterine Injection Improve Endometrial Receptivity of Intrauterine Adhesions in Women: A time-series-based self-controlled study	The Sixth Affiliated Hospital, Sun Yat-sen University	1	Controlled	0	2026-07-07	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003100
HRA003339	PRJCA012767	Abnormal metabolic activity of microbes in the semen of idiopathic non-obstructive azoospermia men is strongly associated with decreased sperm quality	The Sixth Affiliated Hospital, Sun Yat-sen University	1	Controlled	0	2026-07-07	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003339
HRA000483	PRJCA003992	Profiling of human small bowel adenocarcinoma using single-cell RNA-seq	Peking University	1	Controlled	0	2026-07-28	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000483
HRA000460	PRJCA003922	Single cell RNA sequencing of patients diagnosed with lung cancer	Sun Yat-sen University Cancer Center	1	Controlled	0	2025-04-03	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000460
HRA000461	PRJCA003922	Whole exome sequencing of patients diagnosed with lung cancer	Sun Yat-sen University Cancer Center	1	Controlled	0	2025-04-03	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000461
HRA003481	PRJCA013359	Next Generation Sequencing of BEAS-2B cell line treated with LPS	The First People's Hospital of Yancheng	1	Controlled	0	2022-11-28	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003481
HRA003512	PRJCA012180	Gene expression profiling in granulosa cells of women with polycystic ovary syndrome	Sun Yat-sen University	1	Controlled	0	2023-06-26	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003512
HRA002991	PRJCA011645	Transcriptomics of seasonal allergic rhinitis with or without asthma	Peking Union Medical College Hospital, Chinese Academy of Medical Sciences & Peking Union Medical College	1	Controlled	0	2026-04-05	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002991
HRA002436	PRJCA009690	Single-Cell Characterization Identified the Origin and Novel Classification of Pituitary Neuroendocrine Tumors	Huashan Hospital of Fudan University	1	Controlled	0	2024-04-28	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002436
HRA003504	PRJCA013382	Single-cell profiles of MM	Chinese Academy of Medical Sciences & Peking Union Medical College	1	Controlled	0	2026-03-30	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003504
HRA003505	PRJCA013094	Detection of ROS1 gene fusions using next-generation sequencing for patients with malignancy in China	3D Medicines Inc.	1	Controlled	0	2026-07-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003505
HRA003503	PRJCA013440	Liquid-liquid phase separation of KAT6A impairs PARP1 trapping of PARP inhibitors by the noncatalytic function of KAT6A in ovarian cancer	Shanghai Children's Medical Center, Shanghai Jiaotong University School of Medicine	1	Controlled	0	2026-03-27	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003503
HRA001232	PRJCA006026	Single-cell transcriptomic profiling of small-cell lung cancer reveals intimate interactions between tumor cells and tumor microenvironment	Peking University	1	Controlled	0	2026-07-28	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001232
HRA003488	PRJCA013143	Novel compound heterozygous in Chinese children with congenital pulmonary airway malformation	Children's Hospital of Nanjing Medical University	1	Controlled	0	2025-07-29	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003488
HRA002643	PRJCA007005	RNA-seq of Glioma Patients with cfDNA 5hmC-seq	West China Hospital Sichuan University	1	Controlled	0	2025-12-17	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002643
HRA001495	PRJCA007005	Noninvasive Detection of Brain Gliomas Using Plasma Cell-free DNA 5-Hydroxymethylcytosine Sequencing	West China Hospital Sichuan University	1	Controlled	0	2025-12-17	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001495
HRA003470	PRJCA013338	a patient-specific Lung cancer assembloid model	Tsinghua University	0	Open	0	2024-03-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003470
HRA003444	PRJCA013130	Subtyping of immune cells in colorectal cancer and related functional mechanisms	Zhejiang University	1	Controlled	0	2026-03-19	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003444
HRA003473	PRJCA013345	Single-cell profiles of WM	Chinese Academy of Medical Sciences & Peking Union Medical College	1	Controlled	0	2026-03-30	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003473
HRA003187	PRJCA010791	Novel WDR26 Variant in Skraban-Deardorff Syndrome	Sanya Women and Children’s Hospital Managed by Shanghai Children’s Medical Center	1	Controlled	0	2026-06-22	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003187
HRA000450	PRJCA003861	Expression of Cystatin SN and DPT and their mechanisms in the development of colorectal cancer(CRC)	West China Hospital Sichuan University	1	Controlled	0	2025-05-22	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000450
HRA000888	PRJCA005130	Transcriptomes and epigenomes in human parthenogenetic (PG) and androgenetic (AG) embryos	China National Center for Bioinformation / Beijing Institute of Genomics	1	Controlled	0	2026-08-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000888
HRA003458	PRJCA013221	Tumor immune microenvironment in endometrial cancer of different molecular subtypes: evidence from a retrospective observational study	3D Medicines Inc.	1	Controlled	0	2026-07-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003458
HRA000088	PRJCA001138	cfDNA biomarker for genitourinary cancers	The Third Medical Center of Chinese PLA General Hospital	1	Controlled	0	2026-08-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000088
HRA003432	PRJCA013173	High-throughput Saturation Mutagenesis Generates a High-affinity Antibody against SARS-CoV-2 Variants using Protein Surface Display Assay on a Human Cell	Peking University	0	Open	0	2026-04-28	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003432
HRA003434	PRJCA013216	RNA-seq for wild-type and CTSH knockout HM cells	Kunming Institute of Zoology, Chinese Academy of Sciences	0	Open	0	2026-07-29	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003434
HRA002466	PRJCA009818	Genomic sequencing of diffuse type gastric cancer	Fudan University	1	Controlled	0	2026-08-04	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002466
HRA003334	PRJCA012533	Genetic profiles of multiple system atrophy revealed by WES and SCA repeat expansion analysis	Xuanwu Hospital of Capital Medical University	1	Controlled	0	2025-12-05	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003334
HRA003416	PRJCA013084	Identification of a claudin-low subtype in clear cell renal cell carcinoma with implications for the evaluation of clinical outcomes and treatment efficacy	Department of Urology, Peking University First Hospital	1	Controlled	0	2022-11-15	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003416
HRA003408	PRJCA012867	Tumor related gene sequencing in colorectal cancer	Harbin Medical University Cancer Hospital	1	Controlled	0	2024-04-12	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003408
HRA003171	PRJCA012187	Vaginal microbiota and HPV clearance	Shanghai first maternity and infant hospital	0	Open	0	2025-04-09	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003171
HRA003418	PRJCA013101	Targeting the transcription factor HES1 by L-menthol restores protein phosphatase 6 in keratinocytes in models of psoriasis	Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine (SJTU-SM),	1	Controlled	0	2026-07-20	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003418
HRA003283	PRJCA012539	Circulating tumor DNA mutation profile is associated with the prognosis and treatment response of Chinese patients with newly diagnosed diffuse large B-cell lymphoma	Shanxi Province Cancer Hospital	1	Controlled	0	2026-03-20	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003283
HRA002253	PRJCA007532	Characteristics and diagnostic significance of peripheral blood T-cell receptor repertoire features in patients with indeterminate lung nodule 2.0	University of Electronic Science and Technology of China	1	Controlled	0	2026-06-02	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002253
HRA003231	PRJCA012420	Using patient-derived organoids to predict locally advanced or metastatic lung cancer tumor response: a real-world study	Guangdong Lung Cancer Institute, Guangdong Provincial People's Hospital, Guangdong Academy of Medical Sciences, Guangzhou, 510080, China	1	Controlled	0	2026-08-10	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003231
HRA002414	PRJCA009412	Uncovering the emergence of HSCs in the human fetal bone marrow by single cell RNA-seq analysis	Institute of Hematology and Blood Diseases Hospital, Chinese Academy of Medical Sciences	0	Open	0	2026-08-15	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002414
HRA003325	PRJCA012537	SnoRNA-sequencing	Shandong First Medical University & Shandong Academy of Medical Sciences	1	Controlled	0	2022-12-31	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003325
HRA001911	PRJCA006473	PAIso-seq for human oocyte and embryo	Institute of Genetics and Developmental Biology, Chinese Academy of Sciences	0	Open	0	2026-05-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001911
HRA001912	PRJCA006474	PAIso-seq2 for human oocyte and embryo	Institute of Genetics and Developmental Biology, Chinese Academy of Sciences	0	Open	0	2026-05-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001912
HRA001289	PRJCA006474	human oocyte and embryo PAIso-seq2	Institute of Genetics and Developmental Biology, Chinese Academy of Sciences	1	Controlled	0	2026-05-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001289
HRA001288	PRJCA006473	human oocyte and embryo PAIso-seq	Institute of Genetics and Developmental Biology, Chinese Academy of Sciences	1	Controlled	0	2026-05-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001288
HRA003386	PRJCA013020	Phenotypic heterogeneity analysis of APC-mutant colon cancer by proteomics and phosphoproteomics identifies RAI14 as a key prognostic determinant	Sichuan University	1	Controlled	0	2022-11-08	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003386
HRA003385	PRJCA012776	NSCLC	Tianjin Medical University General Hospital	1	Controlled	0	2022-11-08	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003385
HRA003335	PRJCA012427	Genetic profiles of multiple system atrophy revealed by whole-exome sequencing and SCA repeat expansion analysis	Xuanwu Hospital of Capital Medical University	1	Controlled	0	2025-12-05	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003335
HRA003370	PRJCA012920	A rare case of CODAS syndrome	Central South University	1	Controlled	0	2026-08-02	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003370
HRA003347	PRJCA012844	Whole Exome Sequencing of Patient-derived Three-dimentional Bioprinting Models of Colorectal Cancer and Its Liver Metastases	Peking Union Medical College Hospital, Chinese Academy of Medical Sciences & Peking Union Medical College	1	Controlled	0	2025-09-15	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003347
HRA003319	PRJCA012327	Molecular characterization of Chinese Early-Onset Endometrial Cancer	Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology	1	Controlled	0	2026-08-12	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003319
HRA003262	PRJCA012100	Comparison of molecular characteristics between basaloid squamous cell carcinoma component and conventional squamous cell carcinoma component from the same esophageal cancer patients	National Cancer Center/National Clinical Research Center for Cancer/Cancer Hospital, Chinese Academy of Medical Sciences & Peking Union Medical College	1	Controlled	0	2025-06-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003262
HRA003315	PRJCA012563	Faecalibacterium prausnitzii reduce plasma lipopolysaccharide and inhibit atherosclerosis	The First Affiliated Hospital of Xinjiang Medical University	1	Controlled	0	2025-11-27	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003315
HRA000431	PRJCA003545	Whole Exome Sequencing of Cardiomyopathy	Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology	1	Controlled	0	2022-05-26	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000431
HRA003374	PRJCA012227	Doubly variants of MTHFR and MTHFD1	Central South University	1	Controlled	0	2026-08-02	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003374
HRA003080	PRJCA011973	Computer-aided Engineering of CRISPR-Cas Proteins for Enhanced Human Genome Editing	Institute of Zoology, Chinese Academy of Sciences	0	Open	0	2026-08-05	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003080
HRA002695	PRJCA010705	Metagenomic discovery of Novel CRISPR-Cas13 systems	Institute of Zoology, Chinese Academy of Sciences	0	Open	0	2026-08-05	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002695
HRA002917	PRJCA011342	Spatially-resolved expression landscape and gene-regulatory network of human gastric corpus epithelium	Peking University	0	Open	0	2026-07-28	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002917
HRA002916	PRJCA011390	Establishment and characterization of adult human gastric epithelial progenitor-like cell lines	Peking University	0	Open	0	2026-07-28	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002916
HRA003180	PRJCA011265	Single-cell sequencing reveals multifactorial effect contributing to multiple myeloma relapse after anti-BCMA CAR-T therapy	Shanghai Institute of Hematology, Shanghai Jiaotong University School of Medicine	1	Controlled	0	2024-12-03	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003180
HRA003260	PRJCA012376	Shanghai General Hospital Osteosarcoma Cohort	Shanghai bone tumor Institute, Shanghai General hospital, Shanghai Jiaotong University School of Medicine	1	Controlled	0	2026-07-31	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003260
HRA003355	PRJCA012793	Comprehensive genomic profiling of colorectal cancer patients reveals differences in mutational landscapes among clinical and pathological subgroups	The PLA general hospital	1	Controlled	0	2026-04-21	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003355
HRA002400	PRJCA009601	Insights gained from single-cell analysis of immune cells on Tofacitinib treatment in Vogt-Koyanagi-Harada disease	Zhongshan Ophthalmic Center,Sun Yat-sen University	1	Controlled	0	2026-08-12	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002400
HRA000211	PRJCA002861	T cell repertoire and transcriptomic profiling of peripheral blood leukocytes in advanced lung cancer patients	Cancer Hospital, Chinese Academy of Medical Sciences	1	Controlled	0	2026-01-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000211
HRA003035	PRJCA005752	Decoding temporal molecular program of human hematopoietic stem and progenitor cells after birth by integrated single-cell analysis	Institute of Hematology and Blood Diseases Hospital, Chinese Academy of Medical Sciences	1	Controlled	0	2026-08-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003035
HRA001332	PRJCA000458	Population Genomics of Kyrgyz	Kunming Institute of Zoology, Chinese Academy of Sciences	1	Controlled	0	2026-08-08	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001332
HRA001331	PRJCA000278	Population Genomics of Central Asians	Kunming Institute of Zoology, Chinese Academy of Sciences	1	Controlled	0	2026-08-08	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001331
HRA003364	PRJCA012916	scRNA-seq of PBMCs from patients with rheumatoid arthritis	Xinyang Normal University	1	Controlled	0	2024-07-29	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003364
HRA003346	PRJCA012841	Single-cell RNA sequencing on the colon carcinoma	Shandong University	1	Controlled	0	2026-08-07	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003346
HRA003348	PRJCA012401	Transcriptome Profiling of Abdominal Aortic Tissues Reveals Alterations in mRNAs of Takayasu Arteritis	Beijing Hospital	1	Controlled	0	2026-07-29	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003348
HRA003345	PRJCA012830	A Case Report and Literature Review on Nephrogenic Alveolar Soft Part Sarcoma: Clinicopathological Manifestations and Genetic Features	3D Medicines Inc.	1	Controlled	0	2026-07-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003345
HRA000976	PRJCA005594	Single-Cell RNA-seq Analysis of Diabetic Patients Testis Reveals Abnormal Transcriptional Signatures of Sertoli cell and Blood-Testis Barrier Dysfunction	Southern Medical University	1	Controlled	0	2026-08-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000976
HRA003297	PRJCA012601	A galectin-9 driven CD11chigh decidual macrophage subset suppresses uterine vascular remodeling in preeclampsia	Center for Excellence in Molecular Cell Science, CAS	1	Controlled	0	2025-12-01	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003297
HRA003341	PRJCA012761	Viral reactivation in the lungs of patient with severe pneumonia is associated with lung microbiota	First Affiliated Hospital of Zhejiang University School of Medicine	0	Open	0	2023-03-05	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003341
HRA002595	PRJCA005518	scRNA-seq of tumor-specific CD8+ T cells from TdLN and TIL of HCC patient	Third Military Medical University	1	Controlled	0	2025-08-07	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002595
HRA002751	PRJCA009764	Characteristics of bone marrow-derived macrophages	Nanjing Medical University	1	Controlled	0	2026-02-01	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002751
HRA002723	PRJCA010803	molecular classification of endometrial aging-based markers in women younger than 35 years with recurrent implantation failure	The Sixth Affiliated Hospital, Sun Yat-sen University	1	Controlled	0	2026-07-07	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002723
HRA000382	PRJCA003514	05-Precise medical treatment of advanced lung cancer	Sun Yat-sen University Cancer Center	1	Controlled	0	2026-07-20	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000382
HRA000387	PRJCA003634	01 to 04-Early diagnosis of lung cancer based on CT combined with biomarkers	Sun Yat-sen University Cancer Center	1	Controlled	0	2026-07-20	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000387
HRA000407	PRJCA003514	06 to 10-Precise medical treatment of advanced lung cancer	Sun Yat-sen University Cancer Center	1	Controlled	0	2026-07-20	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000407
HRA000415	PRJCA003759	Pheochromocytoma and paraganglioma genetic profiles	Peking Union Medical College Hospital 	1	Controlled	0	2025-10-15	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000415
HRA001240	PRJCA005787	Single-cell analysis reveals cellular heterogeneity and novel therapeutic targets in relapsed/refractory AML	Nanjing Medical University	1	Controlled	0	2026-02-01	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001240
HRA000406	PRJCA002816	Single-cell RNA-sequencing of prostate cancer	Shanghai Changhai Hospital	1	Controlled	0	2026-02-26	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000406
HRA002713	PRJCA010571	Single cell analysis of immune ecology in patients with hemophilia B before and after gene therapy	Institute of Hematology and Blood Diseases Hospital, Chinese Academy of Medical Sciences	0	Open	0	2026-08-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002713
HRA001465	PRJCA006960	Epigenetic and metabolic remodeling during the acquisition of extended pluripotency	Wuhan University	1	Controlled	0	2026-06-16	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001465
HRA003245	PRJCA012479	Whole exome sequencing of 1030 patients with premature ovarian insufficiency	Fudan University	1	Controlled	0	2026-03-17	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003245
HRA002235	PRJCA008988	RNA structural dynamics modulate EGFR-TKIs resistance through controlling YRDC translation	The First Affiliated Hospital of Zhengzhou University	0	Open	0	2026-07-06	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002235
HRA003304	PRJCA012628	CRISPR/Cas9-based screening of nuclear pore components identify XPO7 as a mediator of cellular senescence	Institute of Zoology, Chinese Academy of Sciences	0	Open	0	2026-07-31	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003304
HRA003299	PRJCA012578	Histological Evolution and Dynamic Spatial Architecture of Invasion in Colorectal Cancer	Sichuan University	1	Controlled	0	2026-08-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003299
HRA003300	PRJCA012604	Characterizing the temporal and spatial evolution of colorectal liver metastases	Sichuan University	1	Controlled	0	2026-08-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003300
HRA003060	PRJCA011783	Molecular characteristics of multifocal esophageal squamous cell carcinomas to discriminate multicentric origin from intramural metastasis	National Cancer Center/National Clinical Research Center for Cancer/Cancer Hospital, Chinese Academy of Medical Sciences & Peking Union Medical College	1	Controlled	0	2025-06-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003060
HRA003277	PRJCA012520	essential hypertension	The First Affiliated Hospital of Xinjiang Medical University	1	Controlled	0	2025-11-27	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003277
HRA003220	PRJCA012396	Systematic assessment and optimizing algorithm of tumor mutational burden calculation and their implications in clinical decision-making	Tianjin Chest Hospital, Affiliated Chest Hospital of Tianjin University	1	Controlled	0	2022-10-18	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003220
HRA003082	PRJCA011857	Distinct adaptive immune hallmarks in MDA5+ Dermatomyositis with therapeutic implications revealed by single cell Profiling	Shanghai Institute of Materia Medica, Chinese Academy of Sciences	1	Controlled	0	2026-08-12	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003082
HRA002855	PRJCA011180	Proteogenomic Characterization of MiT Family Translocation Renal Cell Carcinoma	Fudan University	1	Controlled	0	2026-08-04	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002855
HRA003190	PRJCA011180	WES data of  MiT Family Translocation Renal Cell Carcinoma	Fudan University	1	Controlled	0	2026-08-04	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003190
HRA003228	PRJCA012186	Tracing of transplanted cells in brain and construction of safety regulatory elements	Tongji University	0	Open	0	2026-08-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003228
HRA002437	PRJCA009734	Multiplexed base editing through Cas12a variant-mediated cytosine and adenine base editors	Guangzhou Institutes of Biomedicine and Health, Chinese Academy of Sciences	0	Open	0	2026-05-28	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002437
HRA003229	PRJCA012136	MVFC based mutation screening	Mengchao Hepatobiliary Hospital of Fujian Medical University	1	Controlled	0	2026-08-10	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003229
HRA001459	PRJCA006858	Germline Mutations in Young Never Smokers with Lung Adenocarcinoma	Fudan University Shanghai Cancer Center	1	Controlled	0	2025-09-01	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001459
HRA003207	PRJCA012372	Simulated and experimental human Pore-C datasets	Zhongshan Ophthalmic Center,Sun Yat-sen University	0	Open	0	2026-04-25	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003207
HRA003211	PRJCA012321	Effect of Compound kushen injection on human breast cancer MDA-MB-231 cells	Beijing University of Chinese Medicine	1	Controlled	0	2025-10-10	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003211
HRA002514	PRJCA009844	Chromatin Architecture Dynamics of Porcine Adiposes Provide Comparative Resources for Human Obesity	Sichuan Agricultural University	0	Open	0	2024-11-19	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002514
HRA001813	PRJCA007909	Microbiota associated with response to neoadjuvant chemoradiotherapy in rectal cancer	Peking University International Cancer Institute	1	Controlled	0	2026-08-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001813
HRA003201	PRJCA010764	NeoPLANET	Zhongshan Hospital	1	Controlled	0	2026-06-08	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003201
HRA001765	PRJCA007772	Single cell RNA sequencing for ischemic human heart	First Affiliated Hospital of Zhejiang University School of Medicine	1	Controlled	0	2026-02-25	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001765
HRA002066	PRJCA008523	Single-cell RNA sequencing for heart failure heart with the history of hypertension	First Affiliated Hospital of Zhejiang University School of Medicine	1	Controlled	0	2026-02-25	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002066
HRA002347	PRJCA009122	Single-cell RNA profiling and spatial transcriptomics of primary biliary cholangitis	Southwest Hospital of AMU	1	Controlled	0	2026-08-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002347
HRA002336	PRJCA009308	Parallel single cell and bulk transcriptome analyses reveal key features of the gastric tumor microenvironment	Peking University	1	Controlled	0	2026-06-26	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002336
HRA001751	PRJCA007748	Single-cell Analysis of Human Lung with Pneumocystis Pneumonia(PCP)	Sichuan Academy of Medical Sciences and Sichuan Provincial People's Hospital	1	Controlled	0	2022-05-09	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001751
HRA000811	PRJCA004955	scRNA-seq data of the X-SCID patient	Sun Yat-sen University	1	Controlled	0	2026-05-12	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000811
HRA001493	PRJCA004955	NGS data of the X-SCID patient	Sun Yat-sen University	1	Controlled	0	2026-05-12	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001493
HRA001615	PRJCA007380	The RNA-binding protein GRSF1 promotes hepatocarcinogenesis	Xi'an Jiaotong University the Second Affiliated Hospital	1	Controlled	0	2022-05-03	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001615
HRA003107	PRJCA004501	Multi-omics integrative analysis of esophageal squamous carcinoma	National Cancer Center/National Clinical Research Center for Cancer/Cancer Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College	1	Controlled	0	2026-08-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003107
HRA003016	PRJCA007361	RNA-Seq Project of A375 cell line and edited-A375 cell	Zhengzhou University	1	Controlled	0	2026-06-25	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003016
