Marker.Symbol	contrast	logFC_meaning	n_per_group	logFC	logCPM	submitter_edgeR_PValue	submitter_edgeR_FDR
Mir455	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Mir539	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Mir547	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Mir670	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Smok2a	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Mir666	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Klk9	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Mir219-2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Mir411	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Mir296	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Mir322	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Mir381	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Mir698	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Mir412	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Mir133b	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Mir135b	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Vmn1r159	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Vmn2r70	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm9513	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Vmn1r107	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
1700025F22Rik	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
1700019M22Rik	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm9696	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Vmn2r88	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm11596	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Prss21	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm11554	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm11564	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Mir128-2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Mir130b	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Myh15	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm13871	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm8817	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm8882	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm8883	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Mir717	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm12171	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Vmn2r76	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm8660	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm8677	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Vmn1r155	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Vmn1r157	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Mir686	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Cldn13	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Myo3a	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Mir34b	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Olfr140	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Bsph2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Mir668	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Lcn9	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Abcb5	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Mir495	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm14351	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Mir669a-2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Tas2r119	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Pinc	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Ces2a	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm9731	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Hsd17b6	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Abcg5	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Olfr1508	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Olfr1509	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Snord34	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Tmem89	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
H2bfm	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Mir704	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Mir695	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
1700019A02Rik	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Tas2r105	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Mir181a-1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Mroh4	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Magel2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
AU022751	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm8884	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Tmco2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Mir223	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Krtap3-1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Upb1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Vmn2r39	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Myl10	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Il1rapl2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Mcf2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Amy2a5	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Prg3	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Mir500	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Fcrl6	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
1700017D01Rik	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Prss2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
1700012P22Rik	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Cst12	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Smok3a	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Cyp2w1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Ear7	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Psg27	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Vmn1r124	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Mrgpra9	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Fbxw28	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm9376	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Rad21l	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm14346	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm2694	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Cyp2c50	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm10922	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Mir34a	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm11569	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Mir496	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Retnlb	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Olfr1507	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm11567	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm11565	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Trex1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm11937	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Cyp2c67	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Olfr367-ps	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Cyp3a59	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Zkscan16	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Smco2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm14458	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Defb28	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm3285	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Bpifa6	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Arx	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Atoh1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Prss3	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Crisp1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Rnasek	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Akp3	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Alppl2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Mir101b	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm9112	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Dmrtc1c2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Mir721	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Cyp3a41b	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm3286	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm9268	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Atoh7	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Svs2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Scgb2b26	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Ear4	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Zscan4d	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Defa-ps1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Klra15	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
1700128F08Rik	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm10334	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Utf1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm13285	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm10229	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Rhox2e	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Rhox3g	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Rhox3-ps	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Fbxw14	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Oog3	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
9230102K24Rik	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Arid3c	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Ugt2a2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Aqp8	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Adam39	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Ubtfl1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm5885	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm5886	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Cypt3	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm13276	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Umodl1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm13275	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Ugt2b5	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
