Feature_name	baseMean	log2FC_KO_vs_WT	lfcSE	deseq2_stat	p_deseq2	q_deseq2_BH	n_KO	n_WT
NR2C2	138.634	0.547305	0.16077	3.38731	0.000705825	0.0240422	4	3
SLC2A8	54.9081	0.810588	0.237153	3.38626	0.000708526	0.0240658	4	3
WHRN	35.578	1.0578	0.303998	3.37678	0.000733391	0.0248305	4	3
C15orf52	17.1951	1.27205	0.346848	3.37611	0.000735182	0.0248305	4	3
LAMTOR3	26.401	-0.973954	0.289027	-3.37341	0.000742425	0.0250047	4	3
DMTF1	91.6263	0.616541	0.182376	3.36972	0.000752455	0.0252715	4	3
ZNF776	97.1069	0.63333	0.187005	3.36888	0.000754747	0.0252777	4	3
TMEM44	33.5473	0.971386	0.284482	3.36568	0.000763554	0.0255014	4	3
GALNT1	194.417	-0.51049	0.151797	-3.36477	0.000766077	0.0255079	4	3
STRAP	236.349	-0.512809	0.152353	-3.3632	0.000770453	0.0255079	4	3
SFI1	19.2645	1.19146	0.349886	3.36259	0.000772149	0.0255079	4	3
SIK2	96.816	-0.752002	0.225131	-3.36238	0.000772727	0.0255079	4	3
ANKZF1	86.7487	0.82166	0.242718	3.36179	0.000774385	0.0255079	4	3
ARHGAP40	17.2627	1.34247	0.363854	3.36073	0.000777382	0.0255365	4	3
ZNF493	50.5606	0.871386	0.255438	3.35648	0.000789411	0.0258608	4	3
SNAP47	50.1731	-0.817217	0.241297	-3.35274	0.00080017	0.0261418	4	3
MAEA	157.843	0.537338	0.160548	3.34737	0.000815817	0.0264369	4	3
MBNL1	263.272	-0.550129	0.163998	-3.34645	0.000818522	0.026453	4	3
TBC1D5	81.377	-0.683356	0.203414	-3.34515	0.000822392	0.0264855	4	3
ABCC5	65.8436	1.16457	0.345966	3.34391	0.000826051	0.0264855	4	3
IFITM3	170.478	1.05206	0.411612	3.34388	0.000826153	0.0264855	4	3
NME1	140.927	-0.546365	0.162124	-3.33897	0.000840903	0.0268865	4	3
TRAF7	196.193	-0.531251	0.159021	-3.3339	0.000856367	0.0273081	4	3
PTPN18	46.5701	0.881583	0.254531	3.32877	0.000872306	0.0275958	4	3
FIBCD1	21.1384	1.38753	0.407819	3.32862	0.000872767	0.0275958	4	3
PSMB7	684.258	0.534381	0.160497	3.32857	0.00087294	0.0275958	4	3
RBMX	121.816	0.726444	0.218295	3.32804	0.000874597	0.0275958	4	3
HDAC7	201.513	0.694139	0.210399	3.32233	0.000892681	0.028019	4	3
SERBP1	979.045	-0.48031	0.144316	-3.3204	0.000898889	0.0281402	4	3
RNPEP	98.5343	0.585902	0.176465	3.30985	0.000933471	0.0291467	4	3
NPEPL1	25.725	1.03629	0.307312	3.30681	0.000943665	0.0292876	4	3
CRTAP	86.2231	-0.710867	0.214035	-3.30588	0.000946795	0.0292876	4	3
SMAD3	39.4654	0.905412	0.270857	3.30487	0.000950198	0.0292876	4	3
GAGE1	14.2708	-1.31985	0.392723	-3.2998	0.000967549	0.0295943	4	3
CCNL2	112.355	0.834239	0.251888	3.29966	0.000968036	0.0295943	4	3
POLA2	14.9338	1.20718	0.354893	3.29909	0.000969997	0.0295943	4	3
MSRA	9.33698	-1.33606	0.401543	-3.29908	0.000970022	0.0295943	4	3
LRRC58	145.77	-0.505951	0.1533	-3.29634	0.000979518	0.0297398	4	3
GPR137C	29.2108	1.05479	0.308217	3.29585	0.000981233	0.0297398	4	3
RABL6	181.613	0.529088	0.160334	3.29557	0.000982232	0.0297398	4	3
PLEKHA2	43.2685	-0.963138	0.289946	-3.2905	0.00100008	0.0300752	4	3
SLC5A3	64.7986	-0.900833	0.276255	-3.29027	0.00100092	0.0300752	4	3
SGSM2	82.8644	0.955111	0.287722	3.28968	0.00100303	0.0300752	4	3
RARG	179.829	-0.671363	0.203427	-3.28959	0.00100334	0.0300752	4	3
MR1	42.9265	-0.974563	0.293355	-3.28836	0.00100772	0.0301311	4	3
NSD2	157.123	0.670052	0.204541	3.28231	0.00102961	0.030709	4	3
ARHGEF11	80.4323	-0.650741	0.198297	-3.28062	0.00103578	0.0308164	4	3
FTSJ3	264.302	-0.456929	0.138518	-3.27703	0.00104907	0.0309294	4	3
UBE2K	274.282	-0.413286	0.126274	-3.27628	0.00105185	0.0309294	4	3
LPCAT1	123.483	0.858155	0.260753	3.27613	0.00105241	0.0309294	4	3
STAT2	73.8313	0.71135	0.219525	3.27561	0.00105434	0.0309294	4	3
LINC01125	9.09709	1.4415	0.394441	3.2754	0.00105514	0.0309294	4	3
KLF9	53.9772	-0.962384	0.297176	-3.27534	0.00105536	0.0309294	4	3
UQCRH	631.12	-0.453708	0.138178	-3.27473	0.00105763	0.0309294	4	3
CNN2	136.534	0.798153	0.249507	3.27373	0.00106137	0.030963	4	3
SS18L1	51.2343	0.863042	0.262683	3.27263	0.00106553	0.0310091	4	3
INAFM1	31.8838	0.876102	0.263978	3.27098	0.00107176	0.0311148	4	3
FRA10AC1	290.819	0.52355	0.160253	3.26932	0.00107808	0.0311854	4	3
RPL41	787.656	-0.607396	0.1848	-3.26894	0.00107952	0.0311854	4	3
AGPAT5	73.6763	-0.718468	0.219046	-3.26829	0.00108199	0.0311854	4	3
BTF3	330.963	-0.611044	0.186167	-3.26664	0.00108831	0.0312922	4	3
PUM1	477.995	-0.404662	0.123843	-3.2645	0.00109657	0.0314541	4	3
APEX1	104.266	-0.693166	0.210504	-3.2632	0.00110162	0.0315238	4	3
RBBP6	525.806	0.384173	0.117392	3.26114	0.00110965	0.0315462	4	3
GABRB3	44.3131	-0.931853	0.281027	-3.26106	0.00110997	0.0315462	4	3
ELAVL4	17.6512	-1.2913	0.423773	-3.25999	0.00111417	0.0315462	4	3
MLH1	138.951	0.540916	0.16474	3.25885	0.00111863	0.0315462	4	3
SYTL2	120.351	0.843672	0.267814	3.25873	0.00111911	0.0315462	4	3
CTTN	138.409	0.513083	0.158195	3.25867	0.00111937	0.0315462	4	3
SCP2	288.661	-0.443847	0.13641	-3.2583	0.00112082	0.0315462	4	3
PPP1R15B	119.592	-0.547982	0.168117	-3.25445	0.00113612	0.031836	4	3
ST6GAL1	134.931	-0.741605	0.227687	-3.25437	0.00113643	0.031836	4	3
HCN3	10.2249	1.44545	0.401771	3.24893	0.00115842	0.0323763	4	3
CYP4V2	18.1761	1.26393	0.382456	3.24585	0.00117102	0.0325852	4	3
RPL19	1336.36	-0.530691	0.163101	-3.24526	0.00117342	0.0325852	4	3
IER3	572.373	1.05616	0.313478	3.24297	0.0011829	0.032755	4	3
PSMD8	224.971	0.452171	0.139021	3.23903	0.00119938	0.033135	4	3
HRASLS5	10.2403	1.33995	0.399415	3.23589	0.00121262	0.0334237	4	3
YY1	352.373	-0.444967	0.137718	-3.2333	0.00122371	0.0335635	4	3
CPSF7	217.611	0.494786	0.152633	3.23314	0.00122436	0.0335635	4	3
PCDHB14	102.085	-0.725831	0.222434	-3.23274	0.00122609	0.0335635	4	3
HIPK1	95.5719	-0.652948	0.201914	-3.22939	0.00124055	0.0338819	4	3
ARHGAP45	30.2292	1.04225	0.324818	3.22513	0.00125915	0.034234	4	3
METTL7A	153.922	-0.63796	0.198396	-3.22365	0.00126567	0.0343335	4	3
TMEM2	15.6884	1.21084	0.367287	3.22182	0.0012738	0.034476	4	3
HSD17B6	32.1458	-1.09973	0.337336	-3.2198	0.00128281	0.0345638	4	3
AGFG2	14.002	-1.11125	0.342671	-3.21616	0.00129918	0.0349265	4	3
SMIM3	59.6116	0.865292	0.264065	3.21122	0.00132174	0.0353841	4	3
HECTD1	480.081	-0.3969	0.123315	-3.21114	0.00132211	0.0353841	4	3
C11orf54	181.978	0.538216	0.168873	3.20587	0.00134653	0.0359574	4	3
UBE2N	277.363	-0.50595	0.157779	-3.20281	0.00136092	0.036261	4	3
PRKAR2A	162.634	-0.525452	0.165105	-3.20153	0.001367	0.0363423	4	3
ENTPD5	100.231	0.634175	0.195336	3.1992	0.00137808	0.0365557	4	3
CLCN3	192.316	-0.435027	0.135646	-3.197	0.00138863	0.0367543	4	3
CCDC189	27.4216	1.24081	0.38631	3.19602	0.00139339	0.0367989	4	3
ALB	65.8812	-1.2828	0.341267	-3.19496	0.00139849	0.0368525	4	3
ADAT2	19.83	1.13569	0.348267	3.19016	0.00142196	0.0373889	4	3
DYNC1H1	942.245	0.43708	0.13715	3.18925	0.00142642	0.037424	4	3
CYLD	43.994	-0.807614	0.250563	-3.1874	0.0014356	0.0375826	4	3
PPP1R12A	422.718	-0.386502	0.121151	-3.18662	0.00143944	0.0376011	4	3
PBX1	614.847	-0.51477	0.16306	-3.18486	0.00144823	0.0377485	4	3
HR	24.5971	-0.970901	0.308495	-3.1842	0.00145156	0.0377531	4	3
NME4	340.662	-0.496405	0.154973	-3.18337	0.00145573	0.0377796	4	3
DAD1	78.1532	-0.747382	0.233433	-3.18245	0.00146033	0.0378173	4	3
AGPAT2	81.9005	0.69157	0.218688	3.18025	0.00147147	0.0380235	4	3
ZNF550	36.8627	0.891565	0.280125	3.17324	0.00150748	0.0387067	4	3
MKRN1	72.2041	-0.669149	0.212099	-3.17281	0.00150973	0.0387067	4	3
TMEM132A	82.9775	0.689635	0.216925	3.1726	0.00151082	0.0387067	4	3
CAP2	196.987	0.724371	0.226501	3.16944	0.00152731	0.0390457	4	3
NR2E3	16.8264	1.44986	0.410498	3.16755	0.00153729	0.0392173	4	3
PRKDC	324.168	-0.48989	0.15533	-3.16578	0.00154667	0.0393727	4	3
LZTS3	29.6566	1.05655	0.372729	3.16318	0.00156057	0.0395602	4	3
C14orf80	39.1944	0.818727	0.25813	3.16317	0.00156063	0.0395602	4	3
CIZ1	134.019	0.604002	0.191041	3.16038	0.00157563	0.0398561	4	3
CDK5RAP3	30.2274	0.956908	0.291258	3.15788	0.0015892	0.0401147	4	3
USF3	139.547	-0.678662	0.215243	-3.15695	0.00159427	0.0401582	4	3
TOR1AIP1	114.487	-0.565286	0.178823	-3.15205	0.00162128	0.0407529	4	3
SLC27A4	54.4957	0.750255	0.23493	3.15022	0.00163147	0.0409233	4	3
REV3L	159.995	-0.540954	0.171531	-3.1441	0.00166599	0.041702	4	3
SLC25A45	42.4136	0.873984	0.27598	3.14087	0.00168445	0.0420762	4	3
ZNF432	51.4152	0.728346	0.230769	3.13818	0.00170002	0.0423768	4	3
NKTR	399.645	0.570237	0.182348	3.13512	0.00171787	0.0426443	4	3
CHD1L	69.5486	-0.633964	0.202174	-3.13068	0.00174402	0.0432041	4	3
C12orf10	50.4575	-0.695114	0.220755	-3.12709	0.00176546	0.0436452	4	3
LLGL2	204.077	0.40528	0.128373	3.12557	0.00177459	0.0437806	4	3
ECHDC2	114.402	0.583565	0.184711	3.12051	0.00180539	0.044449	4	3
TMTC3	324.103	-0.478959	0.153271	-3.11974	0.00181009	0.0444734	4	3
ODF2	111.496	0.598128	0.190681	3.11871	0.00181646	0.0445387	4	3
CAPZB	402.267	-0.459433	0.147129	-3.1175	0.00182389	0.0445667	4	3
ZNF572	6.60061	0.816404	0.422088	3.11732	0.00182504	0.0445667	4	3
SCX	15.0201	1.14841	0.348823	3.11529	0.00183765	0.0447835	4	3
DERA	61.7503	-0.927168	0.298124	-3.11353	0.00184863	0.0448789	4	3
GRHL1	54.831	0.771642	0.243826	3.11272	0.00185374	0.0448789	4	3
PDHX	126.685	0.536002	0.172091	3.11254	0.00185487	0.0448789	4	3
MST1	6.78608	1.44558	0.414497	3.11143	0.00186185	0.0448789	4	3
ACYP1	35.4341	1.04022	0.330636	3.11125	0.00186296	0.0448789	4	3
MGAT5	37.8791	-0.840422	0.269266	-3.11108	0.00186403	0.0448789	4	3
GDPD5	21.2736	1.00953	0.31168	3.10916	0.00187618	0.0450809	4	3
PHF1	25.6557	0.955788	0.307758	3.10815	0.00188265	0.0451434	4	3
FMO3	16.7979	-1.0926	0.351784	-3.10718	0.00188879	0.0451434	4	3
AFDN	105.15	0.651821	0.209116	3.10698	0.00189008	0.0451434	4	3
JTB	347.132	-0.361716	0.116797	-3.10557	0.0018991	0.0452688	4	3
RIPOR3	13.6473	1.42676	0.409252	3.10376	0.00191081	0.0453769	4	3
SUPT16H	250.518	-0.564276	0.180629	-3.10369	0.0019112	0.0453769	4	3
CAPS2	30.2737	0.982847	0.316657	3.10295	0.00191604	0.0454018	4	3
MED18	258.206	0.435685	0.139431	3.10123	0.00192721	0.0455763	4	3
DAZAP1	250.003	0.488969	0.157608	3.10057	0.00193146	0.0455871	4	3
LENG8	10.5169	1.31208	0.403192	3.09542	0.00196536	0.0462053	4	3
RCN2	406.428	0.39278	0.127036	3.0896	0.00200427	0.0470279	4	3
NFIB	1063.44	-0.69955	0.226319	-3.08753	0.00201827	0.0471717	4	3
ANKRD36C	109.428	0.572439	0.1852	3.08488	0.00203638	0.0475022	4	3
MIB2	6.19913	1.40813	0.413594	3.08293	0.00204972	0.0476282	4	3
PACS1	114.714	0.586166	0.190668	3.08101	0.00206302	0.0477277	4	3
AP5Z1	42.8086	0.77353	0.246207	3.08059	0.00206594	0.0477277	4	3
EIF5A	20.4343	-0.977638	0.317798	-3.07604	0.00209768	0.0483677	4	3
KIAA0368	415.303	0.42445	0.137498	3.07165	0.00212876	0.0489901	4	3
PES1	127.742	0.639091	0.208007	3.06603	0.00216922	0.0497304	4	3
NPAS3	6.68967	-1.28033	0.427319	-3.06457	0.00217982	0.049878	4	3
LSR	149.692	0.686269	0.223365	3.06366	0.00218644	0.049932	4	3
SCAMP3	108.762	-0.548167	0.177733	-3.06286	0.00219236	0.049932	4	3
TMEM97	144.741	-0.580611	0.190426	-3.06254	0.00219468	0.049932	4	3
NDUFS3	254.276	0.460388	0.15047	3.06142	0.00220288	0.0500237	4	3
ZBED5	61.7375	0.806278	0.269417	3.05835	0.00222562	0.0504447	4	3
LAMA5	37.8218	0.845901	0.277267	3.05632	0.00224076	0.0506918	4	3
METTL8	27.7893	-0.892333	0.290395	-3.05542	0.00224746	0.0507192	4	3
TRPM4	32.1734	0.866321	0.276863	3.05481	0.00225201	0.0507192	4	3
MAGEH1	49.0385	-0.903245	0.299152	-3.0541	0.00225733	0.0507192	4	3
KYNU	40.8429	-0.942368	0.303852	-3.0539	0.00225889	0.0507192	4	3
EED	66.2106	0.629265	0.207477	3.05281	0.00226707	0.0507903	4	3
DNAJC10	154.076	0.538129	0.176129	3.05215	0.00227209	0.0507903	4	3
TSEN34	249.993	0.511543	0.167543	3.0518	0.00227476	0.0507903	4	3
CIB1	264.799	0.585037	0.189396	3.04637	0.00231626	0.051525	4	3
NR3C1	80.1832	-0.813295	0.265116	-3.04358	0.00233781	0.051908	4	3
SYNJ2BP	127.374	-0.517291	0.170979	-3.04231	0.00234766	0.0519793	4	3
ZNF331	22.6434	0.983638	0.316224	3.04192	0.00235071	0.0519793	4	3
USP33	137.046	0.57045	0.18774	3.0415	0.00235404	0.0519793	4	3
HLA-DMA	8.96481	-1.22816	0.399163	-3.04095	0.00235836	0.0519793	4	3
GOLGA1	138.214	0.448916	0.147942	3.03925	0.00237164	0.0519869	4	3
TMEM175	37.0364	0.828627	0.270424	3.03925	0.00237171	0.0519869	4	3
TYW5	29.3715	0.85114	0.273891	3.03766	0.00238425	0.0521664	4	3
MRNIP	18.5972	1.12943	0.356699	3.03687	0.00239047	0.0522071	4	3
PPP2R2A	317.023	-0.431336	0.141837	-3.03346	0.00241769	0.05261	4	3
QTRT1	48.357	0.754241	0.246865	3.03264	0.00242423	0.0526568	4	3
MCM9	13.494	1.1237	0.345579	3.03052	0.00244135	0.0529327	4	3
REV1	63.1268	0.693591	0.227828	3.02971	0.00244786	0.0529691	4	3
FADS3	47.4469	0.793213	0.260938	3.02912	0.00245271	0.0529691	4	3
TMEM181	148.515	0.664675	0.217333	3.02868	0.00245628	0.0529691	4	3
FGFR3	8.69068	1.27447	0.410575	3.02512	0.00248535	0.0533953	4	3
INTU	52.4063	0.807942	0.265966	3.02491	0.00248708	0.0533953	4	3
VAV2	39.2913	0.817304	0.266347	3.02463	0.00248941	0.0533953	4	3
GNAI2	98.9889	-0.564622	0.186393	-3.02344	0.00249916	0.0535088	4	3
CTPS1	36.7491	0.798323	0.262851	3.02021	0.00252599	0.0539012	4	3
COQ4	75.48	0.711009	0.234405	3.02015	0.00252648	0.0539012	4	3
CBX5	232.813	-0.484287	0.160951	-3.01789	0.00254544	0.0542025	4	3
TRIP4	43.0707	0.731808	0.237396	3.01705	0.00255251	0.0542025	4	3
NUDT3	178.976	-0.704689	0.23559	-3.01685	0.00255416	0.0542025	4	3
NCAM2	413.12	-0.660028	0.217371	-3.01287	0.00258792	0.0547069	4	3
COL12A1	363.264	0.761077	0.267826	3.01236	0.00259228	0.0547069	4	3
MT1X	24.727	1.06695	0.363986	3.01202	0.00259517	0.0547069	4	3
DPH7	35.3395	0.795026	0.259657	3.0119	0.00259618	0.0547069	4	3
SRSF6	192.435	0.541499	0.178913	3.01035	0.00260943	0.054768	4	3
PDCD11	86.7814	-0.657009	0.216143	-3.01027	0.00261017	0.054768	4	3
PIGM	529.142	-0.470036	0.1557	-3.00996	0.00261279	0.054768	4	3
SNCG	30.9422	-1.09422	0.361772	-3.00754	0.00263371	0.0551102	4	3
MOV10	117.928	0.767906	0.25247	3.00612	0.00264608	0.0552727	4	3
TM4SF1	73.9728	-0.789848	0.261834	-3.00191	0.00268295	0.0559454	4	3
PGAM5	161.896	-0.442465	0.146972	-3.0013	0.00268831	0.0559597	4	3
PSMC6	102.061	0.577648	0.19085	3.00038	0.00269643	0.0559602	4	3
CREG1	68.2371	-0.584783	0.194673	-3.00024	0.00269766	0.0559602	4	3
PLXNB1	63.8749	0.76443	0.251621	2.999	0.00270864	0.0560908	4	3
TCEAL8	108.742	-0.54147	0.180837	-2.9973	0.00272381	0.0563077	4	3
FOXN3	143.231	-0.622447	0.208217	-2.99482	0.00274603	0.0564973	4	3
ORAI3	42.7869	-0.742499	0.246907	-2.99425	0.00275117	0.0564973	4	3
C9orf85	25.6443	0.896527	0.294731	2.99405	0.00275303	0.0564973	4	3
MAN2A1	162.802	-0.558123	0.185857	-2.99347	0.00275821	0.0564973	4	3
LEMD3	134.966	-0.528379	0.175869	-2.99314	0.00276125	0.0564973	4	3
PASD1	2.95326	-1.37182	0.403808	-2.99177	0.00277362		4	3
CLDN7	430.42	0.510488	0.170144	2.99024	0.00278756	0.0569384	4	3
PPP4R3CP	15.3142	-1.27435	0.411201	-2.98821	0.00280616	0.0572208	4	3
CYBB	11.3373	-1.09076	0.36417	-2.98701	0.0028172	0.0573485	4	3
HNRNPA2B1	3216.65	0.479134	0.159822	2.98471	0.00283845	0.0575507	4	3
SOX9	144.941	-0.923767	0.311723	-2.98417	0.00284351	0.0575507	4	3
CREBRF	108.787	-0.735098	0.246374	-2.98386	0.00284634	0.0575507	4	3
PARP10	25.121	1.13469	0.376794	2.98311	0.00285334	0.0575952	4	3
GRHPR	90.8732	0.567617	0.188676	2.97977	0.00288467	0.0580321	4	3
PRUNE1	71.0391	-0.643528	0.216341	-2.97829	0.00289859	0.0582146	4	3
IGF2BP3	4.17369	-1.29753	0.42565	-2.97723	0.00290867		4	3
FAM133A	34.4739	-1.21504	0.399176	-2.97679	0.00291283	0.0584027	4	3
MYD88	101.789	0.669795	0.224987	2.97568	0.00292341	0.05843	4	3
KCNC2	11.9914	0.781719	0.423495	2.97485	0.00293128	0.05843	4	3
HAUS3	32.5696	0.885608	0.299866	2.97428	0.0029368	0.05843	4	3
TESMIN	125.616	0.751154	0.250391	2.97409	0.00293856	0.05843	4	3
MAK16	49.1242	-0.776519	0.258122	-2.97081	0.00297015	0.0589605	4	3
FSIP1	12.7659	1.14759	0.425371	2.96981	0.0029798	0.0590542	4	3
NECTIN2	148.979	0.666852	0.22076	2.96786	0.0029988	0.0593327	4	3
C5orf38	132.235	0.771996	0.249296	2.96559	0.00302107	0.0595461	4	3
TMCO3	68.2925	0.750198	0.253685	2.96552	0.00302169	0.0595461	4	3
ACVR1	30.3	-0.865855	0.292555	-2.96466	0.00303016	0.0595461	4	3
MYO10	132.126	-0.592283	0.199511	-2.96431	0.00303363	0.0595461	4	3
MIEF1	59.0356	-0.652777	0.220295	-2.96423	0.00303442	0.0595461	4	3
ABHD14B	229.35	-0.566235	0.191507	-2.96316	0.00304495	0.0595854	4	3
MORN3	22.9997	1.05052	0.347116	2.96302	0.00304636	0.0595854	4	3
EPS8L2	30.3861	0.962441	0.331063	2.9577	0.00309939	0.0604256	4	3
RASSF8	63.8671	-0.647687	0.216473	-2.95506	0.00312608	0.0607178	4	3
TMEM208	308.465	0.813672	0.277817	2.95472	0.00312958	0.0607178	4	3
ACAA1	39.3027	0.81736	0.272411	2.95289	0.0031481	0.0609231	4	3
PYCR2	158.813	0.543469	0.183748	2.95235	0.00315362	0.0609231	4	3
CGN	66.9235	-0.744975	0.251863	-2.95198	0.00315746	0.0609231	4	3
KLHL23	32.1608	0.809427	0.2718	2.95152	0.00316218	0.0609231	4	3
PAPSS2	43.794	-0.778147	0.268572	-2.94948	0.00318306	0.0609231	4	3
GABBR1	43.0753	0.954661	0.320425	2.94945	0.00318342	0.0609231	4	3
ULK3	57.0801	0.652379	0.216875	2.94932	0.00318474	0.0609231	4	3
WTIP	12.8588	1.11677	0.381728	2.94927	0.00318529	0.0609231	4	3
SRGAP1	96.9789	0.597822	0.201479	2.94921	0.00318589	0.0609231	4	3
SMG9	19.3601	1.01338	0.336094	2.94705	0.00320824	0.0612528	4	3
MYSM1	35.357	0.811051	0.274619	2.94582	0.00322097	0.0613718	4	3
CLEC2D	18.6198	1.03374	0.346179	2.94546	0.00322471	0.0613718	4	3
SIVA1	280.874	0.451644	0.151552	2.94293	0.00325121	0.0617781	4	3
FOXP2	39.9171	-1.00867	0.339042	-2.94195	0.00326149	0.0618655	4	3
KLF13	22.6275	-0.905241	0.309029	-2.9409	0.00327257	0.0618897	4	3
KLC2	45.3994	0.713397	0.242016	2.93986	0.00328358	0.0619483	4	3
CTNND2	40.145	-1.14318	0.387102	-2.93963	0.003286	0.0619483	4	3
CCS	30.3125	0.83279	0.282978	2.93715	0.00331247	0.0623494	4	3
PSMB3	34.6553	-0.911272	0.30698	-2.93388	0.00334758	0.0628728	4	3
SUSD2	46.5001	-0.638873	0.220791	-2.93355	0.00335111	0.0628728	4	3
ATF5	88.4856	0.640326	0.216099	2.93309	0.00335601	0.0628728	4	3
G3BP2	247.14	-0.603806	0.20624	-2.93119	0.00337666	0.0631609	4	3
HOXC10	332.066	-0.469428	0.160806	-2.9283	0.00340826	0.0635538	4	3
SIN3B	39.5899	0.756095	0.25674	2.92605	0.00343294	0.0639145	4	3
IKZF3	7.39105	-1.2224	0.421202	-2.92502	0.00344433	0.06397	4	3
B4GAT1	279.375	0.497134	0.169723	2.92482	0.00344659	0.06397	4	3
RPL34	628.755	-0.463706	0.158142	-2.92328	0.00346364	0.0640527	4	3
LTB4R	30.2653	0.838157	0.286289	2.92302	0.0034665	0.0640527	4	3
CENPJ	50.648	0.785332	0.270602	2.92297	0.00346707	0.0640527	4	3
MRPS11	56.6629	0.664287	0.224526	2.9223	0.00347454	0.0640671	4	3
ZRSR2	68.7962	0.576044	0.195626	2.92194	0.00347854	0.0640671	4	3
DHX40	62.7212	-0.612296	0.208761	-2.92067	0.00349276	0.0642304	4	3
TMEM234	5.99362	1.30488	0.411195	2.91955	0.00350534		4	3
WDR44	29.2129	0.889036	0.296615	2.91949	0.00350607	0.0643764	4	3
TRIM45	23.114	0.954982	0.315828	2.91803	0.00352253	0.064431	4	3
CCDC71	123.349	-0.500526	0.17148	-2.91783	0.00352479	0.064431	4	3
CHMP2B	185.119	-0.492387	0.167284	-2.91779	0.00352516	0.064431	4	3
C8orf48	4.28377	-1.29647	0.427337	-2.91584	0.00354728		4	3
DDIT3	238.16	0.747782	0.256495	2.91433	0.0035645	0.0649891	4	3
MAN2C1	13.9983	1.05806	0.346195	2.91377	0.00357095	0.0649891	4	3
CRELD2	100.234	0.518265	0.177181	2.91333	0.00357594	0.0649891	4	3
BNIPL	64.67	-0.715579	0.245436	-2.91321	0.00357738	0.0649891	4	3
C19orf60	20.9262	0.945802	0.314055	2.91265	0.00358374	0.0650061	4	3
ANKMY2	139.808	0.577703	0.195546	2.91195	0.0035918	0.0650539	4	3
PCSK4	10.4571	1.33934	0.425801	2.90654	0.00365445	0.0660888	4	3
AMIGO2	418.015	0.724206	0.258565	2.90351	0.00369004	0.0665986	4	3
MRPS16	135.358	-0.586272	0.201663	-2.90294	0.00369678	0.0665986	4	3
MICAL1	5.43727	1.32607	0.422036	2.90291	0.00369712		4	3
PTGER3	78.0381	0.863776	0.293213	2.90273	0.00369931	0.0665986	4	3
POU2F1	153.669	-0.460397	0.158514	-2.90015	0.00372983	0.0670475	4	3
EHD1	68.0112	0.638003	0.218092	2.89768	0.00375937	0.0674774	4	3
WSB1	215.803	0.55227	0.190286	2.89639	0.00377486	0.0676541	4	3
WNK3	5.23478	-1.23923	0.420696	-2.88911	0.0038633		4	3
PPIP5K1	108.985	0.538543	0.183601	2.88759	0.00388204	0.069269	4	3
SLC2A10	81.7976	0.869956	0.288311	2.88757	0.0038823	0.069269	4	3
FBXO41	16.1879	1.02655	0.349701	2.88694	0.00389008	0.0693046	4	3
BRD2	289.03	0.352928	0.122422	2.88571	0.00390527	0.0694721	4	3
MUCL1	76.4854	-1.25939	0.416913	-2.88351	0.00393273	0.0697784	4	3
IRX2	615.631	0.785046	0.263805	2.88303	0.00393866	0.0697784	4	3
WDR27	20.7171	0.96708	0.333231	2.88288	0.00394061	0.0697784	4	3
FCGRT	87.0752	0.75564	0.259871	2.88247	0.00394577	0.0697784	4	3
BCL9	42.3187	-0.680675	0.23818	-2.88069	0.00396805	0.0700692	4	3
HMCES	227.396	-0.551609	0.191318	-2.87942	0.0039841	0.0701492	4	3
CASP1	29.0307	-1.14394	0.402411	-2.87919	0.00398694	0.0701492	4	3
DIP2B	139.819	-0.500025	0.173233	-2.87894	0.00399014	0.0701492	4	3
CLCA2	144.91	-1.15898	0.42571	-2.87633	0.00402324	0.0706276	4	3
NCALD	76.2075	-0.809306	0.282961	-2.87435	0.00404857	0.0709684	4	3
CUL3	89.6801	-0.591978	0.206673	-2.87023	0.00410168	0.0717943	4	3
PNPLA3	13.4926	-1.15669	0.411722	-2.8664	0.00415167	0.0725634	4	3
FTHL17	4.35071	-1.30666	0.424695	-2.86621	0.00415414		4	3
NELFB	44.3321	0.725497	0.250755	2.86507	0.00416918	0.0727102	4	3
TP53BP1	157.761	0.491968	0.170632	2.86471	0.00417397	0.0727102	4	3
UBE2L6	514.597	0.821855	0.296034	2.86438	0.00417826	0.0727102	4	3
ARHGAP33	4.8413	1.37978	0.423001	2.86221	0.00420692		4	3
DDRGK1	154.758	0.638126	0.221025	2.86138	0.00421803	0.0731898	4	3
SDHAF3	4.29385	-1.26253	0.42608	-2.85785	0.00426524		4	3
HLA-F	50.2508	0.893139	0.326379	2.85776	0.00426645	0.0739231	4	3
FAF2	51.657	-0.735534	0.254453	-2.85678	0.00427958	0.0740436	4	3
PTPRR	3.4417	-1.26663	0.423371	-2.85472	0.00430753		4	3
FBXL17	94.3784	-0.722856	0.251984	-2.85417	0.00431499	0.0744413	4	3
PCBP1	1087.5	-0.351742	0.123461	-2.85283	0.00433315	0.0746473	4	3
TMEM8B	83.8751	0.586732	0.202768	2.85209	0.00434332	0.0747151	4	3
CHD9	185.274	-0.466599	0.162146	-2.85095	0.00435886	0.074875	4	3
DDX21	655.081	-0.36695	0.127851	-2.8494	0.00438014	0.0751183	4	3
RBM20	11.4498	-1.16387	0.42152	-2.84901	0.00438555	0.0751183	4	3
PRDX6	367.979	-0.428345	0.15052	-2.84839	0.00439412	0.0751492	4	3
