gene_short_name	note	MCF7_KO	MCF7_WT	T47D_KO	T47D_WT	log2FC_T47D_KO_vs_WT	log2FC_MCF7_KO_vs_WT	log2FC_mean_bothlines	same_direction_both_lines
NUP107	group-mean FPKM only; no per-replicate data in GEO	154.844	140.135	131.985	126.02	0.0664636	0.143511	0.104987	True
PPIC	group-mean FPKM only; no per-replicate data in GEO	31.5696	28.6883	18.6093	17.6506	0.0742577	0.135816	0.105037	True
PJA2	group-mean FPKM only; no per-replicate data in GEO	39.4601	39.4555	55.384	47.8135	0.210009	0.000166085	0.105088	True
LOC100506207	group-mean FPKM only; no per-replicate data in GEO	3.28844	2.31656	3.72393	4.41119	-0.217487	0.42767	0.105091	False
PEPD	group-mean FPKM only; no per-replicate data in GEO	18.2237	12.8898	8.3519	10.1996	-0.273498	0.483731	0.105117	False
ASCC1	group-mean FPKM only; no per-replicate data in GEO	20.8603	16.0602	16.2725	18.1984	-0.156817	0.367212	0.105197	False
HELZ	group-mean FPKM only; no per-replicate data in GEO	7.61633	7.6976	7.23402	6.11794	0.224836	-0.0143741	0.105231	False
FCHO1	group-mean FPKM only; no per-replicate data in GEO	1.79346	1.49138	1.43665	1.42756	0.00678748	0.203757	0.105272	True
SORL1	group-mean FPKM only; no per-replicate data in GEO	5.68726	4.96618	2.05476	1.99908	0.0317907	0.178768	0.105279	True
TAB2	group-mean FPKM only; no per-replicate data in GEO	10.095	9.90174	10.5337	9.21001	0.184372	0.0265587	0.105465	True
RAB2A	group-mean FPKM only; no per-replicate data in GEO	29.3241	29.3202	76.9157	66.3913	0.210808	0.000188669	0.105498	True
MED7	group-mean FPKM only; no per-replicate data in GEO	5.89522	5.28041	8.64636	8.24228	0.0651881	0.145822	0.105505	True
TDRKH	group-mean FPKM only; no per-replicate data in GEO	14.5904	16.2547	4.7809	3.60893	0.362021	-0.150935	0.105543	False
ACP1	group-mean FPKM only; no per-replicate data in GEO	69.3033	59.4478	84.4153	84.9167	-0.00849364	0.219588	0.105547	False
KPNA6	group-mean FPKM only; no per-replicate data in GEO	38.2388	37.0861	34.7624	30.893	0.167688	0.04358	0.105634	True
SOCS5	group-mean FPKM only; no per-replicate data in GEO	6.34213	6.03222	6.55197	5.8801	0.144447	0.0668721	0.10566	True
CBR1	group-mean FPKM only; no per-replicate data in GEO	55.6213	57.3334	124.833	104.551	0.254676	-0.0433545	0.105661	False
CENPP	group-mean FPKM only; no per-replicate data in GEO	7.89776	7.30654	8.25516	7.63365	0.106231	0.105321	0.105776	True
AHCTF1	group-mean FPKM only; no per-replicate data in GEO	7.18545	6.87446	6.25947	5.58365	0.151973	0.0595923	0.105783	True
NIPA2	group-mean FPKM only; no per-replicate data in GEO	21.1684	21.1021	22.2814	19.2337	0.207195	0.00442106	0.105808	True
FAM172A	group-mean FPKM only; no per-replicate data in GEO	11.0194	9.92356	14.9578	14.2511	0.0675125	0.144217	0.105865	True
ZNF639	group-mean FPKM only; no per-replicate data in GEO	16.9425	16.6623	21.99	19.2371	0.188374	0.0233639	0.105869	True
DCUN1D3	group-mean FPKM only; no per-replicate data in GEO	4.28328	4.07982	2.73197	2.41459	0.149121	0.0627093	0.105915	True
RRBP1	group-mean FPKM only; no per-replicate data in GEO	13.6043	11.1732	9.40499	9.83349	-0.0611002	0.272935	0.105917	False
HDAC2	group-mean FPKM only; no per-replicate data in GEO	38.0482	33.9461	42.324	40.8719	0.0497683	0.162323	0.106046	True
C14orf166,NID2	group-mean FPKM only; no per-replicate data in GEO	47.9316	44.6613	59.8952	55.3988	0.111617	0.100862	0.106239	True
HSP90AB1	group-mean FPKM only; no per-replicate data in GEO	1165.17	1248.02	1154.5	930.108	0.311647	-0.0990595	0.106294	False
ADGRL1	group-mean FPKM only; no per-replicate data in GEO	6.56709	6.32019	3.7445	3.29539	0.161346	0.0513044	0.106325	True
SF3B1	group-mean FPKM only; no per-replicate data in GEO	146.54	125.21	129.916	131.137	-0.0134442	0.226109	0.106333	False
ZFP69B	group-mean FPKM only; no per-replicate data in GEO	2.5441	2.25673	3.24074	3.06451	0.0696199	0.143058	0.106339	True
XPO1	group-mean FPKM only; no per-replicate data in GEO	199.47	195.348	224.593	197.825	0.182655	0.0300492	0.106352	True
PNPLA2	group-mean FPKM only; no per-replicate data in GEO	4.5991	4.72729	6.2879	5.21373	0.248532	-0.0358206	0.106356	False
TRAPPC4	group-mean FPKM only; no per-replicate data in GEO	62.4898	58.6595	76.5809	70.3144	0.122331	0.0905084	0.10642	True
REV3L	group-mean FPKM only; no per-replicate data in GEO	19.4848	18.667	16.3506	14.6588	0.152644	0.0602786	0.106462	True
AKAP1	group-mean FPKM only; no per-replicate data in GEO	32.4521	26.3592	24.8508	26.3306	-0.081848	0.294954	0.106553	False
RIOK1	group-mean FPKM only; no per-replicate data in GEO	19.5314	18.4975	18.6244	16.8931	0.136899	0.0764537	0.106677	True
SNX18	group-mean FPKM only; no per-replicate data in GEO	9.29892	8.60091	11.2475	10.408	0.106967	0.106612	0.10679	True
ZSCAN31	group-mean FPKM only; no per-replicate data in GEO	2.80376	2.64081	4.18962	3.75245	0.141177	0.0729722	0.107074	True
ATHL1	group-mean FPKM only; no per-replicate data in GEO	1.59461	1.48044	3.38265	3.03991	0.133329	0.0808607	0.107095	True
FDX1	group-mean FPKM only; no per-replicate data in GEO	9.56415	10.2658	14.1146	11.277	0.311438	-0.0972302	0.107104	False
ERCC4	group-mean FPKM only; no per-replicate data in GEO	9.00176	8.78118	7.40141	6.47258	0.180418	0.0338865	0.107152	True
FSD2	group-mean FPKM only; no per-replicate data in GEO	3.00772	3.00934	5.86258	4.98149	0.215044	-0.000666138	0.107189	False
CHRNG	group-mean FPKM only; no per-replicate data in GEO	2.98817	1.9479	1.59613	2.07418	-0.296385	0.510926	0.10727	False
MIR3195	group-mean FPKM only; no per-replicate data in GEO	1.34103	1.29239	1.20178	1.00641	0.17593	0.0386286	0.107279	True
COMMD2	group-mean FPKM only; no per-replicate data in GEO	10.1796	9.79356	11.7537	10.4561	0.161483	0.0531156	0.107299	True
FAM206A	group-mean FPKM only; no per-replicate data in GEO	18.411	16.7083	21.7652	20.5864	0.0784778	0.136121	0.107299	True
DNAL1	group-mean FPKM only; no per-replicate data in GEO	5.50643	5.06287	5.3596	4.95157	0.10413	0.110678	0.107404	True
TMEM120B	group-mean FPKM only; no per-replicate data in GEO	5.01271	3.81674	2.18079	2.44987	-0.137993	0.35282	0.107413	False
C10orf35	group-mean FPKM only; no per-replicate data in GEO	7.10431	6.77482	5.59489	4.98941	0.150949	0.0639058	0.107427	True
SYT17	group-mean FPKM only; no per-replicate data in GEO	10.2446	12.7503	3.66226	2.40814	0.51727	-0.302413	0.107429	False
ETF1	group-mean FPKM only; no per-replicate data in GEO	94.9221	100.47	130.989	106.551	0.296644	-0.0815314	0.107556	False
ATP5SL	group-mean FPKM only; no per-replicate data in GEO	23.4443	22.3683	25.246	22.7219	0.148862	0.0663331	0.107598	True
SARAF	group-mean FPKM only; no per-replicate data in GEO	61.9244	58.7601	131.55	119.324	0.140167	0.075049	0.107608	True
ATP5G3	group-mean FPKM only; no per-replicate data in GEO	92.9736	79.6936	106.572	107.006	-0.00583592	0.221072	0.107618	False
SPPL2B	group-mean FPKM only; no per-replicate data in GEO	8.048	5.14196	5.65561	7.53354	-0.384134	0.59939	0.107628	False
NOL11	group-mean FPKM only; no per-replicate data in GEO	88.5947	82.4081	127.778	118.237	0.111504	0.103827	0.107665	True
EXOSC2	group-mean FPKM only; no per-replicate data in GEO	42.6958	36.9547	52.2918	51.941	0.00961866	0.205744	0.107681	True
MPV17L2	group-mean FPKM only; no per-replicate data in GEO	17.938	16.8056	11.4768	10.4895	0.124117	0.0914432	0.10778	True
PNRC2	group-mean FPKM only; no per-replicate data in GEO	64.305	65.3311	102.59	86.8968	0.238252	-0.0226642	0.107794	False
PDLIM5	group-mean FPKM only; no per-replicate data in GEO	32.0814	21.8909	14.142	17.8471	-0.325439	0.541136	0.107848	False
BAGE3	group-mean FPKM only; no per-replicate data in GEO	28.8398	27.8437	103.625	92.3108	0.165952	0.0498309	0.107891	True
RAB7A	group-mean FPKM only; no per-replicate data in GEO	61.0733	59.2377	36.2878	32.1445	0.172387	0.0436632	0.108025	True
GBP3	group-mean FPKM only; no per-replicate data in GEO	0.107753	0.572546	3.0155	1.21488	1.03562	-0.819483	0.10807	False
RAD51	group-mean FPKM only; no per-replicate data in GEO	14.656	12.2565	17.6375	18.0509	-0.0325136	0.248656	0.108071	False
GFPT2	group-mean FPKM only; no per-replicate data in GEO	2.55359	2.3421	5.53666	5.08336	0.112617	0.103549	0.108083	True
GMNN	group-mean FPKM only; no per-replicate data in GEO	56.2325	46.5518	69.8821	72.551	-0.0536955	0.269926	0.108115	False
ZNF652	group-mean FPKM only; no per-replicate data in GEO	23.2776	22.7981	20.9128	18.3113	0.186874	0.0293908	0.108132	True
ITGB3BP	group-mean FPKM only; no per-replicate data in GEO	36.0363	28.5895	36.7687	39.7912	-0.1125	0.328832	0.108166	False
MIR6080	group-mean FPKM only; no per-replicate data in GEO	1.4866	1.26438	1.07352	1.02499	0.0451957	0.17114	0.108168	True
FAM136A	group-mean FPKM only; no per-replicate data in GEO	71.8085	70.217	106.682	93.8329	0.18423	0.0321082	0.108169	True
ANKMY2	group-mean FPKM only; no per-replicate data in GEO	10.0212	8.48429	11.1256	11.2184	-0.0114704	0.227823	0.108176	False
RYBP	group-mean FPKM only; no per-replicate data in GEO	40.6555	30.7372	14.3816	16.3738	-0.181255	0.39782	0.108282	False
PAN3-AS1	group-mean FPKM only; no per-replicate data in GEO	1.0348	1.00218	1.35038	1.12697	0.185634	0.030993	0.108313	True
SEC11C	group-mean FPKM only; no per-replicate data in GEO	48.4566	43.6241	61.2204	58.4298	0.06675	0.149937	0.108343	True
MTRR	group-mean FPKM only; no per-replicate data in GEO	47.8506	37.5009	30.002	32.896	-0.130771	0.3475	0.108364	False
NANP	group-mean FPKM only; no per-replicate data in GEO	6.38467	6.47807	8.7669	7.36749	0.236183	-0.0194406	0.108371	False
SNX17	group-mean FPKM only; no per-replicate data in GEO	63.5564	47.3652	53.2596	61.4037	-0.203503	0.420366	0.108431	False
SCO1	group-mean FPKM only; no per-replicate data in GEO	22.2439	19.6535	15.1449	14.6914	0.0424376	0.174449	0.108443	True
TMEM14A	group-mean FPKM only; no per-replicate data in GEO	37.9618	39.023	59.5122	49.7432	0.256327	-0.0392662	0.108531	False
CINP	group-mean FPKM only; no per-replicate data in GEO	23.1097	20.3552	27.4944	26.7642	0.0381304	0.178973	0.108551	True
PDGFC	group-mean FPKM only; no per-replicate data in GEO	1.81773	2.4234	7.54914	4.98895	0.552304	-0.334935	0.108685	False
TNFAIP1	group-mean FPKM only; no per-replicate data in GEO	11.3239	10.3164	10.6633	9.99597	0.0889281	0.128486	0.108707	True
DDX28	group-mean FPKM only; no per-replicate data in GEO	12.5773	11.0721	10.985	10.6628	0.0410519	0.176414	0.108733	True
DHX37	group-mean FPKM only; no per-replicate data in GEO	7.7487	7.74693	4.72467	3.99447	0.217189	0.000309606	0.108749	True
LONP2	group-mean FPKM only; no per-replicate data in GEO	35.9762	30.9475	25.8784	25.8135	0.0035539	0.21401	0.108782	True
TNFAIP8	group-mean FPKM only; no per-replicate data in GEO	7.72654	5.97666	5.84701	6.43299	-0.127401	0.345036	0.108818	False
15-9	group-mean FPKM only; no per-replicate data in GEO	64.8606	59.0869	61.2209	57.7172	0.0843136	0.133426	0.10887	True
HJURP	group-mean FPKM only; no per-replicate data in GEO	26.1769	23.5725	29.8659	28.4322	0.0697761	0.148205	0.108991	True
TMEM138	group-mean FPKM only; no per-replicate data in GEO	29.7578	24.4058	19.4455	20.3329	-0.0628004	0.280825	0.109012	False
ATP6V1A	group-mean FPKM only; no per-replicate data in GEO	51.8488	51.6114	35.5298	30.6173	0.211474	0.00655745	0.109016	True
GON4L	group-mean FPKM only; no per-replicate data in GEO	25.1828	24.1525	16.8643	15.052	0.159024	0.0590685	0.109046	True
NARS2	group-mean FPKM only; no per-replicate data in GEO	30.6994	23.8464	17.5147	19.345	-0.139601	0.35781	0.109104	False
FXR2	group-mean FPKM only; no per-replicate data in GEO	25.0585	25.4853	17.1571	14.4293	0.242102	-0.0238925	0.109105	False
NCAM2	group-mean FPKM only; no per-replicate data in GEO	51.6183	46.4022	397.694	379.863	0.0660946	0.152134	0.109114	True
PARP1	group-mean FPKM only; no per-replicate data in GEO	39.326	34.7312	37.6017	36.5222	0.0414647	0.176857	0.109161	True
ZMYM1	group-mean FPKM only; no per-replicate data in GEO	8.49727	7.66008	7.8792	7.44094	0.0775027	0.140904	0.109203	True
CDC26	group-mean FPKM only; no per-replicate data in GEO	24.0663	21.1042	30.1679	29.4731	0.0330611	0.185369	0.109215	True
LBR	group-mean FPKM only; no per-replicate data in GEO	11.0549	10.6471	14.9259	13.2432	0.166637	0.0518363	0.109237	True
ZNF420	group-mean FPKM only; no per-replicate data in GEO	5.10155	5.10271	3.8555	3.24259	0.218801	-0.00029873	0.109251	False
CLHC1	group-mean FPKM only; no per-replicate data in GEO	3.22895	3.47427	10.885	8.67976	0.310606	-0.0919204	0.109343	False
SGOL2	group-mean FPKM only; no per-replicate data in GEO	18.351	15.5154	12.6432	12.7943	-0.0164912	0.235181	0.109345	False
ZNF81	group-mean FPKM only; no per-replicate data in GEO	10.3366	8.93597	7.07141	6.97202	0.0190637	0.199669	0.109367	True
METTL23	group-mean FPKM only; no per-replicate data in GEO	31.429	22.974	15.7407	18.4823	-0.225041	0.443804	0.109381	False
IMPDH2	group-mean FPKM only; no per-replicate data in GEO	118.372	102.053	160.758	160.117	0.00574614	0.213039	0.109393	True
CENPI	group-mean FPKM only; no per-replicate data in GEO	9.6517	9.70063	8.63675	7.31271	0.225858	-0.00693692	0.109461	False
TCTN1	group-mean FPKM only; no per-replicate data in GEO	13.7012	10.7965	11.92	12.915	-0.111182	0.330137	0.109478	False
NDUFAF3	group-mean FPKM only; no per-replicate data in GEO	20.7183	16.1373	24.5933	26.9922	-0.13172	0.350888	0.109584	False
KIAA1804	group-mean FPKM only; no per-replicate data in GEO	4.15972	3.31405	2.93141	3.1012	-0.0696762	0.28892	0.109622	False
FAM199X	group-mean FPKM only; no per-replicate data in GEO	13.4279	13.7593	16.8989	14.0955	0.253472	-0.0339254	0.109774	False
ASAH2B	group-mean FPKM only; no per-replicate data in GEO	2.68579	2.49527	1.77553	1.57846	0.130688	0.0889651	0.109826	True
WRAP73	group-mean FPKM only; no per-replicate data in GEO	9.37249	8.40911	8.60302	8.16224	0.0716051	0.148133	0.109869	True
SLC35A3	group-mean FPKM only; no per-replicate data in GEO	12.1421	13.5793	18.5504	14.1868	0.375301	-0.155339	0.109981	False
BBIP1	group-mean FPKM only; no per-replicate data in GEO	21.2687	17.5809	19.2956	19.9619	-0.0477603	0.267789	0.110014	False
DMAP1	group-mean FPKM only; no per-replicate data in GEO	7.70953	7.15093	8.53288	7.82059	0.1185	0.101665	0.110082	True
TMEM144	group-mean FPKM only; no per-replicate data in GEO	2.63197	2.53319	6.14913	5.39375	0.17398	0.0462345	0.110107	True
CMC1	group-mean FPKM only; no per-replicate data in GEO	54.585	43.6605	38.0609	40.7888	-0.0986118	0.318903	0.110146	False
PPIL1	group-mean FPKM only; no per-replicate data in GEO	53.9134	48.3713	55.8932	53.396	0.065343	0.154974	0.110159	True
USP31	group-mean FPKM only; no per-replicate data in GEO	11.4102	10.7424	10.4901	9.49261	0.137271	0.0832476	0.110259	True
ZNF530	group-mean FPKM only; no per-replicate data in GEO	1.93932	1.80245	1.39477	1.2228	0.137268	0.0833092	0.110288	True
ELOVL5	group-mean FPKM only; no per-replicate data in GEO	60.1642	50.8595	39.1361	39.6781	-0.0195943	0.240214	0.11031	False
GDAP2	group-mean FPKM only; no per-replicate data in GEO	33.2599	31.2605	27.8187	25.3249	0.132992	0.088077	0.110535	True
CHD9	group-mean FPKM only; no per-replicate data in GEO	11.2479	9.36829	9.71219	9.92939	-0.0303625	0.251531	0.110584	False
OSBPL8	group-mean FPKM only; no per-replicate data in GEO	95.1128	94.9338	65.9438	56.6069	0.21847	0.00270345	0.110586	True
USP3-AS1	group-mean FPKM only; no per-replicate data in GEO	5.41351	3.57427	5.20443	6.60268	-0.316281	0.537473	0.110596	False
PWWP2A	group-mean FPKM only; no per-replicate data in GEO	16.0673	15.9168	23.8677	20.5933	0.208185	0.0131656	0.110675	True
MYO1F	group-mean FPKM only; no per-replicate data in GEO	2.10789	1.20889	2.97604	4.05013	-0.388463	0.609823	0.11068	False
PHF20	group-mean FPKM only; no per-replicate data in GEO	12.683	10.3345	11.3802	11.8989	-0.061653	0.283046	0.110697	False
TMEM131	group-mean FPKM only; no per-replicate data in GEO	7.59137	7.5969	6.74627	5.71103	0.222406	-0.000985665	0.11071	False
FAM208A	group-mean FPKM only; no per-replicate data in GEO	15.1069	14.1421	17.6627	16.1047	0.129387	0.0920615	0.110724	True
CDC40	group-mean FPKM only; no per-replicate data in GEO	23.3657	21.4608	17.6312	16.3983	0.101596	0.120008	0.110802	True
MTCL1	group-mean FPKM only; no per-replicate data in GEO	3.76036	3.2858	2.4979	2.39286	0.0514558	0.170377	0.110916	True
TRIP10	group-mean FPKM only; no per-replicate data in GEO	11.2182	15.3869	5.66062	3.39589	0.661123	-0.439087	0.111018	False
TADA2B	group-mean FPKM only; no per-replicate data in GEO	7.67813	6.86985	6.096	5.7753	0.071907	0.150136	0.111021	True
RNASEH1-AS1	group-mean FPKM only; no per-replicate data in GEO	8.77078	7.04851	11.2897	11.9138	-0.0744178	0.296499	0.111041	False
EDC3	group-mean FPKM only; no per-replicate data in GEO	4.55231	4.46652	6.40252	5.51992	0.197379	0.0247078	0.111043	True
MIR563	group-mean FPKM only; no per-replicate data in GEO	1.76933	0.92534	0.610333	1.01555	-0.448849	0.67096	0.111056	False
R3HCC1	group-mean FPKM only; no per-replicate data in GEO	8.42222	7.55803	19.2718	18.2632	0.0755383	0.146976	0.111257	True
CIDEB	group-mean FPKM only; no per-replicate data in GEO	40.4264	38.3575	29.5849	26.6573	0.1477	0.0748387	0.111269	True
MED29	group-mean FPKM only; no per-replicate data in GEO	9.91492	9.77932	10.3422	8.91454	0.203695	0.0189069	0.111301	True
PHIP	group-mean FPKM only; no per-replicate data in GEO	23.3786	23.0771	21.6963	18.7652	0.204322	0.018332	0.111327	True
TRIT1	group-mean FPKM only; no per-replicate data in GEO	18.0106	13.1375	18.6452	21.7688	-0.218041	0.440772	0.111366	False
ZNF726	group-mean FPKM only; no per-replicate data in GEO	4.24882	3.91521	3.14456	2.85912	0.117661	0.105087	0.111374	True
LOC100130744	group-mean FPKM only; no per-replicate data in GEO	1.23667	1.11227	1.2421	1.10801	0.115551	0.10723	0.111391	True
GID8	group-mean FPKM only; no per-replicate data in GEO	50.586	44.6419	38.5515	37.3666	0.0444521	0.178461	0.111456	True
CACTIN	group-mean FPKM only; no per-replicate data in GEO	12.1881	12.6292	14.5358	11.9501	0.272244	-0.049303	0.111471	False
IKZF2	group-mean FPKM only; no per-replicate data in GEO	5.19461	6.6777	21.9042	14.7296	0.556891	-0.333925	0.111483	False
LONP1	group-mean FPKM only; no per-replicate data in GEO	16.6507	12.7558	16.6412	18.5018	-0.148668	0.371644	0.111488	False
GALNT3	group-mean FPKM only; no per-replicate data in GEO	22.6695	18.3381	19.1682	20.2231	-0.0753749	0.298573	0.111599	False
EXOSC9	group-mean FPKM only; no per-replicate data in GEO	37.3662	35.4966	63.3979	57.0794	0.150216	0.07305	0.111633	True
TSPAN17	group-mean FPKM only; no per-replicate data in GEO	23.214	20.4323	25.1014	24.3381	0.0436679	0.180008	0.111838	True
GPRC5C	group-mean FPKM only; no per-replicate data in GEO	14.854	9.96329	3.87026	4.99133	-0.329436	0.553278	0.111921	False
GNAT2	group-mean FPKM only; no per-replicate data in GEO	1.94991	2.47647	2.08798	1.3239	0.5048	-0.280874	0.111963	False
POLR2C	group-mean FPKM only; no per-replicate data in GEO	71.7595	69.1187	69.3842	61.6064	0.170224	0.0537124	0.111968	True
RBM43	group-mean FPKM only; no per-replicate data in GEO	1.38153	1.03761	2.08954	2.21314	-0.0672677	0.291217	0.111975	False
HAUS5	group-mean FPKM only; no per-replicate data in GEO	7.267	5.66934	5.58933	6.06342	-0.108164	0.332241	0.112039	False
PSMC6	group-mean FPKM only; no per-replicate data in GEO	147.42	148.716	166.669	141.373	0.236707	-0.0125851	0.112061	False
KLC2	group-mean FPKM only; no per-replicate data in GEO	9.24672	8.28197	7.23033	6.84478	0.0738107	0.150372	0.112091	True
PROM2	group-mean FPKM only; no per-replicate data in GEO	11.9147	10.4923	11.7938	11.3863	0.0486312	0.175556	0.112094	True
SH3D21	group-mean FPKM only; no per-replicate data in GEO	4.17692	2.4977	1.12244	1.66693	-0.417487	0.641703	0.112108	False
CFAP44,SPICE1	group-mean FPKM only; no per-replicate data in GEO	20.0016	19.2167	13.3978	11.8707	0.167929	0.0563184	0.112124	True
FTL	group-mean FPKM only; no per-replicate data in GEO	249.114	270.473	395.447	311.681	0.342925	-0.11845	0.112237	False
ICE1	group-mean FPKM only; no per-replicate data in GEO	24.6542	21.5109	17.1258	16.74	0.031929	0.192581	0.112255	True
APPL1	group-mean FPKM only; no per-replicate data in GEO	10.5673	11.2039	17.8072	14.3164	0.305216	-0.080686	0.112265	False
SECISBP2L	group-mean FPKM only; no per-replicate data in GEO	9.60343	10.0712	10.8721	8.80192	0.289898	-0.065294	0.112302	False
PCBP1-AS1	group-mean FPKM only; no per-replicate data in GEO	4.96671	3.95782	4.28339	4.52021	-0.0697143	0.294334	0.11231	False
ERH	group-mean FPKM only; no per-replicate data in GEO	310.131	308.832	428.54	368.152	0.218853	0.00604573	0.112449	True
FAM86DP	group-mean FPKM only; no per-replicate data in GEO	4.63059	3.77098	2.467	2.54952	-0.0395773	0.264558	0.11249	False
FARSA	group-mean FPKM only; no per-replicate data in GEO	43.9523	40.1971	44.2018	41.2728	0.0977691	0.127332	0.112551	True
VRK1	group-mean FPKM only; no per-replicate data in GEO	44.9108	41.2253	62.3974	58.0635	0.102999	0.122113	0.112556	True
PRKAR2B	group-mean FPKM only; no per-replicate data in GEO	19.2946	13.7622	5.30938	6.39774	-0.24774	0.47291	0.112585	False
CSTF1	group-mean FPKM only; no per-replicate data in GEO	47.1118	41.0556	62.4899	61.2381	0.0289594	0.196276	0.112618	True
MYO1E	group-mean FPKM only; no per-replicate data in GEO	3.80391	3.90981	3.7862	3.07751	0.260743	-0.0350686	0.112837	False
LOC102724153	group-mean FPKM only; no per-replicate data in GEO	5.38707	4.42031	1.33234	1.37473	-0.0329956	0.258801	0.112902	False
ABHD13	group-mean FPKM only; no per-replicate data in GEO	5.94593	5.83307	7.60516	6.55401	0.200397	0.0254835	0.11294	True
PRKRIR	group-mean FPKM only; no per-replicate data in GEO	58.079	48.7247	53.8117	54.7591	-0.024949	0.251001	0.113026	False
MASTL	group-mean FPKM only; no per-replicate data in GEO	36.1262	31.0737	23.068	22.8735	0.0119556	0.214153	0.113054	True
SNX3	group-mean FPKM only; no per-replicate data in GEO	69.5956	67.9989	77.3449	67.6035	0.192874	0.0332431	0.113058	True
KBTBD3	group-mean FPKM only; no per-replicate data in GEO	1.98719	1.71813	2.59777	2.46952	0.0610003	0.165173	0.113087	True
LYRM4	group-mean FPKM only; no per-replicate data in GEO	20.3844	16.5539	13.7128	14.3781	-0.0659995	0.292324	0.113162	False
NOP16	group-mean FPKM only; no per-replicate data in GEO	68.041	65.4851	112.925	100.205	0.171603	0.054827	0.113215	True
ZFHX3	group-mean FPKM only; no per-replicate data in GEO	11.0643	11.4994	10.9323	8.91668	0.279825	-0.0532843	0.11327	False
ATP6V1C1	group-mean FPKM only; no per-replicate data in GEO	116.48	110.717	143.549	128.992	0.153697	0.0728846	0.113291	True
PLSCR1	group-mean FPKM only; no per-replicate data in GEO	9.02064	8.72318	11.4673	10.0577	0.180802	0.0457943	0.113298	True
GHRL	group-mean FPKM only; no per-replicate data in GEO	0.351777	0.483646	1.41002	0.913471	0.434345	-0.207663	0.113341	False
MEF2BNB,MEF2BNB-MEF2B	group-mean FPKM only; no per-replicate data in GEO	22.6107	20.9461	19.8513	18.2408	0.118938	0.107846	0.113392	True
HGS,MRPL12	group-mean FPKM only; no per-replicate data in GEO	85.9231	73.6815	46.514	46.3029	0.00649251	0.220358	0.113425	True
MRPL37	group-mean FPKM only; no per-replicate data in GEO	90.6586	85.4734	101.007	91.468	0.142375	0.0844884	0.113432	True
PPIG	group-mean FPKM only; no per-replicate data in GEO	23.4576	21.7465	23.7314	21.7966	0.120054	0.106905	0.11348	True
ESR1	group-mean FPKM only; no per-replicate data in GEO	35.7183	30.6156	66.1329	65.7634	0.00802245	0.219081	0.113552	True
SCARB1	group-mean FPKM only; no per-replicate data in GEO	17.0359	14.927	11.248	10.9086	0.0422934	0.184854	0.113574	True
KIF1C	group-mean FPKM only; no per-replicate data in GEO	25.1157	21.3496	15.3449	15.3694	-0.00222903	0.229421	0.113596	False
ZNF14	group-mean FPKM only; no per-replicate data in GEO	9.58601	8.65715	8.26017	7.74204	0.0879574	0.139385	0.113671	True
TTC1	group-mean FPKM only; no per-replicate data in GEO	55.9307	56.3686	87.135	73.7795	0.238543	-0.011152	0.113696	False
LYPLAL1	group-mean FPKM only; no per-replicate data in GEO	20.4955	18.1293	35.7604	34.406	0.0549198	0.172507	0.113713	True
LOC728323	group-mean FPKM only; no per-replicate data in GEO	1.8267	2.04211	3.72791	2.80501	0.35529	-0.127741	0.113774	False
RSL24D1	group-mean FPKM only; no per-replicate data in GEO	88.0933	84.1431	94.4649	84.3851	0.161883	0.0658051	0.113844	True
NUDT13	group-mean FPKM only; no per-replicate data in GEO	4.47255	3.34737	2.83544	3.18132	-0.142346	0.370113	0.113884	False
PNPLA6	group-mean FPKM only; no per-replicate data in GEO	4.75064	4.05878	5.34361	5.24606	0.0242868	0.203845	0.114066	True
FOXO4	group-mean FPKM only; no per-replicate data in GEO	1.26919	1.00869	1.41588	1.41778	-0.00143003	0.229793	0.114181	False
LRRC8D	group-mean FPKM only; no per-replicate data in GEO	7.67622	6.98624	7.04074	6.52933	0.101319	0.127193	0.114256	True
HDAC4	group-mean FPKM only; no per-replicate data in GEO	1.21767	0.982453	0.976835	0.960489	0.0160572	0.212467	0.114262	True
PIAS1	group-mean FPKM only; no per-replicate data in GEO	22.1907	18.9132	24.3639	24.3043	0.00346236	0.225063	0.114263	True
MRPL27	group-mean FPKM only; no per-replicate data in GEO	101.648	85.0557	154.327	157.269	-0.0271567	0.255725	0.114284	False
EIF4G1	group-mean FPKM only; no per-replicate data in GEO	86.4999	88.1205	76.7197	64.1904	0.255417	-0.0266267	0.114395	False
SMIM20	group-mean FPKM only; no per-replicate data in GEO	20.8842	17.2207	30.7135	31.6419	-0.0422851	0.27111	0.114412	False
ZNF331	group-mean FPKM only; no per-replicate data in GEO	7.11605	6.3623	5.11435	4.81699	0.0785093	0.150351	0.11443	True
LSM14B	group-mean FPKM only; no per-replicate data in GEO	23.3704	19.4012	14.8785	15.2383	-0.0333649	0.262367	0.114501	False
RARA	group-mean FPKM only; no per-replicate data in GEO	32.5567	28.2935	18.5746	18.1838	0.0298649	0.1992	0.114532	True
GNA13	group-mean FPKM only; no per-replicate data in GEO	62.9529	63.8366	89.9868	75.64	0.249053	-0.0199536	0.11455	False
WDR48	group-mean FPKM only; no per-replicate data in GEO	11.4184	10.7962	11.1091	9.94983	0.151777	0.077353	0.114565	True
TTC37	group-mean FPKM only; no per-replicate data in GEO	69.2601	62.387	85.5199	80.9079	0.0795017	0.14964	0.114571	True
