gene	contrast	mean_log2ratio_KD_over_control	n_arrays_with_value	t_stat_vs_zero	p_onesample_t	q_onesample_BH	n_biological_replicates	caveat	log2ratio_GSM558700	log2ratio_GSM558701	log2ratio_GSM558702
LHX5	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0389333	3	-0.106183	0.925128	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.6508	-0.5995	-0.1681
PHKA1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.108833	3	0.106179	0.925131	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.6415	-1.8365	0.5215
FLJ21820	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.1138	3	0.106117	0.925174	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.856	1.4854	-2
GLP1R	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0401667	3	-0.105828	0.925377	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.4941	-0.3401	0.7137
ZBED3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.1381	3	0.105717	0.925455	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.8365	2.7247	-1.4739
NLK	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.103633	3	-0.105654	0.925499	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.406	-1.9434	0.2265
SLC20A1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0944333	3	-0.10564	0.925509	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.0589	1.6915	-0.9159
PARD6G	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.136933	3	0.105593	0.925541	0.999418	3	reference arm is CLDN4-overexpressing, not parental	2.0145	0.7477	-2.3514
NME6	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.151467	3	-0.105585	0.925548	0.999418	3	reference arm is CLDN4-overexpressing, not parental	2.406	-2.5564	-0.304
GABBR1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0527556	3	0.105496	0.92561	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.8776	-0.8495	0.130167
MAN1A2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0784	3	-0.105473	0.925626	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.3444	1.2295	-0.1203
SF3A1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.122433	3	-0.105424	0.925661	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.7612	-1.737	2.1309
USF1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0640667	3	-0.105204	0.925815	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.0291	-0.22505	1.06195
GDAP1L1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0881	3	-0.105137	0.925862	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.3333	1.5059	-0.4369
RNF134	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0734722	3	0.104954	0.92599	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.390733	-0.83835	1.4495
ABCF2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0863833	3	0.104874	0.926046	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.53915	0.66765	1.13065
TIMM23	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0293	3	-0.104502	0.926307	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.5353	0.433	0.0144
PROSTEIN	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0547333	3	-0.104415	0.926368	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.8365	0.9411	-0.2688
FLJ39421	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0462	3	0.104346	0.926416	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.8718	-0.0893	-0.6439
SIX1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0294667	3	-0.104242	0.926489	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.0566	0.4114	-0.5564
MRPS11	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.041015	3	0.103908	0.926724	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.591025	-0.72444	0.25646
CFL2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.140033	3	-0.103815	0.926788	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.1258	2.5276	-1.8219
CEECAM1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0711	3	-0.103743	0.926839	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.3567	1.2327	-1.0893
DHPS	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.08295	3	-0.103721	0.926854	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.53565	-1.66965	0.88515
QPCTL	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.1172	3	-0.103716	0.926858	0.999418	3	reference arm is CLDN4-overexpressing, not parental	2.0215	-0.5539	-1.8192
ET	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0956944	3	-0.10368	0.926883	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.90545	1.7458	-1.12743
USP14	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.06825	3	0.103677	0.926886	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.1115	1.28765	-0.9714
KIAA1327	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.1068	3	0.103666	0.926893	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.1203	2.1538	-0.7131
ACSL3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.17805	3	-0.103666	0.926893	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.03185	3.13035	-2.63265
IRS1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0438667	3	-0.103572	0.926959	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.811	0.0286	0.6508
RAI3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0609333	3	0.103381	0.927093	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.0286	-0.9434	1.0976
LACE1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.183367	3	0.103305	0.927147	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-2.2515	-0.8365	3.6381
SLC35F5	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0773	3	0.103171	0.92724	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.8746	1.5555	-0.449
CCT7	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0632333	3	0.103097	0.927292	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.5261	-1.152	0.8156
SBBI54	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.292367	3	-0.10286	0.927459	0.999418	3	reference arm is CLDN4-overexpressing, not parental	5.3882	-2.9434	-3.3219
CHKA	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.167417	3	0.102846	0.927468	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.8636	-2.93495	2.5736
KIAA1987	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.1056	3	0.102829	0.92748	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.71335	1.84115	0.189
LAP1B	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.05525	3	-0.102803	0.927498	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.07645	0.80275	-1.04495
STAU	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.126083	3	0.102743	0.92754	0.999418	3	reference arm is CLDN4-overexpressing, not parental	2.3403	-1.89795	-0.0641
PNPO	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.182933	3	0.102608	0.927635	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.3674	-3.3219	2.5033
FLJ11273	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.03145	3	-0.102602	0.92764	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.2513	0.29825	-0.6439
FLJ20694	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.1501	3	-0.102538	0.927685	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-2.737	2.3306	-0.0439
SNRPA1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0824667	3	-0.10252	0.927697	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.6599	-1.6897	0.7824
TULP1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0656	3	-0.102459	0.92774	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.1309	-1.0589	-0.2688
MGC5242	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0624667	3	0.1024	0.927781	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.281	-0.4941	-0.5995
LOC55565	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0544833	3	-0.102322	0.927836	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.9561	-0.2689	-0.85065
DDX52	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0669167	3	-0.102214	0.927912	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.0666	1.06685	-1.201
ZRANB3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.132928	3	0.102091	0.927998	0.999418	3	reference arm is CLDN4-overexpressing, not parental	2.55505	-1.90637	-0.2499
KIRREL2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.169	3	0.102071	0.928012	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.5778	3.3363	-2.2515
POLR2J2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.08505	3	0.10197	0.928083	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.4166	-1.49655	1.3351
COL1A2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0746167	3	0.101903	0.92813	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.46275	1.5231	-0.8365
CYGB	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0437667	3	0.101903	0.92813	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.7131	0.774	0.0704
ZNF479	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.1368	3	-0.10189	0.928139	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.3959	-2.3219	2.3074
MGC39633	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.2212	3	0.101456	0.928444	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-3.1844	4.2824	-0.4344
C11orf21	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0455	3	-0.101406	0.928479	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.6415	-0.889	0.111
C6orf68	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0613	3	0.101183	0.928635	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.24645	1.2301	-0.79975
MGC955	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0636	3	-0.101085	0.928704	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.5558	-1.3219	0.5753
CYB561	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0494611	3	-0.10079	0.928911	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.9463	0.74425	0.0536667
HBD	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0189278	3	0.10052	0.9291	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.35715	0.189867	0.224067
PLEKHA3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0397333	3	-0.100468	0.929137	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.737	0.6323	-0.0145
ROPN1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0335611	3	-0.100407	0.92918	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.443333	0.62875	-0.2861
METAP1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0653	3	-0.100279	0.92927	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.9159	1.2141	-0.4941
EPB41L1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0542333	3	0.100216	0.929314	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.3401	-0.6215	1.1243
PCDHB16	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.1281	3	0.100201	0.929324	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.737	-0.454	2.5753
TCAP	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.112267	3	0.100176	0.929342	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.0566	-2.1203	1.4005
TM4SF17	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0905833	3	-0.100141	0.929366	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.8704	1.08015	0.5185
C4.4A	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.1473	3	-0.10012	0.929381	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.6666	2.6206	-2.3959
RAP1A	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0309	3	-0.0997619	0.929633	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.4739	-0.1844	0.5656
CYP2C19	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.112067	3	-0.0994631	0.929842	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.5705	-2.2515	0.3448
OAZ1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0652	3	-0.0994416	0.929857	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.8875	-1.3219	0.2388
FLJ21918	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.139667	3	0.099418	0.929874	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.5146	-1	2.9336
SET7	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0855667	3	-0.0993553	0.929918	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.3585	1.5558	-0.454
RBED1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0409667	3	-0.0992547	0.929989	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.4615	0.275	-0.8594
NDUFV2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0551	3	-0.0991433	0.930067	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.7859	-0.415	1.0356
BMP4	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0885056	3	0.0987962	0.93031	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.26925	0.665167	-1.6689
ADAR	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0136667	3	-0.0987952	0.930311	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.263	-0.152	-0.152
PTMA	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0876667	3	0.09877	0.930329	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.2274	1.77785	-0.28745
MLL3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0665556	3	-0.0987439	0.930347	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.0477	-0.376567	1.2246
CPA3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0595333	3	-0.0986774	0.930394	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1	-1.0893	-0.0893
FLJ20753	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0612167	3	-0.0986199	0.930434	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.805	-0.55015	1.1715
LAF4	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0540667	3	-0.0985045	0.930515	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.00286667	0.866867	-1.03193
LOC401152	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0141	3	-0.098495	0.930522	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.2265	0	-0.2688
C2orf25	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0389333	3	0.0984888	0.930526	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.669	-0.6897	0.1375
PPP5C	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0948667	3	0.0984298	0.930568	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.6182	-1.6897	0.3561
DNASE1L3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0939167	3	-0.0983704	0.930609	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.8154	-1.0291	-1.06805
RAPGEF2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0744667	3	0.0982469	0.930696	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.3334	-1.2863	0.1763
IDH3A	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.174833	3	0.0982147	0.930719	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-2.28675	3.63315	-0.8219
FBXO6	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0428667	3	0.0981976	0.930731	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.7991	-0.7131	0.0426
GPD1L	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.1135	3	-0.0981564	0.93076	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.3505	0.7049	-2.3959
CDH1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0499667	3	0.0980466	0.930837	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.42975	0.6792	-0.95905
KIAA1671	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.130367	3	0.097885	0.93095	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.6439	2.7247	-1.6897
SFTPB	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0425667	3	0.0978431	0.930979	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.2265	0.6871	-0.7859
HPS6	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.183267	3	-0.0977092	0.931073	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-2.0589	3.568	-2.0589
SEMA6A	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0313194	3	0.097595	0.931154	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.128533	0.649567	-0.427075
ETAA16	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0614667	3	-0.0974681	0.931243	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1	1.1375	-0.3219
MGC10701	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.107639	3	-0.0972085	0.931425	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.630467	-2.28493	1.33155
CCNK	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0257167	3	-0.09718	0.931445	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.4149	0.4795	-0.14175
DYRK1B	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0774333	3	0.0971017	0.9315	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.7908	-1.5146	0.9561
RAB33B	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0727667	3	0.0970406	0.931543	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.1763	-1.3585	0.4005
PSD3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0530978	3	-0.0969391	0.931614	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.68226	1.03813	-0.515167
NCALD	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0466667	3	0.0969092	0.931635	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.4029	0.643467	-0.906367
DTNB	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0721333	3	-0.0968529	0.931675	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.613133	-1.56013	0.7306
SLC4A2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0810333	3	0.0968233	0.931695	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.3951	-1.4739	0.3219
COP1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0296333	3	0.0967713	0.931732	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.1521	0.627	-0.386
DNAJB7	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0497	3	-0.0967232	0.931766	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.6229	-1.0589	0.2869
KRT3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0333667	3	-0.0966531	0.931815	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.4114	-0.7131	0.2016
PARG1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.1233	3	0.0963501	0.932028	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.2515	2.6803	-1.0589
FLJ40089	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0712	3	-0.0962192	0.93212	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.3674	-1.5146	0.9336
MRPL38	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0829139	3	-0.0962073	0.932128	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.47683	-1.4981	-0.227475
GPP34R	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0543	3	-0.0961044	0.9322	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.856	-1.0893	0.0704
PAWR	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0623333	3	-0.0958562	0.932375	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.848	0.2869	-1.3219
PNRC1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0979333	3	0.0958448	0.932383	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.9434	1.2016	1.0356
FLJ13725	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0870333	3	-0.0957739	0.932432	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.86045	-1.90395	0.7824
PP35	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.122433	3	-0.0957476	0.932451	0.999418	3	reference arm is CLDN4-overexpressing, not parental	2.0286	-2.3959	0
MC3R	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.112433	3	-0.0955806	0.932568	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.3585	2.2388	-1.2176
TCTA	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.116867	3	-0.0955593	0.932583	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.6276	-2.4739	0.4957
AFG3L1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0366167	3	0.0955126	0.932616	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.45535	-0.729	0.3835
HTR3A	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.13835	3	0.09551	0.932618	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.0589	3.02165	-1.5477
ANP32D	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0733	3	0.0954295	0.932674	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.2141	1.3277	-1.3219
SLC25A1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0348667	3	0.0951639	0.932861	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.47415	-0.6927	0.32315
PEMT	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.100139	3	0.0950644	0.932931	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.50455	2.08467	-0.2797
CTDSPL	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0367	3	-0.0947919	0.933122	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.3561	0.3448	-0.811
MED6	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.155267	3	0.0946285	0.933237	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.3219	3.4316	-1.6439
COL9A3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0601667	3	0.0945892	0.933264	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.9107	0.4542	-1.1844
BTG3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.116233	3	-0.0944405	0.933369	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.384	0.8237	-2.5564
ADAM8	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0983	3	-0.0943074	0.933462	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.3959	-0.8625	1.9635
POU2F3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0625	3	0.0942611	0.933495	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.3785	-0.737	-0.454
RBMS2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0326	3	0.0941889	0.933546	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.7137	-0.2009	-0.415
UPF2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0582733	3	-0.0940764	0.933625	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.92314	-1.20372	0.10576
VRK1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0615333	3	0.0940487	0.933644	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.0976	1.1763	-1.0893
TRIM37	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0424833	3	0.0939292	0.933728	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.7662	-0.78935	0.1506
CYP19A1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.05315	3	-0.093795	0.933822	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.7256	0.27055	-1.1556
ADCYAP1R1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.121633	3	0.0935768	0.933976	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-2.4739	1.2928	1.546
ALDH2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.187433	3	0.0932949	0.934174	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-2.2515	4.1723	-1.3585
RHOF	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.113067	3	0.0932477	0.934207	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.3219	2.5236	-0.8625
ZNF505	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0888333	3	-0.0929728	0.9344	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.7049	-1.5564	-0.415
CES1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0756333	3	0.092908	0.934445	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.183967	1.5974	-1.18653
WDR35	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.09195	3	-0.0928466	0.934489	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.8514	1.57555	0
C15orf21	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.100167	3	-0.0928221	0.934506	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.84	-1.889	-0.2515
