from	to
PRG4	CD44
PRG4	TLR2
PRG4	TLR4
PRL	PRLR
PRL	ERBB2
PRLH	PRLHR
PRND	RPSA
PRND	RPSAP58
PRNP	TNFRSF25
PRNP	NCAM1
PROC	F7
PROC	F5
PROC	ITGAM
PROC	ITGB2
PROC	THBD
PROC	PROCR
PROC	TEK
PROC	F8
PROK1	PROKR1
PROK1	PROKR2
PROK2	PROKR1
PROK2	PROKR2
PROS1	AXL
PROS1	TYRO3
PROS1	MERTK
PROS1	F5
PROS1	PROC
PROS1	F8
PRRG4	CADM4
PRSS1	F2RL1
PRSS1	F2R
PRSS1	F2RL2
PRSS1	F2RL3
PRSS2	F2RL1
PRSS2	F2R
PRSS2	F2RL2
PRSS2	F2RL3
PRSS3	F2RL1
PRSS3	F2R
PRSS3	F2RL2
PRSS3	F2RL3
PRSS55	LRRC4
PSAP	GPR37
PSAP	GPR37L1
PSAP	LRP1
PSAP	SORT1
PSAP	CD1B
PSAP	CELSR1
PSEN1	CDH1
PSEN1	NCSTN
PSEN1	NOTCH1
PSEN1	NOTCH4
PSEN1	NOTCH2
PSEN1	NOTCH3
PSEN1	PSEN1
PSG4	DSCAM
PSG5	PDGFRA
PSG5	TNFRSF12A
PSG6	DSCAM
PSG7	FGFR4
PSG7	DSCAM
PSG7	DCC
PSG7	CLEC4A
PSG9	DSCAM
PSG9	FGFR4
PSG9	AXL
PSG9	DCC
PSPN	GFRA4
PSPN	GFRA3
PSPN	RET
PSPN	SDC3
PSPN	GFRA2
PSPN	GFRA1
PTDSS1	JMJD6
PTDSS1	SCARB1
PTGFRN	TMEM59L
PTGFRN	SGCG
PTGS2	PTGDR2
PTH	PTH1R
PTH	PTH2R
PTH	ADCYAP1R1
PTH	ADRB2
PTH	GPR84
PTH	VIPR1
PTH	GPR20
PTH	ADRB3
PTH	TSHR
PTH	RAMP3
PTH	RAMP2
PTH	LRP6
PTH2	PTH1R
PTH2	PTH2R
PTH2	ADCYAP1R1
PTH2	TSHR
PTH2	GPR20
PTH2	GPR84
PTH2	ADRB2
PTH2	ADRB3
PTH2	VIPR1
PTH2	RAMP3
PTH2	RAMP2
PTHLH	PRLHR
PTHLH	PTH1R
PTHLH	PTH2R
PTHLH	ADCYAP1R1
PTHLH	GPR84
PTHLH	RAMP3
PTHLH	RAMP2
PTHLH	ADRB2
PTHLH	VIPR1
PTHLH	ADRB3
PTHLH	GPR20
PTHLH	TSHR
PTN	ALK
PTN	SDC1
PTN	SDC3
PTN	PTPRZ1
PTN	PTPRS
PTN	PTPRB
PTN	SDC2
PTN	SDC4
PTN	PLXNB2
PTN	CDH10
PTN	ITGAV
PTN	ITGB3
PTPRC	CD22
PTPRC	MRC1
PTPRC	DPP4
PTPRC	CD247
PTPRC	CD4
PTPRK	EGFR
PTPRM	PTPRM
PTPRM	CDH1
PTPRM	SIGLEC10
PTPRZ1	ALK
PTPRZ1	CNTN1
PTPRZ1	NCAM1
PTPRZ1	NTRK1
PVR	CD226
PVR	TIGIT
PVR	CD96
PVR	PVRIG
PVR	NECTIN3
PVR	KIR2DL5A
PVR	NECTIN4
PYY	NPY4R2
PYY	NPY1R
PYY	NPY2R
PYY	NPY4R
PYY	NPY5R
PYY	DPP4
PYY	FAP
PZP	MMP2
PZP	MMP9
QRFP	QRFPR
QRFP	P2RY14
RAET1E	KLRK1
RAET1E	HCST
RAET1G	KLRK1
RAET1G	HCST
RARRES1	NRP2
RARRES2	CMKLR2
RARRES2	CMKLR1
RARRES2	GPR1
RARRES2	CCRL2
RBP3	NOTCH1
RBP4	STRA6
RECK	MMP9
RECK	TIGIT
RELN	ITGB1
RELN	VLDLR
RELN	ITGA3
RELN	LRP8
REN	ATP6AP2
RET	GFRA1
RET	GFRA2
RET	GFRA3
RET	GFRA4
RETN	GPR25
RETN	TLR4
RGMA	HJV
RGMA	NEO1
RGMA	BMPR2
RGMA	BMPR1B
RGMA	TFR2
RLN1	RXFP1
RLN1	RXFP2
RLN2	RXFP1
RLN2	RXFP2
RLN2	RXFP3
RLN3	RXFP1
RLN3	RXFP2
RLN3	RXFP3
RLN3	RXFP4
ROBO1	NCAM1
RPS19	C5AR1
RSPO1	LGR4
RSPO1	LGR5
RSPO1	LGR6
RSPO1	FZD8
RSPO1	LRP6
RSPO1	RNF43
RSPO2	LGR4
RSPO2	LGR5
RSPO2	LGR6
RSPO2	SDC4
RSPO2	FZD4
RSPO2	RNF43
RSPO3	LGR4
RSPO3	LGR5
RSPO3	LGR6
RSPO3	SDC4
RSPO3	FZD8
RSPO3	LRP6
RSPO3	RNF43
RSPO4	LGR4
RSPO4	LGR5
RSPO4	LGR6
RSPO4	RNF43
RSPO4	LRP5
RSPO4	LRP6
RTN4	LINGO1
RTN4	TNFRSF19
RTN4	GJB2
RTN4	RTN4R
RTN4	NGFR
RTN4	CNTNAP1
RTN4	S1PR2
RTN4	CNTN1
S100A10	TRPV5
S100A10	TRPV6
S100A10	CFTR
S100A10	HTR1B
S100A12	TLR4
S100A12	CD36
S100A4	ERBB2
S100A4	EGFR
S100A4	CCR5
S100A4	ERBB3
S100A8	TLR4
S100A8	AGER
S100A8	ITGB2
S100A8	CD36
S100A8	CD69
S100A8	CD68
S100A9	TLR4
S100A9	AGER
S100A9	ITGB2
S100A9	CD36
S100A9	CD68
S100A9	ALCAM
S100B	ALCAM
S100B	AGER
SAA1	FPR2
SAA1	FPR1
SAA1	TLR2
SAA1	SCARB1
SAA1	ADRA2A
SAA1	MTNR1A
SAA1	GRM7
SAA1	CD36
SARAF	DAG1
SCGB1A1	LRP2
SCGB1A1	LMBR1L
SCGB3A1	MARCO
SCGB3A1	NOTCH3
SCGB3A2	MARCO
SCT	SCTR
SCT	PTH1R
SCT	ADCYAP1R1
SCT	RAMP2
SCT	VIPR1
SCT	RAMP3
SCT	GPR20
SCT	ADRB2
SCT	VIPR2
SCT	ADRB3
SCT	TSHR
SCT	GPR84
SCUBE2	KDR
SDC2	PTPRJ
SDC2	EZR
SDC4	ADAM12
SDK2	CADM4
SDK2	CLEC4A
SECTM1	CD7
SELE	SELPLG
SELE	CEACAM1
SELE	CD44
SELE	GLG1
SELL	MADCAM1
SELL	SELPLG
SELL	PODXL
SELL	UNC5D
SELP	SELPLG
SELPLG	SELP
SELPLG	SELE
SELPLG	SELL
SEMA3A	NRP1
SEMA3A	PLXNA1
SEMA3A	NRP2
SEMA3A	PLXNA2
SEMA3A	PLXNA3
SEMA3A	PLXNA4
SEMA3B	NRP1
SEMA3B	NRP2
SEMA3B	PLXNA1
SEMA3B	PLXNA2
SEMA3B	PLXNA3
SEMA3B	PLXNA4
SEMA3C	NRP2
SEMA3C	PLXND1
SEMA3C	NRP1
SEMA3C	PLXNA1
SEMA3C	PLXNA2
SEMA3C	PLXNA3
SEMA3C	PLXNA4
SEMA3D	PLXND1
SEMA3D	NRP1
SEMA3D	PLXNA4
SEMA3D	PLXNA1
SEMA3D	PLXNA2
SEMA3D	PLXNA3
SEMA3D	NRP2
SEMA3E	PLXND1
SEMA3E	NRP1
SEMA3E	NRP2
SEMA3F	NRP2
SEMA3F	PLXNA3
SEMA3F	NRP1
SEMA3F	PLXNA1
SEMA3F	PLXNA2
SEMA3F	PLXNA4
SEMA3G	NRP2
SEMA3G	GP6
SEMA3G	FCGR2A
SEMA3G	LILRA3
SEMA3G	PLXNA1
SEMA3G	PLXNA2
SEMA3G	PLXNA3
SEMA3G	PLXNA4
SEMA4A	PLXNB1
SEMA4A	PLXNB2
SEMA4A	PLXNB3
SEMA4A	PLXND1
SEMA4A	PLXNA1
SEMA4A	PLXNA2
SEMA4A	PLXNA3
SEMA4A	NRP1
SEMA4A	PLXNA4
SEMA4B	PLXNB1
SEMA4B	DCBLD2
SEMA4B	PLXNB2
SEMA4C	PLXNB2
SEMA4C	PLXNB1
SEMA4D	PLXNB1
SEMA4D	PLXNB2
SEMA4D	CD72
SEMA4D	ERBB2
SEMA4D	MET
SEMA4D	PLXNB3
SEMA4F	NRP2
SEMA4F	VSIR
SEMA4G	PLXNB1
SEMA4G	PLXNB3
SEMA4G	PLXNB2
SEMA5A	PLXNB3
SEMA5A	MET
SEMA5A	PLXNA1
SEMA5A	PLXNA3
SEMA5A	PLXNA2
SEMA5B	PLXNA1
SEMA5B	PLXNA3
SEMA6A	PLXNA4
SEMA6A	PLXNA2
SEMA6B	PLXNA2
SEMA6B	PLXNA4
SEMA6C	PLXNA1
SEMA6D	TREM2
SEMA6D	PLXNA1
SEMA6D	TYROBP
SEMA6D	KDR
SEMA6D	PLXNC1
SEMA6D	PLXNA4
SEMA7A	PLXNC1
SEMA7A	UNC5D
SEMA7A	ITGA1
SEMA7A	ITGB1
SERPINA1	F12
SERPINA1	LRP1
SERPINA5	PROC
SERPINA5	KLK3
SERPINA5	THBD
SERPINC1	F9
SERPINC1	F10
SERPINC1	F12
SERPINC1	F11
SERPINC1	LRP1
SERPINC1	GPC1
SERPINC1	SDC2
SERPINE1	F12
SERPINE1	LRP2
SERPINE1	PLAUR
SERPINE1	ITGAV
SERPINE1	LRP1
SERPINE1	ITGB5
SERPINE1	PLAU
SERPINE1	PLAT
SERPINE2	LRP1
SERPINF1	PLXDC1
SERPINF1	PLXDC2
SERPINF1	LRP6
SERPING1	F12
SERPING1	SELE
SERPING1	SELP
SERPING1	LRP1
SERPING1	C1R
SFRP1	FZD2
SFRP1	FZD6
SFRP2	FZD5
SFTPA1	TLR2
SFTPA2	CD93
SFTPD	SIRPA
SFTPD	TLR4
SFTPD	LAIR1
SHBG	CLDN4
SHBG	GPRC6A
SHBG	SLC37A1
SHH	PTCH1
SHH	PTCH2
SHH	HHIP
SHH	LRP2
SHH	BOC
SHH	CDON
SHH	SMO
SHISA4	FCGRT
SI	PDGFRA
SI	PDGFRB
SI	ITGAV
SI	LRP1
SI	S1PR1
SIGLEC1	CD47
SIGLEC1	SPN
SIGLEC1	PTPRC
SIGLEC12	IL1RAPL1
SIGLEC14	CD33
SIGLEC14	IFNGR1
SIGLEC15	FGFR4
SIGLEC15	UNC5D
SIGLEC15	SIGLEC10
SIGLEC15	LRRC4C
SIGLEC15	CD33
SIGLEC15	MAG
SIGLEC15	SIGLEC14
SIGLEC5	SIGLEC14
SIGLEC5	IFNGR1
SIGLEC5	SIGLEC1
SIGLEC5	CD33
SIGLEC6	CD4
SIGLEC6	KIR2DL4
SIGLEC6	NCR1
SIGLEC7	NTRK3
SIGLEC7	PTPRO
SIGLEC7	NRP2
SIGLEC7	NCR1
SIGLEC7	TNFRSF11B
SIGLEC7	TIMD4
SIGLEC7	SIGLEC8
SIGLEC7	CD33
SIGLEC7	CD320
SIGLEC7	LRP12
SIGLEC7	SIGLEC10
SIGLEC7	CD4
SIGLEC7	BOC
SIGLEC7	PCDHAC1
SIGLEC7	LRRC4C
SIGLEC8	IL4R
SIGLEC8	NTRK3
SIGLEC8	PTPRO
SIGLEC8	NCR1
SIGLEC8	SIGLEC8
SIGLEC8	TEX101
SIGLEC8	CD6
SIGLEC8	NRXN2
SIGLEC8	NTNG1
SIGLEC8	SIGLEC9
SIGLEC8	SIGLEC14
SIGLEC8	KIAA0319L
SIGLEC8	CD33
SIGLEC8	LRFN2
SIGLEC8	MAG
SIGLEC8	LRRC4C
SIGLEC8	SIGLEC10
SIGLEC8	PCDHGA7
SIGLEC9	MUC1
SIGLEC9	SIGLEC7
SIGLEC9	BOC
SIGLEC9	ADGRA2
SIGLEC9	SIGLEC10
SIGLEC9	IL1RL1
SIGLEC9	IFNGR1
SIGLEC9	SIGLEC15
SIGLEC9	CD33
SIGLEC9	MAG
SIGLEC9	TNFRSF11B
SIRPA	CD69
SIRPA	LRPAP1
SIRPA	CHL1
SIRPA	CD47
SIRPA	TIGIT
SIRPB2	CD47
SIRPG	PTPRD
SIRPG	CD47
SLAMF6	HAVCR1
SLAMF7	SLAMF7
SLC6A8	LIFR
SLIT1	GPC1
SLIT1	ROBO2
SLIT1	ROBO1
SLIT1	FLRT3
SLIT1	SDC1
SLIT2	GPC1
SLIT2	ROBO4
SLIT2	SDC1
SLIT2	ROBO2
SLIT2	ROBO1
SLIT3	ROBO2
SLIT3	ROBO1
SLIT3	ROBO4
SLITRK1	ENPEP
SLITRK1	PTPRD
SLITRK1	PTPRS
SLITRK1	TNFRSF11B
SLITRK2	PTPRD
SLITRK2	PTPRS
SLITRK3	PTPRD
SLITRK3	PTPRS
SLITRK4	PTPRD
SLITRK4	PTPRS
SLITRK5	PTPRD
SLITRK6	PTPRD
SLITRK6	PTPRS
SLPI	PLSCR4
SLPI	CD4
SLURP1	CHRNA7
SLURP1	CHRNB2
SLURP1	CHRNB4
SLURP1	CHRNA3
SLURP1	CHRNA4
SLURP1	CHRNA9
SLURP1	CHRNA10
SLURP2	CHRNB2
SLURP2	CHRNB4
SLURP2	CHRNA3
SLURP2	CHRNA4
SLURP2	CHRNA7
SNX14	HTR6
SORL1	CNTFR
SOST	LRP6
SOST	LRP5
SOST	LRP4
SOSTDC1	LRP6
SOSTDC1	LRP4
SOSTDC1	LRP5
SPAG11B	GPR55
SPARC	ENG
SPARC	FGFR1
SPINK1	NRSN1
SPINK1	EGFR
SPINT1	ST14
SPN	SIGLEC1
SPON1	APP
SPON1	LRP8
SPON2	ITGB2
SPON2	ITGAM
SPON2	ITGA4
SPON2	ITGA5
SPON2	ITGB1
SPP1	CD44
SPP1	S1PR1
SPP1	ITGA9
SPP1	ITGB1
SPP1	ITGAV
SPP1	ITGB3
SPP1	ITGB5
SPP1	ITGA4
SPP1	ITGA8
SPP1	ITGA5
SPP1	ITGB6
SPX	GALR2
SPX	GALR3
SST	SSTR1
SST	SSTR2
SST	SSTR3
SST	SSTR4
SST	SSTR5
ST14	PLAU
ST14	BTN3A1
ST6GAL1	CD22
ST6GAL1	EGFR
STX1A	CACNA1D
STX1A	CACNA1B
SYT1	CACNA1C
SYT1	CACNA1E
SYT1	STX3
SYT1	SV2B
SYT1	STX1A
TAC1	TACR1
TAC1	TACR2
TAC1	TACR3
TAC3	TACR1
TAC3	TACR2
TAC3	TACR3
TAC4	TACR2
TAC4	TACR3
TAC4	TACR1
TAFA4	FPR1
TARM1	ROBO4
TARM1	OSCAR
TCN1	CD320
TCN2	LRP2
TCN2	CNR1
TCTN1	TMEM67
TCTN1	TMEM216
TCTN1	TCTN3
TCTN1	TCTN2
TCTN3	FCRL1
TDGF1	LRP5
TDGF1	LRP6
TDGF1	ACVR2A
TDGF1	ACVR1B
TDGF1	ACVR2B
TDGF1	ACVR1C
TDGF1	GPC1
TDGF1P3	ACVR2A
TECTB	CEACAM8
TEX101	SIGLEC8
TF	TFR2
TF	TFRC
TFF1	MUC5AC
TFF1	FCRL4
TFF2	CXCR4
TFPI	VLDLR
TFPI	LRP1
TFPI	SDC4
TFPI	F3
TFPI	F10
TG	TPO
TG	ASGR1
TG	LRP2
TGFA	EGFR
TGFA	ADAM17
TGFA	ERBB4
TGFA	ERBB3
TGFA	ERBB2
TGFA	PTPRD
TGFB1	APP
TGFB1	TGFBR2
TGFB1	TGFBR3
TGFB1	TGFBR1
TGFB1	ITGB8
TGFB1	ITGB6
TGFB1	ENG
TGFB1	ITGB3
TGFB1	ACVRL1
TGFB1	ITGAV
TGFB1	ITGB1
TGFB1	SDC2
TGFB1	PDGFRA
TGFB2	TGFBR2
TGFB2	TGFBR1
TGFB2	TGFBR3
TGFB2	ENG
TGFB2	ACVR1
TGFB2	ACVR1B
TGFB2	ACVR1C
TGFB3	TGFBR2
TGFB3	TGFBR1
TGFB3	TGFBR3
TGFB3	ENG
TGFB3	ITGB3
TGFB3	ACVRL1
TGFB3	ITGB6
TGFB3	ACVR1C
TGFBI	ITGA7
TGFBI	ITGA1
TGFBI	ITGA3
TGFBI	ITGB1
TGFBI	ITGA4
TGFBI	ITGA5
TGFBI	ITGA6
TGFBI	ITGB4
TGFBI	ITGAV
TGFBI	ITGB3
TGFBI	ITGB5
TGM2	TRPV5
TGM2	ITGA4
TGM2	ITGB1
TGM2	ITGB3
TGM2	SDC4
TGM2	TBXA2R
TGM2	ADGRG1
TGM2	ITGA9
TGOLN2	BTN3A1
THBS1	ITGA4
THBS1	CD47
THBS1	SDC1
THBS1	ITGB1
THBS1	LRP5
THBS1	ITGA2B
THBS1	ITGB3
THBS1	SDC4
THBS1	ITGA6
THBS1	TNFRSF11B
THBS1	CD36
THBS1	ITGA3
THBS1	LRP1
THBS2	CD47
THBS2	ITGA4
THBS2	ITGB1
THBS2	ITGB3
THBS2	NOTCH4
THBS2	ITGA6
THBS2	CD36
THBS2	NOTCH3
THBS2	SDC1
THBS2	LRP4
THBS2	LRP2
THBS2	ITGA3
THBS4	SDC1
THBS4	SDC4
THBS4	CD36
THBS4	CD47
THBS4	ITGA3
THBS4	ITGB1
THBS4	ITGAV
THBS4	ITGB3
THPO	MPL
THY1	CNTN1
THY1	ITGAM
THY1	ITGAX
THY1	ITGB2
THY1	ITGAV
THY1	ITGB3
TIGIT	RECK
TIGIT	NECTIN3
TIGIT	NECTIN4
TIGIT	SIRPA
TIGIT	PVR
TIGIT	NECTIN2
TIMD4	SIGLEC7
TIMD4	HAVCR1
TIMP1	FGFR2
TIMP1	CD63
TIMP1	MMP1
TIMP1	MMP9
TIMP1	MMP2
TIMP2	LRP2
TIMP2	CD44
TIMP2	ITGB1
TIMP2	ITGA3
TIMP2	MMP2
TIMP3	MMP14
TIMP3	CD44
TIMP3	MET
TIMP3	AGTR2
TIMP3	KDR
TIMP3	ADAM17
TIMP3	DDR1
TIMP3	MMP2
TIMP3	ADAMTS4
TIMP3	MMP9
TMEM190	IGSF11
TMPRSS6	HJV
TNC	ITGB3
TNC	ITGB6
TNC	SDC1
TNC	ITGA5
TNC	EGFR
TNC	PTPRB
TNC	ITGA7
TNC	ITGB1
TNC	CNTN1
TNC	ITGAV
TNC	PTPRZ1
TNC	ITGA8
TNC	ITGA9
TNF	LTBR
TNF	TNFRSF1B
TNF	TNFRSF1A
TNF	TNFRSF21
TNF	TRAF2
TNFRSF14	FCAR
TNFRSF14	BTLA
TNFRSF14	CD160
TNFRSF14	LRFN5
TNFRSF14	TRAF2
TNFSF10	TNFRSF10C
TNFSF10	TNFRSF10D
TNFSF10	TNFRSF10B
TNFSF10	TNFRSF10A
TNFSF10	TNFRSF11B
TNFSF11	TNFRSF11A
TNFSF11	TNFRSF11B
TNFSF12	TNFRSF12A
TNFSF12	TNFRSF25
TNFSF12	TNFRSF8
TNFSF12	CD163
TNFSF13	TNFRSF17
TNFSF13	TNFRSF13B
TNFSF13	TNFRSF14
TNFSF13	FAS
TNFSF13	TNFRSF1A
TNFSF13	TNFRSF11B
TNFSF13	SDC2
TNFSF13B	TNFRSF13C
TNFSF13B	TNFRSF17
TNFSF13B	TNFRSF13B
TNFSF14	LTBR
TNFSF14	TNFRSF14
TNFSF14	TNFRSF6B
TNFSF15	TNFRSF25
TNFSF15	TNFRSF6B
TNFSF18	TNFRSF18
TNFSF4	TNFRSF4
TNFSF4	TRAF2
TNFSF8	TNFRSF8
TNFSF9	TNFRSF9
TNFSF9	PVR
TNFSF9	TRAF2
TNFSF9	FCRL1
TNN	SDC1
TNN	SDC4
TNN	ITGA8
TNN	ITGB1
TNN	ITGA9
TNN	ITGAV
TNN	ITGB3
TNN	ITGA2B
TNN	ITGB6
TNR	SDC1
TNR	SDC4
TNR	ITGA8
TNR	ITGB1
TNR	ITGA9
TNR	ITGAV
TNR	ITGB3
TNR	ITGA2B
TNR	ITGB6
TNXB	SDC1
TNXB	SDC4
TNXB	ITGA8
TNXB	ITGB1
TNXB	ITGA9
TNXB	ITGAV
TNXB	ITGB3
TNXB	ITGA2B
TNXB	ITGB6
TPH1	HTR1A
TPH1	HTR1B
TPH1	HTR1D
TPH1	HTR1F
TPH1	HTR2A
TPH1	HTR2B
TPH1	HTR2C
TPH1	HTR4
TPH1	HTR5A
TPH1	HTR6
TPH1	HTR7
TPH1	HTR1E
TPO	MPL
TPSAB1	F2RL1
TPSB2	F2RL1
TPSG1	SIRPA
TRAF2	TNFRSF1B
TRAF2	MAP4K2
TREML1	KIR3DL1
TREML4	SIGLEC8
TRH	TRHR
TSHB	TSHR
TSHB	PTH1R
TSHB	ADCYAP1R1
TSHB	VIPR1
TSHB	GPR20
TSHB	ADRB2
TSHB	ADRB3
TSHB	GPR84
TSHB	RAMP3
TSHB	RAMP2
TSLP	CRLF2
TSLP	IL7R
TSPAN3	ADAM10
TSPAN3	CLDN11
TSPAN33	ADAM10
TSPAN33	CLDN11
TSPAN5	TSPAN13
TTR	NGFR
TTR	APOA1
TYROBP	TREM1
TYROBP	KLRD1
UCN	LINC02210-CRHR1
UCN	CRHR1
UCN	CRHR2
UCN2	LINC02210-CRHR1
UCN2	CRHR1
UCN2	CRHR2
UCN2	IL10RB
UCN3	CRHR2
UCN3	CRHR1
UCN3	IL10RB
ULBP2	KLRK1
ULBP2	HCST
ULBP3	F3
ULBP3	F11R
ULBP3	KLRK1
ULBP3	HCST
UTS2	UTS2R
UTS2B	UTS2R
UTS2B	SSTR5
UXS1	CEACAM6
VCAM1	ITGA4
VCAM1	ITGB1
VCAM1	ITGB2
VCAM1	EZR
VCAM1	MSN
VCAM1	ITGAD
VCAM1	ITGA9
VCAM1	ITGB7
VCAN	CD44
VCAN	ITGA4
VCAN	EGFR
VCAN	ITGB1
VCAN	SELL
VCAN	TLR2
VCAN	SELP
VCAN	SELPLG
VEGFA	FLT1
VEGFA	KDR
VEGFA	NRP1
VEGFA	NRP2
VEGFA	GPC1
VEGFB	FLT1
VEGFB	NRP1
VEGFB	RET
VEGFB	KDR
VEGFC	FLT4
VEGFC	KDR
VEGFC	NRP2
VEGFC	VIPR2
VEGFD	FLT4
VEGFD	KDR
VEGFD	ITGA4
VEGFD	ITGB1
VEGFD	NRP2
VEGFD	ITGA9
VEGFD	FLT1
VEGFD	ITGA1
VEGFD	ITGA5
VEGFD	ITGA2
VGF	NTRK1
VIP	ADCYAP1R1
VIP	SCTR
VIP	VIPR1
VIP	VIPR2
VSIG10	IL6ST
VSIG4	KIR2DL5A
VSIR	VSIG8
VSIR	IGSF11
VSTM1	ADGRG3
VSTM1	LAMP1
VSTM4	MOG
VTCN1	BTLA
VTN	ITGB5
VTN	ITGAV
VTN	ITGA5
VTN	ITGA8
VTN	KDR
VTN	PLAUR
VTN	ITGB3
VTN	ITGB6
VTN	TNFRSF11B
VTN	PVR
VTN	ITGB8
VTN	ITGB1
VTN	ITGA2B
VWF	GP1BB
VWF	GP5
VWF	GP9
VWF	ITGAV
VWF	F8
VWF	ADAMTS13
VWF	ITGA2B
VWF	TNFRSF11B
VWF	GP1BA
VWF	ITGB3
WBP1	CTLA4
WFIKKN2	IGDCC3
WFIKKN2	IGDCC4
WFIKKN2	PRTG
WIF1	RYK
WNT1	LRP6
WNT1	RYK
WNT1	LRP5
WNT1	FZD8
WNT1	FZD3
WNT1	FZD1
WNT1	ROR2
WNT1	FZD9
WNT10A	LRP6
WNT10A	LRP5
WNT10A	FZD3
WNT10A	FZD1
WNT10A	FZD5
WNT10A	FZD8
WNT10A	FZD10
WNT10A	FZD2
WNT10A	FZD4
WNT10A	FZD6
WNT10A	FZD7
WNT10A	FZD9
WNT10B	FZD5
WNT10B	LRP5
WNT10B	LRP6
WNT10B	FZD2
WNT10B	FZD3
WNT10B	FZD1
WNT10B	FZD7
WNT10B	FZD10
WNT10B	FZD4
WNT10B	FZD6
WNT10B	FZD8
WNT10B	FZD9
WNT11	MUSK
WNT11	FZD6
WNT11	FZD7
WNT11	LRP6
WNT11	FZD3
WNT11	KLRG2
WNT11	FZD8
WNT16	FZD3
WNT16	LRP6
WNT16	FZD6
WNT16	FZD2
WNT16	LRP5
WNT16	FZD1
WNT16	FZD10
WNT16	FZD4
WNT16	FZD5
WNT16	FZD7
WNT16	FZD8
WNT16	FZD9
WNT2	FZD9
WNT2	LRP5
WNT2	LRP6
WNT2	FZD1
WNT2	FZD4
WNT2	FZD7
WNT2	FZD3
WNT2	FZD8
WNT2	FZD5
WNT2	FZD2
WNT2B	LRP5
WNT2B	FZD3
WNT2B	FZD4
WNT2B	FZD7
WNT2B	LRP6
WNT2B	FZD1
WNT2B	FZD10
WNT2B	FZD2
WNT2B	FZD5
WNT2B	FZD6
WNT2B	FZD8
WNT2B	FZD9
WNT3	LRP6
WNT3	RYK
WNT3	ROR2
WNT3	FZD1
WNT3	FZD7
WNT3	FZD8
WNT3A	RYK
WNT3A	FZD6
WNT3A	LRP5
WNT3A	LRP6
WNT3A	FZD2
WNT3A	FZD3
WNT3A	FZD1
WNT3A	FZD8
WNT3A	FZD5
WNT3A	APCDD1
WNT3A	FZD7
WNT3A	LRP1
WNT4	FZD3
WNT4	FZD6
WNT4	LRP5
WNT4	FZD8
WNT4	FZD2
WNT4	SMO
WNT4	NOTCH1
WNT4	FZD1
WNT4	FZD10
WNT4	FZD4
WNT4	FZD5
WNT4	LRP6
WNT4	FZD7
WNT4	FZD9
WNT5A	FZD2
WNT5A	FZD5
WNT5A	ROR2
WNT5A	FZD4
WNT5A	ROR1
WNT5A	FZD6
WNT5A	LRP6
WNT5A	RYK
WNT5A	FZD3
WNT5A	LRP5
WNT5A	FZD1
WNT5A	FZD7
WNT5A	FZD8
WNT5A	MCAM
WNT5B	FZD6
WNT5B	FZD3
WNT5B	KLRG2
WNT5B	FZD2
WNT5B	FZD8
WNT5B	FZD1
WNT5B	FZD10
WNT5B	FZD5
WNT5B	FZD7
WNT5B	FZD9
WNT5B	LRP5
WNT5B	LRP6
WNT6	FZD1
WNT6	LRP5
WNT6	FZD3
WNT6	FZD4
WNT6	FZD7
WNT6	LRP6
WNT6	FZD10
WNT6	FZD2
WNT6	FZD5
WNT6	FZD6
WNT6	FZD8
WNT6	FZD9
WNT7A	FZD5
WNT7A	FZD7
WNT7A	LRP6
WNT7A	FZD9
WNT7A	FZD10
WNT7B	LRP5
WNT7B	FZD3
WNT7B	FZD10
WNT7B	FZD1
WNT7B	FZD4
WNT7B	TMED5
WNT7B	FZD5
WNT7B	FZD8
WNT7B	ADGRA2
WNT7B	FZD9
WNT7B	LRP6
WNT7B	FZD2
WNT7B	FZD6
WNT7B	FZD7
WNT8A	FZD7
WNT8A	FZD8
WNT8A	LRP5
WNT8A	FZD3
WNT8A	FZD4
WNT8A	FZD5
WNT8A	LRP6
WNT8A	FZD1
WNT8A	FZD10
WNT8A	FZD2
WNT8A	FZD6
WNT8A	FZD9
WNT8B	LRP6
WNT8B	FZD3
WNT8B	LRP5
WNT8B	FZD1
WNT8B	FZD10
WNT8B	FZD2
WNT8B	FZD4
WNT8B	FZD5
WNT8B	FZD6
WNT8B	FZD7
WNT8B	FZD8
WNT8B	FZD9
WNT9A	MUSK
WNT9A	LRP5
WNT9A	LRP6
WNT9A	CHRNA1
WNT9A	FZD3
WNT9A	FZD10
WNT9A	FZD4
WNT9A	FZD1
WNT9A	FZD2
WNT9A	FZD5
WNT9A	FZD6
WNT9A	FZD7
WNT9A	FZD8
WNT9A	FZD9
WNT9B	LRP5
WNT9B	LRP6
WNT9B	CHRNA1
WNT9B	FZD3
WNT9B	FZD10
WNT9B	FZD4
WNT9B	FZD5
WNT9B	FZD8
WNT9B	FZD1
WNT9B	FZD2
WNT9B	FZD6
WNT9B	FZD7
WNT9B	FZD9
XCL1	XCR1
XCL1	ADGRV1
XCL2	XCR1
YARS1	CXCR1
ZDHHC5	S1PR1
ZG16B	TLR5
ZG16B	CXCR4
ZG16B	TLR2
ZG16B	TLR4
ZG16B	TLR6
ZNRF3	FZD6
ZNRF3	LRP6
ZNRF3	FZD5
ZNRF3	FZD2
ZNRF3	FZD8
ZNRF3	FZD4
ZP3	EGFR
ZP3	CHRNA7
ZP3	MERTK
