model	family	estimator	n	n_q1	n_q4	n_cohorts	cohorts	n_genes	coef	logFC	se	df	p	ci_low	ci_high	excludes_gse205335	drops_sclc	luad_matched	adjusts_keratin	adjusts_leak	adjusts_malfrac	I2	p_adhoc	se_adhoc	expect	sign_matches	fdr_claim
cont_drop205335_within_GSE123902	STING_plus_IFN_genes	within	13	NA	NA	1	GSE123902	10	cldn4_z	-0.459318453285083	0.183780250953294	11	0.0295441159952296	-0.863816058351199	-0.0548208482189662	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_drop205335_within_GSE131907	STING_plus_IFN_genes	within	21	NA	NA	1	GSE131907	10	cldn4_z	0.274567557635256	0.19226188731659	19	0.169497620066487	-0.127841197264307	0.676976312534819	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	-1	FALSE	NA
cont_drop205335_within_GSE189357	STING_plus_IFN_genes	within	9	NA	NA	1	GSE189357	10	cldn4_z	-0.00309352181043495	0.136594760568401	7	0.982563560955113	-0.326088805290986	0.319901761670117	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_drop205335_within_meta	STING_plus_IFN_genes	re_meta	43	NA	NA	3	GSE123902+GSE131907+GSE189357	10	cldn4_z	-0.0626590435939061	0.20885376100102	2	0.792476421323364	-0.961284248483389	0.835966161295576	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	74.7542150722189	0.792476421323364	0.20885376100102	-1	TRUE	NA
cont_drop205335	NHEJ	ols	43	NA	NA	3	GSE123902+GSE131907+GSE189357	10	cldn4_z	0.00878378635736451	0.0374045888653156	39	0.815567911151048	-0.0668741359082174	0.0844417086229464	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_drop205335	NHEJ	lmm	43	NA	NA	3	GSE123902+GSE131907+GSE189357	10	cldn4_z	0.00878378635736448	0.0374523372727422	39	0.815798657976715	-0.0669707161783655	0.0845382888930945	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_drop205335_within_GSE123902	NHEJ	within	13	NA	NA	1	GSE123902	10	cldn4_z	0.0813970824578086	0.0867294691563436	11	0.368129386663524	-0.109493192097929	0.272287357013546	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_drop205335_within_GSE131907	NHEJ	within	21	NA	NA	1	GSE131907	10	cldn4_z	-0.0776124397703394	0.0435301894228723	19	0.090578498487198	-0.168722173325361	0.0134972937846824	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_drop205335_within_GSE189357	NHEJ	within	9	NA	NA	1	GSE189357	10	cldn4_z	0.115854407525958	0.0543422012879959	7	0.0704678561768335	-0.0126444795245733	0.24435329457649	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_drop205335_within_meta	NHEJ	re_meta	43	NA	NA	3	GSE123902+GSE131907+GSE189357	10	cldn4_z	0.0329091907846255	0.0620869354163938	2	0.64903905258883	-0.2342293313665	0.300047712935751	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	76.5317935008235	0.686017377983343	0.070365367969687	NA	NA	NA
cont_drop205335	TJ	ols	43	NA	NA	3	GSE123902+GSE131907+GSE189357	168	cldn4_z	0.134626284626372	0.0370119191995832	39	0.000795996350869974	0.0597626117282411	0.209489957524503	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_drop205335	TJ	lmm	43	NA	NA	3	GSE123902+GSE131907+GSE189357	168	cldn4_z	0.134626284626372	0.0370164502642365	39	0.000797021593625104	0.0597534467849087	0.209499122467836	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_drop205335_within_GSE123902	TJ	within	13	NA	NA	1	GSE123902	168	cldn4_z	0.10483784935246	0.0999366797751294	11	0.316660660156931	-0.115121299781431	0.32479699848635	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_drop205335_within_GSE131907	TJ	within	21	NA	NA	1	GSE131907	168	cldn4_z	0.204934474914278	0.0371022148482479	19	2.50329381156871e-05	0.12727864676507	0.282590303063486	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_drop205335_within_GSE189357	TJ	within	9	NA	NA	1	GSE189357	168	cldn4_z	0.00353846181747853	0.0294605867869123	7	0.907771979267519	-0.0661247561650082	0.0732016797999653	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_drop205335_within_meta	TJ	re_meta	43	NA	NA	3	GSE123902+GSE131907+GSE189357	168	cldn4_z	0.103227201605687	0.0618211704864942	2	0.236913590367149	-0.162767826344335	0.369222229555708	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	88.9643850274203	0.322729482837675	0.0792935503142282	NA	NA	NA
cont_drop205335	keratin	ols	43	NA	NA	3	GSE123902+GSE131907+GSE189357	9	cldn4_z	0.505794072144975	0.255024437274873	39	0.0544049995880563	-0.0100415415183944	1.02162968580835	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_drop205335	keratin	lmm	43	NA	NA	3	GSE123902+GSE131907+GSE189357	9	cldn4_z	0.505794072144975	0.250436070264717	39	0.0503284067971733	-0.000760693229155951	1.01234883751911	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_drop205335_within_GSE123902	keratin	within	13	NA	NA	1	GSE123902	9	cldn4_z	-0.12530019152177	0.324358949541251	11	0.706641290447577	-0.839209426004976	0.588609042961436	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_drop205335_within_GSE131907	keratin	within	21	NA	NA	1	GSE131907	9	cldn4_z	0.949933164272884	0.451903744450901	19	0.0491126316081914	0.00408775685996177	1.89577857168581	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_drop205335_within_GSE189357	keratin	within	9	NA	NA	1	GSE189357	9	cldn4_z	0.342087737325322	0.135586351392157	7	0.0396349031789388	0.0214769626384458	0.662698512012199	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_drop205335_within_meta	keratin	re_meta	43	NA	NA	3	GSE123902+GSE131907+GSE189357	9	cldn4_z	0.321394560524643	0.253164284552063	2	0.331990042883708	-0.767883439478363	1.41067256052765	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	48.1106576692625	0.331990042883708	0.253164284552063	NA	NA	NA
cont_krt	IFN	ols	64	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	203	cldn4_z	-0.268798983671396	0.0797966794088726	58	0.00134778427171385	-0.428529392020868	-0.109068575321923	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	-1	TRUE	0.00134778427171385
cont_krt	MHC-I/APM	ols	64	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	21	cldn4_z	-0.381379516062634	0.105291611146819	58	0.00061575548766108	-0.592143575029042	-0.170615457096225	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	-1	TRUE	0.000923633231491619
cont_krt	chemokine	ols	64	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	14	cldn4_z	-0.542270833317465	0.140647241114993	58	0.000291799556157631	-0.823806874954138	-0.260734791680792	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	-1	TRUE	0.000875398668472892
cont_krt	STING_core	ols	64	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	8	cldn4_z	-0.33516119047096	0.102047311121398	58	0.00173609462759159	-0.53943107735267	-0.13089130358925	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_krt	NHEJ	ols	64	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	10	cldn4_z	0.00699625125461332	0.0391878613620882	58	0.858928061151463	-0.0714467760001381	0.0854392785093647	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_krt	TJ	ols	64	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	168	cldn4_z	0.0593875279756976	0.0327649862557139	58	0.075080943561493	-0.00619871788014329	0.124973773831538	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_krt_drop205335	IFN	ols	43	NA	NA	3	GSE123902+GSE131907+GSE189357	203	cldn4_z	-0.0816965801936846	0.0958250589660761	38	0.399245279818891	-0.275684270321129	0.11229110993376	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	-1	TRUE	0.399245279818891
cont_krt_drop205335	IFN	lmm	43	NA	NA	3	GSE123902+GSE131907+GSE189357	203	cldn4_z	-0.0816965801936849	0.095855035997044	38	0.399391353632075	-0.275744955647673	0.112351795260303	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	-1	TRUE	0.399391353632075
cont_krt_drop205335_within_GSE123902	IFN	within	13	NA	NA	1	GSE123902	203	cldn4_z	-0.196393125466318	0.105384397920214	10	0.0919715925468746	-0.431204196865528	0.0384179459328916	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_krt_drop205335_within_GSE131907	IFN	within	21	NA	NA	1	GSE131907	203	cldn4_z	0.0585890300305085	0.189484480838563	18	0.760718197830173	-0.339503092046859	0.456681152107876	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	-1	FALSE	NA
cont_krt_drop205335_within_GSE189357	IFN	within	9	NA	NA	1	GSE189357	203	cldn4_z	-0.224348017920089	0.119067000949035	6	0.108518771389126	-0.515694473622573	0.066998437782395	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_krt_drop205335_within_meta	IFN	re_meta	43	NA	NA	3	GSE123902+GSE131907+GSE189357	203	cldn4_z	-0.169169150843116	0.0676805068377747	2	0.129651779580857	-0.460374868339495	0.122036566653263	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	0	0.14591694785572	0.0728489888216144	-1	TRUE	0.172683448886724
cont_krt_drop205335	MHC-I/APM	ols	43	NA	NA	3	GSE123902+GSE131907+GSE189357	21	cldn4_z	-0.220163422760181	0.129797671489876	38	0.0980260542206736	-0.482925071413649	0.0425982258932867	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	-1	TRUE	0.14703908133101
cont_krt_drop205335	MHC-I/APM	lmm	43	NA	NA	3	GSE123902+GSE131907+GSE189357	21	cldn4_z	-0.220163422760182	0.129174991287126	38	0.0964747733238265	-0.48166452124522	0.0413376757248567	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	-1	TRUE	0.14471215998574
cont_krt_drop205335_within_GSE123902	MHC-I/APM	within	13	NA	NA	1	GSE123902	21	cldn4_z	-0.272921558015755	0.185606868976747	10	0.17219637499383	-0.686479433978371	0.140636317946861	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_krt_drop205335_within_GSE131907	MHC-I/APM	within	21	NA	NA	1	GSE131907	21	cldn4_z	-0.20382060688823	0.246127438048961	18	0.418453209645807	-0.720915166193353	0.313273952416893	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_krt_drop205335_within_GSE189357	MHC-I/APM	within	9	NA	NA	1	GSE189357	21	cldn4_z	-0.253281353878556	0.207035758349405	6	0.267052002139225	-0.759879604594502	0.25331689683739	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_krt_drop205335_within_meta	MHC-I/APM	re_meta	43	NA	NA	3	GSE123902+GSE131907+GSE189357	21	cldn4_z	-0.249703885131228	0.0191860622544637	2	0.00585188615864005	-0.33225484826354	-0.167152921998916	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	0	0.174027840104722	0.120503963997482	-1	TRUE	0.0175556584759201
cont_krt_drop205335	chemokine	ols	43	NA	NA	3	GSE123902+GSE131907+GSE189357	14	cldn4_z	-0.305497549795898	0.178942738333831	38	0.0959379034116466	-0.667748184953332	0.0567530853615355	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	-1	TRUE	0.14703908133101
cont_krt_drop205335	chemokine	lmm	43	NA	NA	3	GSE123902+GSE131907+GSE189357	14	cldn4_z	-0.305497549795898	0.178947871231956	38	0.0959470903702651	-0.66775857596234	0.056763476370543	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	-1	TRUE	0.14471215998574
cont_krt_drop205335_within_GSE123902	chemokine	within	13	NA	NA	1	GSE123902	14	cldn4_z	-0.613930881605828	0.282229823306358	10	0.0546793124726405	-1.24277811610395	0.0149163528922897	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_krt_drop205335_within_GSE131907	chemokine	within	21	NA	NA	1	GSE131907	14	cldn4_z	-0.0316663362426025	0.299317320728615	18	0.916914941518933	-0.660508692387246	0.597176019902041	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_krt_drop205335_within_GSE189357	chemokine	within	9	NA	NA	1	GSE189357	14	cldn4_z	-0.643212186720247	0.354677743062767	6	0.119691367754855	-1.51107735955788	0.224652986117389	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_krt_drop205335_within_meta	chemokine	re_meta	43	NA	NA	3	GSE123902+GSE131907+GSE189357	14	cldn4_z	-0.417866442596393	0.200624069801039	2	0.172683448886724	-1.28108214417928	0.445349258986493	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	21.5984347375269	0.174023312551783	0.201653627131507	-1	TRUE	0.172683448886724
cont_krt_drop205335	STING_core	ols	43	NA	NA	3	GSE123902+GSE131907+GSE189357	8	cldn4_z	-0.131694807407128	0.123393242902103	38	0.292580466074676	-0.381491368204317	0.118101753390061	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_krt_drop205335	STING_core	lmm	43	NA	NA	3	GSE123902+GSE131907+GSE189357	8	cldn4_z	-0.131694807407128	0.122472113941319	38	0.289018744959972	-0.379626640111896	0.11623702529764	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_krt_drop205335_within_GSE123902	STING_core	within	13	NA	NA	1	GSE123902	8	cldn4_z	-0.439422401739762	0.153328174948573	10	0.0167864349235686	-0.781058865446825	-0.0977859380326994	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_krt_drop205335_within_GSE131907	STING_core	within	21	NA	NA	1	GSE131907	8	cldn4_z	0.146179438942648	0.231187568611717	18	0.535142017473344	-0.339527619383445	0.631886497268742	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	-1	FALSE	NA
cont_krt_drop205335_within_GSE189357	STING_core	within	9	NA	NA	1	GSE189357	8	cldn4_z	-0.202521313724787	0.0946853687531058	6	0.0762674874764081	-0.434208064656793	0.0291654372072186	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_krt_drop205335_within_meta	STING_core	re_meta	43	NA	NA	3	GSE123902+GSE131907+GSE189357	8	cldn4_z	-0.207265753617345	0.148809321994253	2	0.298300767985574	-0.847540589108083	0.433009081873392	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	56.418824954418	0.298300767985574	0.148809321994253	-1	TRUE	NA
cont_krt_drop205335	NHEJ	ols	43	NA	NA	3	GSE123902+GSE131907+GSE189357	10	cldn4_z	0.00262876019430586	0.0412283841570698	38	0.949494819387554	-0.080833740080787	0.0860912604693987	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_krt_drop205335	NHEJ	lmm	43	NA	NA	3	GSE123902+GSE131907+GSE189357	10	cldn4_z	0.00262876019430584	0.0412838261171774	38	0.949562551046421	-0.0809459764612647	0.0862034968498764	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_krt_drop205335_within_GSE123902	NHEJ	within	13	NA	NA	1	GSE123902	10	cldn4_z	0.0766458183719083	0.0816378377812892	10	0.369929657958929	-0.105254619780735	0.258546256524552	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_krt_drop205335_within_GSE131907	NHEJ	within	21	NA	NA	1	GSE131907	10	cldn4_z	-0.0589357268613712	0.0515668802323858	18	0.26805484824879	-0.16727372208806	0.049402268365318	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_krt_drop205335_within_GSE189357	NHEJ	within	9	NA	NA	1	GSE189357	10	cldn4_z	0.137948269637257	0.0750834556128003	6	0.11581615528961	-0.0457743277266209	0.321670867001136	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_krt_drop205335_within_meta	NHEJ	re_meta	43	NA	NA	3	GSE123902+GSE131907+GSE189357	10	cldn4_z	0.041458522341974	0.060359022721449	2	0.563115780304236	-0.218245391535479	0.301162436219427	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	62.2088570653233	0.586156494498018	0.064486697778056	NA	NA	NA
cont_leak	IFN	ols	64	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	203	cldn4_z	0.0482477390843533	0.102054286469036	58	0.638154814671902	-0.156036110472683	0.25253158864139	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	-1	FALSE	0.638154814671902
cont_leak	MHC-I/APM	ols	64	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	21	cldn4_z	-0.108265553691873	0.140058002971987	58	0.442658309119297	-0.388622107035364	0.172090999651618	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	-1	TRUE	0.638154814671902
cont_leak	chemokine	ols	64	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	14	cldn4_z	0.218243537123223	0.129483691301672	58	0.0972674701287869	-0.040946231666998	0.477433305913444	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	-1	FALSE	0.291802410386361
cont_leak_drop205335	IFN	ols	43	NA	NA	3	GSE123902+GSE131907+GSE189357	203	cldn4_z	0.131099787821076	0.100812106311703	38	0.201283212585584	-0.0729836518480078	0.335183227490159	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	-1	FALSE	0.301924818878375
cont_leak_drop205335	MHC-I/APM	ols	43	NA	NA	3	GSE123902+GSE131907+GSE189357	21	cldn4_z	-0.0123789284913611	0.148644389599661	38	0.934067007630665	-0.313293763295172	0.288535906312449	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	-1	TRUE	0.934067007630665
cont_leak_drop205335	chemokine	ols	43	NA	NA	3	GSE123902+GSE131907+GSE189357	14	cldn4_z	0.324494468921975	0.122517407307439	38	0.0117083748165244	0.07647094459117	0.572517993252781	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	-1	FALSE	0.0351251244495733
cont_krt_leak	IFN	ols	64	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	203	cldn4_z	-0.0864634523946666	0.0914545288572024	57	0.348432253697362	-0.269597987526947	0.0966710827376139	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	-1	TRUE	0.522648380546043
cont_krt_leak	MHC-I/APM	ols	64	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	21	cldn4_z	-0.275744587993667	0.129937758578626	57	0.0381850023503293	-0.535940461405059	-0.0155487145822754	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	-1	TRUE	0.114555007050988
cont_krt_leak	chemokine	ols	64	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	14	cldn4_z	0.0504570670297567	0.116875062317754	57	0.667575033831133	-0.18358120831403	0.284495342373543	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	-1	FALSE	0.667575033831133
cont_krt_leak	STING_core	ols	64	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	8	cldn4_z	-0.159436109719502	0.121843836237199	57	0.19594593319033	-0.403424183212003	0.0845519637729984	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_krt_leak	NHEJ	ols	64	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	10	cldn4_z	-0.0168339609496389	0.0488604950724163	57	0.731714859135306	-0.114675414656011	0.0810074927567333	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA
cont_krt_leak_drop205335	IFN	ols	43	NA	NA	3	GSE123902+GSE131907+GSE189357	203	cldn4_z	0.0422919842340465	0.106295835640585	37	0.693011988775335	-0.173083836792288	0.257667805260381	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	-1	FALSE	0.693011988775335
cont_krt_leak_drop205335	IFN	lmm	43	NA	NA	3	GSE123902+GSE131907+GSE189357	203	cldn4_z	0.0422919842340458	0.10632685392059	37	0.693096809982778	-0.17314668579745	0.257730654265542	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	-1	FALSE	0.693096809982778
cont_krt_leak_drop205335	MHC-I/APM	ols	43	NA	NA	3	GSE123902+GSE131907+GSE189357	21	cldn4_z	-0.169962507243701	0.1527578765005	37	0.273045570726867	-0.479479365277346	0.139554350789944	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	-1	TRUE	0.4095683560903
cont_krt_leak_drop205335	MHC-I/APM	lmm	43	NA	NA	3	GSE123902+GSE131907+GSE189357	21	cldn4_z	-0.169962507243702	0.151986056598654	37	0.270656948138194	-0.477915509609411	0.137990495122007	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	-1	TRUE	0.405985422207292
cont_krt_leak_drop205335	chemokine	ols	43	NA	NA	3	GSE123902+GSE131907+GSE189357	14	cldn4_z	0.22021657927176	0.12966049058628	37	0.0978263255039271	-0.0425005295068181	0.482933688050338	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	-1	FALSE	0.293478976511781
cont_krt_leak_drop205335	chemokine	lmm	43	NA	NA	3	GSE123902+GSE131907+GSE189357	14	cldn4_z	0.220216579271759	0.129662269055718	37	0.0978307597902654	-0.0425041330281894	0.482937291571708	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	-1	FALSE	0.293492279370796
cont_krt_leak_drop205335	STING_core	ols	43	NA	NA	3	GSE123902+GSE131907+GSE189357	8	cldn4_z	-0.0243953384213131	0.141959545147822	37	0.864494203522503	-0.31203269885487	0.263242022012244	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_krt_leak_drop205335	STING_core	lmm	43	NA	NA	3	GSE123902+GSE131907+GSE189357	8	cldn4_z	-0.0243953384213135	0.140947877764003	37	0.863531490717089	-0.309982866026684	0.261192189184057	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_krt_leak_drop205335	NHEJ	ols	43	NA	NA	3	GSE123902+GSE131907+GSE189357	10	cldn4_z	-0.036865836695637	0.0471374396873667	37	0.439136825045499	-0.132375361716669	0.0586436883253947	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA
cont_krt_leak_drop205335	NHEJ	lmm	43	NA	NA	3	GSE123902+GSE131907+GSE189357	10	cldn4_z	-0.036865836695637	0.0471994385830269	37	0.439733298009686	-0.132500983411771	0.0587693100204974	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA
cont_luad	IFN	ols	56	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	203	cldn4_z	-0.0649572426925521	0.0884617723329591	51	0.466130327743763	-0.242551661121575	0.112637175736471	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	0.466130327743763
cont_luad	IFN	lmm	56	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	203	cldn4_z	-0.0649572426925521	0.0884645408004883	51	0.466144208203823	-0.242557219052056	0.112642733666951	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	0.466144208203823
cont_luad	MHC-I/APM	ols	56	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	21	cldn4_z	-0.178918113850157	0.121542100107376	51	0.147147310227522	-0.422924061435828	0.0650878337355144	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	0.255115399863415
cont_luad	MHC-I/APM	lmm	56	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	21	cldn4_z	-0.178918113850157	0.121236135456726	51	0.146150187271063	-0.422309811768892	0.0644735840685787	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	0.255370102594474
cont_luad	chemokine	ols	56	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	14	cldn4_z	-0.209014017173136	0.150194447371296	51	0.170076933242277	-0.510541952107305	0.0925139177610328	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	0.255115399863415
cont_luad	chemokine	lmm	56	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	14	cldn4_z	-0.209014017173136	0.150255275935949	51	0.170246735062983	-0.510664070546476	0.0926360362002034	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	0.255370102594474
cont_luad	STING_core	ols	56	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	8	cldn4_z	-0.117866836304621	0.112462837658111	51	0.299556467716269	-0.343645403950709	0.107911731341467	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_luad	STING_core	lmm	56	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	8	cldn4_z	-0.117866836304621	0.110625866655437	51	0.291688555741589	-0.339957530779201	0.104223858169958	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_luad	STING_plus_IFN_genes	ols	56	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	10	cldn4_z	-0.0989842195705796	0.116383129147884	51	0.399020865157005	-0.332633100786444	0.134664661645284	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_luad	STING_plus_IFN_genes	lmm	56	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	10	cldn4_z	-0.0989842195705796	0.114349192859149	51	0.39074639667122	-0.328549803303322	0.130581364162163	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
