accession	queries	title	taxon	gdstype	n_samples_geo	status	skip_reason	gpl	pubmed	cldn4_present	n_nhej	n_ifn	n_sensors	genes_nhej	genes_ifn	genes_sensors	coverage_ok	n_columns	design	cldn4_mean	cldn4_std	n_pairs	pair_stems	spearman_n	rho_nhej	p_nhej	rho_ifn	p_ifn	rho_composite	p_composite	rho_cgas	p_cgas	rho_sting	p_sting	scale	file_used	joint_paired	joint_spearman	joint_call	call_basis	ratio_orient	delta_nhej	delta_ifn	delta_cgas	delta_sting	contrast_note	nhej_genes_up_in_high	nhej_genes_down_in_high	ifn_genes_up_in_high	ifn_genes_down_in_high	delta_cldn4	fdr_nhej	fdr_ifn	fdr_composite
GSE77472	dna_repair	The mammalian LINC complex controls mechanosensing at a genome-wide level: RNA-Seq	Mus musculus	Expression profiling by high throughput sequencing	18.0	scored		GPL17021	27905489	True	7.0	16.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C	ISG15,MX1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	18.0	single_channel	1.2545515372709464	0.5652044965411877	0.0		18.0	-0.3259000206584271	0.1869045276094963	0.15728218388298	0.5330973086327558	0.3145643677659601	0.2036060084049991	-0.1076887024784368	0.6705999118341133	0.1487804442136298	0.5557266669145974	log2(x+1)	GSE77472_Normalized_expression_values.txt.gz		mixed	mixed	spearman												0.41902100873827774	0.7563518999748623	0.5001311600591511
GSE77494	dna_repair,dna_repair_title	Unprecedented life- and healthspan extension and genome preservation by diet restriction in DNA repair deficient progeroid Ercc1∆/- mice [RNA-seq]	Mus musculus	Expression profiling by high throughput sequencing	3.0	skipped	only_raw_tar_or_no_gene_table	GPL13112	27556946																																													
GSE77370	dna_repair	Negative control of CSL gene transcription by stress/DNA damage response and p53 [RNA-Seq]	Homo sapiens	Expression profiling by high throughput sequencing	46.0	scored		GPL16791	27163456	True	7.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	47.0	single_channel	29.308209751698183	196.78971109322669	0.0		47.0	-0.1776133209990749	0.2323247921717129	0.0304116558741905	0.8391940683950126	0.0197733580018501	0.8950461198490068	-0.1594588344125809	0.2843374506122697	-0.3798566142460685	0.0084493887888486	as_deposited	GSE77370_race.RPKM_matrix.csv.gz		flat	flat	spearman												0.4736054153341721	0.9325531118505764	0.9729703285903956
GSE77495	dna_repair,dna_repair_title	Unprecedented life- and healthspan extension and genome preservation by diet restriction in DNA repair deficient progeroid Ercc1 Δ/- mice	synthetic construct; Mus musculus	Expression profiling by high throughput sequencing; Expression profiling by array	43.0	scored		GPL17107	27556946	True	7.0	15.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C	MX1,MX2,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	20.0	single_channel	3.4668899855999995	0.0840932101733596	0.0		20.0	0.0075187969924812	0.97490250199334	0.0060150375939849	0.9799209119891912	-0.0541353383458646	0.8206745196973448	-0.0616541353383458	0.7962393511384775	0.4827067669172932	0.0311052168695433	as_deposited	GSE77495-GPL11180_series_matrix.txt.gz		flat	flat	spearman												0.9803549768367033	0.9938467944248144	0.9507556613504033
GSE77622	dna_repair	PRDM14 drives OCT3/4 recruitment via active demethylation in the transition from primed to naïve pluripotency	Mus musculus	Expression profiling by array	6.0	scored		GPL11180	27866876	True	7.0	15.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C	MX1,MX2,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	6.0	single_channel	7.292565666666667	0.64435405809453	0.0		6.0	-0.6571428571428573	0.1561749271137024	0.0285714285714285	0.9571545189504372	0.8285714285714287	0.0415626822157433	-0.6	0.208	-0.0857142857142857	0.8717434402332361	as_deposited	GSE77622_series_matrix.txt.gz		mixed	mixed	spearman												0.37946286344653635	0.9838541099550402	0.22374162462247443
GSE78025	dna_repair	Acute exposure to graded levels of hypoxia in U87-MG cells: the role of hypoxia in GBM	Homo sapiens	Expression profiling by high throughput sequencing	18.0	skipped	only_raw_tar_or_no_gene_table	GPL11154	32411606																																													
GSE78506	dna_repair	24hr CA treatment vs. DMSO in HCT116 cells (from 'Identification of CDK8 and CDK19 substrates in human cells using cortistatin A and quantitative phosphoproteomics')	Homo sapiens	Expression profiling by high throughput sequencing	6.0	skipped	no_open_matrix_under_25MB	GPL16791	27050516																																													
GSE79073	dna_repair	Loss of E3 ubiquitin protein ligase Cbl-b provides protection against UVB-induced cytotoxicity and inflammation.	Mus musculus	Expression profiling by array	6.0	scored		GPL6246	30082827	True	7.0	17.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C	ISG15,MX1,MX2,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	6.0	single_channel	9.200728333333332	0.0983017179260986	0.0		6.0	-0.0857142857142857	0.8717434402332361	-0.6	0.208	-0.4857142857142857	0.3287230320699708	-0.7142857142857143	0.1107871720116617	-0.7714285714285715	0.0723965014577259	as_deposited	GSE79073_series_matrix.txt.gz		mixed	mixed	spearman												0.9230828654530969	0.4368971962616822	0.6287702251721357
GSE79259	dna_repair	The second subunit of DNA-polymerase delta is required for genomic stability and epigenetic regulation	Arabidopsis thaliana	Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing; Methylation profiling by high throughput sequencing	18.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL19580	27208288																																													
GSE78220	dna_repair	mRNA expressions in pre-treatment melanomas undergoing anti-PD-1 checkpoint inhibition therapy	Homo sapiens	Expression profiling by high throughput sequencing	28.0	scored		GPL11154	26997480	True	8.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	28.0	single_channel	0.9692900897624316	1.5063807982044508	0.0		28.0	-0.0465243568691844	0.8141413986141794	0.2950191570881226	0.1274903735006016	0.2922824302134647	0.131227393241254	0.3617952928297755	0.0585157854827378	0.1258894362342638	0.5232649596714783	log2(x+1)	GSE78220_PatientFPKM.xlsx		mixed	mixed	spearman												0.9142770009204474	0.31837179382511344	0.4168672315331708
GSE7980	dna_repair,dna_repair_title	atm-root-A functional study of genes that might play a role in DNA repair/recombination and in the response to...	Arabidopsis thaliana	Expression profiling by array	12.0	scored		GPL5337	17487278	True	5.0	17.0	1.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,BST2,ISG20,CXCL10	IRF3	True	12.0	log_ratio	0.0983749999999999	0.1692924977418274	0.0		12.0	-0.2587412587412587	0.4167747688991381	-0.1678321678321678	0.6020994277865379	0.1678321678321678	0.6020994277865379					as_deposited	GSE7980_series_matrix.txt.gz		mixed	mixed	spearman						multi-sample log ratios; Spearman across samples, not one collapsed contrast						0.6690723522148664	0.8030970112464355	0.8472501650003383
GSE7979	dna_repair,dna_repair_title	atm time course-A functional study of genes that might play a role in DNA repair/recombination and in the resp...	Arabidopsis thaliana	Expression profiling by array	20.0	scored		GPL5337	17487278	True	5.0	17.0	1.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,BST2,ISG20,CXCL10	IRF3	True	20.0	log_ratio	0.067195	0.1982364528158229	0.0		20.0	-0.2165413533834586	0.3591457825704003	0.4105263157894736	0.0721872305314206	0.3248120300751879	0.1623231557699994					as_deposited	GSE7979_series_matrix.txt.gz		NHEJ_down_IFN_up	NHEJ_down_IFN_up	spearman						multi-sample log ratios; Spearman across samples, not one collapsed contrast						0.6138252063323001	0.2064181619142803	0.44355172351741473
GSE7981	dna_repair,dna_repair_title	sade-catma-A functional study of genes that might play a role in DNA repair/recombination and in the response ...	Arabidopsis thaliana	Expression profiling by array	6.0	scored		GPL5337	17487278	True	5.0	17.0	1.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,BST2,ISG20,CXCL10	IRF3	True	6.0	log_ratio	0.041125	0.1793411315296447	0.0		6.0	0.8285714285714287	0.0415626822157433	-0.7142857142857143	0.1107871720116617	-0.7714285714285715	0.0723965014577259					as_deposited	GSE7981_series_matrix.txt.gz		NHEJ_up_IFN_down	NHEJ_up_IFN_down	spearman						multi-sample log ratios; Spearman across samples, not one collapsed contrast						0.16731754543844704	0.29122125040492364	0.29449979552260447
GSE79830	dna_repair	Transcriptome and analysis of Wdr70 deletion by next-generation sequencing	Schizosaccharomyces pombe	Expression profiling by high throughput sequencing	2.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL17225	27098497																																													
GSE79936	dna_repair	X chromosome crossover formation and genome stability in Caenorhabditis elegans are independently regulated by xnd-1	Caenorhabditis elegans	Expression profiling by array	8.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL200																																														
GSE80230	dna_repair	A genome-wide transcriptomic analysis of radiation-responsive genes in the radiation-resistant fungus, C. neoformans	Cryptococcus neoformans; Cryptococcus neoformans H99	Expression profiling by array	12.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL18333	27899501																																													
GSE80354	dna_repair	Gata6 promotes hair follicle matrix progenitor cell renewal by genome maintenance via Edaradd/NF-κB	Mus musculus	Expression profiling by high throughput sequencing	6.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL13112	27908934																																													
GSE80130	dna_repair	Deciphering a secondary genetic code in neurons: the role of codon bias in regulating neuronal protein levels and implications for Elongator-mediated neurological disease 	Mus musculus	Expression profiling by array	8.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL8389	29497044,34590699																																													
GSE80178	dna_repair,dna_repair_title	Genomic Profiling of Diabetic Foot Ulcers Identifies miR-15b-5p as a Major Regulator that Leads to Suboptimal Inflammatory Response and Diminished DNA Repair Mechanisms	Homo sapiens	Expression profiling by array	12.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL16686	29273315																																													
GSE81199	dna_repair	Transcriptome response of Methanobrevibacter ruminantium to lauric acid in cell culture.	Methanobrevibacter ruminantium	Expression profiling by high throughput sequencing	9.0	skipped	only_raw_tar_or_no_gene_table	GPL21830																																														
GSE82115	dna_repair	PHF20 readers link methylation of histone H3K4 and p53 with H4K16 acetylation	Homo sapiens	Expression profiling by high throughput sequencing	6.0	skipped	only_raw_tar_or_no_gene_table	GPL11154	27760318																																													
GSE81524	dna_repair	RNA immunoprecipiation identifies novel targets of DAZL in human fetal ovary	Homo sapiens	Expression profiling by high throughput sequencing	6.0	scored		GPL16791		True	7.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	6.0	single_channel	2.723933689624289	1.4133529350288545	0.0		6.0	-0.4285714285714286	0.3965014577259473	0.1428571428571428	0.7871720116618076	0.3714285714285715	0.4684781341107872	0.0857142857142857	0.8717434402332361	0.3142857142857143	0.5440932944606415	log2(x+1)	GSE81524_counts_ensGenes.txt.gz		mixed	mixed	spearman												0.649280164837207	0.9061342187868323	0.7602199324288766
GSE8303	dna_repair	Gene expression profiling and array CGH in Ewing's sarcoma	Homo sapiens	Expression profiling by array	14.0	low_coverage		GPL2891	17952124	True	2.0	14.0	2.0	XRCC5,XRCC6	MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,ISG20	TBK1,IRF3	False	14.0	single_channel	6.862166350357144	0.9265521703281172	0.0													as_deposited	GSE8303_series_matrix.txt.gz																		
GSE83327	dna_repair	Direct interaction of MYCN and p53 regulate transcriptional responses in neuroblastoma [RNA-Seq]	Homo sapiens	Expression profiling by high throughput sequencing	8.0	scored		GPL11154	29755654	True	7.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	8.0	single_channel	1.3212062453570974	0.3663015386377751	0.0		8.0	-0.6428571428571429	0.0855588910126732	-0.0476190476190476	0.9108491685195836	0.4523809523809524	0.2604047674368853	-0.6428571428571429	0.0855588910126732	0.0714285714285714	0.8665262706759088	log2(x+1)	GSE83327_quan_mycnp53.txt.gz		mixed	mixed	spearman												0.25724897331235186	0.9640270861529888	0.5560662373533489
GSE83350	dna_repair	Genome-wide analysis of gene expression in infarcted and non-infarcted left ventricle from NEIL3-deficient mice subjected to myocardial infarction	Mus musculus	Expression profiling by high throughput sequencing	4.0	skipped	only_raw_tar_or_no_gene_table	GPL13112	28052262																																													
GSE83763	dna_repair	Global unleashing of transcription elongation waves in response to genotoxic stress restricts somatic mutation rate	Homo sapiens	Genome binding/occupancy profiling by high throughput sequencing; Expression profiling by high throughput sequencing	43.0	skipped	over_25MB:GSE83763_C6D06ACXX_M_V5095_2_15s010830-1-1_Fousteri_lane3VNOUVtheoI_sequence.merged_norm_hypo.bigWig,GSE83763_C6D06ACXX_M_V5095_2_15s010830-1-1_Fousteri_lane3VNOUVtheoI_sequence.merged_norm_ser2P.bigWig,GSE83763_C6D06ACXX_M_V5095_2_15s010830-1-1_Fousteri_lane3VNOUVtheoI_sequence.merged_norm_ser5P.bigWig,GSE83763_RAW.tar	GPL11154	29233992																																													
GSE83793	dna_repair	Depletion of Nsd2-mediated histone H3K36 methylation impairs adipose tissue development and function	Mus musculus	Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing	34.0	skipped	over_25MB:GSE83793_RAW.tar	GPL17021	29728617																																													
GSE83367	dna_repair	CSB ablation induced apoptosis is mediated by Increased Endoplasmic Reticulum Stress Response: a gene expression study	Homo sapiens	Expression profiling by array	16.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL17077	28253359																																													
GSE80657	dna_repair	Hypoxia-independent gene expression signature associated with radiosensitisation of prostate cancer cell lines by histone deacetylase inhibition	Homo sapiens	Expression profiling by array	36.0	scored		GPL10558	27599042	True	8.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	36.0	single_channel	7.109516943834301	0.2367963423034751	0.0		36.0	0.003088803088803	0.9857355588070572	0.3691119691119691	0.0267325516149703	0.2736164736164736	0.1063659909150313	-0.6126126126126127	7.145804410968253e-05	0.0918918918918919	0.5940175229515066	log2(x+1)	GSE80657_series_matrix.txt.gz		mixed	mixed	spearman												0.9890360126869916	0.11024111881586376	0.37499225816711035
GSE83828	dna_repair	RNA-seq analysis of the transcriptional response to blue and red light in the extremophilic red alga, Cyanidioschyzon merolae	Cyanidioschyzon merolae	Expression profiling by high throughput sequencing	8.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL22093	27614431																																													
GSE79286	dna_repair	Transcriptome Profile of CYC2 K.O. and WT during meiosis in Tetrahymena thermophila	Tetrahymena thermophila	Expression profiling by high throughput sequencing	8.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL21412	27008457																																													
GSE84318	dna_repair	MBD4 loss results in global reactivation of promoters and retroelements with low methylated CpG density.	Mus musculus	Expression profiling by high throughput sequencing	4.0	scored		GPL17021	37957685	True	7.0	16.0	3.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C	ISG15,MX1,MX2,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	STING1,TBK1,IRF3	True	4.0	single_channel	0.9767226489021296	1.0108792800089863	0.0		4.0											log2(x+1)	GSE84318_RNA.txt.gz																		
GSE84333	dna_repair	Age-related changes in gene expression patterns of immature and aged rat primordial follicles	Mus musculus; Rattus norvegicus	Expression profiling by array	6.0	scored		GPL6887	28045561	True	7.0	17.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C	ISG15,MX1,MX2,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	6.0	log_ratio	1.1564823173178713e-18	0.1016530045465127	0.0		6.0	-0.1428571428571428	0.7871720116618076	-0.0285714285714285	0.9571545189504372	0.1428571428571428	0.7871720116618076	-0.6377481392176932	0.1730711102412598	0.0579771035652448	0.9131317851623264	as_deposited	GSE84333_series_matrix.txt.gz		flat	flat	spearman						multi-sample log ratios; Spearman across samples, not one collapsed contrast						0.9003055769955408	0.9838541099550402	0.9323684301501515
GSE83855	dna_repair	Time-restricted feeding shifts the skin circadian clock and alters UVB-induced DNA damage	Mus musculus	Expression profiling by high throughput sequencing	24.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL17021	28768192																																													
GSE8483	dna_repair	Gene expression in Histone H1 null mutant cells	Gallus gallus	Expression profiling by array	6.0	low_coverage		GPL3213	9491804,20156997	True	7.0	5.0	3.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C	MX1,EIF2AK2,IRF7,STAT1,RSAD2	CGAS,STING1,TBK1	False	6.0	single_channel	4.248461069010302	0.422554909338479	0.0													log2(x+1)	GSE8483_series_matrix.txt.gz																		
GSE84986	dna_repair,dna_repair_title	53BP1 integrates DNA repair and p53-dependent cell fate decisions via distinct mechanisms	Homo sapiens	Expression profiling by high throughput sequencing	36.0	skipped	only_raw_tar_or_no_gene_table	GPL20301	27546791																																													
GSE85510	dna_repair	Major roles of cyclobutane pyrimidine dimers, nucleotide excision repair and ATR in the alternative splicing response to UV irradiation	Homo sapiens	Expression profiling by high throughput sequencing	6.0	skipped	only_raw_tar_or_no_gene_table	GPL16791	28329680																																													
GSE84878	dna_repair	Next Generation Sequencing Comparison of Wild Type and Whsc1-/- Activated B-cell Transcriptomes	Mus musculus	Expression profiling by high throughput sequencing	13.0	scored		GPL13112	28538178	True	8.0	17.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	13.0	single_channel	0.835915289730904	0.5948859062107563	6.0	1;2;3;4;5;6	13.0	-0.1504324182495945	0.623746551717343	0.3649379035314237	0.2201739139651224	0.3565805469620018	0.2317178787652437	0.0417867828471095	0.8921844093937464	-0.2646496246983607	0.3822303564359663	log2(x+1)	GSE84878_Whsc1_norm_counts.xlsx	mixed	mixed	mixed	spearman		-0.0965291162971315	0.1876810730311668	-0.3272759294403233	1.1317187396637032	paired titles, high arm minus low arm, mean across genes of log values	3.0	5.0	12.0	4.0	-0.5009084739458124	0.8079944524407656	0.45190947181425806	0.526046396489783
GSE85554	dna_repair	Characterization of genetic loss-of-function of Fus in zebrafish	Danio rerio	Expression profiling by high throughput sequencing	9.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL18413	27898262																																													
GSE85610	dna_repair	Gene expression profiles in response to proanthocyanidins in pancreatic cancer cells	Homo sapiens	Expression profiling by high throughput sequencing	14.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL18573	30675233,30854052																																													
GSE84882	dna_repair	Transient RNA-DNA Hybrids Are Required for Efficient Double-Strand Break Repair	Schizosaccharomyces pombe	Expression profiling by genome tiling array	4.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL19654	27881299																																													
GSE86267	dna_repair	Analysing gene expression signatures of whole thymospheres derived from adult (A) or embryonic day 14.5 (E) mouse thymus	Mus musculus	Expression profiling by array	4.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL10787	27705793																																													
GSE86394	dna_repair	Amplification of mutant BRCA2 gene confers resistance to PARP inhibitor	Homo sapiens	Expression profiling by high throughput sequencing	2.0	scored		GPL11154		True	7.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	2.0	single_channel	0.4439380769445483	0.1929765034113296	0.0		2.0											log2(x+1)	GSE86394_CAPAN1_RCA_gene_expression.txt.gz																		
GSE86537	dna_repair	Global transcriptomic analysis of the response of Corynebacterium glutamicum to ferulic acid	Corynebacterium glutamicum ATCC 13032	Expression profiling by array	5.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL22357																																														
GSE86330	dna_repair	Gene expression signatures in activated CD4 T cells to predict_vaccine responses	Homo sapiens	Expression profiling by array	47.0	scored		GPL14550	27764254	True	8.0	18.0	3.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	STING1,TBK1,IRF3	True	47.0	single_channel	3.523845319148936	1.4657531477054273	0.0		47.0	-0.1433857539315448	0.3362939000364356	0.1128584643848288	0.4500676764578946	0.2147317298797409	0.1472105399302618			0.3013413506012951	0.0395535913486921	as_deposited	GSE86330_agil_normalized_matrix.txt.gz		flat	flat	spearman												0.5916403446824964	0.6940924006370602	0.4386068678124023
GSE8663	dna_repair	Integrated SV40 T/t-antigen Cancer Signature in Aggressive Breast, Prostate and Lung Carcinomas with Poor Prognosis 2	Mus musculus	Expression profiling by array	38.0	scored		GPL5339	17804718	True	5.0	10.0	1.0	PRKDC,XRCC5,XRCC6,NHEJ1,DCLRE1C	ISG15,IFIT1,IFIT2,IFIT3,IFI44,EIF2AK2,IRF7,STAT1,RSAD2,CXCL10	IRF3	True	38.0	log_ratio	0.1886534317894737	0.5391244190366888	0.0		38.0	0.4012474012474012	0.0125340801872328	0.2066965751176277	0.2130957610154155	-0.2754130648867491	0.0942114906950498					as_deposited	GSE8663_series_matrix.txt.gz		mixed	mixed	spearman						multi-sample log ratios; Spearman across samples, not one collapsed contrast						0.07413248742317294	0.44243207656549316	0.3499840088216933
GSE8662	dna_repair	Integrated SV40 T/t-antigen Cancer Signature in Aggressive Breast, Prostate and Lung Carcinomas with Poor Prognosis 1	Mus musculus	Expression profiling by array	35.0	scored		GPL5339	17804718	True	5.0	10.0	1.0	PRKDC,XRCC5,XRCC6,NHEJ1,DCLRE1C	ISG15,IFIT1,IFIT2,IFIT3,IFI44,EIF2AK2,IRF7,STAT1,RSAD2,CXCL10	IRF3	True	35.0	log_ratio	0.5341528622571428	0.4858425460273824	0.0		35.0	0.1669467787114845	0.3377851341831746	-0.0011204481792717	0.9949032141897616	-0.1823529411764706	0.2944277483211336					as_deposited	GSE8662_series_matrix.txt.gz		flat	flat	spearman						multi-sample log ratios; Spearman across samples, not one collapsed contrast						0.59310319459116	0.9993497090017829	0.5911401419079287
GSE8666	dna_repair	Integrated SV40 T/t-antigen Cancer Signature in Aggressive Breast, Prostate and Lung Carcinomas with Poor Prognosis	Mus musculus	Expression profiling by array	73.0	scored		GPL5339	17804718	True	5.0	10.0	1.0	PRKDC,XRCC5,XRCC6,NHEJ1,DCLRE1C	ISG15,IFIT1,IFIT2,IFIT3,IFI44,EIF2AK2,IRF7,STAT1,RSAD2,CXCL10	IRF3	True	73.0	log_ratio	0.3543038436575342	0.5424604050394629	0.0		73.0	0.1926138467234358	0.1025496980545187	-0.0894730346785141	0.4515850054728136	-0.3075404171294583	0.0081268905687902					as_deposited	GSE8666_series_matrix.txt.gz		flat	flat	spearman						multi-sample log ratios; Spearman across samples, not one collapsed contrast						0.28903959184920075	0.6940924006370602	0.09222171121481108
GSE87362	dna_repair	Effect of CCAR2 depletion on the gene expression profile of BJ-hTERT cells	Homo sapiens	Expression profiling by array	6.0	scored		GPL10558	27809307	True	8.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	6.0	single_channel	7.610625496171593	0.1319165835636061	0.0		6.0	0.3142857142857143	0.5440932944606415	-0.942857142857143	0.004804664723032	-0.7142857142857143	0.1107871720116617	0.6	0.208	-0.7714285714285715	0.0723965014577259	log2(x+1)	GSE87362_series_matrix.txt.gz		NHEJ_up_IFN_down	NHEJ_up_IFN_down	spearman												0.7653404081407602	0.030205549552487887	0.3797969832025113
GSE87363	dna_repair	Effect of CCAR2 depletion on the gene expression profile of U2OS cells	Homo sapiens	Expression profiling by array	6.0	scored		GPL10558	27809307	True	8.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	6.0	single_channel	6.931424432496569	0.1676285043442667	0.0		6.0	0.1428571428571428	0.7871720116618076	-0.2	0.7040000000000001	-0.0857142857142857	0.8717434402332361	-0.2571428571428572	0.6227871720116619	-0.1428571428571428	0.7871720116618076	log2(x+1)	GSE87363_series_matrix.txt.gz		flat	flat	spearman												0.9003055769955408	0.8622561307901909	0.9604134225118619
