ligand	receptor	pathway	n_sender_high	n_receiver_high	ligand_mean_high	receptor_mean_high	ligand_frac_high	receptor_frac_high	cpdb_mean_score_high	product_score_high	pass_expr_prop_high	Patient	n_sender_low	n_receiver_low	ligand_mean_low	receptor_mean_low	ligand_frac_low	receptor_frac_low	cpdb_mean_score_low	product_score_low	pass_expr_prop_low	delta_high_minus_low	pass_either
WNT3A	FZD7+LRP5	other	98	325	0.0	0.00923489686101675	0.0	0.006153846153846154	0.004617448430508375	0.0	False	P4	691	325	0.003463172819465399	0.00923489686101675	0.005788712011577424	0.006153846153846154	0.0063490348402410746	3.198204379963954e-05	False	-0.0017315864097326994	False
WNT3A	FZD7+LRP6	other	98	325	0.0	0.005044753197580576	0.0	0.003076923076923077	0.002522376598790288	0.0	False	P4	691	325	0.003463172819465399	0.005044753197580576	0.005788712011577424	0.003076923076923077	0.004253963008522987	1.747085215477221e-05	False	-0.0017315864097326994	False
WNT3A	FZD8+LRP5	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.003463172819465399	0.0	0.005788712011577424	0.0	0.0017315864097326994	0.0	False	-0.0017315864097326994	False
WNT3A	FZD8+LRP6	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.003463172819465399	0.0	0.005788712011577424	0.0	0.0017315864097326994	0.0	False	-0.0017315864097326994	False
WNT3A	FZD8+RYK	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.003463172819465399	0.0	0.005788712011577424	0.0	0.0017315864097326994	0.0	False	-0.0017315864097326994	False
WNT3A	FZD9+LRP5	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.003463172819465399	0.0	0.005788712011577424	0.0	0.0017315864097326994	0.0	False	-0.0017315864097326994	False
WNT3A	FZD9+LRP6	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.003463172819465399	0.0	0.005788712011577424	0.0	0.0017315864097326994	0.0	False	-0.0017315864097326994	False
WNT3A	SFRP1	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.003463172819465399	0.0	0.005788712011577424	0.0	0.0017315864097326994	0.0	False	-0.0017315864097326994	False
WNT3A	SFRP2	other	98	325	0.0	0.06791109591722488	0.0	0.036923076923076927	0.03395554795861244	0.0	False	P4	691	325	0.003463172819465399	0.06791109591722488	0.005788712011577424	0.036923076923076927	0.03568713436834514	0.00023518786152064083	False	-0.0017315864097326994	False
WNT3A	SFRP4	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.003463172819465399	0.0	0.005788712011577424	0.0	0.0017315864097326994	0.0	False	-0.0017315864097326994	False
WNT3A	SFRP5	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.003463172819465399	0.0	0.005788712011577424	0.0	0.0017315864097326994	0.0	False	-0.0017315864097326994	False
WNT3A	WIF1	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.003463172819465399	0.0	0.005788712011577424	0.0	0.0017315864097326994	0.0	False	-0.0017315864097326994	False
WNT4	FRZB	other	98	325	0.04441327601671219	0.0	0.030612244897959183	0.0	0.022206638008356094	0.0	False	P4	691	325	0.035645563155412674	0.0	0.041968162083936326	0.0	0.017822781577706337	0.0	False	0.004383856430649757	False
WNT4	FZD1+LRP5	other	98	325	0.04441327601671219	0.006288830656558275	0.030612244897959183	0.003076923076923077	0.025351053336635232	0.000279307571772084	False	P4	691	325	0.035645563155412674	0.006288830656558275	0.041968162083936326	0.003076923076923077	0.020967196905985475	0.00022416891034204335	False	0.004383856430649757	False
WNT4	FZD1+LRP6	other	98	325	0.04441327601671219	0.005044753197580576	0.030612244897959183	0.003076923076923077	0.024729014607146382	0.00022405401620033752	False	P4	691	325	0.035645563155412674	0.005044753197580576	0.041968162083936326	0.003076923076923077	0.020345158176496625	0.00017982306870782845	False	0.004383856430649757	False
WNT4	FZD10+LRP5	other	98	325	0.04441327601671219	0.0	0.030612244897959183	0.0	0.022206638008356094	0.0	False	P4	691	325	0.035645563155412674	0.0	0.041968162083936326	0.0	0.017822781577706337	0.0	False	0.004383856430649757	False
WNT4	FZD10+LRP6	other	98	325	0.04441327601671219	0.0	0.030612244897959183	0.0	0.022206638008356094	0.0	False	P4	691	325	0.035645563155412674	0.0	0.041968162083936326	0.0	0.017822781577706337	0.0	False	0.004383856430649757	False
WNT4	FZD2+LRP5	other	98	325	0.04441327601671219	0.0	0.030612244897959183	0.0	0.022206638008356094	0.0	False	P4	691	325	0.035645563155412674	0.0	0.041968162083936326	0.0	0.017822781577706337	0.0	False	0.004383856430649757	False
WNT4	FZD2+LRP6	other	98	325	0.04441327601671219	0.0	0.030612244897959183	0.0	0.022206638008356094	0.0	False	P4	691	325	0.035645563155412674	0.0	0.041968162083936326	0.0	0.017822781577706337	0.0	False	0.004383856430649757	False
WNT4	FZD3+LRP5	other	98	325	0.04441327601671219	0.009447503834962845	0.030612244897959183	0.006153846153846154	0.026930389925837517	0.00041959459549115175	False	P4	691	325	0.035645563155412674	0.009447503834962845	0.041968162083936326	0.006153846153846154	0.02254653349518776	0.0003367615946101715	False	0.004383856430649757	False
WNT4	FZD3+LRP6	other	98	325	0.04441327601671219	0.005044753197580576	0.030612244897959183	0.003076923076923077	0.024729014607146382	0.00022405401620033752	False	P4	691	325	0.035645563155412674	0.005044753197580576	0.041968162083936326	0.003076923076923077	0.020345158176496625	0.00017982306870782845	False	0.004383856430649757	False
WNT4	FZD4+LRP5	other	98	325	0.04441327601671219	0.0	0.030612244897959183	0.0	0.022206638008356094	0.0	False	P4	691	325	0.035645563155412674	0.0	0.041968162083936326	0.0	0.017822781577706337	0.0	False	0.004383856430649757	False
WNT4	FZD4+LRP6	other	98	325	0.04441327601671219	0.0	0.030612244897959183	0.0	0.022206638008356094	0.0	False	P4	691	325	0.035645563155412674	0.0	0.041968162083936326	0.0	0.017822781577706337	0.0	False	0.004383856430649757	False
WNT4	FZD5+LRP5	other	98	325	0.04441327601671219	0.004651645664125681	0.030612244897959183	0.003076923076923077	0.024532460840418935	0.00020659482281275635	False	P4	691	325	0.035645563155412674	0.004651645664125681	0.041968162083936326	0.003076923076923077	0.020148604409769177	0.0001658105292971935	False	0.004383856430649757	False
WNT4	FZD5+LRP6	other	98	325	0.04441327601671219	0.004651645664125681	0.030612244897959183	0.003076923076923077	0.024532460840418935	0.00020659482281275635	False	P4	691	325	0.035645563155412674	0.004651645664125681	0.041968162083936326	0.003076923076923077	0.020148604409769177	0.0001658105292971935	False	0.004383856430649757	False
WNT4	FZD6+LRP5	other	98	325	0.04441327601671219	0.009447503834962845	0.030612244897959183	0.006153846153846154	0.026930389925837517	0.00041959459549115175	False	P4	691	325	0.035645563155412674	0.009447503834962845	0.041968162083936326	0.006153846153846154	0.02254653349518776	0.0003367615946101715	False	0.004383856430649757	False
WNT4	FZD6+LRP6	other	98	325	0.04441327601671219	0.005044753197580576	0.030612244897959183	0.003076923076923077	0.024729014607146382	0.00022405401620033752	False	P4	691	325	0.035645563155412674	0.005044753197580576	0.041968162083936326	0.003076923076923077	0.020345158176496625	0.00017982306870782845	False	0.004383856430649757	False
WNT4	FZD7+LRP5	other	98	325	0.04441327601671219	0.00923489686101675	0.030612244897959183	0.006153846153846154	0.02682408643886447	0.0004101520232742059	False	P4	691	325	0.035645563155412674	0.00923489686101675	0.041968162083936326	0.006153846153846154	0.022440230008214712	0.00032918309929309483	False	0.004383856430649757	False
WNT4	FZD7+LRP6	other	98	325	0.04441327601671219	0.005044753197580576	0.030612244897959183	0.003076923076923077	0.024729014607146382	0.00022405401620033752	False	P4	691	325	0.035645563155412674	0.005044753197580576	0.041968162083936326	0.003076923076923077	0.020345158176496625	0.00017982306870782845	False	0.004383856430649757	False
WNT4	FZD8+LRP5	other	98	325	0.04441327601671219	0.0	0.030612244897959183	0.0	0.022206638008356094	0.0	False	P4	691	325	0.035645563155412674	0.0	0.041968162083936326	0.0	0.017822781577706337	0.0	False	0.004383856430649757	False
WNT4	FZD8+LRP6	other	98	325	0.04441327601671219	0.0	0.030612244897959183	0.0	0.022206638008356094	0.0	False	P4	691	325	0.035645563155412674	0.0	0.041968162083936326	0.0	0.017822781577706337	0.0	False	0.004383856430649757	False
WNT4	FZD9+LRP5	other	98	325	0.04441327601671219	0.0	0.030612244897959183	0.0	0.022206638008356094	0.0	False	P4	691	325	0.035645563155412674	0.0	0.041968162083936326	0.0	0.017822781577706337	0.0	False	0.004383856430649757	False
WNT4	FZD9+LRP6	other	98	325	0.04441327601671219	0.0	0.030612244897959183	0.0	0.022206638008356094	0.0	False	P4	691	325	0.035645563155412674	0.0	0.041968162083936326	0.0	0.017822781577706337	0.0	False	0.004383856430649757	False
WNT4	SFRP1	other	98	325	0.04441327601671219	0.0	0.030612244897959183	0.0	0.022206638008356094	0.0	False	P4	691	325	0.035645563155412674	0.0	0.041968162083936326	0.0	0.017822781577706337	0.0	False	0.004383856430649757	False
WNT4	SFRP2	other	98	325	0.04441327601671219	0.06791109591722488	0.030612244897959183	0.036923076923076927	0.056162185966968536	0.003016154247569125	False	P4	691	325	0.035645563155412674	0.06791109591722488	0.041968162083936326	0.036923076923076927	0.05177832953631878	0.0024207292584707274	False	0.004383856430649757	False
WNT4	SFRP4	other	98	325	0.04441327601671219	0.0	0.030612244897959183	0.0	0.022206638008356094	0.0	False	P4	691	325	0.035645563155412674	0.0	0.041968162083936326	0.0	0.017822781577706337	0.0	False	0.004383856430649757	False
WNT4	SFRP5	other	98	325	0.04441327601671219	0.0	0.030612244897959183	0.0	0.022206638008356094	0.0	False	P4	691	325	0.035645563155412674	0.0	0.041968162083936326	0.0	0.017822781577706337	0.0	False	0.004383856430649757	False
WNT4	WIF1	other	98	325	0.04441327601671219	0.0	0.030612244897959183	0.0	0.022206638008356094	0.0	False	P4	691	325	0.035645563155412674	0.0	0.041968162083936326	0.0	0.017822781577706337	0.0	False	0.004383856430649757	False
WNT5A	FRZB	other	98	325	0.20089659094810486	0.0	0.16326530612244897	0.0	0.10044829547405243	0.0	False	P4	691	325	0.29713863134384155	0.0	0.26483357452966716	0.0	0.14856931567192078	0.0	False	-0.04812102019786835	False
WNT5A	FZD10+LRP5	other	98	325	0.20089659094810486	0.0	0.16326530612244897	0.0	0.10044829547405243	0.0	False	P4	691	325	0.29713863134384155	0.0	0.26483357452966716	0.0	0.14856931567192078	0.0	False	-0.04812102019786835	False
WNT5A	FZD10+LRP6	other	98	325	0.20089659094810486	0.0	0.16326530612244897	0.0	0.10044829547405243	0.0	False	P4	691	325	0.29713863134384155	0.0	0.26483357452966716	0.0	0.14856931567192078	0.0	False	-0.04812102019786835	False
WNT5A	FZD2+LRP5	other	98	325	0.20089659094810486	0.0	0.16326530612244897	0.0	0.10044829547405243	0.0	False	P4	691	325	0.29713863134384155	0.0	0.26483357452966716	0.0	0.14856931567192078	0.0	False	-0.04812102019786835	False
WNT5A	FZD2+LRP6	other	98	325	0.20089659094810486	0.0	0.16326530612244897	0.0	0.10044829547405243	0.0	False	P4	691	325	0.29713863134384155	0.0	0.26483357452966716	0.0	0.14856931567192078	0.0	False	-0.04812102019786835	False
WNT5A	FZD3+LRP5	other	98	325	0.20089659094810486	0.009447503834962845	0.16326530612244897	0.006153846153846154	0.10517204739153385	0.0018979713134131826	False	P4	691	325	0.29713863134384155	0.009447503834962845	0.26483357452966716	0.006153846153846154	0.1532930675894022	0.002807218359136554	False	-0.04812102019786835	False
WNT5A	FZD3+LRP6	other	98	325	0.20089659094810486	0.005044753197580576	0.16326530612244897	0.003076923076923077	0.10297067207284272	0.001013473719568489	False	P4	691	325	0.29713863134384155	0.005044753197580576	0.26483357452966716	0.003076923076923077	0.15109169227071106	0.0014989910605965606	False	-0.04812102019786835	False
WNT5A	FZD4+LRP5	other	98	325	0.20089659094810486	0.0	0.16326530612244897	0.0	0.10044829547405243	0.0	False	P4	691	325	0.29713863134384155	0.0	0.26483357452966716	0.0	0.14856931567192078	0.0	False	-0.04812102019786835	False
WNT5A	FZD4+LRP6	other	98	325	0.20089659094810486	0.0	0.16326530612244897	0.0	0.10044829547405243	0.0	False	P4	691	325	0.29713863134384155	0.0	0.26483357452966716	0.0	0.14856931567192078	0.0	False	-0.04812102019786835	False
WNT5A	FZD5+LRP5	other	98	325	0.20089659094810486	0.004651645664125681	0.16326530612244897	0.003076923076923077	0.10277411830611527	0.0009344997562213825	False	P4	691	325	0.29713863134384155	0.004651645664125681	0.26483357452966716	0.003076923076923077	0.15089513850398362	0.0013821836261348197	False	-0.04812102019786835	False
WNT5A	FZD5+LRP6	other	98	325	0.20089659094810486	0.004651645664125681	0.16326530612244897	0.003076923076923077	0.10277411830611527	0.0009344997562213825	False	P4	691	325	0.29713863134384155	0.004651645664125681	0.26483357452966716	0.003076923076923077	0.15089513850398362	0.0013821836261348197	False	-0.04812102019786835	False
WNT5A	FZD6+LRP5	other	98	325	0.20089659094810486	0.009447503834962845	0.16326530612244897	0.006153846153846154	0.10517204739153385	0.0018979713134131826	False	P4	691	325	0.29713863134384155	0.009447503834962845	0.26483357452966716	0.006153846153846154	0.1532930675894022	0.002807218359136554	False	-0.04812102019786835	False
WNT5A	FZD6+LRP6	other	98	325	0.20089659094810486	0.005044753197580576	0.16326530612244897	0.003076923076923077	0.10297067207284272	0.001013473719568489	False	P4	691	325	0.29713863134384155	0.005044753197580576	0.26483357452966716	0.003076923076923077	0.15109169227071106	0.0014989910605965606	False	-0.04812102019786835	False
WNT5A	FZD7+LRP5	other	98	325	0.20089659094810486	0.00923489686101675	0.16326530612244897	0.006153846153846154	0.1050657439045608	0.0018552592971356197	False	P4	691	325	0.29713863134384155	0.00923489686101675	0.26483357452966716	0.006153846153846154	0.15318676410242915	0.0027440446138840557	False	-0.04812102019786835	False
WNT5A	FZD7+LRP6	other	98	325	0.20089659094810486	0.005044753197580576	0.16326530612244897	0.003076923076923077	0.10297067207284272	0.001013473719568489	False	P4	691	325	0.29713863134384155	0.005044753197580576	0.26483357452966716	0.003076923076923077	0.15109169227071106	0.0014989910605965606	False	-0.04812102019786835	False
WNT5A	FZD8+LRP5	other	98	325	0.20089659094810486	0.0	0.16326530612244897	0.0	0.10044829547405243	0.0	False	P4	691	325	0.29713863134384155	0.0	0.26483357452966716	0.0	0.14856931567192078	0.0	False	-0.04812102019786835	False
WNT5A	FZD8+LRP6	other	98	325	0.20089659094810486	0.0	0.16326530612244897	0.0	0.10044829547405243	0.0	False	P4	691	325	0.29713863134384155	0.0	0.26483357452966716	0.0	0.14856931567192078	0.0	False	-0.04812102019786835	False
WNT5A	FZD8+RYK	other	98	325	0.20089659094810486	0.0	0.16326530612244897	0.0	0.10044829547405243	0.0	False	P4	691	325	0.29713863134384155	0.0	0.26483357452966716	0.0	0.14856931567192078	0.0	False	-0.04812102019786835	False
WNT5A	FZD9+LRP5	other	98	325	0.20089659094810486	0.0	0.16326530612244897	0.0	0.10044829547405243	0.0	False	P4	691	325	0.29713863134384155	0.0	0.26483357452966716	0.0	0.14856931567192078	0.0	False	-0.04812102019786835	False
WNT5A	FZD9+LRP6	other	98	325	0.20089659094810486	0.0	0.16326530612244897	0.0	0.10044829547405243	0.0	False	P4	691	325	0.29713863134384155	0.0	0.26483357452966716	0.0	0.14856931567192078	0.0	False	-0.04812102019786835	False
WNT5A	ROR1	other	98	325	0.20089659094810486	0.0	0.16326530612244897	0.0	0.10044829547405243	0.0	False	P4	691	325	0.29713863134384155	0.0	0.26483357452966716	0.0	0.14856931567192078	0.0	False	-0.04812102019786835	False
WNT5A	ROR2	other	98	325	0.20089659094810486	0.0	0.16326530612244897	0.0	0.10044829547405243	0.0	False	P4	691	325	0.29713863134384155	0.0	0.26483357452966716	0.0	0.14856931567192078	0.0	False	-0.04812102019786835	False
WNT5A	SFRP1	other	98	325	0.20089659094810486	0.0	0.16326530612244897	0.0	0.10044829547405243	0.0	False	P4	691	325	0.29713863134384155	0.0	0.26483357452966716	0.0	0.14856931567192078	0.0	False	-0.04812102019786835	False
WNT5A	SFRP2	other	98	325	0.20089659094810486	0.06791109591722488	0.16326530612244897	0.036923076923076927	0.13440384343266487	0.013643107657320241	False	P4	691	325	0.29713863134384155	0.06791109591722488	0.26483357452966716	0.036923076923076927	0.18252486363053322	0.020179010093904548	False	-0.04812102019786835	False
WNT5A	SFRP4	other	98	325	0.20089659094810486	0.0	0.16326530612244897	0.0	0.10044829547405243	0.0	False	P4	691	325	0.29713863134384155	0.0	0.26483357452966716	0.0	0.14856931567192078	0.0	False	-0.04812102019786835	False
WNT5A	SFRP5	other	98	325	0.20089659094810486	0.0	0.16326530612244897	0.0	0.10044829547405243	0.0	False	P4	691	325	0.29713863134384155	0.0	0.26483357452966716	0.0	0.14856931567192078	0.0	False	-0.04812102019786835	False
WNT5A	WIF1	other	98	325	0.20089659094810486	0.0	0.16326530612244897	0.0	0.10044829547405243	0.0	False	P4	691	325	0.29713863134384155	0.0	0.26483357452966716	0.0	0.14856931567192078	0.0	False	-0.04812102019786835	False
WNT5B	FRZB	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.01777063123881817	0.0	0.01881331403762663	0.0	0.008885315619409084	0.0	False	-0.008885315619409084	False
WNT5B	FZD1+LRP5	other	98	325	0.0	0.006288830656558275	0.0	0.003076923076923077	0.0031444153282791376	0.0	False	P4	691	325	0.01777063123881817	0.006288830656558275	0.01881331403762663	0.003076923076923077	0.012029730947688222	0.00011175649052107186	False	-0.008885315619409084	False
WNT5B	FZD1+LRP6	other	98	325	0.0	0.005044753197580576	0.0	0.003076923076923077	0.002522376598790288	0.0	False	P4	691	325	0.01777063123881817	0.005044753197580576	0.01881331403762663	0.003076923076923077	0.011407692218199372	8.964844876505323e-05	False	-0.008885315619409084	False
WNT5B	FZD10+LRP5	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.01777063123881817	0.0	0.01881331403762663	0.0	0.008885315619409084	0.0	False	-0.008885315619409084	False
WNT5B	FZD10+LRP6	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.01777063123881817	0.0	0.01881331403762663	0.0	0.008885315619409084	0.0	False	-0.008885315619409084	False
WNT5B	FZD2+LRP5	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.01777063123881817	0.0	0.01881331403762663	0.0	0.008885315619409084	0.0	False	-0.008885315619409084	False
WNT5B	FZD2+LRP6	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.01777063123881817	0.0	0.01881331403762663	0.0	0.008885315619409084	0.0	False	-0.008885315619409084	False
WNT5B	FZD3+LRP5	other	98	325	0.0	0.009447503834962845	0.0	0.006153846153846154	0.004723751917481422	0.0	False	P4	691	325	0.01777063123881817	0.009447503834962845	0.01881331403762663	0.006153846153846154	0.013609067536890507	0.00016788810677844518	False	-0.008885315619409084	False
WNT5B	FZD3+LRP6	other	98	325	0.0	0.005044753197580576	0.0	0.003076923076923077	0.002522376598790288	0.0	False	P4	691	325	0.01777063123881817	0.005044753197580576	0.01881331403762663	0.003076923076923077	0.011407692218199372	8.964844876505323e-05	False	-0.008885315619409084	False
WNT5B	FZD4+LRP5	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.01777063123881817	0.0	0.01881331403762663	0.0	0.008885315619409084	0.0	False	-0.008885315619409084	False
WNT5B	FZD4+LRP6	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.01777063123881817	0.0	0.01881331403762663	0.0	0.008885315619409084	0.0	False	-0.008885315619409084	False
WNT5B	FZD5+LRP5	other	98	325	0.0	0.004651645664125681	0.0	0.003076923076923077	0.0023258228320628405	0.0	False	P4	691	325	0.01777063123881817	0.004651645664125681	0.01881331403762663	0.003076923076923077	0.011211138451471925	8.266267975082491e-05	False	-0.008885315619409084	False
WNT5B	FZD5+LRP6	other	98	325	0.0	0.004651645664125681	0.0	0.003076923076923077	0.0023258228320628405	0.0	False	P4	691	325	0.01777063123881817	0.004651645664125681	0.01881331403762663	0.003076923076923077	0.011211138451471925	8.266267975082491e-05	False	-0.008885315619409084	False
WNT5B	FZD6+LRP5	other	98	325	0.0	0.009447503834962845	0.0	0.006153846153846154	0.004723751917481422	0.0	False	P4	691	325	0.01777063123881817	0.009447503834962845	0.01881331403762663	0.006153846153846154	0.013609067536890507	0.00016788810677844518	False	-0.008885315619409084	False
WNT5B	FZD6+LRP6	other	98	325	0.0	0.005044753197580576	0.0	0.003076923076923077	0.002522376598790288	0.0	False	P4	691	325	0.01777063123881817	0.005044753197580576	0.01881331403762663	0.003076923076923077	0.011407692218199372	8.964844876505323e-05	False	-0.008885315619409084	False
WNT5B	FZD7+LRP5	other	98	325	0.0	0.00923489686101675	0.0	0.006153846153846154	0.004617448430508375	0.0	False	P4	691	325	0.01777063123881817	0.00923489686101675	0.01881331403762663	0.006153846153846154	0.01350276404991746	0.0001641099466456481	False	-0.008885315619409084	False
WNT5B	FZD7+LRP6	other	98	325	0.0	0.005044753197580576	0.0	0.003076923076923077	0.002522376598790288	0.0	False	P4	691	325	0.01777063123881817	0.005044753197580576	0.01881331403762663	0.003076923076923077	0.011407692218199372	8.964844876505323e-05	False	-0.008885315619409084	False
WNT5B	FZD8+LRP5	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.01777063123881817	0.0	0.01881331403762663	0.0	0.008885315619409084	0.0	False	-0.008885315619409084	False
WNT5B	FZD8+LRP6	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.01777063123881817	0.0	0.01881331403762663	0.0	0.008885315619409084	0.0	False	-0.008885315619409084	False
WNT5B	FZD9+LRP5	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.01777063123881817	0.0	0.01881331403762663	0.0	0.008885315619409084	0.0	False	-0.008885315619409084	False
WNT5B	FZD9+LRP6	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.01777063123881817	0.0	0.01881331403762663	0.0	0.008885315619409084	0.0	False	-0.008885315619409084	False
WNT5B	SFRP1	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.01777063123881817	0.0	0.01881331403762663	0.0	0.008885315619409084	0.0	False	-0.008885315619409084	False
WNT5B	SFRP2	other	98	325	0.0	0.06791109591722488	0.0	0.036923076923076927	0.03395554795861244	0.0	False	P4	691	325	0.01777063123881817	0.06791109591722488	0.01881331403762663	0.036923076923076927	0.042840863578021526	0.0012068230425690135	False	-0.008885315619409084	False
WNT5B	SFRP4	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.01777063123881817	0.0	0.01881331403762663	0.0	0.008885315619409084	0.0	False	-0.008885315619409084	False
WNT5B	SFRP5	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.01777063123881817	0.0	0.01881331403762663	0.0	0.008885315619409084	0.0	False	-0.008885315619409084	False
WNT5B	WIF1	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.01777063123881817	0.0	0.01881331403762663	0.0	0.008885315619409084	0.0	False	-0.008885315619409084	False
WNT6	FRZB	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
WNT6	FZD1+LRP5	other	98	325	0.0	0.006288830656558275	0.0	0.003076923076923077	0.0031444153282791376	0.0	False	P4	691	325	0.0	0.006288830656558275	0.0	0.003076923076923077	0.0031444153282791376	0.0	False	0.0	False
WNT6	FZD1+LRP6	other	98	325	0.0	0.005044753197580576	0.0	0.003076923076923077	0.002522376598790288	0.0	False	P4	691	325	0.0	0.005044753197580576	0.0	0.003076923076923077	0.002522376598790288	0.0	False	0.0	False
WNT6	FZD10+LRP5	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
WNT6	FZD10+LRP6	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
WNT6	FZD2+LRP5	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
WNT6	FZD2+LRP6	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
WNT6	FZD3+LRP5	other	98	325	0.0	0.009447503834962845	0.0	0.006153846153846154	0.004723751917481422	0.0	False	P4	691	325	0.0	0.009447503834962845	0.0	0.006153846153846154	0.004723751917481422	0.0	False	0.0	False
WNT6	FZD3+LRP6	other	98	325	0.0	0.005044753197580576	0.0	0.003076923076923077	0.002522376598790288	0.0	False	P4	691	325	0.0	0.005044753197580576	0.0	0.003076923076923077	0.002522376598790288	0.0	False	0.0	False
WNT6	FZD4+LRP5	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
WNT6	FZD4+LRP6	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
WNT6	FZD5+LRP5	other	98	325	0.0	0.004651645664125681	0.0	0.003076923076923077	0.0023258228320628405	0.0	False	P4	691	325	0.0	0.004651645664125681	0.0	0.003076923076923077	0.0023258228320628405	0.0	False	0.0	False
WNT6	FZD5+LRP6	other	98	325	0.0	0.004651645664125681	0.0	0.003076923076923077	0.0023258228320628405	0.0	False	P4	691	325	0.0	0.004651645664125681	0.0	0.003076923076923077	0.0023258228320628405	0.0	False	0.0	False
WNT6	FZD6+LRP5	other	98	325	0.0	0.009447503834962845	0.0	0.006153846153846154	0.004723751917481422	0.0	False	P4	691	325	0.0	0.009447503834962845	0.0	0.006153846153846154	0.004723751917481422	0.0	False	0.0	False
WNT6	FZD6+LRP6	other	98	325	0.0	0.005044753197580576	0.0	0.003076923076923077	0.002522376598790288	0.0	False	P4	691	325	0.0	0.005044753197580576	0.0	0.003076923076923077	0.002522376598790288	0.0	False	0.0	False
WNT6	FZD7+LRP5	other	98	325	0.0	0.00923489686101675	0.0	0.006153846153846154	0.004617448430508375	0.0	False	P4	691	325	0.0	0.00923489686101675	0.0	0.006153846153846154	0.004617448430508375	0.0	False	0.0	False
WNT6	FZD7+LRP6	other	98	325	0.0	0.005044753197580576	0.0	0.003076923076923077	0.002522376598790288	0.0	False	P4	691	325	0.0	0.005044753197580576	0.0	0.003076923076923077	0.002522376598790288	0.0	False	0.0	False
WNT6	FZD8+LRP5	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
WNT6	FZD8+LRP6	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
WNT6	FZD9+LRP5	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
WNT6	FZD9+LRP6	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
WNT6	SFRP1	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
