contrast	filter	set	arm	method	n_A	n_B	n_genes	effect	alternative	p	n_perm	thesis	n_KO_in_low	fdr_sweep	fdr_full10
Trop2KO_minus_WT	drop_RESUB-171R	APM_MHCI	apm	sample_mean_z_perm	5	4	22	0.25539406098150563	greater	0.2857142857142857	126	True		0.35242434103481934	
Trop2KO_minus_WT	drop_control170	APM_MHCI	apm	sample_median_z_perm	5	4	22	0.32146568869792547	greater	0.2857142857142857	126	True		0.35242434103481934	
Cldn4low_minus_Cldn4high_median	all10	BULK_IMMUNE	immune	sample_mean_z_perm	5	5	15	0.23331888073285043	greater	0.2857142857142857	252	True	3.0	0.35242434103481934	
Trop2KO_minus_WT	drop_RESUB-168R	HALLMARK_DNA_REPAIR	nhej	gene_rank_welch	5	4	142	-0.015836729881657345	less	0.2864304232009329	0	True		0.3529057432612177	
Trop2KO_minus_WT	drop_control170	EPITHELIAL_ISG	ifn_isg	gene_rank_welch	5	4	16	-0.006753867959750914	greater	0.2895526487044011	0	True		0.35634718016689365	
Trop2KO_minus_WT	drop_RESUB-KO163R	GOBP_TJ_ORGANIZATION	barrier	sample_median_z_perm	4	5	62	-0.19885298560027884	less	0.29365079365079366	126	True		0.35934893731503903	
Trop2KO_minus_WT	drop_RESUB-KO163R	HALLMARK_APICAL_JUNCTION	barrier	sample_mean_z_perm	4	5	170	-0.15224755442569213	less	0.29365079365079366	126	True		0.35934893731503903	
Trop2KO_minus_WT	drop_RESUB-169R	NHEJ_CORE	nhej	sample_mean_z_perm	5	4	17	-0.11030739185277783	less	0.29365079365079366	126	True		0.35934893731503903	
Trop2KO_minus_WT	drop_control170	HALLMARK_DNA_REPAIR	nhej	sample_median_z_perm	5	4	142	-0.20535472078985256	less	0.29365079365079366	126	True		0.35934893731503903	
Cldn4low_minus_Cldn4high_median	all10	BULK_IMMUNE	immune	sample_median_z_perm	5	5	15	0.28580558488087926	greater	0.29365079365079366	252	True	3.0	0.35934893731503903	
Cldn4low_minus_Cldn4high_median	all10	APM_MHCI	apm	gene_rank_modt	5	5	22	0.025724655672712385	greater	0.2944741985627721	0	True	3.0	0.35994983864952845	
Trop2KO_minus_WT	drop_RESUB-171R	HALLMARK_DNA_REPAIR	nhej	gene_rank_modt	5	4	142	-0.043230847499186036	less	0.29710573689901165	0	True		0.36275706094884963	
Cldn4low_minus_Cldn4high_median	all10	GOBP_SKIN_BARRIER	epithelial_program	sample_median_z_perm	5	5	16	-0.25396740669372553	less	0.2976190476190476	252	True	3.0	0.3629745817245817	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	APM_MHCI	apm	sample_median_z_perm	4	4	22	0.3224805900879941	greater	0.3	70	True		0.36342281879194627	
Cldn4low_minus_Cldn4high_top3	all10	GOBP_KERATINIZATION	epithelial_program	sample_median_z_perm	3	3	38	-0.5711477160712535	less	0.3	20	True	2.0	0.36342281879194627	
Cldn4low_minus_Cldn4high_top3	all10	GOBP_SKIN_BARRIER	epithelial_program	sample_median_z_perm	3	3	16	-0.4356396883633502	less	0.3	20	True	2.0	0.36342281879194627	
Cldn4low_minus_Cldn4high_top3	all10	KRT_EPITHELIAL	epithelial_program	sample_median_z_perm	3	3	13	-0.6576587620323713	less	0.3	20	True	2.0	0.36342281879194627	
Cldn4low_minus_Cldn4high_top3	all10	BULK_IMMUNE	immune	sample_mean_z_perm	3	3	15	0.29919819057971186	greater	0.3	20	True	2.0	0.36342281879194627	
Cldn4low_minus_Cldn4high_top3	all10	BULK_IMMUNE	immune	sample_median_z_perm	3	3	15	0.4566515505123555	greater	0.3	20	True	2.0	0.36342281879194627	
Trop2KO_minus_WT	drop_RESUB-KO163R	APM_MHCI	apm	sample_median_z_perm	4	5	22	0.24185158505379828	greater	0.30158730158730157	126	True		0.3641237989064076	
Trop2KO_minus_WT	drop_RESUB-168R	NHEJ_CORE	nhej	sample_median_z_perm	5	4	17	-0.2062699665635537	less	0.30158730158730157	126	True		0.3641237989064076	
Cldn4low_minus_Cldn4high_median	all10	HALLMARK_IL6_STAT3	inflammatory	sample_mean_z_perm	5	5	80	0.13197392268154093	greater	0.30158730158730157	252	True	3.0	0.3641237989064076	
Trop2KO_minus_WT	drop_RESUB-KO163R	HALLMARK_IFNA	ifn_alpha	sample_mean_z_perm	4	5	92	0.15595002716650933	greater	0.30952380952380953	126	True		0.37287462259653587	
Cldn4low_minus_Cldn4high_median	all10	KEGG_TIGHT_JUNCTION	barrier	sample_mean_z_perm	5	5	134	-0.16568924894701212	less	0.30952380952380953	252	True	3.0	0.37287462259653587	
Cldn4low_minus_Cldn4high_top3	all10	HALLMARK_IFNG	ifn_gamma	gene_rank_welch	3	3	184	0.015597508396090101	greater	0.3100459390898965	0	True	2.0	0.37308861337150884	
Spearman_Cldn4	all10	HALLMARK_IL6_STAT3	inflammatory	spearman_score	10	0	80	-0.17575757575757575	rho_negative	0.3135941723882423	0	True		0.37693949910817576	
Trop2KO_minus_WT	drop_KO164	HALLMARK_DNA_REPAIR	nhej	gene_rank_modt	4	5	142	-0.03458598639718453	less	0.31592423972156763	0	True		0.37906231952538455	
Trop2KO_minus_WT	drop_KO164	APM_MHCI	apm	sample_median_z_perm	4	5	22	0.27521843228541965	greater	0.31746031746031744	126	True		0.37906231952538455	
Trop2KO_minus_WT	drop_KO165	NHEJ_CORE	nhej	sample_median_z_perm	4	5	17	-0.15032141006874167	less	0.31746031746031744	126	True		0.37906231952538455	
Trop2KO_minus_WT	drop_RESUB-171R	HALLMARK_DNA_REPAIR	nhej	sample_mean_z_perm	5	4	142	-0.1083551009118586	less	0.31746031746031744	126	True		0.37906231952538455	
Trop2KO_minus_WT	drop_RESUB-170R	HALLMARK_IFNA	ifn_alpha	sample_mean_z_perm	5	4	92	0.17148322456578152	greater	0.31746031746031744	126	True		0.37906231952538455	
Cldn4low_minus_Cldn4high_median	all10	KRT_EPITHELIAL	epithelial_program	sample_mean_z_perm	5	5	13	-0.25864103616281153	less	0.31746031746031744	252	True	3.0	0.37906231952538455	
Trop2KO_minus_WT	drop_RESUB-168R	HALLMARK_DNA_REPAIR	nhej	gene_rank_modt	5	4	142	-0.015836729881657345	less	0.3202927153356435	0	True		0.3820231395468083	
Cldn4low_minus_Cldn4high_median	all10	APM_MHCI	apm	sample_mean_z_perm	5	5	22	0.1632654767975068	greater	0.32142857142857145	252	True	3.0	0.382956152758133	
Trop2KO_minus_WT	drop_control170	HALLMARK_IFNA	ifn_alpha	sample_mean_z_perm	5	4	92	0.1534112229860864	greater	0.3253968253968254	126	True		0.3868328890282787	
Trop2KO_minus_WT	drop_control170	NHEJ_CORE	nhej	sample_median_z_perm	5	4	17	-0.14584296463693838	less	0.3253968253968254	126	True		0.3868328890282787	
Trop2KO_minus_WT	drop_KO165	EPITHELIAL_ISG	ifn_isg	gene_rank_modt	4	5	16	-0.00782266699169204	greater	0.3284669609765276	0	True		0.39005451615962655	
Trop2KO_minus_WT	all10	HALLMARK_DNA_REPAIR	nhej	sample_mean_z_perm	5	5	142	-0.10806109389588847	less	0.32936507936507936	252	True		0.39026518703761587	0.35759637188208615
Cldn4low_minus_Cldn4high_median	all10	GOBP_SKIN_BARRIER	epithelial_program	sample_mean_z_perm	5	5	16	-0.15680591734953103	less	0.32936507936507936	252	True	3.0	0.39026518703761587	
Trop2KO_minus_WT	drop_RESUB-170R	HALLMARK_IFNA	ifn_alpha	sample_median_z_perm	5	4	92	0.17752847970592273	greater	0.3333333333333333	126	True		0.394535519125683	
Trop2KO_minus_WT	drop_KO172	HALLMARK_DNA_REPAIR	nhej	sample_median_z_perm	4	5	142	-0.15776794984944154	less	0.3412698412698413	126	True		0.4026091918248781	
Trop2KO_minus_WT	drop_RESUB-KO163R	HALLMARK_IFNA	ifn_alpha	sample_median_z_perm	4	5	92	0.12478338615032546	greater	0.3412698412698413	126	True		0.4026091918248781	
Trop2KO_minus_WT	drop_control170	HALLMARK_IFNA	ifn_alpha	sample_median_z_perm	5	4	92	0.15194371950641627	greater	0.3412698412698413	126	True		0.4026091918248781	
Trop2KO_minus_WT	drop_RESUB-168R	HALLMARK_APICAL_JUNCTION	barrier	gene_rank_modt	5	4	170	-0.19137422441167884	less	0.3429607281697519	0	True		0.40416373080287415	
Trop2KO_minus_WT	drop_KO165	EPITHELIAL_ISG	ifn_isg	gene_rank_welch	4	5	16	-0.00782266699169204	greater	0.346505755774191	0	True		0.4078975364167923	
Trop2KO_minus_WT	drop_RESUB-171R	HALLMARK_IFNA	ifn_alpha	sample_median_z_perm	5	4	92	0.13768019388793246	greater	0.3492063492063492	126	True		0.40934125269978394	
Cldn4low_minus_Cldn4high_top3	all10	HALLMARK_IFNG	ifn_gamma	gene_rank_modt	3	3	184	0.015597508396090101	greater	0.34932848018893703	0	True	2.0	0.40934125269978394	
Cldn4low_minus_Cldn4high_top3	all10	KEGG_TIGHT_JUNCTION	barrier	sample_mean_z_perm	3	3	134	-0.26204624166370843	less	0.35	20	True	2.0	0.40934125269978394	
Cldn4low_minus_Cldn4high_top3	all10	GOBP_KERATINIZATION	epithelial_program	sample_mean_z_perm	3	3	38	-0.590428488147968	less	0.35	20	True	2.0	0.40934125269978394	
Cldn4low_minus_Cldn4high_top3	all10	HALLMARK_IFNG	ifn_gamma	sample_mean_z_perm	3	3	184	0.09348070950421808	greater	0.35	20	True	2.0	0.40934125269978394	
Cldn4low_minus_Cldn4high_top3	all10	HALLMARK_IFNG	ifn_gamma	sample_median_z_perm	3	3	184	0.11978857636750614	greater	0.35	20	True	2.0	0.40934125269978394	
Cldn4low_minus_Cldn4high_median	all10	STING_CORE	sting	sample_median_z_perm	5	5	14	0.1119661925060219	greater	0.3531746031746032	252	True	3.0	0.41260851697744905	
Trop2KO_minus_WT	drop_RESUB-171R	HALLMARK_IFNA	ifn_alpha	sample_mean_z_perm	5	4	92	0.12901371158891767	greater	0.35714285714285715	126	True		0.4163463017069045	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	HALLMARK_IFNA	ifn_alpha	sample_mean_z_perm	4	4	92	0.16010912685011833	greater	0.35714285714285715	70	True		0.4163463017069045	
Trop2KO_minus_WT	drop_RESUB-KO163R	EPITHELIAL_ISG	ifn_isg	gene_rank_modt	4	5	16	-0.002358036237090577	greater	0.360996164075984	0	True		0.4200680272108843	
Trop2KO_minus_WT	all10	HALLMARK_DNA_REPAIR	nhej	sample_median_z_perm	5	5	142	-0.13479214201275366	less	0.3611111111111111	252	True		0.4200680272108843	0.3865414710485133
Trop2KO_minus_WT	drop_KO162	EPITHELIAL_ISG	ifn_isg	sample_mean_z_perm	4	5	16	0.19525901821913294	greater	0.36507936507936506	126	True		0.42422848967913346	
Trop2KO_minus_WT	drop_RESUB-KO163R	EPITHELIAL_ISG	ifn_isg	gene_rank_welch	4	5	16	-0.002358036237090577	greater	0.3661966278756119	0	True		0.4250706838041669	
Cldn4low_minus_Cldn4high_median	all10	APM_MHCI	apm	sample_median_z_perm	5	5	22	0.16309658359240709	greater	0.36904761904761907	252	True	3.0	0.4279213826858367	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	HALLMARK_IFNA	ifn_alpha	sample_median_z_perm	4	4	92	0.15904475076579086	greater	0.37142857142857144	70	True		0.43022154316271966	
Trop2KO_minus_WT	drop_KO164	HALLMARK_DNA_REPAIR	nhej	sample_mean_z_perm	4	5	142	-0.08392518294939029	less	0.373015873015873	126	True		0.4306782414458321	
Trop2KO_minus_WT	drop_KO172	NHEJ_CORE	nhej	sample_mean_z_perm	4	5	17	-0.05812247082330216	less	0.373015873015873	126	True		0.4306782414458321	
Trop2KO_minus_WT	drop_RESUB-168R	HALLMARK_APICAL_JUNCTION	barrier	sample_mean_z_perm	5	4	170	-0.03560531096575105	less	0.373015873015873	126	True		0.4306782414458321	
Trop2KO_minus_WT	drop_RESUB-171R	HALLMARK_DNA_REPAIR	nhej	sample_median_z_perm	5	4	142	-0.1249332037871751	less	0.38095238095238093	126	True		0.4389057750759878	
Cldn4low_minus_Cldn4high_median	all10	KRT_EPITHELIAL	epithelial_program	sample_median_z_perm	5	5	13	-0.21858720766184514	less	0.38095238095238093	252	True	3.0	0.4389057750759878	
Cldn4low_minus_Cldn4high_top3	all10	HALLMARK_IL6_STAT3	inflammatory	sample_mean_z_perm	3	3	80	0.05444201682124969	greater	0.4	20	True	2.0	0.4603613177470776	
Trop2KO_minus_WT	drop_RESUB-168R	HALLMARK_APICAL_JUNCTION	barrier	gene_rank_welch	5	4	170	-0.19137422441167884	less	0.4019308067848173	0	True		0.46209242436088865	
Trop2KO_minus_WT	drop_KO164	HALLMARK_DNA_REPAIR	nhej	sample_median_z_perm	4	5	142	-0.09473700651242237	less	0.40476190476190477	126	True		0.46436138014527845	
Cldn4low_minus_Cldn4high_median	all10	HALLMARK_IL6_STAT3	inflammatory	sample_median_z_perm	5	5	80	0.0764108688873096	greater	0.40476190476190477	252	True	3.0	0.46436138014527845	
Spearman_Cldn4	all10	GOBP_KERATINIZATION	epithelial_program	spearman_score	10	0	38	0.07878787878787878	rho_positive	0.4143586973487303	0	True		0.4748682214060052	
Cldn4low_minus_Cldn4high_median	all10	GOBP_KERATINIZATION	epithelial_program	sample_mean_z_perm	5	5	38	-0.20200827100200025	less	0.4166666666666667	252	True	3.0	0.4765047518479409	
Cldn4low_minus_Cldn4high_median	all10	STING_CORE	sting	sample_mean_z_perm	5	5	14	0.04284125280247468	greater	0.4166666666666667	252	True	3.0	0.4765047518479409	
Trop2KO_minus_WT	drop_RESUB-169R	NHEJ_CORE	nhej	gene_rank_welch	5	4	17	-0.008151949582622893	less	0.41860856238982774	0	True		0.478220541211164	
Trop2KO_minus_WT	drop_RESUB-168R	HALLMARK_APICAL_JUNCTION	barrier	sample_median_z_perm	5	4	170	-0.021840456648439283	less	0.42063492063492064	126	True		0.48002910331677456	
Spearman_Cldn4	all10	APM_MHCI	apm	spearman_score	10	0	22	-0.06666666666666665	rho_negative	0.42740654412437135	0	True		0.48601346297681375	
Trop2KO_minus_WT	drop_RESUB-171R	EPITHELIAL_ISG	ifn_isg	gene_rank_welch	5	4	16	-0.038938114333185836	greater	0.42834625049320263	0	True		0.48601346297681375	
Trop2KO_minus_WT	drop_KO164	EPITHELIAL_ISG	ifn_isg	sample_mean_z_perm	4	5	16	0.11145042820749004	greater	0.42857142857142855	126	True		0.48601346297681375	
Trop2KO_minus_WT	drop_KO172	EPITHELIAL_ISG	ifn_isg	sample_mean_z_perm	4	5	16	0.09556826097908667	greater	0.42857142857142855	126	True		0.48601346297681375	
Trop2KO_minus_WT	drop_RESUB-170R	NHEJ_CORE	nhej	sample_median_z_perm	5	4	17	-0.0592193208655984	less	0.42857142857142855	126	True		0.48601346297681375	
Trop2KO_minus_WT	drop_RESUB-168R	HALLMARK_DNA_REPAIR	nhej	sample_mean_z_perm	5	4	142	-0.04683893924586103	less	0.42857142857142855	126	True		0.48601346297681375	
Trop2KO_minus_WT	drop_KO162	EPITHELIAL_ISG	ifn_isg	sample_median_z_perm	4	5	16	0.08621104316527692	greater	0.4365079365079365	126	True		0.4944123955255801	
Trop2KO_minus_WT	drop_RESUB-171R	EPITHELIAL_ISG	ifn_isg	gene_rank_modt	5	4	16	-0.038938114333185836	greater	0.43689073178022175	0	True		0.4944123955255801	
Trop2KO_minus_WT	drop_KO165	HALLMARK_DNA_REPAIR	nhej	sample_mean_z_perm	4	5	142	-0.03204357337145965	less	0.4444444444444444	126	True		0.5019117135905456	
Trop2KO_minus_WT	drop_RESUB-168R	EPITHELIAL_ISG	ifn_isg	sample_mean_z_perm	5	4	16	0.10787027761460541	greater	0.4444444444444444	126	True		0.5019117135905456	
Cldn4low_minus_Cldn4high_median	all10	GOBP_KERATINIZATION	epithelial_program	sample_median_z_perm	5	5	38	-0.10339142841193483	less	0.44841269841269843	252	True	3.0	0.5058655753968254	
Cldn4low_minus_Cldn4high_top3	all10	HALLMARK_IL6_STAT3	inflammatory	gene_rank_modt	3	3	80	0.041542665282373464	greater	0.4510422397100054	0	True	2.0	0.5083025448552922	
Trop2KO_minus_WT	all10	EPITHELIAL_ISG	ifn_isg	sample_mean_z_perm	5	5	16	0.0751192878985911	greater	0.4523809523809524	252	True		0.5087524106215695	0.47751322751322756
Trop2KO_minus_WT	drop_KO162	NHEJ_CORE	nhej	sample_median_z_perm	4	5	17	-0.02986100951326215	less	0.4523809523809524	126	True		0.5087524106215695	
Cldn4low_minus_Cldn4high_top3	all10	HALLMARK_IL6_STAT3	inflammatory	gene_rank_welch	3	3	80	0.041542665282373464	greater	0.4534503822364058	0	True	2.0	0.5094261036950493	
Cldn4low_minus_Cldn4high_median	all10	HALLMARK_IFNA	ifn_alpha	sample_mean_z_perm	5	5	92	0.024205870584782213	greater	0.45634920634920634	252	True	3.0	0.5121514927214409	
Trop2KO_minus_WT	drop_KO164	EPITHELIAL_ISG	ifn_isg	sample_median_z_perm	4	5	16	0.03558286511086117	greater	0.4603174603174603	126	True		0.5144724556489262	
Trop2KO_minus_WT	drop_KO164	NHEJ_CORE	nhej	sample_mean_z_perm	4	5	17	-0.012870956219545938	less	0.4603174603174603	126	True		0.5144724556489262	
Trop2KO_minus_WT	drop_RESUB-KO163R	NHEJ_CORE	nhej	sample_mean_z_perm	4	5	17	-0.012194839038218289	less	0.4603174603174603	126	True		0.5144724556489262	
Trop2KO_minus_WT	drop_RESUB-168R	HALLMARK_DNA_REPAIR	nhej	sample_median_z_perm	5	4	142	-0.04730552134372462	less	0.4603174603174603	126	True		0.5144724556489262	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	NHEJ_CORE	nhej	sample_median_z_perm	4	4	17	-0.024948636083582942	less	0.4714285714285714	70	True		0.5263475699558173	
Trop2KO_minus_WT	drop_RESUB-168R	NHEJ_CORE	nhej	gene_rank_welch	5	4	17	0.030619240200785946	less	0.47397622857719524	0	True		0.5286470191030921	
Trop2KO_minus_WT	drop_RESUB-KO163R	HALLMARK_APICAL_JUNCTION	barrier	sample_median_z_perm	4	5	170	-0.12451725621003809	less	0.47619047619047616	126	True		0.530570252792475	
Trop2KO_minus_WT	drop_KO172	NHEJ_CORE	nhej	gene_rank_welch	4	5	17	0.005264762703550735	less	0.48330712742198706	0	True		0.5379461654655827	
Trop2KO_minus_WT	drop_control170	NHEJ_CORE	nhej	sample_mean_z_perm	5	4	17	0.00026597930155827093	less	0.48412698412698413	126	True		0.5383054659235358	
Trop2KO_minus_WT	drop_KO162	HALLMARK_DNA_REPAIR	nhej	sample_mean_z_perm	4	5	142	-0.0032409497452733386	less	0.49206349206349204	126	True		0.5448923945856461	
Trop2KO_minus_WT	drop_KO165	EPITHELIAL_ISG	ifn_isg	sample_mean_z_perm	4	5	16	-0.0025178215462016763	greater	0.49206349206349204	126	True		0.5448923945856461	
Trop2KO_minus_WT	drop_KO165	HALLMARK_DNA_REPAIR	nhej	sample_median_z_perm	4	5	142	-0.0021741464559529647	less	0.49206349206349204	126	True		0.5448923945856461	
Trop2KO_minus_WT	drop_RESUB-168R	NHEJ_CORE	nhej	sample_mean_z_perm	5	4	17	-0.002295857807279577	less	0.49206349206349204	126	True		0.5448923945856461	
Trop2KO_minus_WT	drop_RESUB-169R	NHEJ_CORE	nhej	gene_rank_modt	5	4	17	-0.008151949582622893	less	0.4942488767643542	0	True		0.5467533539691477	
Trop2KO_minus_WT	drop_RESUB-168R	NHEJ_CORE	nhej	gene_rank_modt	5	4	17	0.030619240200785946	less	0.49807548370494	0	True		0.5504242335229081	
Trop2KO_minus_WT	drop_KO172	EPITHELIAL_ISG	ifn_isg	sample_median_z_perm	4	5	16	-0.023458378188091274	greater	0.5	126	True		0.5508646998982706	
Trop2KO_minus_WT	drop_RESUB-KO163R	EPITHELIAL_ISG	ifn_isg	sample_mean_z_perm	4	5	16	-0.03658576030474864	greater	0.5	126	True		0.5508646998982706	
Cldn4low_minus_Cldn4high_top3	all10	STING_CORE	sting	sample_mean_z_perm	3	3	14	0.003998625252114557	greater	0.5	20	True	2.0	0.5508646998982706	
Trop2KO_minus_WT	all10	EPITHELIAL_ISG	ifn_isg	sample_median_z_perm	5	5	16	-0.001772457046500673	greater	0.503968253968254	252	True		0.5546723770809137	0.5246792781039357
Trop2KO_minus_WT	drop_KO165	EPITHELIAL_ISG	ifn_isg	sample_median_z_perm	4	5	16	-0.06713326786297784	greater	0.5079365079365079	126	True		0.5579059209890853	
Trop2KO_minus_WT	drop_RESUB-KO163R	EPITHELIAL_ISG	ifn_isg	sample_median_z_perm	4	5	16	-0.05926089428426595	greater	0.5079365079365079	126	True		0.5579059209890853	
Trop2KO_minus_WT	drop_KO164	NHEJ_CORE	nhej	gene_rank_welch	4	5	17	0.014842853860132935	less	0.5151366949057433	0	True		0.5652411758692198	
Trop2KO_minus_WT	all10	NHEJ_CORE	nhej	sample_mean_z_perm	5	5	17	0.013889372648034314	less	0.5198412698412699	252	True		0.5698260073260074	0.5338910338910339
Trop2KO_minus_WT	drop_KO172	NHEJ_CORE	nhej	gene_rank_modt	4	5	17	0.005264762703550735	less	0.5237810218933563	0	True		0.573015873015873	
Trop2KO_minus_WT	drop_RESUB-168R	EPITHELIAL_ISG	ifn_isg	sample_median_z_perm	5	4	16	-0.0062222412449208855	greater	0.5238095238095238	126	True		0.573015873015873	
Cldn4low_minus_Cldn4high_median	all10	STING_CORE	sting	gene_rank_welch	5	5	14	-0.019096378294482123	greater	0.525759149517438	0	True	3.0	0.5745682733878762	
Trop2KO_minus_WT	drop_RESUB-170R	HALLMARK_DNA_REPAIR	nhej	sample_mean_z_perm	5	4	142	0.018701045750229697	less	0.5317460317460317	126	True		0.5799405361338896	
Trop2KO_minus_WT	drop_control170	EPITHELIAL_ISG	ifn_isg	sample_mean_z_perm	5	4	16	-0.01605169746352859	greater	0.5317460317460317	126	True		0.5799405361338896	
Spearman_Cldn4	all10	STING_CORE	sting	spearman_score	10	0	14	0.0303030303030303	rho_negative	0.5331135209529267	0	True		0.5808470253440842	
Trop2KO_minus_WT	drop_control170	EPITHELIAL_ISG	ifn_isg	sample_median_z_perm	5	4	16	-0.04383590090272105	greater	0.5476190476190477	126	True		0.5960516870064609	
Cldn4low_minus_Cldn4high_top3	all10	APM_MHCI	apm	sample_median_z_perm	3	3	22	-0.08375866075408771	greater	0.55	20	True	2.0	0.5980421686746988	
Trop2KO_minus_WT	drop_KO164	NHEJ_CORE	nhej	gene_rank_modt	4	5	17	0.014842853860132935	less	0.5558940451469603	0	True		0.6038447852499077	
Cldn4low_minus_Cldn4high_median	all10	STING_CORE	sting	gene_rank_modt	5	5	14	-0.019096378294482123	greater	0.559070975286148	0	True	3.0	0.606687240716331	
Trop2KO_minus_WT	drop_KO162	HALLMARK_DNA_REPAIR	nhej	sample_median_z_perm	4	5	142	0.051751192662647875	less	0.5714285714285714	126	True		0.6182389039531897	
Trop2KO_minus_WT	drop_RESUB-171R	EPITHELIAL_ISG	ifn_isg	sample_mean_z_perm	5	4	16	-0.06452520179801335	greater	0.5714285714285714	126	True		0.6182389039531897	
Cldn4low_minus_Cldn4high_median	all10	HALLMARK_IFNA	ifn_alpha	sample_median_z_perm	5	5	92	-0.04149569213410106	greater	0.5714285714285714	252	True	3.0	0.6182389039531897	
Spearman_Cldn4	all10	HALLMARK_IFNA	ifn_alpha	spearman_score	10	0	92	0.07878787878787878	rho_negative	0.5856413026512697	0	True		0.6324312775957841	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	EPITHELIAL_ISG	ifn_isg	sample_mean_z_perm	4	4	16	-0.2196408855750036	greater	0.5857142857142857	70	True		0.6324312775957841	
Trop2KO_minus_WT	drop_RESUB-KO163R	NHEJ_CORE	nhej	gene_rank_welch	4	5	17	0.027461823470837973	less	0.594814897212413	0	True		0.6401617250673854	
Trop2KO_minus_WT	all10	NHEJ_CORE	nhej	gene_rank_welch	5	5	17	0.03219684297527567	less	0.5949878277076949	0	True		0.6401617250673854	0.6029209987437975
Trop2KO_minus_WT	drop_KO165	NHEJ_CORE	nhej	sample_mean_z_perm	4	5	17	0.04745101449953361	less	0.5952380952380952	126	True		0.6401617250673854	
Trop2KO_minus_WT	drop_RESUB-170R	EPITHELIAL_ISG	ifn_isg	sample_mean_z_perm	5	4	16	-0.14015886026568183	greater	0.5952380952380952	126	True		0.6401617250673854	
Trop2KO_minus_WT	drop_KO165	HALLMARK_DNA_REPAIR	nhej	gene_rank_welch	4	5	142	-0.009886491131498514	less	0.5982615219236658	0	True		0.6427750280191766	
Cldn4low_minus_Cldn4high_top3	all10	APM_MHCI	apm	sample_mean_z_perm	3	3	22	-0.07865849182774179	greater	0.6	20	True	2.0	0.64400396432111	
Cldn4low_minus_Cldn4high_top3	all10	STING_CORE	sting	gene_rank_welch	3	3	14	-0.05774665458070479	greater	0.6022444268168007	0	True	2.0	0.6457729843986091	
Trop2KO_minus_WT	drop_control170	NHEJ_CORE	nhej	gene_rank_welch	5	4	17	0.02149314906154069	less	0.6063372358452521	0	True		0.6495185226710267	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	EPITHELIAL_ISG	ifn_isg	sample_median_z_perm	4	4	16	-0.319504025672277	greater	0.6142857142857143	70	True		0.6573828345567476	
Trop2KO_minus_WT	drop_RESUB-171R	NHEJ_CORE	nhej	sample_mean_z_perm	5	4	17	0.06681088997836579	less	0.6190476190476191	126	True		0.6611721611721612	
Trop2KO_minus_WT	drop_RESUB-170R	HALLMARK_DNA_REPAIR	nhej	sample_median_z_perm	5	4	142	0.13562109533810685	less	0.6190476190476191	126	True		0.6611721611721612	
Trop2KO_minus_WT	drop_RESUB-170R	EPITHELIAL_ISG	ifn_isg	gene_rank_welch	5	4	16	-0.07435389268195386	greater	0.6280565491869319	0	True		0.6701332441078297	
Cldn4low_minus_Cldn4high_median	all10	HALLMARK_IFNA	ifn_alpha	gene_rank_modt	5	5	92	0.015582686916958613	greater	0.6340795439647223	0	True	3.0	0.6758938446001912	
Trop2KO_minus_WT	drop_RESUB-171R	EPITHELIAL_ISG	ifn_isg	sample_median_z_perm	5	4	16	-0.15452621691734608	greater	0.6349206349206349	126	True		0.6761249239125344	
Trop2KO_minus_WT	drop_RESUB-170R	EPITHELIAL_ISG	ifn_isg	sample_median_z_perm	5	4	16	-0.3044907653349087	greater	0.6428571428571429	126	True		0.6832328613486612	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	HALLMARK_DNA_REPAIR	nhej	sample_mean_z_perm	4	4	142	0.09851479337163813	less	0.6428571428571429	70	True		0.6832328613486612	
Cldn4low_minus_Cldn4high_median	all10	HALLMARK_IFNA	ifn_alpha	gene_rank_welch	5	5	92	0.015582686916958613	greater	0.64395185965153	0	True	3.0	0.683725356865301	
Trop2KO_minus_WT	drop_RESUB-KO163R	NHEJ_CORE	nhej	gene_rank_modt	4	5	17	0.027461823470837973	less	0.6449330021320366	0	True		0.6840964165612102	
Trop2KO_minus_WT	drop_RESUB-170R	EPITHELIAL_ISG	ifn_isg	gene_rank_modt	5	4	16	-0.07435389268195386	greater	0.6459334978189367	0	True		0.6844279531482276	
Cldn4low_minus_Cldn4high_top3	all10	STING_CORE	sting	gene_rank_modt	3	3	14	-0.05774665458070479	greater	0.646509506990431	0	True	2.0	0.6844279531482276	
Trop2KO_minus_WT	all10	NHEJ_CORE	nhej	gene_rank_modt	5	5	17	0.03219684297527567	less	0.6472765661123924	0	True		0.6845708213864462	0.6472765661123924
Cldn4low_minus_Cldn4high_top3	all10	HALLMARK_IL6_STAT3	inflammatory	sample_median_z_perm	3	3	80	-0.03729614413969547	greater	0.65	20	True	2.0	0.6861111111111112	
