gene	log2FC_high_minus_low	t_stat	p_ttest	spearman_r_vs_TACSTD2	padj_ttest	spearman_p_vs_TACSTD2	spearman_padj_vs_TACSTD2
SPPL2B	-0.1969427728613535	-3.590372674530863	0.0003542051283089	-0.0980082518632752	0.001033068143	0.0017527189220769286	0.004076044344159418
CDC73	-0.1151163716814185	-3.5913894348495865	0.000352801529004	-0.1233116049509336	0.0010292760253592	8.057580103675398e-05	0.0002456885779421594
MGAT5	-0.3019179941003012	-3.5920796670093287	0.0003518503496867	-0.144084749068976	0.0010266469128865	3.961972854137012e-06	1.562714749191794e-05
ZNF595	-0.2983299410029474	-3.5926995159523814	0.0003515390966382	-0.1107680775360474	0.0010259526321485	0.000401655399195874	0.0010713245869158495
UBB	-0.1854213864306757	-3.592765611160805	0.0003510497407703	-0.1885270296349293	0.0010247477858687	1.3677551116723652e-09	9.856094223458638e-09
SALL3	-0.6242651917404121	-3.5942497039726464	0.0003515624338609	-0.1003506423094346	0.0010259526321485	0.0013535277884516724	0.00322072916820685
PODN	-0.3941721238938029	-3.594710049092303	0.0003484116022206	-0.1096153105330947	0.0010171914382239	0.00046188607590982444	0.0012146177966477132
SIGLEC8	-0.468855457227133	-3.594764506620149	0.0003483658978039	-0.1231636080130064	0.0010171914382239	8.219349868056988e-05	0.000250175319186375
SASH3	-0.3430789085545687	-3.5963517685825748	0.0003464462952121	-0.1246500485235435	0.0010118853948932	6.725017378192992e-05	0.000208631684143361
C8orf38	-0.1947982300884945	-3.596789363681823	0.0003459753337344	-0.1110736984047851	0.0010107974386749	0.00038696302183834666	0.001035364373562004
ZRSR2	-0.1776775811209399	-3.5973204960589675	0.0003450422081303	-0.0998686819719569	0.0010084115605866	0.001428081154700674	0.0033827744439834818
LSM11	-0.1461696165191703	-3.597992215564408	0.0003441770876178	-0.1428890513131548	0.0010062596993442	4.769402591644058e-06	1.852937798874752e-05
PCDHGA3	-0.3999943952802383	-3.5987521981142976	0.0003434644378969	-0.1318293187530752	0.0010047484910264	2.4719784228953727e-05	8.364878361965057e-05
C17orf64	-0.2976008849557513	-3.5989689890944376	0.0003437171253228	-0.1360654304126357	0.0010052012226323	1.336060846005173e-05	4.7587316392238374e-05
AKR1C4	-0.5343122418879056	-3.599596891048161	0.0003450604585056	-0.0856192656807739	0.0010084115605866	0.006293277793355484	0.012966779716739069
C11orf36	-0.2053103244837757	-3.600327750801612	0.0003464246555491	-0.1186794220085254	0.0010118853948932	0.00014853966506949174	0.0004300549039453766
C17orf62	-0.1451000000000029	-3.6007881249565203	0.0003406722366891	-0.1005042050964353	0.0009970065601181	0.0013305373752986614	0.003172582150392743
CBWD5	-0.3345837758112092	-3.6011785669298964	0.0003400489632715	-0.1259296154491004	0.0009953243820879	5.648029958392583e-05	0.00017789821271218124
FAM175A	-0.1950681415929276	-3.601402294813341	0.0003397007737793	-0.1252784253573168	0.0009944470106502	6.173923044616841e-05	0.00019307028195884805
ZNF93	-0.343001622418881	-3.6021384488271835	0.0003387642363226	-0.1283788782599159	0.0009918468014408	4.025256830607854e-05	0.00013075715622211907
DHX40	-0.1635923303834889	-3.604315188957564	0.0003359794278207	-0.1411191394577995	0.0009843952694676	6.259139242297492e-06	2.3774306872223406e-05
CAT	-0.2193197640118001	-3.605070538060758	0.0003352706808091	-0.1103379052597953	0.0009825991544628	0.00042321876143906544	0.0011240208502385528
FAM22A	-0.2984971976401107	-3.605168791040376	0.0003349241732588	-0.0882608254351484	0.0009818639550199	0.004851780851415073	0.010251858880151446
IPO8	-0.1452441002949793	-3.605994502356592	0.0003338547873498	-0.1307480133623421	0.0009790085393932	2.8838475371105477e-05	9.647285308274326e-05
CCNG2	-0.2110380530973437	-3.60656977716051	0.0003333168556725	-0.1044517975083178	0.0009777103939074	0.0008497906492963049	0.002116486962277464
ADM2	-0.3554190265486712	-3.606928870082326	0.0003332882780149	-0.1467235889795635	0.0009777103939074	2.6172477374334305e-06	1.0714276380759388e-05
SYN1	-0.3706983775811228	-3.607036613884716	0.0003326400538043	-0.1013716854495767	0.0009761435541171	0.001207282914750114	0.0029036455295009186
TMEM150A	-0.2572818584070866	-3.608060555081991	0.0003315268005051	-0.1012033143028025	0.0009730157561644	0.001230349032993047	0.002954967904462711
NOTO	-0.3558380530973444	-3.608221488452038	0.0003329242307608	-0.1022465630896965	0.0009768378530112	0.0010937194509537656	0.0026582289958660835
MLL5	-0.1491601769911561	-3.608288333083954	0.0003311042917327	-0.1151224692568174	0.0009720536406798	0.00023412355432286016	0.0006549334473699849
LOC100286844	-0.2300530973451309	-3.609592666659305	0.0003297883705406	-0.1277875348061279	0.0009684673504792	4.370720722780988e-05	0.0001407985194393436
PCDHB5	-0.5451784660766981	-3.610048909788501	0.0003287847639193	-0.1065054058780998	0.0009659346312626	0.0006689281361269938	0.00170364652458593
FAT4	-0.3971977876106312	-3.610797668629236	0.0003278568095256	-0.1127250494470406	0.0009633462572723	0.0003158802499207129	0.0008622830459727484
TRAF1	-0.2745529498525165	-3.610992837017008	0.0003276689883136	-0.1082373044785809	0.000962932197263	0.0005449036074579048	0.0014135340371884393
FAM189A2	-0.5398056047197652	-3.6112655652777534	0.0003273034947762	-0.1070296564887581	0.0009621335549479	0.0006288644546925724	0.0016099996576678527
SLC23A2	-0.1964769911504422	-3.6116069111164095	0.0003270922446566	-0.113150069416036	0.0009616502624661	0.00029967060631131396	0.0008218324268729996
FGF23	-0.2076430678466076	-3.611768655320605	0.0003314654868171	-0.0924183910579388	0.0009729748991072	0.0031782159451014713	0.007009967055536442
C18orf45	-0.1917209439528004	-3.6118244802971207	0.0003266145560009	-0.1058488178679493	0.0009605209618535	0.0007224471259760553	0.0018288334767310008
SYT6	-0.3813985250737499	-3.6120822258721055	0.0003288778109425	-0.1022387439119151	0.0009660697465519	0.001094689185131463	0.0026602709482420614
KLHL18	-0.1054843657817095	-3.613609172425843	0.0003244607226864	-0.115809856437036	0.0009544603290947	0.00021462891772102324	0.0006049329600236968
SF1	-0.0944697640117961	-3.613701408068323	0.0003245108542164	-0.1226128002597618	0.0009544710368285	8.848752059281917e-05	0.0002675082900560415
GPR88	-0.3772932153392321	-3.614034843124744	0.000323908674045	-0.1215828972043353	0.0009529729260739	0.0001014941759966254	0.0003034331488584126
C8orf34	-0.5215778761061935	-3.61457457296316	0.0003237064407651	-0.098586033301048	0.0009526509789146	0.0016452888843649456	0.00385211214120774
HEXDC	-0.2550247787610615	-3.6147080017563114	0.000323490057045	-0.1047536589094402	0.0009521506625281	0.0008206316735030455	0.0020508960714890525
DMD	-0.4094005899704989	-3.617237955907093	0.0003201548658903	-0.1101097070758793	0.0009424690847044	0.0004350912465610006	0.0011519176579665568
AKAP10	-0.1511036873156364	-3.6187060520878895	0.0003192461281444	-0.1533234570062323	0.0009400635414237	8.98703981697801e-07	3.998784730007771e-06
RSPO1	-0.4024091445427742	-3.618782797527054	0.0003192995119455	-0.09721645127342	0.0009400858999343	0.0019104149974094647	0.0044142734830406654
EFNB3	-0.4372004424778763	-3.618902393014667	0.0003187189631368	-0.146943399772442	0.0009386458633192	2.527569041949368e-06	1.0363689321194433e-05
INTS9	-0.1432262536873132	-3.6190315410498326	0.0003178639984795	-0.1175116169451121	0.0009362622509018	0.00017271400478183625	0.0004948114035963017
STX3	-0.1789772861356873	-3.621264354449092	0.0003155844806252	-0.1306050418713279	0.0009300817380472	2.942948115834238e-05	9.822585728837084e-05
C6orf27	-0.4037101769911499	-3.622766166806557	0.0003134401078925	-0.1074480286072461	0.000924027199172	0.0005985037885117221	0.0015409183318467086
DTNA	-0.4680610619469023	-3.62283419338704	0.0003132534092932	-0.1288358369753585	0.0009237420989357	3.776194952831335e-05	0.00012348722902457362
KAZALD1	-0.3643573746312682	-3.624038806961872	0.0003118071503748	-0.1135916593272912	0.0009198736596055	0.0002836552465682573	0.0007815651874978289
MOV10L1	-0.4498048672566352	-3.625167103755574	0.0003115783982297	-0.0974223231367444	0.0009194630610401	0.0018682074450693345	0.004325022423012341
PEG3	-0.4419597345132739	-3.627228572673552	0.0003082523155949	-0.1208571856445808	0.0009100402702277	0.00011171950962218736	0.00033158906065396945
KIAA1644	-0.5359237463126814	-3.627497165965108	0.0003079329061972	-0.1456928743701013	0.0009092280403034	3.08002058400686e-06	1.2469497651283936e-05
SIDT2	-0.1766619469026444	-3.627567744042257	0.0003076927868469	-0.1088565306303945	0.0009086497287065	0.0005060151627267679	0.0013211867341702333
CD53	-0.3492606194690406	-3.627742249361964	0.0003074665164169	-0.128598864911572	0.0009081121539403	3.903472297795537e-05	0.0001271632597171412
BBS10	-0.15564410029498	-3.6284076055025287	0.0003069793444637	-0.1349394828810125	0.0009068037326389	1.576284592319215e-05	5.557465684408979e-05
ACCS	-0.3111597345132688	-3.629019039785451	0.0003059686540489	-0.1093630627866289	0.0009040783632159	0.0004761420566938476	0.0012488916929883468
AQP12A	-0.1176172566371681	-3.6290484547713993	0.000313303692687	-0.1408191853737031	0.000923757692211	6.552108172136166e-06	2.4790781565417526e-05
TYK2	-0.176562684365777	-3.629975480640881	0.0003056286981271	-0.1032518027693983	0.0009033338860568	0.0009754530267328445	0.0023957471753589302
ADAMTS14	-0.3782969026548679	-3.6300238571602574	0.0003050486661081	-0.1195221921253071	0.0009017493326422	0.00013311076754747258	0.0003887288844594043
AMHR2	-0.3341110619469023	-3.630219778007655	0.00030569959086	-0.1049412744264264	0.0009034133583353	0.0008029785282366333	0.0020106292456028886
C9orf139	-0.3591187315634205	-3.630547559926777	0.0003042863278068	-0.107591551202835	0.0008997549056423	0.0005884063518191822	0.0015166330700373898
RPL23A	-0.1732172566371677	-3.630961321013803	0.0003037214993981	-0.1148767837062512	0.0008984729657989	0.000241485047090432	0.0006741484928972761
LTA4H	-0.2162474926253708	-3.631386895447356	0.0003039063826315	-0.0928740431330968	0.0008988832943726	0.0030311524060382066	0.006721706512849901
CKMT2	-0.4176066371681424	-3.631963542240656	0.0003033137364022	-0.1009073078261882	0.0008973960236833	0.0012718883966615778	0.003046181612629747
ILF2	-0.1538511799410127	-3.632070241951208	0.0003028931917042	-0.1218414276734367	0.0008964101521823	9.806954936278431e-05	0.00029422297945608093
LOC653566	-0.1447430678466101	-3.6322838214009	0.0003023563469148	-0.1089080768669671	0.0008950794235272	0.0005028972963785902	0.0013135472639506942
LOC100129637	-0.2552846607669732	-3.6328128246913134	0.0003024660780999	-0.1052977469437247	0.0008952751706159	0.0007704029459500292	0.0019354347136997184
USP48	-0.1225294985250702	-3.632852525726913	0.0003017289909262	-0.1174048315755956	0.0008933510504349	0.0001750998789159259	0.0005010873312160522
PHAX	-0.1099820058997025	-3.632997903093728	0.0003014554729495	-0.1353694306757933	0.0008930564011046	1.4800666006966926e-05	5.230808626666053e-05
GPHN	-0.226138643067852	-3.633015890363127	0.000301619113644	-0.0967917532302947	0.0008933510504349	0.0020002614144736916	0.004599615461373756
CPNE9	-0.2836587020648975	-3.633145309188709	0.000301694741753	-0.1240865836768174	0.0008933510504349	7.258413316715843e-05	0.0002232931734328852
FCGR2C	-0.3750116519173989	-3.633819758721669	0.000300448756406	-0.1139062537348632	0.0008902024778492	0.00027273805512395826	0.0007537100917613223
?|57714	-0.2720156342182847	-3.635023033303225	0.000299090378455	-0.1378731527848128	0.0008863056393883	1.0217600485933324e-05	3.735173397012307e-05
CHRNA10	-0.2630272861356952	-3.636425911378567	0.0002977247178508	-0.1276850502932489	0.0008823860917393	4.433377392194813e-05	0.0001426155403662794
ZNF740	-0.1358669616519101	-3.63675632679598	0.0002971370086631	-0.1098363781503487	0.0008808985975241	0.00044972025777452213	0.00118596748774707
FAM27C	-0.3499511799410006	-3.636788884255343	0.0002972258289783	-0.1063486463990429	0.0008810346908641	0.0006813603433840636	0.0017329444808814206
ZFP2	-0.3215085545722735	-3.638534221982986	0.0002951754640515	-0.1139413110189276	0.0008755762259337	0.0002715461394864504	0.0007506183174440321
LRRIQ4	-0.415107522123894	-3.638805326925564	0.0002952137669709	-0.1172919207194229	0.0008755762259337	0.00017765625530374523	0.0005079781227556949
SRL	-0.3649087020648984	-3.6393043975240142	0.0002957045388331	-0.0986192224053196	0.0008767784780828	0.0016393055621662267	0.0038401350058503694
HOXC9	-0.6215964601769848	-3.6393479572585625	0.0002947611818669	-0.1531547625547012	0.0008744865699028	9.241240590486896e-07	4.100338649723276e-06
CCNI	-0.1670622418879155	-3.639533916168767	0.0002940129156604	-0.1256727805944515	0.0008725188144708	5.850174952135371e-05	0.0001837296799255609
SPCS3	-0.1602058997050104	-3.6400190876199554	0.0002934417496699	-0.1146518825388913	0.0008709497066248	0.0002484133475130309	0.0006917029736121693
PKD2L1	-0.4145297935103245	-3.6403028164355296	0.0002942413922413	-0.1099755755173739	0.0008730706435488	0.0004422138499211539	0.001167972512399497
MARCH4	-0.4885749262536873	-3.6406080867067647	0.0002932202900325	-0.1206775049197509	0.0008704182409438	0.00011439707713794428	0.00033860611211678144
RNF41	-0.1331154867256696	-3.641058509710537	0.0002923271064112	-0.1418600027042678	0.0008680178615305	5.588202722664212e-06	2.1424199785090354e-05
IRAK1BP1	-0.2400682890855447	-3.642000409361368	0.0002912687668412	-0.138058639834018	0.0008654284149157	9.938353837946258e-06	3.6389228516682126e-05
MMRN2	-0.27862876106194	-3.6420272163223455	0.0002915109764167	-0.1108060650965014	0.0008658449574414	0.0003998012784989436	0.0010667949372996247
C20orf70	-0.6821128318584078	-3.6424370996502256	0.0002924772018565	-0.0683458630357475	0.000868337954319	0.029298415361202566	0.051104202834790884
KRAS	-0.1940089970501475	-3.644861474385879	0.0002882332238094	-0.1147726891717807	0.000857349765982	0.0002446689692299967	0.0006823335366734516
SLC25A16	-0.2047039823008827	-3.645062978009989	0.0002892857898208	-0.0812761047204673	0.0008603559705957	0.009513339949772487	0.018790539654495782
RGS8	-0.1057227138643067	-3.647100171979139	0.0002907510590792	-0.1118684022412371	0.0008642130075136	0.0003510723984511091	0.0009498571876912585
TNFSF4	-0.3270243362831797	-3.647366968147351	0.0002854699946783	-0.1140873948225414	0.0008493766653256	0.0002666317113631824	0.0007386248865586472
C17orf51	-0.2492938053097297	-3.64775916117972	0.0002849228095922	-0.1407411129875616	0.0008479943869133	6.6304845518642386e-06	2.5050395261275823e-05
CREB3	-0.1844249262536887	-3.647960610037588	0.0002850187592767	-0.1638888136340828	0.0008481569978186	1.4751633330481306e-07	7.526119092315637e-07
ZNF667	-0.5154308259586973	-3.6484822077006736	0.0002841796753305	-0.1227189409876604	0.0008460279487435	8.724035401632987e-05	0.0002640490148835695
BTBD3	-0.2097430678466043	-3.648621554644584	0.0002845561930274	-0.1297520653472959	0.0008470260465206	3.3201417093057e-05	0.0001099040781877556
FXN	-0.1588464601769956	-3.649021750310547	0.0002837210455478	-0.1366051216929508	0.0008447850710801	1.2336888250451436e-05	4.423267827135312e-05
PIRT	-0.3717528023598819	-3.64946312627909	0.0002898881895219	-0.0992839976252094	0.0008618978321341	0.0015235930582097688	0.003588317710800339
FAM26E	-0.3444224188790619	-3.649724982017748	0.0002829011288981	-0.1348884206628298	0.0008425881584621	1.588099563583668e-05	5.592398634712298e-05
THUMPD1	-0.1321985250737469	-3.6497705640201112	0.0002828241349949	-0.1260973705886799	0.0008424810637617	5.5195825515551475e-05	0.0001741195909395009
WDR55	-0.1351870206489618	-3.651036473544455	0.0002813655745266	-0.1248867047117974	0.0008385012694196	6.51222382978335e-05	0.00020256962912947298
MSI2	-0.252277581120941	-3.651533061089771	0.0002808262786852	-0.1324371555847191	0.0008370156070567	2.2656555523343656e-05	7.713749334896272e-05
CORO2B	-0.4058407079646065	-3.652417073385597	0.0002798929742835	-0.1057925588473846	0.0008343549821461	0.0007272129021461783	0.0018400395917730766
OCLM	-0.2522277286135681	-3.652850092918945	0.0002794205559441	-0.1035452244298077	0.0008331725040801	0.000943230790158155	0.002325969233543201
ATIC	-0.1480094395280318	-3.653038365769223	0.000279259631795	-0.1045036815691723	0.0008328297851179	0.0008447114660937179	0.002104602718313596
PDE8A	-0.1716473451327491	-3.6541364750781935	0.0002781676403199	-0.1270956725508248	0.0008299348431576	4.810546445050543e-05	0.00015364113023784637
ALDH1L2	-0.3946799410029546	-3.654173257447166	0.0002780213339989	-0.127976354130184	0.0008297394951298	4.257471000661948e-05	0.00013751711712333195
NCRNA00171	-0.1948402654867269	-3.6550095554361497	0.0002771666876134	-0.1127639592804579	0.0008273091155428	0.0003143628820429011	0.0008590270156183628
P4HA3	-0.3986877581120946	-3.655286515280988	0.0002768306189187	-0.1096452308441847	0.0008264261460523	0.0004602217438943664	0.0012110167139389057
ZNF302	-0.1879659292035409	-3.655821817495113	0.0002764786788381	-0.1472783928251173	0.0008254955317839	2.396539506793114e-06	9.857935498790349e-06
IGFBP1	-0.5606498525073758	-3.6560428704456913	0.0002782561664475	-0.1034181690682897	0.0008300783343749	0.000957060633205136	0.0023553649963679504
ZNF189	-0.1606731563421917	-3.658137364571987	0.0002739249263404	-0.1314902284472023	0.0008183467313402	2.5947095710998928e-05	8.741284459251855e-05
ZDHHC23	-0.2690072271386503	-3.65853930198475	0.0002735661893749	-0.1145617078462244	0.0008173939554457	0.00025124320327134524	0.000699013818018799
MCM3APAS	-0.2504178466076725	-3.659139643481132	0.0002727781815086	-0.1168220351759318	0.0008155142080052	0.00018867585954566643	0.0005370186325346641
STC1	-0.4185151917404166	-3.659499977197216	0.000272426780927	-0.1285452237105073	0.0008147009195095	3.9328419421679076e-05	0.00012803876478386799
LEMD3	-0.1564821533923357	-3.660739336740435	0.0002719315035749	-0.1302715680645688	0.0008133382529712	3.085296353161591e-05	0.00010269314871985647
KCTD8	-0.3865569321533924	-3.660897877705867	0.0002726832658867	-0.1146812671371326	0.0008153491769087	0.0002474976697409249	0.0006894338072973117
EPHA10	-0.6996865781710904	-3.6611854908096615	0.0002708465057653	-0.098201895035126	0.0008105654173999	0.001716016529411194	0.004001115201455061
MIR17HG	-0.3587361356932188	-3.661194191391455	0.0002707696546408	-0.1317752756815912	0.000810453566085	2.4911623984174995e-05	8.420079690403567e-05
GAS7	-0.3583797935103305	-3.662746881847273	0.0002691627038959	-0.1289672041097679	0.0008059962530606	3.707342981044707e-05	0.00012146784455928478
MPZ	-0.2909517699115067	-3.66318678035731	0.0002695324385702	-0.1194364704454376	0.0008069857027633	0.00013460833880386662	0.00039273504345144677
SLC5A4	-0.3158056047197635	-3.664613719662354	0.0002672566715877	-0.1140374361261868	0.0008008727875779	0.00026830293524512304	0.0007428535752639753
DPP6	-0.4098884955752182	-3.665674313593512	0.0002666584289142	-0.114951762575949	0.0007991967219868	0.00023921577335695595	0.000668201796516338
CD80	-0.3740731563421828	-3.6671844281111	0.0002645818062556	-0.1435877060772157	0.0007936302932432	4.2803090577689395e-06	1.676039385008513e-05
CACNA1S	-0.2818050147492623	-3.6672198035227215	0.0002662185448322	-0.1292164108533402	0.0007979948496724	3.579986435315839e-05	0.00011768954606410597
MCPH1	-0.1456945427728602	-3.667990525004801	0.0002637395025552	-0.1201254209974187	0.0007913726962085	0.00012300722731302	0.00036174450318526006
C6orf195	-0.2202474926253681	-3.668026669222443	0.0002649992516409	-0.1026669558277366	0.0007945720222271	0.001042735219503098	0.002543951759524492
CLEC16A	-0.1756904129793657	-3.6682885047693783	0.0002634050121683	-0.1164361890275715	0.0007904845636333	0.00019820094287396003	0.0005620256018235358
PRR18	-0.5100113569321554	-3.669345629857513	0.0002624954587263	-0.1310892140866709	0.0007881005802357	2.7473234865725805e-05	9.219115916857647e-05
DRGX	-0.3863890855457222	-3.669864084943289	0.0002632554297125	-0.0957448945758679	0.0007901511654967	0.002238508269539492	0.005093269951639784
OR10AD1	-0.2751430678466081	-3.67002492309326	0.0002617748580114	-0.0954847418027229	0.0007862820533979	0.002301610738861506	0.005225842564568317
SLAMF7	-0.4506058997050139	-3.670633102705935	0.0002616508650655	-0.1414259993052892	0.0007860246209828	5.9723988804246785e-06	2.2777883896548143e-05
CSMD2	-0.4419185840707973	-3.672058521255112	0.0002605409970207	-0.1065550024977782	0.0007828050151961	0.0006650388181931716	0.0016947923209416351
JAZF1	-0.2436755162241937	-3.672612310352145	0.0002592326332552	-0.1324768197864967	0.0007789879919101	2.2527770882101127e-05	7.676267820905163e-05
CCDC107	-0.2084327433628257	-3.6744322242840353	0.0002572540001147	-0.1415579873991713	0.0007732686123508	5.852964618262972e-06	2.2347287262960538e-05
C22orf45	-0.3409328908554601	-3.6744917145794864	0.0002572417224381	-0.1275576621413378	0.0007732686123508	4.512445775873276e-05	0.00014486397463436802
CAMLG	-0.1433750737463022	-3.674735197573304	0.0002569824873727	-0.1397902332836164	0.0007728869683871	7.65988338247405e-06	2.8566286256529023e-05
PDZRN3	-0.377820353982301	-3.674980951404613	0.0002570517399	-0.1454214022208881	0.0007728869683871	3.214377394140196e-06	1.2959773743459981e-05
CC2D2B	-0.2535458702064905	-3.67507418857592	0.0002567242503714	-0.0889666936502435	0.0007722415912273	0.004520845249284782	0.009633895886217207
SCN2A	-0.6628861356932125	-3.675228642807069	0.0002565511303153	-0.1402558727157209	0.0007720602030744	7.1380664744682665e-06	2.6780793991380393e-05
CHGB	-0.8698150442477868	-3.675299360537988	0.0002575761399107	-0.1056367114489015	0.0007741235766897	0.0007405676518397147	0.001868943318041714
RNF126P1	-0.4531530973451345	-3.675390362439143	0.0002565970996022	-0.1000802157999761	0.0007720853663834	0.0013949058487332732	0.0033091538103182457
GPR98	-0.5493514749262536	-3.6771416161366903	0.0002546909253352	-0.1265101485892521	0.0007666869057377	5.215188716026894e-05	0.0001653557132664589
NCRNA00164	-0.2007615044247786	-3.6771728796374616	0.0002567134805466	-0.1223633312138707	0.0007722415912273	9.148535324061757e-05	0.00027592100808430714
HKDC1	-0.7163768436578053	-3.67765229376754	0.0002543041476013	-0.1193872714943162	0.0007657471619619	0.00013547499668877593	0.00039501720295012557
KDM6B	-0.1926681415929181	-3.677742002146359	0.0002540921581433	-0.1179559355505109	0.0007652210659649	0.00016311070872360403	0.0004691975409970002
TPCN2	-0.2127514749262555	-3.6791294238686056	0.0002534294084747	-0.1194966579258592	0.0007635611617238	0.00013355520680517115	0.00038997132637038316
PARP11	-0.2507318584070859	-3.6800298621298047	0.0002517882670897	-0.14895487299874	0.0007592851238765	1.8328248560804281e-06	7.696439823139945e-06
ARHGAP4	-0.3291938053097496	-3.680041818263835	0.0002517688529803	-0.1306066080142744	0.0007592851238765	2.9422945316737724e-05	9.822001095164643e-05
HSPA1L	-0.1813410029498463	-3.681074750782004	0.0002507686731655	-0.1239073506831283	0.0007566550352864	7.43629341442098e-05	0.0002283043274982245
PDE2A	-0.3645451327433617	-3.6836161035695154	0.0002483763264645	-0.1099163509843712	0.0007498773503406	0.0004453932267638752	0.0011753114325787092
BFSP2	-0.3820865781710911	-3.683763791891676	0.0002483427965549	-0.1122254090690201	0.0007498773503406	0.00033598301380104607	0.0009119158214351501
ACTL6B	-0.3355740412979349	-3.68421719423452	0.0002540072097104	-0.173061109599529	0.0007651897307931	2.789388340384941e-08	1.5996129225727052e-07
DCAF4L1	-0.3206417404129809	-3.684399242235401	0.0002478566557969	-0.132729134797801	0.0007485285589161	2.172468109077669e-05	7.427272319627734e-05
EVC2	-0.3642682890855422	-3.68568520701264	0.0002467807169154	-0.1219220433426498	0.0007454985459496	9.702415079617761e-05	0.00029129947584754704
RTL1	-0.4336224188790558	-3.6859165519044654	0.0002493335538771	-0.0979666225931852	0.0007525459954567	0.001760702702325841	0.004092756621235226
OTOF	-0.4529508849557513	-3.6871371803311326	0.0002452367404377	-0.1491398100210575	0.000741270653885	1.7790788126685744e-06	7.482992834272861e-06
MYH15	-0.442067404129796	-3.688048756886743	0.0002441813638419	-0.1184355833337099	0.0007382979970067	0.00015330807749180025	0.0004432354359817855
ZNF780A	-0.178756932153397	-3.688610737869824	0.0002437166203292	-0.1311416973904028	0.0007371099315496	2.726875946601606e-05	9.15798514374791e-05
SH3BGRL	-0.2458119469026503	-3.688812586011596	0.0002439462988124	-0.1173808849989663	0.000737695907294	0.00017563914188508458	0.0005024204518462848
SCNN1G	-0.5815420353982246	-3.6896645321345223	0.0002428385906109	-0.111858159740822	0.0007346708318955	0.00035151451008199686	0.0009504270896856836
LOC93432	-0.2243321533923303	-3.689991188187372	0.0002514239782078	-0.0973240980471768	0.0007584093847499	0.001888237550463532	0.004366961463446695
CCL18	-0.542215929203552	-3.6923775374727033	0.0002402239881869	-0.1273558610194227	0.0007268678669827	4.6404406546850646e-05	0.00014869400131213418
NINJ2	-0.4284317109144515	-3.6925517415331295	0.0002399377489716	-0.1288491304327688	0.0007262158316952	3.769172866509924e-05	0.00012329687531779595
ANKRD7	-0.3857619469026558	-3.6932000509047738	0.0002393965807017	-0.142976331870453	0.0007246847245364	4.705501203024821e-06	1.830313370558916e-05
LOC728743	-0.2102979351032452	-3.693337825528743	0.0002392347860971	-0.1345235384761192	0.0007244085779608	1.6750139253916684e-05	5.868265509947261e-05
CDC25B	-0.2459451327433601	-3.69489139585643	0.0002377810727849	-0.1290115279032625	0.0007204317332164	3.684381789957745e-05	0.00012079265114633105
C16orf93	-0.2917676991150451	-3.695473643829565	0.0002372733551962	-0.1277504530342484	0.0007189995545652	4.393294198464736e-05	0.00014141475367588749
LOC253039	-0.2306967551622492	-3.69605762149776	0.0002381934543298	-0.1719410754430261	0.0007213617963403	3.435154516390911e-08	1.9492460536623934e-07
LOC84740	-1.0222734513274414	-3.6979187673818936	0.0002350131224159	-0.1042441776689134	0.0007126764258788	0.0008703999027321527	0.0021621676897780194
CRYBA2	-0.4223088495575218	-3.6980108583401736	0.0002372317861558	-0.0848770060520388	0.0007189797121022	0.006762386194710878	0.013825113381538969
DENND1A	-0.1990455752212412	-3.69914873456162	0.000234384302773	-0.1768530689531803	0.0007108843388105	1.3644010836875091e-08	8.25313914204613e-08
USP34	-0.1615277286135654	-3.6996097302316815	0.0002336116043249	-0.1109882804350681	0.0007087403926099	0.00039101808199280266	0.001045532850131836
AKAP13	-0.2275868731563548	-3.7002855799580834	0.0002328980222923	-0.1046776349605539	0.0007068888819725	0.0008278867536297839	0.002066696869165791
ZSCAN22	-0.155780235988197	-3.700325519073858	0.0002328757236637	-0.1434498741533602	0.0007068888819725	4.372830623402682e-06	1.7096593543793003e-05
LSAMP	-0.4205249262536892	-3.7008495415870577	0.000233009931533	-0.1235315143042593	0.0007071240050811	7.82274634395802e-05	0.00023902512641979187
ZDHHC2	-0.2998398230088526	-3.704421301164756	0.0002297777141802	-0.1316595525470214	0.0006978308390711	2.532717980581706e-05	8.549805564442169e-05
SH2D2A	-0.289509144542774	-3.705369966346402	0.0002286289058356	-0.1492746717728146	0.0006946502052397	1.7408425254491196e-06	7.33417118109028e-06
WTIP	-0.3537343657817127	-3.705682754862325	0.0002280719028961	-0.1306568133500245	0.0006930604154023	2.9214156398867075e-05	9.7652984534558e-05
EDIL3	-0.4791671091445435	-3.7074669081752254	0.0002266767343681	-0.1254465154969071	0.0006890247788834	6.0339101830556085e-05	0.0001890373509203901
KLK15	-0.2381209439528022	-3.707879087542681	0.0002330526979208	-0.0965581931691812	0.0007071492592838	0.0020513064859211693	0.004704347872649867
APOBEC2	-0.4530787610619464	-3.708208073085496	0.0002270708775069	-0.1246185958420269	0.0006901206684259	6.75378827937551e-05	0.00020938579488912599
C5orf53	-0.2416783185840723	-3.708859348003786	0.0002253027243448	-0.1107638685342823	0.0006851475764634	0.00040186132766933724	0.0010717346138024804
TCEAL1	-0.2028775811209504	-3.710657331848653	0.0002237286084308	-0.1453081945728023	0.0006807689834128	3.2720488666555097e-06	1.316901847332633e-05
NEK9	-0.1537290560472008	-3.711319421172655	0.0002233925667207	-0.1239384951934881	0.0006798472272128	7.405091348602343e-05	0.0002275846188425241
